Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
01/31/2009,130.323,,,,,,,,23.594578,,,,14.468292,,,,
04/30/2009,101.293,,,101.293,,,,,18.277469,,,18.277469,11.844655,,,11.844655,
07/31/2009,107.366,,,107.366,,,,,21.050093,,,21.050093,12.112618,,,12.112618,
10/31/2009,32.734,2.479,,35.213,,,,,6.467483,0.489793,,6.957276,3.245582,0.245793,,3.491375,
01/31/2010,25.786,,,25.786,,,,,5.048229,,,5.048229,2.886458,,,2.886458,
04/30/2010,98.319,,,98.319,,,,,18.30737,,,18.30737,11.349917,,,11.349917,
07/31/2010,110.383,,,110.383,,,,,20.135608,,,20.135608,11.691145,,,11.691145,
12/31/2010,123.039,,,123.039,,,,,19.87417,,,19.87417,12.598723,,,12.598723,
03/31/2011,110.142,,,110.142,,,,,17.901147,,,17.901147,11.335458,,,11.335458,
06/30/2011,77.151,,,77.151,,,,,12.539434,,,12.539434,7.687601,,,7.687601,
09/30/2011,128.478,,,128.478,,,,,22.704027,,,22.704027,13.786436,,,13.786436,
12/31/2011,329.907,,,329.907,,,,,51.428638,,,51.428638,28.924089,,,28.924089,
03/31/2012,338.531,,,338.531,,,,,56.826533,,,56.826533,29.452153,,,29.452153,
06/30/2012,267.782,,,267.782,,,,,56.134665,,,56.134665,24.953198,,,24.953198,
09/30/2012,206.842,,,206.842,,,,,42.691054,,,42.691054,17.758565,,,17.758565,
12/31/2012,296.112,,,296.112,,,,,52.426463,,,52.426463,24.887942,,,24.887942,
03/31/2013,263.82,,,263.82,,,,,44.867728,,,44.867728,20.645793,,,20.645793,
06/30/2013,506.077,,,506.077,,,,,83.376086,,,83.376086,34.947535,,,34.947535,
09/30/2013,373.999,,,373.999,,,,,74.970433,,,74.970433,13.845077,,,13.845077,
12/31/2013,631.715,0.0,0.0,631.715,,,,,76.851067,0.0,0.0,76.851067,31.818807,0.0,0.0,31.818807,
03/31/2014,771.612,0.0,0.0,771.612,,,,,96.234251,0.0,0.0,96.234251,42.876147,0.0,0.0,42.876147,
06/30/2014,658.719,19.369,,678.088,,,,,84.123611,2.473574,,86.597185,40.971839,1.204738,,42.176576,
09/30/2014,623.892,49.367,0.0,673.259,,,,,82.633717,6.538598,0.0,89.172315,37.466221,2.964608,0.0,40.430828,
12/31/2014,654.818,79.14,0.0,733.958,,,,,80.307436,9.705797,0.0,90.013233,29.053721,3.511375,0.0,32.565096,
03/31/2015,711.686,99.429,0.0,811.115,,,,,126.389836,17.657808,0.0,144.047644,31.941772,4.462556,0.0,36.404328,
06/30/2015,891.643,99.873,0.0,991.516,,0.005,0.0,0.005,169.243925,18.957025,0.0,188.200949,37.900259,4.245211,0.0,42.145469,
09/30/2015,784.027,104.371,0.0,888.398,,0.177,0.0,0.177,138.99586,18.503364,0.0,157.499224,32.444748,4.3191,0.0,36.763847,
12/31/2015,711.686,99.429,0.0,811.115,0.0,0.587,0.0,0.587,135.051445,18.867914,0.0,153.919358,27.531277,3.84637,0.0,31.377647,
03/31/2016,828.296,205.25,0.0,1033.546,0.0,-0.137,0.0,-0.137,142.469448,35.303628,0.0,177.773076,31.977121,7.923863,0.0,39.900984,
06/30/2016,788.353,206.011,0.0,994.364,0.0,0.088,0.0,0.088,147.758931,38.6121,0.0,186.371031,31.053083,8.114736,0.0,39.167819,
09/30/2016,742.774,206.519,0.0,949.293,0.0,0.016,0.0,0.016,127.45949,35.438513,0.0,162.898003,24.932999,6.932308,0.0,31.865307,
12/31/2016,913.979,206.655,0.0,1120.634,0.0,0.162,0.0,0.162,111.335805,25.173555,0.0,136.50936,29.587236,6.689815,0.0,36.27705,
03/31/2017,692.991,311.455,0.0,1004.446,0.0,-0.35,7.035,6.685,69.041712,31.029821,0.0,100.071533,22.005624,9.890117,0.0,31.895741,
06/30/2017,758.348,259.713,0.72,1018.781,0.0,7.345,6.808,14.153,68.956086,23.615533,0.065469,92.637087,23.554326,8.066698,0.022363,31.643387,
09/30/2017,662.055,6.311,0.0,668.366,0.0,-0.045,-5.026,-5.071,44.962939,0.428607,0.0,45.391546,17.910902,0.170735,0.0,18.081637,
12/31/2017,639.561,408.548,0.917,1049.026,0.0,-8.51,-0.136,-8.646,45.656187,29.164918,0.065462,74.886566,17.367058,11.09398,0.024901,28.485938,
03/31/2018,793.035,349.814,1.205,1144.054,0.0,-15.69,0.0,-15.69,53.260643,23.49369,0.080928,76.835262,21.216392,9.358718,0.032238,30.607348,
06/30/2018,1088.181,356.509,1.823,1446.513,0.0,6.347,0.0,6.347,58.75057,19.247815,0.098423,78.096809,31.486682,10.315642,0.052749,41.855073,
09/30/2018,780.21,355.96,1.823,1137.993,0.0,6.891,0.0,6.891,40.125198,18.306566,0.093755,58.525518,21.345271,9.738484,0.049874,31.133629,
12/31/2018,1051.423,362.575,1.823,1415.821,0.0,0.956,0.0,0.956,51.858945,17.883152,0.089915,69.832012,23.965914,8.264458,0.041553,32.271925,
03/31/2019,1424.2,340.377,1.823,1766.4,0.0,0.368,0.0,0.368,69.793882,16.680405,0.089337,86.563624,33.565359,8.021961,0.042964,41.630284,
06/30/2019,1369.485,466.582,1.823,1837.89,0.0,1.062,0.0,1.062,65.640957,22.3638,0.087378,88.092135,31.365446,10.686172,0.041752,42.09337,
09/30/2019,1401.817,446.532,2.066,1850.415,0.0,0.168,0.0,0.168,64.251571,20.466568,0.094694,84.812833,29.11287,9.273556,0.042907,38.429332,
12/31/2019,1552.858,460.493,2.759,2016.11,0.0,-0.088,0.0,-0.088,64.647601,19.170953,0.114861,83.933415,31.823254,9.437042,0.056541,41.316837,
