Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2005,,,,,,,27.337073,23.017966,,21.909401,14.176483,14.173293,14.173293,,35.294974,0.0,,
06/30/2005,,,,,,,28.64509,24.931238,,24.285142,15.585975,15.57885,15.57885,,35.820943,0.0,,
09/30/2005,,,,,,,22.001251,18.682676,,20.712982,13.402265,13.401254,13.401254,,35.295337,0.0,,
12/31/2005,,,,,,,-10.06931,-13.780629,,-12.332697,-7.401965,-7.390232,-7.390232,,,,,
03/31/2006,,25.591666,8.628013,24.323645,22.247851,,28.157919,24.742672,38.895468,26.124479,17.163448,17.163448,17.163448,,34.30128,,,
06/30/2006,,-8.044223,-3.267615,-62.025606,-407.61974,,23.565811,17.669338,,-30.785043,-36.6762,-36.6762,-36.6762,,,,,
09/30/2006,,-2.453585,-1.021269,-3.152774,-372.361326,,38.783151,30.462244,114.953246,32.385703,21.398075,21.398075,21.398075,,33.927404,6.293652,-2.299165,
12/31/2006,,2.840804,1.142888,3.022922,-361.110714,,10.358536,7.411552,130.514828,8.310424,4.874142,4.874142,4.874142,,41.349049,29.859176,1.992563,
03/31/2007,,7.078724,3.103067,7.25935,-328.416955,,36.949502,34.306302,74.28531,36.69423,23.484351,23.484351,23.484351,,35.999881,9.481843,6.407531,
06/30/2007,,28.207512,13.681979,27.204361,23.414228,,29.815068,27.304633,81.509271,38.747732,25.305554,25.305554,25.305554,,34.691521,8.078034,25.9289,
09/30/2007,,29.949721,14.946129,28.887603,23.032066,,35.60761,33.55063,48.950968,44.540518,29.040126,29.040126,29.040126,,34.800656,6.456619,28.015981,
12/31/2007,,40.280166,19.147189,38.269616,26.407391,,19.409949,16.971959,51.327058,43.538889,28.361768,28.361768,28.361768,,34.858769,6.584493,37.627921,
03/31/2008,,45.765434,22.659649,43.53746,29.728108,,45.755716,43.618474,75.536836,58.251444,37.804251,37.804251,37.804251,,35.101608,4.411472,43.746504,
06/30/2008,,13.011571,5.116324,13.818229,53.925528,,35.626921,33.38465,57.674968,-98.129007,-59.899768,-59.899768,-59.899768,,,,,
09/30/2008,,-7.660178,-2.821072,-5.072085,57.18234,,43.116686,40.96884,72.429581,-21.94566,-14.466087,-14.466087,-14.466087,,,,,
12/31/2008,,-10.249539,-3.987393,-6.958517,62.012931,,40.691718,38.238325,188.17328,36.336353,19.548935,19.548935,19.548935,,46.200063,8.117122,-9.417571,
03/31/2009,,-12.521813,-5.198896,-8.971547,60.309962,,51.211073,48.529412,,47.577855,31.747405,31.747405,31.487889,,33.272727,5.357143,-11.851001,
06/30/2009,,32.193581,11.006271,34.509413,70.004223,,46.328125,43.515625,420.524839,41.875,27.265625,27.265625,27.265625,,34.88806,5.587393,30.394799,
09/30/2009,,56.37325,19.805939,57.447608,66.799487,,51.979472,49.340176,483.16939,49.340176,33.13783,33.13783,33.13783,,32.838039,4.314159,53.941218,
12/31/2009,,53.725083,20.966812,54.584104,60.327766,,38.953041,36.027714,,35.257891,22.632794,22.632794,22.632794,,35.80786,6.632653,50.161685,
03/31/2010,,51.212814,22.62557,52.835757,57.266787,,56.192661,53.51682,91.447368,53.134557,34.785933,34.785933,34.633028,,34.532374,4.304636,49.008289,
06/30/2010,,48.8555,23.0162,50.028307,52.64387,,55.091575,52.527473,188.235294,52.234432,33.553114,33.553114,33.553114,,35.764376,4.290393,46.759407,
09/30/2010,,42.756873,22.839593,43.691342,44.349358,,56.162465,53.641457,145.3125,53.711485,36.344538,36.27451,36.27451,,32.333768,3.793436,41.134918,
12/31/2010,,42.346997,22.640584,43.013404,42.452725,,42.489569,39.568846,72.661871,40.472879,28.859527,28.859527,28.859527,,28.694158,4.73494,40.341893,
03/31/2011,,43.327787,24.740309,43.858424,42.919991,,58.494337,55.696203,70.466321,55.696203,37.441706,37.441706,37.441706,,32.77512,3.558719,41.785873,
