Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
03/31/1994,,,,,,,,8.292767,,,
06/30/1994,,,,,,,,17.506832,,,
09/30/1994,,,,,,,,14.283605,,,
12/31/1994,11.602871,,,,2.410402,3.839768,2.410402,19.131887,7.48309,,
03/31/1995,11.443662,,,,2.345906,3.712288,2.345906,15.408677,5.140998,,
06/30/1995,11.578341,,,,2.429599,3.839606,2.429599,9.056021,4.945413,,
09/30/1995,11.534091,,,,2.456703,3.827954,2.456703,9.654596,6.851634,,
12/31/1995,10.833333,,,,2.355699,3.700944,2.355699,10.107462,6.721582,,
03/31/1996,10.323661,,,,2.286593,3.600533,2.286593,11.021099,6.696249,,
06/30/1996,10.888889,,,,2.397543,3.762639,2.397543,13.397471,6.752093,,
09/30/1996,11.23348,,,,2.501098,3.981039,2.501098,2.323692,7.600807,,
12/31/1996,13.478261,,,,3.077789,4.856446,3.077789,2.869581,9.800351,,
03/31/1997,12.872341,,,,2.970491,4.654807,2.970491,3.033666,8.860567,,
06/30/1997,13.278008,168.047316,168.047316,168.047316,3.124562,4.866431,3.124562,3.256223,9.459425,178.729001,
09/30/1997,13.306452,166.421858,179.863143,156.231489,3.18741,4.944247,3.18741,3.109756,8.985089,,
12/31/1997,12.669574,,,,3.104414,4.777882,3.104414,2.942866,7.726457,,
03/31/1998,12.924528,,,,3.181009,4.898685,3.181009,3.084156,7.789899,,
06/30/1998,11.948529,,,,2.947452,4.521729,2.947452,2.812767,7.377536,,
09/30/1998,10.778985,,,,2.668588,4.031336,2.668588,1.842615,6.39229,,
12/31/1998,10.106383,,,,2.568733,3.91923,2.568733,1.732169,6.827952,,
03/31/1999,9.575382,,,,2.494929,3.803353,2.494929,1.712482,7.765544,,
06/30/1999,8.723771,,,,2.339979,3.641789,2.339979,1.603253,6.531609,,
09/30/1999,7.52094,,,,2.075865,3.229323,2.075865,1.412644,6.168584,,
12/31/1999,7.561804,,,,2.091646,3.273241,2.091646,1.482541,6.320433,,
03/31/2000,7.598807,,,,2.103064,3.292912,2.103064,1.543467,6.098478,,
06/30/2000,7.123667,,,,1.968055,3.297606,1.968055,1.489637,6.260039,,
09/30/2000,7.41693,56.828496,56.828496,56.828496,2.052907,3.155255,2.052907,1.625705,6.675169,60.440717,
12/31/2000,7.294833,54.700117,60.010892,13.817779,2.052988,3.115384,2.052988,1.683892,5.908823,14.696086,
03/31/2001,7.710843,14.672957,15.211071,13.659069,2.172356,3.29396,2.172356,1.809674,6.413256,14.527288,
06/30/2001,8.919643,14.379974,18.973942,13.445646,2.538259,3.577276,2.538259,2.16412,7.261555,20.179993,
09/30/2001,7.845481,18.151606,19.562723,10.284275,2.271571,3.462406,2.271571,1.987378,6.190241,10.93798,
12/31/2001,5.973523,10.925602,13.333574,10.257523,2.46918,3.760472,2.46918,2.258877,6.296587,14.181103,
03/31/2002,6.605263,13.921268,14.920146,13.158743,2.748694,4.204211,2.748694,2.5408,7.004858,13.995159,
06/30/2002,10.899408,13.68434,14.638749,13.207136,3.076972,4.682888,3.076972,2.678434,8.122428,,
09/30/2002,10.386628,,,,2.979744,4.52241,2.979744,2.590764,7.368247,,
12/31/2002,,,,,2.863223,4.315776,2.863223,2.501836,6.936993,,
03/31/2003,,,,,3.007658,4.51989,3.007658,2.625468,7.706372,,
06/30/2003,144.555556,19.102939,19.102939,19.102939,3.273552,4.978159,3.273552,2.928554,7.658718,20.317189,
09/30/2003,161.407407,21.390993,71.589926,19.308504,3.642434,5.546258,3.642434,3.347953,9.221288,76.140437,
12/31/2003,,75.86805,78.735777,72.362007,,,,3.193155,,,
03/31/2004,,,,,,,,4.140779,,,
06/30/2004,,,,,,,,3.723775,,,
09/30/2004,,,,,,,,3.915252,,,
12/31/2004,14.731207,,,,5.148953,8.057307,5.148953,4.033612,12.558478,,
03/31/2005,13.314286,,,,4.646614,7.249148,4.646614,4.024916,11.603573,,
06/30/2005,15.358051,,,,5.359377,8.351624,5.359377,4.819107,13.447175,,
09/30/2005,15.219713,,,,5.256941,8.22612,5.256941,5.122072,13.978158,,
12/31/2005,15.449597,209.728534,209.728534,209.728534,5.329343,8.339013,5.329343,5.349346,14.417358,223.059626,
03/31/2006,16.498039,223.693566,242.106044,68.135504,5.76973,9.054131,5.76973,5.991012,14.085771,72.466439,
06/30/2006,16.011583,65.351662,67.511968,62.313133,5.610753,8.831929,5.610753,6.035872,13.462489,66.654706,
09/30/2006,17.130435,66.02328,143.830926,61.832369,6.068201,9.543868,6.068201,6.74898,14.925295,152.973331,
12/31/2006,18.792208,154.752823,164.416747,142.719894,6.718969,,6.718969,7.23304,,,
03/31/2007,20.227273,,,,7.254528,,7.254528,8.273502,,,
06/30/2007,16.763964,,,,5.982397,,5.982397,7.209916,,,
09/30/2007,17.513135,,,,6.282609,,6.282609,7.743707,,,
12/31/2007,14.722034,114.079812,114.079812,114.079812,5.305351,8.03566,5.305351,6.8614,13.446631,121.33113,
03/31/2008,15.510851,113.304045,125.427378,101.62901,5.614598,8.532808,5.614598,7.775688,15.257355,,
06/30/2008,14.568882,,,,5.344602,8.106173,5.344602,7.747781,12.662758,,
09/30/2008,15.348101,,,,5.738139,9.5396,5.738139,8.504404,14.372143,,
12/31/2008,8.275701,,,,3.16537,4.763804,3.16537,4.776087,25.603434,,
03/31/2009,5.366899,,,,2.115586,3.146891,2.115586,2.839564,12.069053,,
