Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,791.961975,4.873,4.873,,178.546997,,,159.328003,,,,,24.985001,,,,,,367.733002,284.837006,458.557007,-173.720001,,139.391998,,,,,139.391998,424.229004,,53.234001,53.234001,,,,10.118,,,,,,99.325001,,,,99.325001,162.677002,264.674011,,,,,54.224998,,,,54.224998,318.89901,481.576012,65.969002,121.358002,,,,,123.058998,310.386002,,310.386002,791.962013,
06/30/1990,823.072998,7.168,7.168,,192.044006,,,163.802002,,,,,25.993,,,,,,389.006989,287.027008,471.225006,-184.197998,,147.039001,,,,,147.039001,434.06601,,61.188999,61.188999,,,,9.789,,,,,,103.186995,,,,103.186995,174.164993,283.790985,,,,,55.708,,,,55.708,339.498985,513.663979,66.130997,116.794998,,,,,126.483002,309.408997,,309.408997,823.072975,
09/30/1990,787.58197,4.651,4.651,,197.860992,,,161.925003,,,,,25.334999,,,,,,389.772003,254.160004,442.975006,-188.815002,,143.649994,,,,,143.649994,397.809998,,58.042,58.042,,,,11.521,,,,,,106.453007,,,,106.453007,176.016006,247.382004,,,,,51.743,,,,51.743,299.125004,475.14101,65.813004,114.150002,,,,,132.477997,312.441002,,312.441002,787.582012,
12/31/1990,768.867981,8.812,8.812,,164.121002,,,155.380005,,,,,28.26,,,,,,356.572998,263.566986,457.813995,-194.246994,,148.727997,,,,,148.727997,412.294983,,59.820999,59.820999,,,,11.713,,,,,,100.648007,,,,100.648007,172.182007,224.723007,,,,,55.764999,,,,55.764999,280.488007,452.670013,68.355003,108.771004,,,,,139.072006,316.198013,,316.198013,768.868027,
03/31/1991,777.281006,3.727,3.727,,176.876999,,,158.082993,,,,,28.688999,,,,,,367.376007,259.727997,465.138,-205.410004,,150.177002,,,,,150.177002,409.904999,,50.998001,50.998001,,,,14.389,,,,,,106.527992,,,,106.527992,171.914993,230.130997,,,,,54.550999,,,,54.550999,284.681995,456.596989,69.347,110.151001,,,,,141.186005,320.684006,,320.684006,777.280994,
06/30/1991,772.88501,1.997,1.997,,175.147995,,,160.987,,,,,28.690001,,,,,,366.821991,259.391998,475.592987,-216.201004,,146.671005,,,,,146.671005,406.063004,,52.23,52.23,,,,10.008,,,,,,110.209006,,,,110.209006,172.447006,219.498993,,,,,54.780998,,,,54.780998,274.279991,446.726997,70.315002,110.249001,,,,,145.593994,326.157997,,326.157997,772.884995,
09/30/1991,776.187012,7.851,7.851,,183.524994,,,150.738998,,,,,35.922001,,,,,,378.036987,249.826996,474.623993,-224.796997,,148.322998,,,,,148.322998,398.149994,,58.251999,58.251999,,,,9.276,,,,,,106.326997,,,,106.326997,173.854996,212.856995,,,,,54.255001,,,,54.255001,267.111996,440.966991,71.304001,110.507004,,,,,153.408997,335.220001,,335.220001,776.186993,
12/31/1991,790.572021,6.127,6.127,,169.662003,,,158.565002,,,,,38.257999,,,,,,372.612,258.299988,491.092987,-232.792999,,159.660004,,,,,159.660004,417.959991,,66.850998,66.850998,,,,6.954,,,,,,111.393,,,,111.393,185.197998,198.414993,,,,,57.182098,,,,57.182098,255.597092,440.79509,74.066002,110.742996,,,,,164.968002,349.777,,349.777,790.57209,
03/31/1992,794.13501,5.687,5.687,,176.973999,,,161.593002,,,,,38.154999,,,,,,382.408997,255.563995,499.829987,-244.266006,,156.162003,,,,,156.162003,411.725998,,56.768002,56.768002,,,,6.003,,,,,,108.454005,,,,108.454005,171.225006,213.526001,,,,,54.534,,,,54.534,268.060001,439.285007,73.867996,112.828003,,,,,168.154007,354.850006,,354.850006,794.135014,
06/30/1992,807.481018,4.441,4.441,,179.759995,,,174.229996,,,,,38.613998,,,,,,397.045013,256.031006,511.816986,-255.785995,,154.404999,,,,,154.404999,410.436005,,62.644001,62.644001,,,,5.128,,,,,,111.608996,,,,111.608996,179.380997,211.222,,,,,55.714001,,,,55.714001,266.936001,446.316998,74.889999,112.961998,,,,,173.311996,361.163994,,361.163994,807.480991,
09/30/1992,828.182007,7.49,7.49,,197.757004,,,171.186005,,,,,38.125,,,,,,414.558014,254.826996,512.84198,-258.015015,,158.796997,,,,,158.796997,413.623993,,64.125,64.125,,,,2.25,,,,,,120.082001,,,,120.082001,186.457001,215.093994,,,,,56.966999,,,,56.966999,272.060993,458.517994,75.773003,113.235001,,,,,180.656006,369.664009,,369.664009,828.182003,
12/31/1992,869.442017,8.392,8.392,,184.085999,,,182.886002,,,,,23.250999,,,,,,398.61499,289.812988,551.896973,-262.084015,8.057,172.957001,,,,,172.957001,470.826989,,88.410004,88.410004,,,,9.958,,,,,,111.096001,,,,111.096001,209.464005,211.518997,,,,,111.065002,,,,111.065002,322.584,532.048004,77.382004,113.883003,,,,,146.128998,337.394005,,337.394005,869.442009,
03/31/1993,896.002014,6.889,6.889,0.0,203.442993,,,186.104004,,,,,26.120001,,,,,,422.556,290.425995,564.281982,-273.855988,10.126,172.893997,,,,,172.893997,473.445992,,71.852997,71.852997,,,,9.6,,,,,,120.232,,,,120.232,201.684998,236.072006,,,,,113.676003,,,,113.676003,349.748009,551.433006,28.238001,165.182999,,,0.0,,151.147995,344.568995,0.0,344.568995,896.002001,
06/30/1993,904.580994,8.362,8.362,0.0,192.070999,,,201.858002,,,,,29.597,,,,,,431.888,289.763,575.487,-285.723999,13.078,169.852005,,,,,169.852005,472.693006,,71.672997,71.672997,,,,9.13,,,,,,121.723004,,,,121.723004,202.526001,234.298004,,,,,116.748001,,,,116.748001,351.046005,553.572006,29.143999,165.386002,,,0.0,,156.479004,351.009005,0.0,351.009005,904.581011,
09/30/1993,935.463989,7.666,7.666,0.0,214.087997,,,201.518005,,,,,29.398001,,,,,,452.670013,293.630005,590.468018,-296.838013,15.505,173.658997,,,,,173.658997,482.794002,,69.345001,69.345001,,,,8.01,,,,,,132.340006,,,,132.340006,209.695007,241.847,,,,,122.178001,,,,122.178001,364.025002,573.720009,30.620001,165.453995,,,0.0,,165.669998,361.743994,0.0,361.743994,935.464003,
12/31/1993,958.801025,10.327,10.327,0.0,200.425003,,,198.826004,,,,,29.202,,,,,,438.779999,315.865997,621.617004,-305.751007,18.594,185.561005,,,,,185.561005,520.021002,,93.82,93.82,,,,0.803,,,,,,123.854997,,,,123.854997,218.477997,238.856003,,,,,130.617996,,,,130.617996,369.473999,587.951996,33.926998,166.481995,,,0.0,,170.440002,370.848995,0.0,370.848995,958.800991,
03/31/1994,1209.734985,27.444,27.444,0.0,245.718002,,,241.253006,,,,,34.014,,,,,,548.429016,374.315002,696.552002,-322.237,17.865,269.126007,,,,,269.126007,661.306009,,97.619003,97.619003,,,,4.647,,,,,,163.590991,,,,163.590991,265.856995,420.925995,,,,,143.406006,,,,143.406006,564.332001,830.188995,69.223999,167.770004,,,0.0,,142.552002,379.546005,0.0,379.546005,1209.735001,
06/30/1994,1213.698975,17.587,17.587,0.0,243.992996,,,253.714996,,,,,29.962999,,,,,,545.257996,383.864014,719.062988,-335.199005,18.83,265.747009,,,,,265.747009,668.441023,,97.855003,97.855003,,,,3.223,,,,,,162.529998,,,,162.529998,263.608002,408.106995,,,,,147.994003,,,,147.994003,556.100998,819.709,68.962997,168.149994,,,0.0,,156.876999,393.98999,0.0,393.98999,1213.69899,
09/30/1994,1250.154053,20.542,20.542,0.0,264.442993,,,253.057999,,,,,29.767,,,,,,567.809998,392.752991,745.299011,-352.54599,21.709,267.881989,,,,,267.881989,682.343979,,99.144997,99.144997,,,,2.482,,,,,,174.495013,,,,174.495013,276.122009,417.686005,,,,,146.992004,,,,146.992004,564.678009,840.800018,68.675003,168.630005,,,0.0,,172.048996,409.354004,0.0,409.354004,1250.154022,
12/31/1994,1161.141968,32.676998,32.676998,0.0,219.526993,,,193.087006,,,,,271.924011,,,,,,717.215027,231.151001,378.731995,-147.580994,23.655001,189.121002,,,,,189.121002,443.927004,,78.065002,78.065002,,,,3.566,,,,,,136.965998,,,,136.965998,218.597,408.502991,,,,,102.068001,,,,102.068001,510.570992,729.167992,40.916,169.354996,,,0.0,,221.703003,431.973999,0.0,431.973999,1161.141991,
03/31/1995,1360.467041,25.191999,25.191999,0.0,287.335999,,,280.187988,,,,,37.886002,,,,,,630.60199,418.041992,784.882019,-366.839996,24.641001,287.182007,,,,,287.182007,729.865,,113.790001,113.790001,,,,3.979,,,,,,184.807995,,,,184.807995,302.576996,438.851013,,,,,163.223999,,,,163.223999,602.075012,904.652008,68.008003,172.044998,,,0.0,,215.761993,455.814995,0.0,455.814995,1360.467003,
06/30/1995,1128.613037,32.271,32.271,0.0,352.468994,,,244.740997,,,,,38.810001,,,,,,668.291016,239.998993,407.455994,-167.457001,24.365999,195.957001,,,,,195.957001,460.321993,,76.128998,76.128998,,,,4.529,,,,,,174.599006,,,,174.599006,255.257004,246.429993,,,,,143.516006,,,,143.516006,389.945999,645.203003,66.720001,173.445999,,,0.0,,243.244003,483.410004,0.0,483.410004,1128.613007,
09/30/1995,1113.115967,26.622999,26.622999,0.0,364.428986,,,226.031998,,,,,35.914001,,,,,,652.997986,239.936005,416.26001,-176.324005,29.129999,191.052002,,,,,191.052002,460.118006,,76.321999,76.321999,,,,2.447,,,,,,169.274001,,,,169.274001,248.042999,242.397995,,,,,131.945007,,,,131.945007,374.343002,622.386002,66.014,174.259995,,,0.0,,250.455994,490.729988,0.0,490.729988,1113.11599,
12/31/1995,1252.493042,36.647999,36.647999,0.0,262.502991,,,212.684998,,,,,135.408005,,,,,,647.244019,266.72699,452.108002,-185.380997,33.035999,305.485992,,,,,305.485992,605.248981,,90.846001,90.846001,,,,139.682007,,,,,,166.272987,,,,166.272987,396.800995,219.895996,,,,,132.940994,,,,132.940994,352.83699,749.637985,44.582001,176.003998,,,0.0,,282.269012,502.855011,0.0,502.855011,1252.492996,
03/31/1996,1201.359985,28.037001,28.037001,0.0,287.143005,,,248.143997,,,,,36.793999,,,,,,600.117981,264.390015,461.223999,-196.834,34.507999,302.343994,,,,,302.343994,601.242008,,104.342003,104.342003,,,,13.53,,,,,,166.784003,,,,166.784003,284.656006,263.959991,,,,,135.154999,,,,135.154999,399.11499,683.770996,43.698002,181.813004,,,0.0,,292.078003,517.589008,0.0,517.589008,1201.360004,
06/30/1996,1251.347046,23.042,23.042,0.0,283.247009,,,281.157013,,,,,42.118,,,,,,629.564026,268.787994,476.278015,-207.490005,36.208,316.786987,,,,,316.786987,621.782982,,98.612999,98.612999,,,,12.495,,,,,,173.330997,,,,173.330997,284.438995,297.591003,,,,,140.261002,,,,140.261002,437.852005,722.291,44.151001,182.654999,,,0.0,,302.25,529.056,0.0,529.056,1251.347,
09/30/1996,1280.869019,34.629002,34.629002,0.0,305.256012,,,266.738007,,,,,47.823002,,,,,,654.445984,274.43399,492.510986,-218.076996,38.810001,313.178986,,,,,313.178986,626.422977,,96.823997,96.823997,,,,39.049999,,,,,,177.955013,,,,177.955013,313.82901,276.519989,,,,,146.184006,,,,146.184006,422.703995,736.533005,44.5,183.604996,,,0.0,,316.230988,544.335983,0.0,544.335983,1280.868988,
12/31/1996,1289.014038,22.973,22.973,0.0,299.054993,,,256.714996,,,,,35.512001,,,,,,614.255005,298.848999,525.91803,-227.069,40.764,335.145996,,,,,335.145996,674.758995,,98.146004,98.146004,,,,32.928001,,,,,,170.563995,,,,170.563995,301.638,279.889008,,,,,143.636002,,,,143.636002,423.52501,725.16301,47.618,185.429993,,,0.0,,330.803009,563.851002,0.0,563.851002,1289.014012,
03/31/1997,1339.70105,17.27,17.27,0.0,332.084991,,,268.877991,,,,,37.493999,,,,,,655.72699,304.981995,543.914001,-238.932007,40.744999,338.247009,,,,,338.247009,683.974003,,102.693001,102.693001,,,,44.948002,,,,,,171.317005,,,,171.317005,318.958008,301.419006,,,,,144.725006,,,,144.725006,446.144012,765.10202,48.000999,188.748001,,,0.0,,337.850006,574.599006,0.0,574.599006,1339.701026,
06/30/1997,1389.980957,28.591999,28.591999,0.0,332.768005,,,292.957001,,,,,37.854,,,,,,692.171021,314.190002,565.708984,-251.518997,43.193001,340.427002,,,,,340.427002,697.810005,,103.205002,103.205002,,,,37.945999,,,,,,163.799011,,,,163.799011,304.950012,348.506012,,,,,144.225006,,,,144.225006,492.731018,797.68103,48.474998,189.606995,,,0.0,,354.217987,592.29998,0.0,592.29998,1389.98101,
09/30/1997,1609.357056,25.042,25.042,0.0,397.192993,397.193,,331.490997,90.341,66.429,174.721,,38.532001,,,,,,792.257996,327.213013,589.708984,-262.496002,0.0,489.885986,456.015,456.015,0.0,,33.870986,817.098999,,132.794998,132.794998,,,,34.346001,,,,,,196.883995,,,,196.883995,364.024994,468.097992,,,,,174.102997,,,,174.102997,642.200989,1006.225983,48.853001,189.580002,,,0.0,366.18,-1.482002,603.131001,0.0,603.131001,1609.356984,
12/31/1997,1472.862061,34.34,34.34,0.0,369.220001,,,266.408997,,,,,35.401001,,,,,,705.369995,293.553986,528.354004,-234.800003,0.0,473.937988,,,,,473.937988,767.491974,,152.591995,152.591995,,,,34.702999,,,,,,204.882008,,,,204.882008,392.177002,294.549011,,,,,155.574005,,,,155.574005,450.123016,842.300018,53.381001,192.850998,,,0.0,,384.329987,630.561986,0.0,630.561986,1472.862004,
03/31/1998,1484.342041,25.554001,25.554001,0.0,395.304993,,,271.75,,,,,36.316002,,,,,,728.924988,283.332001,530.893982,-247.561996,0.0,472.084991,,,,,472.084991,755.416992,,119.904999,119.904999,,,,29.108,,,,,,183.380006,,,,183.380006,332.393005,348.320007,,,,,154.220001,,,,154.220001,502.540008,834.933013,58.764999,194.852005,,,0.0,,395.791992,649.408996,0.0,649.408996,1484.342009,
06/30/1998,1480.968018,35.342999,35.342999,0.0,372.946991,,,282.88501,69.333,60.097,0.0,,35.936001,,,,,,727.111023,281.570007,541.986023,-260.415985,0.0,472.286987,425.588989,,,,46.697998,753.856994,,123.573997,123.573997,,,,40.0,,,,,,175.522988,,,,175.522988,339.096985,322.638,,,,,153.199997,,,,153.199997,475.837997,814.934982,51.622002,196.136993,,,0.0,,418.273987,666.032982,0.0,666.032982,1480.967964,
09/30/1998,1505.340942,33.793999,33.793999,0.0,369.515991,,,290.81601,70.056,63.159,157.600998,,36.127998,,,,,,730.254028,287.108002,563.60199,-276.493988,0.0,487.979004,435.118988,,,,52.860016,775.087006,,114.763,114.763,,,,76.084,,,,,,190.175003,,,,190.175003,381.022003,282.989014,,,,,161.789001,,,,161.789001,444.778015,825.800018,54.547001,188.016998,,,0.0,,436.97699,679.540989,0.0,679.540989,1505.341007,
12/31/1998,1554.666016,32.039001,32.039001,0.0,396.062012,,,278.580994,66.379997,64.420998,147.779999,0.0,41.887001,,,,,,748.56897,308.257996,592.989014,-284.730988,0.0,497.838989,474.488007,,,,23.350983,806.096985,,155.962006,155.962006,,,,52.874001,,,,,,185.956993,,,,185.956993,394.792999,288.026001,,,,,162.481995,,,,162.481995,450.507996,845.300995,53.638,190.561996,,,0.0,,465.165009,709.365005,0.0,709.365005,1554.666,
