Date,Assets,Net Plant in Service,Gross Utility Plant in Service,Accum Depreciation for Plant Asset,Plant Construction in Progress,Net Nuclear Fuel,Total Utility Plant,Cash & Near Cash Items,Marketable Securities,Restricted Bond Proceeds,Net Accounts Receivable,Supplies And Fuel,Prepaid Expenses,Other Current Assets,Total Current Assets,Decommissioning Funds,Long-Term Investments,Investments in Associated Co.,Other Property & Equipment,Deferred Charges & Others,Total Long Term Assets,Total Assets,Liabilities & Shareholders' Equity,ST Portion of LT Debts,Short Term Debt,Accounts Payable,Other Accounts Payable and Accruals,Other Current Liabilities,Total Current Liabilities,Accum Deferred Income Taxes,Accumulated Deferred ITC,Long-Term Borrowings,Other Liabilities,Total Long-Term Liabilities,Common Stock,Additional Paid in Capital,Retained Earnings & Other Equity,Total Preferred Equity,Minority Interest,Total Equity,Total Capitalization & Liabilities,Source: Bloomberg
03/31/1990,,5018.679199,7736.839844,-2718.160889,302.80899,,5321.487793,31.048,0.0,15.983,204.425995,229.886993,15.815,151.177002,632.520996,40.978001,0.0,,21.302,689.866028,752.146029,6706.154785,,252.503998,143.029999,220.470001,293.200012,105.892998,1015.096985,828.965027,219.160004,1866.666992,235.983994,3150.776001,157.229004,761.762024,1221.616943,399.674011,0,2540.281982,6706.154785,
06/30/1990,,5081.90918,7391.370117,-2309.460938,288.438995,,5370.348145,7.406,0.0,14.372,200.238998,238.188004,62.030998,259.743988,719.948975,42.734001,0.0,,24.395,535.27301,602.402012,6692.699219,,226.085999,266.585999,207.959,195.291,157.593994,1053.515991,703.754028,216.363998,1896.709961,251.481995,3068.309937,157.229004,761.541016,1202.428955,449.674011,0,2570.872986,6692.699219,
09/30/1990,,5099.223145,7455.535156,-2356.312012,305.717987,,5404.940918,10.251,0.0,19.194,227.477005,250.626007,38.41,228.056,735.604004,44.348,0.0,,24.922001,548.448975,617.718975,6758.26416,,205.923996,205.453995,212.899994,209.526001,119.919998,953.723999,713.143005,213.955002,1895.989014,259.031006,3082.118042,157.229004,761.146973,1304.371948,499.674011,0,2722.421936,6758.26416,
12/31/1990,,5062.456055,7459.725098,-2397.269043,270.975006,2.475,5335.905762,11.297,0.0,19.861,220.145004,254.899994,40.875,259.628998,765.83197,75.866997,0.0,,7.199,743.103027,826.169024,6927.907227,,195.966995,226.746002,269.190002,204.768997,150.987,1047.659058,733.75,211.697998,1935.956055,301.977997,3183.38208,157.229004,761.083008,1278.880005,499.674011,0,2696.866028,6927.907227,
03/31/1991,,5081.023926,7482.349121,-2401.324951,298.738007,,5379.762207,85.801003,0.0,18.587999,243.888,247.839996,27.475,215.895996,812.013,82.199997,0.0,,0.0,770.903992,853.103989,7044.878906,,197.253998,131.893005,260.605988,314.015991,144.481995,1048.250977,744.112,206.610001,2007.592041,263.877991,3222.192017,157.229004,761.096008,1356.437012,499.674011,0,2774.436035,7044.878906,
06/30/1991,,5152.722168,7581.705078,-2428.98291,308.576996,,5461.298828,10.181,0.0,18.507999,252.479004,241.945999,58.976002,272.04599,795.159973,88.362,0.0,,0.0,770.650024,859.012024,7115.471191,,205.026993,274.838989,270.48999,216.166,184.955994,1151.478027,755.997986,203.25,2037.218018,255.613007,3252.078979,314.458008,603.835022,1328.947021,464.674011,0,2711.914062,7115.471191,
09/30/1991,,5231.816895,7716.834961,-2485.018066,261.069,,5492.88623,15.208,0.0,20.033001,267.447998,249.970993,45.013,251.201004,803.861023,93.723999,0.0,,0.0,772.950989,866.674988,7163.421875,,283.529999,200.457001,271.238007,225.764008,135.591995,1116.581055,766.309998,200.003998,2005.272949,270.484009,3242.070923,314.458008,603.702026,1421.936035,464.674011,0,2804.77002,7163.421875,
12/31/1991,,5296.219238,7818.085938,-2521.866943,272.730011,2.79,5571.73877,5.121,0.0,12.795,340.440002,257.766998,38.914001,195.473999,811.596985,99.782997,0.0,,7.161,914.64801,1021.592007,7404.928223,,240.294006,188.507996,283.644989,247.063004,194.559006,1154.06897,775.008972,195.544006,1992.499023,517.098999,3480.151001,314.458008,603.705994,1387.869995,464.674011,0,2770.708008,7404.928223,
03/31/1992,,5322.266113,7894.706055,-2572.439941,259.933014,,5582.199219,61.308998,0.0,17.608,341.231995,255.654007,81.661003,244.888,920.690979,106.251999,0.0,,0.0,905.255981,1011.50798,7514.397949,,219.444,146.893005,263.881989,334.671997,169.537003,1134.427979,754.765991,191.768997,2066.268066,523.117004,3535.920044,314.458008,603.726013,1461.192017,464.674011,0,2844.050049,7514.397949,
06/30/1992,,5366.542969,7993.811035,-2627.268066,260.868011,,5627.411133,43.783001,0.0,13.167,327.210999,257.67099,67.748001,209.770996,851.603027,112.998001,0.0,,0.0,896.119995,1009.117996,7488.131836,,207.867004,242.690994,244.796005,125.807999,226.054001,1047.215942,763.726013,188.824997,2113.096924,527.89502,3593.542969,314.458008,603.278015,1414.963013,514.674011,0,2847.373047,7488.131836,
09/30/1992,,5387.066895,8065.966797,-2678.899902,277.997986,,5665.064941,26.672001,0.0,13.476,332.320007,258.292999,43.98,174.253998,805.015015,119.606003,0.0,,0.0,893.393982,1012.999985,7483.080078,,368.928986,121.374001,250.457001,188.326004,172.341003,1101.427002,773.882019,185.899002,1957.505005,532.742981,3450.029053,314.458008,604.27002,1498.222046,514.674011,0,2931.624084,7483.080078,
12/31/1992,,5455.812012,8173.206055,-2717.394043,314.756012,58.326,5828.894043,10.39,0.0,13.444,335.234009,259.559998,36.931,173.093002,791.721008,126.273003,0.0,,7.229,969.237976,1102.739979,7723.35498,,197.996002,101.422997,290.59201,214.819,218.690002,1023.52002,789.297974,182.526001,2221.616943,662.38501,3855.825927,314.458008,605.015015,1459.862061,464.674011,0,2844.009094,7723.35498,
03/31/1993,,5629.555176,8406.47168,-2776.916992,214.242996,,5843.797852,167.367004,0.0,8.514,346.971985,251.112,71.617996,200.912003,974.877014,133.080002,0.0,,0.0,1679.21106,1812.291061,8630.96582,,188.505997,84.0,233.727997,352.652008,187.785995,1046.671997,1300.167969,179.145996,2402.345947,779.242004,4660.901855,314.458008,605.036987,1539.223022,464.674011,0,2923.392029,8630.96582,
06/30/1993,,5614.971191,8447.092773,-2832.12207,252.531006,,5867.501953,46.331001,0.0,12.672,350.834991,256.664001,85.353996,223.332001,889.833984,185.798996,0.0,,0.0,1742.187988,1927.986984,8685.323242,,312.036987,163.138,256.714996,97.374001,247.393997,1076.657959,1308.844971,176.164001,2427.706055,803.129028,4715.843994,314.458008,606.620972,1507.067993,464.674011,0,2892.820984,8685.323242,
09/30/1993,,5626.736816,8502.780273,-2876.042969,290.76001,,5917.49707,27.549,0.0,7.934,363.375,242.695999,65.171997,172.447998,814.002014,207.354004,0.0,,0.0,1779.704956,1987.05896,8718.557617,,361.653015,225.160995,252.285995,168.901001,169.350006,1177.350952,1368.10498,173.139999,2338.419922,804.572021,4684.236816,314.458008,606.788025,1627.482056,308.242004,0,2856.970032,8718.557617,
12/31/1993,,5716.025879,8645.303711,-2929.278076,267.381012,10.209,5993.616211,25.843,0.0,11.868,367.145996,239.281998,79.489998,168.746002,812.88501,219.177994,0.0,,8.147,1834.880981,2062.205975,8868.707031,,294.976013,216.056,300.181,213.5,195.395996,1220.109009,1389.240967,170.108002,2320.384033,850.25,4729.983154,314.458008,667.682983,1628.232056,308.242004,0,2918.615051,8868.707031,
03/31/1994,,5745.783203,8735.382812,-2989.600098,277.165009,,6022.948242,70.940002,0.0,11.332,375.950989,236.807007,33.688,195.503006,890.53302,241.279999,0.0,,0.0,1885.188965,2126.468964,9039.950195,,290.27301,189.904999,273.213013,252.865005,133.481995,1139.738037,1401.557983,163.348007,2396.398926,888.633972,4849.938965,314.458008,668.328003,1759.244995,308.242004,0,3050.27301,9039.950195,
06/30/1994,,5759.905762,8807.136719,-3047.230957,307.76001,,6067.666016,30.333,0.0,11.57,383.438995,239.789001,238.535004,304.286987,969.41803,247.037003,0.0,,0.0,1895.006958,2142.043961,9179.12793,,261.558014,396.645996,261.847992,192.087997,193.031006,1305.171021,1415.125,160.572998,2433.26001,1041.019043,5049.977051,314.458008,668.927979,1532.352051,308.242004,0,2823.980042,9179.12793,
09/30/1994,,5779.454102,8887.435547,-3107.981934,332.25,,6111.704102,84.309998,0.0,11.468,351.657013,237.106995,223.216003,274.799988,959.34198,262.371002,114.928001,,0.0,1782.817017,2160.11602,9231.162109,,257.105011,235.835999,237.335999,249.145004,132.964996,1112.386963,1421.578979,158.632004,2392.785889,1034.917969,5007.914795,314.458008,663.36499,1644.859985,488.177002,0,3110.859985,9231.162109,
12/31/1994,,5905.111816,9053.780273,-3148.667969,340.247986,2.093,6247.453125,26.731001,0.0,10.226,362.30899,240.141998,62.164001,146.194,785.60199,260.481995,116.473,,19.145,1780.621948,2176.721943,9209.777344,,248.332993,347.40799,317.259003,146.654999,213.041,1272.696045,1438.743042,156.261993,2345.416992,970.958984,4911.381104,314.458008,663.41803,1594.708008,453.115997,0,3025.699982,9209.777344,
03/31/1995,,5739.545898,8968.580078,-3229.033936,344.364014,,6083.910156,38.095001,0.0,8.26,342.002014,239.876007,75.764999,159.289993,787.52301,284.773987,120.741997,,186.783997,1789.557983,2381.857964,9253.291016,,241.011993,245.787003,242.931,197.382004,141.069,1068.18103,1449.963013,153.410004,2485.479004,983.317017,5072.168945,314.458008,671.515015,1673.852051,453.115997,0,3112.941071,9253.291016,
06/30/1995,,5781.460938,9082.842773,-3301.38208,324.817993,,6106.278809,19.031,0.0,13.03,345.128998,244.666,232.270004,310.944,932.799988,311.721008,124.157997,,198.113007,1800.612061,2434.604073,9473.682617,,250.179001,270.260986,249.453995,89.119003,267.243011,1126.255981,1462.739014,151.087997,2525.840088,996.908997,5136.576172,314.458008,686.271973,1648.005005,562.116028,0,3210.851013,9473.682617,
09/30/1995,,5791.480957,9165.010742,-3373.530029,345.862,,6137.342773,30.325001,0.0,14.689,386.888,235.625,94.154999,170.794998,838.322021,331.800995,127.654999,,199.365997,2055.569092,2714.391083,9690.055664,,265.634003,224.779999,297.792999,96.082001,214.944,1099.233032,1493.657959,148.410995,2536.625977,961.366028,5140.061035,314.458008,686.349976,1887.838013,562.116028,0,3450.762024,9690.055664,
12/31/1995,,6052.723145,9485.962891,-3433.23999,313.471008,3.023,6369.216797,18.422001,0.0,14.877,407.391998,234.563995,42.745998,152.791,828.046021,362.957001,125.226997,,9.671,2174.580078,2672.435076,9869.698242,,290.811005,123.889999,318.394012,116.069,259.279999,1108.44397,1466.060059,145.375,2567.897949,1045.171021,5224.503906,314.458008,746.448975,1913.727051,562.116028,0,3536.750061,9869.698242,
03/31/1996,,5860.96582,9366.78418,-3505.818115,308.005005,,6168.971191,112.207001,0.0,8.71,405.278015,228.630005,96.888,273.928986,1028.754028,385.479004,138.675003,,198.667007,2163.927979,2886.748993,10084.473633,,315.928986,227.378998,322.575989,209.580002,209.617004,1285.081055,1456.313965,142.654999,2510.040039,1059.161011,5168.169922,314.458008,747.562988,2017.08606,552.116028,0,3631.223083,10084.473633,
06/30/1996,,5862.158203,9459.804688,-3597.646973,316.761993,,6178.919922,51.217999,0.0,14.035,411.912994,231.167999,230.0,350.752014,1059.08606,401.341003,138.001007,,189.675003,2769.197998,3498.215012,10736.220703,,298.927002,419.432007,291.082001,107.43,299.087006,1415.958008,1493.974976,139.934006,2996.371094,1113.136963,5743.416992,314.458008,748.322998,1971.948975,542.116028,0,3576.846008,10736.220703,
09/30/1996,,5890.381836,9533.328125,-3642.946045,304.79599,,6195.178223,51.179001,0.0,25.381001,401.242004,218.214996,140.766006,294.835999,990.853027,409.864014,142.597,,176.757996,2911.2229,3640.44191,10826.472656,,336.299011,301.520996,354.46701,94.801003,279.959015,1367.046997,1498.876953,136.848007,3024.177002,1176.983032,5836.88501,314.458008,749.859009,2016.108032,542.116028,0,3622.541077,10826.472656,
