Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/31/1995,102.25,,-28.091,,,74.159,,-101.411003,,,,,,-27.252001,2.064,,,,0.0,-2.064,-25.188001,6.504,-18.684,1.638,,,-20.322001,0.0,-20.322001,0.0,,-20.322001,-20.322001,,268.061988,-0.076667,-0.0705,-0.07,268.061988,-0.076667,-0.0705,-0.07,
01/31/1996,218.996002,,-49.481998,,,169.514004,,-115.788002,,,,,,53.726002,1.307,,,,0.0,-1.307,55.033002,-30.966,24.066999,2.157,,,21.910002,0.0,21.91,0.0,,21.91,21.91,,286.931994,0.076667,0.083333,0.083333,286.931994,0.076667,0.083333,0.083333,
04/30/1996,132.069,,-35.269001,,,96.799999,,,,,,,,96.799999,-96.849998,,,,0.0,96.849998,-0.049999,,1.273,1.581,,,,0.0,-0.308,0.0,,-0.308,-0.308,,271.374,-0.001667,0.004167,0.004167,271.374,-0.001667,0.004167,0.004167,
07/31/1996,91.130997,,,,,,,,,,,,,91.130997,,,,,,,,,91.130997,,,,,,-21.979,0.0,,-21.979,-21.979,,273.996,-0.08,-0.08,-0.028333,273.996,-0.08,-0.08,-0.028333,
10/31/1996,102.505997,,-27.084999,,,75.420998,,-109.582001,,,,,,-34.160999,-2.881,,,,0.0,2.881,-37.041999,8.738,-28.304001,0.0,,,-28.303999,0.0,-28.304001,0.0,,-28.304001,-28.304001,,276.294,-0.101667,-0.101667,-0.085,276.294,-0.101667,-0.101667,-0.085,
01/31/1997,265.977997,,-58.735001,,,207.242996,,-133.634003,,,,,,73.609001,1.758,,,,0.0,-1.758,75.367001,-30.667,44.700001,-71.240002,,,115.940003,0.0,115.940002,0.0,,115.940002,115.940002,,278.345993,0.416667,0.16,0.16,285.786003,0.406667,0.156667,0.156667,
04/30/1997,136.326004,,-28.917,,,107.409004,,-103.176003,,,,,,4.233,-3.274,,,,0.0,3.274,0.959,-0.471,0.488,0.0,,,0.488,0.0,0.488,0.0,,0.488,0.488,,283.511993,0.001667,0.001667,0.023333,283.511993,0.001667,0.001667,0.023333,
07/31/1997,94.11499,,-22.544006,,,71.570984,,-67.383994,37.314,31.215,,,30.069994,4.186998,-33.661998,,,,0.0,33.661998,9.809002,9.659,-19.816,0.0,,,19.468002,0.0,-19.816002,0.0,0.0,-19.816002,-19.816002,,276.024012,-0.071667,-0.071667,-0.071667,293.160048,-0.071667,-0.071667,-0.071667,
10/31/1997,95.958,,-22.396,,,73.562,,-99.167,,,,,,-25.605,6.351,,,,0.0,-6.351,-19.254,6.495,-12.759,0.0,,,-12.759,0.0,-12.759,0.0,,-12.759,-12.759,,282.509995,-0.045,-0.045,-0.043333,282.509995,-0.045,-0.045,-0.043333,
01/31/1998,237.513,,-46.129002,,,191.383999,,-125.752998,,,,,,65.630997,2.241,,,,0.0,-2.241,67.871997,-26.028,41.844002,0.0,,,41.843997,0.0,41.844002,0.0,,41.844002,41.844002,,285.360008,0.146667,0.146667,0.165,296.627998,0.141667,0.141667,0.158333,
04/30/1998,141.996002,,-29.330999,,,112.665003,,-119.973999,,,,,,-7.309,3.104,,,,0.0,-3.104,-4.205,1.999,-2.206,0.0,,,-2.206,0.0,-2.206,0.0,,-2.206,-2.206,,289.254,-0.008333,-0.008333,0.033333,289.254,-0.008333,-0.008333,0.033333,
07/31/1998,117.268997,,-25.587,,,91.681997,,-82.976997,,,,,,8.705,-72.941002,,,,0.0,72.941002,-64.236002,25.200001,-39.035999,0.0,,,-39.036001,0.0,-39.035999,0.0,,-39.035999,-39.035999,,335.099991,-0.116667,-0.116667,0.005,335.099991,-0.116667,-0.116667,0.005,
10/31/1998,136.880997,,-38.997002,,,97.883995,,-136.916,,,,,,-39.032001,-19.426001,,,,0.0,19.426001,-58.458002,13.563,-44.895,0.0,,,-44.895002,0.0,-44.895,0.0,0.0,-44.895,-44.895,,356.471992,-0.115,-0.115,-0.075,356.465996,-0.115,-0.115,-0.075,
01/31/1999,373.733002,,-72.130997,,,301.602005,,-189.287003,,,,,,112.315002,12.038,,,,0.0,-12.038,124.353003,-31.228001,93.125,0.0,,,93.125002,0.0,93.125,0.0,0.0,93.125,93.125,,377.627998,0.245,0.245,0.235,396.828003,0.235,0.235,0.225,
04/30/1999,261.492004,,-55.687,,,205.805004,,-155.766006,,,,,,50.039001,63.939999,,,,0.0,-63.939999,113.979,-38.626999,75.351997,0.0,,,75.352001,0.0,75.351997,0.0,0.0,75.351997,75.351997,,385.572006,0.195,0.195,0.128333,388.902006,0.185,0.185,0.1215,
07/31/1999,149.947998,,-25.785,,,124.162998,,-117.379997,,,,,,6.783,445.994995,-5.61,,,0.0,-440.384995,452.777995,-189.451004,263.326996,0.0,,,263.326991,0.0,263.326996,0.0,,263.326996,263.326996,-280.39,374.141988,0.703333,0.703333,-0.043333,391.242006,0.673333,0.673333,-0.043333,
10/31/1999,176.927994,,-58.870998,,,118.056995,,-204.501999,,,,,,-86.445,-13.645,,,,0.0,13.645,-100.09,34.169998,-65.919998,0.0,,,-65.920002,0.059,-65.861,0.0,,-65.861,-65.861,,394.723999,-0.165,-0.165,-0.065,394.723999,-0.165,-0.165,-0.065,
01/31/2000,425.498993,,-95.555,,,329.943993,,-247.348007,,,,,,82.596001,4.188,,,,0.0,-4.188,86.784001,-29.582001,57.202,0.0,,,57.202,0.09,57.292,0.0,,57.292,57.292,,391.869995,0.145,0.145,0.235,419.131989,0.135,0.135,0.22,
04/30/2000,329.139008,,-75.531998,,,253.60701,,-193.093994,,,,,,60.513,436.721985,,,,0.0,-436.721985,497.234985,-200.203995,297.031006,0.0,,,297.03099,0.054,297.084991,0.0,0.0,297.084991,297.084991,,404.68399,0.735,0.735,0.19,428.724,0.695,0.695,0.18,
07/31/2000,162.259003,,-59.109001,,,103.150002,,-135.628006,,,,,,-32.478001,61.257999,,,,0.0,-61.257999,28.779998,-11.567,17.212999,0.0,,,17.212998,-0.068,17.145,0.0,0.0,17.145,17.145,,407.441986,0.04,0.04,-0.02,423.880004,0.04,0.04,-0.02,
10/31/2000,170.828995,,-62.817001,,,108.011993,,-199.177994,,,,,,-91.166,43.069,,,,0.0,-43.069,-48.097,0.0,-48.097,-14.332,,,-33.765,0.0,-33.764999,0.0,0.0,-33.764999,-33.764999,,411.45401,-0.08,-0.115,-0.05,411.45401,-0.08,-0.115,-0.05,
01/31/2001,437.231995,,-100.100998,,,337.130997,,-244.044006,,,,,,93.086998,-67.719002,,,,0.0,67.719002,25.367996,,25.368,-1.194,,,,0.0,26.562,0.0,0.0,26.562,26.562,,415.187988,0.065,0.06,0.25,431.854004,0.06,0.06,0.24,
04/30/2001,390.026001,,-72.876999,,,317.149002,,-291.488007,,,,,,25.660999,-48.069,,,,0.0,48.069,-22.408001,,-22.408001,-8.107,,,,0.0,-14.301,0.0,0.0,-14.301,-14.301,,417.429992,-0.035,-0.055,0.265,428.958008,-0.035,-0.055,0.255,
07/31/2001,150.317993,,-58.459,,,91.858993,,-151.059006,,,,,,-59.200001,-59.201,,,,0.0,59.201,-118.401001,45.459,-72.942001,-11.653,,,-61.289001,0.0,-61.289001,0.0,0.0,-61.289001,-61.289001,,419.600006,-0.145,-0.175,-0.07,419.600006,-0.145,-0.175,-0.07,
10/31/2001,168.727005,,-63.494999,,,105.232006,,-173.126007,,,,,,-67.893997,-70.525002,,,,0.0,70.525002,-138.418999,36.263,-102.155998,-9.729,,,-92.426999,0.0,-92.427002,0.0,0.0,-92.427002,-92.427002,64.382999,422.078002,-0.22,-0.24,-0.09,422.078002,-0.22,-0.24,-0.09,
01/31/2002,475.908,,-113.421,,,362.487,,-205.172,,,,,,157.315,-52.741,-0.0076,,-0.0076,0.0,52.7486,104.574,-4.678,99.896,-19.972,,,119.868,0.0,119.868,0.0,0.0,119.868,119.868,78.57264,425.04,0.28,0.235,0.42,438.71,0.275,0.23,0.415,
04/30/2002,491.152008,,-67.441002,,,423.711006,,-194.552002,,,,,,229.158997,-33.904999,,,,0.0,33.904999,195.253998,-62.551998,132.701996,-11.779,,,144.481,0.0,144.481003,0.0,0.0,144.481003,144.481003,,423.227996,0.34,0.315,0.355,434.346008,0.335,0.31,0.345,
07/31/2002,186.850006,,-94.049004,,,92.801002,,-135.959,,,,,,-43.158001,-46.676998,,,,0.0,46.676998,-89.834999,14.158,-75.677002,-43.915001,,,-31.761998,0.0,-31.761993,0.0,0.0,-31.761993,-31.761993,,424.006012,-0.075,-0.18,-0.045,424.006012,-0.075,-0.18,-0.045,
10/31/2002,212.871994,,-69.914001,,,142.957993,,-221.171005,,,,,,-78.212997,-8.205,-8.3,0.0,-8.3,0.0,16.505,-86.417997,25.969,-60.449001,-5.764,,,-54.684997,0.0,-54.685001,0.0,0.0,-54.685001,-54.685001,,415.929992,-0.13,-0.145,-0.105,415.929992,-0.125,-0.14,-0.105,
01/31/2003,558.076,,-115.783,,,442.293,0.0,-262.46,136.201,97.796,,,126.259,179.833,1.443,-0.0078,,-0.0078,0.0,-1.4352,181.276,-55.905,125.371,-3.059,,,128.43,0.0,128.43,0.0,0.0,128.43,128.43,6.31626,411.364,0.312205,0.304769,0.32,424.91,0.302252,0.295053,0.31,
04/30/2003,634.698,,-92.368,,,542.33,,-225.397,,,,,,316.933,6.801,-8.2,,-8.2,,1.399,323.734,-100.766,222.968,-71.009,,,293.977,,293.977,,,293.977,293.977,8.406,411.418,0.715,0.715,0.54,420.896,0.7,0.7,0.53,
07/31/2003,245.097,,-63.066002,,,182.030998,,-216.684998,,,,,,-34.653999,8.9,,,-1.69,0.0,-7.21,-25.753999,1.066,-24.688,0.0,,,-24.687999,0.0,-24.688,0.0,0.0,-24.688,-24.688,,403.638,-0.06,-0.06,-0.025,403.638,-0.06,-0.06,-0.025,
10/31/2003,239.322006,,-76.585999,,,162.736008,,-245.643997,,,,,,-82.907997,1.885,,0.1,-8.3,-3.3,9.615,-81.022997,27.52,-53.502998,0.462,,,-53.964997,0.0,-53.965,0.0,0.0,-53.965,-53.965,,397.493988,-0.135,-0.135,-0.12,397.493988,-0.135,-0.135,-0.12,
01/31/2004,636.289,,-115.256,,,521.033,0.0,-295.643,155.771,107.64,,,139.872,225.39,0.48,,,,,-0.48,225.87,-76.804,149.066,,,,149.066,,149.066,,0.0,149.066,149.066,4.3485,395.33,0.377067,0.377067,0.388,406.86,0.366382,0.366382,0.37705,
04/30/2004,712.953003,,-96.070999,,,616.882004,,-263.359985,,,,,,353.522003,-1.51,-3.7,0.1,-3.8,0.0,5.21,352.012003,-87.978996,264.03299,0.0,,,264.033007,0.0,264.03299,0.0,0.0,264.03299,264.03299,-25.299001,389.033996,0.68,0.68,0.615,397.496002,0.665,0.665,0.6,
07/31/2004,275.893,,-79.053,,,196.84,,-228.195,,,,,,-31.355,-11.85,-11.41,,,,23.26,-43.205,1.101,-42.104,0.0,,,-42.104,0.0,-42.104,0.0,0.0,-42.104,-42.104,24.645,381.786,-0.11,-0.11,-0.045,381.786,-0.11,-0.11,-0.045,
10/31/2004,252.776,,-77.934,,,174.842,,-252.552,,,,,,-77.71,-0.428,-2.8,,-2.8,0.0,3.228,-78.138,32.641,-45.497,0.639,,,-46.136,0.0,-46.136,0.0,0.0,-46.136,-46.136,3.95792,376.692,-0.12,-0.12,-0.11,376.692,-0.12,-0.12,-0.11,
01/31/2005,648.244,,-116.432,,,531.812,,-309.455,,,,,,222.357,-1.127,-0.0029,0.0,-0.0029,0.0,1.1299,221.23,-76.256,144.974,-2.278,,,147.252,0.0,147.252,0.0,0.0,147.252,147.252,6.556,372.662,0.395,0.39,0.41,380.2,0.385,0.38,0.395,
04/30/2005,834.864,,-101.97,,,732.894,,-306.714,,,,,,426.18,1.885,-5.1,0.0,-5.1,0.0,3.215,428.065,-129.992,298.073,-2.434,,,300.507,0.0,300.507,0.0,0.0,300.507,300.507,-10.598,366.844,0.82,0.815,0.785,373.774,0.805,0.8,0.77,
07/31/2005,301.819,,-78.858,,,222.961,,-253.145,,,,,,-30.184,15.084,,0.0,-6.6,0.0,-8.484,-15.1,-7.467,-22.567,-2.571,,,-19.996,0.0,-19.996,0.0,0.0,-19.996,-19.996,,360.532,-0.055,-0.06,-0.04,360.532,-0.055,-0.06,-0.04,
10/31/2005,304.071,,-94.628,,,209.443,,-308.305,,,,,,-98.862,6.812,-6.304,0.0,-6.304,0.0,-0.508,-92.05,34.439,-57.611,-11.807,,,-45.804,0.0,-45.804,0.0,0.0,-45.804,-45.804,,354.812,-0.13,-0.165,-0.16,354.812,-0.13,-0.165,-0.16,
01/31/2006,742.704,,-135.132,,,607.572,0.0,-365.047,262.2,196.903,,,102.847,242.525,4.796,-5.322,,,,0.526,247.321,-92.074,155.247,-27.726,,,182.973,,182.973,0.0,0.0,182.973,182.973,,350.292,0.52,0.44,0.44,363.582,0.505,0.43,0.43,
04/30/2006,952.603,,-107.931,,,844.672,0.0,-361.287,,,,,,483.385,5.492,-8.5,0.0,-8.5,,3.008,488.877,-190.229,298.648,,,,298.648,,298.648,,0.0,298.648,298.648,3.199,343.67,0.87,0.87,0.88,355.918,0.84,0.84,0.85,
07/31/2006,293.632,,-63.795,,,229.837,,-281.813,,,,,,-51.976,24.074,-22.706,0.0,-22.706,0.0,-1.368,-27.902,13.272,-14.63,3.533,,,-18.163,-0.691,-18.854,0.0,0.0,-18.854,-18.854,,342.51,-0.06,-0.07,-0.17,342.51,-0.06,-0.07,-0.17,
10/31/2006,350.493,,-98.207,,,252.286,,-348.927,,,,,,-96.641,9.631,-10.288,0.0,-10.288,0.0,0.657,-87.01,30.025,-56.985,1.73,,,-58.715,-0.215,-58.93,0.0,0.0,-58.93,-58.93,,346.214,-0.17,-0.17,-0.17,346.214,-0.17,-0.17,-0.17,
01/31/2007,750.637,,-131.454,,,619.183,,-403.097,,,,,,216.086,9.658,-11.1,0.0,-11.1,0.0,1.442,225.744,-79.829,145.915,0.218,,,145.697,-0.335,145.362,0.0,0.0,145.362,145.362,,347.185,0.42,0.42,0.41,360.573,0.4,0.4,0.39,
04/30/2007,1139.145,,-130.982,,,1008.163,,-421.388,,,,,,586.775,-10.213,2.223,12.823,-10.6,0.0,7.99,576.562,-208.344,368.218,0.736,,,367.482,-0.271,367.211,0.0,0.0,367.211,367.211,8.695,339.495,1.08,1.08,1.11,351.686,1.04,1.04,1.06,
07/31/2007,432.672,,-130.932,,,301.74,,-350.426,224.524,154.665,,,125.902,-48.686,29.802,-32.832,14.268,-47.1,0.0,3.03,-18.884,6.541,-12.343,0.781,,,-13.124,-0.516,-13.64,0.0,0.0,-13.64,-13.64,,337.55,-0.04,-0.04,-0.08,337.55,-0.04,-0.04,-0.08,
10/31/2007,444.938,,-131.201,,,313.737,,-408.924,,,,,,-95.187,19.794,2.348,14.049,-11.701,0.0,-22.142,-75.393,28.328,-47.065,-26.767,,,-20.298,-0.506,-20.804,0.0,0.0,-20.804,-20.804,-2.38,337.584,-0.06,-0.14,-0.15,337.584,-0.06,-0.14,-0.15,
01/31/2008,834.874,,-159.718,,,675.156,,-493.443,,,,,,181.713,-2.664,4.31,13.51,-9.2,0.0,-1.646,179.049,-62.555,116.494,0.755,,,115.739,-0.492,115.247,0.0,0.0,115.247,115.247,,331.139,0.35,0.35,0.36,342.751,0.34,0.34,0.35,
04/30/2008,1313.008,,-139.948,,,1173.06,,-489.305,,,,,,683.755,2.37,3.53,12.83,-9.3,0.0,-5.9,686.125,-241.612,444.513,0.0,,,444.513,-0.334,444.179,0.0,0.0,444.179,444.179,4.5954,323.408,1.37,1.37,1.39,333.436,1.33,1.33,1.34,
07/31/2008,478.154,,-153.203,,,324.951,,-408.947,252.217,180.188,,,156.73,-83.996,-7.8,-19.343,11.901,-31.244,0.0,27.143,-91.796,30.26,-61.536,0.0,,,-61.536,-0.324,-61.86,0.0,0.0,-61.86,-61.86,,321.641,-0.19,-0.19,-0.16,321.641,-0.19,-0.19,-0.16,
10/31/2008,481.379,481.379,-145.108,145.108,,336.271,0.0,-412.301,251.283,186.186,65.097,136.217,24.801,-76.03,-13.022,3.831,11.731,-7.9,,9.191,-89.052,37.117,-51.935,0.0,0.0,0.0,-51.935,-0.209,-52.144,0.0,0.0,-52.144,-46.28685,5.85715,323.269,-0.16,-0.16,-0.143184,323.269,-0.16,-0.16,-0.143184,
01/31/2009,773.0,773.0,-154.0,154.0,,619.0,0.0,-508.0,341.0,271.0,70.0,140.0,27.0,111.0,-6.0,,12.0,,,-6.0,105.0,-19.0,86.0,1.0,1.0,0.0,85.0,,85.0,0.0,0.0,85.0,94.45,8.45,321.0,0.27,0.27,0.294237,326.0,0.26,0.26,0.28592,
04/30/2009,1417.0,1417.0,-149.0,149.0,,1268.0,0.0,-503.0,348.0,274.0,74.0,130.0,25.0,765.0,-6.0,,12.0,,,-6.0,759.0,-274.0,485.0,0.0,0.0,0.0,485.0,,485.0,0.0,0.0,485.0,513.901639,28.901639,322.0,1.51,1.51,1.595968,329.0,1.47,1.47,1.557847,
07/31/2009,475.774,475.774,-149.765,149.765,,326.009,0.0,-441.538,262.586,186.005,76.581,153.9,25.052,-115.529,-3.953,11.525,15.125,-3.6,,-7.572,-119.482,49.179,-70.303,0.0,0.0,0.0,-70.303,-0.372,-70.675,0.0,0.0,-70.675,-58.563411,12.111589,323.418,-0.22,-0.22,-0.181077,323.418,-0.22,-0.22,-0.182551,
10/31/2009,474.0,474.0,-144.0,144.0,,330.0,0.0,-430.0,257.0,180.0,77.0,141.0,32.0,-100.0,-11.0,12.0,16.0,-4.0,,-1.0,-111.0,42.0,-69.0,-1.0,-1.0,0.0,-68.0,0.0,-68.0,0.0,0.0,-68.0,-62.898305,6.101695,320.0,-0.21,-0.21,-0.196557,320.0,-0.21,-0.21,-0.196557,
01/31/2010,837.0,837.0,-162.0,162.0,,675.0,0.0,-536.0,365.0,277.0,88.0,144.0,27.0,139.0,-13.0,,15.0,,,-2.0,126.0,-46.0,80.0,-34.0,-34.0,0.0,114.0,,114.0,,0.0,114.0,87.15,7.15,314.0,0.36,0.25,0.277548,323.0,0.35,0.25,0.272136,
04/30/2010,1607.0,1607.0,-152.0,152.0,,1455.0,0.0,-567.0,411.0,309.0,102.0,141.0,15.0,888.0,-10.0,13.0,15.0,-2.0,,-3.0,878.0,-302.0,576.0,0.0,0.0,0.0,576.0,0.0,576.0,0.0,0.0,576.0,582.55,6.55,314.0,1.83,1.83,1.855255,323.0,1.78,1.78,1.800279,
07/31/2010,537.0,537.0,-146.0,146.0,,391.0,0.0,-455.0,291.0,210.0,81.0,147.0,17.0,-64.0,-14.0,13.0,15.0,-2.0,,1.0,-78.0,30.0,-48.0,0.0,0.0,0.0,-48.0,0.0,-48.0,0.0,0.0,-48.0,-48.0,0.0,314.0,-0.15,-0.15,-0.15,314.0,-0.15,-0.15,-0.15,
10/31/2010,532.0,532.0,-155.0,155.0,,377.0,0.0,-481.0,310.0,220.0,90.0,156.0,15.0,-104.0,-7.0,12.0,15.0,-3.0,,-5.0,-111.0,41.0,-70.0,0.0,0.0,0.0,-70.0,0.0,-70.0,0.0,0.0,-70.0,-70.62,-0.62,316.0,-0.22,-0.22,-0.223481,316.0,-0.22,-0.22,-0.223481,
01/31/2011,878.0,878.0,-175.0,175.0,,703.0,0.0,-592.0,418.0,330.0,88.0,158.0,16.0,111.0,-9.0,12.0,15.0,-3.0,,-3.0,102.0,-29.0,73.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,0.0,73.0,73.0,0.0,308.0,0.24,0.24,0.24,318.0,0.23,0.23,0.23,
04/30/2011,1848.0,1848.0,-164.0,164.0,,1684.0,0.0,-623.0,444.0,351.0,93.0,164.0,15.0,1061.0,-9.0,13.0,15.0,-2.0,,-4.0,1052.0,-364.0,688.0,0.0,0.0,0.0,688.0,0.0,688.0,0.0,0.0,688.0,687.207547,-0.792453,303.0,2.27,2.27,2.268012,313.0,2.2,2.2,2.197468,
07/31/2011,573.0,573.0,-156.0,156.0,,417.0,0.0,-475.0,279.0,197.0,82.0,153.0,43.0,-58.0,-17.0,13.0,15.0,-2.0,,4.0,-75.0,19.0,-56.0,1.0,1.0,0.0,-57.0,0.0,-57.0,0.0,0.0,-57.0,-28.1,27.9,302.0,-0.19,-0.19,-0.093046,302.0,-0.19,-0.19,-0.097616,
10/31/2011,575.0,575.0,-164.0,164.0,,411.0,0.0,-495.0,308.0,216.0,92.0,163.0,24.0,-84.0,-4.0,13.0,15.0,-2.0,,-9.0,-88.0,30.0,-58.0,6.0,6.0,0.0,-64.0,0.0,-64.0,0.0,0.0,-64.0,-65.264151,-7.264151,300.0,-0.21,-0.19,-0.217547,300.0,-0.21,-0.19,-0.217547,
01/31/2012,999.0,999.0,-202.0,202.0,,797.0,0.0,-602.0,425.0,330.0,95.0,164.0,13.0,195.0,-12.0,13.0,15.0,-2.0,,-1.0,183.0,-62.0,121.0,3.0,3.0,0.0,118.0,0.0,118.0,0.0,0.0,118.0,121.0,0.0,297.0,0.4,0.41,0.41,306.0,0.39,0.4,0.4,
04/30/2012,1926.0,1926.0,-194.0,194.0,,1732.0,0.0,-621.0,453.0,352.0,101.0,163.0,5.0,1111.0,-3.0,10.0,12.0,-2.0,,-7.0,1108.0,-372.0,736.0,2.0,2.0,0.0,734.0,0.0,734.0,0.0,0.0,734.0,732.447368,-3.552632,295.0,2.49,2.5,2.482872,303.0,2.42,2.43,2.418275,
07/31/2012,567.0,567.0,-142.0,142.0,,425.0,0.0,-472.0,296.0,198.0,98.0,166.0,10.0,-47.0,-7.0,5.0,8.0,-3.0,,2.0,-54.0,22.0,-32.0,-36.0,-36.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,-32.0,0.0,294.0,0.01,-0.11,-0.11,294.0,0.01,-0.11,-0.11,
10/31/2012,562.0,562.0,-135.0,135.0,,427.0,0.0,-500.0,321.0,227.0,94.0,168.0,11.0,-73.0,-6.0,7.0,8.0,-1.0,,-1.0,-79.0,25.0,-54.0,-35.0,-35.0,0.0,-19.0,0.0,-19.0,0.0,0.0,-19.0,-54.696429,-0.696429,296.0,-0.06,-0.18,-0.184785,296.0,-0.06,-0.18,-0.184785,
01/31/2013,884.0,884.0,-161.0,161.0,,723.0,0.0,-639.0,458.0,351.0,107.0,169.0,12.0,84.0,-6.0,7.0,7.0,0.0,,-1.0,78.0,-13.0,65.0,-6.0,-6.0,0.0,71.0,0.0,71.0,0.0,0.0,71.0,65.896552,0.896552,296.0,0.24,0.22,0.222623,303.0,0.23,0.21,0.212959,
