Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-217.899994,20.9,99.199997,0.4,,0.4,-338.399994,,,,-338.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,137.100006,-9.4,102.099998,54.799999,,54.799999,-10.4,,,,-10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,265.600006,-61.400002,111.099998,70.099998,,70.099998,145.800003,,,,145.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,389.5,11.6,102.599998,-66.599998,,-66.599998,341.899994,,,,341.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.5,,,
03/31/1991,-104.5,-90.099998,107.699997,70.199997,,70.199997,-192.300003,,,,-192.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,108.199997,22.5,107.400002,89.5,,89.5,-111.199997,,,,-111.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,225.399994,59.099998,112.699997,-44.400002,,-44.400002,98.0,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,343.299988,105.099998,113.699997,-66.400002,,-66.400002,190.899994,,,,190.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.299988,,,
03/31/1992,-29.799999,-944.5,109.099998,1111.0,,1111.0,-305.399994,,,,-305.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,172.100006,106.900002,111.199997,-21.799999,,-21.799999,-24.200001,,,,-24.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,242.100006,91.5,113.699997,45.0,,45.0,-8.1,,,,-8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,232.399994,87.5,111.800003,-22.6,,-22.6,55.700001,,,,55.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.399994,,,
03/31/1993,-152.5,87.099998,96.900002,50.200001,,50.200001,-386.700012,,,,-386.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,162.699997,137.600006,98.800003,38.900002,,38.900002,-112.599998,,,,-112.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,212.199997,136.199997,97.400002,49.0,,49.0,-70.400002,,,,-70.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,480.700012,26.9,99.800003,-40.200001,,-40.200001,394.200012,,,,394.200012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.700012,,,
03/31/1994,-55.799999,116.0,98.699997,61.0,,61.0,-331.5,,,,-331.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,251.399994,163.199997,98.900002,12.3,,12.3,-23.0,,,,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,181.399994,151.300003,103.0,-54.0,,-54.0,-18.9,,,,-18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,387.600006,136.5,109.699997,-115.400002,,-115.400002,256.799988,,,,256.799988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.600006,,,
03/31/1995,-246.5,133.300003,105.199997,3.9,,3.9,-488.899994,,,,-488.899994,,,-101.400002,,,,-101.400002,,,,,,,,,,101.400002,,,,,,,,,,,,,,,
06/30/1995,5.2,173.800003,107.599998,-50.400002,,-50.400002,-225.800003,,,,-225.800003,,,-123.699997,,,,-123.699997,,,,,,,,,,123.699997,,,,,,,,,,,,,,,
09/30/1995,220.600006,157.5,108.400002,184.300003,,184.300003,-229.600006,,,,-229.600006,,,-148.399994,,,,-148.399994,,,,,,,,,,148.399994,,,,,,,,,,,,,,,
12/31/1995,673.5,146.399994,113.699997,-261.700012,,-261.700012,675.099976,,,,675.099976,,-242.100006,-242.100006,,,,-242.100006,,,,,,,,,,0.0,,,,,,,,,,,,431.399994,,,
03/31/1996,-233.699997,151.800003,111.599998,69.0,,69.0,-566.099976,,,,-566.099976,,,-127.900002,,,,-127.900002,,,,,,,,,,127.900002,,,,,,,,,,,,,,,
06/30/1996,170.699997,187.899994,114.400002,29.0,,29.0,-160.600006,,,,-160.600006,,,-140.0,,,,-140.0,,,,,,,,,,140.0,,,,,,,,,,,,,,,
09/30/1996,407.899994,170.199997,129.199997,24.1,,24.1,84.400002,,,,84.400002,,,-137.5,,,,-137.5,,,,,,,,,,137.5,,,,,,,,,,,,,,,
12/31/1996,552.599976,-408.200012,105.599998,390.899994,,390.899994,464.299988,,,,464.299988,,-212.100006,-212.100006,,,,-212.100006,,,,,,,,,,0.0,,,,,,,,,,,,340.49997,,,
03/31/1997,-52.799999,170.399994,111.800003,27.6,,27.6,-362.600006,,,,-362.600006,,-180.899994,-93.699997,0.0,,,-93.699997,,,0.0,0.0,0.0,,,,,-87.199997,251.399993,-43.900002,308.199994,,,,-7.299999,35.5,-42.799999,-5.6,,17.700001,,,
06/30/1997,301.5,192.199997,117.0,14.2,,14.2,-21.9,,,,-21.9,,-149.100006,-137.0,0.0,,,-137.0,,,0.0,0.0,0.0,,,,,-12.100006,-167.900001,-43.700001,-100.300001,,,,-18.799999,16.799999,-35.599998,-5.1,,-15.5,,,
09/30/1997,285.299988,194.100006,114.800003,15.9,,15.9,-39.5,,,,-39.5,,-111.300003,-109.299996,37.599998,,,-146.899994,,,0.0,0.0,0.0,,,,,-2.000007,-187.999999,-43.700001,-150.799997,,,,21.299999,21.299999,0.0,-14.8,,-14.0,,,
12/31/1997,533.799988,2.0,118.400002,125.800003,,125.800003,287.600006,,,,287.600006,,-362.700012,-283.799996,37.599998,,,-321.399994,,,0.0,0.0,0.0,,,,,-78.900016,-139.200003,-47.0,-87.300003,,,,7.5,7.5,0.0,-12.4,,31.9,,,
03/31/1998,-352.0,176.800003,124.400002,-86.0,,-86.0,-567.200012,,,,-567.200012,,-104.5,-118.300003,0.0,,,-118.300003,,,0.0,0.0,0.0,,,,,13.800003,358.2,-47.0,381.5,,,,24.6,24.6,0.0,-0.9,,-98.300003,,,
06/30/1998,24.700001,199.0,106.0,-147.399994,,-147.399994,-132.899994,,,,-132.899994,,-200.899994,-98.899994,73.5,,,-172.399994,,,0.0,0.0,0.0,,,,,-102.0,198.700005,-47.200001,268.900006,,,,-18.0,4.5,-22.5,-5.0,,22.5,,,
09/30/1998,16.9,185.0,121.400002,-89.699997,,-89.699997,-199.800003,,,,-199.800003,,19.0,215.399994,415.299988,,,-199.899994,,,0.0,0.0,0.0,,,,,-196.399994,-60.400001,-47.0,42.1,,,,-54.900001,7.8,-62.700001,-0.6,,-24.5,,,
12/31/1998,749.5,121.5,136.0,-55.299999,,-55.299999,547.299988,,,,547.299988,,-415.100006,-343.299988,4.5,,,-347.799988,,,0.0,0.0,0.0,,,,,-71.800018,-253.699995,-46.700001,-211.899994,,,,1.9,1.9,0.0,3.0,,80.699997,,,
03/31/1999,-100.8,25.5,133.5,-8.5,,-8.5,-251.3,-226.3,-0.5,-24.5,0.0,,-196.5,-148.8,0.0,,,-148.8,,,0.0,0.0,0.0,,,,,-47.7,249.3,-46.9,309.4,,,,0.7,0.7,0.0,-13.9,,-48.0,,,
06/30/1999,307.5,65.7,119.9,7.8,,7.8,114.1,-212.3,87.4,-12.3,251.3,,-184.3,-204.6,0.0,,,-204.6,,,0.0,0.0,0.0,,,,,20.3,-19.0,-46.5,18.8,,,,8.0,8.0,0.0,0.7,,104.2,,,
09/30/1999,16.4,109.1,140.2,-112.0,,-112.0,-120.9,-355.0,294.7,-197.8,137.2,,-1036.8,-157.1,49.5,,,-206.6,,,0.0,0.0,0.0,,,,,-879.7,958.6,-47.2,1004.5,,,,4.8,4.8,0.0,-3.5,,-61.8,,,
12/31/1999,411.6,37.0,188.1,-278.5,,-278.5,465.0,,,,465.0,,-384.4,-245.0,0.0,,,-245.0,,,0.0,0.0,0.0,,,,,-139.4,-19.3,-46.9,23.8,,,,0.6,0.6,0.0,3.2,,7.9,,,
03/31/2000,-134.4,63.6,160.4,0.9,,0.9,-359.3,-151.9,-130.7,-76.7,0.0,,-108.0,-127.7,0.0,,,-127.7,,,0.0,0.0,0.0,,,,,19.7,230.9,-47.1,279.7,,,,0.5,0.5,0.0,-2.2,,-11.5,,,
06/30/2000,-9.4,59.700001,159.800003,-103.800003,,-103.800003,-125.099998,,,,-125.099998,,-175.0,-139.0,0.0,,,-139.0,,,0.0,0.0,0.0,,,,,-36.0,191.300007,-46.700001,266.700008,,,,0.9,0.9,0.0,-29.6,,6.9,,,
09/30/2000,-9.9,-6.6,155.5,-0.7,,-0.7,-158.1,,,,-158.1,,-103.0,-106.0,38.4,,,-144.4,,,0.0,0.0,0.0,,,,,3.0,113.0,-47.3,166.5,,,,0.2,0.2,0.0,-6.4,,0.1,,,
12/31/2000,663.5,-102.0,154.6,75.1,,75.1,535.8,,,,535.8,,-82.4,-69.2,134.2,,,-203.4,,,0.0,0.0,0.0,,,,,-13.2,-565.0,-47.3,-505.2,,,,2.6,2.6,0.0,-15.1,,16.1,,,
03/31/2001,-420.3,-46.7,160.4,-23.2,,-23.2,-510.8,-203.9,-222.3,-84.6,0.0,,-89.9,-63.9,40.0,,,-103.9,,,0.0,0.0,0.0,,,,,-26.0,491.5,-47.6,543.8,,,,0.6,0.6,0.0,-5.3,,-18.7,,,
