Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,716,615,652.0,50.0,,,50.0,-601.0,,,-601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,1011,694,599.0,70.0,,,70.0,-352.0,,,-352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,1572,533,637.0,-132.0,,,-132.0,534.0,,,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,1847,468,737.0,28.0,,,28.0,614.0,,,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.0,,,
03/31/1991,757,590,670.0,-12.0,,,-12.0,-491.0,,,-491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,1415,549,607.0,236.0,,,236.0,23.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,1751,504,620.0,-32.0,,,-32.0,659.0,,,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,1538,-240,743.0,-427.0,,,-427.0,1462.0,,,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,,,
03/31/1992,409,-4394,615.0,4950.0,,,4950.0,-762.0,,,-762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,1479,277,597.0,-5.0,,,-5.0,610.0,,,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,1501,420,676.0,87.0,,,87.0,318.0,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,999,-230,767.0,-119.0,,,-119.0,581.0,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,
03/31/1993,763,493,677.0,-2.0,,,-2.0,-405.0,,,-405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,1344,516,683.0,90.0,,,90.0,55.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,1617,-680,716.0,886.0,,,886.0,695.0,,,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,1656,226,757.0,81.0,,,81.0,592.0,,,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.0,,,
03/31/1994,1091,642,703.0,-54.0,,,-54.0,-200.0,,,-200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,1579,792,670.0,24.0,,,24.0,93.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,1722,647,797.0,-48.0,,,-48.0,326.0,,,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,1272,646,806.0,90.0,,,90.0,-270.0,,,-270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.0,,,
03/31/1995,991,959,648.0,-5.0,,,-5.0,-611.0,,,-611.0,,,-626.0,,,,-626.0,,,,,,,,,,626.0,,,,,,,,,,,,,,,
06/30/1995,1337,938,642.0,8.0,,,8.0,-251.0,,,-251.0,,,-856.0,,,,-856.0,,,,,,,,,,856.0,,,,,,,,,,,,,,,
09/30/1995,2142,769,647.0,-122.0,,,-122.0,848.0,,,848.0,,,-847.0,,,,-847.0,,,,,,,,,,847.0,,,,,,,,,,,,,,,
12/31/1995,2291,627,785.0,173.0,,,173.0,706.0,,,706.0,,-911.0,-911.0,,,,-911.0,,,,,,,,,,0.0,,,,,,,,,,,,1380.0,,,
03/31/1996,761,879,653.0,-207.0,,,-207.0,-564.0,,,-564.0,,,-701.0,,,,-701.0,,,,,,,,,,701.0,,,,,,,,,,,,,,,
06/30/1996,1595,1001,605.0,-183.0,,,-183.0,172.0,,,172.0,,,-741.0,,,,-741.0,,,,,,,,,,741.0,,,,,,,,,,,,,,,
09/30/1996,1776,898,628.0,-190.0,,,-190.0,440.0,,,440.0,,,-770.0,,,,-770.0,,,,,,,,,,770.0,,,,,,,,,,,,,,,
12/31/1996,2256,858,735.0,473.0,,,473.0,190.0,,,190.0,,-1091.0,-1091.0,,,,-1091.0,,,,,,,,,,0.0,,,,,,,,,,,,1165.0,,,
03/31/1997,587,1020,644.0,41.0,,,41.0,-1118.0,,,-1118.0,,-1139.0,-651.0,48.0,,,-699.0,,,0.0,0.0,0.0,,,,,-488.0,964.0,-325.0,1423.0,,,,-43.0,64.0,-107.0,-91.0,,412.0,,,
06/30/1997,1588,1140,611.0,27.0,,,27.0,-190.0,,,-190.0,,-1724.0,-1635.0,137.0,,,-1772.0,,,0.0,0.0,0.0,,,,,-89.0,295.0,-358.0,781.0,,,,-52.0,22.0,-74.0,-76.0,,159.0,,,
09/30/1997,1771,-17,641.0,977.0,,,977.0,170.0,,,170.0,,-2458.0,-534.0,446.0,,,-980.0,,,0.0,0.0,0.0,,,,,-1924.0,535.0,-359.0,859.0,,,,18.0,18.0,0.0,17.0,,-152.0,,,
12/31/1997,3038,262,658.0,870.0,,,870.0,1248.0,,,1248.0,,-1175.0,-825.0,492.0,,,-1317.0,,,0.0,0.0,0.0,,,,,-350.0,-2344.0,-359.0,-426.0,,,,-1554.0,12.0,-1566.0,-5.0,,-481.0,,,
03/31/1998,-39,906,332.0,-424.0,,,-424.0,-853.0,,,-853.0,,-1040.0,-225.0,240.0,,,-465.0,,,0.0,0.0,0.0,,,,,-815.0,2099.0,-358.0,2734.0,,,,-273.0,36.0,-309.0,-4.0,,1020.0,,,
06/30/1998,1223,959,367.0,-244.0,,,-244.0,141.0,,,141.0,,-905.0,-536.0,25.0,,,-561.0,,,0.0,0.0,0.0,,,,,-369.0,1028.0,-396.0,1236.0,,,,181.0,181.0,0.0,7.0,,1346.0,,,
09/30/1998,990,-605,368.0,1628.0,,,1628.0,-401.0,,,-401.0,,-2609.0,-431.0,104.0,,,-535.0,,,0.0,0.0,0.0,,,,,-2178.0,204.0,-396.0,865.0,,,,-370.0,25.0,-395.0,105.0,,-1415.0,,,
12/31/1998,1390,3220,385.0,-3162.0,,,-3162.0,947.0,,,947.0,,4376.0,267.0,338.0,,,-71.0,,,0.0,0.0,0.0,,,,,4109.0,-6062.0,-399.0,-5667.0,,,,15.0,15.0,0.0,-11.0,,-296.0,,,
03/31/1999,-108,663,335.0,-162.0,,,-162.0,-944.0,,,-944.0,,-2086.0,-414.0,59.0,,,-473.0,,,0.0,0.0,0.0,,,,,-1672.0,2174.0,-397.0,2590.0,,,,-30.0,14.0,-44.0,11.0,,-20.0,,,
06/30/1999,6532,917,373.0,4889.0,,,4889.0,353.0,,,353.0,,-518.0,-505.0,3.0,,,-508.0,,,0.0,0.0,0.0,,,,,-13.0,-5675.0,-397.0,-5327.0,,,,76.0,76.0,0.0,-27.0,,339.0,,,
09/30/1999,1095,7530,373.0,-7044.0,,,-7044.0,236.0,,,236.0,,-930.0,-439.0,2.0,,,-441.0,,,0.0,0.0,0.0,,,,,-491.0,387.0,-347.0,1284.0,,,,-593.0,53.0,-646.0,43.0,,552.0,,,
12/31/1999,1796,-1420,609.0,2014.0,,,2014.0,593.0,-21.0,-384.0,998.0,,-3277.0,-88.0,545.0,,,-633.0,,,0.0,0.0,0.0,,,,,-3189.0,642.0,-370.0,1017.0,,,,25.0,25.0,0.0,-30.0,,-839.0,1015.0,471.0,
03/31/2000,335,803,458.0,188.0,,,188.0,-1114.0,,,-1114.0,,-421.0,-243.0,191.0,,,-434.0,,,0.0,0.0,0.0,,,,,-178.0,1464.0,-369.0,1871.0,,,,34.0,34.0,0.0,-72.0,,1378.0,,,
06/30/2000,1639,688,462.0,208.0,,,208.0,281.0,,,281.0,,-335.0,-425.0,50.0,,,-475.0,,,0.0,0.0,0.0,,,,,90.0,-2433.0,-369.0,-1765.0,,,,-245.0,5.0,-250.0,-54.0,,-1129.0,,,
09/30/2000,1170,562,464.0,-10.0,,,-10.0,154.0,,,154.0,,-85.0,-202.0,240.0,,,-442.0,,,0.0,0.0,0.0,,,,,117.0,-1111.0,-362.0,-416.0,,,,-201.0,11.0,-212.0,-132.0,,-26.0,,,
12/31/2000,1926,261,476.0,502.0,,,502.0,687.0,,,687.0,,-403.0,-352.0,222.0,,,-574.0,,,0.0,0.0,0.0,,,,,-51.0,-1672.0,-365.0,-1363.0,,,,13.0,13.0,0.0,43.0,,-149.0,,,
03/31/2001,-522,495,439.0,127.0,,,127.0,-1583.0,,,-1583.0,,-270.0,-310.0,6.0,,,-316.0,,,0.0,0.0,0.0,,,,,40.0,597.0,-368.0,1030.0,,,,29.0,79.0,-50.0,-94.0,,-195.0,,,
06/30/2001,580,-213,453.0,462.0,,,462.0,-122.0,,,-122.0,,-307.0,-224.0,127.0,,,-351.0,,,0.0,0.0,0.0,,,,,-83.0,-137.0,-366.0,-178.0,,,,-103.0,46.0,-149.0,510.0,,136.0,,,
09/30/2001,864,142,441.0,191.0,,,191.0,90.0,,,90.0,,-900.0,-237.0,104.0,,,-341.0,,,0.0,0.0,0.0,,,,,-663.0,999.0,-367.0,1384.0,,,,-39.0,30.0,-69.0,21.0,,963.0,,,
