Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,1086.937012,90.938004,90.938004,0.0,10.908,,,374.356995,,,,,45.257999,,,,521.460999,529.565979,711.255005,-181.688995,0.0,35.91,,,,35.91,565.475979,,156.106995,156.106995,,,,44.900002,,,,,,163.348015,,,163.348015,364.355011,77.5,,,,,58.332001,,,,,58.332001,135.832001,500.187012,0.0,116.903,,,-92.454002,,562.300987,586.749985,0.0,586.749985,1086.936996,
02/01/1992,1147.41394,192.585007,192.585007,0.0,7.962,,,313.898987,,,,,51.402,,,,565.848022,547.73999,737.46698,-189.727005,0.0,33.826,,,,33.826,581.56599,,158.317001,158.317001,,,,2.5,,,,,,169.494003,,,169.494003,330.311005,77.5,,,,,61.814999,,,,,61.814999,139.314999,469.626003,0.0,132.332993,,,-92.454002,,637.909019,677.78801,0.0,677.78801,1147.414013,
05/02/1992,1139.987061,131.539001,131.539001,0.0,9.619,,,310.244995,,,,,57.925999,,,,509.32901,596.677979,,,0.0,33.98,,,,33.98,630.657978,,147.050003,147.050003,,,,2.5,,,,,,112.143997,,,112.143997,261.694,77.5,,,,,65.364998,,,,,65.364998,142.864998,404.558998,0.0,202.511993,,,-92.454002,,625.370018,735.428009,0.0,735.428009,1139.987007,
08/01/1992,1229.11499,39.546001,39.546001,0.0,11.901,,,441.463013,,,,,61.115002,,,,554.025024,634.822998,,,0.0,40.266998,,,,40.266998,675.089996,,202.550003,202.550003,,,,12.0,,,,,,99.225998,,,99.225998,313.776001,75.0,,,,,70.776001,,,,,70.776001,145.776001,459.552002,0.0,202.994995,,,-92.454002,,659.021996,769.562988,0.0,769.562988,1229.11499,
10/31/1992,1297.07605,50.276001,50.276001,0.0,12.233,,,493.260986,,,,,59.571999,,,,615.34198,644.234009,,,0.0,37.5,,,,37.5,681.734009,,188.936005,188.936005,,,,15.0,,,,,,128.937988,,,128.937988,332.873993,75.0,,,,,70.101997,,,,,70.101997,145.101997,477.97599,0.0,208.126999,,,-92.454002,,703.427025,819.100021,0.0,819.100021,1297.076012,
01/30/1993,1379.248047,243.302002,243.302002,0.0,9.886,,,365.691986,,,,,71.897003,,,,690.776978,650.367981,895.632996,-245.264999,0.0,38.103001,,,,38.103001,688.470982,,193.375,193.375,,,,0.0,,,,,,141.752991,,,141.752991,335.127991,75.0,,,,,81.280998,,,,,81.280998,156.280998,491.408989,0.0,217.809006,,,-92.454002,,762.484032,887.839035,0.0,887.839035,1379.248024,
05/01/1993,1380.130005,216.746994,216.746994,0.0,8.103,,,361.403015,,,,,86.245003,,,,672.497986,667.497986,,,0.0,40.133999,,,,40.133999,707.631985,,163.052994,163.052994,,,,0.0,,,,,,127.634995,,,127.634995,290.687988,75.0,,,,,80.460999,,,,,80.460999,155.460999,446.148987,0.0,239.466003,,,-92.454002,,786.969017,933.981018,0.0,933.981018,1380.130005,
07/31/1993,1455.857056,215.570007,215.570007,0.0,9.694,,,404.282013,,,,,84.968002,,,,714.513977,700.882996,,,0.0,40.459999,,,,40.459999,741.342995,,227.292999,227.292999,,,,5.825,,,,,,107.58299,,,107.58299,340.700989,75.0,,,,,86.721001,,,,,86.721001,161.721001,502.421989,0.0,242.559998,,,-92.454002,,803.329002,953.434998,0.0,953.434998,1455.856987,
10/30/1993,1616.688965,267.44101,267.44101,0.0,16.700001,,,496.647003,,,,,77.266998,,,,858.054993,722.452026,,,0.0,36.181999,,,,36.181999,758.634026,,231.960007,231.960007,,,,0.0,,,,,,190.828995,,,190.828995,422.789001,75.0,,,,,95.252998,,,,,95.252998,170.252998,593.042,0.0,246.143997,,,-92.454002,,869.956993,1023.646988,0.0,1023.646988,1616.688988,
01/29/1994,1763.116943,543.829003,460.332001,83.497002,15.225,,,331.154999,,,,,66.228996,,,,956.437988,740.421997,1090.47998,-350.058014,0.0,66.257004,,,,66.257004,806.679001,,216.664001,216.664001,,,,7.603,,,,,,237.976987,,,237.976987,462.243988,75.0,,,,,99.398003,,,,,99.398003,174.398003,636.641991,0.0,248.442001,,,-92.454002,,970.487022,1126.475021,0.0,1126.475021,1763.117012,
04/30/1994,1780.631958,499.532013,323.139008,176.393005,18.42,,,346.544006,,,,,78.408997,,,,942.905029,749.367981,,,0.0,88.359001,,,,88.359001,837.726982,,214.289001,214.289001,,,,79.515999,,,,,,189.974998,,,189.974998,483.779999,0.0,,,,,103.975998,,,,,103.975998,103.975998,587.755997,0.0,286.742004,,,-102.486,,1008.619972,1192.875977,0.0,1192.875977,1780.631973,
07/30/1994,1775.68103,384.128998,261.227997,122.901001,15.409,,,416.165985,,,,,79.158997,,,,894.862976,772.645996,,,0.0,108.171997,,,,108.171997,880.817993,,265.704987,265.704987,,,,13.773,,,,,,156.985026,,,156.985026,436.463013,0.0,,,,,111.504997,,,,,111.504997,111.504997,547.96801,0.0,288.889008,,,-102.486,,1041.309975,1227.712983,0.0,1227.712983,1775.680993,
10/29/1994,1948.303955,382.731003,223.654007,159.076996,13.965,,,537.343018,,,,,76.661003,,,,1010.700012,801.554016,,,0.0,136.050003,,,,136.050003,937.604019,,304.703003,304.703003,,,,2.936,,,,,,204.276006,,,204.276006,511.915009,0.0,,,,,119.719002,,,,,119.719002,119.719002,631.63401,0.0,292.929993,,,-102.486,,1126.22599,1316.669983,0.0,1316.669983,1948.303993,
01/28/1995,2004.244019,588.029999,414.487,173.542999,0.0,,,370.638,,,,,97.018997,,,,1055.687012,828.776978,1294.894043,-466.117004,0.0,119.779999,,,,119.779999,948.556977,,263.723999,263.723999,,,,2.478,,,,,,233.657986,,,233.657986,499.859985,0.0,,,,,129.151993,,,,,129.151993,129.151993,629.011978,0.0,306.261993,,,-150.746002,,1219.715973,1375.231964,0.0,1375.231964,2004.243942,
04/29/1995,1934.728027,455.715988,298.217987,157.498001,0.0,,,408.951996,,,,,113.893997,,,,978.562012,852.823975,,,0.0,103.342003,,,,103.342003,956.165977,,233.194,233.194,,,,0.0,,,,,,189.63501,,,189.63501,422.82901,0.0,,,,,127.752998,,,,,127.752998,127.752998,550.582008,0.0,328.527008,,,-192.723007,,1248.342026,1384.146027,0.0,1384.146027,1934.728035,
07/29/1995,2000.465942,392.632996,249.216995,143.416,0.0,,,508.640991,,,,,111.748001,,,,1013.021973,882.948975,,,0.0,104.495003,,,,104.495003,987.443977,,293.395996,293.395996,,,,0.0,,,,,,160.725006,,,160.725006,454.121002,0.0,,,,,135.985001,,,,,135.985001,135.985001,590.106003,0.0,338.612,,,-192.723007,,1264.471054,1410.360046,0.0,1410.360046,2000.466049,
10/28/1995,2286.77002,440.539009,324.182007,116.357002,0.0,,,704.846985,,,,,106.723999,,,,1252.109985,926.164978,,,0.0,108.495003,,,,108.495003,1034.659981,,358.394012,358.394012,,,,17.781,,,,,,276.660009,,,276.660009,652.835022,0.0,,,,,146.259995,,,,,146.259995,146.259995,799.095016,0.0,340.444,,,-223.462997,,1370.693954,1487.674957,0.0,1487.674957,2286.769974,
02/03/1996,2343.068115,669.071976,579.565979,89.505997,0.0,,,482.575012,,,,,128.397995,,,,1280.045044,957.752014,1562.582031,-604.830017,0.0,105.271004,,,,105.271004,1063.023018,,262.505005,262.505005,,,,21.815001,,,,,,267.424013,,,267.424013,551.744019,0.0,,,,,150.850998,,,,,150.850998,150.850998,702.595017,0.0,350.992004,,,-222.059998,,1511.540955,1640.472961,0.0,1640.472961,2343.067978,
05/04/1996,2373.313965,632.548004,552.729004,79.819,0.0,,,489.718994,,,,,146.791,,,,1269.057983,981.010986,,,0.0,123.245003,,,,123.245003,1104.255989,,204.951004,204.951004,,,,46.835999,,,,,,235.065994,,,235.065994,486.852997,0.0,,,,,156.863998,,,,,156.863998,156.863998,643.716995,0.0,415.463989,,,-261.946014,,1576.079071,1729.597046,0.0,1729.597046,2373.314041,
08/03/1996,2459.300049,588.27401,514.213013,74.060997,0.0,,,573.080017,,,,,142.548996,,,,1303.902954,1018.729004,,,0.0,136.667999,,,,136.667999,1155.397003,,313.865997,313.865997,,,,67.195999,,,,,,260.433975,,,260.433975,641.495972,0.0,,,,,166.395004,,,,,166.395004,166.395004,807.890976,0.0,431.001007,,,-399.487,,1619.894958,1651.408966,0.0,1651.408966,2459.299942,
11/02/1996,2628.156006,586.612,477.272003,109.339996,0.0,,,711.934021,,,,,140.033005,,,,1438.578979,1067.607056,,,0.0,121.970001,,,,121.970001,1189.577057,,390.205994,390.205994,,,,86.333,,,,,,342.679024,,,342.679024,819.218018,0.0,,,,,176.712006,,,,,176.712006,176.712006,995.930023,0.0,436.14801,,,-546.461975,,1742.539978,1632.226013,0.0,1632.226013,2628.156036,
02/01/1997,2626.927002,621.276016,485.644012,135.632004,0.0,,,578.765015,,,,,129.214005,,,,1329.255005,1135.719971,1898.613037,-762.893005,0.0,161.951996,,,,161.951996,1297.671967,,351.753998,351.753998,,,,40.049999,,,,,,383.091999,,,383.091999,774.895996,0.0,,,,,197.561005,,,,,197.561005,197.561005,972.457001,0.0,457.944,,,-688.801025,,1885.327026,1654.470001,0.0,1654.470001,2626.927002,
05/03/1997,2502.415039,356.910998,244.643,112.267998,0.0,,,628.692993,,,,,151.132004,,,,1136.735962,1174.003052,,,0.0,191.675995,,,,191.675995,1365.679047,,296.088989,296.088989,,,,86.240997,,,,,,281.470002,,,281.470002,663.799988,0.0,,,,,219.973007,,,,,219.973007,219.973007,883.772995,0.0,476.25,,,-809.853027,,1952.244995,1618.641968,0.0,1618.641968,2502.414963,
08/02/1997,2576.749023,257.601994,220.147995,37.453999,0.0,,,791.924988,,,,,151.561996,,,,1201.088989,1234.384033,2083.431885,-849.047974,5.465,135.811005,,,,135.811005,1375.660038,,384.463989,384.463989,,,,90.245003,,,,,,307.806023,,,307.806023,782.515015,0.0,,,,,234.272995,,,,,234.272995,234.272995,1016.78801,0.0,492.980988,,,-940.416992,,2007.396972,1559.960968,0.0,1559.960968,2576.748978,
11/01/1997,3225.075928,627.76001,627.76001,0.0,0.0,,,980.531006,,,,,154.669998,,,,1762.96106,1319.462036,,,0.0,142.653,,,,142.653,1462.115036,,433.312988,433.312988,,,,115.245003,,,,,,458.564018,,,458.564018,1007.122009,495.94101,,,,,249.151001,,,,,249.151001,745.092011,1752.21402,0.0,511.001007,,,-1183.088013,,2144.949036,1472.86203,0.0,1472.86203,3225.07605,
01/31/1998,3337.501953,913.169006,913.169006,0.0,0.0,,,733.174011,0.0,0.0,733.174011,,184.604004,,,,1830.947021,1365.245972,2303.958984,-938.713013,0.0,141.309006,,,,141.309006,1506.554977,,416.976013,416.976013,,,,84.793999,,,,,,489.777962,,,489.777962,991.547974,496.044006,,,,,265.924011,,,,,265.924011,761.968018,1753.515991,0.0,339.670013,,,-1095.036987,,2339.353027,1583.986053,0.0,1583.986053,3337.502045,
05/02/1998,3481.726074,836.314026,836.314026,0.0,0.0,,,823.304993,0.0,0.0,823.304993,0.0,184.815002,,,,1844.43396,1475.098999,2472.721924,-997.622986,0.0,162.192993,0.0,0.0,0.0,162.192993,1637.291992,,376.412994,376.412994,,,,97.264,,,,,,525.346993,,,525.346993,999.023987,496.147003,,,,,291.998993,,,,,291.998993,788.145996,1787.169983,0.0,398.104004,,,-1163.281006,,2459.733032,1694.55603,0.0,1694.55603,3481.726013,
08/01/1998,3583.148926,544.73897,515.20697,29.532,0.0,,,1102.692993,0.0,0.0,1102.692993,0.0,186.589005,,,,1834.020996,1576.439941,2633.158936,-1056.718994,0.0,172.688004,0.0,0.0,0.0,172.688004,1749.127945,,530.275024,530.275024,,,,93.005997,,,,,,641.698959,,,641.698959,1264.97998,496.25,,,,,292.619995,,,,,292.619995,788.869995,2053.849975,0.0,428.740997,,,-1474.896973,,2575.454956,1529.29898,0.0,1529.29898,3583.148955,
10/31/1998,3754.760986,271.518005,271.518005,0.0,0.0,,,1374.916016,0.0,0.0,1374.916016,0.0,195.013,,,,1841.447021,1748.839966,2865.362061,-1116.521973,0.0,164.473999,0.0,0.0,0.0,164.473999,1913.313965,,536.40802,536.40802,,,,526.427979,,,,,,624.721984,,,624.721984,1687.557983,496.35199,,,,,314.855011,,,,,314.855011,811.207001,2498.764984,0.0,452.144989,,,-1994.417969,,2798.268982,1255.996002,0.0,1255.996002,3754.760986,
01/30/1999,3963.918945,565.252991,565.252991,0.0,0.0,,,1056.44397,0.0,0.0,1056.44397,0.0,250.126999,,,,1871.823975,1876.369995,3048.326904,-1171.957031,0.0,215.725006,0.0,0.0,0.0,215.725006,2092.095001,,684.130005,684.130005,,,,90.690002,,,,,,778.28302,,,778.28302,1553.103027,496.454987,,,,,340.682007,,,,,340.682007,837.136993,2390.240021,0.0,398.911987,,,-1902.400024,,3077.166992,1573.678955,0.0,1573.678955,3963.918976,
05/01/1999,4127.872,456.107,456.107,0.0,0.0,,,1198.497,0.0,0.0,1198.497,0.0,263.927,,,,1918.531,1997.9,,,0.0,211.441,211.441,,,0.0,2209.341,,617.597,617.597,,,,97.834,,,,,,682.108,,,682.108,1397.539,545.045,,,,,347.517,,,,,347.517,892.562,2290.101,0.0,570.909,,,-2002.644,3323.831,-54.325,1837.771,0.0,1837.771,4127.872,
07/31/1999,4678.583,435.943,420.954,14.989,0.0,,,1502.255,0.0,0.0,1502.255,0.0,283.23,,,,2221.428,2229.729,,,0.0,227.426,227.426,,,0.0,2457.155,,742.37,742.37,,,,413.495,,,,,,687.085,,,687.085,1842.95,542.279,,,,,365.874,,,,,365.874,908.153,2751.103,0.0,628.746,,,-2152.074,3500.643,-49.835,1927.48,0.0,1927.48,4678.583,
10/30/1999,5345.324,485.68,485.68,0.0,0.0,,,1825.038,0.0,0.0,1825.038,0.0,306.567,,,,2617.285,2473.509,,,0.0,254.53,254.53,,,0.0,2728.039,,725.635,725.635,,,,636.534,,,,,,861.409,,,861.409,2223.578,808.937,,,,,394.684,,,,,394.684,1203.621,3427.199,0.0,644.966,,,-2470.907,3796.656,-52.59,1918.125,0.0,1918.125,5345.324,
01/29/2000,5188.755859,450.35199,450.35199,0.0,0.0,,,1462.045044,0.0,0.0,1462.045044,0.0,285.393005,,,,2197.790039,2715.314941,4203.288086,-1487.973022,0.0,275.651001,0.0,0.0,0.0,275.651001,2990.965942,,805.945007,805.945007,,,,168.960999,,,,,,777.973022,,,777.973022,1752.879028,784.924988,,,,,417.907013,,,,,417.907013,1202.832001,2955.711029,0.0,719.857971,,,-2629.699951,,4142.886963,2233.044983,0.0,2233.044983,5188.756012,
04/29/2000,5657.591,436.172,436.172,0.0,0.0,,,1652.049,0.0,0.0,1652.049,0.0,315.709,,,,2403.93,2905.064,,,0.0,348.597,348.597,,,0.0,3253.661,,728.121,728.121,,,,631.461,,,,,,669.455,,,669.455,2029.037,769.287,,,,,431.473,,,,,431.473,1200.76,3229.797,0.0,187.343,,,-2151.331,4408.281,-16.499,2427.794,0.0,2427.794,5657.591,
07/29/2000,6374.436,327.86,327.86,0.0,0.0,,,2080.856,0.0,0.0,2080.856,0.0,375.013,,,,2783.729,3244.94,,,0.0,345.767,345.767,,,0.0,3590.707,,922.866,922.866,,,,859.448,,,,,,617.785,,,617.785,2400.099,1022.871,,,,,452.325,,,,,452.325,1475.196,3875.295,0.0,236.243,,,-2302.331,4573.338,-8.109,2499.141,0.0,2499.141,6374.436,
10/28/2000,7361.459,352.201,352.201,0.0,0.0,,,2567.502,0.0,0.0,2567.502,0.0,475.605,,,,3395.308,3621.474,,,0.0,344.677,344.677,,,0.0,3966.151,,1032.095,1032.095,,,,1482.356,,,,,,724.804,,,724.804,3239.255,1003.542,,,,,498.496,,,,,498.496,1502.038,4741.293,0.0,267.692,,,-2354.727,4721.976,-14.775,2620.166,0.0,2620.166,7361.459,
02/03/2001,7012.908203,408.794006,408.794006,0.0,0.0,,,1904.152954,0.0,0.0,1904.152954,0.0,335.102997,,,,2648.050049,4007.685059,5901.236816,-1893.552002,0.0,357.173004,0.0,0.0,0.0,357.173004,4364.858063,,1067.207031,1067.207031,,,,1029.904053,,,,,,702.032959,,,702.032959,2799.144043,780.245972,,,,,505.278992,,,,,505.278992,1285.524964,4084.669007,0.0,341.928009,,,-2356.126953,,4942.437988,2928.239044,0.0,2928.239044,7012.908051,
05/05/2001,7606.567871,663.088989,663.088989,0.0,0.0,,,2119.967041,0.0,0.0,2119.967041,0.0,350.144012,,,,3133.199951,4120.882812,,,0.0,352.484985,0.0,0.0,0.0,352.484985,4473.367797,,983.359985,983.359985,,,,1031.223999,,,,,,715.557129,,,715.557129,2730.141113,1270.28894,,,,,531.099976,,,,,531.099976,1801.388916,4531.530029,0.0,385.537994,,,-2355.853027,5090.262207,-44.90918,3075.037994,0.0,3075.037994,7606.568023,
08/04/2001,8004.522949,722.952026,722.952026,0.0,0.0,,,2305.148926,0.0,0.0,2305.148926,0.0,396.371002,,,,3424.471924,4221.566895,,,0.0,358.484009,0.0,0.0,0.0,358.484009,4580.050904,,1237.744995,1237.744995,,,,941.669983,,,,,,763.625061,,,763.625061,2943.040039,1268.036011,,,,,544.617981,,,,,544.617981,1812.653992,4755.694031,0.0,479.704987,,,-2340.98291,5160.980957,-50.874024,3248.82901,0.0,3248.82901,8004.523041,
11/03/2001,8342.117188,799.51001,799.51001,0.0,0.0,,,2589.22998,0.0,0.0,2589.22998,0.0,355.477997,,,,3744.218018,4241.923828,,,,355.975006,355.975,,,6e-06,4597.898834,,1156.302002,1156.302002,,,,1279.25,,,,,,1008.074951,,,1008.074951,3443.626953,1273.025024,,,,,571.838013,,,,,571.838013,1844.863037,5288.48999,0.0,500.908997,,,-2340.735107,4943.789,-50.335875,3053.627015,0.0,3053.627015,8342.117005,
02/02/2002,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2002,8973.756836,2319.190918,2319.190918,0.0,0.0,,,1792.713013,0.0,0.0,1792.713013,0.0,345.423004,,,,4457.327148,4096.600098,,,0.0,419.829987,0.0,0.0,0.0,419.829987,4516.430085,,1041.506958,1041.506958,,,,0.0,0.0,0.0,0.0,,,913.905029,,,913.905029,1955.411987,3355.336914,3355.336914,0.0,0.0,,585.117004,,,,,585.117004,3940.453918,5895.865905,0.0,532.674011,,,-2320.418945,4927.128906,-61.49292,3077.891052,0.0,3077.891052,8973.756957,
08/03/2002,9231.373047,2386.829102,2386.829102,0.0,0.0,,,2087.485107,0.0,0.0,2087.485107,0.0,342.65799,,,,4816.972168,4007.674072,,,0.0,406.72699,0.0,0.0,0.0,406.72699,4414.401062,,1115.844971,1115.844971,,,,500.0,500.0,0.0,0.0,,,986.111084,,,986.111084,2601.956055,2873.13208,2873.13208,0.0,0.0,,592.659973,,,,,592.659973,3465.792053,6067.748108,0.0,542.687988,,,-2301.868896,4964.519043,-41.713135,3163.625,0.0,3163.625,9231.373108,
11/02/2002,9908.918945,2501.11792,2501.11792,0.0,0.0,,,2821.440918,0.0,0.0,2821.440918,0.0,330.914001,,,,5653.473145,3870.052979,,,0.0,385.393005,0.0,0.0,0.0,385.393005,4255.445984,,1443.869995,1443.869995,,,,499.959015,499.959015,0.0,0.0,,,1118.991058,,,1118.991058,3062.820068,2875.683105,2875.683105,0.0,0.0,,581.874023,,,,,581.874023,3457.557128,6520.377196,0.0,669.265991,,,-2301.868896,5060.48291,-39.338135,3388.54187,0.0,3388.54187,9908.919066,
02/01/2003,9902.0,3340.0,3027.0,313.0,,,,2048.0,,,,,352.0,,,,5740.0,3777.0,6826.0,-3049.0,,385.0,,,,385.0,4162.0,,1159.0,1159.0,,,,500.0,,,,,,1067.0,,,1067.0,2726.0,2896.0,,,,,621.0,,,,,621.0,3517.0,6243.0,,686.0,,,-2288.0,5290.0,-29.0,3659.0,,3659.0,9902.0,
05/03/2003,9298.817,2817.871,2817.871,,,,,2111.388,,,,,321.633,,,,5250.892,3639.879,,,,408.046,408.046,,,0.0,4047.925,,926.786,926.786,,,,,,,,,,991.855,,,991.855,1918.641,2907.545,,,,,599.774,,,,,599.774,3507.319,5425.96,,718.777,,,-2287.634,5472.199,-30.485,3872.857,,3872.857,9298.817,
08/02/2003,9671.438,1938.413,1908.413,30.0,0.0,,,2273.645,0.0,0.0,2274.0,0.0,1551.277,,,,5733.335,3510.478,6867.0,-3357.0,0.0,427.625,0.0,0.0,0.0,427.625,3938.103,,1174.406,1174.406,,,,0.0,,,,,,899.511,,,899.511,2073.917,2908.577,,,,,581.9,,,,,581.9,3490.477,5564.394,0.0,740.545,,,-2275.033,5661.663,-20.131,4107.044,0.0,4107.044,9671.438,
11/01/2003,10184.512,2486.149,2037.149,449.0,0.0,,,2594.508,0.0,0.0,2595.0,0.0,1689.635,,,,6321.292,3433.535,6952.0,-3518.0,0.0,429.685,0.0,0.0,0.0,429.685,3863.22,,1243.17,1243.17,,,,262.488,,,,,,1063.458,,,1063.458,2569.116,2627.169,,,,,587.478,,,,,587.478,3214.647,5783.763,0.0,759.79,,,-2273.924,5924.205,-9.322,4400.749,0.0,4400.749,10184.512,
