Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,163,191,31,-73,312,,,,,,,,,,,,,,,,,
06/30/1990,,177,196,46,1,420,,,,,,,,,,,,,,,,,
09/30/1990,,-168,205,406,-79,364,,,,,,,,,,,,,,,,,
12/31/1990,,127,210,81,35,453,,,,,,,,,,,,,,,,,
03/31/1991,,130,206,16,-36,316,,,,,,,,,,,,,,,,,
06/30/1991,,137,210,36,-82,301,,,,,,,,,,,,,,,,,
09/30/1991,,140,219,27,-147,239,,,,,,,,,,,,,,,,,
01/01/1992,,144,220,124,-73,415,,,,,,,,,,,,,,,,,
03/31/1992,,141,227,36,58,462,,,,,,,,,,,,,,,,,
06/30/1992,,149,235,37,-140,281,,,,,,,,,,,,,,,,,
09/30/1992,,159,244,40,35,478,,,,,,,,,,,,,,,,,
12/31/1992,,160,249,100,-4,505,,,,,,,,,,,,,,,,,
03/31/1993,,151,252,57,54,514,,,,,,,,,,,,,,,,,
06/30/1993,,150,247,57,141,595,,,,,,,,,,,,,,,,,
09/30/1993,,174,255,100,-267,262,,,,,,,,,,,,,,,,,
12/31/1993,,107,265,39,196,607,,,,,,,,,,,,,,,607.0,,
03/31/1994,,209,274,70,-54,499,,,,,,,,,,,,,,,,,
06/30/1994,,215,282,40,15,552,,,,,,,,,,,,,,,,,
09/30/1994,,220,293,87,5,605,,,,,,,,,,,,,,,,,
12/31/1994,,151,381,72,95,699,,,,,,,,,,,,,,,,,
03/31/1995,,244,324,83,-116,535,,,-713.0,,,,,,,,,,,,,,
06/30/1995,,260,330,98,176,864,,,-805.0,,,,,,,,,,,,,,
09/30/1995,,-240,358,390,92,600,,,-743.0,,,,,,,,,,,,,,
12/31/1995,,284,355,280,61,980,-605.0,,-605.0,,,,,,,,,,,,375.0,,
03/31/1996,,295,396,92,-113,670,,,-782.0,,,,,,,,,,,,,,
06/30/1996,,300,425,154,6,885,,,-736.0,,,,,,,,,,,,,,
09/30/1996,,304,446,73,-323,500,,,-905.0,,,,,,,,,,,,,,
12/31/1996,,318,455,120,196,1089,-924.0,,-924.0,,,,,,,,,,,,165.0,,
03/31/1997,,310,467,151,-464,464,-635.0,0.0,-740.0,0.0,0.0,105.0,183.0,-15.0,271.0,0.0,-113.0,133.0,-93.0,0.0,12.0,,
06/30/1997,,295,486,-56,346,1071,-1118.0,0.0,-970.0,0.0,0.0,-148.0,-97.0,-32.0,-136.0,0.0,-47.0,118.0,0.0,0.0,-144.0,,
09/30/1997,,-167,548,-25,433,789,-883.0,0.0,-932.0,0.0,0.0,49.0,178.0,-15.0,184.0,0.0,-99.0,108.0,0.0,0.0,84.0,,
12/31/1997,,-229,617,166,670,1224,-1258.0,0.0,-1186.0,-3.0,222.0,-291.0,156.0,-33.0,65.0,0.0,-37.0,221.0,0.0,-60.0,122.0,,
03/31/1998,,116,703,40,-189,670,-400.0,0.0,-712.0,0.0,0.0,312.0,-323.0,-15.0,-570.0,0.0,-100.0,362.0,0.0,0.0,-53.0,,
06/30/1998,,210,635,63,634,1542,-720.0,0.0,-788.0,0.0,0.0,68.0,96.0,-33.0,-1236.0,1172.0,-24.0,217.0,0.0,0.0,918.0,,
