Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,14910.0,14910.0,-12049.0,12016.0,33.0,2861.0,0.0,-1861.0,866.0,866.0,1057.0,-62.0,1000.0,-117.0,,130.0,,,,-13.0,883.0,-295.0,588.0,2.0,2.0,0.0,586.0,,586.0,0.0,0.0,586.0,588.0,0.0,742.9,0.79,0.79,0.79,749.0,0.78,0.78,0.78,
06/30/2011,16543.0,16543.0,-13200.0,13171.0,29.0,3343.0,0.0,-1809.0,870.0,870.0,1047.0,-108.0,1534.0,-109.0,,123.0,,,,-14.0,1425.0,-483.0,942.0,1.0,1.0,0.0,941.0,,941.0,0.0,0.0,941.0,929.0,-13.0,745.5,1.27,1.27,1.246144,752.6,1.25,1.25,1.232727,
09/30/2011,17727.0,17727.0,-14357.0,14325.0,32.0,3370.0,0.0,-1656.0,807.0,807.0,901.0,-52.0,1714.0,-72.0,,121.0,,,,-49.0,1642.0,-548.0,1094.0,-4.0,-4.0,0.0,1098.0,,1098.0,0.0,0.0,1098.0,1094.0,0.0,745.5,1.47,1.47,1.47,753.9,1.46,1.46,1.46,
12/31/2011,19555.0,19555.0,-16261.0,16227.0,34.0,3294.0,0.0,-1697.0,864.0,864.0,913.0,-80.0,1597.0,-153.0,,124.0,,,,29.0,1444.0,-57.0,1387.0,-6.0,-6.0,0.0,1393.0,,1393.0,0.0,0.0,1393.0,987.4,-399.6,757.1,1.86,1.85,1.304187,757.1,1.84,1.83,1.302197,
03/31/2012,19383.0,19383.0,-16074.0,16041.0,33.0,3309.0,0.0,-1744.0,955.0,955.0,835.0,-46.0,1565.0,-102.0,,114.0,,,,-12.0,1463.0,-539.0,924.0,1.0,1.0,0.0,923.0,,923.0,0.0,0.0,923.0,924.0,0.0,759.6,1.23,1.23,1.23,759.6,1.22,1.22,1.22,
06/30/2012,20005.0,20005.0,-16740.0,16721.0,19.0,3265.0,0.0,-1717.0,903.0,903.0,857.0,-43.0,1548.0,-102.0,,112.0,,,,-10.0,1446.0,-479.0,967.0,0.0,0.0,0.0,967.0,,967.0,0.0,0.0,967.0,968.3,1.3,755.9,1.28,1.28,1.28099,762.0,1.27,1.27,1.271706,
09/30/2012,20008.0,20008.0,-16799.0,16772.0,27.0,3209.0,0.0,-1650.0,916.0,916.0,853.0,-119.0,1559.0,-93.0,,110.0,,,,-17.0,1466.0,-432.0,1034.0,2.0,2.0,0.0,1032.0,,1032.0,0.0,0.0,1032.0,1034.65,0.65,759.5,1.36,1.36,1.362278,765.2,1.35,1.35,1.350849,
12/31/2012,22302.0,22302.0,-19046.0,19022.0,24.0,3256.0,0.0,-1632.0,943.0,943.0,753.0,-64.0,1624.0,-89.0,,112.0,,,,-23.0,1535.0,-557.0,978.0,0.0,0.0,0.0,978.0,,978.0,0.0,0.0,978.0,973.45,-4.55,768.3,1.29,1.29,1.267018,768.3,1.28,1.28,1.267018,
03/31/2013,18893.0,18893.0,-15756.0,15737.0,19.0,3137.0,0.0,-1609.0,971.0,971.0,705.0,-67.0,1528.0,-90.0,,99.0,,,,-9.0,1438.0,-332.0,1106.0,0.0,0.0,0.0,1106.0,,1106.0,0.0,0.0,1106.0,1091.7,-14.3,763.3,1.45,1.45,1.430237,768.7,1.44,1.44,1.421397,
06/30/2013,21815.0,21815.0,-18450.0,18432.0,18.0,3365.0,0.0,-1649.0,929.0,929.0,763.0,-43.0,1716.0,-83.0,,96.0,,,,-13.0,1633.0,-546.0,1087.0,-1.0,-1.0,0.0,1088.0,,1088.0,0.0,-1.0,1087.0,1086.0,0.0,761.4,1.43,1.43,1.43,771.8,1.41,1.41,1.41,
09/30/2013,22130.0,22130.0,-18674.0,18656.0,18.0,3456.0,0.0,-1653.0,956.0,956.0,755.0,-58.0,1803.0,-76.0,,95.0,,,,-19.0,1727.0,-567.0,1160.0,2.0,2.0,0.0,1158.0,,1158.0,0.0,-2.0,1156.0,1158.65,0.65,759.4,1.53,1.53,1.525744,769.1,1.51,1.51,1.510845,
12/31/2013,23785.0,23785.0,-20388.0,20368.0,20.0,3397.0,0.0,-1882.0,1100.0,1100.0,848.0,-66.0,1515.0,-81.0,,96.0,,,,-15.0,1434.0,-201.0,1233.0,0.0,0.0,0.0,1233.0,,1233.0,0.0,0.0,1233.0,1497.55,264.55,768.4,1.63,1.63,1.94892,768.4,1.61,1.61,1.94892,
03/31/2014,20465.0,20465.0,-17296.0,17278.0,18.0,3169.0,0.0,-1627.0,877.0,877.0,809.0,-59.0,1542.0,-83.0,,92.0,,,,-9.0,1459.0,-494.0,965.0,0.0,0.0,0.0,965.0,,965.0,0.0,0.0,965.0,965.0,0.0,743.4,1.3,1.3,1.3,754.1,1.28,1.28,1.28,
06/30/2014,22045.0,22045.0,-18670.0,18653.0,17.0,3375.0,0.0,-1588.0,918.0,918.0,733.0,-63.0,1787.0,-70.0,,81.0,,,,-11.0,1717.0,-64.0,1653.0,0.0,0.0,0.0,1653.0,,1653.0,0.0,-1.0,1652.0,1650.7,-1.3,729.8,2.26,2.26,2.261853,740.1,2.24,2.24,2.238243,
09/30/2014,23784.0,23784.0,-20075.0,20057.0,18.0,3709.0,0.0,-1590.0,932.0,932.0,750.0,-92.0,2119.0,-88.0,,79.0,,,,9.0,2031.0,-669.0,1362.0,0.0,0.0,0.0,1362.0,,1362.0,0.0,0.0,1362.0,1362.0,0.0,721.5,1.88,1.88,1.88,731.9,1.86,1.86,1.86,
12/31/2014,24468.0,24468.0,-20711.0,20695.0,16.0,3757.0,0.0,-1732.0,1040.0,1040.0,755.0,-63.0,2025.0,-95.0,,81.0,,,,14.0,1930.0,-464.0,1466.0,0.0,0.0,0.0,1466.0,,1466.0,0.0,0.0,1466.0,1531.65,65.65,715.7,2.05,2.05,2.140073,724.8,2.02,2.02,2.110577,
03/31/2015,22149.0,22149.0,-18496.0,18480.0,16.0,3653.0,0.0,-1634.0,945.0,945.0,769.0,-80.0,2019.0,-73.0,,61.0,,,,12.0,1946.0,-610.0,1336.0,0.0,0.0,0.0,1336.0,,1336.0,0.0,-2.0,1334.0,1344.4,10.4,704.6,1.89,1.89,1.908033,714.2,1.87,1.87,1.884562,
06/30/2015,24543.0,24543.0,-21350.0,21333.0,17.0,3193.0,0.0,-1510.0,760.0,760.0,800.0,-50.0,1683.0,-60.0,,75.0,,,,-15.0,1623.0,-513.0,1110.0,0.0,0.0,0.0,1110.0,,1110.0,0.0,0.0,1110.0,1683.05,573.05,691.2,1.61,1.61,2.434968,698.9,1.59,1.59,2.409931,
09/30/2015,25849.0,25849.0,-21600.0,21584.0,16.0,4249.0,0.0,-1669.0,889.0,889.0,857.0,-77.0,2580.0,-93.0,,67.0,,,,26.0,2487.0,-783.0,1704.0,0.0,0.0,0.0,1704.0,,1704.0,0.0,-3.0,1701.0,1734.15,33.15,681.3,2.5,2.5,2.545354,689.0,2.47,2.47,2.518113,
12/31/2015,23573.0,23573.0,-20642.0,20627.0,15.0,2931.0,0.0,-1770.0,931.0,931.0,905.0,-66.0,1161.0,-62.0,,72.0,,,,-10.0,1099.0,-73.0,1026.0,0.0,0.0,0.0,1026.0,,1026.0,0.0,0.0,1026.0,1629.85,603.85,681.2,1.52,1.52,2.392616,681.2,1.51,1.51,2.392616,
03/31/2016,22632.0,22632.0,-19097.0,19081.0,16.0,3535.0,0.0,-1747.0,888.0,888.0,917.0,-58.0,1788.0,-47.0,,73.0,,,,-26.0,1741.0,-522.0,1219.0,0.0,0.0,0.0,1219.0,,1219.0,0.0,0.0,1219.0,1441.3,222.3,658.6,1.85,1.85,2.18843,665.8,1.83,1.83,2.163884,
06/30/2016,24755.0,24755.0,-22325.0,22309.0,16.0,2430.0,0.0,-2849.0,806.0,806.0,2127.0,-84.0,-419.0,-60.0,,73.0,,,,-13.0,-479.0,245.0,-234.0,0.0,0.0,0.0,-234.0,,-234.0,0.0,0.0,-234.0,1840.749,2074.749,635.3,-0.37,-0.37,2.897448,636.3,-0.37,-0.37,2.890646,
09/30/2016,23898.0,23898.0,-19904.0,19890.0,14.0,3994.0,0.0,-1712.0,923.0,923.0,857.0,-68.0,2282.0,-79.0,,81.0,,,,-2.0,2203.0,76.0,2279.0,0.0,0.0,0.0,2279.0,,2279.0,0.0,-3.0,2276.0,1663.754,-612.246,625.5,3.64,3.64,2.659878,632.7,3.6,3.6,2.632328,
12/31/2016,22211.0,22211.0,-17700.0,17687.0,13.0,4511.0,0.0,-1635.0,996.0,996.0,725.0,-86.0,2876.0,-558.0,,79.0,,,,479.0,2318.0,-548.0,1770.0,0.0,0.0,0.0,1770.0,,1770.0,0.0,3.0,1773.0,1873.973,100.973,622.6,2.847735,2.847735,3.009915,640.4,2.768582,2.768582,2.926254,
03/31/2017,21961.0,21961.0,-18073.0,18060.0,13.0,3888.0,0.0,-1682.0,929.0,929.0,836.0,-83.0,2206.0,-61.0,,87.0,,,,-26.0,2145.0,-566.0,1579.0,0.0,0.0,0.0,1579.0,,1579.0,0.0,0.0,1579.0,1364.65,-214.35,613.6,2.57,2.57,2.224006,621.2,2.54,2.54,2.194942,
06/30/2017,23051.0,23051.0,-18702.0,18689.0,13.0,4349.0,0.0,-1819.0,1043.0,1043.0,813.0,-37.0,2530.0,-68.0,,93.0,,,,-25.0,2462.0,-713.0,1749.0,0.0,0.0,0.0,1749.0,,1749.0,0.0,0.0,1749.0,1535.25,-213.75,601.8,2.91,2.91,2.551097,609.6,2.87,2.87,2.51936,
09/30/2017,24223.0,24223.0,-19956.0,19929.0,27.0,4267.0,0.0,-1637.0,918.0,918.0,768.0,-49.0,2630.0,-47.0,,87.0,,,,-40.0,2583.0,-773.0,1810.0,0.0,0.0,0.0,1810.0,,1810.0,0.0,0.0,1810.0,1606.85,-203.15,598.3,3.03,3.03,2.685693,606.3,2.99,2.99,2.654935,
12/31/2017,24770.0,24770.0,-19881.0,19864.0,17.0,4889.0,0.0,-1911.0,1205.0,1205.0,762.0,-56.0,2978.0,-61.0,,93.0,,,,-32.0,2917.0,403.0,3320.0,0.0,0.0,0.0,3320.0,,3320.0,0.0,0.0,3320.0,2056.35,-1263.65,596.050269,5.57,5.57,3.449961,605.1,5.49,5.49,3.401668,
03/31/2018,23382.0,23382.0,-18824.0,18808.0,16.0,4558.0,0.0,-1683.0,997.0,997.0,764.0,-78.0,2875.0,-36.0,,102.0,,,,-66.0,2839.0,-362.0,2477.0,0.0,0.0,0.0,2477.0,,2477.0,0.0,0.0,2477.0,2186.64,-290.36,590.1,4.19,4.19,3.705541,597.2,4.15,4.15,3.663798,
06/30/2018,24258.0,24258.0,-19536.0,19519.0,17.0,4722.0,0.0,-2012.0,1194.0,1194.0,827.0,-9.0,2710.0,-124.0,,109.0,,,,15.0,2586.0,-390.0,2196.0,0.0,0.0,0.0,2196.0,,2196.0,0.0,0.0,2196.0,1976.59,-219.41,581.9,3.77,3.77,3.396786,588.7,3.73,3.73,3.357297,
09/30/2018,25146.0,25146.0,-21040.0,21022.0,18.0,4106.0,0.0,-1879.0,1154.0,1154.0,826.0,-101.0,2227.0,-94.0,,106.0,,,,-12.0,2133.0,230.0,2363.0,0.0,0.0,0.0,2363.0,,2363.0,0.0,0.0,2363.0,2040.5,-322.5,574.2,4.11,4.11,3.55364,580.8,4.07,4.07,3.514731,
12/31/2018,28341.0,28341.0,-22090.0,22072.0,18.0,6251.0,0.0,-2076.0,1222.0,1222.0,852.0,2.0,4175.0,-129.0,,158.0,,,,-29.0,4046.0,-622.0,3424.0,0.0,0.0,0.0,3424.0,,3424.0,0.0,0.0,3424.0,3186.91,-237.09,577.5,5.93,5.93,5.518459,577.5,5.93,5.93,5.518459,
03/31/2019,22917.0,22917.0,-18645.0,18627.0,18.0,4272.0,0.0,-1922.0,1184.0,1184.0,866.0,-128.0,2350.0,-17.0,,123.0,,,,-106.0,2333.0,-184.0,2149.0,0.0,0.0,0.0,2149.0,,2149.0,0.0,-2.0,2147.0,1946.04,-200.96,567.7,3.79,3.79,3.427937,572.4,3.75,3.75,3.398917,
06/30/2019,15751.0,15751.0,-17810.0,17794.0,16.0,-2059.0,0.0,-1321.0,672.0,672.0,826.0,-177.0,-3380.0,-47.0,,154.0,,,,-107.0,-3427.0,485.0,-2942.0,0.0,0.0,0.0,-2942.0,,-2942.0,0.0,0.0,-2942.0,-3407.24,-465.24,564.7,-5.21,-5.21,-6.033717,565.3,-5.21,-5.21,-6.033717,
09/30/2019,19980.0,19980.0,-16930.0,16915.0,15.0,3050.0,0.0,-1791.0,1001.0,1001.0,778.0,12.0,1259.0,-82.0,,203.0,,,,-121.0,1177.0,-10.0,1167.0,0.0,0.0,0.0,1167.0,,1167.0,0.0,0.0,1167.0,858.6,-308.4,564.6,2.07,2.07,1.520723,569.2,2.05,2.05,1.508187,
12/31/2019,17911.0,17911.0,-18708.0,18695.0,13.0,-797.0,0.0,-1407.0,1052.0,1052.0,749.0,-394.0,-2204.0,-138.0,,242.0,,,,-104.0,-2342.0,1332.0,-1010.0,0.0,0.0,0.0,-1010.0,,-1010.0,0.0,0.0,-1010.0,-1733.82,-723.82,565.4,-1.79,-1.79,-3.066537,565.4,-1.79,-1.79,-3.070191,
03/31/2020,16908.0,16908.0,-16768.0,16756.0,12.0,140.0,0.0,-1493.0,873.0,873.0,672.0,-52.0,-1353.0,-150.0,,262.0,,,,-112.0,-1503.0,862.0,-641.0,0.0,0.0,0.0,-641.0,13.0,-628.0,0.0,0.0,-628.0,-547.83,80.17,565.9,-1.11,-1.11,-0.968069,565.9,-1.11,-1.11,-0.968332,
06/30/2020,11807.0,11807.0,-12978.0,12967.0,11.0,-1171.0,0.0,-1793.0,1161.0,1161.0,625.0,7.0,-2964.0,-459.0,,553.0,,,,-94.0,-3423.0,1028.0,-2395.0,0.0,0.0,0.0,-2395.0,19.0,-2376.0,0.0,0.0,-2376.0,-2541.36,-165.36,566.4,-4.2,-4.2,-4.486864,566.4,-4.2,-4.2,-4.491949,
09/30/2020,15025.278,,,,,1551.81071184,,,,,,,-587.3,,,,,,,,-1064.727,,-890.292,,,,,,-890.292,,,-890.292,-995.2,,,-1.436,-1.436,-1.958,,-1.436,-1.436,-1.958,
12/31/2020,18318.611,,,,,1913.56210506,,,,,,,124.8,,,,,,,,-349.818,,-399.013,,,,,,-399.013,,,-399.013,-470.7,,,-0.402,-0.402,-0.825,,-0.402,-0.402,-0.825,
