Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
02/28/1990,,18.811001,2.788,0.57,-8.507,13.662,,,,,,,,,,,,,,,,,
05/31/1990,,23.927999,2.949,-0.447,-17.754,8.676,,,,,,,,,,,,,,,,,
08/31/1990,,19.737,3.076,1.751,-5.304,19.26,,,,,,,,,,,,,,,,,
11/30/1990,,20.735001,3.192,0.772,-12.404,12.295,,,,,,,,,,,,,,,12.295,,
02/28/1991,,21.145,3.303,-1.593,-5.308,17.547001,,,,,,,,,,,,,,,,,
05/31/1991,,26.712,3.343,-0.608,-16.393999,13.053,,,,,,,,,,,,,,,,,
08/31/1991,,0.435,3.515,-0.512,14.15,17.587999,,,,,,,,,,,,,,,,,
11/30/1991,,-3.003,3.496,54.884998,-33.571999,21.806,,,,,,,,,,,,,,,21.806,,
02/29/1992,,6.941,3.541,4.895,-2.409,12.968,,,,,,,,,,,,,,,,,
05/31/1992,,12.946,3.557,5.434,5.417,27.354,,,,,,,,,,,,,,,,,
08/31/1992,,2.098,3.583,-0.216,9.407,14.872,,,,,,,,,,,,,,,,,
11/30/1992,,1.152,3.638,6.557,-5.366,5.981,,,,,,,,,,,,,,,5.981,,
02/28/1993,,-37.935001,3.778,34.189999,-9.45,-9.417,,,,,,,,,,,,,,,,,
05/31/1993,,3.49,3.501,5.785,-7.406,5.37,,,,,,,,,,,,,,,,,
08/31/1993,,4.068,3.208,8.983,-4.895,11.364,,,,,,,,,,,,,,,,,
11/30/1993,,5.485,3.843,25.465,-25.179001,9.614,,,,,,,,,,,,,,,9.614,,
02/28/1994,,0.625,4.285,2.132,-15.519,-8.477,,,,,,,,,,,,,,,,,
05/31/1994,,2.389,4.626,7.745,-23.011,-8.251,,,,,,,,,,,,,,,,,
08/31/1994,,1.667,5.026,3.411,-5.56,4.544,,,,,,,,,,,,,,,,,
11/30/1994,,5.539,4.712,18.761999,-0.464,28.549,,,,,,,,,,,,,,,28.549,,
02/28/1995,,5.93,5.013,9.705,-26.302,-5.654,,,-9.879,,,,,,,,,,,,,,
05/31/1995,,9.178,6.045,6.294,-9.378,12.139,,,-8.505,,,,,,,,,,,,,,
08/31/1995,,-24.332001,6.322,48.351002,-20.002001,10.339,,,-9.202,,,,,,,,,,,,,,
11/30/1995,,-32.408001,5.964,33.41,-17.746,-10.78,-12.553,,-12.553,,,,,,,,,,,,-23.333,,
02/29/1996,,3.723,5.643,6.534,-11.425,4.475,,,-10.482,,,,,,,,,,,,,,
05/31/1996,,6.226,6.133,6.423,5.773,24.555,,,-8.435,,,,,,,,,,,,,,
08/31/1996,,39.108002,5.406,-51.763,25.829,18.58,,,-7.556,,,,,,,,,,,,,,
11/30/1996,,-54.409,5.182,91.463997,-44.861,-2.624,,,-8.946,,,,,,,,,,,,,,
02/28/1997,,4.701,3.499,0.382,-12.009,-3.427,-1.185,0.0,-3.989,0.0,0.0,2.804,-23.278,0.0,0.0,0.0,-2.204,0.01,-21.084,0.0,-27.889999,,
05/31/1997,,-3.191,3.47,7.754,5.796,13.829,-1.558,4.534,-5.425,0.0,0.0,-0.667,-8.335,0.0,0.0,0.0,-2.308,1.965,-7.447,-0.545,3.936,,
