Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2005,622.799988,622.799988,0.0,0.0,0.0,-58.799999,58.800003,125.0,-66.199997,0.0,,,,563.999989,-358.0,,110.199997,23.9,223.899994,206.0,-75.800003,,,0.0,,77.300003,68.099998,-5.6,0.0,-1.5,130.199997,-56.599998,,,,88.400002,0.0,,,73.599998,-0.8,87.599998,-2.6,0.0,84.999999,84.999999,,341.880005,0.25,0.25,0.25,341.880005,0.25,0.25,0.25,
06/30/2005,881.400024,881.400024,0.0,0.0,0.0,-352.399994,352.399994,352.399994,0.0,0.0,,,,529.000031,-393.100006,,110.900002,24.5,257.700012,135.899994,-57.600002,,,2.6,2.7,64.900002,69.300003,-4.4,0.0,-2.0,78.299992,-31.9,,,,46.400002,0.0,,,46.399992,0.0,46.400002,-0.5,0.0,45.900002,45.900002,,323.910004,0.143,0.143,0.143,323.910004,0.143,0.143,0.143,
09/30/2005,620.700012,620.700012,0.0,0.0,0.0,-115.099998,115.099998,115.099998,,0.0,,,,505.600014,-376.399994,,112.300003,24.700001,239.399994,129.199997,-61.699998,,,0.0,1.9,63.599998,70.099998,-6.5,0.0,0.0,67.499998,-28.700001,,,,38.799999,0.0,,,38.799998,0.6,39.400002,-0.5,,38.900002,38.900002,,335.530273,0.12,0.12,0.12,335.530273,0.12,0.12,0.12,
12/31/2005,1165.0,1165.0,0.0,0.0,0.0,-529.5,529.5,529.5,,,,,,635.5,-379.299988,,112.400002,23.200001,243.699997,256.200012,-60.700001,,,0.0,2.5,63.200001,71.099998,-7.9,0.0,0.0,195.500011,-68.5,,,,127.0,0.0,,,127.000011,0.8,127.800003,-0.6,0.0,127.200003,127.200003,,347.158173,0.37,0.37,0.37,347.158173,0.37,0.37,0.37,
03/31/2006,1231.900024,1231.900024,0.0,0.0,0.0,-548.099976,548.099976,548.099976,0.0,0.0,,,,683.800049,-410.799988,0.0,112.699997,24.4,273.700012,273.0,-56.000001,,,0.0,2.4,58.400002,69.400002,-11.0,0.0,0.0,216.999999,-70.300003,,,,146.699997,0.0,,,146.699996,0.4,147.100006,-0.5,0.0,146.600006,146.600006,,421.641998,0.35,0.35,0.35,421.641998,0.35,0.35,0.35,
03/31/2007,1027.0,1027.0,0.0,0.0,0.0,-415.0,415.0,415.0,,0.0,,,,612.0,-411.0,,121.0,28.0,262.0,201.0,-58.0,,,7.0,3.0,68.0,75.0,-7.0,0.0,0.0,143.0,-44.0,,,,99.0,0.0,,,99.0,0.0,99.0,-1.0,0.0,98.0,98.0,,357.060913,0.28,0.28,0.28,357.060913,0.28,0.28,0.28,
06/30/2007,1026.0,1026.0,0.0,0.0,0.0,-425.0,425.0,425.0,,0.0,,,,601.0,-400.0,,122.0,23.0,255.0,201.0,-54.0,,,10.0,4.0,70.0,79.0,-9.0,0.0,-2.0,147.0,-42.0,,,,105.0,0.0,,,105.0,0.0,105.0,0.0,0.0,105.0,105.0,,357.060913,0.29,0.29,0.29,357.060913,0.29,0.29,0.29,
09/30/2007,1137.0,1137.0,0.0,0.0,0.0,-487.0,487.0,487.0,0.0,0.0,,,,650.0,-381.0,,125.0,26.0,230.0,269.0,-56.0,,,11.0,3.0,68.0,76.0,-8.0,0.0,2.0,213.0,-78.0,,,,135.0,0.0,,,135.0,0.0,135.0,-1.0,0.0,134.0,134.0,,357.060913,0.38,0.38,0.38,357.060913,0.38,0.38,0.38,
12/31/2007,1068.0,1068.0,0.0,0.0,0.0,-441.0,441.0,441.0,0.0,0.0,,,,627.0,-410.0,,129.0,24.0,257.0,217.0,-61.0,,,13.0,5.0,79.0,84.0,-5.0,0.0,0.0,156.0,-56.0,,,,100.0,0.0,,,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,357.060913,0.28,0.28,0.28,357.060913,0.28,0.28,0.28,
03/31/2008,1095.0,1095.0,0.0,0.0,0.0,-475.0,475.0,475.0,0.0,0.0,,,,620.0,-391.0,,117.0,29.0,245.0,229.0,-64.0,,,10.0,3.0,76.0,84.0,-8.0,0.0,1.0,165.0,-58.0,,,,107.0,0.0,,,107.0,1.0,108.0,0.0,0.0,108.0,108.0,,357.0,0.302521,0.302521,0.302521,357.0,0.302521,0.302521,0.302521,
06/30/2008,1055.0,1055.0,0.0,0.0,0.0,-437.0,437.0,437.0,0.0,0.0,,,,618.0,-405.0,,124.0,27.0,254.0,213.0,-59.0,,,11.0,2.0,72.0,80.0,-8.0,0.0,0.0,154.0,-58.0,,,,96.0,0.0,,,96.0,3.0,99.0,0.0,0.0,99.0,99.0,,357.0,0.277311,0.277311,0.277311,357.0,0.277311,0.277311,0.277311,
09/30/2008,1245.0,1245.0,0.0,0.0,0.0,-585.0,585.0,585.0,0.0,0.0,,,,660.0,-384.0,,123.0,28.0,233.0,276.0,-69.0,,,10.0,4.0,83.0,90.0,-7.0,0.0,0.0,207.0,-68.0,,,,139.0,0.0,,,139.0,-7.0,132.0,0.0,0.0,132.0,132.0,,357.0,0.369748,0.369748,0.369748,357.0,0.369748,0.369748,0.369748,
12/31/2008,1103.0,1103.0,0.0,0.0,0.0,-460.0,460.0,460.0,0.0,0.0,,,,643.0,-407.0,,126.0,28.0,253.0,236.0,-59.0,,,3.0,2.0,65.0,89.0,-24.0,0.0,-1.0,177.0,-54.0,,,,123.0,0.0,,,123.0,-4.0,119.0,0.0,0.0,119.0,119.0,,357.0,0.33,0.33,0.33,357.0,0.33,0.33,0.33,
03/31/2009,1116.0,1116.0,,0.0,0.0,-436.0,436.0,436.0,,,,,0.0,680.0,-421.0,,134.0,34.0,253.0,259.0,-77.0,76.0,-16.0,13.0,3.0,92.0,99.0,-7.0,,1.0,182.0,-56.0,,,,126.0,0.0,0.0,0.0,126.0,-3.0,123.0,0.0,0.0,123.0,123.0,0.0,357.0,0.344538,0.344538,0.344538,357.0,0.344538,0.344538,0.344538,
06/30/2009,1016.0,1016.0,,0.0,0.0,-360.0,360.0,360.0,,,,,0.0,656.0,-428.0,,136.0,31.0,261.0,228.0,-69.0,69.0,-23.0,14.0,9.0,92.0,100.0,-8.0,,0.0,159.0,-49.0,,,,110.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,110.0,110.0,0.0,357.0,0.308123,0.308123,0.308123,357.0,0.308123,0.308123,0.308123,
09/30/2009,1146.0,1146.0,,0.0,0.0,-435.0,435.0,435.0,,,,,0.0,711.0,-418.0,,138.0,33.0,247.0,293.0,-63.0,64.0,-23.0,18.0,5.0,87.0,97.0,-10.0,,-1.0,230.0,-64.0,,,,166.0,0.0,0.0,0.0,166.0,-4.0,162.0,0.0,0.0,162.0,162.0,0.0,357.0,0.453782,0.453782,0.453782,357.0,0.453782,0.453782,0.453782,
12/31/2009,1179.0,1179.0,,0.0,0.0,-446.0,446.0,446.0,,,,,0.0,733.0,-453.0,,141.0,38.0,274.0,280.0,-67.0,67.0,-21.0,19.0,2.0,88.0,98.0,-10.0,,0.0,213.0,-65.0,,,,148.0,0.0,0.0,0.0,148.0,-1.0,147.0,-2.0,0.0,145.0,145.0,0.0,357.0,0.406162,0.406162,0.406162,357.0,0.406162,0.406162,0.406162,
03/31/2010,1106.0,1106.0,,0.0,0.0,-415.0,415.0,415.0,,,,,0.0,691.0,-440.0,,138.0,32.0,270.0,251.0,-62.0,62.0,-23.0,22.0,1.0,85.0,97.0,-12.0,,0.0,189.0,-53.0,,,,136.0,0.0,0.0,0.0,136.0,,136.0,,0.0,136.0,136.0,0.0,357.0,0.380952,0.380952,0.380952,357.0,0.380952,0.380952,0.380952,
06/30/2010,1052.0,1052.0,,0.0,0.0,-348.0,348.0,348.0,,,,,0.0,704.0,-435.0,,139.0,32.0,264.0,269.0,-65.0,63.0,-22.0,20.0,2.0,85.0,97.0,-12.0,,2.0,204.0,-54.0,,,,150.0,0.0,0.0,0.0,150.0,0.0,150.0,,0.0,150.0,150.0,0.0,357.0,0.420168,0.420168,0.420168,357.0,0.420168,0.420168,0.420168,
09/30/2010,1165.0,1165.0,,0.0,0.0,-450.0,450.0,450.0,,,,,0.0,715.0,-435.0,,137.0,34.0,264.0,280.0,-64.0,64.0,-22.0,21.0,1.0,86.0,97.0,-11.0,,0.0,216.0,-60.0,,,,156.0,0.0,0.0,0.0,156.0,0.0,156.0,,0.0,156.0,156.0,0.0,357.0,0.436975,0.436975,0.436975,357.0,0.436975,0.436975,0.436975,
12/31/2010,1109.0,1109.0,,0.0,0.0,-405.0,405.0,405.0,,,,,0.0,704.0,-468.0,,147.0,38.0,283.0,236.0,-68.0,69.0,-17.0,16.0,1.0,86.0,96.0,-10.0,,-1.0,168.0,-44.0,,,,124.0,0.0,0.0,0.0,124.0,0.0,124.0,-2.0,0.0,122.0,122.0,0.0,357.0,0.341737,0.341737,0.341737,357.0,0.341737,0.341737,0.341737,
03/31/2011,1119.0,1119.0,,0.0,0.0,-383.0,383.0,383.0,,,,,0.0,736.0,-469.0,,153.0,38.0,278.0,267.0,-78.0,78.0,-12.0,11.0,1.0,90.0,96.0,-6.0,,0.0,189.0,-62.0,,,,127.0,0.0,0.0,0.0,127.0,0.0,127.0,-1.0,0.0,126.0,126.0,0.0,357.0,0.352941,0.352941,0.352941,357.0,0.352941,0.352941,0.352941,
06/30/2011,1091.0,1091.0,,0.0,0.0,-371.0,371.0,371.0,,,,,0.0,720.0,-457.0,,152.0,35.0,270.0,263.0,-81.0,80.0,-14.0,11.0,3.0,94.0,99.0,-5.0,,1.0,182.0,-53.0,,,,129.0,0.0,0.0,0.0,129.0,0.0,129.0,,0.0,129.0,129.0,0.0,357.0,0.361345,0.361345,0.361345,357.0,0.361345,0.361345,0.361345,
09/30/2011,1198.0,1198.0,,0.0,0.0,-428.0,428.0,428.0,,,,,0.0,770.0,-454.0,,151.0,40.0,263.0,316.0,-84.0,82.0,-13.0,12.0,1.0,95.0,102.0,-7.0,,2.0,232.0,-63.0,,,,169.0,0.0,0.0,0.0,169.0,0.0,169.0,,0.0,169.0,169.0,0.0,357.0,0.473389,0.473389,0.473389,357.0,0.473389,0.473389,0.473389,
12/31/2011,1178.0,1178.0,,0.0,0.0,-454.0,454.0,454.0,,,,,0.0,724.0,-486.0,,155.0,39.0,292.0,238.0,-73.0,75.0,-13.0,13.0,,88.0,95.0,-7.0,,-2.0,165.0,-35.0,,,,130.0,0.0,0.0,0.0,130.0,0.0,130.0,-3.0,0.0,127.0,127.0,0.0,357.0,0.355742,0.355742,0.355742,357.0,0.355742,0.355742,0.355742,
03/31/2012,1191.0,1191.0,,0.0,0.0,-445.0,445.0,445.0,,,,,0.0,746.0,-468.0,,157.0,42.0,269.0,278.0,-70.0,72.0,-16.0,15.0,1.0,88.0,95.0,-7.0,,-2.0,208.0,-57.0,,,,151.0,0.0,0.0,0.0,151.0,0.0,151.0,-1.0,0.0,150.0,150.0,0.0,357.0,0.420168,0.420168,0.420168,357.0,0.420168,0.420168,0.420168,
06/30/2012,1153.0,1153.0,,0.0,0.0,-404.0,404.0,404.0,,,,,0.0,749.0,-498.0,,160.0,38.0,300.0,251.0,-73.0,72.0,-15.0,15.0,,87.0,95.0,-8.0,,1.0,178.0,-48.0,,,,130.0,0.0,0.0,0.0,130.0,0.0,130.0,,0.0,130.0,130.0,0.0,357.0,0.364146,0.364146,0.364146,357.0,0.364146,0.364146,0.364146,
09/30/2012,1327.0,1327.0,,0.0,0.0,-489.0,489.0,489.0,,,,,0.0,838.0,-460.0,,161.0,41.0,258.0,378.0,-71.0,72.0,-15.0,14.0,1.0,87.0,94.0,-7.0,,-1.0,307.0,-95.0,,,,212.0,0.0,0.0,0.0,212.0,0.0,212.0,,0.0,212.0,212.0,0.0,357.0,0.593838,0.593838,0.593838,357.0,0.593838,0.593838,0.593838,
12/31/2012,1211.0,1211.0,,0.0,0.0,-480.0,480.0,480.0,,,,,0.0,731.0,-617.0,,162.0,40.0,415.0,114.0,-73.0,73.0,-16.0,14.0,2.0,89.0,96.0,-7.0,,0.0,41.0,3.0,,,,44.0,0.0,0.0,0.0,44.0,0.0,44.0,-1.0,0.0,43.0,145.0,102.0,357.0,0.114845,0.114845,0.406162,357.0,0.114845,0.114845,0.406162,
03/31/2013,1232.0,1232.0,,0.0,0.0,-453.0,453.0,453.0,,,,,0.0,779.0,-482.0,,168.0,43.0,271.0,297.0,-70.0,71.0,-15.0,15.0,,86.0,94.0,-8.0,,-1.0,227.0,-67.0,,,,160.0,0.0,0.0,0.0,160.0,0.0,160.0,-1.0,0.0,159.0,159.0,0.0,357.0,0.445378,0.445378,0.445378,357.0,0.445378,0.445378,0.445378,
06/30/2013,1215.0,1215.0,,0.0,0.0,-428.0,428.0,428.0,,,,,0.0,787.0,-476.0,,169.0,40.0,267.0,311.0,-74.0,75.0,-14.0,14.0,,89.0,96.0,-7.0,,-1.0,237.0,-71.0,,,,166.0,0.0,0.0,0.0,166.0,0.0,166.0,-1.0,0.0,165.0,165.0,0.0,357.0,0.462185,0.462185,0.462185,357.0,0.462185,0.462185,0.462185,
09/30/2013,1398.0,1398.0,,0.0,0.0,-530.0,530.0,530.0,,,,,0.0,868.0,-479.0,,169.0,43.0,267.0,389.0,-74.0,77.0,-13.0,13.0,,90.0,96.0,-6.0,,-3.0,315.0,-99.0,,,,216.0,0.0,0.0,0.0,216.0,0.0,216.0,-1.0,0.0,215.0,215.0,0.0,357.0,0.602241,0.602241,0.602241,357.0,0.602241,0.602241,0.602241,
12/31/2013,1302.0,1302.0,,0.0,0.0,-513.0,513.0,513.0,,,,,0.0,789.0,-522.0,,169.0,44.0,309.0,267.0,-67.0,70.0,-15.0,15.0,,85.0,93.0,-8.0,,-3.0,200.0,-60.0,,,,140.0,0.0,0.0,0.0,140.0,0.0,140.0,-1.0,0.0,139.0,139.0,0.0,357.0,0.394958,0.394958,0.394958,357.0,0.394958,0.394958,0.394958,
03/31/2014,1288.0,1288.0,,0.0,0.0,-504.0,504.0,504.0,,,,,0.0,784.0,-494.0,,179.0,42.0,273.0,290.0,-68.0,70.0,-16.0,16.0,,86.0,94.0,-8.0,,-2.0,222.0,-67.0,,,,155.0,0.0,0.0,0.0,155.0,0.0,155.0,,0.0,155.0,155.0,0.0,357.0,0.434174,0.434174,0.434174,357.0,0.434174,0.434174,0.434174,
06/30/2014,1243.0,1243.0,,0.0,0.0,-444.0,444.0,444.0,,,,,0.0,799.0,-458.0,,177.0,40.0,241.0,341.0,-73.0,76.0,-14.0,14.0,,90.0,97.0,-7.0,,-3.0,268.0,-84.0,,,,184.0,0.0,0.0,0.0,184.0,0.0,184.0,,0.0,184.0,184.0,0.0,357.0,0.515406,0.515406,0.515406,357.0,0.515406,0.515406,0.515406,
09/30/2014,1438.0,1438.0,,0.0,0.0,-525.0,525.0,525.0,,,,,0.0,913.0,-496.0,,185.0,44.0,267.0,417.0,-77.0,79.0,-10.0,10.0,,89.0,94.0,-5.0,,-2.0,340.0,-101.0,,,,239.0,0.0,0.0,0.0,239.0,0.0,239.0,,0.0,239.0,239.0,0.0,357.0,0.669468,0.669468,0.669468,357.0,0.669468,0.669468,0.669468,
12/31/2014,1283.0,1283.0,,0.0,0.0,-524.0,524.0,524.0,,,,,0.0,759.0,-507.0,,185.0,46.0,276.0,252.0,-75.0,78.0,-11.0,11.0,,89.0,94.0,-5.0,,-3.0,177.0,-57.0,12.0,303.0,-6.0,120.0,0.0,0.0,0.0,120.0,0.0,120.0,-2.0,0.0,118.0,118.0,0.0,357.0,0.336134,0.336134,0.336134,357.0,0.336134,0.336134,0.336134,
03/31/2015,1250.0,1250.0,0.0,0.0,0.0,-476.0,476.0,476.0,,,,,0.0,774.0,-502.0,,189.0,45.0,268.0,272.0,-75.0,78.0,-10.0,10.0,,88.0,94.0,-6.0,,-3.0,197.0,-63.0,,,,134.0,0.0,0.0,0.0,134.0,0.0,134.0,,0.0,134.0,134.0,0.0,357.0,0.37535,0.37535,0.37535,357.0,0.37535,0.37535,0.37535,
06/30/2015,1269.0,1269.0,0.0,0.0,0.0,-437.0,437.0,437.0,,0.0,0.0,0.0,0.0,832.0,-507.0,,190.0,45.0,272.0,325.0,-79.0,81.0,-9.0,9.0,,90.0,94.0,-4.0,,-2.0,246.0,-75.0,,,,171.0,0.0,0.0,0.0,171.0,0.0,171.0,,0.0,171.0,171.0,0.0,357.0,0.478992,0.478992,0.478992,357.0,0.478992,0.478992,0.478992,
09/30/2015,1423.0,1423.0,0.0,0.0,0.0,-491.0,491.0,491.0,,0.0,0.0,0.0,0.0,932.0,-496.0,,188.0,48.0,260.0,436.0,-82.0,84.0,-7.0,7.0,,91.0,95.0,-4.0,,-2.0,354.0,-109.0,,,,245.0,0.0,0.0,0.0,245.0,0.0,245.0,,0.0,245.0,245.0,0.0,357.0,0.686275,0.686275,0.686275,357.0,0.686275,0.686275,0.686275,
12/31/2015,1290.0,1290.0,0.0,0.0,0.0,-464.0,464.0,464.0,,0.0,0.0,0.0,0.0,826.0,-519.0,,190.0,47.0,282.0,307.0,-81.0,85.0,-7.0,7.0,,92.0,96.0,-4.0,,-4.0,226.0,-81.0,156.0,177.0,-5.0,145.0,0.0,0.0,0.0,145.0,0.0,145.0,0.0,0.0,145.0,145.0,0.0,357.0,0.406,0.406,0.406,357.0,0.406,0.406,0.406,
03/31/2016,1252.0,1252.0,,0.0,0.0,-427.0,427.0,427.0,,,,,0.0,825.0,-501.0,,190.0,48.0,263.0,324.0,-81.0,84.0,-7.0,7.0,,91.0,95.0,-4.0,,-3.0,243.0,-78.0,,,,165.0,0.0,0.0,0.0,165.0,0.0,165.0,,0.0,165.0,165.0,0.0,357.0,0.462185,0.462185,0.462185,357.0,0.462185,0.462185,0.462185,
06/30/2016,1233.0,1233.0,0.0,0.0,0.0,-390.0,390.0,390.0,,0.0,0.0,0.0,0.0,843.0,-504.0,,193.0,46.0,265.0,339.0,-81.0,84.0,-7.0,7.0,,91.0,95.0,-4.0,,-3.0,258.0,-82.0,,,,176.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,176.0,176.0,0.0,357.0,0.492997,0.492997,0.492997,357.0,0.492997,0.492997,0.492997,
09/30/2016,1434.0,1434.0,0.0,0.0,0.0,-478.0,478.0,478.0,,0.0,0.0,0.0,0.0,956.0,-512.0,,193.0,47.0,272.0,444.0,-81.0,84.0,-7.0,7.0,,91.0,95.0,-4.0,,-3.0,363.0,-110.0,,,,253.0,0.0,0.0,0.0,253.0,0.0,253.0,0.0,0.0,253.0,253.0,0.0,357.0,0.708683,0.708683,0.708683,357.0,0.708683,0.708683,0.708683,
12/31/2016,1282.0,1282.0,,0.0,0.0,-456.0,456.0,456.0,,,,,0.0,826.0,-505.0,,194.0,49.0,262.0,321.0,-82.0,86.0,-6.0,6.0,,92.0,95.0,-3.0,,-4.0,239.0,-70.0,,,,169.0,0.0,0.0,0.0,169.0,0.0,169.0,0.0,0.0,169.0,169.0,0.0,357.0,0.473389,0.473389,0.473389,357.0,0.473389,0.473389,0.473389,
03/31/2017,1281.0,1281.0,,0.0,0.0,-441.0,441.0,441.0,,,,,0.0,840.0,-501.0,,196.0,51.0,254.0,339.0,-75.0,84.0,-7.0,7.0,,91.0,95.0,-4.0,,-9.0,264.0,-85.0,,,,179.0,0.0,0.0,0.0,179.0,0.0,179.0,,0.0,179.0,179.0,0.0,357.0,0.501401,0.501401,0.501401,357.0,0.501401,0.501401,0.501401,
06/30/2017,1245.0,1245.0,0.0,0.0,0.0,-399.0,399.0,399.0,,0.0,0.0,0.0,0.0,846.0,-513.0,,202.0,48.0,263.0,333.0,-75.0,84.0,-7.0,7.0,,91.0,95.0,-4.0,,-9.0,258.0,-83.0,,,,175.0,0.0,0.0,0.0,175.0,0.0,175.0,,0.0,175.0,175.0,0.0,357.0,0.490196,0.490196,0.490196,357.0,0.490196,0.490196,0.490196,
09/30/2017,1430.0,1430.0,,0.0,0.0,-465.0,465.0,465.0,,,,,0.0,965.0,-504.0,,200.0,50.0,254.0,461.0,-72.0,84.0,-7.0,7.0,,91.0,95.0,-4.0,,-12.0,389.0,-126.0,,,,263.0,0.0,0.0,0.0,263.0,0.0,263.0,0.0,0.0,263.0,263.0,0.0,357.0,0.736695,0.736695,0.736695,357.0,0.736695,0.736695,0.736695,
12/31/2017,1281.0,1281.0,,0.0,0.0,-465.0,465.0,465.0,,,,,0.0,816.0,-509.0,,198.0,48.0,263.0,307.0,-90.0,98.0,1.0,-1.0,,97.0,97.0,,,-8.0,217.0,-66.0,,,,151.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,151.0,151.0,0.0,357.0,0.422969,0.422969,0.422969,357.0,0.422969,0.422969,0.422969,
03/31/2018,1184.0,1184.0,,0.0,0.0,-433.0,433.0,433.0,,,,,0.0,751.0,-504.0,,202.0,52.0,250.0,247.0,-74.0,85.0,-7.0,7.0,,92.0,96.0,-4.0,,-11.0,173.0,-25.0,,,,148.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0,0.0,148.0,148.0,0.0,357.0,0.414566,0.414566,0.414566,357.0,0.414566,0.414566,0.414566,
06/30/2018,1193.0,1193.0,,0.0,0.0,-402.0,402.0,402.0,,0.0,,,0.0,791.0,-507.0,,197.0,49.0,261.0,284.0,-73.0,84.0,-8.0,8.0,,92.0,96.0,-4.0,,-11.0,211.0,-27.0,,,,184.0,0.0,0.0,0.0,184.0,0.0,184.0,0.0,0.0,184.0,184.0,0.0,357.0,0.515406,0.515406,0.515406,357.0,0.515406,0.515406,0.515406,
09/30/2018,1369.0,1369.0,,0.0,0.0,-465.0,465.0,465.0,,,,,0.0,904.0,-518.0,,203.0,49.0,266.0,386.0,-68.0,82.0,-9.0,9.0,,91.0,96.0,-5.0,,-14.0,318.0,-48.0,,,,270.0,0.0,0.0,0.0,270.0,0.0,270.0,0.0,0.0,270.0,270.0,0.0,357.0,0.756303,0.756303,0.756303,357.0,0.756303,0.756303,0.756303,
12/31/2018,1280.0,1280.0,,0.0,0.0,-457.0,457.0,457.0,,,,,0.0,823.0,-689.0,,377.0,51.0,261.0,134.0,-93.0,80.0,-11.0,11.0,,91.0,96.0,-5.0,,13.0,41.0,95.0,,,,136.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0,0.0,136.0,136.0,0.0,357.0,0.380952,0.380952,0.380952,357.0,0.380952,0.380952,0.380952,
03/31/2019,1259.0,1259.0,,0.0,0.0,-465.0,465.0,465.0,,,,,0.0,794.0,-510.0,,205.0,49.0,256.0,284.0,-63.0,75.0,-14.0,14.0,,89.0,96.0,-7.0,,-12.0,221.0,-42.0,,,,179.0,0.0,0.0,0.0,179.0,0.0,179.0,0.0,0.0,179.0,179.0,0.0,357.0,0.501401,0.501401,0.501401,357.0,0.501401,0.501401,0.501401,
06/30/2019,1167.0,1167.0,,0.0,0.0,-384.0,384.0,384.0,,,,,0.0,783.0,-515.0,,209.0,51.0,255.0,268.0,-62.0,71.0,-23.0,16.0,7.0,94.0,102.0,-8.0,,-9.0,206.0,-38.0,,,,168.0,0.0,0.0,0.0,168.0,0.0,168.0,0.0,0.0,168.0,168.0,0.0,357.0,0.470588,0.470588,0.470588,357.0,0.470588,0.470588,0.470588,
09/30/2019,1367.0,1367.0,,0.0,0.0,-464.0,464.0,464.0,,,,,0.0,903.0,-570.0,,272.0,46.0,252.0,333.0,-58.0,64.0,-26.0,21.0,5.0,90.0,101.0,-11.0,,-6.0,275.0,3.0,,,,278.0,0.0,0.0,0.0,278.0,0.0,278.0,0.0,0.0,278.0,278.0,0.0,357.0,0.778711,0.778711,0.778711,357.0,0.778711,0.778711,0.778711,
12/31/2019,1275.0,1275.0,,0.0,0.0,-482.0,482.0,482.0,,,,,0.0,793.0,-606.0,,268.0,53.0,285.0,187.0,-57.0,62.0,-30.0,21.0,9.0,92.0,102.0,-10.0,,-5.0,130.0,16.0,,,,146.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0,0.0,146.0,146.0,0.0,357.0,0.408964,0.408964,0.408964,357.0,0.408964,0.408964,0.408964,
