Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1997,,,,,,,,42.499004,,30.083834,26.562874,26.562874,,0.0,0.0,,
06/30/1997,,,,,,,,41.649387,,32.920583,25.436137,25.436137,,0.0,0.0,,
09/30/1997,,,,,,,56.259615,44.425792,,34.31249,2.54581,2.54581,,0.0,0.0,,
12/31/1997,,,,,,,47.714534,35.452733,,26.030638,21.814671,21.814671,,0.0,178.96089,,
03/31/1998,,8.120668,3.080514,4.30914,,,49.664369,37.532099,31.100081,21.980448,18.421408,18.421408,,,,,
06/30/1998,,4.529475,2.924669,3.849128,,,44.716751,32.979829,24.74955,21.192407,17.37813,13.840121,,,,,
09/30/1998,,6.862999,4.540364,5.53803,,,44.71195,33.959748,31.664673,27.818868,25.801257,19.680502,,,,,
12/31/1998,,8.082487,5.07526,6.061912,,,44.871861,32.828309,30.986716,25.540547,23.768682,17.744338,,,,,
03/31/1999,,9.515176,4.872479,5.72534,,,48.234109,36.580087,35.716329,25.806866,22.744417,17.603189,,,,,
06/30/1999,,7.717096,4.800567,5.67963,,,51.252731,38.697868,49.924181,25.719853,21.208841,16.487237,,,,,
09/30/1999,,7.781073,4.60909,5.484072,,,49.269926,34.836785,37.176219,21.300227,19.161238,14.771646,,,,,
12/31/1999,,8.202434,4.635492,5.556723,,,53.232097,38.99806,55.995759,23.013736,20.715187,16.191571,,0.0,98.135117,0.152966,
03/31/2000,,11.316295,5.506494,6.433514,,,51.613433,37.339981,41.719155,47.829581,43.901459,39.505835,,,,,
06/30/2000,,12.318955,5.555629,6.42772,,,52.481679,37.607534,27.862797,30.341275,27.250681,22.990052,,,,,
09/30/2000,,14.044585,6.303049,7.27646,,,80.21487,39.93659,84.731598,32.680619,30.223084,26.269015,,,,,
12/31/2000,,17.762667,7.724167,9.009583,,,55.132656,41.399753,66.302014,53.855936,48.773114,44.456666,,0.0,33.695187,11.777503,
03/31/2001,,15.122433,5.911631,6.778911,,,54.157089,39.648327,49.979567,23.021465,20.467505,16.864197,,,,,
06/30/2001,,15.388372,6.321813,7.281164,,,57.626813,42.753776,71.879383,29.10825,26.994705,23.361815,,,,,
09/30/2001,,12.525812,6.031308,6.933265,,,50.576135,36.613429,-224.096386,25.940296,25.666026,21.628899,,,,,
12/31/2001,,9.989504,4.974946,5.674688,,,58.84584,37.565134,-163.359731,26.92035,28.352416,24.07217,,,,,
03/31/2002,,10.670737,4.760807,5.381834,,,55.211211,39.348514,-41.983731,30.64239,29.704238,25.623189,,,,,
06/30/2002,,10.589019,4.790316,5.399247,,,56.579016,38.022065,-74.780881,30.224969,31.247086,27.488389,,,,,
09/30/2002,,9.992109,5.059212,5.768592,,,51.908623,36.323866,19.146825,30.955709,31.965528,27.980527,,,,,
12/31/2002,,10.469419,5.225843,5.977602,,,54.832314,36.462235,12.408195,30.817333,32.471318,28.368554,,,,,
03/31/2003,,13.189378,5.956968,6.71925,,,51.936171,35.130028,0.848618,26.773449,54.511233,51.258286,,,,,
06/30/2003,,13.017344,5.797426,6.493688,,,67.026671,35.561055,26.886563,24.771691,24.173179,20.903552,,,,,
09/30/2003,,12.189373,5.885652,6.631499,,,51.346154,33.832982,23.814249,22.573762,28.505163,25.575764,,,,,
12/31/2003,,12.744787,5.261196,5.895293,,,49.174532,33.804556,26.648409,26.898076,27.546833,26.774503,,0.0,89.700025,1.31271,
03/31/2004,,9.465277,3.991464,4.51392,,,51.989485,29.83857,5.248118,24.557549,23.393725,19.69121,,,,,
06/30/2004,,12.955346,5.610929,6.306343,,,78.663056,40.147018,80.933014,62.23356,59.038097,54.871782,,,,,
09/30/2004,,11.609123,5.289847,5.925653,,,47.17124,33.878744,34.227986,27.66339,29.289141,23.649089,,,,,
12/31/2004,,20.356458,8.354272,9.093098,,,42.209897,33.471465,31.427714,27.44998,123.780987,118.501163,,0.0,115.700605,-3.196087,
03/31/2005,,19.947969,8.351902,9.118738,,,49.782244,34.964839,56.727444,29.043471,27.84781,22.88437,,,,,
06/30/2005,,20.278438,8.536034,9.217159,,,47.293643,33.674649,6.001551,26.764717,60.201262,55.332367,,,,,
09/30/2005,,20.870034,8.348628,9.07913,,,50.487898,35.235039,39.152371,37.25324,36.591464,32.292946,,,,,
12/31/2005,,11.904876,5.193925,5.74892,,,48.603215,32.391494,24.13485,22.743204,24.244759,19.576595,,0.0,145.294517,-5.392256,
03/31/2006,,11.712418,4.933089,5.467597,,,46.494681,32.071224,14.2488,24.992695,24.664421,20.394273,,0.0,116.49889,-1.932419,
06/30/2006,,9.211269,3.82167,4.36401,,,48.380783,36.241508,48.378428,26.39518,27.522646,23.50372,,0.0,102.664607,-0.245444,
09/30/2006,,13.732058,5.599319,6.273562,5.70738,,49.76541,33.470692,18.892066,22.013612,95.423959,91.589499,,0.0,129.857553,-4.100056,
12/31/2006,,11.995747,5.558169,6.220174,5.880041,,52.979595,34.177076,39.064349,24.210454,23.624101,20.205086,,0.0,125.995066,-3.118302,
03/31/2007,,14.252801,5.254832,5.839871,6.289792,,60.954539,46.261166,55.999929,55.774383,53.300597,51.562686,,0.0,27.56719,10.323704,
06/30/2007,,23.55353,8.843851,9.677442,7.028423,,57.138489,35.687877,35.153818,11.948644,107.560829,105.587524,,0.0,213.998562,-26.850686,
09/30/2007,,21.050054,7.611886,8.553474,6.988523,,53.512932,33.143188,32.776255,10.099449,42.216749,40.190662,,0.0,263.189726,-34.351526,
12/31/2007,,22.412427,8.223203,9.388705,6.960893,,54.932789,31.673722,28.296474,8.966804,52.817862,50.853915,,0.0,393.057517,-65.681301,
03/31/2008,,17.714022,6.017466,6.742555,3.97999,,54.419282,31.846236,-163.877499,8.975195,49.494311,47.543404,,0.0,568.020242,-82.905208,
