Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2004,3733.367,675.006,222.344,452.662,81.648,81.648,,0.0,0.0,0.0,0.0,0.0,2819.404,,,,3576.058,123.892,,,0.0,,33.417,0.0,0.0,0.0,,,33.417,157.309,,17.246,17.246,,,,0.0,,,,,,3003.208,,,3003.208,3020.454,0.0,,,,,20.274,,,,,,20.274,20.274,3040.728,0.0,243.023,,,0.0,454.276,-4.66,692.639,0.0,692.639,3733.367,
09/30/2004,4295.72,714.966,282.779,432.187,83.884,83.884,,0.0,0.0,0.0,0.0,0.0,3339.455,,,,4138.305,127.354,,,0.0,,30.061,0.0,0.0,0.0,,,30.061,157.415,,16.68,16.68,,,,0.0,,,,,,3510.955,,,3510.955,3527.635,0.0,,,,,18.436,,,,,,18.436,18.436,3546.071,0.0,247.429,,,0.0,504.878,-2.658,749.649,0.0,749.649,4295.72,
12/31/2004,2857.466,747.512,357.562,389.95,78.825,78.825,,0.0,0.0,0.0,0.0,0.0,1871.863,,,,2698.2,131.361,398.001,-266.64,0.0,,27.905,0.0,0.0,0.0,,,27.905,159.266,,23.045,23.045,,,,0.0,,,,,,2002.578,,,2002.578,2025.623,0.0,,,,,19.246,,,,,,19.246,19.246,2044.869,0.0,261.391,,,0.0,552.801,-1.595,812.597,0.0,812.597,2857.466,
03/31/2005,3284.926,811.27,430.619,380.651,98.971,98.971,,0.0,0.0,0.0,0.0,0.0,2215.186,,,,3125.427,132.22,386.803,-254.583,0.0,,27.279,0.0,0.0,0.0,,,27.279,159.499,,21.483,21.483,,,,0.0,,,,,,2365.116,,,2365.116,2386.599,0.0,,,,,20.416,,,,,,20.416,20.416,2407.015,0.0,273.208,,,0.0,607.933,-3.23,877.911,0.0,877.911,3284.926,
06/30/2005,3397.555,855.363,498.968,356.395,96.875,96.875,,0.0,0.0,0.0,0.0,0.0,2274.007,,,,3226.245,143.247,409.419,-266.172,0.0,,28.063,0.0,0.0,0.0,,,28.063,171.31,,26.493,26.493,,,,0.0,,,,,,2390.879,,,2390.879,2417.372,0.0,,,,,19.753,,,,,,19.753,19.753,2437.125,0.0,288.205,,,0.0,674.376,-2.151,960.43,0.0,960.43,3397.555,
09/30/2005,2949.941,887.291,585.665,301.626,107.188,107.188,,,,,,,1780.28,,,,2774.759,144.865,424.652,-279.787,,,30.317,,,,,,30.317,175.182,,17.555,17.555,,,,0.0,,,,,,1873.976,,,1873.976,1891.531,0.0,,,,,19.339,,,,,,19.339,19.339,1910.87,,305.932,,,,736.0,-2.861,1039.071,,1039.071,2949.941,
12/31/2005,3969.394,1495.88,610.891,884.989,86.98,86.98,,0.0,0.0,0.0,0.0,0.0,2200.562,,,,3783.422,153.329,446.872,-293.543,0.0,,32.643,0.0,0.0,0.0,,,32.643,185.972,,23.553,23.553,,,,0.0,,,,,,2806.374,,,2806.374,2829.927,0.0,,,,,20.783,,,,,,20.783,20.783,2850.71,0.0,325.193,,,0.0,796.398,-2.907,1118.684,0.0,1118.684,3969.394,
03/31/2006,4391.026,990.068,715.682,274.386,115.984,115.984,,0.0,0.0,0.0,0.0,0.0,3082.132,,,,4188.184,152.56,459.054,-306.494,0.0,,50.282,0.0,0.0,0.0,,,50.282,202.842,,16.403,16.403,,,,0.0,0.0,0.0,0.0,,,3146.638,,,3146.638,3163.041,0.0,0.0,0.0,0.0,,22.806,,,,,,22.806,22.806,3185.847,0.0,342.384,,,0.0,865.997,-3.202,1205.179,0.0,1205.179,4391.026,
09/30/2006,3495.621,1727.6,868.624,858.976,125.995,125.995,,0.0,0.0,0.0,0.0,0.0,1394.751,,,,3248.346,158.068,493.178,-335.11,0.0,,89.207,0.0,0.0,0.0,,,89.207,247.275,,25.816,25.816,,,,0.0,0.0,0.0,0.0,,,2020.874,,,2020.874,2046.69,0.0,0.0,0.0,0.0,,27.846,,,,,,27.846,27.846,2074.536,0.0,387.607,,,0.0,1035.565,-2.087,1421.085,0.0,1421.085,3495.621,
12/31/2006,4306.505,1239.02,969.504,269.516,121.128,121.128,,0.0,0.0,0.0,0.0,0.0,2688.902,,,,4049.05,168.755,515.286,-346.531,0.0,,88.7,24.272,11.496,12.776,,,64.428,257.455,,25.552,25.552,,,,0.0,0.0,0.0,0.0,,,2729.802,,,2729.802,2755.354,0.0,0.0,0.0,0.0,,32.059,,,,,,32.059,32.059,2787.413,0.0,405.862,,,0.0,1116.209,-2.979,1519.092,0.0,1519.092,4306.505,
03/31/2007,4886.519,1359.075,1139.793,219.282,162.081,162.081,,0.0,0.0,0.0,0.0,0.0,3080.91,,,,4602.066,165.506,526.85,-361.344,0.0,,118.947,0.0,0.0,0.0,,,118.947,284.453,,30.955,30.955,,,,0.0,0.0,0.0,0.0,,,3190.732,,,3190.732,3221.687,0.0,0.0,0.0,0.0,,39.04,,,,,,39.04,39.04,3260.727,0.0,417.063,,,0.0,1212.522,-3.793,1625.792,0.0,1625.792,4886.519,
09/30/2007,19646.494,897.55,677.034,220.516,198.853,198.853,,0.0,0.0,0.0,0.0,0.0,3305.733,,,,4402.136,347.91,753.258,-405.348,0.0,,14896.448,14790.397,5044.081,9746.316,,,106.051,15244.358,,52.823,52.823,,,,164.675,164.675,0.0,0.0,,,3429.971,,,3429.971,3647.469,0.0,0.0,0.0,0.0,,3887.63,,,,,,3887.63,3887.63,7535.099,0.0,10649.383,,,0.0,1464.215,-2.203,12111.395,0.0,12111.395,19646.494,
12/31/2007,20306.197,1881.642,845.312,1036.33,187.487,187.487,,,,,,,2917.926,,,,4987.055,377.452,812.573,-435.121,,,14941.69,14833.0,5049.211,9783.789,,,108.69,15319.142,,58.965,58.965,,,,164.435,,,,,,3852.663,,,3852.663,4076.063,0.0,,,,,3924.497,,,,,,3924.497,3924.497,8000.56,,10689.299,,,0.0,1619.44,-3.102,12305.637,,12305.637,20306.197,
03/31/2008,19237.903,1221.729,1066.356,155.373,251.981,251.981,,0.0,0.0,0.0,0.0,0.0,1708.419,,,,3182.129,379.269,,,0.0,,15676.505,14902.176,5090.25,9811.926,,,774.329,16055.774,,51.804,51.804,,,,164.952,,,,,,1968.472,,,1968.472,2185.228,0.0,,,,,3875.845,,,,,,3875.845,3875.845,6061.073,0.0,11338.997,,,0.0,1840.301,-2.468,13176.83,0.0,13176.83,19237.903,
06/30/2008,18562.632,2177.688,1067.644,1110.044,237.346,237.346,,0.0,0.0,0.0,0.0,0.0,85.858,,,,2500.892,389.828,,,0.0,,15671.912,14899.501,5108.034,9791.467,,,772.411,16061.74,,63.198,63.198,,,,1136.498,1136.498,0.0,0.0,,,147.074,,,147.074,1346.77,0.0,0.0,0.0,0.0,,3887.493,,,,,,3887.493,3887.493,5234.263,0.0,11351.939,,,0.0,1978.779,-2.349,13328.369,0.0,13328.369,18562.632,
09/30/2008,39255.052,709.743,582.421,127.322,339.941,339.941,,0.0,0.0,0.0,0.0,0.0,8508.65,,,,9558.334,660.795,1119.656,-458.861,0.0,,29035.923,28167.38,7765.049,20402.331,,,868.543,29696.718,,53.13,53.13,,,,503.703,503.703,0.0,0.0,,,9051.791,,,9051.791,9608.624,2412.817,2412.817,0.0,0.0,,8204.851,,,,,,8204.851,10617.668,20226.292,0.0,17314.842,,,0.0,1734.404,-20.486,19028.76,0.0,19028.76,39255.052,
12/31/2008,48158.654,607.972,297.895,310.077,234.001,234.001,,0.0,0.0,0.0,0.0,0.0,18269.555,,,,19111.528,707.215,1186.75,-479.535,0.0,,28339.911,27870.582,7519.209,20351.373,,,469.329,29047.126,,71.012,71.012,,,,249.85,249.85,0.0,0.0,,,18322.113,,,18322.113,18642.975,2966.079,2966.079,0.0,0.0,,7861.031,,,,,,7861.031,10827.11,29470.085,0.0,17129.115,,,0.0,1719.733,-160.279,18688.569,0.0,18688.569,48158.654,
03/31/2009,39915.5,10353.3,339.2,10014.1,279.5,279.5,0.0,0.0,0.0,0.0,0.0,0.0,268.1,,,268.1,10900.9,711.4,1207.9,-496.5,0.0,,28303.2,27834.3,7517.0,20317.3,,,468.9,29014.6,,46.5,46.5,,,,10015.5,9765.6,,,,249.9,412.6,,,412.6,10474.6,2848.2,2848.2,,,,7793.6,,,,,7660.5,133.1,10641.8,21116.4,0.0,17113.6,0.7,17112.9,0.0,1842.5,-157.0,18799.1,0.0,18799.1,39915.5,
06/30/2009,38531.2,554.1,448.7,105.4,282.4,282.4,0.0,0.0,0.0,0.0,0.0,0.0,8675.9,,,8675.9,9512.4,725.3,1231.3,-506.0,0.0,,28293.5,27814.0,7523.1,20290.9,,,479.5,29018.8,,38.5,38.5,,,,8788.9,8538.9,,,,250.0,179.3,,,179.3,9006.7,2738.6,2738.6,,,,7804.6,,,,,7662.3,142.3,10543.2,19549.9,0.0,17137.2,0.7,17136.5,0.0,1988.0,-143.9,18981.3,0.0,18981.3,38531.2,
09/30/2009,36519.6,297.8,204.1,93.7,264.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,6944.4,,,6944.4,7506.2,726.9,1252.7,-525.8,0.0,,28286.5,27808.4,7549.3,20259.1,,,478.1,29013.4,,36.1,36.1,,,,299.7,0.0,,,,299.7,6982.6,,,6982.6,7318.4,2239.3,2239.3,,,,7831.6,,,,,7669.9,161.7,10070.9,17389.3,0.0,17145.1,0.7,17144.4,0.0,2113.9,-128.7,19130.3,0.0,19130.3,36519.6,
12/31/2009,35651.0,303.2,260.6,42.6,248.3,248.3,0.0,0.0,0.0,0.0,0.0,0.0,6147.5,0.0,182.3,6123.7,6699.0,738.5,1284.6,-546.1,0.0,,28213.5,27777.7,7549.2,20228.5,0.2,,253.3,28952.0,,46.7,46.7,0.0,0.0,0.0,299.8,0.0,0.0,0.0,,299.8,6177.1,0.0,0.0,6157.8,6523.6,2014.7,2014.7,0.0,0.0,,7811.7,0.0,107.5,107.5,0.0,7645.9,58.3,9826.4,16350.0,0.0,17187.3,0.7,17186.6,0.0,2239.9,-126.2,19301.0,0.0,19301.0,35651.0,
03/31/2010,35202.4,490.5,444.2,46.3,316.9,316.9,0.0,0.0,0.0,0.0,0.0,0.0,4675.6,,,4675.6,5483.0,734.7,1308.1,-573.4,0.0,,28984.7,28551.6,7978.6,20573.0,,,433.1,29719.4,,36.3,36.3,,,,299.9,0.0,,,,299.9,4827.7,,,4827.7,5163.9,2823.8,2823.8,,,,7957.7,,,,,7787.4,170.3,10781.5,15945.4,,16919.3,0.7,16918.6,0.0,2404.2,-133.8,19189.7,67.3,19257.0,35202.4,
06/30/2010,34258.9,4167.4,363.6,3803.8,330.8,330.8,0.0,0.0,0.0,0.0,0.0,0.0,103.8,,,103.8,4602.0,729.5,1275.5,-546.0,0.0,,28927.4,28502.8,7962.8,20540.0,,,424.6,29656.9,,37.6,37.6,,,,4058.8,3758.8,,,,300.0,237.9,,,237.9,4334.3,2524.4,2524.4,,,,7948.8,,,,,7775.9,172.9,10473.2,14807.5,0.0,16921.0,0.7,16920.3,0.0,2599.3,-136.8,19383.5,67.9,19451.4,34258.9,
09/30/2010,33686.5,3608.9,568.2,3040.7,333.4,333.4,0.0,0.0,0.0,0.0,0.0,0.0,106.9,,,106.9,4049.2,740.6,1312.6,-572.0,0.0,,28896.7,28469.5,7961.0,20508.5,,,427.2,29637.3,,43.8,43.8,,,,3416.9,2996.4,,,,420.5,205.5,,,205.5,3666.2,2104.4,2104.4,,,,7947.3,,,,,7769.9,177.4,10051.7,13717.9,0.0,17258.8,0.7,17258.1,0.0,2766.8,-124.8,19900.8,67.8,19968.6,33686.5,
12/31/2010,35046.1,905.4,855.2,50.2,297.5,297.5,0.0,0.0,0.0,0.0,0.0,0.0,4184.6,0.0,178.1,4166.3,5387.5,786.8,1299.7,-512.9,0.0,,28871.8,28477.4,7983.6,20493.8,3.1,,213.2,29658.6,,51.8,51.8,0.0,0.0,0.0,420.5,420.5,0.0,0.0,,,4308.9,0.0,0.0,4297.1,4781.2,2104.8,2104.8,0.0,0.0,,8031.9,0.0,118.2,118.2,0.0,7840.4,73.3,10136.7,14917.9,0.0,17278.4,0.7,17277.7,0.0,2885.8,-104.1,20060.1,68.1,20128.2,35046.1,
03/31/2011,34709.0,719.3,664.7,54.6,394.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,3474.3,,,3474.3,4587.6,797.0,1332.2,-535.2,0.0,,29324.4,28446.1,7985.4,20460.7,,,878.3,30121.4,,58.4,58.4,,,,0.0,0.0,,,,,3685.7,,,3685.7,3744.1,2105.3,2105.3,,,,8003.5,,,,,7811.1,192.4,10108.8,13852.9,0.0,17293.8,0.7,17293.1,0.0,3248.8,244.9,20787.5,68.6,20856.1,34709.0,
06/30/2011,35589.2,748.6,693.6,55.0,385.8,385.8,0.0,0.0,0.0,0.0,0.0,0.0,4420.7,,,4420.7,5555.1,812.8,1369.3,-556.5,0.0,,29221.3,28405.0,7985.4,20419.6,,,816.3,30034.1,,39.7,39.7,,,,0.0,0.0,,,,,4483.0,,,4483.0,4522.7,2105.8,2105.8,,,,7987.6,,,,,7786.5,201.1,10093.4,14616.1,0.0,17245.6,0.7,17244.9,0.0,3448.6,208.3,20902.5,70.6,20973.1,35589.2,
09/30/2011,38887.6,875.9,829.3,46.6,369.5,369.5,0.0,0.0,0.0,0.0,0.0,0.0,7845.9,,,7845.9,9091.3,813.8,1379.2,-565.4,0.0,,28982.5,28370.7,7984.4,20386.3,,,611.8,29796.3,,40.7,40.7,,,,0.0,0.0,,,,,7881.6,,,7881.6,7922.3,2106.3,2106.3,,,,7925.2,,,,,7735.2,190.0,10031.5,17953.8,0.0,17100.8,0.7,17100.1,0.0,3671.6,91.9,20864.3,69.5,20933.8,38887.6,
12/31/2011,40758.7,1089.9,1042.3,47.6,289.4,289.4,0.0,0.0,0.0,0.0,0.0,0.0,9566.5,0.0,192.3,9566.5,10945.8,821.9,1398.2,-576.3,0.0,,28991.0,28337.3,7984.0,20353.3,0.3,,461.1,29812.9,,31.1,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9584.1,0.0,0.0,9584.1,9615.2,2106.8,2106.8,0.0,0.0,,7414.4,0.0,148.8,148.8,0.0,7226.8,38.8,9521.2,19136.4,0.0,17115.8,3.3,17112.5,0.0,4324.6,111.6,21552.0,70.3,21622.3,40758.7,
03/31/2012,39289.1,1107.1,1061.7,45.4,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,7887.5,,,7887.5,9354.6,816.5,1415.1,-598.6,0.0,,29118.0,28305.5,7984.7,20320.8,,,812.5,29934.5,,29.0,29.0,,,,0.0,0.0,,,,,8080.9,,,8080.9,8109.9,2107.2,2107.2,,,,7452.9,,,,,7256.5,196.4,9560.1,17670.0,0.0,17140.7,0.7,17140.0,0.0,4243.6,164.8,21549.1,70.0,21619.1,39289.1,
06/30/2012,37945.9,1335.9,1293.2,42.7,336.9,336.9,0.0,0.0,0.0,0.0,0.0,0.0,6568.1,,,6568.1,8240.9,703.7,1284.9,-581.2,0.0,,29001.3,27449.8,7520.6,19929.2,,,1551.5,29705.0,,38.7,38.7,,,,0.0,0.0,,,,,6620.8,,,6620.8,6659.5,2107.7,2107.7,,,,7480.3,,,,,7262.2,218.1,9588.0,16247.5,0.0,17165.4,3.3,17162.1,0.0,4340.3,114.3,21620.0,78.4,21698.4,37945.9,
09/30/2012,39858.0,2078.9,2016.9,62.0,296.9,296.9,0.0,0.0,0.0,0.0,0.0,0.0,7641.0,,,7641.0,10016.8,705.4,1316.9,-611.5,0.0,,29135.8,27458.3,7538.3,19920.0,,,1677.5,29841.2,,44.5,44.5,,,,749.6,0.0,,,,749.6,7595.4,,,7595.4,8389.5,2106.4,2106.4,,,,7573.9,,,,,7319.8,254.1,9680.3,18069.8,0.0,17180.5,3.3,17177.2,0.0,4408.6,119.7,21708.8,79.4,21788.2,39858.0,
12/31/2012,38863.2,1661.3,1604.7,56.6,267.5,267.5,0.0,0.0,0.0,0.0,0.0,0.0,6789.1,0.0,162.4,6789.1,8717.9,724.0,1364.4,-640.4,0.0,,29421.3,27595.9,7566.9,20029.0,2.3,,1660.7,30145.3,,41.7,41.7,0.0,0.0,0.0,749.7,0.0,0.0,0.0,,749.7,6825.5,0.0,1.0,6825.5,7616.9,2106.8,2106.8,0.0,0.0,,7633.8,0.0,181.6,181.6,0.0,7413.3,37.9,9740.6,17357.5,0.0,17216.4,3.3,17213.1,0.0,3993.4,209.3,21419.1,86.6,21505.7,38863.2,
03/31/2013,42421.8,1904.1,1843.4,60.7,309.2,309.2,0.0,0.0,0.0,0.0,0.0,0.0,10084.5,,,10084.5,12297.8,709.9,1361.2,-651.3,0.0,,29414.1,27572.1,7569.0,20003.1,,,1842.0,30124.0,,31.3,31.3,,,,1499.0,0.0,,,,1499.0,10256.4,,,10256.4,11786.7,1358.0,1358.0,,,,7639.1,,,,,7412.1,227.0,8997.1,20783.8,0.0,17240.8,3.3,17237.5,0.0,4079.0,230.0,21549.8,88.2,21638.0,42421.8,
06/30/2013,46882.7,2029.3,1968.0,61.3,359.1,359.1,0.0,0.0,0.0,0.0,0.0,0.0,14536.2,,,14536.2,16924.6,713.2,1374.4,-661.2,0.0,,29244.9,27546.2,7569.0,19977.2,,,1698.7,29958.1,,37.0,37.0,,,,1499.4,0.0,,,,1499.4,14656.5,,,14572.2,16192.9,1358.2,1358.2,,,,7477.0,,,,,7248.2,228.8,8835.2,25028.1,0.0,17456.2,3.3,17452.9,0.0,4239.2,153.2,21848.6,6.0,21854.6,46882.7,
09/30/2013,48979.9,2130.0,2065.0,65.0,311.9,311.9,0.0,0.0,0.0,0.0,0.0,0.0,16606.2,,,16606.2,19048.1,714.2,1402.7,-688.5,0.0,,29217.6,27520.5,7569.0,19951.5,,,1697.1,29931.8,,41.0,41.0,,,,749.7,0.0,,,,749.7,16422.5,,,16422.5,17213.2,2107.0,2107.0,,,,7681.8,,,,,7306.5,375.3,9788.8,27002.0,0.0,17468.6,3.3,17465.3,0.0,4326.5,177.2,21972.3,5.6,21977.9,48979.9,
12/31/2013,54277.8,2538.1,2469.7,68.4,302.7,302.7,0.0,0.0,0.0,0.0,0.0,0.0,21564.8,0.0,184.5,21512.5,24405.6,513.4,1191.8,-678.4,499.9,499.9,28858.9,27485.5,7569.0,19916.5,17.9,991.2,179.8,29872.2,,36.2,36.2,0.0,0.0,0.0,749.9,0.0,0.0,0.0,,749.9,22524.9,0.0,0.0,22524.9,23311.0,2107.2,2107.2,0.0,0.0,,7699.1,0.0,175.7,175.7,0.0,7249.7,273.7,9806.3,33117.3,0.0,17508.2,3.3,17504.9,0.0,3494.6,152.0,21154.8,5.7,21160.5,54277.8,
03/31/2014,53167.1,1125.9,1053.7,72.2,344.6,344.6,0.0,0.0,0.0,0.0,0.0,0.0,21839.2,,,21839.2,23309.7,508.4,1202.8,-694.4,0.0,,29349.0,27460.4,7569.0,19891.4,,,1888.6,29857.4,,43.1,43.1,,,,0.0,0.0,,,,0.0,21986.6,,,21986.6,22029.7,2107.4,2107.4,,,,7719.9,,,,,7276.1,443.8,9827.3,31857.0,0.0,17524.4,3.3,17521.1,0.0,3603.9,176.3,21304.6,5.5,21310.1,53167.1,
06/30/2014,51611.3,1110.2,1037.3,72.9,334.9,334.9,0.0,0.0,0.0,0.0,0.0,0.0,20286.1,,,20286.1,21731.2,503.4,1226.0,-722.6,0.0,,29376.7,27435.2,7569.0,19866.2,,,1941.5,29880.1,,32.1,32.1,,,,0.0,0.0,,,,0.0,20344.6,,,20344.6,20376.7,2107.5,2107.5,,,,7661.7,,,,,7271.9,389.8,9769.2,30145.9,0.0,17548.9,3.3,17545.6,0.0,3709.8,206.7,21465.4,0.0,21465.4,51611.3,
09/30/2014,63970.3,1160.7,1087.9,72.8,344.8,344.8,0.0,0.0,0.0,0.0,0.0,0.0,32660.9,,,32660.9,34166.4,498.7,1243.8,-745.1,0.0,,29305.2,27406.6,7569.0,19837.6,,,1898.6,29803.9,,35.0,35.0,,,,0.0,0.0,,,,0.0,32592.9,,,32592.9,32627.9,2107.7,2107.7,,,,7697.6,,,,,7308.4,389.2,9805.3,42433.2,0.0,17564.6,3.3,17561.3,0.0,3842.0,130.5,21537.1,0.0,21537.1,63970.3,
