Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/29/2003,738.898987,330.458992,251.147995,79.310997,52.108002,,,62.846001,23.909,13.259,35.325001,0.0,20.496,,,,465.908997,76.785004,,,170.007996,,26.197001,24.598,,,1.599001,272.99,,24.67,24.67,,,,0.0,0.0,0.0,0.0,,46.158003,,,,46.158003,70.828003,20.0,20.0,0.0,0.0,,2.278,,,,,2.278,22.278,93.106003,0.0,131.192001,,,0.0,,514.601013,645.793015,0.0,645.793015,738.899018,
06/28/2003,773.60199,341.495003,266.479004,75.015999,60.720001,,,66.846001,25.08,11.623,39.917999,0.0,19.915001,,,,488.976013,78.013,,,183.317993,,23.295,21.695999,,,1.599001,284.625994,,27.872999,27.872999,,,,0.0,0.0,0.0,0.0,,46.789003,,,,46.789003,74.662003,0.0,0.0,0.0,0.0,,1.939,,,,,1.939,1.939,76.601003,0.0,132.214005,,,0.0,596.625,-31.838013,697.000992,0.0,697.000992,773.601994,
09/27/2003,824.987,331.199005,244.673004,86.526001,64.119003,64.119003,,84.904999,36.804001,14.825,43.779999,0.0,23.318001,,,,503.540985,93.135002,,,183.412003,,44.898998,43.296001,,,1.602997,321.446003,,30.879999,30.879999,,,,0.0,0.0,0.0,0.0,,101.955999,,,,101.955999,132.835999,0.0,0.0,0.0,0.0,,2.763,,,,,2.763,2.763,135.598999,0.0,132.309998,,,0.0,577.953003,-20.875,689.388,0.0,689.388,824.986999,
12/27/2003,856.945007,327.456009,274.32901,53.126999,82.718002,82.718002,,96.793999,45.388,12.551,50.34,0.0,32.959999,,,,539.927979,104.783997,146.098999,-41.314999,168.320007,,43.912998,42.311001,,,1.601997,317.017002,,40.671001,40.671001,,,,0.0,0.0,0.0,0.0,,63.762997,,,,63.762997,104.433998,0.0,0.0,0.0,0.0,,2.821,,,,,2.821,2.821,107.254998,0.0,106.353996,,,0.0,663.604004,-20.268005,749.689995,0.0,749.689995,856.944993,
03/27/2004,898.900024,341.263996,282.365997,58.897999,76.790001,76.790001,,93.652,50.181999,16.171,40.09,0.0,33.707001,,,,545.413025,120.403,,,189.360992,,43.723,42.118,,,1.605,353.486992,,28.653999,28.653999,,,,0.0,0.0,0.0,0.0,,70.669998,,,,70.669998,99.323997,0.0,0.0,0.0,0.0,,2.967,,,,,2.967,2.967,102.290998,0.0,106.160004,,,0.0,698.26001,-7.811035,796.608978,0.0,796.608978,898.899976,
06/26/2004,968.966003,305.326004,242.716003,62.610001,98.638,98.638,,89.865997,43.865002,24.975,34.651001,0.0,48.867001,,,,542.697021,141.074005,,,221.414993,,63.779999,62.176998,,,1.603001,426.268997,,40.587002,40.587002,,,,0.0,0.0,0.0,0.0,,83.898998,,,,83.898998,124.486,0.0,0.0,0.0,0.0,,0.615,,,,,0.615,0.615,125.101,0.0,103.050003,,,0.0,754.573975,-13.758972,843.865005,0.0,843.865005,968.966006,
09/25/2004,1058.051025,366.549995,297.503998,69.045998,85.867996,85.867996,,119.783997,52.835999,26.433001,52.110001,0.0,49.419998,,,,621.622009,153.457993,,,232.610001,,50.361,48.758999,,,1.602001,436.428993,,47.287998,47.287998,,,,0.0,0.0,0.0,0.0,,148.659008,,,,148.659008,195.947006,0.0,0.0,0.0,0.0,,6.503,,,,,6.503,6.503,202.450006,0.0,103.450996,,,0.0,767.643982,-15.493958,855.601021,0.0,855.601021,1058.051027,
12/25/2004,1117.391,314.276,249.909,64.367,110.119,110.119,,154.98,69.036,29.959,67.274,-11.289,57.596,,,,636.971,171.63,223.031,-51.401,257.848,,50.942,26.96,,,23.982,480.42,,53.673,53.673,,,,0.0,,,,,122.594,,,,122.594,176.267,0.0,,,,,5.267,,,,,5.267,5.267,181.534,0.0,110.033,,,0.0,815.209,10.615,935.857,0.0,935.857,1117.391,
03/26/2005,1153.231,301.463,249.193,52.27,101.72,101.72,,166.429,72.233,34.868,70.083,-10.755,53.953,,,,623.565,180.342,,,299.85,299.85,49.474,47.992,,,1.482,529.666,,40.321,40.321,,,,0.0,0.0,0.0,0.0,,107.229,,,,107.229,147.55,0.0,0.0,0.0,0.0,,5.334,,,,,5.334,5.334,152.884,0.0,111.938,,,0.0,862.61,25.799,1000.347,0.0,1000.347,1153.231,
06/25/2005,1229.223,342.703,300.233,42.47,154.697,154.697,,160.328,56.952,34.354,81.771,-12.749,61.582,,,,719.31,179.766,,,291.992,291.992,38.155,36.715,,,1.44,509.913,,51.119,51.119,,,,0.0,0.0,0.0,0.0,,103.171,,,,103.171,154.29,0.0,0.0,0.0,0.0,,5.101,,,,,5.101,5.101,159.391,0.0,101.407,,,0.0,936.804,31.621,1069.832,0.0,1069.832,1229.223,
09/24/2005,1304.726,367.293,331.245,36.048,151.777,151.777,,173.198,54.116,32.166,98.753,-11.837,65.455,,,,757.723,177.064,,,333.609,333.609,36.33,34.919,,,1.411,547.003,,50.21,50.21,,,,0.0,0.0,0.0,0.0,,171.981,,,,171.981,222.191,0.0,0.0,0.0,0.0,,14.103,,,,,14.103,14.103,236.294,0.0,90.028,,,0.0,985.293,-6.889,1068.432,0.0,1068.432,1304.726,
12/31/2005,1362.235,366.402,334.352,32.05,170.997,170.997,,199.841,65.348,27.845,121.404,-14.756,63.927,,,,801.167,179.173,246.508,-67.335,344.673,,37.222,29.349,,,7.873,561.068,,76.516,76.516,,,,0.0,0.0,0.0,0.0,,118.969,,,,118.969,195.485,0.0,0.0,0.0,0.0,,9.486,,,,,9.486,9.486,204.971,0.0,97.323,,,0.0,1072.454,-12.513,1157.264,0.0,1157.264,1362.235,
04/01/2006,1471.499,360.872,314.623,46.249,200.251,200.251,,200.253,74.215,37.927,100.618,-12.507,83.084,,,,844.46,188.82,,,402.417,402.417,35.802,29.33,,,6.472,627.039,,68.809,68.809,,,,0.0,0.0,0.0,0.0,,128.274,,,,128.274,197.083,0.0,0.0,0.0,0.0,,9.73,,,,,9.73,9.73,206.813,0.0,110.865,,,0.0,1159.97,-6.149,1264.686,0.0,1264.686,1471.499,
07/01/2006,1661.857,420.749,373.944,46.805,295.795,295.795,,227.912,84.803,47.084,109.729,-13.704,79.407,,,,1023.863,195.383,,,408.145,408.145,34.466,29.179,,,5.287,637.994,,89.635,89.635,,,,0.0,0.0,0.0,0.0,,284.005,,,,284.005,373.64,0.0,0.0,0.0,0.0,,11.35,,,,,11.35,11.35,384.99,0.0,118.55,,,0.0,1174.866,-16.549,1276.867,0.0,1276.867,1661.857,
09/30/2006,1799.537,461.332,351.723,109.609,249.849,249.849,,333.471,124.958,46.069,176.367,-13.923,87.693,,,,1132.345,209.135,,,425.179,425.179,32.878,31.417,,,1.461,667.192,,125.236,125.236,,,,0.0,0.0,0.0,0.0,,319.929,,,,319.929,445.165,0.0,0.0,0.0,0.0,,13.0,,,,,13.0,13.0,458.165,0.0,72.746,,,0.0,1297.843,-29.217,1341.372,0.0,1341.372,1799.537,
12/30/2006,1897.02,410.354,337.321,73.033,403.524,403.524,,271.008,85.04,42.45,160.748,-17.23,84.198,,,,1169.084,250.988,339.484,-88.496,407.843,407.843,69.105,64.273,,,4.832,727.936,,88.375,88.375,,,,0.0,0.0,0.0,0.0,,249.307,,,,249.307,337.682,0.248,0.248,0.0,0.0,,1.191,,,,,1.191,1.439,339.121,0.0,84.52,,,0.0,1478.654,-5.275,1557.899,0.0,1557.899,1897.02,
03/31/2007,2017.168,573.054,479.38,93.674,334.01,334.01,,283.2,81.187,43.248,176.373,-17.608,80.274,,,,1270.538,257.935,,,337.77,337.77,150.925,149.396,,,1.529,746.63,,110.119,110.119,,,,0.0,0.0,0.0,0.0,,133.301,,,,133.301,243.42,0.233,0.233,0.0,0.0,,77.833,,,,,77.833,78.066,321.486,0.0,93.506,,,0.0,1618.515,-16.339,1695.682,0.0,1695.682,2017.168,
06/30/2007,2444.601,815.106,667.671,147.435,506.483,506.483,,290.682,92.239,50.453,170.292,-22.302,76.038,,,,1688.309,350.299,,,258.445,258.445,147.548,145.99,,,1.558,756.292,,167.339,167.339,,,,0.0,0.0,0.0,0.0,,260.813,,,,260.813,428.152,0.0,0.0,0.0,0.0,,91.48,,,,,91.48,91.48,519.632,0.0,106.61,,,0.0,1832.891,-14.532,1924.969,0.0,1924.969,2444.601,
09/29/2007,2645.5,762.417,703.749,58.668,520.538,520.538,,493.739,152.119,66.922,297.777,-23.079,81.238,,,,1857.932,358.578,,,263.735,263.735,165.255,163.675,,,1.58,787.568,,236.044,236.044,,,,0.0,0.0,0.0,0.0,,331.918,,,,331.918,567.962,0.603,0.603,0.0,0.0,,91.724,,,,,91.724,92.327,660.289,0.0,124.111,,,0.0,1863.867,-2.767,1985.211,0.0,1985.211,2645.5,
12/29/2007,3291.46,745.24,707.689,37.551,952.513,952.513,,505.467,130.056,57.622,348.975,-31.186,129.555,,,,2332.775,374.147,482.995,-108.848,386.954,386.954,197.584,181.358,,,16.226,958.685,,341.053,341.053,,,,0.0,0.0,0.0,0.0,,460.83,,,,460.83,801.883,0.0,0.0,0.0,0.0,,138.963,,,,,138.963,138.963,940.846,0.0,133.35,,,0.0,2171.134,46.13,2350.614,0.0,2350.614,3291.46,
03/29/2008,3083.398,616.791,598.815,17.976,515.648,515.648,,676.051,193.824,49.155,461.757,-28.685,122.635,,,,1931.125,392.001,,,542.937,542.937,217.335,202.534,,,14.801,1152.273,,213.766,213.766,,,,0.0,0.0,0.0,0.0,,252.947,,,,252.947,466.713,0.0,0.0,0.0,0.0,,149.24,,,,,149.24,149.24,615.953,0.0,55.581,,,0.0,2318.914,92.95,2467.445,0.0,2467.445,3083.398,
06/28/2008,3132.031,660.817,624.482,36.335,679.789,679.789,,656.018,173.205,56.628,458.197,-32.012,120.947,,,,2117.571,449.727,,,348.997,348.997,215.736,210.323,,,5.413,1014.46,,179.212,179.212,,,,0.0,0.0,0.0,0.0,,494.256,,,,494.256,673.468,0.0,0.0,0.0,0.0,,148.91,,,,,148.91,148.91,822.378,0.0,1.054,,,0.0,2258.73,49.869,2309.653,0.0,2309.653,3132.031,
09/27/2008,3015.313,539.588,521.54,18.048,678.75,678.75,,698.927,150.663,44.968,531.332,-28.036,119.313,,,,2036.578,453.419,,,309.492,309.492,215.824,207.889,,,7.935,978.735,,217.122,217.122,,,,0.0,0.0,0.0,0.0,,479.92,,,,479.92,697.042,0.0,0.0,0.0,0.0,,178.431,,,,,178.431,178.431,875.473,0.0,1.511,,,0.0,2139.214,-0.885,2139.84,0.0,2139.84,3015.313,
12/27/2008,2934.421,709.221,696.335,12.886,741.321,741.321,,425.312,151.132,28.759,268.625,-23.204,108.571,,,,1984.425,445.252,593.404,-148.152,262.009,262.009,242.735,214.941,,,27.794,949.996,,160.094,160.094,,,,0.0,,,,,319.082,,,,319.082,479.176,0.0,,,,,229.391,,,,,229.391,229.391,708.567,0.0,1.002,,,0.0,2262.503,-37.651,2225.854,0.0,2225.854,2934.421,
03/28/2009,2794.189,938.076,922.329,15.747,420.081,420.081,0.0,353.532,137.491,34.89,208.684,-27.533,116.143,,,60.795,1827.832,440.611,,,303.636,303.636,222.11,208.691,,208.691,13.419,966.357,,302.162,79.453,20.314,,202.395,0.0,0.0,,,,0.0,,,11.951,0.0,302.162,0.0,0.0,,,,233.554,,,,,221.603,233.554,535.716,0.0,9.885,1.0,8.885,0.0,2311.044,-62.456,2258.473,,2258.473,2794.189,
06/27/2009,3144.366,977.798,958.909,18.889,519.433,519.433,0.0,323.161,97.118,37.819,216.304,-28.08,124.412,,,65.081,1944.804,443.026,,,524.935,524.935,231.601,208.888,,208.888,22.713,1199.562,,429.538,137.36,20.142,,272.036,0.0,0.0,,,,0.0,,,14.514,0.0,429.538,0.0,0.0,,,,252.672,,,,,238.158,252.672,682.21,0.0,24.264,1.0,23.264,0.0,2472.912,-35.02,2462.156,,2462.156,3144.366,
09/26/2009,3516.551,1029.406,1011.763,17.643,573.847,573.847,0.0,373.29,107.121,39.517,245.353,-18.701,102.393,,,52.824,2078.936,444.172,,,770.444,770.444,222.999,212.07,,212.07,10.929,1437.615,,663.424,185.668,14.102,150.447,313.207,0.0,0.0,,,,48.621,,,8.447,0.0,712.045,0.0,0.0,,,,249.108,,,,,240.661,249.108,961.153,,36.43,1.002,35.428,0.0,2537.598,-18.63,2555.398,,2555.398,3516.551,
12/26/2009,3825.874,1111.164,1091.581,19.583,874.11,874.11,0.0,309.938,80.963,32.587,235.286,-38.898,98.659,0.0,20.498,39.47,2393.871,441.338,640.309,-198.971,746.464,746.464,244.201,206.256,0.0,206.256,17.447,1432.003,,655.758,203.388,22.846,0.0,429.524,0.0,0.0,0.0,0.0,,27.91,38.574,0.0,10.17,0.0,683.668,0.0,0.0,0.0,0.0,,305.759,0.0,0.0,0.0,0.0,257.015,305.759,989.427,0.0,33.222,1.001,32.221,0.0,2816.607,-13.382,2836.447,0.0,2836.447,3825.874,
03/27/2010,3551.528,1310.978,1291.343,19.635,418.52,418.52,0.0,356.073,89.124,38.671,265.582,-37.304,123.788,,20.499,63.427,2209.359,432.606,,,681.049,681.049,228.514,200.501,,200.501,7.514,1342.169,,643.721,109.904,25.816,299.957,208.044,0.0,0.0,,,,35.835,45.47,,10.558,0.0,679.556,0.0,0.0,,,,317.037,,,,,261.009,317.037,996.593,0.0,0.994,0.994,0.0,0.0,2552.92,1.021,2554.935,,2554.935,3551.528,
06/26/2010,3431.359,1191.791,1173.169,18.622,499.324,499.324,0.0,358.576,,,,,109.826,,20.498,52.758,2159.517,426.805,,,636.184,636.184,208.853,184.888,,184.888,3.467,1271.842,,389.816,150.519,11.312,,227.985,0.0,0.0,,,,46.62,57.595,,8.521,0.0,436.436,0.0,0.0,,,,343.309,,,,,277.193,343.309,779.745,0.0,0.98777,0.98777,0.0,0.0,2648.589,2.038,2651.61477,,2651.61477,3431.35977,
09/25/2010,3658.018,1257.885,1235.965,21.92,524.924,524.924,0.0,494.354,128.175,43.366,352.399,-29.586,94.235,,20.499,35.807,2371.398,427.856,,,639.118,639.118,219.646,196.132,,196.132,3.015,1286.62,,507.796,194.894,42.959,,269.943,0.0,0.0,,,,61.731,70.716,,11.255,0.0,569.527,0.0,0.0,,,,238.242,,,,,156.271,238.242,807.769,0.0,1804.441,1792.768,11.673,-123.563,1136.374,32.997,2850.249,,2850.249,3658.018,
12/25/2010,3988.688,1285.354,1260.936,24.418,747.249,747.249,,387.577,103.277,43.507,278.513,-37.72,78.575,,73.613,44.947,2498.755,427.805,677.709,-249.904,777.401,777.401,284.727,183.352,0.0,183.352,27.762,1489.933,,574.526,132.348,56.028,,386.15,0.0,0.0,0.0,0.0,,94.511,108.076,,6.986,0.0,669.037,0.0,0.0,0.0,0.0,,270.089,,,,,155.027,270.089,939.126,,1835.703,1797.435,38.268,-106.758,1264.613,56.004,3049.562,,3049.562,3988.688,
03/26/2011,3937.509,1252.338,1210.615,41.723,434.935,434.935,0.0,411.021,135.277,42.207,264.761,-31.224,94.543,,73.613,60.961,2192.837,427.11,,,1027.381,1027.381,290.181,184.821,,,31.747,1744.672,,360.667,118.845,29.959,,211.863,0.0,0.0,,,,109.246,114.795,,11.068,0.0,469.913,0.0,0.0,,,,274.367,,,,,148.504,274.367,744.28,,1842.87,1797.435,45.435,-118.018,1377.007,91.37,3193.229,,3193.229,3937.509,
06/25/2011,4198.455,1481.497,1418.871,62.626,493.057,493.057,0.0,385.678,152.48,43.259,219.27,-29.331,102.295,,73.613,74.604,2462.527,423.697,,,1016.869,1016.869,295.362,181.004,,,40.745,1735.928,,777.311,125.68,13.795,388.148,249.688,0.0,0.0,,,,138.776,146.973,,13.18,0.0,916.087,0.0,0.0,,,,319.674,,,,,159.521,319.674,1235.761,,1851.142,1797.435,53.707,-116.099,1097.97,129.681,2962.694,,2962.694,4198.455,
09/24/2011,4334.885,1462.19,1389.406,72.784,519.226,519.226,0.0,461.304,149.134,55.311,283.344,-26.485,111.194,,73.613,84.897,2553.914,423.041,,,983.563,983.563,374.367,255.618,,255.618,45.136,1780.971,,769.899,182.651,20.163,232.889,334.196,0.0,0.0,,,,144.173,173.355,,12.199,0.0,914.072,0.0,0.0,,,,352.621,,,,,167.067,352.621,1266.693,,1858.744,1797.435,61.309,-113.681,1248.443,74.686,3068.192,,3068.192,4334.885,
12/31/2011,4471.338,1398.313,1287.16,111.153,607.45,607.45,0.0,397.741,129.211,52.176,245.724,-29.37,171.333,0.0,88.637,117.663,2574.837,417.105,711.368,-294.263,1097.002,1097.002,382.394,246.646,179.475,67.171,47.111,1896.501,,663.51,164.01,77.784,77.865,343.851,0.0,0.0,0.0,0.0,,194.769,188.132,0.0,4.951,0.0,858.279,0.0,0.0,0.0,0.0,,356.478,0.0,0.0,0.0,0.0,163.395,356.478,1214.757,0.0,1859.304,1797.435,61.869,-103.498,1413.582,87.193,3256.581,0.0,3256.581,4471.338,
03/31/2012,4324.793,1375.147,1285.791,89.356,430.145,430.145,0.0,407.476,129.556,51.691,260.654,-34.425,136.498,,107.19,90.135,2349.266,412.592,,,1161.109,1161.109,401.826,249.279,,,45.357,1975.527,,388.565,109.232,66.156,0.0,213.177,0.0,0.0,,,,205.977,177.095,,7.235,0.0,594.542,0.0,0.0,,,,350.846,,,,,166.516,350.846,945.388,0.0,1868.123,1797.435,70.688,-98.778,1500.39,109.67,3379.405,,3379.405,4324.793,
06/30/2012,4819.124,1384.263,1231.18,153.083,603.673,603.673,,389.931,119.142,53.656,243.238,-26.105,158.253,,93.92,89.468,2536.12,409.751,,,1488.312,1488.312,384.941,232.597,,,58.424,2283.004,,656.319,131.263,32.031,175.932,317.093,0.0,0.0,,,,252.707,193.047,,2.467,0.0,909.026,0.0,0.0,,,,378.302,,,,,182.788,378.302,1287.328,0.0,1869.897,1797.435,72.462,-81.28,1604.625,138.554,3531.796,,3531.796,4819.124,
09/29/2012,4630.742,1369.521,1247.073,122.448,508.725,508.725,,443.416,132.665,53.794,279.003,-22.046,151.386,,107.19,100.929,2473.048,407.853,,,1349.176,1349.176,400.665,241.013,,,52.462,2157.694,,644.457,147.866,50.076,175.331,271.184,0.0,0.0,,,,239.097,179.672,,7.12,0.0,883.554,0.0,0.0,,,,359.441,,,,,172.649,359.441,1242.995,0.0,1883.948,1797.435,86.513,-95.322,1477.504,121.617,3387.747,,3387.747,4630.742,
12/29/2012,4819.124,1384.263,1231.18,153.083,603.673,603.673,,389.931,119.142,53.656,243.238,-26.105,158.253,,93.92,89.468,2536.12,409.751,759.738,-349.987,1488.312,1488.312,384.941,232.597,176.059,56.538,58.424,2283.004,,656.319,131.263,32.031,175.932,317.093,0.0,0.0,0.0,0.0,,252.707,193.047,,2.467,0.0,909.026,0.0,0.0,0.0,0.0,,378.302,0.0,0.0,0.0,0.0,182.788,378.302,1287.328,,1869.897,1797.435,72.462,-81.28,1604.625,138.554,3531.796,,3531.796,4819.124,
03/30/2013,4570.42,1238.918,1093.44,145.478,450.594,450.594,0.0,396.01,135.385,54.841,232.65,-26.866,228.433,,92.828,159.905,2313.955,407.591,,,1479.764,1479.764,369.11,223.316,,,52.966,2256.465,,354.67,112.17,27.674,0.0,214.826,0.0,0.0,,,,250.431,171.662,,2.421,0.0,605.101,0.0,0.0,,,,346.994,,,,,172.911,346.994,952.095,0.0,1875.158,1797.435,77.723,-79.479,1693.291,129.355,3618.325,0.0,3618.325,4570.42,
06/29/2013,4599.181,1226.072,1083.49,142.582,484.246,484.246,0.0,383.492,130.833,49.866,231.38,-28.587,252.449,,95.411,189.208,2346.259,410.533,,,1475.761,1475.761,366.628,220.531,,,50.686,2252.922,,638.501,128.078,24.39,263.704,222.329,0.0,0.0,,,,251.234,167.268,,1.219,0.0,889.735,0.0,0.0,,,,343.089,,,,,174.602,343.089,1232.824,0.0,1880.948,1797.435,83.513,-93.587,1514.153,64.843,3366.357,0.0,3366.357,4599.181,
09/28/2013,4823.226,1202.953,1068.7,134.253,475.707,475.707,0.0,416.725,136.923,52.894,256.996,-30.088,349.253,,94.734,281.816,2444.638,413.675,,,1594.144,1594.144,370.769,221.979,,,54.056,2378.588,,718.14,151.798,44.06,263.704,258.578,0.0,0.0,,,,255.893,166.165,,3.516,0.0,974.033,0.0,0.0,,,,291.689,,,,,122.008,291.689,1265.722,0.0,1884.812,1797.435,87.377,-100.912,1701.823,71.781,3557.504,0.0,3557.504,4823.226,
12/28/2013,4879.603,1329.011,1179.149,149.862,701.965,564.586,137.379,382.226,131.408,50.11,229.089,-28.381,182.434,0.0,88.324,112.611,2595.636,414.848,796.28,-381.432,1502.106,1502.106,367.013,219.494,179.29,40.204,59.195,2283.967,,647.407,146.582,38.043,175.675,287.107,0.0,0.0,0.0,0.0,,257.897,171.012,0.0,1.758,0.0,905.304,0.0,0.0,0.0,0.0,,314.593,0.0,0.0,0.0,0.0,141.823,314.593,1219.897,0.0,1876.698,1797.435,79.263,-120.62,1865.587,38.041,3659.706,0.0,3659.706,4879.603,
