Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,20.794001,,,-15.296,,5.498001,,-4.67,,,,,0.828,0.05,,0.071,,0.0,-0.121,0.878,-0.258,0.62,0.0,,,0.62,0.0,0.62,0.0,,0.62,0.62,,11.85,0.053333,0.053333,,11.85,0.053333,0.053333,0.053333,
03/31/1993,14.33,,,-12.201,,2.129,,-4.214,,,,,-2.085,0.144,,0.03,,0.0,-0.174,-1.941,0.742,-1.199,0.0,,,-1.199,0.0,-1.199,0.0,,-1.199,-1.199,,11.799,-0.1,-0.1,,11.799,-0.1,-0.1,-0.1,
06/30/1993,19.74,,,-15.533,,4.207,,-3.932,,,,,0.275,0.003,,0.069,,0.0,-0.072,0.278,-0.125,0.153,0.0,,,0.153,0.0,0.153,0.0,,0.153,0.153,,11.766,0.013333,0.013333,,11.766,0.013333,0.013333,0.013333,
09/30/1993,21.045,,,-14.879,,6.166,,-4.097,,,,,2.069,0.105,,0.078,,0.0,-0.183,2.174,-0.819,1.355,0.0,,,1.355,0.0,1.355,0.0,,1.355,1.355,,11.766,0.113333,0.113333,,11.766,0.113333,0.113333,0.113333,
12/31/1993,26.132,,,-18.101,,8.031,,-4.45,,,,,3.581,-0.101,,0.078,,0.0,0.023,3.48,-1.26,2.22,0.0,,,2.22,0.0,2.22,0.0,,2.22,2.22,,11.979,0.186667,0.186667,,11.979,0.186667,0.186667,0.186667,
03/31/1994,20.77,,,-15.768,,5.002001,,-4.6,,,,,0.402,-0.03,,0.02,,0.0,0.01,0.372,-0.145,0.227,0.0,,,0.227,0.0,0.227,0.0,,0.227,0.227,,12.033,0.02,0.02,,12.033,0.02,0.02,0.02,
06/30/1994,23.122999,,,-17.455999,,5.667,,-4.878,,,,,0.789,0.016,,0.005,,0.0,-0.021,0.805,-0.337,0.468,0.0,,,0.468,0.0,0.468,0.0,,0.468,0.468,,11.991,0.04,0.04,,11.991,0.04,0.04,0.04,
09/30/1994,23.903,,,-17.285999,,6.617001,,-4.643,,,,,1.974,0.015,,0.012,,0.0,-0.027,1.989,-0.545,1.444,0.0,,,1.444,0.0,1.444,0.0,,1.444,1.444,,11.955,0.12,0.12,,11.955,0.12,0.12,0.12,
12/31/1994,26.733999,,,-19.052999,,7.681,,-5.499,,,,,2.182,0.399,,0.001,,0.0,-0.4,2.581,-1.059,1.522,0.0,,,1.522,0.0,1.522,0.0,,1.522,1.522,,11.964,0.126667,0.126667,,11.964,0.126667,0.126667,0.126667,
03/31/1995,24.034,,,-17.882999,,6.151001,,-5.379,,,,,0.772,-0.133,,0.0,,0.0,0.133,0.639,-0.249,0.39,0.0,,,0.39,0.0,0.39,0.0,,0.39,0.39,,12.1095,0.033333,0.033333,,12.1095,0.033333,0.033333,0.033333,
06/30/1995,24.365999,,,-17.872,,6.493999,,-5.565,,,,,0.929,0.119,,0.0,,0.0,-0.119,1.048,-0.412,0.636,0.0,,,0.636,0.0,0.636,0.0,,0.636,0.636,,12.164999,0.053333,0.053333,,12.164999,0.053333,0.053333,0.053333,
09/30/1995,23.98,,,-16.948,,7.032,,-5.072,,,,,1.96,0.217,,0.0,,0.0,-0.217,2.177,-0.644,1.533,0.0,,,1.533,0.0,1.533,0.0,,1.533,1.533,,12.123,0.126667,0.126667,,12.123,0.126667,0.126667,0.126667,
12/31/1995,35.014,,,-24.624001,,10.389999,,-7.036,,,,,3.354,-0.203,,0.0,,0.0,0.203,3.151,-1.052,2.099,0.0,,,2.099,0.0,2.099,0.0,,2.099,2.099,,12.1095,0.173333,0.173333,,12.1095,0.173333,0.173333,0.173333,
03/31/1996,25.493999,,,-19.552,,5.941999,,-5.216,,,,,0.726,0.121,,,,0.0,-0.121,0.847,-0.296,0.551,0.0,,,0.551,0.0,0.551,0.0,,0.551,0.551,,12.235499,0.046667,0.046667,0.046667,12.235499,0.046667,0.046667,0.046667,
06/30/1996,28.388,,,-21.407,,6.981001,,-5.617,,,,,1.364,0.0,,,,0.0,0.0,1.364,-0.472,0.892,0.0,,,0.892,0.0,0.892,0.0,,0.892,0.892,,12.3615,0.073333,0.073333,0.073333,12.3615,0.073333,0.073333,0.073333,
09/30/1996,27.938,,,-19.837999,,8.1,,-5.769,,,,,2.331,0.415,,,,0.0,-0.415,2.746,-0.774,1.972,0.0,,,1.972,0.0,1.972,0.0,,1.972,1.972,,12.861001,0.153333,0.153333,0.153333,13.5555,0.146667,0.146667,0.146667,
12/31/1996,35.841,,,-25.681999,,10.159,,-6.568,,,,,3.591,0.263,,,,0.0,-0.263,3.854,-1.322,2.532,0.0,,,2.532,0.0,2.532,0.0,,2.532,2.532,,13.225501,0.193333,0.193333,0.193333,13.728001,0.186667,0.186667,0.186667,
03/31/1997,18.063,,,-16.01,,2.052999,,-5.963,,,,,-3.91,0.141,,,,0.0,-0.141,-3.769,1.376,-2.393,0.0,,,-2.393,0.0,-2.393,0.0,,-2.393,-2.393,,13.26,-0.18,-0.18,-0.18,13.26,-0.18,-0.18,-0.18,
06/30/1997,21.677,,,-18.290001,,3.386999,,-6.983,,,,,-3.596,-4.808,,,,0.0,4.808,-8.404,3.059,-5.345,0.0,,,-5.345,0.0,-5.345,0.0,,-5.345,-5.345,,13.568999,-0.4,-0.4,-0.16,13.568999,-0.4,-0.4,-0.16,
09/30/1997,31.533001,,,-23.885,,7.648001,,-5.531,,,,,2.117,0.132,,,,0.0,-0.132,2.249,-0.818,1.431,0.0,,,1.431,0.0,1.431,0.0,,1.431,1.431,,13.590001,0.106667,0.106667,0.106667,13.590001,0.106667,0.106667,0.106667,
12/31/1997,28.747,,,-23.914,,4.833,,-9.91,,,,,-5.077,1.333,,,,0.0,-1.333,-3.744,1.332,-2.412,0.0,,,-2.412,0.0,-2.412,0.0,,-2.412,-2.412,,13.2795,-0.18,-0.18,-0.126667,13.2795,-0.18,-0.18,-0.126667,
03/31/1998,21.181,,,-18.023001,,3.157999,,-5.907,,,,,-2.749,0.245,,,,0.0,-0.245,-2.504,0.877,-1.627,0.0,,,-1.627,0.0,-1.627,0.0,,-1.627,-1.627,,13.342501,-0.12,-0.12,-0.126667,13.342501,-0.12,-0.12,-0.126667,
06/30/1998,25.976999,,,-21.476,,4.500999,,-5.916,,,,,-1.415,0.716,,,,0.0,-0.716,-0.699,0.254,-0.445,0.0,,,-0.445,0.0,-0.445,0.0,,-0.445,-0.445,,13.3455,-0.033333,-0.033333,-0.006667,13.3455,-0.033333,-0.033333,-0.006667,
12/31/1998,41.659,,,-30.562,,11.097,,-8.051001,,,,,3.045999,0.333,,,,0.0,-0.333,3.378999,-1.087,2.167999,0.0,,,2.291999,0.0,2.167999,0.0,,2.167999,2.167999,,12.9735,0.166667,0.166667,0.153333,13.161,0.166667,0.166667,0.153333,
03/31/1999,35.745998,,,-26.5,,9.245998,,-7.952,,,,,1.294,-0.068,,0.117,,0.0,-0.049,1.226,-0.46,0.766,0.0,,,0.766,0.0,0.766,0.0,,0.766,0.766,,12.723001,0.06,0.06,0.06,12.910501,0.06,0.06,0.06,
06/30/1999,38.951,,,-28.922001,,10.028999,,-8.092,,,,,1.937,-0.103,,0.15,,0.0,-0.047,1.834,-0.66,1.174,0.0,,,1.174,0.0,1.174,0.0,,1.174,1.174,,12.620999,0.093333,0.093333,0.093333,12.818999,0.093333,0.093333,0.093333,
09/30/1999,32.582001,,,-25.023001,,7.559,,-7.292,,,,,0.267,0.137,,0.101,,0.0,-0.238,0.404,0.349,0.753,0.0,,,0.753,0.0,0.753,0.0,,0.753,0.753,,12.618,0.06,0.06,0.06,12.8925,0.06,0.06,0.06,
12/31/1999,37.527,,,-29.283001,,8.243999,,-8.197,,,,,0.047,-1.619,,0.163,,0.0,1.456,-1.572,0.848,-0.724,0.0,,,-0.724,0.0,-0.724,0.0,,-0.724,-0.724,,12.372,-0.06,-0.06,0.033333,12.372,-0.06,-0.06,0.033333,
03/31/2000,19.250999,,,-17.684,,1.566999,,-8.571,,,,,-7.004,-0.135,,0.124,,0.0,0.011,-7.139,2.616,-4.523,0.0,,,-4.523,0.0,-4.523,0.0,0.0,-4.523,-4.523,,12.051001,-0.373333,-0.373333,-0.373333,12.051001,-0.373333,-0.373333,-0.373333,
06/30/2000,24.313999,,,-21.290001,,3.023998,,-8.023,,,,,-4.999,-0.123,,0.231,,0.0,-0.108,-5.122,1.87,-3.252,0.0,,,-3.252,0.0,-3.252,0.0,0.0,-3.252,-3.252,,11.7945,-0.273333,-0.273333,-0.273333,11.7945,-0.273333,-0.273333,-0.273333,
09/30/2000,28.958,,,-22.849001,,6.108999,,-7.854,,,,,-1.745,-0.467,,0.302,,0.0,0.165,-2.212,1.033,-1.179,0.0,,,-1.179,0.0,-1.179,0.0,0.0,-1.179,-1.179,,11.6625,-0.1,-0.1,-0.08,11.6625,-0.1,-0.1,-0.08,
12/31/2000,28.415,,,-24.606,,3.809,0.0,-11.115,8.354,,,2.761,-7.306,-0.06,,0.354,,0.0,-0.294,-7.366,2.872,-4.494,0.0,,,-4.494,0.0,-4.494,0.0,0.0,-4.494,-4.494,,11.5845,-0.386667,-0.386667,-0.386667,11.5845,-0.386667,-0.386667,-0.386667,
03/31/2001,27.215,,,-21.027,,6.188,,-6.082,,,,,0.106,-0.017,,0.355,,0.0,-0.338,0.089,-0.04,0.049,0.0,,,0.049,0.0,0.049,0.0,0.0,0.049,0.049,,11.5845,0.006667,0.006667,0.006667,11.586,0.006667,0.006667,0.006667,
06/30/2001,29.446,,,-22.554,,6.892,0.0,-6.212,4.51,,,1.702,0.68,-0.325,,0.325,,,,0.355,-0.128,0.227,,,,0.227,,0.227,0.0,0.0,0.227,0.227,,11.5845,0.02,0.02,0.02,11.6865,0.02,0.02,0.02,
09/30/2001,28.191,,,-22.559,,5.632,0.0,-5.3,3.956,,,1.344,0.332,-0.214,,0.214,,,,0.118,-0.038,0.08,,,,0.08,,0.08,,0.0,0.08,0.08,,11.5845,0.006667,0.006667,0.006667,11.769,0.006667,0.006667,0.006667,
12/31/2001,33.631,,,-25.129,,8.502,0.0,-8.124,6.274,,,1.85,0.378,-0.177,,0.267,,,-0.09,0.201,-0.037,0.164,,,,0.164,0.0,0.164,0.0,0.0,0.164,0.164,,11.601,0.013333,0.013333,0.013333,11.748,0.013333,0.013333,0.013333,
03/31/2002,33.715,,,-26.896999,,6.818001,,-5.617,,,,,1.201,-0.088,,0.217,,0.0,-0.129,1.113,-0.281,0.832,0.321,,,0.511,0.0,0.511,0.0,0.0,0.511,0.511,,11.8215,0.04,0.073333,0.073333,11.997,0.04,0.066667,0.066667,
06/30/2002,33.918,,,-26.88,,7.038,0.0,-6.073,4.735,,,1.338,0.965,-0.027,,0.208,,,-0.181,0.938,-0.236,0.702,0.514,,,0.188,,0.188,0.0,0.0,0.188,0.188,,11.8365,0.013333,0.06,0.06,12.4185,0.013333,0.053333,0.053333,
09/30/2002,31.785,,,-24.559,,7.226,,-6.275,,,,,0.951,0.02,,0.235,,0.0,-0.255,0.971,-0.245,0.726,0.994,,,-0.268,0.0,-0.268,0.0,0.0,-0.268,-0.268,,11.8515,-0.02,0.06,0.06,12.492,-0.02,0.06,0.06,
12/31/2002,34.263,,,-26.889,,7.374001,,-6.975,,,,,0.399,0.086,,0.164,,0.0,-0.25,0.485,-0.122,0.363,0.053,,,0.31,0.0,0.31,0.0,0.0,0.31,0.31,,12.090001,0.025641,0.030025,0.030025,12.891,0.024048,0.028159,0.028159,
03/31/2003,30.542,,,-24.500999,,6.041,,-5.57,,,,,0.471,-0.067,,0.143,,0.0,-0.076,0.404,-0.148,0.256,0.027,,,0.229,0.0,0.229,0.0,0.0,0.229,0.229,,12.5595,0.02,0.02,0.02,13.1505,0.02,0.02,0.02,
06/30/2003,32.011002,,,-25.667,,6.344002,,-5.962,,,,,0.382,0.161,,0.152,,0.0,-0.313,0.543,-0.192,0.351,0.043,,,0.308,0.0,0.308,0.0,0.0,0.308,0.308,,12.633,0.026667,0.026667,0.026667,13.1475,0.026667,0.026667,0.026667,
09/30/2003,36.006001,,,-28.486,,7.52,,-6.12,,,,,1.4,-0.057,,0.117,,0.0,-0.06,1.343,-0.485,0.858,0.045,,,0.813,0.0,0.813,0.0,0.0,0.813,0.813,,12.669,0.066667,0.066667,0.066667,13.3335,0.06,0.066667,0.066667,
12/31/2003,41.210999,,,-32.123001,,9.087997,,-6.998,,,,,2.09,0.005,,0.128,,0.0,-0.133,2.095,-0.768,1.327,0.248,,,1.079,0.0,1.079,0.0,0.0,1.079,1.079,,12.7635,0.086667,0.106667,0.106667,13.485,0.08,0.1,0.1,
03/31/2004,37.897999,,,-30.511999,,7.386,,-6.359,,,,,1.027,0.138,,0.073,,0.0,-0.211,1.165,-0.429,0.736,0.0,,,0.736,0.0,0.736,0.0,0.0,0.736,0.736,,12.855,0.06,0.06,0.06,13.6935,0.053333,0.053333,0.053333,
06/30/2004,42.924999,,,-34.396999,,8.528,,-6.547,,,,,1.981,0.141,,0.046,,0.0,-0.187,2.122,-0.81,1.312,0.0,,,1.312,0.0,1.312,0.0,0.0,1.312,1.312,,12.954,0.1,0.1,0.1,13.788001,0.093333,0.093333,0.093333,
09/30/2004,42.634998,,,-33.827999,,8.806999,,-6.151,,,,,2.656,0.163,,0.027,,0.0,-0.19,2.819,-1.085,1.734,0.0,,,1.734,0.0,1.734,0.0,0.0,1.734,1.734,,13.0035,0.133333,0.133333,0.133333,13.745999,0.126667,0.126667,0.126667,
12/31/2004,51.426,,,-39.001,,12.425,,-9.319,,,,,3.106,0.152,,0.149,,0.0,-0.301,3.258,-1.405,1.854,0.0,,,1.853,0.0,1.854,0.0,0.0,1.854,1.854,,13.3635,0.14,0.14,0.16,14.181,0.133333,0.133333,0.153333,
03/31/2005,48.757,,,-36.888,,11.868999,,-9.917,,,,,1.952,0.155,,0.078,,0.0,-0.233,2.107,-0.801,1.306,0.0,,,1.306,0.0,1.306,0.0,0.0,1.306,1.306,,13.431001,0.1,0.1,0.118,14.311501,0.093333,0.093333,0.110667,
06/30/2005,51.220001,,,-37.759998,,13.460003,,-9.674,,,,,3.786,0.006,,0.065,,0.0,-0.071,3.792,-1.441,2.351,0.0,,,2.351,0.0,2.351,0.0,0.0,2.351,2.351,,13.674,0.173333,0.173333,0.173333,14.6415,0.16,0.16,0.16,
09/30/2005,52.196999,,,-38.040001,,14.156998,,-10.186,,,,,3.971,0.15,,0.041,,0.0,-0.191,4.121,-1.578,2.543,0.0,,,2.543,0.0,2.543,0.0,0.0,2.543,2.543,,13.9785,0.18,0.18,0.18,14.750999,0.173333,0.173333,0.173333,
12/31/2005,53.465,,,-37.365,,16.1,,-11.475,,,,,4.625,0.145,,0.103,,0.0,-0.248,4.77,-1.538,3.232,0.0,,,3.232,0.0,3.232,0.0,0.0,3.232,3.232,,14.07,0.23,0.23,0.243333,14.775,0.22,0.22,0.233333,
03/31/2006,52.597,,,-38.234001,,14.362999,,-11.281,,,,,3.082,0.072,,0.085,,0.0,-0.157,3.154,-1.142,2.012,0.0,,,2.012,0.0,2.012,0.0,0.0,2.012,2.012,,14.151,0.14,0.14,0.15,14.806,0.14,0.14,0.15,
06/30/2006,53.342999,,,-38.431999,,14.910999,,-11.338,,,,,3.573,0.051,,0.167,,0.0,-0.218,3.624,-1.286,2.338,0.0,,,2.338,0.0,2.338,0.0,0.0,2.338,2.338,,14.173,0.16,0.16,0.17,14.776,0.16,0.16,0.17,
09/30/2006,48.534,,,-36.356998,,12.177002,,-11.161,,,,,1.016,-0.144,,0.206,,0.0,-0.062,0.872,-0.322,0.55,0.0,,,0.55,0.0,0.55,0.0,0.0,0.55,0.55,,14.181,0.04,0.04,0.054,14.646,0.04,0.04,0.0536,
12/31/2006,54.193001,,,-40.134998,,14.058002,,-12.745,,,,,1.313,-0.096,,0.276,,0.0,-0.18,1.217,-0.396,0.821,0.0,,,0.821,0.0,0.821,0.0,0.0,0.821,0.821,,14.264,0.06,0.06,0.07,14.7,0.06,0.06,0.07,
03/31/2007,47.835999,,,-37.028,,10.807999,,-12.913,,,,,-2.105,0.018,,0.222,,0.0,-0.24,-2.087,0.779,-1.308,0.0,,,-1.308,0.0,-1.308,0.0,0.0,-1.308,-1.308,,14.32,-0.09,-0.09,-0.07,14.32,-0.09,-0.09,-0.07,
06/30/2007,49.872002,,,-37.237,,12.635002,,-13.967,,,,,-1.332,-0.083,,0.237,,0.0,-0.154,-1.415,0.394,-1.021,0.0,,,-1.021,0.0,-1.021,0.0,0.0,-1.021,-1.021,,14.348,-0.07,-0.07,-0.05,14.348,-0.07,-0.07,-0.05,
09/30/2007,51.577,,,-39.174999,,12.402,,-13.54,,,,,-1.138,0.04,,0.31,,0.0,-0.35,-1.098,0.236,-0.862,0.0,,,-0.862,0.0,-0.862,0.0,0.0,-0.862,-0.862,,14.351,-0.06,-0.06,-0.04,14.351,-0.06,-0.06,-0.04,
12/31/2007,60.199001,,,-44.136002,,16.063,,-15.824,,,,,0.239,0.156,,0.327,,0.0,-0.483,0.395,0.088,0.483,0.0,,,0.483,0.0,0.483,0.0,0.0,0.483,0.483,,14.361,0.03,0.03,0.05,14.772,0.03,0.03,0.05,
03/31/2008,52.106998,,,-39.748001,,12.358997,,-13.572,,,,,-1.213,-0.034,,0.348,,0.0,-0.314,-1.247,0.503,-0.744,0.0,,,-0.744,0.0,-0.744,0.0,0.0,-0.744,-0.744,,14.379,-0.05,-0.05,-0.05,14.379,-0.05,-0.05,-0.05,
06/30/2008,57.234001,,,-43.202,,14.032001,,-13.021,,,,,1.011,0.108,,0.121,,0.0,-0.229,1.119,-0.445,0.674,0.0,,,0.674,0.0,0.674,0.0,0.0,0.674,0.674,,14.394,0.05,0.05,0.07,14.798,0.05,0.05,0.07,
09/30/2008,57.966999,,,-43.405998,,14.561001,,-13.069,,,,,1.492,-0.059,,0.275,,0.0,-0.216,1.433,-0.605,0.828,0.0,,,0.828,0.0,0.828,0.0,0.0,0.828,0.828,,14.44,0.06,0.06,0.08,14.823,0.06,0.06,0.08,
12/31/2008,65.378998,,,-48.881001,,16.497997,,-13.958,,,,,2.54,-0.271,,0.431,,0.0,-0.16,2.269,-0.81,1.459,0.0,,,1.459,0.0,1.459,0.0,0.0,1.459,1.459,,14.47,0.1,0.1,0.12,14.689,0.1,0.1,0.12,
03/31/2009,60.468,40.218,20.25,-46.781,46.781,13.687,0.0,-13.269,9.595,3.309,0.365,0.0,0.418,-0.032,,0.139,,,-0.107,0.386,-0.139,0.247,0.0,0.0,0.0,0.247,0.0,0.247,0.0,0.0,0.247,0.247,0.0,14.473,0.02,0.02,0.02,14.721,0.02,0.02,0.02,
06/30/2009,54.459,36.243,18.216,-42.097,42.097,12.362,0.0,-12.063,8.647,3.048,0.368,0.0,0.299,0.074,,0.082,,,-0.156,0.373,-0.135,0.238,0.0,0.0,0.0,0.238,0.0,0.238,0.0,0.0,0.238,0.238,0.0,14.501,0.02,0.02,0.02,14.787,0.02,0.02,0.02,
09/30/2009,49.914,32.233,17.681,-38.509,38.509,11.405,0.0,-12.721,8.579,3.771,0.371,0.0,-1.316,-0.094,,0.106,,,-0.012,-1.41,0.632,-0.778,0.0,0.0,0.0,-0.778,0.0,-0.778,0.0,0.0,-0.778,-0.778,0.0,14.544,-0.05,-0.05,-0.05,14.544,-0.05,-0.05,-0.05,
12/31/2009,58.207,37.907,20.3,-50.186,50.186,8.021,0.0,-13.688,9.386,4.069,0.233,0.0,-5.667,-0.181,,0.072,,,0.109,-5.848,0.955,-4.893,0.0,0.0,0.0,-4.893,0.0,-4.893,0.0,0.0,-4.893,-4.113,0.78,14.666,-0.33,-0.33,-0.280445,14.666,-0.33,-0.33,-0.280445,
03/31/2010,58.119,40.49,17.629,-44.028,44.028,14.091,0.0,-13.219,9.54,3.445,0.234,0.0,0.872,0.07,,0.071,,,-0.141,0.942,-0.36,0.582,0.0,0.0,0.0,0.582,0.0,0.582,0.0,0.0,0.582,0.582,0.0,14.702,0.04,0.04,0.04,14.958,0.04,0.04,0.04,
06/30/2010,56.214,39.946,16.268,-41.125,41.125,15.089,0.0,-14.337,9.781,4.321,0.235,0.0,0.752,0.207,,0.071,,,-0.278,0.959,-0.11,0.849,0.0,0.0,0.0,0.849,0.0,0.849,0.0,0.0,0.849,0.849,0.0,14.8,0.06,0.06,0.06,15.031,0.06,0.06,0.06,
09/30/2010,61.171,45.118,16.053,-45.098,45.098,16.073,0.0,-15.055,9.995,4.826,0.234,0.0,1.018,-0.06,,0.157,,,-0.097,0.958,-0.42,0.538,0.0,0.0,0.0,0.538,0.0,0.538,0.0,0.0,0.538,0.538,0.0,14.879,0.04,0.04,0.04,15.048,0.04,0.04,0.04,
12/31/2010,63.458,46.843,16.615,-46.193,46.193,17.265,0.0,-15.171,10.81,4.125,0.236,0.0,2.094,0.071,,0.053,,,-0.124,2.165,-0.484,1.681,0.527,0.527,0.0,1.154,0.0,1.154,0.0,0.0,1.154,1.681,0.0,14.905,0.08,0.11,0.11,15.063,0.08,0.11,0.11,
03/31/2011,54.176,37.354,16.822,-39.687,39.687,14.489,0.0,-13.286,9.338,3.743,0.205,0.0,1.203,-0.02,,0.048,,,-0.028,1.183,-0.442,0.741,0.337,0.337,0.0,0.404,0.0,0.404,0.0,0.0,0.404,0.741,0.0,14.924,0.03,0.05,0.05,15.058,0.03,0.05,0.05,
06/30/2011,56.441,40.183,16.258,-49.584,49.584,6.857,0.0,-34.017,9.647,3.322,0.205,20.843,-27.16,-0.224,0.067,0.067,0.0,,0.157,-27.384,9.858,-17.526,0.322,0.322,0.0,-17.848,0.0,-17.848,0.0,0.0,-17.848,-3.4236,14.1024,14.996,-1.19,-1.17,-0.228301,14.996,-1.19,-1.17,-0.229589,
09/30/2011,58.69,42.934,15.756,-43.605,43.605,15.085,0.0,-12.365,8.745,3.363,0.257,0.0,2.72,-0.025,0.048,0.048,0.0,,-0.023,2.695,-1.099,1.596,0.394,0.394,0.0,1.202,0.0,1.202,0.0,0.0,1.202,1.596,0.0,15.031,0.08,0.11,0.11,15.118,0.08,0.11,0.11,
12/31/2011,60.116,40.011,20.105,-46.087,46.087,14.029,0.0,-11.586,8.044,3.369,0.173,0.0,2.443,0.263,,0.048,,,-0.311,2.706,-0.878,1.828,1.119,1.119,0.0,0.709,0.0,0.709,0.0,0.0,0.709,1.828,0.0,15.047,0.05,0.12,0.12,15.132,0.05,0.12,0.12,
03/31/2012,55.593,35.549,20.044,-40.525,40.525,15.068,0.0,-13.845,10.143,3.549,0.153,0.0,1.223,0.552,,0.021,,,-0.573,1.775,-0.74,1.035,-1.43,-1.43,0.0,2.465,0.0,2.465,0.0,0.0,2.465,1.035,0.0,15.083,0.16,0.07,0.07,15.162,0.16,0.07,0.07,
