Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2012,5990.97,404.474,239.687,164.787,181.973,181.973,0.0,0.0,0.0,0.0,0.0,0.0,138.739,21.591,,68.991,,6.649,41.508,725.186,3791.063,5296.519,-1505.456,115.362,115.362,1359.359,1243.932,1043.284,200.648,22.963,,92.464,5265.784,,385.737,26.387,,,359.35,134.489,70.304,14.853,14.853,,49.332,92.233,30.155,,,40.547,612.459,2892.344,2404.476,487.868,487.868,,174.327,23.765,,,,120.407,3066.671,3679.13,0.0,2539.284,0.049,2539.235,-36.706,-155.287,-113.642,2233.649,78.191,2311.84,5990.97,
12/31/2012,6132.964,418.705,252.213,166.492,163.84,163.84,0.0,0.0,0.0,0.0,0.0,0.0,57.206,21.349,0.0,,,8.829,27.028,639.751,3918.999,5550.277,-1631.278,127.819,127.819,1446.395,1244.126,1042.564,201.562,34.478,,167.791,5493.213,,332.362,27.659,,,304.703,67.366,0.0,15.206,15.206,,52.16,139.561,5.381,,,92.464,539.289,2943.381,2397.528,545.853,545.853,,230.843,22.673,0.0,0.0,0.0,202.789,3174.224,3713.513,0.0,2583.42,0.049,2583.371,-36.676,-110.429,-101.042,2335.273,84.178,2419.451,6132.964,
03/31/2013,7612.933,918.308,685.019,233.289,185.163,185.163,0.0,0.0,0.0,0.0,0.0,0.0,902.386,23.986,3.372,,85.083,5.908,872.492,2005.857,3890.19,5611.08,-1720.89,293.751,293.751,1423.135,1210.712,1018.777,191.935,34.568,,89.4,5607.076,,313.038,28.812,,,284.226,813.654,0.0,16.304,16.304,,797.35,139.018,30.695,0.121,25.32,21.618,1265.71,3710.105,3142.038,568.067,568.067,,197.966,25.632,,,,116.198,3908.071,5173.781,0.0,2627.384,0.05,2627.334,-36.309,-74.547,-174.267,2342.261,96.891,2439.152,7612.933,
06/30/2013,7077.849,840.956,517.496,323.46,201.336,201.336,0.0,0.0,0.0,0.0,0.0,0.0,55.317,20.679,3.879,,173.149,7.479,27.159,1097.609,4103.344,5915.795,-1812.451,375.971,375.971,1500.925,1196.842,1012.102,184.74,36.363,,90.692,5980.24,,359.042,34.223,,,324.819,125.622,0.0,85.262,85.262,,40.36,122.871,50.493,0.039,60.752,19.746,607.535,3816.057,3131.184,684.873,684.873,,245.768,21.173,,,,113.311,4061.825,4669.36,0.0,2651.446,0.05,2651.396,-36.284,-103.205,-200.082,2311.875,96.614,2408.489,7077.849,
09/30/2013,7389.044,745.78,399.742,346.038,199.644,199.644,0.0,0.0,0.0,0.0,0.0,0.0,59.35,24.682,3.428,,207.653,10.045,24.623,1004.774,4381.02,6305.181,-1924.161,442.195,442.195,1561.055,1218.524,1036.179,182.345,34.267,,97.183,6384.27,,390.603,28.483,,,362.12,57.164,0.0,16.979,16.979,,40.185,134.458,63.809,0.056,61.68,16.798,582.225,3989.412,3127.002,862.41,862.41,,263.352,24.408,,,,113.399,4252.764,4834.989,0.0,2692.26,0.05,2692.21,-35.903,-81.63,-121.731,2452.996,101.059,2554.055,7389.044,
12/31/2013,7492.359,631.702,261.894,369.808,184.84,184.84,,0.0,0.0,0.0,0.0,0.0,72.118,26.578,4.118,,229.975,21.584,23.956,888.66,4591.65,6614.13,-2022.48,398.39,398.39,1613.659,1226.335,1042.153,184.182,61.039,,92.192,6603.699,,327.824,30.291,,,297.533,70.722,0.0,17.214,17.214,,53.508,147.958,63.029,,69.812,21.287,546.504,4087.934,3173.902,914.032,914.032,,274.955,27.052,,,,115.062,4362.889,4909.393,0.0,2693.937,0.05,2693.887,-84.663,-36.443,-113.767,2459.064,123.902,2582.966,7492.359,
03/31/2014,7730.598,817.548,495.174,322.374,213.56,213.56,0.0,0.0,0.0,0.0,0.0,0.0,54.91,23.3,3.678,,277.026,10.301,19.328,1086.018,4766.297,6897.117,-2130.82,224.176,224.176,1654.107,1224.492,1047.578,176.914,60.233,,88.678,6644.58,,373.811,34.363,,,339.448,72.002,0.0,17.88,17.88,,54.122,149.343,66.363,5.865,69.835,26.119,595.156,4207.369,3170.122,1037.247,1037.247,,284.108,28.344,,,,113.701,4491.477,5086.633,0.0,2743.295,0.051,2743.244,-131.408,4.944,-99.825,2517.006,126.959,2643.965,7730.598,
06/30/2014,7639.611,615.659,408.334,207.325,237.831,237.831,,0.0,0.0,0.0,0.0,0.0,101.044,31.322,,,,46.306,21.41,954.534,4924.162,7169.408,-2245.246,88.69,88.69,1672.225,1228.493,1058.363,170.13,49.799,,393.933,6685.077,,430.032,21.019,72.004,17.335,319.674,72.847,0.0,18.377,18.377,,54.47,60.436,81.912,,,6.458,563.315,3863.328,2747.098,1116.23,1116.23,,302.753,89.768,,,,131.073,4166.081,4729.396,0.0,2797.239,0.053,2797.186,-52.938,16.272,-77.514,2683.059,227.156,2910.215,7639.611,
09/30/2014,7462.0,485.04,354.181,130.859,275.264,275.264,,0.0,0.0,0.0,0.0,0.0,97.407,28.046,,,,35.095,29.7,857.711,4983.376,,,16.075,16.075,1604.838,1182.03,1024.555,157.475,37.237,,385.571,6604.289,,442.625,42.304,,,400.321,77.899,0.0,20.132,20.132,,57.767,147.676,76.272,4.008,67.194,23.57,668.2,3905.756,2733.4,1172.356,1172.356,,290.364,24.651,,,,118.239,4196.12,4864.32,0.0,2870.806,0.054,2870.752,-94.759,59.113,-237.48,2597.68,0.0,2597.68,7462.0,
12/31/2014,7781.978,1140.312,610.917,529.395,262.57,262.57,0.0,0.0,0.0,0.0,0.0,0.0,88.061,29.501,5.007,0.0,45.134,17.071,17.178,1490.943,4998.27,7388.605,-2390.335,0.439,0.439,1292.326,1149.656,1002.129,147.527,37.006,,55.523,6291.035,,404.824,30.221,,4.559,370.044,80.828,0.0,21.362,21.362,,59.466,158.105,81.807,0.0,69.212,18.445,643.757,4563.126,3395.084,1168.042,1168.042,,304.964,85.06,0.0,0.0,0.0,68.885,4868.09,5511.847,0.0,3334.362,0.057,3334.305,-11.411,-295.99,-756.83,2270.131,0.0,2270.131,7781.978,
03/31/2015,7727.694,1059.052,536.709,522.343,277.9,277.9,0.0,0.0,0.0,0.0,0.0,0.0,102.592,,,,,,102.592,1439.544,4990.883,,,10.691,10.691,1286.576,1120.446,984.436,136.01,,,166.13,6288.15,,445.601,,,,445.601,78.758,0.0,23.819,23.819,,54.939,141.996,,,,141.996,666.355,4587.892,3410.254,1177.638,1177.638,,311.718,,,,,311.718,4899.61,5565.965,0.0,3383.136,0.057,3383.079,-10.687,-219.538,-991.182,2161.729,0.0,2161.729,7727.694,
06/30/2015,7826.018,431.53,336.133,95.397,293.855,293.855,,0.0,0.0,0.0,0.0,0.0,604.733,,9.281,,,,604.733,1330.118,5184.8,,,4.039,4.039,1307.061,1139.122,1007.739,131.383,,,158.658,6495.9,,443.747,,,,443.747,235.653,0.0,26.832,26.832,,208.821,138.332,,,,133.268,817.732,4474.377,3256.631,1217.746,1217.746,,331.319,,,,,331.319,4805.696,5623.428,0.0,3418.28,0.057,3418.223,-10.646,-160.079,-1044.965,2202.59,0.0,2202.59,7826.018,
09/30/2015,7705.666,335.469,335.469,0.0,293.125,293.125,0.0,0.0,0.0,0.0,0.0,0.0,613.429,,,,,,613.429,1242.023,5218.595,,,4.077,4.077,1240.971,1106.984,983.53,123.454,,,133.987,6463.643,,1112.036,,,640.063,471.973,233.334,151.535,26.775,26.775,,55.024,118.744,,,,118.744,1464.114,4403.078,3204.497,1198.581,1198.581,,349.821,,,,,349.821,4752.899,6217.013,0.0,3467.2,0.057,3467.143,-9.913,-118.947,-1849.687,1488.653,0.0,1488.653,7705.666,
12/31/2015,10356.695,2241.713,2228.838,12.875,291.964,291.964,0.0,0.0,0.0,0.0,0.0,0.0,725.603,48.322,8.735,33.257,,33.979,549.88,3259.28,5606.436,8395.616,-2789.18,4.584,4.584,1486.395,1287.765,1063.2,224.565,54.372,78.482,57.041,7097.415,,517.729,49.892,37.004,13.674,417.159,956.478,146.121,40.121,40.121,,770.236,182.147,90.305,0.669,100.624,34.321,1656.354,5564.542,4277.403,1287.139,1287.139,,390.413,95.55,0.0,0.0,0.0,103.265,5954.955,7611.309,0.0,4838.506,0.062,4838.444,-7.373,-108.216,-1977.531,2745.386,0.0,2745.386,10356.695,
03/31/2016,13495.835,646.111,633.758,12.353,326.44,326.44,0.0,0.0,0.0,0.0,0.0,0.0,1195.79,,,955.904,,,239.886,2168.341,6888.232,,,3.969,3.969,4435.293,4204.504,3336.968,867.536,,,230.789,11327.494,,600.027,,,,600.027,683.672,148.282,48.325,48.325,,487.065,296.496,,,,296.496,1580.195,6498.119,4945.974,1552.145,1552.145,,598.416,,,,,598.416,7096.535,8676.73,0.0,6973.529,0.069,6973.46,-6.635,-139.327,-2008.462,4819.105,0.0,4819.105,13495.835,
06/30/2016,13269.045,486.488,483.16,3.328,346.994,346.994,0.0,0.0,0.0,0.0,0.0,0.0,1261.947,,,1024.666,,,237.281,2095.429,6958.794,,,7.694,7.694,4207.128,3979.152,3190.197,788.955,,,227.976,11173.616,,661.6,,,,661.6,603.942,0.0,92.611,92.611,,511.331,294.237,,,,292.388,1559.779,6397.283,4882.479,1514.804,1514.804,,606.518,,,,,606.518,7003.801,8563.58,0.0,7307.646,0.071,7307.575,-148.246,-94.616,-2359.319,4705.465,0.0,4705.465,13269.045,
09/30/2016,13097.557,988.358,987.915,0.443,377.528,377.528,0.0,0.0,0.0,0.0,0.0,0.0,294.598,,,96.923,,,197.675,1660.484,7251.399,,,15.036,15.036,4170.638,3921.946,3118.686,803.26,,,248.692,11437.073,,720.285,,,,720.285,611.105,0.0,92.12,92.12,,518.985,164.176,,,,164.176,1495.566,6314.205,4867.75,1446.455,1446.455,,664.076,,,,,664.076,6978.281,8473.847,0.0,7371.096,0.072,7371.024,-147.617,-43.166,-2556.603,4623.71,0.0,4623.71,13097.557,
12/31/2016,12608.371,751.885,748.476,3.409,396.245,396.245,0.0,0.0,0.0,0.0,0.0,0.0,319.396,79.258,15.907,,,102.002,84.064,1467.526,7199.21,10650.897,-3451.687,10.042,10.042,3931.593,3705.295,2986.064,719.231,80.888,92.979,36.524,11140.845,,738.58,60.211,133.562,11.999,532.808,168.974,0.0,101.046,101.046,,67.928,121.141,99.425,0.14,274.341,11.261,1028.695,6590.599,5179.857,1410.742,1410.742,,623.248,132.774,0.0,0.0,0.0,116.568,7213.847,8242.542,0.0,7413.591,0.072,7413.519,-147.559,18.584,-2918.787,4365.829,0.0,4365.829,12608.371,
03/31/2017,17184.684,4938.001,4923.259,14.742,429.99,429.99,0.0,0.0,0.0,0.0,0.0,0.0,206.026,,30.35,,,,206.026,5574.017,7605.829,,,6.461,6.461,3998.377,3763.732,3053.026,710.706,,,204.295,11610.667,,706.135,,,,706.135,180.001,0.0,99.202,99.202,,80.799,133.932,,,,131.617,1020.068,9001.368,7478.059,1523.309,1523.309,,645.409,,,,,645.409,9646.777,10666.845,0.0,9601.705,0.078,9601.627,-146.936,61.769,-2998.699,6517.839,0.0,6517.839,17184.684,
06/30/2017,17473.937,1068.019,1063.777,4.242,545.734,545.734,0.0,0.0,0.0,0.0,0.0,0.0,235.871,,10.284,,,,235.871,1849.624,8746.595,,,6.389,6.389,6871.329,6607.783,4225.553,2382.23,,,253.262,15624.313,,804.974,,,,804.974,145.959,0.0,62.937,62.937,,83.022,140.502,,,,122.453,1091.435,9143.16,7558.873,1584.287,1584.287,,715.679,,,,,715.679,9858.839,10950.274,0.0,9648.895,0.078,9648.817,-146.982,107.574,-3085.824,6523.663,0.0,6523.663,17473.937,
09/30/2017,18308.496,1629.56,1599.988,29.572,597.242,597.242,0.0,0.0,0.0,0.0,0.0,0.0,217.006,,5.441,,,,217.006,2443.808,9006.171,,,10.885,10.885,6847.632,6561.665,4226.49,2335.175,,,280.526,15864.688,,862.673,,,,862.673,144.656,0.0,60.201,60.201,,84.455,149.295,,,,119.533,1156.624,9880.974,8268.786,1612.188,1612.188,,728.681,,,,,728.681,10609.655,11766.279,0.0,9718.659,0.079,9718.58,-146.369,187.474,-3217.547,6542.217,0.0,6542.217,18308.496,
12/31/2017,18691.457,1440.788,1412.517,28.271,576.313,576.313,0.0,0.0,0.0,0.0,0.0,0.0,232.027,64.832,2.379,,,110.961,52.059,2249.128,9394.602,13738.839,-4344.237,9.243,9.243,7038.484,6796.734,4411.762,2384.972,89.784,96.823,52.764,16442.329,,950.805,101.744,130.272,11.181,707.608,143.196,0.0,78.705,78.705,,64.491,148.733,121.257,6.381,252.287,31.656,1242.734,9937.223,8316.967,1620.256,1620.256,,661.71,162.16,0.0,0.0,0.0,119.625,10598.933,11841.667,0.0,10121.402,0.079,10121.323,-146.32,252.689,-3377.981,6849.79,0.0,6849.79,18691.457,
03/31/2018,19941.928,2050.841,2023.808,27.033,645.468,645.468,0.0,0.0,0.0,0.0,0.0,0.0,247.175,,1.207,,,,247.175,2943.484,9696.692,,,12.173,12.173,7289.579,6841.763,4485.155,2356.608,,,446.609,16998.444,,944.425,,,,944.425,157.085,0.0,77.386,77.386,,79.699,144.965,,,,110.868,1246.475,10946.746,9317.149,1629.597,1629.597,,608.156,,,,,608.156,11554.902,12801.377,0.0,10193.11,0.08,10193.03,-145.695,587.483,-3494.347,7140.551,0.0,7140.551,19941.928,
06/30/2018,20070.288,984.507,966.308,18.199,616.472,616.472,0.0,0.0,0.0,0.0,0.0,0.0,249.846,,25.445,,,,249.846,1850.825,10378.915,,,4.2,4.2,7836.348,7310.387,4870.3,2440.087,,,500.516,18219.463,,979.993,,,,979.993,311.315,0.0,85.263,85.263,,226.052,142.312,,,,133.807,1433.62,11078.691,9652.323,1426.368,1426.368,,633.45,,,,,633.45,11712.141,13145.761,0.0,10253.235,0.08,10253.155,-145.632,655.101,-3838.177,6924.527,0.0,6924.527,20070.288,
09/30/2018,20288.071,885.901,870.486,15.415,662.401,662.401,0.0,0.0,0.0,0.0,0.0,0.0,258.685,,29.965,,,,258.685,1806.987,10682.826,,,0.0,0.0,7798.258,7235.926,4852.549,2383.377,,,532.367,18481.084,,1015.431,,,,1015.431,322.064,0.0,98.219,98.219,,223.845,123.824,,,,120.275,1461.319,11032.519,9646.259,1386.26,1386.26,,634.06,,,,,634.06,11666.579,13127.898,0.0,10593.041,0.081,10592.96,-145.216,779.926,-4067.578,7160.173,0.0,7160.173,20288.071,
12/31/2018,20244.638,610.706,606.166,4.54,630.119,630.119,0.0,0.0,0.0,0.0,0.0,0.0,274.857,70.433,38.606,,,98.245,44.009,1515.682,11026.02,15996.65,-4970.63,0.0,0.0,7702.936,7169.684,4836.388,2333.296,125.158,89.887,279.601,18728.956,,944.899,96.98,118.818,8.795,720.306,451.972,0.0,77.844,77.844,,374.128,118.2,46.641,0.928,247.849,44.192,1515.071,10880.525,9439.448,1441.077,1441.077,,629.763,225.428,0.0,0.0,0.0,108.917,11510.288,13025.359,0.0,10751.394,0.081,10751.313,-145.161,889.948,-4276.902,7219.279,0.0,7219.279,20244.638,
03/31/2019,22491.091,1647.677,1633.844,13.833,703.835,703.835,0.0,0.0,0.0,0.0,0.0,0.0,274.259,,86.391,,,,274.259,2625.771,12356.032,,,0.0,,7509.288,7051.191,4808.085,2243.106,,,371.706,19865.32,,1009.912,,,,1009.912,561.47,0.0,188.186,56.024,132.162,373.284,113.969,,,,106.078,1685.351,11836.89,9354.134,2482.756,1166.234,1316.522,544.062,,,,,544.062,12380.952,14066.303,0.0,12043.14,0.084,12043.056,-144.801,1002.053,-4475.28,8425.112,-0.324,8424.788,22491.091,
06/30/2019,22886.505,1630.748,1613.529,17.219,752.68,752.68,0.0,0.0,0.0,0.0,0.0,0.0,605.073,,80.919,353.622,,,251.451,2988.501,12461.118,,,0.0,,7436.886,6973.285,4768.88,2204.405,,,382.682,19898.004,,1113.363,768.67,,,344.693,575.551,0.0,201.827,61.094,140.733,373.724,195.491,,,,159.56,1884.405,11692.221,9227.018,2465.203,1140.676,1324.527,560.65,,,,,560.65,12252.871,14137.276,0.0,12450.699,0.085,12450.614,-144.725,1145.58,-4702.312,8749.242,-0.013,8749.229,22886.505,
09/30/2019,22842.333,1421.967,1402.4,19.567,746.571,746.571,0.0,0.0,0.0,0.0,0.0,0.0,684.719,,59.401,379.473,,,305.246,2853.257,12712.688,,,0.0,,7276.388,6776.756,4648.913,2127.843,,2.599,437.632,19989.076,,1090.64,,,,1090.64,573.775,0.0,202.52,65.518,137.002,371.255,172.068,,,,172.068,1836.483,11685.907,9050.524,2635.383,1301.482,1333.901,558.912,,,,,558.912,12244.819,14081.302,0.0,12635.536,0.086,12635.45,-144.301,1266.43,-4996.554,8761.111,-0.08,8761.031,22842.333,
12/31/2019,23965.615,1879.939,1869.577,10.362,689.134,689.134,0.0,0.0,0.0,0.0,0.0,0.0,303.543,55.954,24.853,,,122.823,99.34,2872.616,13627.964,19562.614,-5934.65,0.0,,7465.035,6884.247,4781.858,2102.389,61.69,100.334,393.911,21092.999,,1071.282,52.232,135.099,9.029,874.922,941.672,0.0,220.845,75.239,145.606,720.827,144.909,46.555,4.017,247.179,62.818,2157.863,12345.645,9599.107,2746.538,1430.882,1315.656,621.725,146.046,0.0,0.0,0.0,177.928,12967.37,15125.233,0.0,12696.519,0.086,12696.433,-144.256,1391.425,-5103.082,8840.606,-0.224,8840.382,23965.615,
03/31/2020,23590.698,1197.172,1171.339,25.833,687.153,687.153,0.0,0.0,0.0,0.0,0.0,0.0,435.784,,224.453,,,,435.784,2320.109,13591.755,,,0.0,,7678.834,7035.998,4927.459,2108.539,,,418.383,21270.589,,1034.718,,,,1034.718,604.732,0.0,229.858,89.262,140.596,374.874,199.023,,,,110.546,1838.473,12474.849,9722.94,2751.909,1489.945,1261.964,608.082,,,,,608.082,13082.931,14921.404,0.0,12893.541,0.086,12893.455,-127.298,1509.317,-5606.196,8669.364,-0.07,8669.294,23590.698,
06/30/2020,27792.63,4807.119,4785.05,22.069,691.589,691.589,0.0,0.0,0.0,0.0,0.0,0.0,482.709,,119.426,152.188,,,330.521,5981.417,14059.928,,,0.0,,7751.285,7091.039,5016.35,2074.689,,,540.82,21811.213,,1080.53,745.517,,,335.013,2545.606,0.0,242.249,102.416,139.833,2303.357,229.635,,,,136.831,3855.771,12924.476,10022.682,2901.794,1658.432,1243.362,624.125,,,,,624.125,13548.601,17404.372,0.0,14652.033,0.089,14651.944,-127.042,1642.621,-5779.332,10388.28,-0.022,10388.258,27792.63,
