Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1989,8460.299805,214.599998,122.5,92.099998,1244.599976,,,1642.0,,,,,170.699997,,,,,3271.899902,4615.299805,8050.0,-3434.699951,189.199997,383.899994,,,,,,383.899994,5188.399796,,924.0,924.0,,,,382.399994,,,,,,893.799957,,,893.799957,2200.199951,2963.399902,,,,,1046.5,,,,1046.5,4009.899902,6210.099854,0.0,104.300003,,,,,2039.5,2143.800003,106.400002,2250.200005,8460.299858,
03/31/1990,8883.400391,271.599998,197.199997,74.400002,1482.599976,,,1714.900024,,,,,178.899994,,,,,3648.0,4663.600098,8173.5,-3509.899902,180.199997,391.600006,,,,,,391.600006,5235.400101,,899.200012,899.200012,,,,488.100006,,,,,,896.199982,,,896.199982,2283.5,3288.300049,,,,,1057.699951,,,,1057.699951,4346.0,6629.5,0.0,110.300003,,,,,2032.599976,2142.899979,111.0,2253.899979,8883.399979,
06/30/1990,8934.0,267.099998,213.0,54.099998,1526.0,,,1643.900024,,,,,188.800003,,,,,3625.800049,4708.799805,8303.200195,-3594.399902,207.100006,392.299988,,,,,,392.299988,5308.199799,,858.299988,858.299988,,,,514.299988,,,,,,921.700073,,,921.700073,2294.300049,3316.699951,,,,,1072.099976,,,,1072.099976,4388.799927,6683.099976,0.0,117.5,,,,,2020.599976,2138.099976,112.800003,2250.899979,8933.999954,
09/30/1990,8973.0,280.400009,213.100006,67.300003,1612.300049,,,1462.900024,,,,,195.300003,,,,,3550.899902,4758.5,8470.0,-3711.5,264.899994,398.700012,,,,,,398.700012,5422.100006,,871.400024,871.400024,,,,560.299988,,,,,,1006.799988,,,1006.799988,2438.5,3266.899902,,,,,1058.0,,,,1058.0,4324.899902,6763.399902,0.0,121.0,,,,,1979.599976,2100.599976,109.0,2209.599976,8972.999878,
12/31/1990,8963.599609,276.700005,220.300003,56.400002,1495.199951,,,1346.0,,,,,206.300003,,,,,3324.199951,4808.399902,8618.0,-3809.600098,292.5,538.5,,,,,,538.5,5639.399902,,986.799988,986.799988,,,,333.0,,,,,,973.80011,,,973.80011,2293.600098,3286.399902,,,,,1172.900024,,,,1172.900024,4459.299926,6752.900024,0.0,123.599998,,,,,1974.300049,2097.900047,112.800003,2210.70005,8963.600074,
03/31/1991,8814.599609,209.499992,175.399994,34.099998,1402.099976,,,1481.5,,,,,227.800003,,,,,3320.899902,4728.200195,8520.400391,-3792.199951,232.600006,532.900024,,,,,,532.900024,5493.700226,,916.299988,916.299988,,,,349.299988,,,,,,987.099976,,,987.099976,2252.699951,3313.600098,,,,,1213.5,,,,1213.5,4527.100098,6779.800049,0.0,124.199997,,,,,1791.800049,1916.000046,118.800003,2034.800049,8814.600098,
06/30/1991,8683.900391,260.299999,211.5,48.799999,1394.0,,,1409.599976,,,,,217.699997,,,,,3281.600098,4671.5,8494.099609,-3822.600098,209.0,521.799988,,,,,,521.799988,5402.299988,,788.099976,788.099976,,,,554.099976,,,,,,988.900146,,,988.900146,2331.100098,3115.399902,,,,,1234.300049,,,,1234.300049,4349.699951,6680.800049,0.0,124.900002,,,,,1760.800049,1885.70005,117.400002,2003.100052,8683.900101,
09/30/1991,8664.799805,288.200005,216.100006,72.099998,1441.699951,,,1298.099976,,,,,209.399994,,,,,3237.399902,4666.200195,8631.799805,-3965.600098,246.600006,514.599976,,,,,,514.599976,5427.400177,,763.200012,763.200012,,,,591.0,,,,,,1002.100037,,,1002.100037,2356.300049,3016.5,,,,,1177.900024,,,,1177.900024,4194.400024,6550.700073,0.0,125.900002,,,,,1871.099976,1996.999977,117.099998,2114.099976,8664.800049,
12/31/1991,8510.5,235.099991,163.399994,71.699997,1315.0,,,1312.699951,,,,,255.899994,,,,,3118.699951,4636.899902,8679.200195,-4042.300049,234.0,520.900024,,,,,,520.900024,5391.799926,,839.5,839.5,,,,603.099976,,,,,,950.000122,,,950.000122,2392.600098,2038.099976,,,,,1229.0,,,,1229.0,3267.099976,5659.700074,0.0,709.799988,,,,,2021.300049,2731.100037,119.699997,2850.800034,8510.500108,
03/31/1992,8677.5,311.699993,262.399994,49.299999,1549.099976,,,1373.800049,,,,,224.800003,,,,,3459.399902,4534.100098,8588.5,-4054.399902,170.5,513.5,,,,,,513.5,5218.100098,,860.200012,860.200012,,,,705.900024,,,,,,1011.700012,,,1011.700012,2577.800049,2023.699951,,,,,1226.0,,,,1226.0,3249.699951,5827.5,0.0,715.700012,,,,,2012.099976,2727.799988,122.199997,2849.999985,8677.499985,
