Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1991,,107.519997,107.519997,,0.544717,0.189621,0.125,0.125,,0.125,0.125,0.125,,0.110575,,,,,
06/30/1991,,107.307999,107.307999,,0.576742,0.254874,0.1725,0.1725,,0.1725,0.1725,0.1725,,0.324011,,,,,
09/30/1991,,114.300003,114.300003,,0.584427,0.264077,0.18,0.18,,0.18,0.18,0.18,,0.430945,,,,,
12/31/1991,,117.879996,117.879996,,0.600008,0.280404,0.19,0.19,0.19,0.19,0.19,0.19,0.0175,0.22472,,,,,
03/31/1992,116.0,117.339996,117.339996,,0.628873,0.233467,0.1575,0.1575,,0.1575,0.1575,0.1575,0.0175,0.192074,,0.07981,4.40594,,
06/30/1992,116.043999,117.328003,117.328003,,0.656553,0.313395,0.215,0.215,,0.215,0.215,0.215,0.0175,0.36888,,0.051058,4.605693,,
09/30/1992,116.043999,117.419998,117.419998,,0.712596,0.347351,0.245,0.245,,0.245,0.245,0.245,0.0175,0.237643,,0.020096,4.836795,,
12/31/1992,116.468004,117.704004,117.704004,,0.74096,0.345137,0.25,0.25,0.25,0.25,0.25,0.25,0.0175,0.220324,,0.026909,5.08465,,
03/31/1993,116.531998,117.792,117.792,,0.769976,0.290249,0.215,0.215,,0.215,0.215,0.215,0.0175,0.343105,,0.024997,5.28726,,
06/30/1993,116.531998,117.832001,117.832001,,0.832108,0.370808,0.27,0.27,,0.27,0.27,0.27,0.0175,0.457601,,0.038007,5.54361,,
09/30/1993,116.547997,117.867996,117.867996,,0.89165,0.427376,0.285,0.285,,0.285,0.285,0.285,0.0175,0.620957,,0.037615,5.816737,,
12/31/1993,116.545998,117.916,117.916,,0.930103,0.427821,0.305,0.305,0.305,0.305,0.305,0.305,0.02,0.383078,,0.035909,6.109777,,
03/31/1994,116.737999,117.916,117.916,,1.000602,0.389828,0.28,0.28,,0.28,0.28,0.28,0.02,0.697395,,0.027395,6.311158,,
06/30/1994,116.737999,117.952003,117.952003,,1.04295,0.449301,0.325,0.325,,0.325,0.325,0.325,0.02,0.311186,,0.04415,6.582201,,
09/30/1994,116.739998,117.949997,117.949997,,1.084036,0.493633,0.355,0.355,,0.355,0.355,0.355,0.02,0.594142,,0.065667,6.886868,,
12/31/1994,116.79,117.96,117.96,,1.130544,0.540454,0.39,0.39,0.39,0.39,0.39,0.39,0.02,0.42756,,0.029874,7.175906,,
03/31/1995,116.891998,118.237999,118.237999,,1.185431,0.537687,0.38,0.38,,0.38,0.38,0.38,0.02,0.582249,,0.0579,7.695907,,
06/30/1995,117.141998,118.498001,118.498001,,1.254021,0.598246,0.42,0.42,,0.42,0.42,0.42,0.02,0.422893,,0.041215,8.168317,,
09/30/1995,117.230003,118.685997,118.685997,,1.342568,0.647726,0.45,0.45,,0.45,0.45,0.45,0.02,0.706191,,0.049586,8.658432,,
12/31/1995,117.258004,118.760002,118.760002,,1.429606,0.706366,0.495,0.495,0.495,0.495,0.495,0.495,0.02,0.705338,,0.082596,9.563458,,
03/31/1996,117.807999,119.306,116.919998,,1.493645,0.709348,0.5,0.5,0.5,0.49,0.49,0.49,0.02,0.683527,,0.037273,9.830962,,
06/30/1996,117.806,118.208,118.208,,1.541951,0.753392,0.53,0.53,0.53,0.53,0.53,0.53,0.02,0.611651,,0.046042,10.271183,,
09/30/1996,117.896004,119.610001,117.473999,,1.614621,0.800058,0.56,0.56,0.555,0.55,0.55,0.545,0.02,1.173,,0.067424,10.877799,,
12/31/1996,117.9,119.15,118.494,,1.679807,0.8679,0.6,0.6,0.6,0.6,0.6,0.6,0.02,0.656109,,0.032748,11.587065,,
03/31/1997,118.298172,119.322,119.322,,1.718803,0.873485,0.605,0.605,0.605,0.605,0.605,0.605,0.02,0.883684,0.883684,0.055707,12.024074,,
06/30/1997,118.381,119.594,118.322,,1.782128,0.977502,0.68,0.68,0.68,0.67,0.67,0.67,0.025,0.471949,0.471949,0.059646,12.898987,,
09/30/1997,114.167,116.386,114.935,,1.947405,1.079602,0.73,0.73,0.73,0.72,0.72,0.72,0.025,0.97837,0.97837,0.062181,12.340615,,
12/31/1997,113.792,115.792,113.847,,2.007001,1.122577,0.76,0.76,0.75,0.75,0.75,0.74,0.025,0.838661,,0.043,13.065769,,
03/31/1998,114.105616,115.741,113.989,,2.140259,1.225618,0.83,0.83,0.76,0.81,0.81,0.75,0.025,1.075604,1.075604,0.052478,13.828522,,
06/30/1998,113.34,115.713,114.144,,2.085313,1.234485,0.83,0.83,0.82,0.82,0.82,0.81,0.025,0.658948,0.658948,0.095959,14.373372,,
09/30/1998,109.511,112.695,111.417,,2.161914,1.290001,0.87,0.87,0.85,0.86,0.86,0.84,0.025,0.972266,0.972266,0.049885,14.397686,,
12/31/1998,109.002998,110.025002,108.989998,,2.282778,1.365859,0.91,0.91,0.88,0.91,0.91,0.88,0.025,1.154895,,0.042659,15.05088,,
03/31/1999,109.021,109.918,109.003,,2.262938,1.3721,0.92,0.92,0.91,0.91,0.91,0.9,0.025,1.162289,1.162289,0.061089,15.792297,,
06/30/1999,109.078,110.254,109.059,,2.291704,1.536838,1.04,1.04,1.03,1.02,1.02,1.01,0.025,0.65625,0.65625,0.036616,16.278635,,
09/30/1999,105.492,110.261,108.533,,2.306976,1.689569,1.13,1.13,1.13,1.11,1.11,1.11,0.025,1.388518,1.388518,0.064138,16.301312,,
12/31/1999,105.798,107.017,107.017,,2.333966,1.876982,1.27,1.27,1.27,1.25,1.25,1.25,0.025,0.83569,0.83569,0.021947,16.786603,,
03/31/2000,105.841,106.86,105.85,,2.467388,1.809636,1.2,1.2,1.2,1.19,1.19,1.19,0.025,1.627671,1.627671,0.079846,18.240909,,
06/30/2000,106.086,106.845,105.924,,2.588309,1.939372,1.28,1.28,1.28,1.27,1.27,1.27,0.025,0.798469,0.798469,0.057812,19.531182,,
09/30/2000,106.486712,107.339,106.334,,2.658773,2.080435,1.38,1.38,1.38,1.36,1.36,1.36,0.025,1.390797,1.390797,0.039808,21.15401,,
12/31/2000,106.826,107.751,106.71,,2.739069,2.085878,1.24,1.24,1.38,1.23,1.23,1.37,0.025,1.385156,1.385156,0.052403,23.073802,,
03/31/2001,106.985,107.817,106.883,,2.998409,2.240281,1.48,1.48,1.4,1.46,1.46,1.38,0.025,1.98475,1.98475,0.132654,24.614581,,
06/30/2001,107.218,108.102,107.111,,3.170011,2.284686,1.51,1.51,1.46,1.49,1.49,1.44,0.025,0.600256,0.600256,0.114906,25.931569,,
09/30/2001,107.221,108.218,107.305,,3.16701,2.218452,1.48,1.48,1.44,1.47,1.47,1.43,0.025,2.289008,2.289008,0.093704,27.771388,,
12/31/2001,106.087,107.092,106.623,,3.357465,2.253913,1.51,1.51,1.46,1.5,1.5,1.45,0.025,0.976028,0.976028,0.248777,28.468964,,
03/31/2002,105.9,106.931,106.194,,3.536622,2.367234,1.59,1.59,1.54,1.58,1.58,1.53,0.025,2.199249,2.199249,0.125656,29.746421,,
06/30/2002,103.907,105.921,105.181,,3.649281,2.437417,1.63,1.63,1.6,1.61,1.61,1.58,0.025,0.827811,0.827811,0.164657,31.224999,,
09/30/2002,100.80288,103.361,102.825,,3.80069,2.188826,1.47,1.47,1.47,1.47,1.47,1.47,0.025,1.523686,1.523686,0.127715,33.085245,,
12/31/2002,100.251,100.555,100.364,,4.140867,2.008649,1.37,1.37,1.32,1.37,1.37,1.32,0.025,1.355466,1.355466,0.110134,33.866914,,
03/31/2003,98.734,99.624,99.532,,4.104178,1.929058,1.42,1.42,1.42,1.42,1.42,1.42,0.025,2.634329,2.634329,0.089098,35.137541,,
06/30/2003,98.464,98.781,98.615,,4.381555,1.822704,1.46,1.46,1.46,1.46,1.46,1.46,0.025,0.712123,0.712123,0.072585,36.884933,,
09/30/2003,98.507,98.825,98.489,,4.339378,1.318472,1.07,1.07,1.07,1.06,1.06,1.06,0.025,2.064088,2.064088,0.092054,37.550672,,
12/31/2003,98.413,98.817,98.462,,4.563375,1.49478,1.05,1.05,1.03,1.05,1.05,1.03,0.038,1.532774,1.532774,0.239928,38.581305,,
03/31/2004,98.671,99.174,98.674,,4.544926,1.930346,1.32,1.32,1.26,1.31,1.31,1.25,0.038,2.485903,2.485903,0.034539,39.958539,,
06/30/2004,98.575,99.264,98.623,,4.087779,1.788153,1.57,1.57,1.53,1.56,1.56,1.52,0.038,0.770774,0.770774,0.054527,40.302186,,
09/30/2004,97.947,98.386,97.76,,3.999939,1.559431,1.37,1.37,1.37,1.36,1.36,1.36,0.075,1.477813,1.477813,0.028791,42.123669,,
12/31/2004,96.260864,96.897,96.897,,4.159788,1.513535,1.39,1.39,1.38,1.39,1.39,1.38,0.075,0.963693,0.963693,0.029389,43.045936,43.045936,
03/31/2005,95.573151,95.784,95.265,,4.040393,2.289897,1.91,1.91,-0.01,1.9,1.9,-0.01,0.075,2.481121,2.481121,0.021251,43.921132,,
06/30/2005,92.237541,93.181999,92.594002,,4.265428,2.051742,1.88,1.88,-0.11,1.87,1.87,-0.11,0.15,-0.09951,-0.09951,0.056756,45.772611,,
09/30/2005,91.217934,91.795998,91.086998,,4.1251,1.754927,1.56,1.56,1.56,1.55,1.55,1.55,0.15,2.039138,2.039138,0.019886,46.557664,,
12/31/2005,88.04643,88.847,87.842,,4.22265,1.475456,1.45,1.45,1.46,1.44,1.44,1.45,0.15,1.086781,1.086781,0.052427,47.305212,47.305212,
03/31/2006,87.266998,87.227,86.577,,4.262472,2.077711,1.89,1.89,1.89,1.87,1.87,1.87,0.25,2.217899,2.217899,2.36739,48.076892,,
06/30/2006,85.692378,86.259,85.668,,4.243171,1.698942,1.75,1.75,1.76,1.74,1.74,1.75,0.25,0.91655,0.91655,1.242141,48.895165,,
09/30/2006,82.995338,83.766,83.238,,4.437841,1.606189,1.56,1.56,1.56,1.55,1.55,1.55,0.25,1.485475,1.485475,3.101548,50.847362,,
12/31/2006,82.799919,82.435,82.074,,4.47445,1.286071,1.48,1.48,1.5,1.47,1.47,1.49,0.25,1.238041,1.238041,3.547564,51.882623,,
03/31/2007,83.067337,82.354,81.89,,4.513884,1.377604,1.13,1.13,1.15,1.12,1.12,1.14,0.25,2.185713,2.185713,3.070316,53.636196,,
06/30/2007,81.95431,82.309,81.763,,4.513521,0.715275,0.94,0.94,1.02,0.93,0.93,1.01,0.25,0.658892,0.658892,2.237674,53.683229,,
09/30/2007,81.793299,80.786,80.786,,6.875449,-1.648293,-4.61,-4.61,-2.1,-4.61,-4.61,-2.1,0.25,0.262719,0.262719,5.108022,49.298513,,
12/31/2007,81.793185,80.738,80.738,,4.942964,-27.630162,-18.17,-18.17,-17.69,-18.17,-18.17,-17.69,0.025,4.680398,4.680398,3.532483,31.718327,,
03/31/2008,124.949399,84.127,84.127,,5.038513,-0.962568,-0.41,-0.41,-0.4,-0.41,-0.41,-0.4,0.025,3.100978,3.100978,8.701466,23.90346,,
06/30/2008,125.068464,123.834,123.834,,3.428243,-1.399543,-0.81,-0.81,-0.74,-0.81,-0.81,-0.74,0.025,4.812531,4.812531,8.480659,22.918631,,
09/30/2008,125.068464,123.834,123.834,,3.727829,-1.497416,-0.93,-0.93,-1.08,-0.93,-0.93,-1.08,0.025,0.291826,0.291826,8.699507,21.017496,,
12/31/2008,125.06835,123.628,123.628,,3.328421,-3.452656,-2.23,-2.23,-2.08,-2.23,-2.23,-2.08,0.0,3.817412,3.817412,8.773874,19.463222,,
03/31/2009,125.085652,123.999,123.999,,3.509577,-1.990855,-1.49,-1.49,-1.335535,-1.49,-1.49,-1.337136,0.0,3.46506,3.46506,9.694933,18.584657,,
06/30/2009,125.10173,124.244,124.244,,3.657979,-2.531181,-2.74,-2.74,-2.810228,-2.74,-2.74,-2.815006,0.0,0.003195,0.003195,8.058961,16.12295,,
09/30/2009,125.10173,124.296,124.296,,3.325425,-4.807017,-4.17,-4.17,-4.401517,-4.17,-4.17,-4.405913,0.0,-0.103479,-0.103479,6.952118,13.18208,,
12/31/2009,125.101057,124.296,124.296,,3.262559,-4.158991,-2.25,-2.25,-2.418879,-2.25,-2.25,-2.418879,0.0,-0.701913,-0.701913,9.478249,10.41223,,
03/31/2010,125.561696,124.889,124.889,,2.968796,-1.041885,-1.2,-1.2,-1.417202,-1.2,-1.2,-1.417202,0.0,-1.577793,-1.577793,6.515705,9.222191,,
06/30/2010,200.449588,182.156,181.267,,2.241748,0.236375,0.14,0.14,-0.03945,0.13,0.13,-0.044038,0.0,0.073141,0.073141,11.950975,9.841542,,
09/30/2010,200.449588,200.077,200.077,,1.910889,-0.254762,-0.26,-0.26,-0.380114,-0.26,-0.26,-0.382573,0.0,-1.347566,-1.347566,10.806213,9.894982,,
12/31/2010,200.449588,200.077,200.077,,1.80468,-0.612594,-0.93,-0.93,-0.982002,-0.93,-0.93,-0.982002,0.0,-2.109298,-2.109298,6.506145,8.326557,,
03/31/2011,201.142536,200.744,200.744,,1.759021,-0.029142,-0.17,-0.17,-0.196379,-0.17,-0.17,-0.198698,0.0,-2.096865,-2.096865,5.530078,7.995857,,
06/30/2011,201.146648,201.097,201.097,,1.825025,-0.674068,-0.75,-0.75,-0.852255,-0.75,-0.75,-0.852255,0.0,-2.767465,-2.767465,5.163238,7.521179,,
09/30/2011,201.171528,201.109,201.109,,1.676549,-0.823305,-0.82,-0.82,-0.876922,-0.82,-0.82,-0.876922,0.0,-2.180604,-2.180604,4.307836,6.903686,,
12/31/2011,201.172,201.125,201.125,,2.222449,-0.368184,-0.67,-0.67,-0.076077,-0.67,-0.67,-0.076077,0.0,-2.326165,-2.326165,4.949988,5.949213,,
03/31/2012,202.03,201.528,201.528,,1.884021,0.031931,-0.1,-0.1,-0.481898,-0.1,-0.1,-0.484865,0.0,-2.102016,-2.102016,4.467683,5.600911,,
06/30/2012,202.032,202.013,202.013,,1.589452,-1.246801,-1.36,-1.36,-1.428586,-1.36,-1.36,-1.432777,0.0,-2.131016,-2.131016,2.787405,4.292503,,
09/30/2012,202.032,202.014,202.014,,1.515831,-1.115942,-1.22,-1.22,-1.253012,-1.22,-1.22,-1.253012,0.0,-1.576198,-1.576198,3.615289,3.306288,,
12/31/2012,202.032,202.014,202.014,,1.838348,-1.774278,-1.91,-1.91,-2.336883,-1.91,-1.91,-2.336883,0.0,-1.960646,-1.960646,5.086447,0.974796,,
03/31/2013,337.758,232.348,232.348,,1.158542,-0.195332,-0.31,-0.31,-0.319301,-0.31,-0.31,-0.319301,0.0,-1.083328,-1.083328,4.843142,2.302483,,
06/30/2013,337.758,339.341,337.868,,0.780956,0.09266,0.04,0.04,0.018272,0.04,0.04,0.007272,0.0,-0.760386,-0.760386,1.691933,2.015236,,
09/30/2013,337.758,339.426,337.868,,0.753102,0.089097,0.04,0.04,0.036266,0.04,0.04,0.036266,0.0,-0.544582,-0.544582,1.356208,2.081508,,
12/31/2013,337.758,337.743,337.743,,0.745955,0.051773,0.0,0.0,-0.020461,-0.004166,-0.004166,-0.030461,0.0,-0.82582,-0.82582,0.985001,2.204353,2.204353,
03/31/2014,338.516,413.18,338.213,,0.695071,0.231354,0.18,0.18,0.176667,0.15,0.15,0.149441,0.0,-0.466827,-0.475612,0.928556,2.483531,,
06/30/2014,338.56,413.481,338.626,,0.682865,0.18904,0.13,0.13,0.13289,0.12,0.12,0.118738,0.0,-0.358076,-0.3588,1.011933,2.751698,,
09/30/2014,338.56,413.576,338.626,,0.694321,0.264678,0.21,0.21,0.210808,0.18,0.18,0.178472,0.0,-0.172831,-0.17514,0.720469,2.907928,,
12/31/2014,338.56,439.363,338.309091,,0.710486,0.273368,0.22,0.22,0.218717,0.19,0.19,0.189012,0.0,-0.19985,-0.201946,0.584481,3.062686,3.062686,
03/31/2015,339.639,468.141,339.107,,0.796843,0.453612,0.39,0.39,0.341967,0.32,0.32,0.283446,0.0,-0.096453,-0.098152,0.684913,3.490647,,
06/30/2015,339.639,439.148,339.705,,0.715706,0.3896,0.33,0.33,0.334078,0.28,0.28,0.279622,0.0,-0.088945,-0.092286,0.635292,3.645883,,
09/30/2015,339.651,468.149,339.701,,0.793377,0.425698,2.42,2.42,0.368362,1.78,1.78,0.289622,0.0,0.573805,0.570496,1.13215,6.325667,,
12/31/2015,339.657,467.927,339.697,,0.760775,0.370439,0.3,0.3,0.30012,0.24,0.24,0.239,0.0,0.058985,0.053701,0.533244,6.583524,6.583524,
03/31/2016,340.636,431.365,340.144,,0.760205,0.348056,0.2,0.2,0.22326,0.17,0.17,0.185647,0.0,-0.166194,-0.171827,0.733622,6.879481,,
06/30/2016,340.636,446.139,340.678,,0.773557,0.52097,0.32,0.32,0.326202,0.26,0.26,0.264279,0.0,0.327356,0.324984,0.883565,7.373498,,
09/30/2016,345.474,406.05,349.376,,0.783826,0.278454,0.16,0.16,0.29253,0.14,0.14,0.252264,0.0,0.110403,0.103977,0.795264,7.476913,,
12/31/2016,340.663,402.635,341.361,,0.780757,0.522113,0.31,0.31,0.314977,0.28,0.28,0.280084,0.0,0.550836,0.534481,0.456199,7.482004,7.482004,
