Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2017,341.434,402.175,341.009,,0.765024,0.55795,0.26,0.26,0.342932,0.24,0.24,0.307495,0.0,0.227176,0.215405,1.250824,7.754152,,
06/30/2017,370.557,394.47,366.918,,0.717632,0.530944,0.32,0.32,0.325004,0.31,0.31,0.311592,0.0,0.131057,0.115672,0.345178,8.082592,,
09/30/2017,370.562,391.087,370.586,,0.729547,0.533587,0.32,0.32,0.325638,0.32,0.32,0.321662,0.0,0.352955,0.346311,0.676543,8.447032,,
12/31/2017,370.567,372.462,370.591,,0.732619,0.698107,0.07,0.07,0.433499,0.07,0.07,0.427988,0.0,0.405571,0.394926,0.269455,8.512701,8.512701,
03/31/2018,371.348,391.562,370.908,,0.716539,0.52104,0.39,0.39,0.389719,0.38,0.38,0.382332,0.0,0.361184,0.347143,0.477956,8.701819,,
06/30/2018,362.15,388.881,368.578,,0.765103,0.680366,0.51,0.51,0.513422,0.49,0.49,0.496228,0.0,0.348982,0.340712,0.529874,9.150559,,
09/30/2018,362.155,382.905,362.18,,0.801936,0.676879,0.5,0.5,0.499382,0.49,0.49,0.4873,0.0,0.333961,0.327326,0.737245,9.635463,,
12/31/2018,355.371,381.076,360.111,,0.79318,0.577502,0.44,0.44,0.427638,0.43,0.43,0.420162,0.0,0.447001,0.437062,0.427418,10.0793,10.0793,
03/31/2019,355.986,376.667,355.653,,0.820041,0.574068,0.43,0.43,0.428595,0.42,0.42,0.421301,0.0,0.463601,0.462735,0.728543,10.720037,,
06/30/2019,354.177,376.603,355.734,,0.821729,0.631823,0.47,0.47,0.471158,0.46,0.46,0.459546,0.0,0.328138,0.319784,0.618075,11.394486,,
09/30/2019,348.709,372.575,351.475,,0.905848,0.671624,0.5,0.5,0.494021,0.49,0.49,0.481148,0.06,1.303544,1.291938,0.474393,11.92862,,
12/31/2019,347.308,369.943,348.538,,0.894095,0.67609,0.505124,0.505124,0.505124,0.505124,0.505124,0.502272,0.0,0.434297,0.42983,0.466004,12.407529,12.407529,
03/31/2020,338.567,365.216,344.053,,0.891993,0.584692,0.44,0.44,0.428812,0.42,0.42,0.413782,0.0,0.535743,0.534057,1.078968,12.52877,,
06/30/2020,338.567,339.661,338.593,,0.868205,0.086865,0.04,0.04,0.02918,0.04,0.04,0.027732,0.0,0.696414,0.695345,1.083139,12.946787,,
09/30/2020,,,,,,,0.287,0.287,0.311,0.287,0.287,0.311,0.06,0.38,,,13.25,,
12/31/2020,,,,,,,0.35,0.35,0.353,0.35,0.35,0.353,0.06,0.46,,,13.585,,
