Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,FFO Per Share,FFO Per Share Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1994,,,8.769,,7.944,7.944,,,,,,,,,
06/30/1994,,,8.613,,8.613,8.613,,,,,,,,,
09/30/1994,,,8.816,,8.816,8.816,,,,,,,,,
12/31/1994,,,9.061,,9.061,9.061,,,,,,,,,
03/31/1995,,,10.553,,10.553,10.553,,,,,,,,,
06/30/1995,,,11.408,,11.408,11.408,,,,,,,,,
09/30/1995,,,11.665,,11.664999,11.664999,,,,,,,,,
12/31/1995,,,10.664,,10.664,10.664,,,,,,,,,
03/31/1996,,,13.411,,13.411,13.411,,,,,,,,,
06/30/1996,,,14.038,,14.038,14.038,,,,,,,,,
09/30/1996,,,15.224,,15.224,15.224,,,,,,,,,
12/31/1996,,,15.019,,15.019,15.019,,,,,,,,,
03/31/1997,,,15.995,,15.995,15.995,,,,,,,,,
06/30/1997,,,16.436001,,16.436,16.436,,,,,,,,,
09/30/1997,,,16.032,,16.032001,16.032001,,,,,,,,,
12/31/1997,,,18.934999,,18.934999,18.934999,,,,,,,,,
03/31/1998,,,20.875,,20.874999,20.874999,,,,,,,,,
06/30/1998,,,22.486,,22.486001,22.486001,,,,,,,,,
09/30/1998,,,28.209,,23.358001,23.358001,,,,,,,,,
12/31/1998,,,30.943001,,30.894002,30.894002,,,,,,,,,
03/31/1999,,,32.867001,,32.867,32.867,,,,,,,,,
06/30/1999,,,35.82,,35.82,35.82,,,,,,,,,
09/30/1999,,,38.995998,,38.996,38.996,,,,,,,,,
12/31/1999,,,42.617001,,42.617001,42.617001,,,,,,,,,
03/31/2000,,,42.091,,42.091,42.091,,,,,,,,,
06/30/2000,,,44.375999,,44.376,44.376,,,,,,,,,
09/30/2000,,,44.942001,,44.942,44.942,,,,,,,,,
12/31/2000,,,47.287998,,47.288002,47.288002,,,,,,,,,
03/31/2001,,,49.484001,,49.484,49.484,,,,,,,,,
06/30/2001,,,52.782001,,52.782,52.782,,,,,,,,,
09/30/2001,,,52.549999,,52.707,52.707,,,,,,,,,
12/31/2001,,,54.514999,,57.011,57.011,,,,,,,,,
03/31/2002,,,55.178001,,56.285,56.285,,,,,,,,,
06/30/2002,,,55.566002,,56.446,56.446,,,,,,,,,
09/30/2002,,,54.658001,,56.147,56.147,,,,,,,,,
12/31/2002,,,55.366001,,58.353002,58.353002,,,,,,,,,
03/31/2003,,,59.966999,,66.352,66.352,,,,,,,,,
06/30/2003,,,49.655998,,49.318,49.318,,,,,,,,,
09/30/2003,,,59.514999,,88.595,88.595,,,,,,,,,
12/31/2003,,,,,81.16,81.16,,,,,,,,,
03/31/2004,,,71.917,,68.48,68.48,,,,,,,,,
06/30/2004,,,62.153,,68.521,68.521,,,,,,,,,
09/30/2004,,,68.809998,,75.602,75.602,,,,,,,,,
12/31/2004,,,67.581001,,72.898,72.898,,,,,,,,,
03/31/2005,,,81.371002,,83.871,83.871,,,,,,,,,
06/30/2005,,,75.483002,,80.928,80.928,,,,,,,,,
09/30/2005,,,74.649002,,82.434,82.434,,-29.6551724137931,,,,,,,
12/31/2005,,77.85,87.25,,104.757,104.757,,17.8947368421053,,,,,,12.0745022479127,
03/31/2006,,77.7,80.689003,38.9077415492958,93.286,93.286,,9.27835051546393,,,,,,3.8468507078507,
06/30/2006,,89.3,87.681,18.135276053693,105.835,105.835,,6.17760617760618,,,,,,-1.81298992161254,
09/30/2006,,111.75,85.855003,2.69714801300187,88.518,88.518,,13.0604288499025,,,,,,-23.1722568232662,
12/31/2006,,87.14,83.175003,13.4069585476551,128.982,128.982,,8.41121495327101,,,,,,-4.55014574248336,
03/31/2007,,102.4,97.820999,9.16329150684931,150.855,150.855,,18.5410334346505,,,,,,-4.47168066406251,
06/30/2007,,87.275,98.496002,-5.112579602649,125.113,125.113,,17.5496688741722,,,,,,12.8570633056431,
09/30/2007,,77.85,76.709,-1.29999659090909,75.096,75.096,,2.88808664259926,,,,,,-1.46563904945407,
12/31/2007,,64.933,71.776001,5.96414341736694,72.107,72.107,,-0.562851782363978,,,,,,10.538556666102,
03/31/2008,,89.25,83.428001,4.23303829321662,86.645,86.645,,0.946372239747635,,,,,,-6.52324817927172,
06/30/2008,,103.7,82.220001,-3.44258259045621,82.552,82.552,,0.303951367781155,,,,,,-20.7135959498554,
09/30/2008,,101.15,87.750999,1.47874626452242,96.762,96.762,,0.147275405007364,,,,,,-13.2466643598616,
12/31/2008,,40.3,41.828999,1.92266793602832,-63.345,-63.345,,-83.6065573770492,,,,,,3.79404218362284,
03/31/2009,,46.043,41.426998,1.83561134453781,26.602,23.718,,-1.37614678899083,,,,,,-10.0254153725865,
06/30/2009,,41.057,29.9,-0.166137130801692,-146.473,-96.294,,-3.42679127725857,,,,,,-27.1744160557274,
09/30/2009,,35.4,28.205999,2.24813206370858,28.286,26.224,,-1.96078431372549,,,,,,-20.3220367231638,
12/31/2009,,25.24,40.144001,5.26781664032759,40.355,35.585,,4.72972972972973,,,,,,59.0491323296355,
03/31/2010,,25.686,45.960999,2.11605847953216,39.014,36.083,,13.1386861313869,,,,,,78.9340457836954,
06/30/2010,,30.183,31.356001,-4.48437410714285,12.789,13.762,,15.6716417910448,,,,,,3.88629692210847,
09/30/2010,,24.533,6.233,-0.698111320754717,17.471,26.773,,2.27272727272727,,,,,,-74.5934048016957,
12/31/2010,,25.7,28.539,0.930482783202482,22.247,16.857,,3.94265232974909,,,,,,11.0466926070039,
03/31/2011,,31.35,9.334,2.7619247706422,14.122,12.859,,1.69491525423729,,,,,,-70.2264752791069,
06/30/2011,,32.14,35.501999,-2.64831616341029,23.868,28.573,,-0.66225165562914,,,,,,10.4604822650902,
