Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,1100.0,-356.399994,743.600006,-569.0,174.600006,-20.700001,,17.9,171.800005,-51.5,120.300003,0,0.0,120.300003,0,120.300003,,,120.300005,,0.15,0.15,807.047974,0.15,0.15,0.15,807.047974,
06/30/1990,1154.800049,-363.600006,791.200043,-605.0,186.199997,-16.700001,,19.6,189.099997,-54.599998,134.5,0,0.0,134.5,0,134.5,,,134.499998,,0.166667,0.166667,804.965973,0.166667,0.166667,0.166667,804.965973,
09/30/1990,1186.699951,-389.700012,796.999939,-620.700012,176.300003,-15.1,,15.5,176.700003,-52.0,124.699997,0,0.0,124.699997,0,124.699997,,,124.700003,,0.155,0.155,805.476013,0.155,0.155,0.155,805.476013,
12/31/1990,1245.400024,-405.700012,839.700012,-714.299988,125.400002,-16.200001,1.6,32.299999,143.1,-37.700001,105.400002,0,0.0,105.400002,0,105.400002,,,105.399999,0.13,0.13,0.13,805.803042,0.13,0.13,0.13,805.803042,
03/31/1991,1217.199951,-379.700012,837.499939,-650.5,187.0,-16.4,,21.799999,192.4,-52.900002,139.5,-106,0.0,33.5,0,33.5,,,139.499998,,0.173333,0.041667,806.18399,0.173333,0.173333,0.041667,806.18399,
06/30/1991,1238.199951,-394.799988,843.399963,-646.0,197.399994,-14.4,,27.5,210.499994,-55.900002,154.600006,0,0.0,154.600006,0,154.600006,,,154.599993,,0.191667,0.191667,806.399963,0.191667,0.191667,0.191667,806.399963,
09/30/1991,1266.5,-410.600006,855.899994,-668.400024,187.5,-12.9,,22.4,197.0,-53.200001,143.800003,0,0.0,143.800003,0,143.800003,,,143.799999,,0.178333,0.178333,806.675995,0.178333,0.178333,0.178333,806.675995,
12/31/1991,1337.099976,-441.299988,895.799988,-751.599976,144.199997,-14.5,2.9,-511.0,-378.400003,81.300003,-297.100006,0,0.0,-297.100006,0,-297.100006,,,-297.1,-0.368333,-0.368333,-0.368333,807.188964,-0.368333,-0.368333,-0.368333,807.188964,
03/31/1992,1311.5,-400.899994,910.600006,-702.099976,208.5,-18.9,,33.0,222.6,-59.0,163.600006,0,0.0,163.600006,0,163.600006,,,163.6,,0.203333,0.203333,807.64801,0.203333,0.203333,0.203333,807.64801,
06/30/1992,1373.400024,-433.5,939.900024,-706.900024,233.0,-19.9,,25.700001,238.800001,-60.900002,177.899994,0,0.0,177.899994,0,177.899994,,,177.9,,0.22,0.22,807.780029,0.22,0.22,0.22,807.780029,
09/30/1992,1438.300049,-481.399994,956.900055,-735.599976,221.300003,-21.0,,22.1,222.400003,-57.900002,164.5,0,0.0,164.5,0,164.5,,,164.500002,,0.203333,0.203333,807.936035,0.203333,0.203333,0.203333,807.936035,
12/31/1992,1474.400024,-498.5,975.900024,-805.400024,170.5,-21.0,1.1,23.799999,174.399999,-36.700001,137.699997,0,0.0,137.699997,0,137.699997,,,137.699998,0.17,0.17,0.17,810.204252,0.17,0.17,0.17,810.204252,
03/31/1993,1331.699951,-410.899994,920.799957,-698.400024,222.399994,,0.0,-47.599998,174.799995,-38.700001,136.100006,46,0.0,182.100006,0,182.100006,,,136.099995,,0.168333,0.225,812.17804,0.168333,0.168333,0.225,812.17804,
