Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,362.644,362.644,,-182.244,94.901,87.343,180.4,0.0,134.584,44.745,,,-179.329,314.984,-29.405,,32.503,,,,-3.098,285.579,-106.665,178.914,0.0,0.0,0.0,178.914,0.0,178.914,0.0,0.0,178.914,60.0901,-118.8239,149.441,1.2,1.2,0.402099,150.301,1.19,1.19,0.399427,
12/31/2011,436.804,436.804,,-214.784,123.114,91.67,222.02,0.0,-49.267,47.722,,,1.545,172.753,-31.496,,37.686,,,,-6.19,141.257,-50.411,90.846,0.0,0.0,0.0,90.846,0.0,90.846,0.0,0.0,90.846,83.1097,-7.7363,149.45,0.61,0.61,0.556104,150.378,0.6,0.6,0.548554,
03/31/2012,449.96,449.96,,-253.004,145.479,107.525,196.956,0.0,-43.66,42.942,,,0.718,153.296,-36.571,,41.252,,,-2.212,-2.469,116.725,-44.69,72.035,0.0,0.0,0.0,72.035,0.0,72.035,0.0,0.0,72.035,69.71255,-2.32245,149.494,0.48,0.48,0.466323,150.216,0.48,0.48,0.464539,
06/30/2012,337.804,337.804,,-212.735,97.054,115.681,125.069,0.0,-43.665,41.778,,,1.887,81.404,-35.38,,40.629,,,,-5.249,46.024,-14.578,31.446,0.0,0.0,0.0,31.446,,31.446,0.0,0.0,31.446,31.9595,0.5135,149.582,0.21,0.21,0.213659,150.149,0.21,0.21,0.21342,
09/30/2012,364.057,364.057,,-225.465,93.854,131.611,138.592,0.0,-52.831,51.481,,,1.35,85.761,-37.472,,40.46,,,,-2.988,48.289,-11.585,36.704,0.0,0.0,0.0,36.704,-4.831,31.873,0.0,0.0,31.873,32.40535,0.53235,149.604,0.21,0.21,0.216608,150.388,0.21,0.21,0.21354,
12/31/2012,406.273,406.273,,-223.662,85.059,138.603,182.611,0.0,-56.106,50.614,,,5.492,126.505,-60.476,,62.445,,,,-1.969,66.029,-24.721,41.308,-14.918,-14.918,0.0,56.226,-8.185,48.041,0.0,0.0,48.041,32.38525,-0.73775,149.779,0.32,0.22,0.21622,150.825,0.32,0.22,0.215109,
03/31/2013,415.883,415.883,,-227.889,84.853,143.036,187.994,0.0,-43.515,39.785,,,3.73,144.479,-35.471,,37.752,,,,-2.281,109.008,-34.768,74.24,-35.041,-35.041,0.0,109.281,-9.026,100.255,0.0,0.0,100.255,65.69695,0.48295,150.327,0.67,0.44,0.437027,150.949,0.66,0.43,0.433199,
06/30/2013,473.093,473.093,,-250.153,87.68,162.473,222.94,0.0,-60.96,54.822,,,6.138,161.98,-35.343,,37.384,,,,-2.041,126.637,-38.078,88.559,-5.559,-5.559,0.0,94.118,-7.262,86.856,0.0,0.0,86.856,84.73225,3.43525,150.525,0.58,0.54,0.562911,151.393,0.57,0.54,0.562691,
09/30/2013,479.606,479.606,,-259.115,89.642,169.473,220.491,0.0,-53.427,48.171,,,5.256,167.064,-33.244,,35.554,,,,-2.31,133.82,-33.501,100.319,-2.291,-2.291,0.0,102.61,-14.354,88.256,0.0,0.0,88.256,84.34455,-1.62045,150.679,0.59,0.57,0.559763,151.663,0.58,0.57,0.559315,
12/31/2013,493.429,493.429,,-270.536,92.386,178.15,222.893,0.0,-41.812,58.071,,,-16.259,181.081,-29.388,,31.998,,0.0,,-2.61,151.693,-73.159,78.534,-53.272,-53.272,0.0,131.806,-16.601,115.205,0.0,0.0,115.205,47.53875,-14.39425,150.772,0.76,0.41,0.315302,153.017,0.75,0.4,0.30593,
03/31/2014,661.625,670.979,-9.354,-254.447,102.336,152.111,407.178,0.0,-50.387,48.968,,,1.419,356.791,-29.417,,31.968,,0.0,,-2.551,327.374,-116.335,211.039,0.104,0.104,0.0,210.935,-18.742,192.193,0.0,0.0,192.193,191.2102,-1.0868,151.371,1.27,1.27,1.263189,152.759,1.26,1.26,1.252886,
06/30/2014,526.168,534.693,-8.525,-268.411,111.192,157.219,257.757,0.0,-32.986,63.283,,,-30.297,224.771,-29.294,,31.873,,0.0,,-2.579,195.477,-59.089,136.388,-1.876,-1.876,0.0,138.264,-27.343,110.921,0.0,0.0,110.921,95.25135,-13.79365,151.744,0.73,0.72,0.627711,152.57,0.73,0.72,0.627711,
09/30/2014,578.723,576.902,1.821,-286.483,110.905,175.578,292.24,0.0,-60.737,57.131,,,3.606,231.503,-34.713,,35.717,,0.0,,-1.004,196.79,-64.496,132.294,0.0,0.0,0.0,132.294,-33.739,98.555,0.0,0.0,98.555,77.6081,-20.9469,151.557,0.65,0.65,0.512072,152.33,0.65,0.65,0.512072,
12/31/2014,637.966,606.194,31.772,-313.931,119.541,194.39,324.035,0.0,-283.705,68.752,,,214.953,40.33,-36.26,,36.979,,0.0,,-0.719,4.07,25.828,29.898,0.401,0.401,0.0,29.497,-44.201,-14.704,0.0,0.0,-14.704,71.579578,85.882578,151.605,-0.1,-0.1,0.472145,152.633,-0.1,-0.1,0.462674,
03/31/2015,677.958,671.223,6.735,-320.124,125.379,194.745,357.834,0.0,-43.075,63.126,,,-20.051,314.759,-36.277,,37.216,,0.0,,-0.939,278.482,-57.314,221.168,0.0,0.0,0.0,221.168,-47.741,173.427,0.0,0.0,173.427,163.53,-9.897,152.036,1.14,1.14,1.075601,152.756,1.14,1.14,1.07521,
06/30/2015,465.19,435.329,29.861,-329.728,132.909,196.819,135.462,0.0,-102.428,65.404,,,37.024,33.034,-34.144,,36.833,,0.0,,-2.689,-1.11,64.857,63.747,0.0,0.0,0.0,63.747,-58.211,5.536,0.0,0.0,5.536,-9.226,-14.762,152.454,0.04,0.04,-0.060517,152.877,0.04,0.04,-0.060517,
09/30/2015,453.785,422.715,31.07,-345.113,136.886,208.227,108.672,0.0,61.383,60.633,,,-122.016,170.055,-33.886,,36.547,,0.0,,-2.661,136.169,-35.936,100.233,0.0,0.0,0.0,100.233,-59.446,40.787,0.0,0.0,40.787,-28.13515,-68.92215,152.551,0.27,0.27,-0.184431,152.854,0.27,0.27,-0.184431,
12/31/2015,528.641,424.732,103.909,-347.293,127.868,219.425,181.348,0.0,-136.057,60.762,0.0,,75.295,45.291,-32.271,,35.935,,0.0,,-3.664,13.02,-76.282,-63.262,0.0,0.0,0.0,-63.262,-71.317,-134.579,0.0,0.0,-134.579,-147.318558,-12.739558,152.633,-0.88,-0.88,-0.965182,152.633,-0.88,-0.88,-0.965182,
03/31/2016,544.743,436.074,108.669,-356.803,135.572,221.231,187.94,0.0,-60.739,57.942,,,2.797,127.201,-31.34,,36.18,,0.0,,-4.84,95.861,-7.436,88.425,0.0,0.0,0.0,88.425,-82.789,5.636,0.0,0.0,5.636,10.541,4.905,156.72,0.04,0.04,0.06726,157.195,0.04,0.04,0.06726,
06/30/2016,447.768,362.224,85.544,-371.133,146.504,224.629,76.635,0.0,-401.127,77.299,,,323.828,-324.492,-28.661,,36.305,,0.0,,-7.644,-353.153,172.346,-180.807,0.0,0.0,0.0,-180.807,-77.838,-258.645,0.0,0.0,-258.645,-63.210984,195.434016,166.801,-1.55,-1.55,-0.37896,166.801,-1.55,-1.55,-0.37896,
09/30/2016,490.099,463.37,26.729,-384.168,147.08,237.088,105.931,0.0,2.526,61.43,,,-63.956,108.457,-25.269,,35.984,,0.0,,-10.715,83.188,-13.084,70.104,0.0,0.0,0.0,70.104,-78.12,-8.016,0.0,0.0,-8.016,-47.859,-39.843,172.867,-0.05,-0.05,-0.276854,172.867,-0.05,-0.05,-0.280484,
12/31/2016,430.728,374.377,56.351,-798.708,625.205,173.503,-367.98,0.0,-298.214,22.275,,,275.939,-666.194,-53.964,,22.69,,0.0,,31.274,-720.158,210.943,-509.215,-400.43,-400.43,0.0,-108.785,-83.173,-191.958,0.0,0.0,-191.958,-352.01582,240.37218,171.524,-1.119132,-3.453674,-2.052283,171.524,-1.119132,-3.453674,-2.052283,
03/31/2017,744.986,753.427,-8.441,-428.113,196.195,231.918,316.873,0.0,74.104,71.957,,,-146.061,390.977,-39.607,,42.655,,0.0,,-3.048,351.37,-100.665,250.705,0.0,0.0,0.0,250.705,-86.713,163.992,0.0,0.0,163.992,75.879,-88.113,173.213,0.95,0.95,0.438068,173.511,0.95,0.95,0.438068,
06/30/2017,653.075,642.416,10.659,-438.226,197.409,240.817,214.849,0.0,-24.722,52.67,,,-27.948,190.127,-37.773,44.078,44.078,0.0,,,-6.305,152.354,-29.709,122.645,0.0,0.0,0.0,122.645,-81.519,41.126,0.0,0.0,41.126,31.927002,-9.198998,173.462,0.24,0.24,0.184058,173.582,0.24,0.24,0.184058,
09/30/2017,637.646,623.788,13.858,-441.881,195.321,246.56,195.765,0.0,-57.738,66.263,,,-8.525,138.027,-43.851,50.377,50.377,0.0,0.0,,-6.526,94.176,11.281,105.457,0.0,0.0,0.0,105.457,-82.117,23.34,0.0,0.0,23.34,16.83415,-6.50585,173.476,0.13,0.13,0.09704,173.675,0.13,0.13,0.09254,
12/31/2017,914.313,866.211,48.102,-716.261,393.591,322.67,198.052,0.0,-100.795,56.003,0.0,,44.792,97.257,-68.249,55.731,55.731,0.0,0.0,,12.518,29.008,1247.682,1276.69,-102.645,-102.645,0.0,1379.335,-99.264,1280.071,0.0,0.0,1280.071,31.713,-1145.713,218.937,5.85,5.377922,0.14485,219.712,5.83,5.36282,0.14485,
03/31/2018,1211.049,1249.444,-38.395,-867.984,475.291,392.693,343.065,0.0,-2293.397,39.815,,,2253.582,-1950.332,-58.041,57.911,57.911,0.0,,,0.13,-2008.373,429.84,-1578.533,-133.554,-133.554,0.0,-1444.979,-141.015,-1585.994,0.0,0.0,-1585.994,37.537,1757.085,264.877,-5.987662,-6.491874,0.141715,264.877,-5.987662,-6.491874,0.141715,
06/30/2018,1030.295,1004.545,25.75,-847.641,475.932,371.709,182.654,0.0,-297.304,62.959,,,234.345,-114.65,-57.25,57.12,57.12,0.0,,,0.13,-171.9,94.922,-76.978,-213.324,-213.324,0.0,136.346,-118.54,17.806,0.0,0.0,17.806,-84.966,110.552,265.03,0.07,-0.734529,-0.32059,265.154,0.07,-0.734529,-0.32059,
09/30/2018,1038.818,1053.121,-14.303,-851.497,463.481,388.016,187.321,0.0,-334.772,51.816,,,282.956,-147.451,-51.857,56.18,56.18,0.0,,,-4.323,-199.308,71.961,-127.347,-190.795,-190.795,0.0,63.448,-103.141,-39.693,0.0,0.0,-39.693,-61.641,168.847,259.56,-0.15,-0.49,0.159886,259.56,-0.15,-0.49,0.159886,
12/31/2018,1231.453,1429.349,-197.896,-894.692,478.072,416.62,336.761,0.0,-907.452,129.63,,,777.822,-570.691,-127.159,57.747,57.747,0.0,,,69.412,-697.85,99.788,-598.062,163.911,163.911,0.0,-761.973,125.286,-636.687,0.0,0.0,-636.687,326.929,799.705,254.642,-2.5,-2.35,1.283877,254.642,-2.5,-2.35,0.790507,
03/31/2019,1213.972,1275.169,-61.197,-873.767,482.654,391.113,340.205,0.0,-164.749,48.978,,,115.771,175.456,53.469,56.573,56.573,0.0,,,-110.042,228.925,-38.234,190.691,0.0,0.0,0.0,190.691,0.0,190.691,0.0,0.0,190.691,211.872999,21.181999,254.879,0.75,0.75,0.831269,255.226,0.75,0.75,0.831269,
06/30/2019,960.53,902.617,57.913,-845.713,473.3,372.413,114.817,0.0,181.213,86.208,,,-267.421,296.03,-131.599,50.503,50.503,0.0,,,81.096,164.431,-38.865,125.566,0.0,0.0,0.0,125.566,0.0,125.566,0.0,0.0,125.566,21.997,-103.569,255.099,0.49,0.49,0.086229,255.223,0.49,0.49,0.084202,
09/30/2019,943.307,771.263,172.044,-866.756,475.763,390.993,76.551,0.0,-238.08,79.376,,,158.704,-161.529,-285.842,47.709,47.709,0.0,,,238.133,-447.371,86.343,-361.028,0.0,0.0,0.0,-361.028,0.0,-361.028,0.0,0.0,-361.028,-14.349,346.679,255.235,-1.41,-1.41,-0.056219,255.235,-1.41,-1.41,-0.056219,
12/31/2019,948.356,850.801,97.555,-859.046,474.82,384.226,89.31,0.0,-1551.377,38.444,,,1512.933,-1462.067,-81.389,45.066,45.066,0.0,,,36.323,-1543.456,366.532,-1176.924,0.0,0.0,0.0,-1176.924,0.0,-1176.924,0.0,0.0,-1176.924,-7.173,1169.751,255.384,-4.61,-4.61,-0.028087,255.384,-4.61,-4.61,-0.029639,
03/31/2020,959.802,717.621,242.181,-837.74,480.214,357.526,122.062,0.0,1.296,34.938,,,-36.234,123.358,-257.675,62.374,62.374,0.0,,,195.301,-134.317,-32.822,-167.139,0.0,0.0,0.0,-167.139,0.0,-167.139,0.0,0.0,-167.139,35.893,203.032,255.435,-0.65,-0.65,0.140517,255.435,-0.65,-0.65,0.140517,
06/30/2020,818.117,500.648,317.469,-767.061,443.965,323.096,51.056,0.0,-437.968,43.341,,,394.627,-386.912,20.834,65.386,65.386,0.0,,,-86.22,-366.078,103.003,-263.075,0.0,0.0,0.0,-263.075,0.0,-263.075,0.0,0.0,-263.075,-75.468186,187.606814,255.524,-1.03,-1.03,-0.295347,255.524,-1.03,-1.03,-0.295796,
09/30/2020,865.667,,,,,,7.9641364,,,,,,,-16.0,,,,,,,,-61.15,,-51.75,,,,,,-51.75,,,-51.75,-44.343,,,-0.152,-0.152,-0.225,,-0.152,-0.152,-0.225,
12/31/2020,936.667,,,,,,10.0223369,,,,,,,45.0,,,,,,,,0.825,,3.025,,,,,,3.025,,,3.025,2.3,,,0.052,0.052,0.009,,0.052,0.052,0.009,
