Date,Returns,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
03/31/2019,,,,,105.675589,,5.643341,9.674299,8.803612,8.803612,,,,
06/30/2019,,,,,106.147419,,6.236944,10.504327,9.191286,9.191286,,,,
09/30/2019,,,,,106.399034,,6.580139,10.896468,9.568367,9.568367,,,,
12/31/2019,,,,,101.938562,,2.117507,7.575306,6.50164,6.50164,,,,
03/31/2020,,,30.242751,12.542144,11.09238,-2183.703704,11.024949,6.810519,5.563048,5.563048,,38.2263,,
06/30/2020,,,29.415649,15.351601,13.733906,-975.465839,12.347309,8.748762,7.39518,7.39518,,29.144385,38.758929,
