Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/01/1989,17.811001,,-8.632,,9.179001,,-5.954,,,,3.225,0.618,,,,0.0,,-0.618,3.843,-1.384,2.459,0.0,,,2.459,0.0,2.459,0.0,,2.459,2.459,,266.511993,0.009375,0.009375,,266.511993,0.009375,0.009375,0.009375,
12/31/1989,17.93,,-8.825,,9.105,,-5.817,,,,3.288,0.596,,,,0.0,,-0.596,3.884,-1.398,2.486,0.0,,,2.486,0.0,2.486,0.0,,2.486,2.486,,269.455994,0.009375,0.009375,,269.455994,0.009375,0.009375,0.009375,
04/01/1990,19.069,,-9.112,,9.957,,-6.009,,,,3.948,0.53,,,,0.0,,-0.53,4.478,-1.523,2.955,0.0,,,2.955,0.0,2.955,0.0,,2.955,2.955,,268.81601,0.01125,0.01125,,268.81601,0.01125,0.01125,0.01125,
07/01/1990,20.809999,,-9.479,,11.330999,,-6.602,,,,4.729,0.558,,,,0.0,,-0.558,5.287,-1.886,3.401,0.0,,,3.401,0.0,3.401,0.0,,3.401,3.401,,274.4,0.0125,0.0125,0.0125,274.4,0.0125,0.0125,0.0125,
09/30/1990,21.139999,,-9.832,,11.308,,-6.448,,,,4.86,0.755,,,,0.0,,-0.755,5.615,-1.988,3.627,0.0,,,3.627,0.0,3.627,0.0,,3.627,3.627,,275.936005,0.013125,0.013125,,275.936005,0.013125,0.013125,0.013125,
12/30/1990,22.268,,-9.899,,12.368999,,-7.239,,,,5.13,0.824,,,,0.0,,-0.824,5.954,-2.108,3.846,0.0,,,3.846,0.0,3.846,0.0,,3.846,3.846,,276.096008,0.01375,0.01375,,276.096008,0.01375,0.01375,0.01375,
03/31/1991,24.313999,,-10.697,,13.617,,-7.594,,,,6.023,0.828,,,,0.0,,-0.828,6.851,-2.425,4.426,0.0,,,4.426,0.0,4.426,0.0,,4.426,4.426,,283.312012,0.015625,0.015625,,283.312012,0.015625,0.015625,0.015625,
06/30/1991,26.43,,-11.35,,15.08,,-8.034,,,,7.046,0.756,,,,0.0,,-0.756,7.802,-2.762,5.04,0.0,,,5.04,0.0,5.04,0.0,,5.04,5.04,,291.295984,0.0175,0.0175,0.0175,291.295984,0.0175,0.0175,0.0175,
09/29/1991,27.42,,-11.967,,15.453,,-7.898,,,,7.555,0.782,,,,0.0,,-0.782,8.337,-2.918,5.419,0.0,,,5.419,0.0,5.419,0.0,,5.419,5.419,,288.287994,0.01875,0.01875,,288.287994,0.01875,0.01875,0.01875,
12/29/1991,28.853001,,-12.141,,16.712001,,-8.544,,,,8.168,0.705,,,,0.0,,-0.705,8.873,-3.106,5.767,0.0,,,5.767,0.0,5.767,0.0,,5.767,5.767,,287.600006,0.02,0.02,,287.600006,0.02,0.02,0.02,
03/29/1992,30.576,,-12.434,,18.142,,-8.711,,,,9.431,0.672,,,,0.0,,-0.672,10.103,-3.536,6.567,0.0,,,6.567,0.0,6.567,0.0,,6.567,6.567,,291.104004,0.0225,0.0225,,291.104004,0.0225,0.0225,0.0225,
06/28/1992,32.591,,-12.963,,19.628,,-9.187,,,,10.441,0.734,,,,0.0,,-0.734,11.175,-3.911,7.264,0.0,,,7.264,0.0,7.264,0.0,,7.264,7.264,,291.903984,0.025,0.025,0.025,291.903984,0.025,0.025,0.025,
09/27/1992,33.602001,,-13.06,,20.542001,,-9.502,,,,11.04,0.689,,,,0.0,,-0.689,11.729,-4.105,7.624,0.0,,,7.624,0.0,7.624,0.0,,7.624,7.624,,293.424011,0.02625,0.02625,,293.424011,0.02625,0.02625,0.02625,
12/27/1992,35.646,,-13.849,,21.797,,-9.657,,,,12.14,0.688,,,,0.0,,-0.688,12.828,-4.426,8.402,0.0,,,8.402,0.0,8.402,0.0,,8.402,8.402,,294.808014,0.02875,0.02875,,294.808014,0.02875,0.02875,0.02875,
03/28/1993,38.806,,-14.328,,24.478,,-10.6,,,,13.878,0.733,,,,0.0,,-0.733,14.611,-5.04,9.571,0.0,,,9.571,0.0,9.571,0.0,,9.571,9.571,,295.664001,0.0325,0.0325,,295.664001,0.0325,0.0325,0.0325,
06/27/1993,42.813,,-15.799,,27.014,,-11.327,,,,15.687,0.86,,,,0.0,,-0.86,16.547,-5.709,10.838,0.0,,,10.838,0.0,10.838,0.0,,10.838,10.838,,297.119992,0.03625,0.03625,0.03625,297.119992,0.03625,0.03625,0.03625,
09/26/1993,45.040001,,-16.195,,28.845001,,-11.864,,,,16.981001,0.991,,,,0.0,,-0.991,17.972001,-6.164,11.808,0.0,,,11.808001,0.0,11.808,0.0,,11.808,11.808,,298.911987,0.04,0.04,,298.911987,0.04,0.04,0.04,
01/02/1994,48.027,,-16.712999,,31.314001,,-12.456,,,,18.858,1.08,,,,0.0,,-1.08,19.938,-6.839,13.099,0.0,,,13.099,0.0,13.099,0.0,,13.099,13.099,,300.18399,0.04375,0.04375,,300.18399,0.04375,0.04375,0.04375,
03/31/1994,51.667,,-16.832001,,34.834999,,-12.849,,,,21.986,1.175,,,,0.0,,-1.175,23.161,-7.944,15.217,0.0,,,15.217,0.0,15.217,0.0,,15.217,15.217,,302.727997,0.05,0.05,,302.727997,0.05,0.05,0.05,
06/30/1994,55.804001,,-17.896,,37.908001,,-13.837,,,,24.070999,1.353,,,,0.0,,-1.353,25.423999,-8.721,16.702999,0.0,,,16.702999,0.0,16.702999,0.0,,16.702999,16.702999,,303.799984,0.055,0.055,0.055,303.799984,0.055,0.055,0.055,
10/02/1994,58.082001,,-18.621,,39.461,,-13.936,,,,25.525,1.613,,,,0.0,,-1.613,27.138,-9.308,17.83,0.0,,,17.83,0.0,17.83,0.0,,17.83,17.83,,303.320007,0.05875,0.05875,,303.320007,0.05875,0.05875,0.05875,
01/01/1995,62.103001,,-19.992001,,42.111,,-14.839,,,,27.271999,1.885,,,,0.0,,-1.885,29.156999,-9.913,19.243999,0.0,,,19.243999,0.0,19.243999,0.0,,19.243999,19.243999,,303.864014,0.06375,0.06375,,303.864014,0.06375,0.06375,0.06375,
04/02/1995,68.135002,,-21.152,,46.983002,,-16.188,,,,30.795,2.243,,,,0.0,,-2.243,33.038,-11.233,21.805,0.0,,,21.805,0.0,21.805,0.0,,21.805,21.805,,306.040009,0.07125,0.07125,,306.040009,0.07125,0.07125,0.07125,
07/02/1995,76.703003,,-23.497999,,53.205004,,-16.834999,,,,36.369999,2.747,,,,0.0,,-2.747,39.116999,-13.3,25.816999,0.0,,,25.816999,0.0,25.816999,0.0,,25.816999,25.816999,,308.032016,0.08375,0.08375,0.08375,308.032016,0.08375,0.08375,0.08375,
10/01/1995,87.004997,,-25.424999,,61.579998,,-18.179001,,,,43.401001,3.053,,,,0.0,,-3.053,46.454001,-15.934,30.52,0.0,,,30.520001,0.0,30.52,0.0,,30.52,30.52,,310.795988,0.0975,0.0975,0.0975,310.795988,0.0975,0.0975,0.0975,
12/31/1995,96.016998,,-27.646,,68.370998,,-19.384001,,,,48.987,3.255,,,,0.0,,-3.255,52.242,-17.919001,34.323002,0.0,,,34.322999,0.0,34.323002,0.0,,34.323002,34.323002,,311.859984,0.11,0.11,0.11,311.859984,0.11,0.11,0.11,
03/31/1996,104.709999,,-28.473,,76.236999,,-22.141001,,,,54.096001,3.383,,,,0.0,,-3.383,57.479001,-19.715,37.764,0.0,,,37.764001,0.0,37.764,0.0,,37.764,37.764,,312.876008,0.12,0.12,0.12,312.876008,0.12,0.12,0.12,
06/30/1996,90.039001,,-25.288,,64.751001,,-20.481001,,,,44.27,3.457,,,,0.0,,-3.457,47.727,-16.370001,31.357,0.0,,,31.356999,0.0,31.357,0.0,,31.357,31.357,,310.675996,0.1,0.1,0.1,310.675996,0.1,0.1,0.1,
09/29/1996,90.063004,,-25.778999,,64.284005,,-20.257,,,,44.027,3.7,,,,0.0,,-3.7,47.727,-16.368999,31.358,0.0,,,31.358001,0.0,31.358,0.0,,31.358,31.358,,298.063996,0.105,0.105,0.105,310.384004,0.1,0.1,0.1,
12/29/1996,90.080002,,-26.033001,,64.047001,,-19.634001,,,,44.412998,3.733,,,,0.0,,-3.733,48.145998,-16.514999,31.631001,0.0,,,31.630999,0.0,31.631001,0.0,,31.631001,31.631001,,298.463989,0.105,0.105,0.105,313.023987,0.1,0.1,0.1,
03/30/1997,95.032997,,-27.434999,,67.597998,,-19.909,,,,47.688999,4.031,,,,0.0,,-4.031,51.719999,-17.74,33.98,0.0,,,33.98,0.0,33.98,0.0,,33.98,33.98,,300.552002,0.1125,0.1125,0.1125,315.971985,0.1075,0.1075,0.1075,
06/29/1997,104.074997,,-30.500999,,73.573997,,-21.271,,,,52.303001,4.626,,,,0.0,,-4.626,56.929001,-19.527,37.402,0.0,,,37.402001,0.0,37.402,0.0,,37.402,37.402,,302.735992,0.1225,0.1225,0.1225,317.339996,0.1175,0.1175,0.1175,
09/28/1997,109.802002,,-31.384001,,78.418001,,-22.778999,,,,55.639,5.296,,,,0.0,,-5.296,60.935,-20.292,40.643002,0.0,,,40.643,0.0,40.643002,0.0,,40.643002,40.643002,,304.928008,0.1325,0.1325,0.1325,320.28,0.125,0.125,0.125,
12/28/1997,117.003998,,-33.646,,83.357998,,-23.683001,,,,59.674999,5.665,,,,0.0,,-5.665,65.339999,-21.757999,43.582001,0.0,,,43.582,0.0,43.582001,0.0,,43.582001,43.582001,,304.847992,0.1425,0.1425,0.1425,319.395996,0.135,0.135,0.135,
03/29/1998,125.982002,,-35.924,,90.058002,,-25.374001,,,,64.683998,6.043,,,,0.0,,-6.043,70.726998,-23.552999,47.174,0.0,,,47.173999,0.0,47.174,0.0,,47.174,47.174,,304.519989,0.155,0.155,0.155,318.644012,0.15,0.15,0.15,
