Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1993,109.674004,84.165001,,,17.581999,7.927,,,-28.808001,28.808001,0.0,0.0,-20.171,,,,,50.446999,,-0.977,0.0,49.469999,-13.304,36.166,0.0,,,36.165999,0.0,36.166,0.0,,36.166,36.166,,117.916,0.305,0.305,0.305,117.916,0.305,0.305,0.305,
03/31/1994,117.987,92.638,,,17.721001,7.628,,,-37.549999,37.549999,0.0,0.0,-33.349998,,,,,45.966999,,-0.954,0.0,45.012999,-11.836,33.176998,0.0,,,33.176999,0.0,33.176998,0.0,,33.176998,33.176998,,117.916,0.28,0.28,,117.916,0.28,0.28,0.28,
06/30/1994,123.017998,98.570999,,,18.304,6.143,,,-36.956001,36.956001,0.0,0.0,-29.177,,,,,52.995998,,-0.962,0.0,52.033998,-13.583,38.451,0.0,,,38.450998,0.0,38.451,0.0,,38.451,38.451,,117.952003,0.325,0.325,,117.952003,0.325,0.325,0.325,
09/30/1994,127.862,103.984001,,,19.208,4.67,,,-38.758999,38.758999,0.0,0.0,-25.996,,,,,58.223999,,-0.971,0.0,57.252999,-15.195,42.057999,0.0,,,42.057999,0.0,42.057999,0.0,,42.057999,42.057999,,117.949997,0.355,0.355,,117.949997,0.355,0.355,0.355,
12/31/1994,133.358994,108.796997,,,20.336,4.226,,,-39.816002,39.816002,0.0,0.0,-24.997999,,,,,63.751999,,-0.969,0.0,62.782999,-16.951,45.832001,0.0,,,45.831999,0.0,45.832001,0.0,,45.832001,45.832001,,117.96,0.39,0.39,0.39,117.96,0.39,0.39,0.39,
03/31/1995,140.162994,114.415001,,,20.248,5.5,,,-43.338001,43.338001,0.0,0.0,-33.25,,,,,63.575001,,-0.946,0.0,62.629001,-17.410999,45.217999,0.0,,,45.218001,0.0,45.217999,0.0,,45.217999,45.217999,,118.237999,0.38,0.38,,118.237999,0.38,0.38,0.38,
06/30/1995,148.598999,122.358002,,,21.209,5.032,,,-44.008999,44.008999,0.0,0.0,-31.445999,,,,,70.890999,,-0.953,0.0,69.937999,-19.993,49.945,0.0,,,49.944999,0.0,49.945,0.0,,49.945,49.945,,118.498001,0.42,0.42,,118.498001,0.42,0.42,0.42,
09/30/1995,159.343994,130.610992,,,22.425001,6.308,,,-49.687,49.687,0.0,0.0,-29.125999,,,,,76.875999,,-0.962,0.0,75.913999,-22.25,53.664001,0.0,,,53.663999,0.0,53.664001,0.0,,53.664001,53.664001,,118.685997,0.45,0.45,,118.685997,0.45,0.45,0.45,
12/31/1995,169.779999,139.115997,,,25.157,5.507,,,-52.948002,52.948002,0.0,0.0,-30.778,,,,,83.888,,-0.96,0.0,82.928,-24.190001,58.737999,0.0,,,58.737999,0.0,58.737999,0.0,,58.737999,58.737999,,118.760002,0.495,0.495,0.495,118.760002,0.495,0.495,0.495,
03/31/1996,174.636993,144.639999,,,24.6,5.397,,,-56.837002,56.837002,0.0,0.0,-31.5,,,,,82.936996,,-0.947,0.0,81.989996,-23.530001,58.459999,0.0,,,58.459996,0.0,58.459999,0.0,,58.459999,58.459999,,116.919998,0.5,0.5,0.5,119.306,0.49,0.49,0.49,
06/30/1996,182.270996,150.727005,,,25.265,6.279,,,-56.889,56.889,0.0,0.0,-34.215,,,,,89.056999,,-0.944,0.0,88.112999,-25.462999,62.650002,0.0,,,62.65,0.0,62.650002,0.0,,62.650002,62.650002,,118.208,0.53,0.53,0.53,118.208,0.53,0.53,0.53,
09/30/1996,189.675995,156.779007,,,27.492001,5.405,,,-60.247002,60.247002,0.0,0.0,-31.042,,,,,93.986,,-0.952,0.0,93.034,-27.249001,65.785004,0.0,,,65.784999,0.0,65.785004,0.0,,65.785004,65.785004,,117.473999,0.56,0.56,0.555,119.610001,0.55,0.55,0.545,
12/31/1996,199.047,164.897,,,29.2176,4.932,,,-60.377,60.377,0.0,0.0,-35.829,,,,,102.841,,-0.95,0.0,101.891,-30.795,71.096,0.0,,,71.096,0.0,71.096,0.0,,71.096,71.096,,118.494,0.6,0.6,0.6,119.15,0.6,0.6,0.6,
03/31/1997,205.091,170.292,,,29.597,5.202,,,-63.194,63.194,0.0,0.0,-37.671,,,,,104.226,,-0.319,0.0,103.907,-31.471,72.436,0.0,,,72.436,0.0,72.436,0.0,,72.436,72.436,,119.322,0.605,0.605,0.605,119.322,0.605,0.605,0.605,
06/30/1997,210.865,173.479,,,30.879,6.507,,,-58.251,58.251,0.0,0.0,-36.954,,,,,115.66,,0.0,0.0,115.66,-35.045,80.615,0.0,,,80.615,0.0,80.615,0.0,,80.615,80.615,,118.322,0.68,0.68,0.68,119.594,0.67,0.67,0.67,
09/30/1997,223.825,180.542,,,33.05,10.233,,,-60.785,60.785,0.0,0.0,-38.956,,,,,124.084,,-2.53,0.0,121.554,-37.379,84.175,0.0,,,84.175,0.0,84.175,0.0,,84.175,84.175,,114.935,0.73,0.73,0.73,116.386,0.72,0.72,0.72,
12/31/1997,228.491,184.431,,,33.337,10.723,,,-60.132,60.132,0.0,0.0,-40.557,,,,,127.802,,-3.55,0.0,124.252,-37.728,86.524,0.0,,,86.524,0.0,86.524,0.0,,86.524,86.524,,113.847,0.76,0.76,0.75,115.792,0.75,0.75,0.74,
03/31/1998,243.966,189.821,,,44.684,9.461,,,-59.438,59.438,0.0,0.0,-44.821,,,,,139.707,,-3.63,0.0,136.077,-42.03,94.047,0.0,,,94.047,0.0,94.047,0.0,,94.047,94.047,,113.989,0.83,0.83,0.76,115.741,0.81,0.81,0.75,
06/30/1998,238.026,189.248,,,36.271,12.507,,,-52.514,52.514,0.0,0.0,-44.603,,,,,140.909,,-3.456,0.0,137.453,-42.241,95.212,0.0,,,95.212,0.0,95.212,0.0,,95.212,95.212,,114.144,0.83,0.83,0.82,115.713,0.82,0.82,0.81,
09/30/1998,240.874,191.066,,,39.1,10.708,,,-51.487,51.487,0.0,0.0,-45.659,,,,,143.728,,-5.308,0.0,138.42,-41.928,96.492,0.0,,,96.492,0.0,96.492,0.0,,96.492,96.492,,111.417,0.87,0.87,0.85,112.695,0.86,0.86,0.84,
12/31/1998,248.800003,193.149002,,,41.252002,14.399,,,-47.915001,47.915001,0.0,0.0,-52.02,,,,,148.865005,,-6.23,0.0,142.635005,-42.921001,99.713997,0.0,,,99.714004,0.0,99.713997,0.0,,99.713997,99.713997,,108.989998,0.91,0.91,0.88,110.025002,0.91,0.91,0.88,
03/31/1999,246.667,193.981,193.981,0.0,39.056,13.63,,,-44.232,44.232,0.0,0.0,-52.872,,,,,149.563,,-5.398,0.0,144.165,-43.747,100.418,0.0,,,100.418,0.0,100.418,0.0,0.0,100.418,100.418,,109.003,0.92,0.92,0.91,109.918,0.91,0.91,0.9,
06/30/1999,249.931,194.766,,,39.839,15.326,,,-30.941,30.941,0.0,0.0,-51.384,,,,,167.606,,-4.644,0.0,162.962,-50.028,112.934,0.0,,,112.934,0.0,112.934,0.0,0.0,112.934,112.934,,109.059,1.04,1.04,1.03,110.254,1.02,1.02,1.01,
09/30/1999,250.383,200.042,,,39.351,10.99,,,-19.533,19.533,0.0,0.0,-47.476,,,,,183.374,,-4.788,0.0,178.586,-55.677,122.909,0.0,,,122.909,0.0,122.909,0.0,0.0,122.909,122.909,,108.533,1.13,1.13,1.13,110.261,1.11,1.11,1.11,
12/31/1999,249.774,203.792,,,38.231,7.751,,,-2.49,2.49,0.0,0.0,-46.415,,,,,200.869,,-5.572,0.0,195.297,-61.357,133.94,0.0,,,133.94,0.0,133.94,0.0,0.0,133.94,133.94,,107.017,1.27,1.27,1.27,107.017,1.25,1.25,1.25,
03/31/2000,261.173,210.104,,,40.613,10.456,,,-22.615,22.615,0.0,0.0,-47.008,,,,,191.55,,-6.621,0.0,184.929,-57.709,127.22,0.0,,,127.22,0.0,127.22,0.0,0.0,127.22,127.22,,105.85,1.2,1.2,1.2,106.86,1.19,1.19,1.19,
06/30/2000,274.164,218.434,,,42.89,12.84,,,-22.54,22.54,0.0,0.0,-46.198,,,,,205.426,,-7.052,0.0,198.374,-62.271,136.103,0.0,,,136.103,0.0,136.103,0.0,0.0,136.103,136.103,,105.924,1.28,1.28,1.28,106.845,1.27,1.27,1.27,
09/30/2000,282.718,229.208,229.208,0.0,46.547,6.963,,,-21.442,21.442,0.0,0.0,-40.055,,,,,221.221,,-7.412,0.0,213.809,-67.454,146.355,0.0,,,146.355,0.0,146.355,0.0,0.0,146.355,146.355,,106.334,1.38,1.38,1.38,107.339,1.36,1.36,1.36,
12/31/2000,292.286,232.345,,,49.917,10.024,,,-25.126,25.126,0.0,0.0,-44.576,,,,,222.584,,-7.674,-23.221,191.689,-59.368,132.321,0.0,,,132.321,0.0,132.321,0.0,0.0,132.321,132.321,,106.71,1.24,1.24,1.38,107.751,1.23,1.23,1.37,
03/31/2001,320.479,241.182,,,63.738,15.559,,,-29.377,29.377,0.0,0.0,-51.654,,,,,239.448,,-8.563,0.0,230.885,-72.961,157.924,0.0,,,157.924,0.0,157.924,0.0,0.0,157.924,157.924,,106.883,1.48,1.48,1.4,107.817,1.46,1.46,1.38,
06/30/2001,339.543,257.372,,,59.448,22.723,,,-36.304,36.304,0.0,0.0,-58.524,,,,,244.715,,-7.127,0.0,237.588,-76.37,161.218,0.0,,,161.218,0.0,161.218,0.0,0.0,161.218,161.218,,107.111,1.51,1.51,1.46,108.102,1.49,1.49,1.44,
09/30/2001,339.836,264.78,,,58.268,16.788,,,-43.468,43.468,0.0,0.0,-58.317,,,,,238.051,,-7.604,0.0,230.447,-71.455,158.992,0.0,,,158.992,0.0,158.992,0.0,0.0,158.992,158.992,,107.305,1.48,1.48,1.44,108.218,1.47,1.47,1.43,
12/31/2001,357.983,278.933,,,60.291,18.759,,,-51.665,51.665,0.0,0.0,-65.999,,,,,240.319,,-7.329,0.0,232.99,-71.987,161.003,0.0,,,161.003,0.0,161.003,0.0,0.0,161.003,161.003,,106.623,1.51,1.51,1.46,107.092,1.5,1.5,1.45,
03/31/2002,375.568,284.449,,,60.068,31.051,,,-59.714,59.714,0.0,0.0,-64.468,,,,,251.386,,-6.624,0.0,244.762,-75.575,169.187,0.0,,,169.187,0.0,169.187,0.0,0.0,169.187,169.187,,106.194,1.59,1.59,1.54,106.931,1.58,1.58,1.53,
06/30/2002,383.835,288.169,,,56.629,39.037,,,-64.416,64.416,0.0,0.0,-63.049,,,,,256.37,,-9.828,0.0,246.542,-75.606,170.936,0.0,,,170.936,0.0,170.936,0.0,0.0,170.936,170.936,,105.181,1.63,1.63,1.6,105.921,1.61,1.61,1.58,
09/30/2002,390.806,298.953,,,59.927,31.926,,,-101.094,101.094,0.0,0.0,-64.646,,,,,225.066,,-10.07,,214.996,-63.426,151.57,0.0,,,151.57,0.0,151.57,0.0,0.0,151.57,151.57,,102.825,1.47,1.47,1.47,103.361,1.47,1.47,1.47,
12/31/2002,415.594,310.527,,,60.005,45.062,,,-140.528,140.528,0.0,0.0,-73.47,,,,,201.596,,-10.254,0.0,191.342,-53.844,137.498,0.0,,,137.498,0.0,137.498,0.0,0.0,137.498,137.498,,100.364,1.37,1.37,1.32,100.555,1.37,1.37,1.32,
03/31/2003,408.497,332.156,,,56.674,19.667,,,-142.211,142.211,0.0,0.0,-74.283,,,,,192.003,,-10.411,10.292,191.884,-50.774,141.11,0.0,,,141.11,0.0,141.11,,0.0,141.11,141.11,,99.532,1.42,1.42,1.42,99.624,1.42,1.42,1.42,
06/30/2003,432.087,337.135,,,71.358,23.594,,,-173.12,173.12,,,-79.221,,,,,179.746,,-10.29,18.992,188.448,-44.671,143.777,,,,143.777,,143.777,,,143.777,143.777,,98.615,1.46,1.46,1.46,98.781,1.46,1.46,1.46,
09/30/2003,427.381,346.605,,,56.789,23.987,,,-220.726,220.726,0.0,0.0,-76.8,,,,,129.855,,-10.191,12.969,132.633,-27.504,105.129,0.0,,,105.129,0.0,105.129,0.0,0.0,105.129,105.129,,98.489,1.07,1.07,1.07,98.825,1.06,1.06,1.06,
12/31/2003,449.319,350.115,,,54.919,44.282,,,-229.971,229.971,0.0,0.0,-72.169,,,,,147.179,,-10.221,0.0,136.958,-33.095,103.863,0.0,,,103.863,0.0,103.863,0.0,0.0,103.863,103.863,,98.462,1.05,1.05,1.03,98.817,1.05,1.05,1.03,
03/31/2004,448.466,341.516,,,62.462,21.484,,,-190.677,190.677,0.0,0.0,-67.314,,,,,190.475,,-10.248,23.004,203.231,-50.154,130.073,0.0,,,153.077,0.0,130.073,0.0,0.0,130.073,130.073,,98.674,1.32,1.32,1.26,99.174,1.31,1.31,1.25,
06/30/2004,403.149,331.128,,,58.246,13.775,,,-154.073,154.073,0.0,0.0,-72.723,,,,,176.353,,-10.202,34.803,200.954,-46.43,154.524,0.0,,,154.524,0.0,154.524,0.0,0.0,154.524,154.524,,98.623,1.57,1.57,1.53,99.264,1.56,1.56,1.52,
09/30/2004,391.034,324.224,,,54.187,12.851,,,-169.802,169.802,0.0,0.0,-68.782,,,,,152.45,,-10.31,0.0,142.14,-37.649,134.069,0.0,,,104.491,0.0,134.069,0.0,0.0,134.069,134.069,,97.76,1.37,1.37,1.37,98.386,1.36,1.36,1.36,
12/31/2004,403.071,332.56,,,57.628,12.883,,,-186.447,186.447,0.0,0.0,-69.967,,,,,146.657,,-10.371,33.372,169.658,-35.138,134.52,0.0,,,134.52,0.0,134.52,0.0,0.0,134.52,134.52,,96.897,1.39,1.39,1.38,96.897,1.39,1.39,1.38,
03/31/2005,384.908,316.079,316.079,0.0,58.568,10.261,,,-98.866,98.866,0.0,0.0,-67.895,,,,,218.147,,-10.722,34.248,241.673,-59.66,182.013,0.0,,,182.013,0.0,182.013,0.0,0.0,182.013,182.013,,95.265,1.91,1.91,-0.01,95.784,1.9,1.9,-0.01,
06/30/2005,394.953003,311.632996,,,72.365002,10.955,,,-136.914993,136.914993,0.0,0.0,-68.058998,,,,,189.979004,,-10.512,44.494999,223.962003,-49.605,174.356995,0.0,,,174.357003,0.0,174.356995,0.0,0.0,174.356995,174.356995,,92.594002,1.88,1.88,-0.11,93.181999,1.87,1.87,-0.11,
09/30/2005,375.743011,305.841003,,,57.399001,12.503,,,-146.197006,146.197006,0.0,0.0,-69.695,,,,,159.850998,,-10.084,31.740999,181.507998,-39.125999,142.382004,0.0,,,142.381998,0.0,142.382004,0.0,0.0,142.382004,142.382004,,91.086998,1.56,1.56,1.56,91.795998,1.55,1.55,1.55,
12/31/2005,370.926,305.139,,,55.379,10.408,,,-171.552,171.552,0.0,0.0,-69.767,,,,,129.607,,-9.773,36.828,156.662,-28.541,128.121,0.0,,,128.121,0.0,128.121,0.0,0.0,128.121,128.121,,87.842,1.45,1.45,1.46,88.847,1.44,1.44,1.45,
03/31/2006,369.032,299.667,,,58.051,11.314,,,-114.885,114.885,0.0,0.0,-74.265,,,,,179.882,,-9.315,39.052,209.619,-46.166,163.453,0.0,,,163.453,0.0,163.453,0.0,0.0,163.453,163.453,,86.577,1.89,1.89,1.89,87.227,1.87,1.87,1.87,
06/30/2006,363.504,294.503,,,57.542,11.459,,,-146.467,146.467,0.0,0.0,-71.492,,,,,145.545,,-8.843,47.616,184.318,-34.479,149.839,0.0,,,149.839,0.0,149.839,0.0,0.0,149.839,149.839,,85.668,1.75,1.75,1.76,86.259,1.74,1.74,1.75,
09/30/2006,369.397,296.207,,,61.671,11.519,,,-164.997,164.997,0.0,0.0,-70.704,,,,,133.696,,-9.849,35.862,159.709,-29.731,129.978,0.0,,,129.978,0.0,129.978,0.0,0.0,129.978,129.978,,83.238,1.56,1.56,1.56,83.766,1.55,1.55,1.55,
12/31/2006,367.236,297.032,,,59.093,11.111,,,-187.286,187.286,0.0,0.0,-74.397,,,,,105.553,,-11.341,46.978,141.19,-19.721,121.469,0.0,,,121.469,0.0,121.469,0.0,0.0,121.469,121.469,,82.074,1.48,1.48,1.5,82.435,1.47,1.47,1.49,
03/31/2007,369.642,299.021,,,59.96,10.661,,,-181.758,181.758,0.0,0.0,-75.072,,,,,112.812,,-10.959,14.053,115.906,-23.543,92.363,0.0,,,92.363,0.0,92.363,0.0,0.0,92.363,92.363,,81.89,1.13,1.13,1.15,82.354,1.12,1.12,1.14,
06/30/2007,369.039,306.451,,,52.098,10.49,,,-235.226,235.226,0.0,0.0,-75.33,,,,,58.483,,-8.594,31.899,81.788,-5.073,76.715,0.0,,,76.715,0.0,76.715,0.0,0.0,76.715,76.715,,81.763,0.94,0.94,1.02,82.309,0.93,0.93,1.01,
09/30/2007,555.44,320.966,,,229.772,4.702,,,-602.274,602.274,0.0,0.0,-86.325,,,,,-133.159,,-10.926,-290.619,-434.704,62.235,-372.469,0.0,,,-372.469,0.0,-372.469,0.0,0.0,-372.469,-372.469,,80.786,-4.61,-4.61,-2.1,80.786,-4.61,-4.61,-2.1,
12/31/2007,399.085,335.952,,,60.193,2.94,,,-1346.165,1346.165,0.0,0.0,-72.883,,,,,-2230.804,,-11.507,-24.674,-2266.985,800.358,-1466.627,0.0,,,-1466.627,0.0,-1466.627,0.0,0.0,-1466.627,-1466.627,,80.738,-18.17,-18.17,-17.69,80.738,-18.17,-18.17,-17.69,
03/31/2008,423.875,345.488,345.488,0.0,71.288,7.099,,,-427.867,427.867,,,-76.986,,,,,-80.978,-9.977,-10.914,19.954,-81.915,47.521,-34.394,,,,-34.394,,-34.394,0.0,0.0,-34.394,-34.394,,84.127,-0.41,-0.41,-0.4,84.127,-0.41,-0.41,-0.4,
06/30/2008,424.533,350.292,350.292,0.0,66.719,7.522,,,-529.245,529.245,0.0,0.0,-68.599,,,,,-173.311,-11.157,-22.946,11.157,-185.1,85.215,-99.885,0.0,,,-99.885,0.0,-99.885,0.0,0.0,-99.885,-99.885,,123.834,-0.81,-0.81,-0.74,123.834,-0.81,-0.81,-0.74,
09/30/2008,461.632,342.312,342.312,0.0,106.525,12.795,,,-584.032,584.032,0.0,0.0,-63.031,,,,,-185.431,-3.352,-23.366,3.352,-205.445,90.06,-115.385,0.0,,,-115.385,0.0,-115.385,0.0,0.0,-115.385,-115.385,,123.834,-0.93,-0.93,-1.08,123.834,-0.93,-0.93,-1.08,
12/31/2008,411.486,355.088,,,51.499,4.899,,,-773.852,773.852,0.0,0.0,-64.479,,,,,-426.845,,-23.848,0.0,-450.693,175.002,-275.691,0.0,,,-275.691,0.0,-275.691,0.0,0.0,-275.691,-275.691,,123.628,-2.23,-2.23,-2.08,123.628,-2.23,-2.23,-2.08,
03/31/2009,435.184,355.83,355.83,0.0,59.912,19.442,0.0,19.442,-593.092,593.092,,,-88.956,88.956,88.956,,,-246.864,,-23.926,0.0,-270.79,86.23,-184.56,0.0,0.0,0.0,-184.56,0.0,-184.56,0.0,0.0,-184.56,-165.605,18.955,123.999,-1.49,-1.49,-1.335535,123.999,-1.49,-1.49,-1.337136,
06/30/2009,454.482,347.132,347.132,0.0,92.555,14.795,0.0,14.795,-707.245,707.245,,,-61.721,61.721,61.721,,,-314.484,,-23.93,0.0,-338.414,-1.421,-339.835,0.0,0.0,0.0,-339.835,0.0,-339.835,0.0,0.0,-339.835,-349.154,-9.319,124.244,-2.74,-2.74,-2.810228,124.244,-2.74,-2.74,-2.815006,
09/30/2009,413.337,293.515,293.515,0.0,109.011,10.811,0.0,10.811,-951.697,951.697,,,-59.133,59.133,59.133,,,-597.493,,-20.586,0.0,-618.079,100.311,-517.768,0.0,0.0,0.0,-517.768,0.0,-517.768,0.0,0.0,-517.768,-547.091,-29.323,124.296,-4.17,-4.17,-4.401517,124.296,-4.17,-4.17,-4.405913,
12/31/2009,405.523,305.864,305.864,0.0,95.134,4.525,0.0,4.525,-866.26,866.26,,,-56.209,56.209,56.209,,,-516.946,,-20.824,0.0,-537.77,257.656,-280.114,0.0,0.0,0.0,-280.114,0.0,-280.114,0.0,0.0,-280.114,-300.657,-20.543,124.296,-2.25,-2.25,-2.418879,124.296,-2.25,-2.25,-2.418879,
03/31/2010,370.77,271.952,271.952,0.0,95.761,3.057,0.0,3.057,-440.945,440.945,,,-59.945,59.945,59.945,,,-130.12,,-21.018,0.0,-151.138,1.047,-150.091,0.0,0.0,0.0,-150.091,0.0,-150.091,0.0,0.0,-150.091,-176.993,-26.902,124.889,-1.2,-1.2,-1.417202,124.889,-1.2,-1.2,-1.417202,
06/30/2010,406.355,309.174,309.174,0.0,94.57,2.611,0.0,2.611,-309.458,309.458,,,-54.05,54.05,52.28,1.77,,42.847,,-25.099,0.0,17.748,6.803,24.551,0.0,0.0,0.0,24.551,0.0,24.551,0.0,0.0,24.551,-7.151,-31.702,181.267,0.14,0.14,-0.03945,182.156,0.13,0.13,-0.044038,
09/30/2010,382.325,296.496,296.496,0.0,82.989,2.84,0.0,2.84,-375.691,375.691,,,-57.606,57.606,55.856,1.75,,-50.972,,-26.702,0.0,-77.674,26.146,-51.528,0.0,0.0,0.0,-51.528,0.0,-51.528,0.0,0.0,-51.528,-76.052,-24.524,200.077,-0.26,-0.26,-0.380114,200.077,-0.26,-0.26,-0.382573,
12/31/2010,361.075,291.125,291.125,0.0,66.87,3.08,0.0,3.08,-430.1,430.1,,,-53.541,53.541,53.541,,,-122.566,,-25.77,0.0,-148.336,-38.331,-186.667,0.0,0.0,0.0,-186.667,0.0,-186.667,0.0,0.0,-186.667,-196.476,-9.809,200.077,-0.93,-0.93,-0.982002,200.077,-0.93,-0.93,-0.982002,
03/31/2011,353.113,288.546,288.546,0.0,62.304,2.263,0.0,2.263,-301.413,301.413,,,-57.55,57.55,55.825,1.725,,-5.85,,-26.042,0.0,-31.892,-1.769,-33.661,0.0,0.0,0.0,-33.661,0.0,-33.661,0.0,0.0,-33.661,-39.422,-5.761,200.744,-0.17,-0.17,-0.196379,200.744,-0.17,-0.17,-0.198698,
06/30/2011,367.007,284.454,284.454,0.0,77.224,5.329,0.0,5.329,-448.517,448.517,,,-54.043,54.043,52.32,1.723,,-135.553,,-26.326,0.0,-161.879,10.147,-151.732,0.0,0.0,0.0,-151.732,0.0,-151.732,0.0,0.0,-151.732,-171.386,-19.654,201.097,-0.75,-0.75,-0.852255,201.097,-0.75,-0.75,-0.852255,
