Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
12/31/1989,,,0.0,,-60.737,-60.737,,,,,,,,,,
03/31/1990,,,-74.983002,,-74.982999,-74.982999,,,,,,,,,,
06/30/1990,,,-68.740997,,-68.740999,-68.740999,,,,,,,,,,
09/30/1990,,,-75.563004,,-75.562997,-75.562997,,,,,,,,,,
12/31/1990,,,0.0,,-56.153001,-56.153001,,,,,,,,,,
03/31/1991,,,-52.931999,,-52.932,-52.932,,,,,,,,,,
06/30/1991,,,-57.144001,,-57.144,-57.144,,,,,,,,,,
09/30/1991,,,-52.098,,-52.098001,-52.098001,,,,,,,,,,
12/31/1991,,,0.0,,-69.489001,-69.489001,,,,,,,,,,
03/31/1992,,,-51.790001,,-51.79,-51.79,,,,,,,,,,
06/30/1992,,,-82.653999,,-82.653999,-82.653999,,,,,,,,,,
09/30/1992,,,-46.395,,-46.395,-46.395,,,,,,,,,,
12/31/1992,,,0.0,,-70.549004,-70.549004,,,,,,,,,,
03/31/1993,,,-55.91,,-55.909999,-55.909999,,,,,,,,,,
06/30/1993,,,-49.007,,-49.006999,-49.006999,,,,,,,,,,
09/30/1993,,,-55.648998,,-55.648998,-55.648998,,,,,,,,,,
12/31/1993,,,0.0,,-86.100997,-86.100997,,,,,,,,,,
03/31/1994,,,-57.348,,-57.347999,-57.347999,,,,,,,,,,
06/30/1994,,,-56.556999,,-56.556999,-56.556999,,,,,,,,,,
09/30/1994,,,-68.925003,,-68.924997,-68.924997,,,,,,,,,,
12/31/1994,,,0.0,,-138.706006,-138.706006,,,,,,,,,,
03/31/1995,,,-100.973,,-100.972999,-100.972999,,,,,,,,,,
06/30/1995,,,-99.384003,,-99.383996,-99.383996,,,,,,,,,,
09/30/1995,,,-44.033001,,-44.033001,-44.033001,,,,,,,,,,
12/31/1995,,,0.0,,-93.316996,-93.316996,,,,,,,,,,
03/31/1996,,,-100.68,,-100.680002,-100.680002,,,,,,,,,,
06/30/1996,,,-117.969002,,-117.969002,-117.969002,,,,,,,,,,
09/30/1996,,,-106.931,,-106.931003,-106.931003,,,,,,,,,,
12/31/1996,,,0.0,,-134.278999,-134.278999,,,,,,,,,,
03/03/1997,,,-111.920998,,-111.921001,-111.921001,,,,,,,,,,
06/30/1997,,,-128.776001,,-128.776001,-128.776001,,,,,,,,,,
09/30/1997,,,46.453999,,46.453998,46.453998,,,,,,,,,,
12/31/1997,,,0.0,,182.139,182.139,,,,,,,,,,
03/31/1998,,,-164.472,,-27.204,-27.204,,,,,,,,,,
06/30/1998,,,-122.950996,,-122.950996,-122.950996,,,,,,,,,,
09/30/1998,,,-113.613998,,-113.613998,-113.613998,,,,,,,,,,
12/31/1998,,,-464.457001,,-304.73999,-304.73999,,,,,,,,,,
03/31/1999,,,-238.647003,,-238.647003,-238.647003,,,,,,,,,,
06/30/1999,,,-167.847,,-167.847,-167.847,,,,,,,,,,
09/30/1999,,,-178.063004,,-178.063004,-178.063004,,,,,,,,,,
12/31/1999,,,-216.050003,,-216.050003,-216.050003,,,,,,,,,,
03/31/2000,,,-115.495003,,-115.495003,-115.495003,,,,,,,,,,
06/30/2000,,,-171.748001,,-171.748001,-171.748001,,,,,,,,,,
09/30/2000,,,-152.126999,,-40.141998,-40.141998,,,,,,,,,,
12/31/2000,,,-59.353001,,556.638,556.638,,,,,,,,,,
03/31/2001,,,-296.415985,,1136.826,1136.826,,,,,,,,,,
06/30/2001,,,-866.27002,,-121.740006,-121.740006,,,,,,,,,,
09/30/2001,,,-70.388,,-77.063004,-77.063004,,,,,,,,,,
12/31/2001,,,-151.429993,,-100.649002,-100.649002,,,,,,,,,,
03/31/2002,,,-236.660004,,-249.635005,-249.635005,,,,,,,,,,
06/30/2002,,,-89.887001,,-98.153,-98.153,,,,,,,,,,
09/30/2002,,,16.75,,-81.744003,-81.744003,,,,,,,,,,
12/31/2002,,,-105.843002,,529.776978,529.776978,,,,,,,,,,
03/31/2003,,,-134.229996,,-151.322006,-151.322006,,,,,,,,,,
06/30/2003,,,165.235001,,158.347,158.347,,,,,,,,,,
09/30/2003,,,-110.074997,,-106.961998,-106.961998,,,,,,,,,,
12/31/2003,,,-197.125,,-197.401993,-197.401993,,,,,,,,,,
03/31/2004,,,-109.146004,,-119.976997,-119.976997,,,,,,,,,,
06/30/2004,,,-131.296997,,-187.111,-187.111,,,,,,,,,,
09/30/2004,,,-55.702999,,-63.175,-63.175,,,,,,,,,,
12/31/2004,,,-308.730011,,-305.826,-305.826,,,,,,,,,,
03/31/2005,,,-118.934998,-8.85063876784372,-126.137,-126.137,,,,,,,,,,
06/30/2005,,-7.0,179.488998,-3.24863637398858,213.798,213.798,,,,,,,,,,
09/30/2005,,-23.5,-61.955002,1.1390375854214,-62.952,-62.952,,,,,,,,,,
12/31/2005,,-8.15,52.709,-92.3318961860393,64.611,64.611,,,,,,,,,,
03/31/2006,,-49.767,-56.931999,3.21818728471368,-57.97,-57.97,,,,,,,,,,
06/30/2006,,-43.05,23.99,2.13431920279279,14.586,14.586,,,,,,,,,,
09/30/2006,,-61.85,-54.801998,-0.251368207289464,-59.157,-59.157,,,,,,,,,,
12/31/2006,,32.067,-12.235,1.34204861330327,-23.924,-23.924,,,,,,,,,,
03/31/2007,,-36.15,-30.452999,0.287604280799949,-26.276,-26.276,,,,,,,,,,
06/30/2007,,,-11.029,-0.744800822915017,317.432,317.432,,,,,,,,,,
09/30/2007,,-10.367,-78.896004,-2.23752263321262,-79.336,-79.336,,,,,,,,,,
12/31/2007,,55.35,29.538,3.21860004202564,6.636,6.636,,,,,,,,,,
03/31/2008,,10.47,23.261999,1.1502398118892,-31.606,-31.606,,,,,,,,,,
06/30/2008,,66.25,101.186996,1.01586957291175,94.694,94.694,,,,,,,,,,
09/30/2008,,43.675,27.016001,3.24567455069891,30.948,30.948,,,,,,,,,,
12/31/2008,,110.467,-0.196,-1.14820177883159,-321.41,-321.41,,,,,,,,,,
03/31/2009,,56.34,34.024,0.084850078905842,21.217,-14.99595,,,16.6777668952008,,6.64479392624727,,,87.800851970181,,
06/30/2009,,124.24,89.748,-0.00767636038166467,87.008,78.0918,,,3.52430769230769,,3.96552287581699,,,20.2752736638764,,
09/30/2009,,116.0,83.429,0.661724477513953,98.942,126.9983,,,29.2835365853659,,13.3891589978552,,,71.9370689655172,,
12/31/2009,,156.9,115.098,5.69636595504798,78.405,89.25255,,,9.53894195950357,,6.05460529279018,,,36.5398342893563,,
03/31/2010,,153.129,78.08,1.30551306553638,74.16,50.72265,,,1.40799616156828,,-0.525855227672333,,,12.8368891588138,,
06/30/2010,,176.25,132.467,1.77104592340941,60.864,112.33345,,,6.09025676009336,,4.510490750895,,,29.4326241134752,,
09/30/2010,,201.5,112.43,0.902430242521844,112.061,58.48895,,,-1.69684228065404,,1.18470948012233,,,11.7424317617866,,
12/31/2010,,204.889,111.38,0.78998439983024,113.863,24.09825,,,-12.1283950617284,,-4.3784438389343,,,-23.6606162361083,,
03/31/2011,,198.231,104.049,-0.0415636462189815,104.065,30.74835,,,-10.327446300716,,-5.48371000418921,,,-6.74465648662419,,
06/30/2011,,203.231,69.313,-6.22200428494792,87.844,60.6603,,,-19.6014049895141,,-12.0467791411043,,,-38.7967386865193,,
09/30/2011,,152.182,41.304,-0.111354501282344,39.319,103.2894,,,-20.991768616327,,-8.54075266209574,,,-40.6105846946419,,
12/31/2011,,103.35,122.824,0.805849321673948,60.629,91.92325,,,16.8535268309146,,12.4647550905323,,,58.1286889211417,,
03/31/2012,,93.542,57.441,-0.874393222376855,57.247,-23.64795,,,-11.7681719868603,,-5.76356659564747,,,-10.5792050629664,,
06/30/2012,,90.044,63.469,0.245403048667764,63.529,49.5451,,,-3.8984865263935,,-0.306928838951313,,,4.53889209719693,,
09/30/2012,,70.785,36.107,-0.34824602842847,-3.791,-9.36905,,,-12.8025293256586,,-3.351135461148,,,-26.143957053048,,
12/31/2012,,54.861,-80.818,-2.11566539485559,116.538,-94.3503,,,-87.0612863193319,,-30.2491770573566,,,,,
03/31/2013,,17.823,-34.434,-4.20803470388533,-16.141,-61.41395,,,-47.7181227271426,,-21.6479436644144,,,,,
06/30/2013,,21.578,21.33,-0.423461613125482,135.359,29.4994,,,11.903104788742,,7.45307562967622,,,49.7451107609602,,
09/30/2013,,59.663,96.57,0.100238337397132,294.601,23.50295,,,14.6237040276203,,1.26344011973298,,,8.02004592460989,,
12/31/2013,,41.408,35.784,0.864965612218455,51.842,-32.7442,,,-9.78018392009801,,10.2110091743119,,,,,
03/31/2014,,17.868,37.672,0.98524945936904,89.763,64.10015,,,39.3232811302712,,12.132455460883,,,253.676964405641,,
06/30/2014,,78.018,65.571,1.5127114020731,94.21,39.376,,,21.4781422385669,,9.26636771300448,,,95.9496526442616,,
09/30/2014,,87.233,61.191,0.902433107083881,71.491,71.33795,,,11.4901359808152,,2.73378881960523,,,38.3811172377426,,
12/31/2014,,82.46,-1.59,0.297380396015251,55.975,2.4769,,,-11.8331891271385,,-3.37933044509164,,,7.16104778074218,,
03/31/2015,,79.325,45.623,0.693668868522812,44.633,76.28535,,,2.68371782781701,,1.18471899695574,,,31.3835486920895,,
06/30/2015,,105.208,25.48845,0.510212765957449,75.595,25.48845,,,-1.45640264917747,,-1.00987755834605,,,46.6475933389096,,
09/30/2015,,100.883,-20.76785,-1.9485032350407,23.103,-19.95585,,,-24.6091836188547,,-12.3429200333536,,,-62.3603580385199,,
12/31/2015,,63.717,39.55875,-0.511739345787138,32.118,39.55875,,,-7.22823529411765,,-2.64290950098675,,,-9.65833294097336,,
03/31/2016,,87.643,60.9556,-0.15310906952161,94.377,30.7342,,,12.9667357712474,,6.02432551968156,,,20.6953207900232,,
06/30/2016,,106.72,,,34.187,47.67255,,,,,,,,,,
09/30/2016,,74.7,,,-132.648,-121.8203,,,,,,,,,,
12/31/2016,,79.76,,,-161.501,-9.50435,,,,,,,,,,
03/31/2017,,111.0,,,-60.808,-108.26515,,,,,,,,,,
06/30/2017,,104.0,,,-135.135,-152.67395,,,,,,,,,,
09/30/2017,,73.4,,,-156.045,-131.65765,,,,,,,,,,
