Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1989,231.099991,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.299999,,,21.299999,21.299999,,538.991943,0.04,0.04,,538.991943,0.04,0.04,0.04,
02/28/1990,259.354004,,,-154.718994,,104.63501,,-74.245003,,,,,30.389999,-9.476,,11.099,,,,-1.623,20.913999,4.297,25.211,0.0,,,25.210999,,25.211,0.0,,25.211,25.211,,538.968018,0.0475,0.0475,,538.968018,0.0475,0.0475,0.0475,
05/31/1990,352.526001,,,-204.690994,,147.835007,,-79.598999,,,,,68.236,-17.18,,19.341,,,,-2.161,51.056,3.537,54.592999,0.0,,,54.593,,54.592999,0.0,,54.592999,54.592999,,538.987976,0.1025,0.1025,,538.987976,0.1025,0.1025,0.1025,
08/31/1990,482.949005,,,-270.687012,,212.261993,,-75.429001,,,,,136.832993,-16.691001,,19.915001,,,,-3.224,120.141992,-12.934,107.208,0.0,,,107.207992,,107.208,0.0,,107.208,107.208,,539.007996,0.2,0.2,,539.007996,0.2,0.2,0.2,
11/30/1990,158.927,,,-78.211,,80.716,,-24.862,,,,,55.854,-8.989,,11.493,,,,-2.504,46.865,0.554,47.418,28.229,,,19.19,0.0,19.19,0.0,,19.19,19.19,,538.956,0.035,0.0875,0.0875,538.956,0.035,0.0875,0.0875,
02/28/1991,292.868988,,,-176.546997,,116.321991,,-68.818001,,,,,47.504002,-13.6,,15.4,,,,-1.8,33.904002,3.515,37.418999,6.937,,,30.482002,,30.482,0.0,,30.482,30.482,,538.952026,0.0575,0.07,,538.952026,0.0575,0.07,0.07,
05/31/1991,306.998993,,,-187.065002,,119.93399,,-65.739998,,,,,54.194,-9.346,,13.993,,,,-4.647,44.848,2.316,47.164001,3.775,,,43.389,,43.389,0.0,,43.389,43.389,,539.599976,0.08,0.0875,,539.599976,0.08,0.0875,0.0875,
08/31/1991,499.205994,,,-265.200989,,234.005005,,-70.237999,,,,,163.766998,-16.639,,18.792,,,,-2.153,147.127999,-16.591999,130.535995,7.394,,,123.141999,,123.141998,0.0,,123.141998,123.141998,,549.59198,0.225,0.2375,,549.59198,0.225,0.2375,0.2375,
11/30/1991,305.63,,,-181.504,,124.126,,-73.686,,,,,50.44,-13.501,,17.243,,,,-3.742,36.939,1.766,38.705,150.73,,,-112.025,0.0,-112.025,0.0,,-112.025,-112.025,,562.512,-0.2,0.07,0.07,562.512,-0.2,0.07,0.07,
02/29/1992,328.792999,,,-198.263,,130.529999,,-73.918999,,,,,56.611,-14.151,,16.608,,,,-2.457,42.46,4.294,46.754002,0.0,,,46.754,,46.754002,0.0,,46.754002,46.754002,,562.544006,0.0825,0.0825,,562.544006,0.0825,0.0825,0.0825,
