Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1991,22.381001,5.34,7.601,3.604,,,3.604,5.836,,,5.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,8.348,-1.888,7.276,1.963,,,1.963,0.997,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,7.551,-1.83,6.539,0.484,,,0.484,2.358,,,2.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1992,0.824,-0.321,5.783,4.26,,,4.26,-8.898,,,-8.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.824,,,
03/31/1992,19.65,2.415,8.301,2.051,,,2.051,6.883,,,6.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,6.443,-2.815,7.727,0.639,,,0.639,0.892,,,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,0.854,-0.226,7.715,1.127,,,1.127,-7.762,,,-7.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,0.968,2.853,7.798,3.562,,,3.562,-13.245,,,-13.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,16.552999,3.895,7.732,3.082,,,3.082,1.844,,,1.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,17.427,1.127,8.34,2.613,,,2.613,5.347,,,5.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
