Date,Level 1 Assets,Level 2 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,1282.2,130.4,1412.6,,,,49.730443,5.057596,54.788039,43.473249,4.421238,47.894487,
06/30/2008,1332.9,124.7,1457.6,,,,50.256391,4.701757,54.958148,43.704505,4.088793,47.793298,
09/30/2008,1392.2,135.5,1527.7,,,,52.407303,5.100696,57.507999,44.586069,4.339472,48.92554,
12/31/2008,1070.4,166.0,1236.4,,,,43.008679,6.669881,49.67856,37.965525,5.887778,43.853302,
03/31/2009,1063.1,186.1,1249.2,,,,43.204909,7.563196,50.768105,38.06983,6.664279,44.734109,
06/30/2009,1152.9,182.7,1335.6,,,,44.684315,7.081121,51.765435,38.996753,6.179813,45.176566,
09/30/2009,1320.1,185.7,1505.8,,,,48.184108,6.778114,54.962222,41.762101,5.874723,47.636824,
12/31/2009,1356.7,182.6,1539.3,,,,47.071681,6.335438,53.40712,42.260848,5.687942,47.94879,
03/31/2010,1392.3,181.4,1573.7,,,,46.303502,6.032791,52.336293,41.04174,5.347247,46.388987,
06/30/2010,1318.0,185.5,1503.5,,,,44.53756,6.268374,50.805934,38.730532,5.451073,44.181604,
09/30/2010,1452.5,186.9,1639.4,,,,47.399165,6.099073,53.498238,40.762776,5.245138,46.007914,
12/31/2010,1479.6,184.7,1664.3,,,,44.883968,5.602912,50.48688,40.62603,5.071389,45.697419,
03/31/2011,1752.4,188.5,1940.9,,,,50.707486,5.45444,56.161926,45.095214,4.850746,49.94596,
06/30/2011,1727.5,191.8,1919.3,,,,50.618261,5.620019,56.238279,44.495673,4.940243,49.435916,
09/30/2011,1614.9,198.5,1813.4,,,,49.391363,6.071079,55.462442,42.059069,5.169809,47.228878,
12/31/2011,1592.1,198.4,1790.5,,,,46.543105,5.799982,52.343088,42.227409,5.262181,47.48959,
03/31/2012,1834.1,253.5,2087.6,,,,50.524779,6.983279,57.508058,44.987613,6.21796,51.205573,
06/30/2012,1813.6,246.0,2059.6,,,,49.581716,6.725354,56.30707,44.052564,5.97537,50.027934,
09/30/2012,2089.5,232.9,2322.4,,,,54.147555,6.035399,60.182954,47.428273,5.286454,52.714727,
12/31/2012,1891.0,213.2,2104.2,,,,49.166688,5.543278,54.709966,44.993814,5.072809,50.066622,
03/31/2013,2311.9,202.8,2514.7,,,,56.291697,4.937911,61.229608,50.143148,4.39856,54.541708,
06/30/2013,2489.5,138.4,2627.9,,,,57.754321,3.210764,60.965085,51.876472,2.883994,54.760466,
09/30/2013,2836.1,137.8,2973.9,,,,62.460908,3.034841,65.495749,55.319107,2.687836,58.006944,
12/31/2013,2921.0,,2921.0,,,,60.625558,,60.625558,58.035803,,58.035803,
03/31/2014,3237.1,,3237.1,,,,64.263877,,64.263877,59.256073,,59.256073,
06/30/2014,3355.6,,3420.2,,,,63.630158,,64.855127,59.192097,,60.331628,
09/30/2014,3391.0,,3446.0,,,,64.868484,,65.920612,58.789875,,59.743412,
12/31/2014,3257.5,52.2,3309.7,,,,60.377743,0.967527,61.34527,57.712069,0.92481,58.636879,
03/31/2015,3524.8,57.5,3582.3,,,,70.467813,1.14954,71.617353,59.1211,0.964441,60.085542,
06/30/2015,2926.9,55.9,2982.8,,,,58.925731,1.125405,60.051136,54.046718,1.032222,55.07894,
09/30/2015,2746.7,41.7,2788.4,,,,58.770541,0.892246,59.662787,52.153192,0.791782,52.944974,
12/31/2015,2639.1,0.0,2635.6,-0.7,0.0,,55.419992,0.0,55.346493,51.677143,0.0,51.608608,
03/31/2016,1838.4,1656.1,3494.5,0.2,24.3,24.5,32.893772,29.631949,62.525721,29.632973,26.694499,56.327471,
