Date,Level 1 Assets,Level 2 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2016,1922.2,1724.9,3647.1,3.3,21.1,24.4,32.190645,28.886507,61.077152,29.205221,26.207515,55.412735,
09/30/2016,2227.5,1738.1,3965.6,0.5,5.8,6.3,37.452082,29.223552,66.675634,33.130066,25.851119,58.981185,
12/31/2016,2112.6,15.1,1836.7,0.6,13.6,14.2,37.090488,0.265108,32.246568,33.937349,0.24257,29.505221,
03/31/2017,2478.5,998.7,3477.2,0.3,7.6,7.9,45.399593,18.293554,63.693147,39.494232,15.914016,55.408248,
06/30/2017,2087.5,17.6,2105.1,,,,36.014975,0.303647,36.318623,31.955117,0.269418,32.224535,
09/30/2017,2422.2,17.8,2440.0,0.5,14.5,15.0,37.369249,0.274615,37.643864,32.822917,0.241205,33.064123,
12/31/2017,3212.8,1395.3,4608.1,0.1,13.7,13.8,47.127853,20.467347,67.5952,42.636091,18.516602,61.152693,
03/31/2018,3180.6,1231.2,4411.8,6.7,6.7,7.5,49.323863,19.093108,68.416972,43.130873,16.695822,59.826695,
06/30/2018,3097.2,1470.1,4567.3,14.6,0.6,15.2,45.18953,21.449415,66.638945,39.293598,18.650884,57.944483,
09/30/2018,3610.3,1575.6,5185.9,7.9,7.9,8.2,49.313628,21.521356,70.834984,42.321759,18.469979,60.791738,
12/31/2018,3307.1,1411.9,4719.0,0.8,12.8,13.6,48.17615,20.567841,68.743991,43.009117,18.361879,61.370996,
03/31/2019,3619.1,1564.8,5183.9,1.0,9.7,10.7,50.28134,21.740278,72.021618,42.784523,18.498859,61.283382,
06/30/2019,3748.6,1818.8,5567.4,1.2,14.3,15.5,49.379561,23.95869,73.338251,42.060972,20.407751,62.468723,
09/30/2019,4104.1,1968.2,6072.3,0.7,9.2,9.9,51.671346,24.779987,76.451333,43.670859,20.943199,64.614059,
12/31/2019,3484.3,2017.9,5502.2,0.4,11.2,11.6,42.372098,24.539407,66.911505,37.343522,21.627154,58.970676,
03/31/2020,2916.3,1697.8,4614.1,2.3,31.9,34.2,39.382849,22.927752,62.310601,33.765587,19.657516,53.423103,
06/30/2020,3547.3,1828.8,5376.1,0.6,15.4,16.0,45.241557,23.324151,68.565708,37.429437,19.296635,56.726072,
