Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/25/1992,792.531006,9.517,9.517,,129.143005,,,112.875,,,,,10.438,,,,,261.972992,211.852005,306.950989,-95.098999,,318.705994,,,,,,318.705994,530.557999,,63.185001,63.185001,,,,14.585,,,,,,128.608005,,,128.608005,206.378006,184.192993,,,,,56.858002,,,,,56.858002,241.050995,447.429001,0.0,278.005005,,,-37.488998,,104.585999,345.102005,0.0,345.102005,792.531006,
12/31/1992,769.815002,1.691,1.691,0.0,116.792,,,101.317001,,,,,10.206,,,,,230.005997,212.761993,306.90799,-94.146004,,327.046997,,,,,,327.046997,539.80899,,62.403999,62.403999,,,,31.462999,,,,,,118.525,,,118.525,212.391998,137.304993,,,,,71.738998,,,,,71.738998,209.043991,421.435989,0.0,278.540009,,,-37.488998,,107.327995,348.379006,0.0,348.379006,769.814995,
04/02/1993,825.518982,13.289,13.289,,120.820999,,,110.440002,,,,,27.631001,,,,,272.181,213.675995,315.886993,-102.210999,,339.661987,,,,,,339.661987,553.337982,,67.044998,67.044998,,,,0.887,,,,,,126.900003,,,126.900003,194.832001,169.0,,,,,139.190002,,,,,139.190002,308.190002,503.022003,0.0,279.015991,,,-37.488998,,80.969997,322.49699,0.0,322.49699,825.518993,
07/02/1993,883.562988,15.355,15.355,,134.910004,,,125.271004,,,,,28.688999,,,,,304.225006,231.220001,338.942993,-107.723,,348.118011,,,,,,348.118011,579.338013,,70.387001,70.387001,,,,0.888,,,,,,141.491997,,,141.491997,212.766998,195.904999,,,,,140.084,,,,,140.084,335.988998,548.755997,0.0,279.272003,,,-37.488998,,93.023998,334.807003,0.0,334.807003,883.563,
10/01/1993,896.349976,12.445,12.445,,161.442001,,,117.829002,,,,,27.843,,,,,319.55899,229.625,345.332001,-115.707001,,347.165985,,,,,,347.165985,576.790985,,74.306999,74.306999,,,,0.732,,,,,,163.606005,,,163.606005,238.645004,169.300003,,,,,139.436996,,,,,139.436996,308.737,547.382004,0.0,279.730988,,,-37.488998,,106.725998,348.967987,0.0,348.967987,896.349991,
12/31/1993,872.471985,6.767,6.767,0.0,135.445007,,,107.569,,,,,27.982,,,,,277.763,235.666,358.299988,-122.634003,,359.042999,,,,,,359.042999,594.709,,72.445,72.445,,,,2.235,,,,,,160.685006,,,160.685006,235.365005,131.350006,,,,,142.091003,,,,,142.091003,273.44101,508.806015,0.0,279.841003,,,-37.488998,,121.313995,363.666,0.0,363.666,872.472015,
04/01/1994,916.388,11.376,11.376,0.0,150.481003,,,126.036003,,,,,27.905001,,,,,315.798004,238.378998,369.677002,-131.298004,,362.210999,,,,,,362.210999,600.589996,,78.087997,78.087997,,,,11.91,,,,,,171.547016,,,171.547016,261.545013,131.350006,,,,,141.597,,,,,141.597,272.947006,534.49202,0.0,284.037994,,,-37.488998,,135.347,381.895996,0.0,381.895996,916.388016,
07/01/1994,944.830994,16.917,16.917,0.0,161.990997,,,134.520004,,,,,29.791,,,,,343.218994,243.091995,382.229004,-139.136993,,358.519989,,,,,,358.519989,601.611984,,87.375999,87.375999,,,,0.335,,,,,,183.084014,,,183.084014,270.795013,131.350006,,,,,140.945999,,,,,140.945999,272.296005,543.091019,0.0,284.243011,,,-37.488998,,154.986,401.740013,0.0,401.740013,944.831032,
09/30/1994,985.635986,21.641001,21.641001,0.0,186.367996,,,134.811005,,,,,42.083,,,,,384.903015,244.779007,391.278992,-146.5,,355.95401,,,,,,355.95401,600.733017,,86.616997,86.616997,,,,0.335,,,,,,200.611999,,,200.611999,287.563995,131.214996,,,,,141.932007,,,,,141.932007,273.147003,560.710999,0.0,284.562012,,,-37.488998,,177.852005,424.925018,0.0,424.925018,985.636017,
12/31/1994,1105.64502,3.599,3.599,0.0,168.158997,,,134.940994,,,,,50.671001,,,,,357.369995,244.167007,377.903992,-133.737,,504.108002,,,,,,504.108002,748.275009,,78.109001,78.109001,,,,68.771004,,,,,,228.506988,,,228.506988,375.386993,116.514999,,,,,137.643005,,,,,137.643005,254.158004,629.544997,0.0,312.279999,,,-37.488998,,201.309005,476.100006,0.0,476.100006,1105.645003,
03/31/1995,1185.112061,15.749,15.749,0.0,208.328995,,,166.647003,,,,,46.529999,,,,,437.255005,279.208008,443.174011,-163.966003,,468.648987,,,,,,468.648987,747.856995,,107.209,107.209,,,,65.162003,,,,,,235.626984,,,235.626984,407.997986,116.566002,,,,,157.485992,,,,,157.485992,274.051994,682.04998,0.0,314.598999,,,-37.488998,,225.951996,503.061996,0.0,503.061996,1185.111977,
06/30/1995,1221.293945,20.573999,20.573999,0.0,231.542999,,,178.686005,,,,,46.321999,,,,,477.125,278.859009,449.108002,-170.248993,,465.309998,,,,,,465.309998,744.169006,,104.650002,104.650002,,,,87.914001,,,,,,240.606987,,,240.606987,433.17099,116.546997,,,,,142.891006,,,,,142.891006,259.438004,692.608994,0.0,315.197998,,,-37.488998,,250.975998,528.684998,0.0,528.684998,1221.293991,
09/29/1995,1508.08606,10.49,10.49,0.0,276.511993,,,221.177994,,,,,44.928001,,,,,553.107971,325.34201,500.256012,-174.914001,,629.635986,,,,,,629.635986,954.977996,,111.963997,111.963997,,,,140.751007,,,,,,284.219994,,,284.219994,536.934998,176.399002,,,,,240.466003,,,,,240.466003,416.865005,953.800003,0.0,315.380005,,,-37.488998,,276.395004,554.286011,0.0,554.286011,1508.086014,
12/31/1995,1485.990967,7.938,7.938,0.0,224.651993,,,201.889999,,,,,31.99,,,,,466.470001,291.937012,460.502991,-168.565994,,727.583984,,,,,,727.583984,1019.520996,,92.290001,92.290001,,,,14.97,,,,,,296.877999,,,296.877999,404.138,268.617004,,,,,226.925003,,,,,226.925003,495.542007,899.680007,0.0,315.838989,,,-37.488998,,307.960983,586.310974,0.0,586.310974,1485.990981,
03/29/1996,1503.47998,15.867,15.867,0.0,250.397995,,,206.772995,,,,,36.980999,,,,,510.019012,293.437988,477.365997,-183.927994,,700.02301,,,,,,700.02301,993.460999,,96.757004,96.757004,,,,50.064999,,,,,,347.930988,,,347.930988,494.752991,101.68,,,,,227.268997,,,,,227.268997,328.948997,823.701988,0.0,316.565002,,,-49.598999,,412.812012,679.778015,0.0,679.778015,1503.480003,
06/28/1996,1521.480957,9.169,9.169,0.0,262.175995,,,199.542999,,,,,43.194,,,,,514.08197,290.653015,486.798004,-196.145004,,716.745972,,,,,,716.745972,1007.398987,,102.178001,102.178001,,,,15.219,,,,,,355.905001,,,355.905001,473.302002,124.970001,,,,,204.438995,,,,,204.438995,329.408997,802.710999,0.0,326.191986,,,-49.598999,,442.177002,718.769989,0.0,718.769989,1521.480988,
09/27/1996,1792.703003,21.948999,21.948999,0.0,294.259003,,,229.798996,,,,,44.992001,,,,,590.999023,310.938995,522.294006,-211.354996,,890.765015,,,,,,890.765015,1201.70401,,110.260002,110.260002,,,,16.558001,,,,,,380.769003,,,380.769003,507.587006,268.709991,,,,,265.716003,,,,,265.716003,534.425995,1042.013,0.0,326.518005,,,-49.598999,,473.770996,750.690002,0.0,750.690002,1792.703003,
12/31/1996,1765.073975,26.444,26.444,0.0,266.667999,,,204.235992,,,,,49.393002,,,,,546.741028,319.605988,538.435974,-218.830002,,898.72699,,,,,,898.72699,1218.332978,,110.194,110.194,,,,16.757,,,,,,347.621998,,,347.621998,474.572998,219.570007,,,,,270.670013,,,,,270.670013,490.24002,964.813018,0.0,334.229004,,,-49.598999,,515.631012,800.261017,0.0,800.261017,1765.074035,
03/28/1997,1794.658,38.554,38.554,0.0,280.991,280.991,,218.637,74.348,46.433,97.856,,40.104,,,,,578.286,324.85,555.825,-230.975,0.0,891.522,791.179,791.179,0.0,,,100.343,1216.372,,119.458,119.458,,,,18.464,,,,,,379.161,,,379.161,517.083,190.9,,,,,269.212,,,,,269.212,460.112,977.195,0.0,335.04,,,-49.598999,536.838,-4.816001,817.463,,817.463,1794.658,
06/27/1997,1819.164,35.048,35.048,0.0,290.528,290.528,,215.746,72.477,46.968,96.301,0.0,44.427,,,,,585.749,327.58,572.067,-244.487,0.0,905.835,811.223,811.223,0.0,,,94.612,1233.415,,123.634,123.634,,,,24.837,,,,,,373.997,,,373.997,522.468,190.885,,,,,270.479,,,,,270.479,461.364,983.832,0.0,335.258,,,-49.441002,573.628,-24.112998,835.332,0.0,835.332,1819.164,
09/26/1997,1914.811,22.764,22.764,0.0,322.066,322.066,,226.088,77.213,50.948,97.927,0.0,52.06,,,,,622.978,331.79,587.695,-255.905,,960.043,858.233,858.233,0.0,,,101.81,1291.833,,130.374,130.374,,,,19.122,,,,,,425.523,,,425.523,575.019,200.402,,,,,269.031,,,,,269.031,469.433,1044.452,0.0,335.655,,,-69.441002,613.934,-9.788998,870.359,0.0,870.359,1914.811,
12/31/1997,2183.875,70.821,70.821,,403.858,403.858,,265.122,98.083,67.056,99.983,0.0,92.252,,,,,832.053,403.488,784.487,-380.999,,948.334,863.352,863.352,0.0,,,84.982,1351.822,,152.066,152.066,,,,35.91,,,,,,392.321,,,392.321,580.297,163.109,,,,,301.25,,,,,301.25,464.359,1044.656,,346.307,,,0.0,806.171,-13.259,1139.219,,1139.219,2183.875,
03/27/1998,2370.725,30.357,30.357,0.0,366.653,366.653,,269.29,93.476,66.594,109.22,0.0,55.694,,,,,721.994,379.328,655.646,-276.318,0.0,1269.403,1208.234,1208.234,0.0,,,61.169,1648.731,,167.993,167.993,,,,213.888,,,,,,422.386,,,422.386,804.267,313.717,,,,,294.758,,,,,294.758,608.475,1412.742,0.0,339.363,,,-69.441,692.266,-4.205,957.983,,957.983,2370.725,
06/26/1998,2371.275,32.916,32.916,0.0,359.589,359.589,,287.313,100.164,72.342,114.807,0.0,42.906,,,,,722.724,382.907,674.954,-292.047,,1265.644,1201.664,1201.664,0.0,,,63.98,1648.551,,158.144,158.144,,,,162.31,,,,,,454.009,,,454.009,774.463,323.399,,,,,272.467,,,,,272.467,595.866,1370.329,0.0,340.518,,,-69.441,736.992,-7.123,1000.946,0.0,1000.946,2371.275,
09/25/1998,2771.185,39.286,39.286,0.0,459.837,459.837,,361.32,130.931,83.011,147.378,0.0,69.182,,,,,929.625,473.329,950.951,-477.622,,1368.231,1296.346,1296.346,0.0,,,71.885,1841.56,,172.499,172.499,,,,215.831,,,,,,467.602,,,467.602,855.932,330.253,,,,,298.088,,,,,298.088,628.341,1484.273,0.0,442.445,,,0.0,853.615,-9.148,1286.912,0.0,1286.912,2771.185,
12/31/1998,2840.859,47.798,47.798,0.0,485.543,485.543,,337.481,131.25,75.768,130.463,0.0,60.874,,,,,931.696,510.198,1003.53,-493.332,,1398.965,1287.762,1287.762,0.0,,,111.203,1909.163,,161.782,161.782,,,,59.721,,,,,,479.743,,,479.743,701.246,443.918,,,,,294.907,,,,,294.907,738.825,1440.071,0.0,333.59,,,-69.441,1069.571,67.068,1400.788,0.0,1400.788,2840.859,
04/02/1999,2746.164,68.176,68.176,0.0,442.119,442.119,,325.085,124.428,74.391,126.266,0.0,54.606,,,,,889.986,462.802,918.276,-455.474,,1393.376,1261.741,1261.741,0.0,,,131.635,1856.178,,173.701,173.701,,,,53.925,,,,,,496.644,,,496.644,724.27,347.48,,,,,282.978,,,,,282.978,630.458,1354.728,0.0,381.449,,,,1031.789,-21.802,1391.436,0.0,1391.436,2746.164,
07/02/1999,2752.192,128.008,128.008,0.0,433.698,433.698,,329.832,126.355,73.022,130.455,0.0,58.47,,,,,950.008,460.214,927.207,-466.993,,1341.97,1246.479,1246.479,0.0,,,95.491,1802.184,,179.908,179.908,,,,58.534,,,,,,459.751,,,459.751,698.193,341.282,,,,,263.45,,,,,263.45,604.732,1302.925,0.0,387.632,,,,1092.759,-31.124,1449.267,0.0,1449.267,2752.192,
10/01/1999,3080.724,280.138,280.138,0.0,514.522,514.522,,349.449,128.941,73.739,146.769,0.0,64.442,,,,,1208.551,508.732,1051.875,-543.143,,1363.441,1286.533,1286.533,0.0,,,76.908,1872.173,,195.179,195.179,,,,74.847,,,,,,531.959,,,531.959,801.985,341.494,,,,,289.405,,,,,289.405,630.899,1432.884,0.0,419.052,,,0.0,1249.119,-20.331,1647.84,0.0,1647.84,3080.724,
12/31/1999,3047.071,260.281,260.281,0.0,544.738,544.738,,324.673,129.102,67.437,128.134,0.0,72.425,,,,,1202.117,500.189,1052.913,-552.724,,1344.765,1292.289,1292.289,0.0,,,52.476,1844.954,,213.209,213.209,,,,33.597,,,,,,461.98,,,461.98,708.786,341.037,,,,,288.494,,,,,288.494,629.531,1338.317,0.0,421.576,,,-69.441,1321.283,35.336,1708.754,0.0,1708.754,3047.071,
03/31/2000,3205.557,91.972,91.972,,577.299,577.299,,382.288,161.737,75.361,145.19,0.0,81.562,,,,,1133.121,532.788,1109.099,-576.311,,1539.648,1461.449,1461.449,0.0,,,78.199,2072.436,,228.658,228.658,,,,43.764,,,,,,539.64,,,539.64,812.062,402.496,,,,,291.403,,,,,291.403,693.899,1505.961,,350.882,,,,1390.715,-42.001,1699.596,,1699.596,3205.557,
06/30/2000,3710.05,183.713,183.713,,624.709,624.709,,440.949,181.515,87.738,171.696,0.0,68.761,,,,,1318.132,563.232,1159.458,-596.226,,1828.686,1727.981,1727.981,0.0,,,100.705,2391.918,,247.177,247.177,,,,52.67,,,,,,654.87,,,654.87,954.717,675.5,,,,,310.357,,,,,310.357,985.857,1940.574,,351.51,,,,1469.824,-51.858,1769.476,,1769.476,3710.05,
09/29/2000,3889.835,153.791,153.791,,668.594,668.594,,479.094,209.155,95.985,173.954,0.0,73.225,,,,,1374.704,576.702,1204.391,-627.689,,1938.429,1840.709,1840.709,0.0,,,97.72,2515.131,,254.456,254.456,,,,59.844,,,,,,690.103,,,690.103,1004.403,745.243,,,,,287.55,,,,,287.55,1032.793,2037.196,,352.233,,,,1550.557,-50.151,1852.639,,1852.639,3889.835,
12/31/2000,4031.679,176.924,176.924,0.0,704.214,,,460.61,212.699,95.402,152.509,0.0,132.558,,,,,1474.306,575.531,1208.104,-632.573,0.0,1981.842,1863.9,1863.9,0.0,,,117.942,2557.373,,262.095,262.095,,,,81.633,,,,,,674.812,,,674.812,1018.54,713.557,,,,,357.249,,,,,357.249,1070.806,2089.346,0.0,365.982,,,,,1576.351,1942.333,0.0,1942.333,4031.679,
03/30/2001,4509.378,669.23,669.23,,647.774,647.774,,460.867,207.983,96.995,155.889,0.0,93.081,,,,,1870.952,549.571,1190.571,-641.0,,2088.855,1976.349,1976.349,0.0,,,112.506,2638.426,,253.868,253.868,,,,75.19,,,,,,670.176,,,670.176,999.234,1106.902,,,,,367.145,,,,,367.145,1474.047,2473.281,,379.097,,,,1715.208,-58.208,2036.097,,2036.097,4509.378,
06/29/2001,4619.895,675.31,675.31,,635.295,635.295,,455.333,198.661,97.473,159.199,0.0,123.174,,,,,1889.112,545.448,1234.448,-689.0,,2185.335,2068.854,2068.854,0.0,,,116.481,2730.783,,270.735,270.735,,,,72.982,,,,,,629.684,,,629.684,973.401,1101.11,,,,,425.783,,,,,425.783,1526.893,2500.294,,389.431,,,,1806.588,-76.418,2119.601,,2119.601,4619.895,
09/28/2001,4715.012,646.466,646.466,,632.811,632.811,,462.776,196.956,99.048,166.772,0.0,127.978,,,,,1870.031,536.991,1256.991,-720.0,,2307.99,2174.949,2174.949,0.0,,,133.041,2844.981,,252.41,252.41,,,,74.405,,,,,,645.436,,,645.436,972.251,1121.697,,,,,417.656,,,,,417.656,1539.353,2511.604,,383.638,,,,1891.487,-71.717,2203.408,,2203.408,4715.012,
12/31/2001,4820.483,706.559,706.559,0.0,585.318,,,408.236,181.801,95.119,131.316,0.0,174.502,,,,,1874.615,533.572,1264.994,-731.422,0.0,2412.296,2292.657,2292.657,0.0,,,119.639,2945.868,,235.501,235.501,,,,72.356,,,,,,709.437,,,709.437,1017.294,1119.333,,,,,455.27,,,,,455.27,1574.603,2591.897,0.0,376.852,,,,,1851.734,2228.586,0.0,2228.586,4820.483,
03/29/2002,5433.512,571.452,571.452,,721.209,721.209,,487.076,207.665,115.498,163.913,0.0,154.131,,,,,1933.868,600.708,1367.708,-767.0,,2898.936,2825.389,2825.389,0.0,,,73.547,3499.644,,303.252,303.252,,,,81.249,,,,,,857.73,,,857.73,1242.231,1103.844,,,,,469.838,,,,,469.838,1573.682,2815.913,,858.544,,,,1827.436,-68.381,2617.599,,2617.599,5433.512,
06/28/2002,5644.801,705.075,705.075,,746.405,746.405,,476.909,206.783,112.277,157.849,0.0,202.594,,,,,2130.983,572.555,1354.555,-782.0,,2941.263,2869.972,2869.972,0.0,,,71.291,3513.818,,328.117,328.117,,,,108.832,,,,,,881.357,,,881.357,1318.306,1112.649,,,,,476.056,,,,,476.056,1588.705,2907.011,,864.676,,,,1928.077,-54.963,2737.79,,2737.79,5644.801,
09/27/2002,5894.801,803.178,803.178,,757.006,757.006,,486.44,206.733,115.903,163.804,0.0,199.964,,,,,2246.588,558.382,1377.382,-819.0,,3089.831,3023.667,3023.667,0.0,,,66.164,3648.213,,358.694,358.694,,,,110.192,,,,,,904.102,,,904.102,1372.988,1143.223,,,,,494.54,,,,,494.54,1637.763,3010.751,,910.793,,,,2041.077,-67.82,2884.05,,2884.05,5894.801,
12/31/2002,6029.145,810.463,810.463,0.0,759.028,,,485.587,200.654,119.872,165.061,0.0,332.188,,,,,2387.266,597.379,1429.301,-831.922,0.0,3044.5,3007.704,2776.774,230.93,,,36.796,3641.879,,366.587,366.587,,,,112.542,,,,,,786.183,,,786.183,1265.312,1197.422,,,,,556.812,,,,,556.812,1754.234,3019.546,0.0,917.227,,,,2198.345,-105.973,3009.599,0.0,3009.599,6029.145,
03/28/2003,6292.712,911.633,911.633,,770.339,770.339,,527.818,,,,,308.07,,,,,2517.86,593.632,1459.337,-865.705,,3181.22,3145.385,3145.385,0.0,,,35.835,3774.852,,395.177,395.177,,,,152.48,,,,,,821.169,,,821.169,1368.826,1217.508,,,,,586.856,,,,,586.856,1804.364,3173.19,,926.75,,,,2297.653,-104.881,3119.522,,3119.522,6292.712,
06/27/2003,6464.8,1068.11,1068.11,,784.062,784.062,,527.052,,,,,289.954,,,,,2669.178,577.498,1475.891,-898.393,,3218.124,3179.551,3179.551,0.0,,,38.573,3795.622,,415.088,415.088,,,,76.418,,,,,,820.981,,,820.981,1312.487,1249.641,,,,,627.956,,,,,627.956,1877.597,3190.084,,942.592,,,,2418.969,-86.845,3274.716,,3274.716,6464.8,
09/26/2003,6590.222,1104.727,1104.727,,836.586,836.586,,539.788,214.751,127.69,197.347,0.0,299.306,,,,,2780.407,570.724,1487.724,-917.0,,3239.091,3208.042,2946.052,261.99,,,31.049,3809.815,,439.494,439.494,,,,10.299,,,,,,827.887,,,827.887,1277.68,1246.008,,,,,606.37,,,,,606.37,1852.378,3130.058,,989.712,,,,2553.749,-83.297,3460.164,,3460.164,6590.222,
12/31/2003,6890.05,1230.156,1230.156,0.0,868.097,868.097,,536.227,222.973,121.76,191.494,0.0,307.671,,,,,2942.151,573.365,1512.968,-939.603,0.0,3374.534,3341.972,3064.109,277.863,,,32.562,3947.899,,472.994,472.994,,,,14.385,,,,,,892.624,,,892.624,1380.003,1284.498,,,,,578.84,,,,,578.84,1863.338,3243.341,0.0,1001.463,,,,2719.853,-74.607,3646.709,0.0,3646.709,6890.05,
04/02/2004,7285.127,642.486,642.486,,951.661,951.661,,624.406,246.917,137.064,240.425,0.0,297.612,,,,,2516.165,638.124,1600.124,-962.0,,4130.838,4056.876,3685.258,371.618,,,73.962,4768.962,,559.667,559.667,,,,67.271,,,,,,980.167,,,980.167,1607.105,1274.393,,,,,621.395,,,,,621.395,1895.788,3502.893,,1014.496,,,,2861.25,-93.512,3782.234,,3782.234,7285.127,
07/02/2004,7683.206,303.285,303.285,0.0,1094.029,1094.029,,783.753,287.301,167.927,328.525,0.0,280.574,,,,,2461.641,727.159,1723.159,-996.0,0.0,4494.406,4413.385,3856.559,556.826,,,81.021,5221.565,,586.992,586.992,,,,18.317,,,,,,1098.369,,,1098.369,1703.678,1282.309,,,,,713.818,,,,,713.818,1996.127,3699.805,0.0,1028.153,,,,3038.861,-83.613,3983.401,0.0,3983.401,7683.206,
10/01/2004,7922.474,531.61,531.61,0.0,1110.281,1110.281,,786.724,293.098,161.862,331.764,0.0,260.798,,,,,2689.413,715.302,1723.302,-1008.0,0.0,4517.759,4440.461,3786.036,654.425,,,77.298,5233.061,,578.613,578.613,,,,389.752,,,,,,1110.093,,,1110.093,2078.458,918.39,,,,,740.944,,,,,740.944,1659.334,3737.792,0.0,1041.122,,,,3235.026,-91.466,4184.682,0.0,4184.682,7922.474,
12/31/2004,8493.893,609.115,609.115,0.0,1231.065,1231.065,,703.996,284.41,138.261,281.325,0.0,374.514,,,,,2918.69,752.966,1768.002,-1015.036,0.0,4822.237,4730.532,3970.269,760.263,,,91.705,5575.203,,612.066,612.066,,,,424.763,,,,,,1165.457,,,1165.457,2202.286,925.535,,,,,746.39,,,,,746.39,1671.925,3874.211,0.0,1055.523,,,,3448.122,116.037,4619.682,0.0,4619.682,8493.893,
