Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/29/1989,-53.255001,-62.194,72.234001,-59.124001,,,-59.124001,-4.171,,,,-4.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/29/1989,-97.657997,-78.889999,73.822998,46.813999,,,46.813999,-139.404999,,,,-139.404999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/1989,-81.504997,-50.723999,75.793999,-9.274,,,-9.274,-97.301003,,,,-97.301003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1990,-640.53302,-1582.119019,223.093994,1398.119019,,,1398.119019,-679.627014,,,,-679.627014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/1990,126.997002,-57.558998,56.018002,-4.645,,,-4.645,133.182999,,,,133.182999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/1990,155.636993,-80.049004,53.026001,-4.645,,,-4.645,187.304993,,,,187.304993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/1990,-109.157997,-57.838001,54.159,-4.645,,,-4.645,-100.834,,,,-100.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1991,85.252998,-76.0,169.389008,-237.563995,,,-237.563995,229.427994,,,,229.427994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/1991,81.642998,-35.884998,46.290001,-7.015,,,-7.015,78.252998,,,,78.252998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/1991,25.517,-108.536003,45.719002,-5.301,,,-5.301,93.635002,,,,93.635002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/1991,-225.996002,-30.124001,44.917,-7.015,,,-7.015,-233.774002,,,,-233.774002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/1992,666.835022,1010.937012,131.850998,-1749.223022,,,-1749.223022,1273.27002,,,,1273.27002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/1992,119.891998,11.812,61.213001,6.49,,,6.49,40.376999,,,,40.376999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/1992,125.432999,-29.363001,40.865002,54.546001,,,54.546001,59.384998,,,,59.384998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1992,-81.206001,31.582001,52.478001,-16.047001,,,-16.047001,-149.218994,,,,-149.218994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/1993,277.437012,98.977997,90.754997,-8.899,,,-8.899,96.602997,,,,96.602997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/1993,27.117001,18.155001,58.131001,16.775,,,16.775,-65.944,,,,-65.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1993,215.110001,8.853,68.098999,-4.5,,,-4.5,142.658005,,,,142.658005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/1993,-75.455002,20.282,64.748001,-9.924,,,-9.924,-150.561005,,,,-150.561005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/1994,243.731995,145.957993,16.936001,103.695999,,,103.695999,-22.858,,,,-22.858,,,,,,,,,,,,,,,,,,,,,,,,,,243.731995,,,
04/30/1994,-92.632004,32.221001,54.716,13.813,,,13.813,-193.382004,,,,-193.382004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1994,92.633003,3.773,56.206001,13.068,,,13.068,19.586,,,,19.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/1994,-126.789001,44.342999,58.778999,10.149,,,10.149,-240.059998,,,,-240.059998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/1995,288.247009,107.278999,90.783997,19.705,,,19.705,70.478996,,,,70.478996,,,,,,,,,,,,,,,,,,,,,,,,,,288.247009,,,
04/29/1995,-209.371994,-56.999001,103.308998,20.021,,,20.021,-275.703003,,,,-275.703003,,,-45.994999,,,,-45.994999,,,,,,,,,,45.994999,,,,,,,,,,,,
07/29/1995,33.425999,-66.926003,103.247002,-25.554001,,,-25.554001,22.659,,,,22.659,,,-123.936996,,,,-123.936996,,,,,,,,,,123.936996,,,,,,,,,,,,
10/28/1995,-344.623993,-46.395,119.785004,55.742001,,,55.742001,-473.756012,,,,-473.756012,,,-186.884003,,,,-186.884003,,,,,,,,,,186.884003,,,,,,,,,,,,
02/03/1996,815.077026,244.873001,118.488998,304.406006,,,304.406006,147.309006,,,,147.309006,,-339.671997,-339.671997,,,,-339.671997,,,,,,,,,,0.0,,,,,,,,,475.405029,,,
05/04/1996,-50.6,-37.946,132.68,-11.568,,-25.016,13.448,-133.766,97.479,-109.175,,-122.07,,29.978,29.978,92.007,,,-62.029,,,,,,,,,,0.0,43.577,,-71.149,115.132,115.706,-0.574,-0.406,,22.955,5.198,116.795,
08/03/1996,378.303,-65.139,265.299,-1.586,,-43.241,41.655,179.729,273.457,-139.423,,45.695,,-159.349,-159.349,105.053,,,-264.402,,,,,,,,,,0.0,-257.339,,-366.872,120.549,121.147,-0.598,-11.016,,-38.385,9.368,206.182,
11/02/1996,-172.968002,41.800999,128.158997,35.812,,,35.812,-378.73999,,,,-378.73999,,,-259.138,,,,-259.138,,,,,,,,,,259.138,,,,,,,,,,,,
02/01/1997,1015.151978,289.201996,124.303001,84.998001,,,84.998001,516.648987,,,,516.648987,,-322.476013,-322.476013,,,,-322.476013,,,,,,,,,,0.0,,,,,,,,,692.675965,,,
05/03/1997,101.202003,24.059,145.684006,-1.437,,,-1.437,-67.103996,,,,-67.103996,,-22.155001,-22.155001,27.704,,,-49.859001,,,0.0,0.0,0.0,,,,,0.0,-75.259005,0.0,-84.999004,9.802,11.464,-1.662,-0.062,,3.788,,,
08/02/1997,462.70401,27.697001,144.834,48.898998,,,48.898998,241.274002,,,,241.274002,,92.835999,-107.161003,61.639,,,-168.800003,,,199.996994,199.996994,0.0,,,,,8e-06,-390.770024,0.0,-409.925024,24.605,24.677,-0.072,-5.45,,164.770004,,,
11/01/1997,-155.852997,105.113998,148.315994,22.448,,,22.448,-431.730988,,,,-431.730988,,-161.117996,-161.118,30.77,,,-191.888,,,0.0,0.0,0.0,,,,,4e-06,430.774997,0.0,421.616997,9.997,10.066,-0.069,-0.839,,113.804001,,,
01/31/1998,1164.947021,379.130005,151.166,114.089996,,,114.089996,520.560974,,,,520.560974,,-227.565994,-227.566002,57.887001,,,-285.453003,,,0.0,0.0,0.0,,,,,8e-06,-1226.74598,0.0,-714.643982,9.596,9.793,-0.197,-521.697998,,-289.36499,,,
05/02/1998,174.0,60.0,155.0,32.0,,,32.0,-73.0,,,,-73.0,,-35.0,-35.0,16.0,,,-51.0,,,0.0,0.0,0.0,,,,,0.0,-102.0,0.0,-199.0,29.0,29.0,0.0,68.0,,37.0,68.0,80.0,
08/01/1998,526.0,107.0,156.0,-40.0,,,-40.0,303.0,,,,303.0,,68.0,-132.0,6.0,,,-138.0,,,0.0,0.0,0.0,,,,,200.0,-492.0,0.0,-352.0,-144.0,10.0,-154.0,4.0,,102.0,82.0,67.0,
10/31/1998,-291.0,87.0,157.0,56.0,,,56.0,-591.0,,,,-591.0,,-182.0,-182.0,6.0,,,-188.0,,,0.0,0.0,0.0,,,,,0.0,356.0,0.0,350.0,-372.0,5.0,-377.0,378.0,,-117.0,56.0,88.0,
01/30/1999,1281.0,408.0,155.0,113.0,,,113.0,605.0,,,,605.0,,-296.0,-296.0,22.0,,,-318.0,,,200.0,200.0,0.0,,,,,-200.0,-842.0,0.0,-378.0,-61.0,2.0,-63.0,-403.0,,143.0,,291.0,
05/01/1999,146.0,87.0,173.0,38.0,,1.0,37.0,-152.0,158.0,-175.0,,-135.0,,-1603.0,-55.0,3.0,,,-58.0,,,0.0,0.0,0.0,,,,,-1548.0,1389.0,0.0,1394.0,5.0,5.0,0.0,-10.0,,-68.0,84.0,70.0,
07/31/1999,341.0,137.0,187.0,-62.0,,,-62.0,79.0,,,,79.0,,-224.0,-169.0,20.0,,,-189.0,,,0.0,0.0,0.0,,,,,-55.0,1.0,0.0,-45.0,46.0,46.0,0.0,0.0,,118.0,110.0,71.0,
10/30/1999,-180.0,123.0,190.0,15.0,,,15.0,-508.0,,,,-508.0,,-274.0,-220.0,9.0,,,-229.0,,,0.0,0.0,0.0,,,,,-54.0,692.0,0.0,688.0,4.0,4.0,0.0,0.0,,238.0,84.0,115.0,
01/29/2000,956.0,448.0,185.0,84.0,,,84.0,239.0,,,,239.0,,-331.0,-286.0,14.0,,,-300.0,,,0.0,0.0,0.0,,,,,-45.0,-1002.0,0.0,-970.0,-32.0,235.0,-267.0,0.0,,-377.0,49.0,89.0,
04/29/2000,58.0,89.0,182.0,-13.0,,,-13.0,-200.0,,,,-200.0,,-119.0,-69.0,0.0,,,-69.0,,,0.0,0.0,0.0,,,,,-50.0,92.0,0.0,272.0,-180.0,38.0,-218.0,0.0,,31.0,210.0,108.0,
07/29/2000,386.0,63.0,182.0,-17.0,,,-17.0,158.0,,,,158.0,,-147.0,-129.0,53.0,,,-182.0,,,0.0,0.0,0.0,,,,,-18.0,-192.0,0.0,23.0,-212.0,1.0,-213.0,-3.0,,47.0,32.0,88.0,
10/28/2000,-176.0,-668.0,184.0,837.0,,,837.0,-529.0,,,,-529.0,,-255.0,-230.0,9.0,,,-239.0,,,0.0,0.0,0.0,,,,,-25.0,438.0,0.0,558.0,-119.0,1.0,-120.0,-1.0,,7.0,9.0,121.0,
02/03/2001,1017.0,332.0,179.0,68.0,,,68.0,438.0,,,,438.0,,-283.0,-242.0,10.0,,,-252.0,,,0.0,0.0,0.0,,,,,-41.0,-715.0,0.0,-674.0,-39.0,13.0,-52.0,-2.0,,19.0,100.0,104.0,
