Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
12/30/1995,486.0,283.0,151.0,35.0,,,35.0,17.0,,,,17.0,,-118.0,-118.0,,,,-118.0,,,,,,,,,,0.0,,,,,,,,,,,,368.0,,
03/30/1996,182.0,188.0,162.0,-39.0,,,-39.0,-129.0,,,,-129.0,,-127.0,-127.0,,,,-127.0,,,,,,,,,,0.0,,,,,,,,,,,,55.0,,
06/29/1996,860.0,259.0,162.0,-47.0,,,-47.0,486.0,,,,486.0,,-214.0,-214.0,,,,-214.0,,,,,,,,,,0.0,,,,,,,,,,,,646.0,,
12/28/1996,664.0,317.0,172.0,0.0,,,0.0,175.0,,,,175.0,,-126.0,-126.0,,,,-126.0,,,,,,,,,,0.0,,,,,,,,,,,,538.0,,
03/29/1997,262.0,206.0,169.0,-17.0,,,-17.0,-96.0,,,,-96.0,,-117.0,-117.0,,,,-117.0,,,,,,,,,,0.0,,,,,,,,,,,,145.0,,
06/28/1997,807.0,280.0,170.0,1.0,,,1.0,356.0,,,,356.0,,-197.0,-197.0,,,,-197.0,,,,,,,,,,0.0,,,,,,,,,,,,610.0,,
09/27/1997,-161.0,225.0,171.0,6.0,,,6.0,-563.0,,,,-563.0,,-294.0,-91.0,0.0,,,-91.0,,,0.0,0.0,0.0,,,,,-203.0,356.0,-107.0,749.0,,,,-283.0,21.0,-304.0,-3.0,,-99.0,,
12/27/1997,603.0,-1278.0,138.0,1648.0,,,1648.0,95.0,,,,95.0,,271.0,-113.0,0.0,,,-113.0,,,0.0,0.0,0.0,,,,,384.0,-810.0,-115.0,-248.0,,,,-444.0,19.0,-463.0,-3.0,,64.0,,
03/28/1998,286.0,227.0,139.0,-34.0,,,-34.0,-46.0,,,,-46.0,,-155.0,-98.0,0.0,,,-98.0,,,0.0,0.0,0.0,,,,,-57.0,-195.0,-114.0,353.0,,,,-432.0,29.0,-461.0,-2.0,,-64.0,,
06/27/1998,1207.0,303.0,170.0,10.0,,,10.0,724.0,,,,724.0,,-97.0,-32.0,140.0,,,-172.0,,,0.0,0.0,0.0,,,,,-65.0,-1010.0,-111.0,-443.0,,,,-455.0,17.0,-472.0,-1.0,,100.0,,
09/26/1998,44.0,338.0,141.0,-82.0,,12.0,-94.0,-353.0,,,,-353.0,,317.0,-84.0,0.0,,,-84.0,,,0.0,0.0,0.0,,,,,401.0,-412.0,-110.0,-35.0,,,,-276.0,17.0,-293.0,9.0,,-51.0,,
12/26/1998,504.0,322.0,139.0,72.0,,,72.0,-29.0,,,,-29.0,,-173.0,-122.0,0.0,,,-122.0,,,0.0,0.0,0.0,,,,,-51.0,-243.0,-119.0,68.0,,,,-197.0,53.0,-250.0,5.0,,88.0,,
03/27/1999,296.0,245.0,139.0,-35.0,,,-35.0,-53.0,,,,-53.0,,-105.0,-124.0,0.0,,,-124.0,,,0.0,0.0,0.0,,,,,19.0,-269.0,-118.0,124.0,,,,-249.0,18.0,-267.0,-26.0,,-78.0,,
07/03/1999,759.0,286.0,134.0,-17.0,,,-17.0,356.0,,,,356.0,,-231.0,-47.0,158.0,,,-205.0,,,0.0,0.0,0.0,,,,,-184.0,-481.0,-117.0,30.0,,,,-446.0,23.0,-469.0,52.0,,47.0,,
10/02/1999,-105.0,258.0,152.0,4.0,,20.0,-16.0,-519.0,,,,-519.0,,-225.0,-113.0,0.0,,,-113.0,,,0.0,0.0,0.0,,,,,-112.0,220.0,-119.0,382.0,,,,-56.0,15.0,-71.0,13.0,,-110.0,,
01/01/2000,569.0,389.0,148.0,22.0,,41.0,-19.0,10.0,,,,10.0,,-398.0,-139.0,0.0,,,-139.0,,,0.0,0.0,0.0,,,,,-259.0,-38.0,-121.0,257.0,,,,-142.0,26.0,-168.0,-32.0,,133.0,,
04/01/2000,277.0,262.0,162.0,-28.0,,,-28.0,-119.0,,,,-119.0,,-192.0,-199.0,0.0,,,-199.0,,,0.0,0.0,0.0,,,,,7.0,-90.0,-122.0,355.0,,,,-330.0,15.0,-345.0,7.0,,-5.0,,
07/01/2000,799.0,313.0,157.0,-86.0,,,-86.0,415.0,,,,415.0,,-481.0,-156.0,40.0,,,-196.0,,,0.0,0.0,0.0,,,,,-325.0,-301.0,-123.0,251.0,,,,-420.0,28.0,-448.0,-9.0,,17.0,,
09/30/2000,-133.0,254.0,158.0,-34.0,,-3.0,-31.0,-511.0,,,,-511.0,,-346.0,-104.0,12.0,,,-116.0,,,0.0,0.0,0.0,,,,,-242.0,390.0,-119.0,760.0,,,,-241.0,17.0,-258.0,-10.0,,-89.0,,
12/30/2000,644.0,798.0,162.0,-443.0,,,-443.0,127.0,,,,127.0,,1473.0,-93.0,20.0,,,-113.0,,,0.0,0.0,0.0,,,,,1566.0,-1607.0,-126.0,-1420.0,,,,-192.0,54.0,-246.0,131.0,,510.0,,
03/31/2001,223.0,241.0,142.0,-48.0,,,-48.0,-112.0,,,,-112.0,,-55.0,-110.0,9.0,,,-119.0,,,0.0,0.0,0.0,,,,,55.0,-297.0,-122.0,-170.0,,,,9.0,15.0,-6.0,-14.0,,-129.0,,
06/30/2001,1425.0,973.0,137.0,114.0,,,114.0,201.0,,,,201.0,,-7.0,-225.0,0.0,,,-225.0,,,0.0,0.0,0.0,,,,,218.0,-813.0,-119.0,-451.0,,,,-115.0,18.0,-133.0,-128.0,,605.0,,
09/29/2001,-164.0,242.0,129.0,-19.0,,-9.0,-10.0,-516.0,,,,-516.0,,-1882.0,-95.0,0.0,,,-95.0,,,0.0,0.0,0.0,,,,,-1787.0,1859.0,-118.0,1972.0,,,,-8.0,29.0,-37.0,13.0,,-187.0,,
12/29/2001,780.0,160.0,145.0,99.0,,-31.0,130.0,376.0,,,,376.0,,-1919.0,-129.0,0.0,,,-129.0,,,0.0,0.0,0.0,,,,,-1790.0,-628.0,-122.0,-527.0,,,,28.0,28.0,0.0,-7.0,,-1767.0,,
03/30/2002,314.0,257.0,149.0,13.0,,,13.0,-105.0,,,,-105.0,,-220.0,-85.0,85.0,,,-170.0,,,0.0,0.0,0.0,,,,,-135.0,186.0,-122.0,342.0,,,,-30.0,18.0,-48.0,-4.0,,280.0,,
06/29/2002,805.0,351.0,159.0,36.0,,,36.0,259.0,,,,259.0,,-241.0,-247.0,28.0,,,-275.0,,,0.0,0.0,0.0,,,,,6.0,-927.0,-122.0,-804.0,,,,-19.0,34.0,-53.0,18.0,,-363.0,,
09/28/2002,174.0,308.0,152.0,41.0,,21.0,20.0,-327.0,,,,-327.0,,-115.0,-132.0,0.0,,,-132.0,,,0.0,0.0,0.0,,,,,17.0,-147.0,-121.0,92.0,,,,-115.0,9.0,-124.0,-3.0,,-88.0,,
12/28/2002,697.0,348.0,166.0,15.0,,,15.0,168.0,,,,168.0,,-150.0,-177.0,0.0,,,-177.0,,,0.0,0.0,0.0,,,,,27.0,-328.0,-126.0,-248.0,,,,37.0,63.0,-26.0,9.0,,219.0,,
03/29/2003,392.0,269.0,162.0,59.0,,,59.0,-98.0,,,,-98.0,,-170.0,-167.0,0.0,,,-167.0,,,0.0,0.0,0.0,,,,,-3.0,-394.0,-125.0,98.0,,,,-369.0,14.0,-383.0,2.0,,-172.0,,
06/28/2003,561.0,296.0,194.0,-139.0,,,-139.0,210.0,,,,210.0,,-239.0,-189.0,81.0,,,-270.0,,,0.0,0.0,0.0,,,,,-50.0,363.0,-125.0,441.0,,,,-10.0,12.0,-22.0,57.0,,685.0,,
09/27/2003,319.0,230.0,170.0,67.0,,,67.0,-148.0,,,,-148.0,,-1.0,-92.0,0.0,,,-92.0,,,0.0,0.0,0.0,,,,,91.0,-1139.0,-149.0,-738.0,,,,-242.0,13.0,-255.0,-10.0,,-821.0,,
12/27/2003,697.0,312.0,173.0,76.0,,,76.0,136.0,,,,136.0,,-79.0,-102.0,24.0,,,-126.0,,,0.0,0.0,0.0,,,,,23.0,-148.0,-148.0,-46.0,,,,5.0,25.0,-20.0,41.0,,470.0,,
03/27/2004,359.0,376.0,171.0,-81.0,,,-81.0,-107.0,,,,-107.0,,28.0,-97.0,16.0,,,-113.0,,,0.0,0.0,0.0,,,,,125.0,-275.0,-148.0,-98.0,,,,-34.0,41.0,-75.0,5.0,,112.0,,
07/03/2004,667.0,354.0,220.0,228.0,,,228.0,-135.0,,,,-135.0,,-132.0,-149.0,50.0,,,-199.0,,,0.0,0.0,0.0,,,,,17.0,-600.0,-269.0,-385.0,,,,60.0,60.0,0.0,-6.0,,-65.0,,
10/02/2004,72.0,352.0,190.0,-171.0,,-15.0,-156.0,-299.0,-59.0,-66.0,,-174.0,,70.0,-80.0,0.0,,,-80.0,,,0.0,0.0,0.0,,,,,150.0,-645.0,-147.0,-286.0,,,,-218.0,21.0,-239.0,6.0,,-503.0,,
01/01/2005,734.0,326.0,205.0,51.0,,-15.0,66.0,152.0,-68.0,183.0,,37.0,,-77.0,-67.0,54.0,,,-121.0,,,0.0,0.0,0.0,,,,,-10.0,-9.0,-5.0,-352.0,,,,78.0,78.0,0.0,270.0,,648.0,,
04/02/2005,247.0,189.0,174.0,5.0,,-5.0,10.0,-121.0,54.0,-81.0,,-94.0,,-84.0,-133.0,13.0,,,-146.0,,,0.0,0.0,0.0,,,,,49.0,-525.0,-306.0,-30.0,,,,-55.0,51.0,-106.0,-134.0,,-362.0,,
07/02/2005,304.0,-148.0,197.0,584.0,,222.0,362.0,-329.0,-175.0,-19.0,,-135.0,,-142.0,-258.0,0.0,,,-258.0,,,0.0,0.0,0.0,,,,,116.0,-119.0,-6.0,76.0,,,,-40.0,11.0,-51.0,-149.0,,43.0,,
10/01/2005,188.0,67.0,179.0,13.0,,-58.0,71.0,-71.0,,,,-71.0,,119.0,-99.0,,,,-99.0,,,,,,,,,,218.0,770.0,-154.0,1492.0,,,,-551.0,10.0,-561.0,-17.0,,1077.0,,
12/31/2005,671.0,438.0,164.0,-326.0,,-21.0,-305.0,395.0,30.0,167.0,,198.0,,359.0,-67.0,68.0,,,-135.0,,,0.0,0.0,0.0,,,,,426.0,-702.0,-154.0,-542.0,,,,6.0,7.0,-1.0,-12.0,,328.0,,
07/01/2006,423.0,8.0,189.0,308.0,,219.0,89.0,-82.0,-93.0,61.0,,-50.0,,-79.0,-248.0,0.0,,,-248.0,,,0.0,0.0,0.0,,,,,169.0,-109.0,-146.0,-38.0,,,,5.0,5.0,0.0,70.0,,236.0,,
09/30/2006,-197.0,333.0,161.0,-113.0,,23.0,-136.0,-578.0,,,,-578.0,,1063.0,-125.0,,,,-125.0,,,,,,,,,,1188.0,-69.0,-151.0,909.0,,,,-185.0,,-185.0,-642.0,,797.0,,
12/30/2006,235.0,-62.0,128.0,173.0,,-48.0,221.0,-4.0,-64.0,-35.0,,95.0,,-170.0,-153.0,0.0,,,-153.0,,,0.0,0.0,0.0,,,,,-17.0,-403.0,-76.0,-112.0,,,,-288.0,17.0,-305.0,73.0,,-338.0,,
03/31/2007,-137.0,116.0,281.0,204.0,,19.0,185.0,-738.0,72.0,-103.0,-52.0,-655.0,,596.0,-201.0,0.0,,,-201.0,,,0.0,0.0,0.0,,,,,797.0,-134.0,-225.0,887.0,,,,-169.0,16.0,-185.0,-627.0,,325.0,,
06/30/2007,394.0,117.0,130.0,-68.0,,-109.0,41.0,215.0,10.0,32.0,,173.0,,142.0,-175.0,0.0,,,-175.0,,,0.0,0.0,0.0,,,,,317.0,-248.0,-73.0,-16.0,,,,-191.0,5.0,-196.0,32.0,,288.0,,
09/29/2007,-62.0,200.0,125.0,-149.0,,-25.0,-124.0,-238.0,-78.0,-86.0,-63.0,-11.0,,22.0,-95.0,0.0,,,-95.0,,,0.0,0.0,0.0,,,,,117.0,-852.0,-73.0,-818.0,,,,-21.0,3.0,-24.0,60.0,,-892.0,,
12/29/2007,267.0,182.0,128.0,112.0,,-26.0,138.0,-155.0,78.0,86.0,63.0,-382.0,,-99.0,-112.0,0.0,,,-112.0,,,0.0,0.0,0.0,,,,,13.0,-297.0,-73.0,-87.0,,,,-170.0,1.0,-171.0,33.0,,-129.0,,
03/29/2008,33.0,211.0,132.0,31.0,,80.0,-49.0,-341.0,40.0,-72.0,,-309.0,,-43.0,-99.0,0.0,,,-99.0,,,0.0,0.0,0.0,,,,,56.0,-231.0,-76.0,-103.0,,,,-119.0,1.0,-120.0,67.0,,-241.0,,
06/28/2008,368.0,-695.0,140.0,696.0,,-296.0,992.0,227.0,-54.0,41.0,,240.0,,-76.0,-148.0,0.0,,,-148.0,,,0.0,0.0,0.0,,,,,72.0,-266.0,-74.0,-197.0,,,,0.0,0.0,0.0,5.0,,26.0,,
09/27/2008,-38.0,230.0,124.0,-171.0,,,-171.0,-221.0,-50.0,-146.0,-68.0,43.0,0.0,76.0,-65.0,3.0,3.0,0.0,-68.0,-57.0,-11.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,126.0,-8.0,-75.0,67.0,71.0,0.0,-4.0,0.0,0.0,0.0,0.0,-87.0,-57.0,,
12/27/2008,252.0,-17.0,118.0,246.0,,,246.0,-95.0,-39.0,69.0,-83.0,-42.0,0.0,-217.0,-78.0,2.0,2.0,0.0,-80.0,,,0.0,0.0,0.0,-10.0,-15.0,5.0,0.0,-129.0,-589.0,-74.0,-412.0,-89.0,0.0,-323.0,-103.0,0.0,-103.0,0.0,-111.0,-665.0,,
03/28/2009,303.0,388.0,370.0,-217.0,,0.0,-217.0,-238.0,11.0,-71.0,-204.0,26.0,,-173.0,-228.0,8.0,8.0,0.0,-236.0,-216.0,-20.0,0.0,0.0,0.0,45.0,55.0,-10.0,0.0,10.0,-529.0,-226.0,-201.0,-250.0,389.0,-340.0,-102.0,1.0,-103.0,0.0,-220.0,-619.0,,
06/27/2009,597.0,-14.0,127.0,163.0,,-89.0,252.0,321.0,12.0,161.0,78.0,70.0,,-113.0,-105.0,38.0,38.0,0.0,-143.0,-141.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-6.0,-238.0,-76.0,-162.0,-11.0,50.0,-201.0,0.0,0.0,0.0,0.0,48.0,294.0,,
09/26/2009,187.0,284.0,126.0,-78.0,,0.0,-78.0,-145.0,-30.0,-80.0,-44.0,9.0,,109.0,-58.0,6.0,6.0,0.0,-64.0,-59.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,-43.0,-78.0,35.0,62.0,8.0,-35.0,0.0,0.0,0.0,0.0,51.0,304.0,26.0,
12/26/2009,472.0,663.0,229.0,-102.0,,0.0,-102.0,-318.0,-108.0,-3.0,-43.0,-164.0,,63.0,-144.0,9.0,9.0,0.0,-153.0,-142.0,-11.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,208.0,-169.0,-154.0,-15.0,1.0,32.0,-48.0,0.0,0.0,0.0,0.0,25.0,391.0,192.0,
03/27/2010,807.0,335.0,332.0,358.0,0.0,518.0,-160.0,-218.0,14.0,-9.0,-27.0,-196.0,,-13.0,-213.0,13.0,13.0,0.0,-226.0,-215.0,-11.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,194.0,-761.0,-232.0,-31.0,-3.0,45.0,-73.0,-498.0,2.0,-500.0,0.0,-20.0,13.0,241.0,
07/03/2010,145.0,187.0,130.0,-258.0,,9.0,-267.0,86.0,41.0,61.0,70.0,-86.0,,-39.0,-150.0,9.0,9.0,0.0,-159.0,-158.0,-1.0,0.0,0.0,0.0,198.0,198.0,0.0,0.0,-87.0,-40.0,-76.0,25.0,23.0,421.0,-419.0,11.0,11.0,0.0,0.0,-83.0,-17.0,64.0,
10/02/2010,28.0,195.0,103.0,-145.0,,77.0,-222.0,-125.0,35.0,-140.0,9.0,-29.0,,315.0,-73.0,0.0,0.0,0.0,-73.0,-66.0,-7.0,0.0,0.0,0.0,355.0,355.0,0.0,0.0,33.0,-285.0,-73.0,160.0,-22.0,890.0,-708.0,-372.0,1.0,-373.0,0.0,112.0,170.0,68.0,
01/01/2011,205.0,836.0,94.0,-970.0,,150.0,-1120.0,245.0,-27.0,25.0,7.0,240.0,,1525.0,-80.0,9.0,9.0,0.0,-89.0,-85.0,-4.0,0.0,0.0,0.0,1602.0,1633.0,-31.0,0.0,3.0,-702.0,-144.0,-287.0,238.0,45.0,-570.0,-271.0,1.0,-272.0,0.0,-2.0,1026.0,115.0,
04/02/2011,59.0,147.0,90.0,-43.0,,-220.0,177.0,-135.0,128.0,-153.0,-26.0,-84.0,,140.0,-89.0,1.0,1.0,0.0,-90.0,-87.0,-3.0,0.0,0.0,0.0,193.0,194.0,-1.0,0.0,36.0,-360.0,0.0,290.0,267.0,97.0,-74.0,-650.0,18.0,-668.0,0.0,142.0,-19.0,36.0,
07/02/2011,155.0,85.0,99.0,19.0,,173.0,-154.0,-48.0,-20.0,62.0,72.0,-162.0,,149.0,-99.0,4.0,4.0,0.0,-103.0,-99.0,-4.0,0.0,0.0,0.0,36.0,123.0,-87.0,0.0,212.0,-404.0,-68.0,-368.0,-311.0,22.0,-79.0,32.0,32.0,0.0,0.0,34.0,-66.0,106.0,
10/01/2011,-220.0,-220.0,73.0,-104.0,,-110.0,6.0,31.0,-41.0,-213.0,27.0,258.0,,-53.0,-55.0,1.0,1.0,0.0,-56.0,-55.0,-1.0,0.0,0.0,0.0,-16.0,-16.0,0.0,0.0,18.0,6.0,-68.0,55.0,187.0,30.0,-162.0,29.0,29.0,0.0,-10.0,-114.0,-381.0,56.0,
12/31/2011,253.0,469.0,69.0,-255.0,,223.0,-478.0,-30.0,49.0,100.0,-37.0,-142.0,,1354.0,-91.0,0.0,0.0,0.0,-91.0,-73.0,-18.0,0.0,0.0,0.0,1438.0,1467.0,-29.0,0.0,7.0,-412.0,-67.0,-352.0,-384.0,112.0,-80.0,7.0,7.0,0.0,0.0,-129.0,1066.0,64.0,
03/31/2012,-173.0,-3.0,90.0,-132.0,,34.0,-166.0,-128.0,31.0,39.0,-60.0,-138.0,,385.0,-223.0,1.0,1.0,0.0,-224.0,-65.0,-159.0,0.0,0.0,0.0,584.0,584.0,0.0,0.0,24.0,-396.0,-68.0,-354.0,88.0,31.0,-473.0,26.0,26.0,0.0,0.0,88.0,-96.0,60.0,
06/30/2012,389.0,599.0,80.0,-560.0,,-547.0,-13.0,270.0,23.0,110.0,99.0,38.0,,-2207.0,-125.0,6.0,6.0,0.0,-131.0,-121.0,-10.0,0.0,0.0,0.0,-3.0,-2.0,-1.0,0.0,-2079.0,-544.0,-68.0,-513.0,-95.0,678.0,-1096.0,37.0,37.0,0.0,0.0,-58.0,-2420.0,29.0,
09/29/2012,5.0,53.0,43.0,-4.0,,8.0,-12.0,-87.0,13.0,-40.0,-55.0,-5.0,,-14.0,-35.0,1.0,1.0,0.0,-36.0,-35.0,-1.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,5.0,27.0,0.0,0.0,,,0.0,27.0,27.0,0.0,0.0,0.0,18.0,4.0,
12/29/2012,124.0,65.0,43.0,7.0,,10.0,-3.0,9.0,-7.0,22.0,-2.0,-4.0,,-48.0,-46.0,0.0,0.0,0.0,-46.0,-44.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-24.0,-31.0,-5.0,,,-5.0,12.0,12.0,0.0,0.0,0.0,52.0,2.0,
03/30/2013,53.0,93.0,37.0,-54.0,,13.0,-67.0,-23.0,26.0,-24.0,-15.0,-10.0,,55.0,-25.0,0.0,0.0,0.0,-25.0,-24.0,-1.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,3.0,3.0,0.0,0.0,0.0,111.0,-1.0,
06/29/2013,71.0,41.0,43.0,-4.0,,13.0,-17.0,-9.0,-13.0,4.0,20.0,-20.0,,-34.0,-31.0,2.0,2.0,0.0,-33.0,-32.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-51.0,-15.0,-41.0,0.0,0.0,-41.0,5.0,5.0,0.0,0.0,-2.0,-16.0,10.0,
09/28/2013,59.0,29.0,37.0,1.0,,-4.0,5.0,-8.0,-3.0,-13.0,1.0,7.0,,-256.0,-25.0,0.0,0.0,0.0,-25.0,-23.0,-2.0,0.0,0.0,0.0,-35.0,0.0,-35.0,0.0,-196.0,-27.0,-15.0,-4.0,,,-4.0,-8.0,2.0,-10.0,0.0,0.0,-224.0,0.0,
12/28/2013,115.0,115.0,41.0,-59.0,,-70.0,11.0,18.0,1.0,51.0,-37.0,3.0,,-38.0,-40.0,0.0,0.0,0.0,-40.0,-36.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-48.0,-22.0,-6.0,,,-6.0,-20.0,0.0,-20.0,0.0,0.0,29.0,44.0,
03/29/2014,58.0,42.0,36.0,-14.0,,-2.0,-12.0,-6.0,16.0,-24.0,40.0,-38.0,,-19.0,-42.0,0.0,0.0,0.0,-42.0,-38.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,-25.0,-21.0,-10.0,,,-10.0,6.0,6.0,0.0,0.0,0.0,14.0,35.0,
06/28/2014,19.0,27.0,41.0,-37.0,,21.0,-58.0,-12.0,-23.0,-27.0,40.0,-2.0,,-22.0,-45.0,1.0,1.0,0.0,-46.0,-43.0,-3.0,0.0,0.0,0.0,-165.0,0.0,-165.0,0.0,188.0,20.0,-22.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,17.0,22.0,
