Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
09/30/1989,74.620003,74.667999,74.667999,,2.318195,0.306383,0.126533,0.125,0.07,,0.125,0.07,0.07,0.04,-0.084494,,0.055763,4.997212,,
12/31/1989,74.363998,74.528,74.528,,2.596152,0.389666,0.206406,0.1275,0.1175,,0.1275,0.1175,0.1175,0.04,0.217422,,0.027554,5.079488,,
03/31/1990,73.568001,74.059998,74.059998,,2.482352,0.290265,0.103443,0.065,0.0525,,0.065,0.0525,0.0525,0.04,0.259438,,0.023923,5.079423,,
06/30/1990,72.084,73.86,73.86,,2.504698,-0.302613,-0.405362,-0.675,-0.26,-0.26,-0.675,-0.26,-0.26,0.04,0.221473,,0.062913,4.296529,,
09/30/1990,67.244003,67.372002,67.372002,,2.66299,0.303732,0.13559,0.905,0.1325,,0.905,0.1325,0.1325,0.04,-0.187481,,0.193787,4.93528,,
12/31/1990,67.276001,67.239998,67.239998,,2.838147,0.164887,-0.012195,0.1475,0.025,,0.1475,0.025,0.025,0.04,-0.231603,,0.013393,5.046332,,
03/31/1991,67.300003,67.295998,67.295998,,2.809588,0.275098,0.094359,0.08,0.08,,0.08,0.08,0.08,0.04,0.285812,,0.006538,5.09364,,
06/30/1991,66.699996,67.120004,67.120004,,2.807062,0.236442,0.063498,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.04,4.198465,,1.921289,5.137707,,
09/30/1991,66.015999,66.127998,66.127998,,2.570893,0.208248,0.03652,-0.07,0.085,,-0.07,0.085,0.085,0.04,-0.243467,,1.571028,5.115972,,
12/31/1991,64.755997,65.379997,65.379997,,2.722071,0.266809,0.092108,0.07,0.07,,0.07,0.07,0.07,0.04,0.220541,,1.49739,5.121811,,
03/31/1992,63.256001,63.675999,63.675999,,2.786623,0.293643,0.112696,0.0775,0.0775,,0.0775,0.0775,0.0775,0.04,0.436208,,0.960842,5.128668,,
06/30/1992,62.964,64.5,64.5,,2.989426,0.290899,0.108326,-0.175,-0.175,-0.175,-0.175,-0.175,-0.175,0.04,0.616047,,1.33732,4.783098,,
09/30/1992,62.271999,62.492001,62.492001,,2.839548,0.312184,0.104893,0.055,0.055,,0.055,0.055,0.055,0.04,-0.085979,,0.557104,4.757773,,
12/31/1992,60.673656,61.452,61.452,,3.093797,0.433102,0.178123,0.0775,0.0775,,0.0775,0.0775,0.0775,0.04,0.287753,,0.329187,4.748881,,
03/31/1993,60.509499,60.507999,60.507999,,3.284161,0.461261,0.203791,0.0875,0.0875,,0.0875,0.0875,0.0875,0.04,0.434306,,0.634809,4.802419,,
06/30/1993,59.33298,60.282352,60.282352,,3.360204,0.434223,0.183752,0.085,0.085,0.085,0.085,0.085,0.085,0.04,0.527468,,0.67401,4.788163,,
09/30/1993,57.66,57.952,57.952,,3.145552,0.463798,0.205084,0.06,0.06,,0.06,0.06,0.06,0.04,-0.290378,,0.262834,4.673986,,
12/31/1993,57.335999,57.464001,57.464001,,3.561012,0.501479,0.248416,0.2,0.2825,,0.2,0.2825,0.2825,0.04,0.34874,,0.449002,4.805602,,
03/31/1994,55.66,56.316002,56.316002,,3.653722,0.555846,0.297571,0.1275,0.1275,,0.1275,0.1275,0.1275,0.045,0.33898,,0.326644,4.727039,,
06/30/1994,54.884,55.184,55.184,,3.748224,0.481172,0.255563,0.09,0.0025,0.0025,0.09,0.0025,0.0025,0.045,0.753334,,0.913472,4.696469,,
09/30/1994,54.82,55.316002,55.316002,,3.386597,0.428357,0.236387,-0.64,0.2225,,-0.64,0.2225,0.2225,0.045,0.033065,,0.849945,4.800018,,
12/31/1994,54.860001,55.452,55.452,,3.635775,0.452824,0.326481,0.16,0.1875,,0.16,0.1875,0.1875,0.045,0.233283,,0.95206,4.088443,,
03/31/1995,54.905998,55.528,55.528,,3.914566,0.523628,0.364609,0.185,0.19,,0.185,0.19,0.19,0.05,0.401113,,0.125578,4.237333,,
06/30/1995,54.970002,55.714,55.714,,2.549754,-0.880587,-1.072549,0.18,0.18,0.18,0.18,0.18,0.18,0.05,0.51059,,0.215117,4.385119,,
09/30/1995,55.080002,56.16,56.16,,3.697685,0.486058,0.324395,0.155,0.17,0.17,0.155,0.17,0.17,0.05,0.379683,0.242041,0.171914,4.519009,,
12/31/1995,55.155998,56.582001,56.582001,,3.838288,0.615231,0.427468,0.285,0.285,0.285,0.285,0.285,0.285,0.05,0.195469,-0.0079,0.583889,4.775129,,
03/31/1996,54.414001,56.66,56.66,,3.872538,0.712354,0.48161,0.245,0.245,0.245,0.245,0.245,0.245,0.055,0.627021,0.518408,0.170599,4.744459,,
06/30/1996,53.897998,56.006,56.006,,2.331697,-0.932257,-1.134075,0.27,0.27,0.27,0.27,0.27,0.27,0.055,0.693158,0.610685,0.256058,4.852945,,
09/30/1996,53.672001,55.481998,55.481998,,3.589993,0.580477,0.402473,0.23,0.23,0.23,0.22,0.22,0.22,0.055,0.334054,0.271926,0.304274,4.963705,,
12/31/1996,53.507999,55.75,55.75,,3.762727,0.709507,0.525202,0.84,0.32,0.32,0.81,0.31,0.31,0.055,0.400646,0.324484,1.797769,5.700531,,
03/31/1997,53.577,55.548,53.540001,,4.165764,0.770433,0.578969,0.34,0.34,0.34,0.33,0.33,0.33,0.065,0.518117,0.418622,1.939153,5.936745,,
06/30/1997,53.257,55.264,55.264,,2.230186,-1.04835,-1.228992,0.37,0.37,0.37,0.36,0.36,0.36,0.065,0.868974,0.682976,2.344856,6.138724,1.006084,
09/30/1997,53.091,55.382999,53.115002,,4.347152,0.797308,0.535235,0.29,0.29,0.29,0.27,0.27,0.27,0.065,0.282463,0.124409,0.141286,6.272532,,
12/31/1997,52.862,55.639,52.98,,4.697697,1.115138,0.809079,0.42,0.42,0.42,0.4,0.4,0.4,0.065,0.512797,0.230276,0.009686,6.575479,,
03/31/1998,52.853001,54.366001,52.865002,,4.921706,1.042845,0.730824,0.38,0.38,0.38,0.37,0.37,0.37,0.07,1.195139,0.949967,0.179668,6.846726,,
06/30/1998,52.276001,53.021999,52.82,,3.028985,-0.937296,-1.275937,0.419998,0.42,0.42,0.42,0.42,0.42,0.07,0.918137,0.731522,0.094747,6.69024,-4.747724,
09/30/1998,50.433998,54.192001,52.518002,,4.681005,0.971,0.645588,0.36,0.36,0.33,0.35,0.35,0.32,0.07,0.570376,0.541757,0.115636,6.162272,-5.584348,
12/31/1998,50.261002,53.848999,52.304001,,4.873891,1.26996,0.913945,0.48,0.48,0.48,0.47,0.47,0.47,0.07,0.401002,0.27084,0.013808,6.263803,-5.42532,
03/31/1999,50.353001,53.598,52.061001,,5.092507,1.209139,0.830372,0.43,0.43,0.43,0.41,0.41,0.41,0.075,1.127927,0.963139,0.609795,6.902747,-11.85121,
06/30/1999,51.799999,53.403999,51.870998,,5.209847,1.413719,0.889688,0.45,0.45,0.45,0.44,0.44,0.44,0.075,0.482466,0.312795,0.212915,7.978861,-10.106178,
09/30/1999,50.175999,53.373001,51.772999,,5.029726,1.144709,0.747822,0.35,0.35,0.35,0.34,0.34,0.34,0.075,0.346957,0.17766,0.22443,8.421177,-10.106067,
12/31/1999,50.153999,53.303001,51.596001,,5.157938,1.416776,1.000213,0.49,0.49,0.49,0.48,0.48,0.48,0.075,0.509361,0.390825,0.36051,8.718328,-9.673784,
03/31/2000,49.521999,52.620998,51.275002,,5.596158,1.408542,0.970375,0.48,0.48,0.48,0.47,0.47,0.47,0.08,0.803764,0.515904,0.288882,8.046242,-10.699709,
06/30/2000,50.103001,51.800999,50.605999,,5.605837,1.333024,0.876438,0.06,0.06,0.42,0.06,0.06,0.42,0.08,1.236197,1.043295,0.45628,8.432808,-9.600043,
09/30/2000,50.087002,51.521999,50.271999,,4.973385,1.122772,0.699753,0.33,0.33,0.33,0.32,0.32,0.32,0.08,0.435531,0.023612,0.306407,8.483538,-9.473915,
12/31/2000,49.967999,51.275002,50.019001,,5.215778,1.377976,0.948,0.48,0.48,0.48,0.47,0.47,0.47,0.08,0.558468,0.351346,0.197106,8.795029,-9.085174,
03/31/2001,49.764,51.368999,49.881001,,5.459133,1.206672,0.776087,0.38,0.38,0.38,0.37,0.37,0.37,0.085,0.541429,0.270664,0.209047,8.906679,-8.850254,
09/30/2001,49.453999,51.004002,49.723,,4.756531,0.863323,0.428092,0.17,0.17,0.17,0.17,0.17,0.17,0.085,0.064739,-0.043018,0.087233,8.85346,-8.60614,
12/31/2001,49.346001,50.612,49.353001,,4.619071,0.866047,0.395356,0.18,0.18,0.16,0.17,0.17,0.15,0.09,1.027698,0.916743,0.226746,8.902525,-8.769242,
