Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,395.769012,37.830002,115.773003,5425.984863,5508.431152,-82.445999,2073.554932,124.512001,353.725006,13.2,8540.348633,,1069.406006,5581.212891,2529.812988,3051.399902,0,6650.619141,1070.795044,104.535998,155.113998,0.0,7981.064181,0,0,214.246002,345.039001,559.285004,8540.349185,
06/30/1990,,481.860992,30.35,87.666,5415.76123,5497.89209,-82.130997,2010.569946,126.473,358.848999,4.0,8515.530273,,1101.20105,5568.260986,2540.429932,3027.831055,0,6669.461914,1065.172974,67.273998,146.496994,0.0,7948.40588,0,0,214.348007,352.776001,567.124008,8515.529888,
09/30/1990,,480.876007,4.646,94.238998,5463.216797,5545.893066,-82.676003,1966.948975,129.970993,336.489014,7.1,8483.487305,,1067.146973,5747.130127,2667.499023,3079.631104,0,6814.276855,861.870972,82.396997,146.158005,0.0,7904.702829,0,0,214.542999,364.240997,578.783997,8483.486825,
12/31/1990,,563.440002,0.433,125.236,5561.936874,5641.796875,-79.860001,1973.958008,132.916,325.94101,22.245001,8706.106445,,1196.297974,5870.645996,2825.044922,3045.601074,0,7066.943848,833.771973,93.534002,123.32,0.0,8117.569823,0,0,214.682007,373.854004,588.536011,8706.105834,
03/31/1991,,395.492004,8.105,87.371002,5414.757812,5497.060059,-82.302002,2148.376953,133.520004,344.57901,25.858999,8558.060547,,984.853027,6015.218994,2889.843018,3125.375977,0,7000.071777,719.732971,110.673002,128.427994,0.0,7958.905745,0,0,214.904999,384.25,599.154999,8558.060743,
06/30/1991,,376.165009,50.908001,119.332001,5378.423828,5461.515137,-83.091003,2366.030029,134.751007,333.407013,15.437,8774.454102,,1035.092041,6026.302979,2869.156006,3157.146973,0,7061.39502,851.952026,106.66,143.169998,0.0,8163.177044,0,0,217.078003,394.199005,611.277008,8774.454052,
09/30/1991,,529.536987,267.440002,122.730003,5304.020996,5385.894043,-81.873001,2404.120117,135.824005,333.946991,27.533001,9125.152344,,1131.025024,6120.65918,2970.434082,3150.225098,0,7251.684082,893.140991,137.237003,139.373993,0.0,8421.436069,0,0,298.623993,405.09201,703.716003,9125.152073,
12/31/1991,,502.084015,263.721008,276.752991,5478.706971,5561.896973,-83.190002,2475.219971,136.919998,322.365997,3.498,9459.268555,,1168.671021,6204.020019,3099.124023,3104.895996,0,7372.690918,772.007019,459.878005,138.972,0.0,8743.547942,0,0,299.45401,416.266998,715.721008,9459.26895,
03/31/1992,,444.312988,262.511993,306.631012,5385.597168,5468.73584,-83.139,2357.966064,141.432999,345.423004,2.252,9246.126953,,1128.987061,6204.539062,3088.694092,3115.844971,0,7333.525879,896.588989,144.401002,138.591003,0.0,8513.106874,0,0,302.785004,430.234985,733.019989,9246.126863,
06/30/1992,,435.72699,126.360001,295.187012,5490.410156,5573.896973,-83.487,2427.931885,144.436996,344.819,2.062,9266.933594,,1203.781006,5998.483154,3041.571045,2956.912109,0,7202.26416,882.830017,294.555012,138.082993,0.0,8517.732181,0,0,305.979004,443.222992,749.201996,9266.934177,
09/30/1992,,355.703003,195.975006,291.216003,5658.171875,5745.173828,-87.001999,2468.394043,148.895996,301.678009,2.621,9422.655273,,1241.360962,5998.908936,3125.293945,2873.61499,0,7240.27002,1003.754028,275.490995,137.296997,0.0,8656.81204,0,0,306.591003,459.252014,765.843018,9422.655058,
12/31/1992,,549.096985,135.399994,607.413025,6046.010078,6138.955078,-92.945,2414.884033,165.093994,284.703003,6.005,10208.610352,,1374.078003,6425.738037,3495.700928,2930.037109,0,7799.815918,1335.800049,111.990001,136.244995,0.0,9383.850963,0,0,323.062988,501.691986,824.754974,10208.605937,
03/31/1993,,405.970001,205.401001,636.223999,6568.219238,6672.133789,-103.915001,2397.477051,178.205002,506.973999,5.819,10904.289062,,1363.079956,6791.39917,3433.351074,3358.048096,0,8154.479004,1081.807007,299.548004,461.381012,0.0,9997.215026,0,0,411.240997,495.833008,907.074005,10904.289032,
06/30/1993,,408.757996,334.713013,845.403015,6759.913086,6863.833984,-103.920998,2240.49292,188.847,280.222992,4.292,11062.641602,,1420.962036,6896.853027,3414.461914,3482.391113,0,8317.81543,1451.995972,202.331001,159.770004,0.0,10131.912407,0,0,412.234985,518.494995,930.72998,11062.642387,
09/30/1993,,462.368988,516.66803,1090.047974,6890.743164,6994.648926,-103.905998,2044.055054,194.223999,340.781006,3.307,11542.195312,,1452.765991,6893.166992,3459.429932,3433.737061,0,8345.932617,1749.187988,335.312005,156.934006,0.0,10587.366616,0,0,415.272003,539.55603,954.828033,11542.194649,
