Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1990,76.798502,76.649998,76.649998,,6.544032,1.741683,1.004566,0.38,0.38,0.38,0.38,0.38,0.38,0.44,1.394651,1.394651,0.204431,17.881859,,39.038523,
06/30/1990,77.042999,76.800001,76.800001,,7.126302,2.067708,1.401042,0.566667,0.566667,0.566667,0.566667,0.566667,0.566667,0.44,0.97526,0.97526,0.176525,18.031489,,39.11582,
09/30/1990,77.308502,77.100002,77.100002,,7.675745,2.727626,1.983139,0.753333,0.94,0.94,0.753333,0.94,0.94,0.44,1.86511,1.86511,0.121591,18.360206,,39.127649,
12/31/1990,77.5515,77.100002,77.100002,,4.800259,1.801556,1.252918,0.44,0.446667,0.446667,0.44,0.446667,0.446667,0.456667,0.907912,0.907912,0.170209,18.36586,,39.672991,
03/31/1991,77.799002,77.550001,77.550001,,5.887814,1.989684,1.121857,0.426667,0.426667,0.426667,0.426667,0.426667,0.426667,0.456667,1.727917,1.727917,0.134963,18.360133,,39.636755,
06/30/1991,82.411503,80.399998,80.399998,,6.568408,2.151741,1.319652,0.533333,0.533333,0.533333,0.533333,0.533333,0.533333,0.456667,1.394279,1.394279,0.149251,18.851737,,37.698621,
09/30/1991,82.688999,82.5,82.5,,7.144243,2.632727,1.797576,0.866667,0.866667,0.866667,0.866667,0.866667,0.866667,0.456667,2.358788,2.358788,1.362938,19.290353,,37.881701,
12/31/1991,82.933502,83.550001,83.550001,,5.991622,1.64213,0.885697,0.293333,0.32,0.32,0.293333,0.32,0.32,0.473333,1.262717,1.262717,0.279742,19.144253,,38.504343,
03/31/1992,83.327997,82.949999,82.949999,,5.587704,1.817963,0.958409,0.366667,0.366667,0.366667,0.366667,0.366667,0.366667,0.473333,1.594937,1.594937,0.188412,19.077622,,39.020499,
06/30/1992,86.571001,84.75,84.75,,6.037758,1.749853,1.00059,0.413333,0.413333,0.413333,0.413333,0.413333,0.413333,0.473333,0.680826,0.680826,0.211387,19.402571,,38.281873,
09/30/1992,87.080002,86.699997,86.699997,,7.22722,2.540946,1.717416,0.86,0.86,0.86,0.86,0.86,0.86,0.473333,1.33218,1.33218,1.388378,19.859898,,38.65411,
12/31/1992,87.529999,88.0,88.0,,5.607955,1.751136,1.040909,0.41,0.41,0.41,0.41,0.41,0.41,0.485,0.870455,0.870455,0.09254,19.85148,,39.323661,
03/31/1993,87.974998,87.670998,87.670998,,5.626718,1.77938,0.967253,0.39,0.38,0.38,0.39,0.38,0.38,0.485,1.352785,1.352785,0.073885,19.827224,,39.3555,
06/30/1993,88.419998,88.120003,88.120003,,6.278937,1.955288,1.129142,0.49,0.49,0.49,0.49,0.49,0.49,0.485,1.130277,1.130277,0.042977,19.901607,,39.780592,
09/30/1993,88.847,88.575996,88.575996,,8.680682,2.812274,1.944093,0.93,0.93,0.93,0.93,0.93,0.93,0.485,2.139406,2.139406,0.11593,20.415996,,39.934945,
12/31/1993,89.0,89.0,89.0,,7.117978,1.855056,0.967416,0.42,0.42,0.42,0.42,0.42,0.42,0.495,1.138202,1.138202,0.102247,40.910112,,40.914606,
03/31/1994,89.725998,89.392998,89.392998,,7.039701,1.916258,1.00679,0.4,0.4,0.4,0.4,0.4,0.4,0.495,1.493406,1.493406,0.164947,20.351961,,40.41861,
06/30/1994,93.776001,91.611,91.611,,7.439063,2.13184,1.313161,0.58,0.58,0.58,0.58,0.58,0.58,0.495,1.05555,1.05555,0.201544,20.628945,,38.729524,
09/30/1994,94.155998,93.900002,93.900002,,7.933972,2.501597,1.638978,0.8,0.8,0.8,0.8,0.8,0.8,0.495,1.808307,1.808307,0.088152,20.957773,,38.65075,
12/31/1994,95.175003,94.93,94.93,,7.53924,2.066786,1.17771,0.49,0.49,0.49,0.49,0.49,0.49,0.505,1.451596,1.451596,0.1513,20.850012,,38.552139,
03/31/1995,95.525002,95.262001,95.262001,,7.381747,2.067981,1.157859,0.49,0.49,0.49,0.49,0.49,0.49,0.505,1.967206,1.214545,0.229259,20.894007,,38.224547,
