Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2009,425.0,425.0,,-198.0,198.0,227.0,0.0,-139.0,113.0,26.0,0.0,88.0,-4.0,,,,,,4.0,84.0,-21.0,63.0,0.0,0.0,0.0,63.0,0.0,63.0,0.0,0.0,63.0,66.482,3.482,171.7,0.37,0.37,0.387199,174.1,0.36,0.36,0.38,
12/31/2009,496.0,496.0,,-218.0,218.0,278.0,0.0,-172.0,138.0,34.0,0.0,106.0,0.0,,,,,,0.0,106.0,-22.0,84.0,0.0,0.0,0.0,84.0,0.0,84.0,0.0,0.0,84.0,84.0,0.0,170.2,0.49,0.49,0.49,173.2,0.48,0.48,0.48,
03/31/2010,429.0,429.0,,-193.0,193.0,236.0,0.0,-150.0,118.0,32.0,0.0,86.0,0.0,,,,,,0.0,86.0,-19.0,67.0,0.0,0.0,0.0,67.0,0.0,67.0,0.0,0.0,67.0,67.0,0.0,167.8,0.4,0.4,0.4,170.5,0.39,0.39,0.39,
06/30/2010,470.0,470.0,,-202.0,202.0,268.0,0.0,-162.0,126.0,36.0,0.0,106.0,0.0,,,,,,0.0,106.0,-32.0,74.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0,74.0,74.0,0.0,167.0,0.44,0.44,0.44,169.8,0.44,0.44,0.44,
09/30/2010,489.0,489.0,,-210.0,210.0,279.0,0.0,-173.0,133.0,40.0,0.0,106.0,0.0,,,,,,0.0,106.0,-31.0,75.0,0.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0,75.0,75.0,0.0,167.2,0.45,0.45,0.45,170.1,0.44,0.44,0.44,
12/31/2010,548.0,548.0,,-243.0,243.0,305.0,0.0,-188.0,149.0,39.0,0.0,117.0,-1.0,,,,,,1.0,116.0,-31.0,85.0,0.0,0.0,0.0,85.0,0.0,85.0,0.0,0.0,85.0,85.0,0.0,167.7,0.51,0.51,0.51,171.0,0.5,0.5,0.5,
03/31/2011,506.0,506.0,,-231.0,231.0,275.0,0.0,-184.0,150.0,34.0,0.0,91.0,-1.0,,,,,,1.0,90.0,-25.0,65.0,0.0,0.0,0.0,65.0,0.0,65.0,0.0,0.0,65.0,74.0,9.0,168.4,0.39,0.39,0.43943,171.8,0.38,0.38,0.432386,
06/30/2011,581.0,581.0,,-265.0,265.0,316.0,0.0,-206.0,165.0,41.0,0.0,110.0,27.0,,,,,,-27.0,137.0,-34.0,103.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,0.0,103.0,93.0,-10.0,168.7,0.61,0.61,0.551274,172.4,0.6,0.6,0.541995,
09/30/2011,602.0,602.0,,-274.0,274.0,328.0,0.0,-206.0,163.0,43.0,0.0,122.0,-1.0,,,,,,1.0,121.0,-34.0,87.0,0.0,0.0,0.0,87.0,0.0,87.0,0.0,0.0,87.0,91.0,4.0,167.9,0.52,0.52,0.541989,171.7,0.51,0.51,0.533296,
12/31/2011,673.0,673.0,,-299.0,299.0,374.0,0.0,-241.0,185.0,56.0,0.0,133.0,0.0,,,,,,0.0,133.0,-35.0,98.0,0.0,0.0,0.0,98.0,0.0,98.0,0.0,0.0,98.0,104.0,6.0,167.4,0.59,0.59,0.621266,171.3,0.57,0.57,0.605026,
03/31/2012,613.0,613.0,,-275.0,275.0,338.0,0.0,-211.0,165.0,46.0,0.0,127.0,-1.0,,,,,,1.0,126.0,-35.0,91.0,0.0,0.0,0.0,91.0,0.0,91.0,0.0,0.0,91.0,92.0,1.0,167.9,0.54,0.54,0.547945,171.6,0.53,0.53,0.535828,
06/30/2012,665.0,665.0,,-283.0,283.0,382.0,0.0,-222.0,179.0,43.0,0.0,160.0,0.0,,,,,,0.0,160.0,-48.0,112.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,0.0,112.0,120.0,8.0,168.7,0.66,0.66,0.711322,172.3,0.65,0.65,0.696431,
09/30/2012,647.0,647.0,,-286.0,286.0,361.0,0.0,-218.0,174.0,44.0,0.0,143.0,0.0,,,,,,0.0,143.0,-39.0,104.0,0.0,0.0,0.0,104.0,0.0,104.0,0.0,0.0,104.0,106.0,2.0,168.8,0.62,0.62,0.627962,172.4,0.6,0.6,0.611601,
12/31/2012,740.0,740.0,,-330.0,330.0,410.0,0.0,-260.0,210.0,50.0,0.0,150.0,-1.0,,,,0.0,0.0,1.0,149.0,-37.0,112.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,0.0,112.0,115.0,3.0,167.4,0.67,0.67,0.686977,170.7,0.66,0.66,0.677575,
03/31/2013,587.0,587.0,,-282.0,282.0,305.0,0.0,-229.0,179.0,50.0,0.0,76.0,-1.0,,,,,,1.0,75.0,-16.0,59.0,0.0,0.0,0.0,59.0,0.0,59.0,0.0,0.0,59.0,57.0,-2.0,165.4,0.36,0.36,0.344619,168.5,0.35,0.35,0.338131,
06/30/2013,670.0,670.0,,-291.0,291.0,379.0,0.0,-232.0,185.0,47.0,0.0,147.0,0.0,,,,,,0.0,147.0,-39.0,108.0,0.0,0.0,0.0,108.0,0.0,108.0,0.0,0.0,108.0,110.0,2.0,163.4,0.66,0.66,0.673195,166.3,0.65,0.65,0.662026,
09/30/2013,666.0,666.0,,-308.0,308.0,358.0,0.0,-226.0,183.0,43.0,0.0,132.0,0.0,,,,,,0.0,132.0,-34.0,98.0,0.0,0.0,0.0,98.0,0.0,98.0,0.0,0.0,98.0,100.0,2.0,163.2,0.6,0.6,0.612745,166.4,0.59,0.59,0.602019,
12/31/2013,769.0,769.0,,-338.0,338.0,431.0,0.0,-254.0,210.0,44.0,0.0,177.0,-23.0,,,,,,23.0,154.0,-42.0,112.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,0.0,112.0,131.0,19.0,161.7,0.69,0.69,0.810142,164.4,0.68,0.68,0.795572,
03/31/2014,628.0,628.0,,-295.0,295.0,333.0,0.0,-244.0,188.0,56.0,0.0,89.0,-7.0,0.0,1.0,-1.0,,,7.0,82.0,-23.0,59.0,0.0,0.0,0.0,59.0,0.0,59.0,0.0,0.0,59.0,71.0,12.0,158.4,0.37,0.37,0.448232,160.9,0.37,0.37,0.44458,
06/30/2014,676.0,676.0,,-305.0,305.0,371.0,0.0,-238.0,188.0,50.0,0.0,133.0,-1.0,0.0,1.0,-1.0,,,1.0,132.0,-36.0,96.0,0.0,0.0,0.0,96.0,0.0,96.0,0.0,0.0,96.0,98.0,2.0,156.9,0.61,0.61,0.624602,159.4,0.6,0.6,0.612547,
09/30/2014,667.0,667.0,,-317.0,317.0,350.0,0.0,-227.0,181.0,46.0,0.0,123.0,0.0,0.0,1.0,-1.0,,,0.0,123.0,-29.0,94.0,0.0,0.0,0.0,94.0,0.0,94.0,0.0,0.0,94.0,96.0,2.0,154.5,0.61,0.61,0.621359,157.1,0.6,0.6,0.612731,
12/31/2014,761.0,761.0,,-336.0,336.0,425.0,0.0,-267.0,213.0,54.0,0.0,158.0,-1.0,-2.0,0.0,-2.0,0.0,,3.0,157.0,-39.0,118.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,118.0,122.0,4.0,151.8,0.78,0.78,0.803689,154.1,0.77,0.77,0.795957,
03/31/2015,582.0,582.0,,-305.0,305.0,277.0,0.0,-247.0,184.0,63.0,0.0,30.0,0.0,0.0,1.0,-1.0,,,0.0,30.0,-8.0,22.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,22.0,24.0,2.0,145.2,0.15,0.15,0.165289,147.7,0.15,0.15,0.163541,
06/30/2015,623.0,623.0,,-296.0,296.0,327.0,0.0,-589.0,190.0,59.0,340.0,-262.0,13.0,1.0,2.0,-1.0,,,-14.0,-249.0,-16.0,-265.0,0.0,0.0,0.0,-265.0,0.0,-265.0,0.0,0.0,-265.0,61.0,326.0,141.9,-1.87,-1.87,0.42988,141.9,-1.87,-1.87,0.427393,
09/30/2015,606.0,606.0,,-299.0,299.0,307.0,0.0,-230.0,179.0,51.0,0.0,77.0,33.0,2.0,3.0,-1.0,,,-35.0,110.0,-32.0,78.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,78.0,69.0,-9.0,139.2,0.56,0.56,0.49569,141.4,0.55,0.55,0.486351,
12/31/2015,719.0,719.0,,-354.0,354.0,365.0,0.0,-405.0,212.0,55.0,138.0,-40.0,5.0,1.0,3.0,-2.0,0.0,,-6.0,-35.0,-14.0,-49.0,0.0,0.0,0.0,-49.0,0.0,-49.0,0.0,0.0,-49.0,88.0,137.0,132.1,-0.37,-0.37,0.666162,132.1,-0.37,-0.37,0.666162,
03/31/2016,545.0,425.0,120.0,-276.0,276.0,269.0,0.0,-311.0,174.0,57.0,80.0,-42.0,-3.0,2.0,3.0,-1.0,,,1.0,-45.0,-1.0,-46.0,0.0,0.0,0.0,-46.0,0.0,-46.0,0.0,0.0,-46.0,41.044776,87.044776,129.4,-0.36,-0.36,0.317193,129.4,-0.36,-0.36,0.31268,
06/30/2016,599.0,599.0,,-289.0,289.0,310.0,0.0,-223.0,172.0,51.0,0.0,87.0,-2.0,2.0,4.0,-2.0,,,0.0,85.0,-21.0,64.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,0.0,64.0,84.55,20.55,129.8,0.49,0.49,0.651387,131.5,0.49,0.49,0.646274,
09/30/2016,552.0,552.0,,-258.0,258.0,294.0,0.0,-205.0,159.0,46.0,0.0,89.0,1.0,1.0,3.0,-2.0,,,-2.0,90.0,-41.0,49.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,0.0,49.0,85.31,36.31,129.7,0.38,0.38,0.657749,131.6,0.37,0.37,0.645912,
12/31/2016,626.0,626.0,,-311.0,311.0,315.0,0.0,-217.0,159.0,58.0,0.0,98.0,-7.0,0.0,2.0,-2.0,,,7.0,91.0,-33.0,58.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,58.0,78.0,20.0,130.1,0.45,0.45,0.599539,132.0,0.44,0.44,0.591515,
03/31/2017,491.0,128.0,363.0,-266.0,266.0,225.0,0.0,-225.0,155.0,70.0,0.0,0.0,-2.0,1.0,3.0,-2.0,,,1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,11.881356,13.881356,130.4,-0.02,-0.02,0.091115,130.4,-0.02,-0.02,0.086452,
06/30/2017,513.0,141.0,372.0,-271.0,271.0,242.0,0.0,-243.0,165.0,78.0,0.0,-1.0,-2.0,1.0,4.0,-3.0,,,1.0,-3.0,-1.0,-4.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0,0.0,-4.0,2.734694,6.734694,127.9,-0.03,-0.03,0.021382,127.9,-0.03,-0.03,0.021382,
09/30/2017,526.0,144.0,382.0,-276.0,276.0,250.0,0.0,-241.0,161.0,80.0,0.0,9.0,-3.0,1.0,4.0,-3.0,,,2.0,6.0,7.0,13.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,17.27907,4.27907,123.7,0.11,0.11,0.139685,125.8,0.1,0.1,0.134015,
12/31/2017,626.0,468.0,158.0,-319.0,319.0,307.0,0.0,-247.0,170.0,77.0,0.0,60.0,-3.0,1.0,4.0,-3.0,,,2.0,57.0,-131.0,-74.0,0.0,0.0,0.0,-74.0,0.0,-74.0,0.0,0.0,-74.0,49.578,123.578,121.1,-0.61,-0.61,0.409397,121.1,-0.61,-0.61,0.409397,
03/31/2018,506.0,135.0,371.0,-283.0,283.0,223.0,0.0,-227.0,152.0,75.0,0.0,-4.0,-4.0,2.0,5.0,-3.0,,,2.0,-8.0,1.0,-7.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0,0.0,-7.0,-4.692308,2.307692,121.4,-0.06,-0.06,-0.038652,121.4,-0.06,-0.06,-0.040991,
06/30/2018,544.0,135.0,409.0,-294.0,294.0,250.0,0.0,-240.0,163.0,77.0,0.0,10.0,-4.0,1.0,5.0,-4.0,,,3.0,6.0,-2.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,8.8,4.8,119.5,0.03,0.03,0.07364,121.5,0.03,0.03,0.069506,
09/30/2018,526.0,214.0,312.0,-262.0,262.0,264.0,0.0,-250.0,166.0,84.0,0.0,14.0,-4.0,2.0,6.0,-4.0,,,2.0,10.0,8.0,18.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,18.0,26.928571,8.928571,118.7,0.15,0.15,0.226862,120.7,0.15,0.15,0.223973,
12/31/2018,588.0,491.0,97.0,-299.0,299.0,289.0,0.0,-266.0,185.0,81.0,0.0,23.0,-4.0,3.0,6.0,-3.0,,,1.0,19.0,-4.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,15.0,33.54902,18.54902,117.3,0.13,0.13,0.28601,119.1,0.13,0.13,0.285743,
03/31/2019,468.0,106.0,362.0,-244.0,244.0,224.0,0.0,-229.0,151.0,78.0,0.0,-5.0,-5.0,3.0,9.0,-6.0,,,2.0,-10.0,0.0,-10.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,4.086957,14.086957,117.1,-0.09,-0.09,0.034901,117.1,-0.09,-0.09,0.030299,
06/30/2019,478.0,111.0,367.0,-242.0,242.0,236.0,0.0,-226.0,145.0,81.0,0.0,10.0,-5.0,2.0,8.0,-6.0,,,3.0,5.0,-6.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,5.829268,6.829268,115.5,-0.01,-0.01,0.05047,115.5,-0.01,-0.01,0.049128,
09/30/2019,459.0,116.0,343.0,-212.0,212.0,247.0,0.0,-237.0,151.0,86.0,0.0,10.0,-6.0,4.0,8.0,-4.0,,,2.0,4.0,6.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,11.575758,1.575758,113.2,0.09,0.09,0.102259,114.2,0.09,0.09,0.102259,
12/31/2019,494.0,204.0,290.0,-246.0,246.0,248.0,0.0,-253.0,171.0,82.0,0.0,-5.0,-7.0,1.0,1.0,0.0,,,6.0,-12.0,-7.0,-19.0,0.0,0.0,0.0,-19.0,0.0,-19.0,0.0,0.0,-19.0,1.736589,20.736589,111.0,-0.171171,-0.171171,0.015645,111.0,-0.171171,-0.171171,0.015645,
03/31/2020,434.0,75.0,359.0,-209.0,209.0,225.0,0.0,-231.0,158.0,73.0,0.0,-6.0,-8.0,5.0,7.0,-2.0,,,3.0,-14.0,182.0,168.0,0.0,0.0,0.0,168.0,0.0,168.0,0.0,0.0,168.0,177.736842,9.736842,110.3,1.52,1.52,1.611395,111.3,1.51,1.51,1.597483,
06/30/2020,457.0,82.0,375.0,-201.0,201.0,256.0,0.0,-248.0,165.0,83.0,0.0,8.0,-11.0,6.0,7.0,-1.0,,,5.0,-3.0,-40.0,-43.0,0.0,0.0,0.0,-43.0,0.0,-43.0,0.0,0.0,-43.0,-5.140845,37.859155,108.5,-0.4,-0.4,-0.047381,108.5,-0.4,-0.4,-0.051068,
09/30/2020,447.273,,,,,258.7921578,,,,,,49.056,,,,,,,,41.611,,-0.31,,,,,,-0.31,,,-0.31,33.57,,,0.048,0.048,0.3,,0.048,0.048,0.3,
12/31/2020,473.0,,,,,269.40188,,,,,,56.078,,,,,,,,48.633,,6.753,,,,,,6.753,,,6.753,38.89,,,0.091,0.091,0.354,,0.091,0.091,0.354,
