Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1994,1126,,,-923,,203,,-111,,,,92,-6,,16,,,,-10,86,-23,63,0,,,63,0,63,-2.0,,61,61.0,,154.998001,0.39,0.39,,171.647003,0.37,0.37,0.37,
06/30/1994,1177,,,-973,,204,,-105,,,,99,-1,,20,,,,-19,98,-25,73,0,,,73,0,73,-3.0,,70,70.0,,155.214005,0.44,0.44,,171.792007,0.42,0.42,0.42,
09/30/1994,1252,,,-1022,,230,,-104,,,,126,5,,22,,,,-27,131,-35,96,0,,,96,0,96,-2.0,,94,94.0,,154.985001,0.61,0.61,,172.332001,0.57,0.57,0.57,
12/31/1994,1310,,,-1029,,281,,-106,,,,175,36,,22,,,,-58,211,-54,157,0,,,157,0,157,-3.0,,154,154.0,,151.753998,1.01,1.01,1.01,168.210999,0.93,0.93,0.93,
03/31/1995,1453,,,-1082,,371,,-111,,,,260,67,,19,,,,-86,327,-97,230,0,,,230,0,230,-2.0,,228,228.0,,144.891998,1.57,1.57,,161.613007,1.43,1.43,1.43,
06/30/1995,1541,,,-1175,,366,,-117,,,,249,63,,22,,,,-85,312,-84,228,0,,,228,0,228,-3.0,,225,225.0,,140.886002,1.59,1.59,,157.619995,1.44,1.44,1.44,
09/30/1995,1495,,,-1110,,385,,-184,,,,201,198,,23,,,,-221,399,-122,277,0,,,277,0,277,-3.0,,274,274.0,,140.324005,1.96,1.96,,156.875,1.77,1.77,1.77,
12/31/1995,1399,,,-1039,,360,,-119,,,,241,26,,25,,,,-51,267,-77,190,0,,,190,0,190,-2.0,,188,188.0,,140.317993,1.33,1.33,1.33,157.412003,1.21,1.21,1.21,
03/31/1996,1501,,,-1174,,327,,-117,,,,210,13,,23,,,,-36,223,-66,157,0,,,157,0,157,-2.0,,155,155.0,,134.783005,1.15,1.15,1.15,155.860992,1.01,1.01,1.01,
06/30/1996,1559,,,-1229,,330,,-118,,,,212,26,,14,,,,-40,238,-65,173,0,,,173,0,173,-3.0,,170,170.0,,133.858002,1.27,1.27,1.27,154.117996,1.12,1.12,1.12,
09/30/1996,1538,,,-1226,,312,,-119,,,,193,31,,18,,,,-49,224,-63,161,0,,,161,0,161,-2.0,,159,159.0,,130.328003,1.22,1.22,1.22,149.781998,1.08,1.08,1.08,
12/31/1996,1508,,,-1251,,257,,-126,,,,131,13,,21,,,,-34,144,-42,102,0,,,102,0,102,-3.0,,99,99.0,,128.570999,0.77,0.77,0.77,145.587997,0.68,0.68,0.68,
03/31/1997,1638,,,-1313,,325,,-120,,,,205,21,,19,,,,-40,226,-66,160,0,,,160,-3,157,-2.0,,155,155.0,,126.406998,1.17,1.17,1.17,146.487,1.03,1.03,1.03,
06/30/1997,1666,,,-1307,,359,,-116,,,,243,32,,19,,0.0,,-51,275,-79,196,0,,,196,-5,191,-3.0,,188,188.0,,124.686996,1.46,1.46,1.46,144.354996,1.28,1.28,1.28,
09/30/1997,1659,,,-1286,,373,,-119,,,,254,15,,19,,,,-34,269,-83,186,0,,,186,-5,181,-2.0,,179,179.0,,123.957001,1.34,1.34,1.34,143.626999,1.18,1.18,1.18,
12/31/1997,1539,,,-1240,,299,,-126,,,,173,26,,22,,,,-48,199,-51,148,17,,,131,-1,130,0.0,,130,130.0,,137.612,0.94,1.07,1.07,141.421005,0.92,1.04,1.04,
03/31/1998,1561,,,-1256,,305,,-121,,,,184,18,27.0,27,,,,-45,202,-59,143,0,,,143,-1,142,0.0,,142,142.0,,136.876007,1.03,1.03,1.03,140.406006,1.01,1.01,1.01,
06/30/1998,1459,,,-1185,,274,,-108,,,,166,4,,29,,,,-33,170,-51,119,0,,,119,-1,118,0.0,,118,118.0,,136.132996,0.87,0.87,0.87,139.904999,0.85,0.85,0.85,
09/30/1998,1350,,,-1131,,219,,-112,,,,107,27,28.0,28,,,,-55,134,-58,76,0,,,76,0,76,0.0,,76,76.0,,134.287003,0.56,0.56,0.03,137.544998,0.55,0.55,0.02,
12/31/1998,1289,,,-1111,,178,,-106,,,,72,45,30.0,30,,,,-75,117,-49,68,0,,,68,-1,67,0.0,,67,67.0,,132.869003,0.5,0.5,0.19,135.830994,0.49,0.49,0.18,
03/31/1999,1402,,,-1146,,256,,-107,,,,149,-43,31.0,31,,,,12,106,-34,72,20,,,52,-1,51,0.0,,51,51.0,,132.848007,0.39,0.53,0.53,135.710007,0.38,0.52,0.52,
06/30/1999,1418,,,-1210,,208,,-96,,,,112,-30,,35,,,,-5,82,-25,57,0,,,57,-1,56,0.0,,56,56.0,,133.087997,0.42,0.42,0.42,136.453995,0.41,0.41,0.41,
09/30/1999,1498,,,-1335,,163,,-110,,,,53,50,32.0,32,,,,-82,103,-24,79,0,,,79,-2,77,0.0,,77,77.0,,133.464005,0.58,0.58,0.37,136.899002,0.57,0.57,0.36,
12/31/1999,1552,,,-1346,,206,,-98,,,,108,5,35.0,35,,,,-40,113,-18,95,0,,,95,-1,94,0.0,,94,94.0,,133.953995,0.7,0.7,0.7,137.557007,0.68,0.68,0.68,
03/31/2000,1617,,,-1416,,201,,-112,,,,89,29,37.0,37,,,,-66,118,-20,98,0,,,98,-1,97,0.0,0.0,97,97.0,,134.406006,0.72,0.72,0.72,137.563995,0.71,0.71,0.71,
06/30/2000,1674,,,-1456,,218,,-100,,,,118,43,45.0,45,,,,-88,161,-29,132,0,,,132,-2,130,0.0,0.0,130,130.0,,134.746002,0.96,0.96,0.88,137.919006,0.94,0.94,0.86,
09/30/2000,1637,,,-1521,,116,,-85,,,,31,1,35.0,35,,,,-36,32,0,32,0,,,32,-3,29,0.0,0.0,29,29.0,,134.960999,0.22,0.22,0.22,137.074997,0.22,0.22,0.22,
12/31/2000,1598,,,-1561,,37,,-102,,,,-65,-61,41.0,41,,,,20,-126,33,-93,0,,,-93,-1,-94,0.0,0.0,-94,-94.0,,135.266998,-0.7,-0.7,-0.53,135.266998,-0.7,-0.7,-0.53,
03/31/2001,1536,,,-1475,,61,,-104,,,,-43,-1313,49.0,51,-2.0,,,1264,-1356,486,-870,0,,,-870,-1,-871,,,-871,-871.0,,,,,,,,,,
06/30/2001,1696,,,-1549,,147,,-90,,,,57,2,45.0,47,-2.0,,,-47,59,-18,41,0,,,41,-2,39,,,39,39.0,,,,,,,,,,
09/30/2001,1177,,,-1114,,63,,-64,,,,-1,-18,42.0,45,-3.0,,,-24,-19,8,-11,0,,,-11,-1,-12,,,-12,-12.0,,,,,,,,,,
12/31/2001,993,,,-957,,36,,-36,,,,0,-5,,38,-17.0,,,-16,-5,150,145,0,,,145,0,145,,,145,145.0,,,,,,,,,,
03/31/2002,1119,,,-1007,,112,,-48,,,,64,-18,18.0,33,-15.0,,,0,46,-9,37,0,,,37,0,37,,,37,37.0,,,,,,,,,,
06/30/2002,1147,,,-1017,,130,,-43,,,,87,11,21.0,33,-12.0,,,-32,98,-40,58,0,,,58,-1,57,,,57,57.0,,,,,,,,,,
09/30/2002,1179,,,-1036,,143,,-37,,,,106,-41,29.0,33,-4.0,,,12,65,-32,33,0,,,33,0,33,,,33,33.0,,,,,,,,,,
12/31/2002,1343,,,-1232,,111,,-43,,,,68,-910,27.0,32,-5.0,,,883,-842,205,-637,0,,,-637,0,-637,,,-637,-637.0,,,,,,,,,,
03/31/2003,1289,,,-1308,,-19,,-36,,,,-55,-37,32.0,34,-2.0,,,5,-92,33,-59,0,,,-59,0,-59,,,-59,-59.0,,,,,,,,,,
06/30/2003,1273,,,-1181,,92,,-34,,,,58,27,25.0,28,-3.0,,,-52,85,-31,54,0,,,54,0,54,,,54,54.0,,,,,,,,,,
09/30/2003,1264,,,-1147,,117,,-28,,,,89,73,23.0,27,-4.0,,,-96,162,-41,121,0,,,121,0,121,,,121,121.0,,,,,,,,,,
12/31/2003,1340,,,-1125,,215,,-35,,,,180,79,23.0,24,-1.0,1.0,,-103,259,-61,198,0,,,198,-1,197,,,197,197.0,,,,,,,,,,
03/31/2004,1311,,,-1164,,147,,-31,,,,116,25,22.0,23,-1.0,,,-47,141,-50,91,0,,,91,0,91,,,91,91.0,,,,,,,,,,
06/30/2004,1359,,,-1237,,122,,-28,,,,94,123,21.0,23,-2.0,,,-144,217,-79,138,0,,,138,0,138,,,138,138.0,,,,,,,,,,
09/30/2004,1502,,,-1331,,171,,-27,,,,144,88,22.0,24,-2.0,,,-110,232,-64,168,0,,,168,0,168,,,168,168.0,,,,,,,,,,
12/31/2004,1692,,,-1465,,227,,-24,,,,203,143,,23,-3.0,0.0,,-163,346,-55,291,0,,,291,-1,290,,,290,290.0,,,,,,,,,,
03/31/2005,1684,,,-1441,,243,,-26,,,,217,186,19.0,23,-4.0,0.0,,-205,403,-123,280,0,,,280,0,280,,,280,280.0,,,,,,,,,,
06/30/2005,1584,,,-1383,,201,,-23,,,,178,86,13.0,19,-6.0,0.0,,-99,264,-74,190,0,,,190,0,190,,,190,190.0,,,,,,,,,,
09/30/2005,1465,,,-1321,,144,,-23,,,,121,94,9.0,15,-6.0,0.0,,-103,215,-31,184,0,,,184,0,184,,,184,184.0,,,,,,,,,,
12/31/2005,1655,,,-1546,,109,,-23,,,,86,839,,14,-13.0,0.0,,-840,925,-268,657,8,,,649,0,649,,,649,649.0,,,,,,,,,,
03/31/2006,2053,,,-1636,,417,,-32,,,,385,50,13.0,13,,0.0,,-63,435,-152,283,0,,,283,0,283,0.0,0.0,283,283.0,,,,,,,,,,
06/30/2006,1776,,,-1603,,173,,-20,,,,153,82,-22.0,13,-35.0,0.0,,-60,235,-80,155,0,,,155,0,155,,,155,155.0,,,,,,,,,,
09/30/2006,1900,,,-1727,,173,,-21,,,,152,135,-20.0,14,-34.0,0.0,,-115,287,-69,218,0,,,218,0,218,0.0,0.0,218,218.0,,,,,,,,,,
12/31/2006,1799,,,-1597,,202,,-19,,,,183,326,,14,-36.0,0.0,,-304,509,-119,390,0,,,390,0,390,0.0,0.0,390,390.0,,,,,,,,,,
03/31/2007,1726,,,-1598,,128,,-27,,,,101,136,-22.0,15,-37.0,0.0,,-114,237,-51,186,0,,,186,0,186,,,186,186.0,,,,,,,,,,
06/30/2007,1899,,,-1730,,169,,-25,,,,144,130,-32.0,11,-43.0,0.0,,-98,274,-79,195,0,,,195,0,195,,,195,195.0,,,,,,,,,,
09/30/2007,1863,,,-1703,,160,,-18,,,,142,161,-37.0,12,-49.0,0.0,,-124,303,-167,136,0,,,136,0,136,,,136,136.0,,,,,,,,,,
12/31/2007,2005,,,-1850,,155,,-19,,,,136,188,,14,-44.0,0.0,,-158,324,211,535,0,,,535,0,535,,,535,535.0,,,,,,,,,,
03/31/2008,2035,,,-1961,,74,,-22,,,,52,144,-20.0,12,-32.0,0.0,,-124,196,-41,155,0,,,155,0,155,0.0,0.0,155,155.0,,,,,,,,,,
06/30/2008,1955,,,-1882,,73,,-22,,,,51,62,-13.0,13,-26.0,0.0,,-49,113,-68,45,0,,,45,0,45,,,45,45.0,,,,,,,,,,
09/30/2008,1977,,,-1942,,35,,-19,,,,16,49,-12.0,12,-24.0,0.0,,-37,65,16,81,0,,,81,0,81,0.0,0.0,81,81.0,,,,,,,,,,
12/31/2008,1359,,,-1409,,-50,,-18,,,,-68,139,-17.0,11,-28.0,0.0,,-122,71,-25,46,0,,,46,0,46,0.0,0.0,46,46.0,,,,,,,,,,
03/31/2009,1038,,,-1019,,19,,-17,,,,2,-13,8.0,14,-6.0,0.0,,5,-11,38,27,0,,,27,0,27,0.0,0.0,27,27.0,,,,,,,,,,
06/30/2009,1291,,,-1060,,231,,-16,,,,215,-159,6.0,10,-4.0,0.0,,153,56,1,57,0,,,57,0,57,0.0,0.0,57,57.0,,,,,,,,,,
09/30/2009,1357,,,-1145,,212,,-11,,,,201,347,-13.0,8,-21.0,0.0,,-334,548,-222,326,0,,,326,0,326,0.0,0.0,326,326.0,,,,,,,,,,
12/31/2009,1378,,,-1233,,145,,-14,,,,131,211,,10,-34.0,0.0,,-187,342,-56,286,0,,,286,0,286,0.0,0.0,286,286.0,,,,,,,,,,
03/31/2010,1604,,,-1563,,41,,-14,,,,27,18,-8.0,10,-18.0,0.0,,-10,45,17,62,0,,,62,0,62,0.0,0.0,62,62.0,,,,,,,,,,
06/30/2010,1605,,,-1502,,103,,-16,4.0,,12.0,87,2,-1.0,12,-13.0,0.0,,-1,89,-15,74,0,,,74,0,74,0.0,0.0,74,74.0,,,,,,,,,,
09/30/2010,1703,,,-1453,,250,,-13,,,,237,19,-6.0,6,-12.0,0.0,,-13,256,-95,161,0,,,161,0,161,0.0,0.0,161,161.0,,,,,,,,,,
12/31/2010,1593,,,-1422,,171,,-13,,,,158,71,-3.0,9,-12.0,0.0,,-68,229,-67,162,0,,,162,0,162,0.0,0.0,162,162.0,,,,,,,,,,
03/31/2011,1611,,,-1429,,182,,-12,,,,170,-11,-2.0,9,-11.0,0.0,,13,159,-53,106,0,,,106,0,106,0.0,0.0,106,106.0,,,,,,,,,,
06/30/2011,2032,,,-1816,,216,,-21,5.0,,16.0,195,-5,,9,,0.0,,-4,190,-63,127,0,,,127,0,127,0.0,0.0,127,127.0,,,,,,,,,,
09/30/2011,1837,,,-1807,,30,,-14,2.0,,12.0,16,-6,2.0,9,-7.0,0.0,,4,10,12,22,0,,,22,0,22,0.0,0.0,22,22.0,,,,,,,,,,
12/31/2011,1400,,,-1441,,-41,,-10,,,,-51,-6,,7,,0.0,,-1,-57,17,-40,0,,,-40,0,-40,0.0,0.0,-40,-40.0,,,,,,,,,,
03/31/2012,1728,,,-1658,,70,,-13,3.0,,10.0,57,-1,2.0,7,-5.0,0.0,,-1,56,-19,37,0,,,37,0,37,0.0,0.0,37,37.0,,,,,,,,,,
06/30/2012,1421,,,-1456,,-35,,-11,2.0,,9.0,-46,1,5.0,8,-3.0,0.0,,-6,-45,16,-29,0,,,-29,0,-29,0.0,0.0,-29,-29.0,,,,,,,,,,
09/30/2012,1500,,,-1448,,52,,-10,2.0,,8.0,42,-8,4.0,7,-3.0,0.0,,4,34,-9,25,0,,,25,0,25,0.0,0.0,25,25.0,,,,,,,,,,
12/31/2012,1598,,,-1526,,72,,-11,,,,61,-203,3.0,6,-3.0,0.0,,200,-142,-5,-147,0,,,-147,0,-147,0.0,0.0,-147,-147.0,46.18,,,,,,,,,
03/31/2013,1715,,,-1572,,143,,-11,3.0,,8.0,132,12,4.0,7,-3.0,0.0,,-16,144,-92,52,0,,,52,0,52,0.0,0.0,52,52.0,,,,,,,,,,
06/30/2013,1722,,,-1630,,92,,-8,3.0,,5.0,84,11,6.0,8,-2.0,0.0,,-17,95,-15,80,0,,,80,0,80,0.0,0.0,80,80.0,,,,,,,,,,
09/30/2013,1856,,,-1655,,201,,-9,3.0,,6.0,192,6,5.0,8,-3.0,0.0,,-11,198,-34,164,0,,,164,0,164,0.0,0.0,164,164.0,0.0,,,,,,,,,
12/31/2013,1655,,,-1357,,298,,-9,3.0,,6.0,289,341,5.0,9,-4.0,0.0,,-346,630,-178,452,0,,,452,0,452,0.0,0.0,452,452.0,0.0,,,,,,,,,
03/31/2014,1658,,,-1525,,133,,-8,2.0,,6.0,125,-13,4.0,7,-3.0,0.0,,9,112,-37,75,0,,,75,0,75,0.0,0.0,75,75.0,0.0,,,,,,,,,
06/30/2014,1790,,,-1534,,256,,-8,3.0,,5.0,248,-4,5.0,8,-3.0,0.0,,-1,244,-77,167,0,,,167,0,167,0.0,0.0,167,167.0,0.0,,,,,,,,,
09/30/2014,1738,,,-1426,,312,,-6,2.0,,4.0,306,50,6.0,8,-2.0,0.0,,-56,356,-109,247,0,,,247,0,247,0.0,0.0,247,247.0,0.0,,,,,,,,,
12/31/2014,1731,,,-1437,,294,,-7,2.0,,5.0,287,-108,6.0,9,-3.0,0.0,,102,179,-81,98,0,,,98,0,98,0.0,0.0,98,98.0,-1.95,,,,,,,,,
03/31/2015,1546,,,-1227,,319,,-7,2.0,,5.0,312,-19,6.0,8,-2.0,,-1.0,14,293,-98,195,0,,,195,0,195,0.0,0.0,195,195.0,0.0,,,,,,,,,
06/30/2015,1521,,,-1277,,244,,-7,2.0,,5.0,237,-19,5.0,6,-1.0,,-1.0,15,218,-73,145,0,,,145,0,145,0.0,0.0,145,145.0,,,,,,,,,,
09/30/2015,1460,,,-1094,,366,,-7,2.0,,5.0,359,-20,4.0,7,-3.0,,-1.0,17,339,-91,248,0,,,248,0,248,0.0,0.0,248,248.0,,,,,,,,,,
12/31/2015,1315,,,-908,,407,,-7,2.0,,5.0,400,-4,5.0,7,-2.0,,-1.0,3,393,-173,220,0,,,220,0,220,0.0,0.0,220,220.0,,,,,,,,,,
03/31/2016,1212,26.0,1186.0,-833,833.0,379,0.0,-6,2.0,4.0,0.0,373,-14,3.0,6,-3.0,,-2.0,13,359,-119,240,0,0.0,0.0,240,0,240,0.0,0.0,240,240.0,0.0,,,,,,,,,
06/30/2016,1261,24.0,1237.0,-936,936.0,325,0.0,-9,2.0,5.0,2.0,316,36,2.0,5,-3.0,,-1.0,-37,352,-179,173,0,0.0,0.0,173,0,173,0.0,0.0,173,174.3,1.3,,,,,,,,,
09/30/2016,1248,27.0,1221.0,-957,957.0,291,0.0,-6,1.0,5.0,0.0,285,-17,3.0,7,-4.0,,0.0,14,268,-82,186,0,0.0,0.0,186,0,186,0.0,0.0,186,186.0,0.0,,,,,,,,,
12/31/2016,1198,31.0,1167.0,-987,987.0,211,0.0,-1121,2.0,4.0,1115.0,-910,-12,3.0,7,-4.0,,1.0,8,-922,412,-510,0,0.0,0.0,-510,0,-510,0.0,0.0,-510,247.25,757.25,,,,,,,,,
03/31/2017,1323,57.0,1266.0,-1042,1042.0,281,0.0,-4,2.0,2.0,0.0,277,-14,,14,,,,0,263,-90,173,0,0.0,0.0,173,0,173,0.0,0.0,173,173.0,0.0,,,,,,,,,
06/30/2017,1297,25.0,1272.0,-1024,1024.0,273,0.0,-11,1.0,8.0,2.0,262,15,2.0,7,-5.0,,,-17,277,-95,182,0,0.0,0.0,182,0,182,0.0,0.0,182,183.3,1.3,,,,,,,,,
09/30/2017,1215,31.0,1184.0,-994,994.0,221,0.0,-14,1.0,4.0,9.0,207,-11,,6,,,,5,196,-152,44,0,0.0,0.0,44,0,44,0.0,0.0,44,50.5,6.5,,,,,,,,,
12/31/2017,1330,30.0,1300.0,-1120,1120.0,210,0.0,-71,2.0,5.0,64.0,139,-25,,8,,,0.0,17,114,-308,-194,0,0.0,0.0,-194,0,-194,0.0,0.0,-194,-167.35,26.65,,,,,,,,,
03/31/2018,1318,32.0,1286.0,-1092,1092.0,226,0.0,-8,2.0,5.0,1.0,218,-15,,15,,,,0,203,-38,165,0,0.0,0.0,165,0,165,0.0,0.0,165,165.79,0.79,,,,,,,,,
06/30/2018,1361,34.0,1327.0,-948,948.0,413,0.0,-9,2.0,5.0,2.0,404,-14,,6,,,,8,390,-84,306,0,0.0,0.0,306,0,306,0.0,0.0,306,308.37,2.37,,,,,,,,,
09/30/2018,1424,39.0,1385.0,-1062,1062.0,362,0.0,-7,1.0,4.0,2.0,355,-21,,9,,,,12,334,-62,272,0,0.0,0.0,272,0,272,0.0,0.0,272,274.37,2.37,,,,,,,,,
12/31/2018,1343,31.0,1312.0,-945,945.0,398,0.0,-9,1.0,7.0,1.0,389,-14,,0,,,,14,375,-63,312,0,0.0,0.0,312,0,312,0.0,0.0,312,311.21,-0.79,,,,,,,,,
03/31/2019,1278,28.0,1250.0,-950,950.0,328,0.0,-10,2.0,6.0,2.0,318,-19,,19,,,,0,299,-54,245,0,0.0,0.0,245,0,245,0.0,0.0,245,246.58,1.58,,,,,,,,,
06/30/2019,1039,47.0,992.0,-902,902.0,137,0.0,-9,,7.0,2.0,128,-15,-3.0,7,-10.0,,,18,113,-3,110,0,0.0,0.0,110,0,110,0.0,0.0,110,111.58,1.58,,,,,,,,,
09/30/2019,1059,31.0,1028.0,-854,854.0,205,0.0,-85,2.0,6.0,77.0,120,-17,-2.0,7,-9.0,,,19,103,19,122,0,0.0,0.0,122,0,122,0.0,0.0,122,182.83,60.83,,,,,,,,,
12/31/2019,1001,32.0,969.0,-794,794.0,207,0.0,-6,,6.0,0.0,201,-25,0.0,0,0.0,,,25,176,-26,150,0,0.0,0.0,150,0,150,0.0,0.0,150,150.79,0.79,,,,,,,,,
03/31/2020,1042,29.0,1013.0,-826,826.0,216,0.0,-10,2.0,6.0,2.0,206,-19,1.0,8,-7.0,,,18,187,-41,146,0,0.0,0.0,146,0,146,0.0,0.0,146,146.79,0.79,,,,,,,,,
06/30/2020,870,21.0,849.0,-746,746.0,124,0.0,-7,2.0,5.0,0.0,117,-31,9.0,11,-2.0,,,22,86,-18,68,0,0.0,0.0,68,0,68,0.0,0.0,68,68.0,0.0,,,,,,,,,
