Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,40.169781,5.342758,5.342758,,15.960109,7.51522,1.636233,0.135,0.135,,0.135,0.135,0.135,0.05,1.298206,,4.673065,4.334154,,
06/30/1990,40.169781,45.342758,45.342758,,1.935811,0.901224,0.213639,0.15,0.15,,0.15,0.15,0.15,0.05,0.184175,,4.602265,4.434627,,
09/30/1990,45.461861,45.401718,45.401718,,1.943627,0.890517,0.148739,0.115,0.115,,0.115,0.115,0.115,0.055,0.354568,,4.385654,4.700754,,
12/31/1990,45.324093,45.380959,45.380959,,2.107073,0.971156,0.135872,0.105,0.105,,0.105,0.105,0.105,0.055,0.27084,,4.033153,4.739245,,
03/31/1991,45.338158,45.336121,45.336121,,1.983474,0.978094,0.210936,0.15,0.15,,0.15,0.15,0.15,0.055,0.371977,,3.671146,4.831493,,
06/30/1991,45.338158,45.338161,45.338161,,1.962453,1.020641,0.231747,0.16,0.16,,0.16,0.16,0.16,0.055,0.244915,,5.000578,4.936063,,
09/30/1991,45.338158,45.338161,45.338161,,1.980848,1.056483,0.272353,0.18,0.18,,0.18,0.18,0.18,0.06,0.085028,,5.832438,5.061211,,
12/31/1991,45.338158,44.793999,44.793999,,2.095348,1.16404,0.281489,0.19,0.19,,0.19,0.19,0.19,0.06,0.447002,,4.369322,5.190374,,
03/31/1992,50.357071,56.534618,56.534618,,1.755438,1.004464,0.294616,0.185,0.185,,0.185,0.185,0.185,0.06,0.799917,,6.943831,5.484513,,
06/30/1992,50.423569,60.882961,60.882961,,1.731125,1.035002,0.335693,0.2,0.2,,0.2,0.2,0.2,0.06,-0.067769,,4.491352,5.638851,,
09/30/1992,50.448769,60.80518,60.80518,,1.733339,1.075533,0.388898,0.23,0.23,,0.23,0.23,0.23,0.065,0.456803,,4.241253,5.823551,,
12/31/1992,59.852002,50.82,50.82,,2.057202,1.305588,0.378217,0.1,0.1,0.1,0.1,0.1,0.1,0.065,0.21706,,4.8715,5.977193,,
03/31/1993,60.612736,83.671997,83.671997,,2.000359,1.279365,0.469619,-0.04,0.285,,-0.04,0.285,0.285,0.075,1.783906,,3.48991,6.120446,,
06/30/1993,60.796539,83.926003,83.926003,,1.877178,1.170722,0.389355,0.255,0.255,,0.255,0.255,0.255,0.075,-0.935503,,2.947717,6.328962,,
09/30/1993,60.840099,84.206001,84.206001,,1.854488,1.161497,0.393856,0.245,0.245,,0.245,0.245,0.245,0.085,1.048904,,3.377098,6.516147,,
12/31/1993,201.645996,87.089996,87.089996,,1.767195,1.091159,-0.855414,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,0.085,1.108187,,4.263075,6.570019,,
03/31/1994,86.456001,203.686005,203.686005,,1.792038,1.165672,0.412164,0.265,0.265,,0.265,0.265,0.265,0.085,0.958279,,4.115238,5.875821,,
06/30/1994,86.772003,204.056,204.056,,1.818207,1.149248,0.423751,0.275,0.275,,0.275,0.275,0.275,0.085,0.635433,,3.213905,5.990031,,
09/30/1994,86.977997,205.141998,205.141998,,1.913548,1.181309,0.467564,0.295,0.295,,0.295,0.295,0.295,0.1,0.849621,,4.660891,6.152349,,
12/31/1994,204.429993,205.895996,205.895996,,2.018077,1.20709,0.462821,0.3,0.3,,0.3,0.3,0.3,0.1,0.007499,,3.286098,6.960001,,
03/31/1995,204.365997,206.761993,206.761993,,1.961744,1.063048,0.345552,-0.065,-0.065,,-0.065,-0.065,-0.065,0.1,0.49882,0.443621,3.421337,6.950109,,
06/30/1995,205.417999,207.048004,207.048004,,2.209507,1.218746,0.412639,0.275,0.275,,0.275,0.275,0.275,0.1,0.298853,0.182267,3.458241,7.294229,,
09/30/1995,206.647995,208.735992,208.735992,,2.183715,1.177736,0.450775,0.295,0.295,,0.295,0.295,0.295,0.115,-0.281183,,2.887824,7.435146,,
12/31/1995,218.304001,218.0,218.0,,2.241734,1.264638,0.616183,0.315,0.315,,0.315,0.315,0.315,0.115,0.672739,,3.232538,7.755217,,
03/31/1996,206.688004,280.440002,280.440002,,,,0.444591,0.295,0.295,0.295,0.295,0.295,0.295,0.115,0.170903,0.108319,3.235345,7.562515,,
06/30/1996,206.860001,278.5,278.5,,,,0.479601,0.32,0.32,0.32,0.32,0.32,0.32,0.115,0.224255,0.184165,2.871899,7.624727,,
09/30/1996,218.223999,278.941986,278.941986,,,,0.480889,0.245,0.245,0.32,0.245,0.245,0.32,0.135,0.649246,0.60803,3.045009,7.592226,,
12/31/1996,273.794006,278.003792,273.432756,,1.857565,0.939039,3.546115,0.33,0.33,0.33,0.325,0.325,0.325,0.135,0.355535,0.110115,3.387003,7.566152,,
03/31/1997,218.278,289.655264,284.693316,,2.195808,1.307435,0.535397,0.35,0.35,0.35,0.345,0.345,0.345,0.135,0.5823,0.521343,2.663851,8.033045,,
06/30/1997,215.395996,293.114014,287.507996,,2.333813,1.358898,0.547293,0.359,0.359,0.359,0.35,0.35,0.35,0.135,0.306416,0.225917,3.084598,8.149785,,
09/30/1997,268.615997,293.114014,287.507996,,2.510709,1.540148,0.558364,0.23,0.23,0.3785,0.23,0.23,0.375,0.155,0.467869,0.296573,2.687762,7.759128,,
12/31/1997,272.104004,582.195228,571.197628,,1.2013,0.709515,0.290689,0.155,0.155,0.2,0.155,0.155,0.2,0.155,-0.194819,,3.564354,8.223462,,
03/31/1998,,622.56528,609.73403,,1.255544,0.729439,0.289159,0.2,0.2,0.2,0.195,0.195,0.195,0.0775,-0.446796,-0.475504,,,,
06/30/1998,,332.572,325.268,,2.422027,1.408463,0.57547,0.42,0.42,0.42,0.41,0.41,0.41,0.175,0.144991,0.06004,,,,
09/30/1998,,316.482193,310.522891,,2.687071,1.575362,0.63822,0.44,0.44,0.44,0.43,0.43,0.43,0.175,1.953605,1.753268,,,,
