Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/02/1994,7210.773926,248.901001,248.901001,0.0,837.971985,,,,3691.481934,,,,,199.033997,,,,4977.38916,1379.817017,3720.783936,-2340.967041,0.0,,853.567993,,,,,853.567993,2233.38501,,1307.233032,1307.233032,,,0.0,,,,,1556.332886,,,1556.332886,2863.565918,21.870001,,,,,25.695999,,,,25.695999,47.566,2911.131918,0.0,479.23999,,,0.0,,3820.4021,4299.64209,0.0,4299.64209,7210.774008,
12/31/1994,7395.394043,202.181004,200.938004,1.243,976.278015,,,,3450.728027,,,,,356.303986,,,,4985.491211,1360.780029,3691.000977,-2330.220947,234.552002,,814.570984,,,,,814.570984,2409.903015,,894.911011,894.911011,,,1033.081055,,,,,1355.072875,,,1355.072875,3283.064941,24.521999,,,,,159.639008,,,,159.639008,184.161007,3467.225948,0.0,456.112,,,0.0,,3472.055908,3928.167908,0.0,3928.167908,7395.393856,
04/02/1995,7674.055176,193.467003,192.953003,0.514,960.010986,,,,3775.375,,,,,279.341003,,,,5208.193848,1362.494019,3746.716064,-2384.221924,0.0,,1103.366943,,,,,1103.366943,2465.860962,,788.570007,788.570007,,,1404.740967,,,,,1242.393127,,,1242.393127,3435.704102,24.152,,,,,159.639008,,,,159.639008,183.791008,3619.49511,0.0,474.490997,,,0.0,,3580.069092,4054.560089,0.0,4054.560089,7674.055199,
07/02/1995,10142.621094,243.087998,242.572998,0.515,1142.27002,,,,3856.945068,,,,,370.365997,,,,5612.668945,1655.265991,4317.487793,-2662.221924,0.0,,2874.686035,,,,,2874.686035,4529.952026,,783.939026,783.939026,,,3198.074951,,,,,1318.602234,,,1318.602234,5300.616211,395.140991,,,,,329.221008,,,,329.221008,724.362,6024.97821,0.0,478.186005,,,0.0,,3639.457031,4117.643036,0.0,4117.643036,10142.621246,
10/01/1995,10264.000977,207.250996,205.785995,1.465,1212.363037,,,,3811.680908,,,,,327.470001,,,,5558.765137,1661.385986,4349.852051,-2688.466064,0.0,,3043.850098,,,,,3043.850098,4705.236084,,860.851013,860.851013,,,2063.589111,,,,,1341.190735,,,1341.190735,4265.630859,1480.379028,,,,,326.407013,,,,326.407013,1806.786041,6072.416901,0.0,488.583008,,,0.0,,3703.000977,4191.583984,0.0,4191.583984,10264.000885,
12/31/1995,9840.944336,210.283998,208.613998,1.67,1485.967041,,,,3156.504883,,,,,422.462006,,,,5275.217773,1584.034912,4115.749023,-2531.714111,355.278992,,2626.412109,,,,,2626.412109,4565.726013,,1041.848022,1041.848022,,,1216.03894,,,,,1432.536134,,,1432.536134,3690.423096,1487.734985,,,,,370.821991,,,,370.821991,1858.556976,5548.980072,0.0,499.39801,,,0.0,,3792.565918,4291.963928,0.0,4291.963928,9840.944,
03/31/1996,10257.889648,182.731995,181.494995,1.237,902.71698,,,,4051.681885,,,,,372.813995,,,,5509.944824,1601.853027,4171.313965,-2569.460938,,,3146.089111,,,,,3146.089111,4747.942139,,950.745972,950.745972,,,1706.807983,,,,,1400.935059,,,1400.935059,4058.489014,1487.088989,,,,,365.556,,,,365.556,1852.644989,5911.134003,0.0,512.401001,,,,,3834.352051,4346.753052,0.0,4346.753052,10257.887054,
06/30/1996,11620.919922,212.290005,210.796005,1.494,1170.522949,,,,4318.138184,,,,,446.519012,,,,6147.470215,1712.685059,4366.820801,-2654.135986,,,3760.768066,,,,,3760.768066,5473.453125,,1300.927979,1300.927979,,,2618.24292,,,,,1507.876953,,,1507.876953,5427.047852,1496.071045,,,,,360.256989,,,,360.256989,1856.328033,7283.375885,0.0,514.242981,,,,,3823.303955,4337.546936,0.0,4337.546936,11620.922821,
09/29/1996,11785.75,161.437,159.834,1.603,977.500977,,,,1765.654053,,,,,3373.74292,,,,6278.334961,1753.69104,4446.09082,-2692.399902,,,3753.721924,,,,,3753.721924,5507.412964,,1077.400024,1077.400024,,,2941.403076,,,,,1475.597778,,,1475.597778,5494.400879,1493.204956,,,,,349.774994,,,,349.774994,1842.97995,7337.380829,0.0,531.400024,,,,,3916.967041,4448.367065,0.0,4448.367065,11785.747894,
12/31/1996,11126.080078,138.820998,137.378998,1.442,808.715027,,,,4182.966797,,,,,473.391998,,,,5603.89502,1802.011963,4490.358887,-2688.346924,480.169006,,3240.0,,,,,3240.0,5522.180969,,1125.880981,1125.880981,,,2226.935059,,,,,1339.016968,,,1339.016968,4691.833008,1500.475952,,,,,335.756989,,,,335.756989,1836.232941,6528.065949,0.0,543.700989,,,0.0,,4054.309082,4598.010071,0.0,4598.010071,11126.07602,
03/30/1997,11496.418945,133.543002,121.885002,11.658,843.926025,,,,4526.141113,,,,,422.458008,,,,5926.067871,1853.277954,4547.144043,-2693.865967,,,3717.072998,,,,,3717.072998,5570.350952,,1165.050049,1165.050049,,,2403.481934,,,,,1378.937256,,,1378.937256,4947.469238,1498.530029,,,,,332.733002,,,,332.733002,1831.263031,6778.732269,0.0,553.731018,,,,,4163.956055,4717.687073,0.0,4717.687073,11496.419342,
06/29/1997,11843.049805,181.273993,180.233994,1.04,811.906982,,,,1708.915039,,,,,3475.374023,,,,6177.470215,1922.995972,4666.848145,-2743.852051,,,3742.583984,,,,,3742.583984,5665.579956,,1258.073975,1258.073975,,,2510.464111,,,,,1367.605957,,,1367.605957,5136.144043,1496.634033,,,,,332.733002,,,,332.733002,1829.367035,6965.511078,0.0,563.320007,,,,,4314.219238,4877.539246,0.0,4877.539246,11843.050323,
09/28/1997,15256.152344,267.683996,266.632996,1.051,953.651978,,,,4801.074219,,,,,531.559021,,,,6553.969238,2046.958008,4928.195801,-2881.238037,0.0,,6655.225098,,,,,6655.225098,8702.183105,,1265.300049,1265.300049,,,2174.784912,,,,,1905.036133,,,1905.036133,5345.121094,4386.376953,,,,,509.558014,,,,509.558014,4895.934967,10241.056061,0.0,589.505005,,,,,4425.59082,5015.095825,0.0,5015.095825,15256.151886,
12/31/1997,28598.0,296.0,296.0,0.0,1056.0,,,,1837.0,,,,,6044.0,,,,9233.0,2891.0,5250.0,-2359.0,589.0,,15885.0,,,,,15885.0,19365.0,,1845.0,1845.0,,,5656.0,,,,,4385.0,,,4385.0,11886.0,4406.0,,,,,1881.0,,,,1881.0,6287.0,18173.0,0.0,6154.0,,,0.0,,4271.0,10425.0,0.0,10425.0,28598.0,
03/29/1998,29192.0,332.0,332.0,0.0,1116.0,,,,7059.0,,,,,1294.0,,,,9801.0,2866.0,5376.0,-2510.0,0.0,,16525.0,,,,,16525.0,19391.0,,1864.0,1864.0,,,4908.0,,,,,4040.0,,,4040.0,10812.0,5990.0,,,,,1855.0,,,,1855.0,7845.0,18657.0,0.0,6172.0,,,0.0,,4363.0,10535.0,0.0,10535.0,29192.0,
06/28/1998,29127.0,317.0,317.0,0.0,886.0,,,,7390.0,723.0,1114.0,194.0,,1108.0,,,,9701.0,2813.0,5206.0,-2393.0,0.0,,16613.0,13674.0,,,,2939.0,19426.0,,1824.0,1824.0,,,4430.0,,,,,4264.0,,,4264.0,10518.0,5994.0,,,,,1908.0,,,,1908.0,7902.0,18420.0,0.0,6173.0,,,0.0,,4534.0,10707.0,0.0,10707.0,29127.0,
09/27/1998,28712.0,111.0,111.0,0.0,935.0,,,,7411.0,791.0,1314.0,180.0,,1177.0,,,,9634.0,2274.0,4256.0,-1982.0,0.0,,16804.0,13.723,,,,16790.277,19078.0,,1657.0,1657.0,,,4053.0,,,,,4529.0,,,4529.0,10239.0,5980.0,,,,,1914.0,,,,1914.0,7894.0,18133.0,0.0,6165.0,,,0.0,,4414.0,10579.0,0.0,10579.0,28712.0,
12/31/1998,27939.0,421.0,421.0,0.0,618.0,618.0,,,6553.0,746.0,5757.0,317.0,-267.0,1045.0,,,,8637.0,2275.0,4475.0,-2200.0,,,17027.0,14431.0,14431.0,0.0,,2596.0,19302.0,,2091.0,2091.0,,,827.0,,,,,3762.0,,,3762.0,6680.0,8163.0,,,,,2240.0,,,,2240.0,10403.0,17083.0,0.0,6275.0,,,-257.0,4888.0,-50.0,10856.0,0.0,10856.0,27939.0,
04/04/1999,28251.0,58.0,58.0,0.0,885.0,885.0,,,6929.0,570.0,6220.0,288.0,-149.0,1011.0,,,,8883.0,2257.0,,,0.0,,17111.0,14334.0,14334.0,0.0,,2777.0,19368.0,,1816.0,1816.0,,,1671.0,,,,,3377.0,,,3377.0,6864.0,8161.0,,,,,2289.0,,,,2289.0,10450.0,17314.0,0.0,6310.0,,,-339.0,,4966.0,10937.0,0.0,10937.0,28251.0,
07/04/1999,28726.0,108.0,108.0,0.0,913.0,913.0,,,7430.0,615.0,6723.0,239.0,-147.0,965.0,,,,9416.0,2275.0,,,0.0,,17035.0,14228.0,14228.0,0.0,,2807.0,19310.0,,1921.0,1921.0,,,2090.0,,,,,3429.0,,,3429.0,7440.0,7790.0,,,,,2297.0,,,,2297.0,10087.0,17527.0,0.0,6421.0,,,-408.0,,5186.0,11199.0,0.0,11199.0,28726.0,
10/03/1999,28544.0,113.0,113.0,0.0,785.0,785.0,,,7386.0,564.0,6727.0,241.0,-146.0,936.0,,,,9220.0,2311.0,,,0.0,,17013.0,14150.0,14150.0,0.0,,2863.0,19324.0,,1590.0,1590.0,,,3112.0,,,,,3188.0,,,3188.0,7890.0,7296.0,,,,,2348.0,,,,2348.0,9644.0,17534.0,0.0,6469.0,,,-412.0,,4953.0,11010.0,0.0,11010.0,28544.0,
12/31/1999,27289.0,230.0,230.0,0.0,819.0,819.0,,,6298.0,510.0,5670.0,280.0,-162.0,1255.0,,,,8602.0,2387.0,4570.0,-2183.0,515.0,,15785.0,13596.0,13596.0,0.0,,2189.0,18687.0,,1204.0,1204.0,,,2471.0,,,,,3458.0,,,3458.0,7133.0,7298.0,,,,,1899.0,,,,1899.0,9197.0,16330.0,0.0,6478.0,,,-413.0,4963.0,-69.0,10959.0,0.0,10959.0,27289.0,
04/02/2000,27002.0,181.0,181.0,0.0,834.0,834.0,,,6383.0,530.0,5604.0,391.0,-142.0,789.0,,,,8187.0,2451.0,,,,,16364.0,13562.0,13562.0,0.0,,2802.0,18815.0,,1114.0,1114.0,,,1109.0,,,,,3150.0,,,3150.0,5373.0,9042.0,,,,,1855.0,,,,1855.0,10897.0,16270.0,0.0,6486.0,,,-413.0,,4659.0,10732.0,0.0,10732.0,27002.0,
07/02/2000,27164.0,389.0,389.0,0.0,787.0,787.0,,,6256.0,572.0,5435.0,391.0,-142.0,925.0,,,,8357.0,2465.0,,,,,16342.0,13469.0,13469.0,0.0,,2873.0,18807.0,,1002.0,1002.0,,,1430.0,,,,,3173.0,,,3173.0,5605.0,9045.0,,,,,1827.0,,,,1827.0,10872.0,16477.0,0.0,6486.0,,,-413.0,,4614.0,10687.0,0.0,10687.0,27164.0,
09/01/2000,26610.0,171.0,171.0,0.0,688.0,688.0,,,6360.0,603.0,5747.0,150.0,-140.0,672.0,,,,7891.0,2452.0,,,,,16267.0,13378.0,13378.0,0.0,,2889.0,18719.0,,988.0,988.0,,,972.0,,,,,2978.0,,,2978.0,4938.0,9049.0,,,,,1907.0,,,,1907.0,10956.0,15894.0,0.0,6489.0,,,-413.0,,4640.0,10716.0,0.0,10716.0,26610.0,
12/31/2000,26777.0,871.0,871.0,0.0,505.0,505.0,,,5969.0,529.0,5252.0,327.0,-139.0,668.0,,,,8013.0,2491.0,4905.0,-2414.0,390.0,,15883.0,13281.0,13281.0,0.0,,2602.0,18764.0,,1099.0,1099.0,,,877.0,,,,,2889.0,,,2889.0,4865.0,9054.0,,,,,2035.0,,,,2035.0,11089.0,15954.0,0.0,6480.0,,,-382.0,4831.0,-106.0,10823.0,0.0,10823.0,26777.0,
04/01/2001,26527.0,483.0,483.0,0.0,447.0,447.0,,,6169.0,529.0,5324.0,457.0,-141.0,689.0,,,,7788.0,2498.0,,,,,16241.0,13182.0,13182.0,0.0,,3059.0,18739.0,,969.0,969.0,,,1185.0,,,,,2796.0,,,2796.0,4950.0,8858.0,,,,,2019.0,,,,2019.0,10877.0,15827.0,0.0,6425.0,,,-250.0,,4525.0,10700.0,0.0,10700.0,26527.0,
07/01/2001,26760.0,529.0,529.0,0.0,555.0,555.0,,,6255.0,464.0,5315.0,617.0,-141.0,775.0,,,,8114.0,2514.0,,,,,16132.0,13029.0,13029.0,0.0,,3103.0,18646.0,,1060.0,1060.0,,,255.0,,,,,3237.0,,,3237.0,4552.0,8565.0,,,,,2808.0,,,,2808.0,11373.0,15925.0,0.0,6753.0,,,-169.0,,4251.0,10835.0,0.0,10835.0,26760.0,
09/30/2001,26758.0,579.0,579.0,0.0,515.0,515.0,,,6266.0,449.0,5338.0,620.0,-141.0,1497.0,,,,8857.0,2279.0,,,,,15622.0,12385.0,12385.0,0.0,,3237.0,17901.0,,903.0,903.0,,,1723.0,,,,,3397.0,,,3397.0,6023.0,8479.0,,,,,1689.0,,,,1689.0,10168.0,16191.0,0.0,6695.0,,,-41.0,,3913.0,10567.0,0.0,10567.0,26758.0,
12/31/2001,26636.0,1214.0,1214.0,0.0,481.0,481.0,,,5666.0,441.0,4736.0,642.0,-153.0,1001.0,,,,8362.0,2353.0,5033.0,-2680.0,602.0,,15319.0,12298.0,12298.0,0.0,,3021.0,18274.0,,937.0,937.0,,,1364.0,,,,,3452.0,,,3452.0,5753.0,6875.0,,,,,1861.0,,,,1861.0,8736.0,14489.0,857.0,7727.0,,,-1.0,3776.0,-212.0,12147.0,0.0,12147.0,26636.0,
06/04/2002,25697.0,1642.0,1642.0,0.0,461.0,461.0,,,5646.0,372.0,4787.0,634.0,-147.0,873.0,,,,8622.0,2319.0,,,,,14756.0,11168.0,11168.0,0.0,,3588.0,17075.0,,767.0,767.0,,,1783.0,,,,,3482.0,,,3482.0,6032.0,6895.0,,,,,2104.0,,,,2104.0,8999.0,15031.0,0.0,7964.0,,,-3.0,,2705.0,10666.0,0.0,10666.0,25697.0,
09/29/2002,24514.0,619.0,619.0,0.0,440.0,440.0,,,5606.0,410.0,4704.0,639.0,-147.0,831.0,,,,7496.0,2324.0,,,,,14694.0,11170.0,11170.0,0.0,,3524.0,17018.0,,803.0,803.0,,,776.0,,,,,3089.0,,,3089.0,4668.0,6946.0,,,,,2058.0,,,,2058.0,9004.0,13672.0,0.0,8064.0,,,-3.0,,2781.0,10842.0,0.0,10842.0,24514.0,
12/31/2002,23946.0,544.0,544.0,,675.0,675.0,,,5048.0,393.0,4058.0,597.0,0.0,923.0,,,,7190.0,2396.0,4969.0,-2573.0,,,14360.0,11170.0,11170.0,0.0,,3190.0,16756.0,,776.0,776.0,,,1153.0,,,,,3178.0,,,3178.0,5107.0,7138.0,,,,,2831.0,,,,2831.0,9969.0,15076.0,,8150.0,,,-4.0,2904.0,-2180.0,8870.0,,8870.0,23946.0,
03/30/2003,24312.0,387.0,387.0,0.0,537.0,537.0,,,5674.0,363.0,4704.0,607.0,0.0,726.0,,,,7324.0,2387.0,,,0.0,,14601.0,11332.0,11332.0,0.0,,3269.0,16988.0,,693.0,693.0,,,1528.0,,,,,2692.0,,,2692.0,4913.0,7553.0,,,,,2887.0,,,,2887.0,10440.0,15353.0,0.0,8214.0,,,-5.0,,750.0,8959.0,0.0,8959.0,24312.0,
06/29/2003,24293.0,364.0,364.0,0.0,571.0,571.0,,,5604.0,340.0,4606.0,658.0,,791.0,,,,7330.0,2461.0,,,,,14502.0,11452.0,11452.0,0.0,,3050.0,16963.0,,824.0,824.0,,,968.0,,,,,2898.0,,,2898.0,4690.0,7605.0,,,,,2882.0,,,,2882.0,10487.0,15177.0,0.0,8306.0,,,-5.0,2935.0,-2120.0,9116.0,0.0,9116.0,24293.0,
09/28/2003,23796.0,203.0,203.0,0.0,543.0,543.0,,,5340.0,313.0,4360.0,667.0,0.0,680.0,,,,6766.0,2620.0,,,,,14410.0,11474.0,11474.0,0.0,,2936.0,17030.0,,786.0,786.0,,,559.0,,,,,2991.0,,,2991.0,4336.0,7561.0,,,,,2853.0,,,,2853.0,10414.0,14750.0,0.0,8373.0,,,-5.0,2816.0,-2138.0,9046.0,0.0,9046.0,23796.0,
12/31/2003,24208.0,661.0,661.0,0.0,485.0,485.0,,,5300.0,306.0,4325.0,669.0,0.0,679.0,,,,7125.0,2711.0,5511.0,-2800.0,,,14372.0,11479.0,11479.0,0.0,,2893.0,17083.0,,833.0,833.0,,,15.0,,,,,3474.0,,,3474.0,4322.0,7376.0,,,,,3281.0,,,,3281.0,10657.0,14979.0,0.0,8438.0,,,-6.0,2937.0,-2207.0,9162.0,67.0,9229.0,24208.0,
03/28/2004,23762.0,340.0,340.0,0.0,446.0,446.0,,,5444.0,285.0,4512.0,647.0,0.0,682.0,,,,6912.0,2681.0,,,,,14169.0,11478.0,11478.0,0.0,,2691.0,16850.0,,757.0,757.0,,,13.0,,,,,3065.0,,,3065.0,3835.0,7397.0,,,,,3237.0,,,,3237.0,10634.0,14469.0,0.0,8493.0,,,,2982.0,-2182.0,9293.0,0.0,9293.0,23762.0,
06/27/2004,24303.0,1004.0,1004.0,0.0,424.0,424.0,,,5126.0,270.0,4150.0,706.0,0.0,841.0,,,,7395.0,2670.0,,,,,14238.0,11480.0,11480.0,0.0,,2758.0,16908.0,,814.0,814.0,,,168.0,,,,,3701.0,,,3701.0,4683.0,6374.0,,,,,3251.0,,,,3251.0,9625.0,14308.0,0.0,9410.0,,,-12.0,2783.0,-2186.0,9995.0,0.0,9995.0,24303.0,
