Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,2.694444,,2.666667,2.986111,2.486111,,,
12/31/1980,2.972222,10.309278,2.722222,3.013889,2.569444,,,
03/31/1981,3.097222,4.205607,2.986111,3.291667,2.888889,,,
06/30/1981,3.375,8.96861,3.069444,3.680556,3.027778,,,
09/30/1981,3.5,3.703704,3.388889,3.555556,3.222222,,,
12/31/1981,3.180556,-9.126984,3.472222,3.722222,3.152778,,,
03/31/1982,3.138889,-1.310044,3.208333,3.222222,2.666667,,,
06/30/1982,3.25,3.539823,3.152778,3.388889,3.069444,,,
09/30/1982,4.458333,37.179487,3.25,4.5,3.138889,,,
12/31/1982,4.104167,-7.943925,4.458333,4.708333,3.645833,,,
03/31/1983,4.5625,11.167513,4.083333,4.6875,3.708333,,,
06/30/1983,5.708333,25.114155,4.520833,5.770833,4.291667,,,
09/30/1983,6.25,9.489051,5.6875,6.458333,5.229167,,,
12/31/1983,7.083333,13.333333,6.25,7.291667,6.104167,,,
03/31/1984,6.770833,-4.411765,7.041667,8.0,6.270833,,,
06/30/1984,6.583333,-2.769231,6.770833,7.125,5.875,,,
09/30/1984,6.84375,3.955696,6.625,7.0625,5.5625,,,
12/31/1984,6.1875,-9.589041,6.8125,6.84375,5.125,,,
03/31/1985,7.59375,22.727273,6.125,7.625,6.09375,,,
06/30/1985,8.65625,13.99177,7.53125,9.03125,7.15625,,,
09/30/1985,8.0625,-6.859206,8.625,9.34375,7.5,,,
12/31/1985,10.59375,31.395349,8.0625,10.75,8.0625,,,
03/31/1986,11.625,9.734513,10.625,11.875,8.9375,,,
06/30/1986,11.875,2.150538,11.5625,14.40625,10.9375,,,
09/30/1986,12.15625,2.368421,11.8125,13.625,10.15625,,,
12/31/1986,10.34375,-14.910026,12.125,12.375,10.25,,,
03/31/1987,11.5,11.178248,10.375,11.625,9.875,,,
06/30/1987,12.25,6.521739,11.53125,12.71875,10.34375,,,
09/30/1987,12.5,2.040816,12.1875,15.75,11.84375,,78.739998,
12/31/1987,8.625,-31.0,12.5625,13.0625,5.625,,78.739998,
03/31/1988,10.125,17.391304,8.625,11.5,8.5625,,78.739998,
06/30/1988,10.875,7.407407,10.09375,11.21875,9.5625,,78.739998,
09/30/1988,12.25,12.643678,10.875,12.46875,10.875,,79.099998,
12/31/1988,14.65625,19.642857,12.3125,15.40625,12.25,,79.099998,
03/31/1989,16.75,14.285714,14.6875,16.8125,14.40625,,79.099998,
06/30/1989,19.25,14.925373,16.78125,20.0,16.5625,1449.679,79.099998,
09/30/1989,24.375,26.623377,19.15625,25.625,19.125,1838.411201,75.307999,
12/31/1989,23.75,-2.564103,24.625,26.125,20.6875,1803.3375,75.421997,
03/31/1990,21.0625,-11.315789,23.75,23.75,19.1875,1587.986083,75.93,
06/30/1990,27.6875,31.454006,21.0625,27.6875,20.5,2092.289,75.93,
09/30/1990,25.25,-8.803612,27.6875,29.625,23.8125,1901.325101,75.568001,
12/31/1990,27.5,8.910891,25.625,30.875,25.375,2065.415055,75.300003,
03/31/1991,30.0,9.090909,27.625,30.625,25.5,2243.58012,75.106003,
06/30/1991,29.875,-0.416667,30.0625,32.875,29.5625,2236.80106,75.106003,
09/30/1991,32.75,9.623431,29.9375,33.1875,29.875,2450.027434,74.872002,
12/31/1991,38.25,16.793893,32.6875,39.375,31.0,2861.7885,74.809998,
03/31/1992,34.5,-9.803922,38.0,38.4375,33.25,2566.523931,74.818001,
06/30/1992,33.25,-3.623188,34.1875,34.6875,30.0,2462.129383,74.818001,
09/30/1992,35.625,7.142857,33.25,35.875,32.25,2643.021814,74.391998,
12/31/1992,31.0,-12.982456,35.375,37.0,29.375,2279.553907,74.049004,
03/31/1993,30.875,-0.403226,31.0,32.5,29.375,2224.852438,74.190102,
06/30/1993,27.875,-9.716599,30.75,30.875,25.5,1936.113903,72.059998,
09/30/1993,26.875,-3.587444,27.625,28.375,24.125,1863.243804,69.457001,
12/31/1993,28.375,5.581395,26.75,29.375,25.75,1967.579335,69.330002,
03/31/1994,30.625,7.929515,28.625,34.75,26.25,2124.7012,69.342003,
06/30/1994,51.0,66.530612,29.375,51.75,28.375,3550.364891,69.377998,
