Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2008,48.64,,,48.64,,733.644,,733.644,2.821583,,,2.821583,0.996792,,,0.996792,
09/30/2008,41.8,41.128,,,,75.729,,,1.85452,1.824705,,,0.792989,0.780241,,,
12/31/2008,33.473,,,,,226.651,,226.651,1.365497,,,,0.602913,,,,
03/31/2009,31.826,280.48,,,,,,,1.26869,11.180868,,,0.55686,4.907565,,,
06/30/2009,37.32,169.431,,206.751,,,4.521,4.521,1.527739,6.93586,0.0,8.463599,0.686534,3.116833,0.0,3.803367,
09/30/2009,44.428,80.453,,124.881,,16.917,,16.917,1.862552,3.372826,0.0,5.235378,0.823292,1.490869,0.0,2.314162,
12/31/2009,43.554,28.735,,72.289,,17.842,,17.842,1.831086,1.208069,0.0,3.039155,0.807171,0.532536,0.0,1.339707,
03/31/2010,46.581,156.616,,203.197,,16.29,,16.29,1.837561,6.178302,,8.015863,0.825597,2.775845,,3.601442,
06/30/2010,42.947,111.873,,154.82,,4.758,,4.758,1.699633,4.427389,0.0,6.127023,0.74524,1.941281,0.0,2.68652,
09/30/2010,47.509,240.276,,287.785,,42.236,,42.236,1.844816,9.330128,0.0,11.174945,0.813905,4.116313,0.0,4.930219,
12/31/2010,47.794,178.335,,226.129,,60.649,,60.649,2.149242,8.019522,0.0,10.168764,0.867135,3.235563,0.0,4.102698,
03/31/2011,52.682,120.821,,173.503,,89.37,,89.37,2.412601,5.533065,,7.945666,0.938196,2.15166,,3.089855,
06/30/2011,52.129,112.441,,164.57,,51.351,,51.351,2.32208,5.008671,0.0,7.330751,0.981731,2.11757,0.0,3.099301,
09/30/2011,49.199,204.346,,253.545,,20.737,,20.737,2.117222,8.793792,,10.911013,0.898369,3.73134,,4.629709,
