Date,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
02/27/1994,18.396219,1576.939978,2055.839544,1260.447275,0.902464,4.699559,7.676421,10.625,2025.040019,
05/29/1994,14.395951,1970.384176,2378.590024,1600.780013,0.826305,4.089478,6.540345,9.5,1896.700054,
08/28/1994,17.412229,1619.817137,1911.07203,1373.676022,0.852339,4.152544,6.60166,9.625,1952.110995,
11/27/1994,96.80571,1619.253165,1859.881995,1367.993995,0.799382,3.830315,6.065616,8.875,1832.422538,
02/26/1995,546.71468,1942.188978,2109.600043,1770.827537,0.77066,3.764822,6.04997,8.5,1787.161039,
05/28/1995,,2227.224244,3137.107449,1740.332524,1.19009,6.104118,10.167685,13.0,2831.700092,
08/27/1995,,3054.151246,3471.506489,2618.092092,1.283638,6.568854,10.936266,14.0625,3240.415632,
11/26/1995,,3028.430697,3822.50011,2314.998133,0.94293,4.794389,8.023986,10.875,2500.273965,
02/25/1996,,2230.779321,2744.265118,1732.723973,0.829232,4.478652,8.138978,8.75,2222.755018,
05/26/1996,,1866.820388,2138.138767,1603.513971,0.754908,,9.248949,8.125,1980.2,
08/25/1996,,1945.033492,2143.906559,1678.487771,0.853773,,17.963889,7.75,2168.241436,
11/24/1996,,2715.747192,3243.59701,2143.906559,1.299696,,60.860604,11.8125,3268.214436,
02/23/1997,,3526.763788,3843.796326,3146.121307,1.383456,,37.651501,13.0,3633.369873,
05/25/1997,,3761.19475,4264.701363,3035.203644,1.464663,,24.80593,14.0,3931.74,
08/24/1997,,4007.245463,4670.573116,3298.614868,1.727076,,20.693789,17.53125,4707.836897,
11/23/1997,,5064.171325,5782.138168,4257.915852,1.992219,,20.610911,17.90625,5496.929858,
03/01/1998,,3701.962455,4720.52652,3159.575954,1.34467,,16.668102,11.9375,3626.978958,
05/31/1998,,3096.823465,3596.07127,2370.066307,1.009201,7.477048,51.202829,8.125,2560.141251,
08/30/1998,,2077.08621,2611.881706,1517.912018,0.666752,9.087013,,4.84375,1566.600965,
11/29/1998,,1749.609714,2511.709927,1286.184021,1.115699,93.62247,,7.40625,2387.372631,
02/28/1999,,2196.552584,2696.697811,1678.373013,0.84847,,,5.25,1688.285015,
05/30/1999,,2189.251967,3619.940029,1438.273136,1.643042,159.163615,,9.6875,3215.104045,
08/29/1999,,4204.994457,5095.81631,3057.643148,2.423134,34.724539,,14.1875,4771.151545,
11/28/1999,,5439.139568,6979.458633,4192.274929,3.491665,24.45281,,20.75,6888.356701,
02/27/2000,,8517.950675,12336.533466,6571.359898,5.630287,30.127549,169.377787,34.0,11382.18803,
05/28/2000,37.991183,10102.154797,14078.829372,7862.401835,3.780744,14.699154,28.228939,24.8125,8090.414085,
08/27/2000,21.94367,8282.127737,12033.987288,5198.915987,2.967226,10.058031,15.948927,21.3125,6821.356338,
11/26/2000,10.336018,5229.286481,7632.782131,2870.082726,1.295264,4.346157,6.626675,11.15625,3082.729255,
02/25/2001,9.983457,3312.88472,4226.120207,2409.809223,1.371865,4.827584,7.625256,11.4,3164.481236,
05/27/2001,,3688.440828,4376.249246,2768.09709,1.950318,,15.070382,14.06,4120.24252,
08/26/2001,,4281.335002,5333.163857,3623.144154,2.89553,,69.735299,16.81,5244.094896,
11/25/2001,,4222.105129,5433.756789,2938.086898,3.068965,,,15.56,4856.943385,
02/24/2002,,4627.557089,5444.112093,3778.637158,2.616449,,,12.605,3863.186647,
05/26/2002,,5060.996097,5881.222473,3812.801814,3.298179,,,16.065,4930.118497,
08/25/2002,,3434.398395,4977.733722,1963.221476,1.490268,,,8.625,2348.811653,
11/24/2002,,1707.761507,2665.456277,1129.277341,1.595347,,,9.41,2603.446658,
02/23/2003,,2025.716721,2992.982876,1516.990502,1.204899,,,7.795,2008.204637,
05/25/2003,82.730259,2600.884655,3570.029189,2063.336784,1.92785,12.985617,162.844882,11.215,3224.328663,
08/24/2003,60.592041,3200.074581,4205.586899,2679.302099,,,,14.065,,
11/23/2003,59.931986,6720.889436,6720.889436,6720.889436,3.720178,18.092024,48.222776,19.95,6428.096032,
02/29/2004,34.99691,6525.416226,7655.220734,5844.10783,3.42382,13.380646,24.882285,19.68,6290.241702,
05/30/2004,,6824.208791,7936.984655,6031.018908,,,,21.67,,
08/29/2004,,4131.65712,4131.65712,4131.65712,1.970952,,8.648782,13.94,4151.415517,
11/28/2004,,4738.545145,5279.545965,3439.623041,2.370249,,10.279473,16.33,4934.147001,
02/27/2005,,5333.48884,6305.105475,4668.784261,3.063382,,12.990876,20.13,6179.759686,
05/29/2005,,6160.249417,6688.835724,5589.816945,,,,20.16,,
08/28/2005,,7532.49256,7532.49256,7532.49256,,,,24.66,7481.442963,
11/27/2005,,7424.301284,8085.679426,6495.106166,,,,26.21,7896.60654,
02/26/2006,,8432.797314,8784.193381,7773.48754,,,,27.23,8205.879471,
05/28/2006,13.745579,8583.992886,9377.394943,7550.91287,3.508651,9.057441,11.247803,25.6,7572.020774,
08/27/2006,13.415727,6873.639603,7894.938549,5963.79669,3.056534,7.776005,9.496826,23.32,6741.79668,
11/26/2006,16.310891,7277.779623,7789.944716,6843.407049,3.32283,8.694094,10.693659,24.94,7188.27727,
02/25/2007,16.369471,6768.08182,7535.247046,6213.128765,3.536183,9.990547,12.597306,25.5,7237.152499,
05/27/2007,,7327.030555,7955.067544,6798.252206,3.772905,11.287132,14.551017,26.07,7281.328708,
08/26/2007,,7352.063577,8465.332708,5812.469792,4.110963,12.752487,16.629821,26.85,7646.391467,
11/25/2007,,7362.366829,7975.103161,6368.596504,3.429844,9.861597,13.330386,22.36,6370.591476,
02/24/2008,,6012.701187,7147.394423,4971.257222,2.556689,6.398702,9.256673,17.26,4806.064714,
05/25/2008,3.792919,5412.958434,5761.562994,4785.166687,2.923376,6.383968,10.339825,20.52,5513.194761,
08/24/2008,4.217198,5920.518794,6497.744504,5491.992908,3.156096,6.824777,10.979758,22.51,5933.461027,
11/23/2008,2.030998,4267.865335,5919.312693,2948.121998,1.634753,3.783776,6.07714,9.97,2946.804962,
03/01/2009,3.408516,3086.117764,3405.542221,2795.421727,1.923493,5.150231,8.12978,10.9,3157.606661,
05/31/2009,11.467359,3344.876235,3825.78723,2810.864902,2.614463,12.701804,20.841497,13.88,3818.162327,
08/30/2009,15.108196,3805.927399,4191.757296,3310.541251,3.18947,19.969651,42.349433,15.36,4175.654115,
11/29/2009,15.143737,3899.295417,4281.551695,3579.39298,3.149039,20.872761,46.029018,14.47,3880.246209,
02/28/2010,8.014109,3909.103471,4106.579843,3592.49375,2.937499,13.627024,27.312449,14.48,3823.742871,
05/30/2010,6.600137,3862.695064,4149.887481,3595.275338,2.542944,7.780674,11.078744,14.05,3609.454744,
08/29/2010,6.161089,3557.0181,3821.434525,3282.742685,2.226077,6.143277,8.109892,13.0,3376.959235,
11/28/2010,6.760452,3388.939785,3609.338432,3153.641171,2.210632,5.777216,7.415272,13.64,3454.77538,
02/27/2011,13.061287,3653.949702,3990.110641,3363.807449,2.54278,7.090409,8.334578,15.59,3928.086425,
05/29/2011,21.854465,5062.345547,6116.023898,3498.995342,4.010153,11.46275,13.500967,24.58,6097.036632,
