Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/2007,424.7,407.6,393.6,,2.757114,2.757114,0.844766,0.776931,0.45,0.45,0.49,0.43,0.43,0.47,0.0,1.325965,1.275661,2.156346,15.518248,-0.969155,
03/31/2008,426.6,399.4,387.8,,2.233368,2.233368,0.503868,0.473956,0.4,0.4,0.4,0.39,0.39,0.39,0.22,-0.34657,-0.383187,1.880684,15.398031,-1.000469,
06/30/2008,426.6,399.0,387.6,,2.517802,2.517802,0.754386,0.723168,0.42,0.42,0.42,0.41,0.41,0.41,0.1,0.522704,0.434985,1.511486,15.665729,-0.771214,
09/30/2008,384.967889,397.9,386.0,,2.150259,2.150259,0.543264,0.512953,0.34,0.34,0.34,0.33,0.33,0.33,0.1,0.698964,0.643782,1.923797,16.536444,-0.870202,
12/31/2008,376.5,394.8,386.3,,1.513849,1.495211,0.127621,0.044266,0.08,0.08,0.17,0.08,0.08,0.17,0.1,0.485374,0.44758,1.554316,15.111554,-1.115803,
03/31/2009,393.3,399.9,394.1,,1.392032,1.392032,-0.022076,-0.062674,0.08,0.08,0.220566,0.08,0.08,0.220566,0.1,-0.456737,-0.470185,0.846936,14.250445,-1.115942,
06/30/2009,416.052775,416.8,410.6,,1.522406,1.522406,0.191671,0.150999,0.184364,0.184364,0.260984,0.181622,0.181622,0.257102,0.1025,0.431564,0.402825,1.965376,15.611962,0.187476,
09/30/2009,428.8,437.7,431.6,,1.63531,1.63531,0.402456,0.356117,0.24,0.24,0.24525,0.24,0.24,0.241485,0.1025,0.31696,0.302595,2.154384,15.687034,0.479478,
12/31/2009,431.4,440.1,434.1,,1.722645,1.722645,0.486754,0.429394,0.26,0.26,0.27413,0.25,0.25,0.268405,0.205,0.526837,,1.766342,16.024339,0.709782,
03/31/2010,436.3,442.4,439.0,,1.638041,1.638041,0.588383,0.546697,0.22,0.22,0.251253,0.21,0.21,0.244584,0.1025,-0.403189,-0.438497,1.368325,16.738483,1.69906,
06/30/2010,448.9,457.8,455.0,,1.72967,1.72967,0.614066,0.568352,0.09,0.09,0.202956,0.09,0.09,0.202593,0.11,0.24967,0.205275,1.237692,18.063934,0.216529,
09/30/2010,442.8,479.1,476.6,,1.99979,1.99979,0.12778,0.072598,0.32,0.32,0.361939,0.32,0.32,0.357153,0.11,0.920898,0.875367,1.499774,18.405827,-0.158537,
12/31/2010,460.1,473.1,470.5,,2.185972,2.185972,0.42933,0.362806,0.37,0.37,0.409256,0.37,0.37,0.406684,0.11,0.007864,-0.060574,1.609433,17.962617,-0.114758,
03/31/2011,462.1,472.1,469.9,,2.18621,2.18621,0.357736,0.298361,0.38,0.38,0.388381,0.38,0.38,0.388381,0.11,-0.223665,-0.267929,1.021208,18.034192,-0.149318,
06/30/2011,450.9,467.4,465.5,,2.298604,2.298604,0.430505,0.361547,0.39,0.39,0.407948,0.39,0.39,0.404763,0.1225,0.53942,0.49667,1.378354,18.159902,-0.489909,
09/30/2011,451.0,461.0,459.5,,2.171491,2.171491,0.369967,0.293145,0.36,0.36,0.369532,0.36,0.36,0.366291,0.1225,1.079434,1.036126,1.678492,17.625499,-0.469623,
12/31/2011,446.0,458.3,456.8,,2.182793,2.182793,0.740149,0.691769,0.44,0.44,0.455429,0.44,0.44,0.452525,0.1225,0.706655,0.605079,1.630942,18.20426,-0.250224,
03/31/2012,448.2,455.9,454.3,,2.275369,2.275369,0.290997,0.237508,0.43,0.43,0.428792,0.43,0.43,0.428792,0.1225,-0.348448,-0.38895,1.864123,18.556002,-0.042615,
06/30/2012,445.2,455.3,453.8,,2.163508,2.163508,0.669017,0.610401,0.34,0.33,0.336271,0.34,0.33,0.331537,0.1725,0.893565,0.852138,1.613657,18.341869,-0.118149,
09/30/2012,444.0,452.8,451.3,,2.246621,2.246621,0.45934,0.411478,0.38,0.37,0.375138,0.38,0.37,0.374196,0.1725,0.156215,0.087082,1.982207,18.727703,-0.046396,
12/31/2012,441.4,451.2,449.9,,2.326517,2.326517,0.444988,0.394977,0.35,0.32874,0.332296,0.35,0.326064,0.32961,0.1725,1.114914,1.046232,1.892841,18.841867,-0.043271,
03/31/2013,444.6,449.0,447.8,,2.483698,2.483698,0.646047,0.596248,0.5,0.487048,0.489058,0.49,0.480869,0.482873,0.1725,-1.08218,-1.122599,1.989879,18.434998,0.05848,
06/30/2013,442.8,450.1,449.1,,2.52839,2.52839,0.658651,0.609886,0.45,0.46,0.463594,0.45,0.46,0.462222,0.225,1.648185,1.598753,2.069106,18.438347,0.348464,
09/30/2013,443.2,448.8,447.9,,2.616209,2.616209,0.687207,0.638535,0.51,0.51,0.51,0.51,0.51,0.51,0.225,0.746372,0.68676,2.650045,19.248195,0.820397,
12/31/2013,433.1,445.9,445.0,,2.753034,2.753034,0.821573,0.771236,0.65,0.5,0.423742,0.64,0.5,0.423742,0.225,0.42764,0.38,3.073655,19.377973,0.604018,
03/31/2014,432.7,437.4,436.8,,2.906364,2.906364,0.612866,0.559295,0.43,0.43,0.492262,0.43,0.43,0.487659,0.225,-0.501832,-0.550824,2.261844,19.134966,0.482089,
06/30/2014,431.7,436.4,435.7,,2.960523,2.960523,0.967868,0.916456,0.63,0.63,0.634634,0.63,0.63,0.634634,0.25,1.766123,1.700941,2.770442,19.804726,0.860088,
09/30/2014,430.8,434.8,434.3,,3.018651,3.018651,0.808658,0.758922,0.59,0.59,0.59,0.59,0.59,0.59,0.25,1.075524,0.99056,3.13974,19.55455,1.048747,
12/31/2014,429.9,433.6,433.2,,2.947138,2.947138,0.757618,0.706833,0.62,0.63,0.688135,0.62,0.62,0.682961,0.25,0.422438,0.315097,3.522214,19.367295,1.162829,
03/31/2015,430.7,432.5,432.2,,2.988431,2.988431,0.947941,0.895419,0.6,0.6,0.58171,0.6,0.6,0.581075,0.25,-0.130264,-0.18348,2.831902,18.753192,0.884374,
06/30/2015,428.7,432.2,431.9,,3.051864,3.051864,0.904144,0.850197,0.6,0.6,0.604168,0.6,0.6,0.604168,0.27,1.191943,1.128502,3.418941,19.426872,1.209937,
09/30/2015,423.9,429.1,428.8,,2.969916,2.969916,0.870336,0.817631,0.58,0.58,0.574131,0.58,0.58,0.572746,0.27,0.226446,0.138526,3.752536,19.091059,1.098844,
12/31/2015,417.5,423.2,422.9,,2.931426,2.931426,0.721211,0.662095,0.48,0.48,0.533223,0.48,0.48,0.533223,0.27,1.177347,1.091275,4.434491,18.886946,0.851737,
03/31/2016,417.3,418.9,418.7,,2.743492,2.743492,0.696441,0.637449,0.38,0.38,0.466444,0.38,0.38,0.461881,0.27,-0.076905,-0.139002,3.485502,18.94081,0.600048,
06/30/2016,409.9,419.1,418.8,,2.840019,2.840019,0.870583,0.810411,0.54,0.54,0.526898,0.54,0.54,0.526898,0.28,0.581184,0.487345,3.528178,18.677482,-0.154916,
09/30/2016,408.5,412.9,412.6,,2.912264,2.912264,0.898934,0.836888,0.58,0.58,0.55223,0.58,0.58,0.547668,0.28,0.986912,0.899661,3.870991,18.93929,0.211016,
12/31/2016,403.8,409.0,408.6,,2.923886,2.923886,0.806902,0.744004,0.55,0.55,0.573667,0.55,0.55,0.569316,0.28,-1.00465,-1.118209,3.288757,18.582962,-0.061417,
03/31/2017,406.8,408.0,407.7,,2.92519,2.92519,0.768702,0.704194,0.52,0.52,0.544518,0.52,0.52,0.54451,0.28,0.310277,0.243807,3.43412,18.838004,0.232547,
06/30/2017,406.9,410.3,409.9,,3.060259,3.060259,0.919249,0.855331,0.58,0.58,0.551354,0.58,0.58,0.546854,0.29,0.62625,0.546231,4.045466,19.593266,0.752028,
09/30/2017,407.1,410.5,410.0,,3.262683,3.262683,1.028537,0.956098,0.65,0.65,0.631951,0.65,0.65,0.629537,0.29,0.950732,0.895122,4.215917,20.422501,0.440678,
12/31/2017,407.1,410.6,410.0,,3.355122,3.355122,1.033415,0.949024,1.0,1.0,0.614241,0.99,0.99,0.609188,0.29,0.874878,0.804146,4.928519,21.361091,1.342913,
03/31/2018,410.8,411.8,411.3,,3.296377,3.296377,0.928519,0.846827,0.62,0.62,0.59397,0.62,0.62,0.59397,0.29,-0.126915,-0.177,4.531402,21.653603,1.781159,
06/30/2018,410.8,414.1,413.9,,3.287267,3.287267,0.880889,0.802609,0.59,0.59,0.641107,0.59,0.59,0.638911,0.3,1.084803,1.022952,3.603944,21.463729,-1.579114,
09/30/2018,411.3,413.4,413.2,,3.247338,3.247338,0.943369,0.847531,0.65,0.65,0.625847,0.65,0.65,0.623391,0.3,0.642062,0.588577,3.966691,21.850474,-1.16922,
12/31/2018,397.1,410.1,410.0,,3.063171,3.063171,0.586098,0.497073,0.28,0.28,0.587298,0.28,0.28,0.587298,0.3,0.406585,0.323171,2.890204,21.603626,-1.899773,
03/31/2019,400.8,401.9,401.6,,3.024402,3.024402,0.685508,0.595369,0.44,0.44,0.542368,0.44,0.44,0.539813,0.3,-0.299801,-0.352341,2.537675,21.62999,-1.770958,
06/30/2019,469.8,433.8,431.6,,3.335032,3.335032,0.291242,0.160797,0.09,0.09,0.558923,0.09,0.09,0.553649,0.31,1.083874,1.019231,2.553001,29.660917,-3.899321,
09/30/2019,453.9,466.9,462.8,,3.717805,3.717805,0.821737,0.674373,0.36,0.36,0.703328,0.36,0.36,0.699259,0.31,0.660328,0.602852,2.3102,29.903501,-4.619522,
12/31/2019,453.3,457.9,454.1,,3.837921,3.837921,0.902885,0.743008,0.4,0.4,0.650297,0.39,0.39,0.642238,0.31,1.020921,0.913675,2.314141,30.581291,-4.423563,
03/31/2020,458.9,458.9,455.7,,3.508668,3.508668,0.757296,0.651525,0.18,0.18,0.292956,0.18,0.18,0.292956,0.31,-0.168971,-0.211104,2.049466,29.416646,-5.164308,
06/30/2020,459.2,463.1,460.1,,3.084112,3.084112,0.252336,0.144751,0.09,0.09,0.416822,0.09,0.09,0.416668,0.155,0.734406,0.673549,2.149608,29.621078,-5.072737,
09/30/2020,,,,,,,,,0.367,0.367,0.443,0.367,0.367,0.443,0.16,0.64,,,29.76,,
12/31/2020,,,,,,,,,0.353,0.353,0.431,0.353,0.353,0.431,0.16,0.617,,,30.025,,
