Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1992,3062.209961,82.736,44.113998,38.622002,520.280029,,,464.45401,,,,,81.133003,,,,1148.603027,1400.692993,2243.818115,-843.125,100.279999,412.634003,,,,,412.634003,1913.606995,,,,,,,334.321014,,,,,,396.355011,,,396.355011,730.676025,677.288025,,,,,154.636002,,,,154.636002,831.924026,1562.600052,55.032001,142.276993,,,-259.330994,,1561.632019,1499.61002,,1499.61002,3062.210072,
09/30/1992,3177.675049,100.461003,56.631001,43.830002,585.057983,,,453.417999,,,,,82.272003,,,,1221.208984,1429.519043,2294.788086,-865.268982,100.189003,426.757996,,,,,426.757996,1956.466042,,,,,,,285.074005,,,,,,428.261017,,,428.261017,713.335022,685.080994,,,,,184.332993,,,,184.332993,869.413987,1582.749009,59.027,141.354004,,,-254.931,,1649.476044,1594.926048,,1594.926048,3177.675057,
12/31/1992,3065.00708,120.868,76.569,44.299,500.644989,,,449.815002,,,,,80.306,,,,1151.634033,1400.844971,2274.811035,-873.966003,100.189003,412.338989,,,,,412.338989,1913.372963,,,,,,,251.610001,,,,,,393.681992,,,393.681992,645.291992,681.898987,,,,,187.442993,,,,187.442993,869.34198,1514.633972,58.769001,140.714005,,,-246.649002,,1597.539017,1550.37302,,1550.37302,3065.006992,
03/31/1993,3096.143066,135.020996,96.713997,38.306999,508.403015,,,453.195007,,,,,120.294998,,,,1216.91394,1398.397949,2298.427979,-900.030029,110.186996,370.644012,,,,,370.644012,1879.228958,,,,,,,240.348007,,,,,,385.24202,,,385.24202,625.590027,719.473999,,,,,191.987,,,,191.987,911.460999,1537.051025,58.556999,190.539993,,,-253.528,,1563.522995,1559.091988,0.0,1559.091988,3096.143013,
06/30/1993,3033.006104,86.560001,44.221001,42.339001,508.048004,,,464.778015,,,,,76.695,,,,1136.081055,1403.14502,2320.643066,-917.497986,117.504997,376.274994,,,,,376.274994,1896.925011,,0.0,0.0,,,,156.641998,,,,,,382.834015,,,382.834015,539.476013,723.026001,,,,,205.916,,,,205.916,928.942001,1468.418015,58.34,190.324005,,,-0.275815,,1316.199765,1564.587955,0.0,1564.587955,3033.00597,
09/30/1993,3087.564941,64.878999,39.125999,25.753,557.802979,,,445.877014,,,,,82.182999,,,,1150.741943,1403.069946,2363.855957,-960.786011,123.605003,410.14801,,,,,410.14801,1936.822959,,264.278015,264.278015,,,,206.763,,,,,,165.020997,,,165.020997,636.062012,680.580994,,,,,313.968994,,,,313.968994,994.549988,1630.612,58.108002,190.302994,,,-305.356995,,1513.898987,1456.952988,,1456.952988,3087.564988,
12/31/1993,2994.552002,82.414001,27.667,54.747002,463.341003,,,450.701996,,,,,81.178001,,,,1077.63501,1387.328979,2378.803955,-991.474976,123.597,405.990997,,,,,405.990997,1916.916977,,395.181,395.181,,,,183.718994,,,,,,3.1e-05,,,3.1e-05,578.900024,702.393005,,,,,316.617004,,,,316.617004,1019.01001,1597.910034,57.812,190.774994,,,-365.475006,,1513.53006,1396.642048,,1396.642048,2994.552082,
03/31/1994,2991.200928,49.605,31.007999,18.597,509.846008,,,445.493988,,,,,76.174004,,,,1081.119019,1380.125977,2410.655029,-1030.529053,123.597,406.359009,,,,,406.359009,1910.081985,,380.264008,380.264008,,,,187.063995,,,,,,0.0,,,0.0,567.328003,704.536987,,,,,322.196991,,,,322.196991,1026.733978,1594.061981,57.403,190.453995,,,-413.98999,,1563.271973,1397.138977,,1397.138977,2991.200958,
06/30/1994,3059.049072,111.592999,51.515999,60.077,525.85498,,,447.140015,,,,,80.195999,,,,1164.784058,1384.917969,2460.451904,-1075.534058,89.221001,420.126007,,,,,420.126007,1894.264977,,414.15799,414.15799,,,,149.688004,,,,,,1.5e-05,,,1.5e-05,563.846008,706.577026,,,,,328.43399,,,,328.43399,1035.011017,1598.857025,56.712002,191.781006,,,-427.313995,,1639.01297,1460.191982,0.0,1460.191982,3059.049007,
09/30/1994,3159.532959,178.766998,94.913002,83.853996,589.91803,,,420.001007,,,,,137.865005,,,,1326.551025,1376.348999,2479.936035,-1103.587036,71.527,385.105988,,,,,385.105988,1832.981987,,118.146004,118.146004,,,,173.227997,,,,,,386.946983,,,386.946983,678.320984,669.156982,,,,,330.360992,,,,330.360992,999.517974,1677.838958,56.331001,196.949005,,,-491.423004,,1719.836944,1481.693946,0.0,1481.693946,3159.532904,
12/31/1994,3023.883057,181.839001,119.037003,62.801998,491.127014,,,422.355988,,,,,140.203003,,,,1235.525024,1340.814941,2456.437988,-1115.623047,71.527,376.015991,,,,,376.015991,1788.357933,,464.045013,464.045013,,,,218.662994,,,,,,0.0,,,0.0,682.708008,685.531006,,,,,334.031006,,,,334.031006,1019.562012,1702.27002,55.945,197.854004,,,-639.466003,,1707.279968,1321.612968,0.0,1321.612968,3023.882988,
03/31/1995,3050.677002,141.069,47.555,93.514,552.150024,,,423.677002,,,,,140.125,,,,1257.020996,1344.276978,2507.011963,-1162.734985,71.525002,377.854004,,,,,377.854004,1793.655983,,462.433014,462.433014,,,,232.746994,,,,,,-1.5e-05,,,-1.5e-05,695.179993,628.828003,,,,,337.717987,,,,337.717987,966.54599,1661.725983,55.52,199.604004,,,-649.703003,,1783.530029,1388.951031,0.0,1388.951031,3050.677013,
06/30/1995,3048.5979,144.120003,120.689003,23.431,544.575012,,,419.317993,,,,,211.311005,,,,1319.323975,1288.952026,2421.458008,-1132.505981,71.525002,368.796997,,,,,368.796997,1729.274025,,486.506989,486.506989,,,,233.733994,,,,,,4.6e-05,,,4.6e-05,720.241028,565.344971,,,,,347.752014,,,,347.752014,913.096985,1633.338013,55.122002,201.626007,,,-695.570007,,1854.08197,1415.259972,0.0,1415.259972,3048.597984,
09/30/1995,2999.504883,240.000996,198.505997,41.494999,573.093018,,,408.63501,,,,,105.789001,,,,1327.517944,1281.031128,2423.080078,-1142.04895,44.400002,346.556,,,,,346.556,1671.98713,,124.154999,124.154999,,,,205.798996,,,,,,390.080978,,,390.080978,720.034973,557.593994,,,,,323.490997,,,,323.490997,881.084991,1601.119964,54.713001,203.550003,,,-776.340027,,1916.461975,1398.384952,0.0,1398.384952,2999.504916,
12/31/1995,2940.658936,232.792004,199.205002,33.587002,527.377991,,,410.411011,90.510002,65.364998,254.535995,,113.764,,,,1284.344971,1267.581055,2436.746094,-1169.165039,44.400002,344.333008,187.983994,,,,156.349014,1656.314064,,,,,,,222.154999,,,,,,485.110016,,,485.110016,707.265015,556.309998,,,,,332.811005,,,,332.811005,889.121002,1596.386017,54.269001,206.087997,,,-853.265991,,1937.182007,1344.273014,0.0,1344.273014,2940.659031,
03/31/1996,2862.809082,193.573997,156.643997,36.93,552.041016,,,394.372009,86.436996,67.342003,240.593002,,111.184998,,,,1251.171997,1232.151978,2411.608887,-1179.457031,44.400002,335.084991,177.572006,,,,157.512985,1611.636971,,,,,,,262.556,,,,,,452.248016,,,452.248016,714.804016,487.951996,,,,,338.101013,,,,338.101013,826.053009,1540.857025,53.860001,212.977005,,,-925.901978,,1981.016968,1321.951996,0.0,1321.951996,2862.809021,
06/30/1996,2909.673096,245.422001,187.789001,57.632999,555.098999,,,400.894989,88.297997,65.911003,246.686005,,119.037003,,,,1320.453003,1232.27002,2436.477051,-1204.207031,23.799999,333.149994,171.802994,,,,161.347,1589.220013,,,,,,,427.154999,,,,,,458.821014,,,458.821014,885.976013,371.941986,,,,,344.954987,,,,344.954987,716.896973,1602.872986,53.327999,218.225006,,,-1004.130981,,2039.37793,1306.799953,0.0,1306.799953,2909.672939,
09/30/1996,2889.751953,165.1,135.151001,29.948999,580.312988,,,402.481995,91.153999,66.004997,245.322998,,128.945999,,,,1276.840942,1244.147949,2462.235107,-1218.087036,23.799999,344.963013,175.865005,,,,169.098008,1612.910961,,128.046005,128.046005,,,,227.423996,,,,,,410.652008,,,410.652008,766.122009,468.222992,,,,,330.223999,,,,330.223999,798.446991,1564.569,52.926998,228.862,,,-1069.139038,,2112.533081,1325.183041,0.0,1325.183041,2889.752041,
12/31/1996,2822.11792,170.450003,152.677002,17.773001,508.382996,,,403.542999,89.197998,63.268002,251.076996,,141.371994,,,,1223.748047,1234.083984,2482.706055,-1248.621948,23.799999,340.485992,168.709,,,,171.776993,1598.369976,,514.700012,514.700012,,,,161.487,,,,,,0.0,,,0.0,676.187012,468.248993,,,,,341.675995,,,,341.675995,809.924988,1486.112,52.493,231.134995,,,-1068.713013,,2121.091064,1336.006046,0.0,1336.006046,2822.118046,
03/31/1997,2793.233887,168.832005,151.283005,17.549,533.096008,,,402.752991,87.695999,65.862999,249.194,,130.345993,,,,1235.026978,1209.241943,2465.743896,-1256.501953,23.799999,325.165009,164.059006,,,,161.106003,1558.206951,,456.713989,456.713989,,,,201.643997,,,,,,-1.5e-05,,,-1.5e-05,658.357971,466.377991,,,,,350.703003,,,,350.703003,817.080994,1475.438965,51.955002,241.436005,,,-1058.338989,,2082.743042,1317.795059,0.0,1317.795059,2793.234024,
06/30/1997,3037.98291,145.797998,121.001999,24.796,580.213989,,,444.722992,93.377998,82.962997,268.381989,,137.253006,,,,1307.988037,1244.286987,2529.726074,-1285.438965,9.3,476.40799,302.497986,,,,173.910004,1729.994977,,494.244995,494.244995,,,,355.028992,,,,,,0.0,,,0.0,849.273987,472.937012,,,,,373.493011,,,,373.493011,846.430023,1695.70401,51.549999,246.378006,,,-1052.292969,,2096.643921,1342.278957,0.0,1342.278957,3037.982967,
09/30/1997,3080.251953,140.955,112.639,28.316,595.684998,,,438.337006,92.306999,79.518997,266.510986,,137.632004,,,,1312.609009,1250.704956,2549.827881,-1299.123047,0.0,516.937988,164.097,,,,352.840988,1767.642944,,128.475998,128.475998,,,,132.440002,,,,,,417.281021,,,417.281021,678.197021,665.448975,,,,,351.173004,,,,351.173004,1016.621979,1694.819,51.111,250.667007,,,-1050.317993,,2133.973022,1385.433036,0.0,1385.433036,3080.252036,
12/31/1997,3077.180908,148.987997,118.476997,30.511,532.434021,,,438.532013,97.858002,77.523003,263.151001,,160.505997,,,,1280.459961,1253.723999,2584.236084,-1330.511963,0.0,542.997009,356.571014,,,,186.425995,1796.721008,,569.133972,569.133972,,,,99.296997,,,,,,6.1e-05,,,6.1e-05,668.43103,664.968018,,,,,362.341003,,,,362.341003,1027.309021,1695.740051,50.556,254.098007,,,-1046.531006,,2123.317993,1381.440994,0.0,1381.440994,3077.181046,
03/31/1998,3172.605957,128.759,113.111,15.648,559.372986,,,469.691986,103.669998,84.540001,281.481995,,155.826996,,,,1313.651001,1257.970947,2613.070068,-1355.098999,0.0,600.984009,389.783997,,,,211.200012,1858.954956,,520.919983,520.919983,,,,233.839996,,,,,,3.1e-05,,,3.1e-05,754.76001,564.20697,,,,,366.550995,,,,366.550995,930.757965,1685.517975,50.037998,291.875,,,-1028.405029,,2173.580078,1487.088047,0.0,1487.088047,3172.606022,
06/30/1998,3715.233887,124.581997,103.421997,21.16,677.468018,,,515.153015,113.781998,89.567001,311.803986,,172.227997,,,,1489.43103,1269.125,2669.295898,-1400.171021,0.0,956.677979,730.094971,,,,226.583008,2225.802979,,631.429993,631.429993,,,,446.863007,,,,,,-3.1e-05,,,-3.1e-05,1078.292969,765.927979,,,,,391.067993,,,,391.067993,1156.995972,2235.28894,49.458,303.595001,,,-1021.924988,,2148.816956,1479.944969,0.0,1479.944969,3715.23391,
09/30/1998,3846.038086,90.640999,83.250999,7.39,726.557983,,,536.791016,122.232002,86.238998,328.320007,,188.772003,,,,1542.761963,1302.650024,2727.022949,-1424.373047,0.0,1000.625977,746.344971,,,,254.281006,2303.276001,,208.5,208.5,,,,385.161987,,,,,,498.250977,,,498.250977,1091.912964,765.176025,,,,,375.128998,,,,375.128998,1140.305023,2232.217987,48.959,332.661987,,,-1015.80603,,2248.005005,1613.819962,0.0,1613.819962,3846.037949,
12/31/1998,3935.230957,130.213003,128.578003,1.635,677.663025,,,592.221008,132.190994,90.391998,369.638,,189.820007,,,,1589.916992,1317.926025,2781.625,-1463.698975,0.0,1027.387939,773.921997,437.934998,335.987,,253.465942,2345.313965,,656.617004,656.617004,,,,464.954987,,,,,,3.1e-05,,,3.1e-05,1121.572021,761.546997,,,,,385.390015,,,,385.390015,1146.937012,2268.509033,48.638,341.648438,,,-1012.278015,,2288.710999,1666.719421,0.0,1666.719421,3935.228455,
03/31/1999,4131.980957,81.796003,73.855003,7.941,754.265991,,,599.64801,144.994003,91.472,363.182007,,197.860001,,,,1633.569946,1326.730957,2785.891113,-1459.160034,0.0,1171.680054,876.684021,464.316986,412.367035,,294.996033,2498.411011,,640.976013,640.976013,,,,658.395996,,,,,,-6.1e-05,,,-6.1e-05,1299.371948,760.75,,,,,387.536987,,,,387.536987,1148.286987,2447.658936,48.216999,355.25,,,-1005.875,,2286.72998,1684.32198,0.0,1684.32198,4131.980915,
06/30/1999,4083.23999,72.960001,66.984001,5.976,737.041016,,,593.987,154.509003,104.397003,335.080994,,188.781998,,,,1592.77002,1354.649048,2826.865967,-1472.217041,0.0,1135.821045,828.153992,430.42099,397.733002,,307.667053,2490.470093,,666.982971,666.982971,,,,592.559998,,,,,,0.0,,,0.0,1259.542969,759.216003,,,,,396.304993,,,,396.304993,1155.520996,2415.063965,47.743999,367.265015,,,-1001.041016,,2254.208008,1668.176006,0.0,1668.176006,4083.239971,
09/30/1999,4436.958008,64.591999,59.931999,4.66,812.544006,,,642.53302,160.332001,94.626999,387.574005,0.0,164.056,,,,1683.724976,1431.149048,2932.803955,-1501.655029,0.0,1322.083984,1034.687012,526.942017,507.744995,,287.396973,2753.233032,,209.365005,209.365005,,,,631.254028,,,,,,488.702988,,,488.702988,1329.322021,954.169006,,,,,384.778992,,,,384.778992,1338.947998,2668.27002,46.716999,377.287994,,,-997.333008,,2342.015991,1768.687977,0.0,1768.687977,4436.957996,
12/31/1999,4491.641113,71.598997,70.935997,0.663,790.952026,,,666.395996,169.837997,99.384003,397.174011,0.0,173.692001,,,,1702.639038,1442.729004,2969.062012,-1526.333008,0.0,1346.272949,1012.10498,513.880005,498.224976,,334.167969,2789.001953,,611.317017,611.317017,,,,743.344971,,,,,,0.0,,,0.0,1354.661987,1290.347046,,,,,41.417,,,,41.417,1331.764046,2686.426033,45.889999,384.520996,,,-993.291016,,2368.094971,1805.214951,0.0,1805.214951,4491.640984,
03/31/2000,4530.700195,76.374003,65.064003,11.31,768.874023,,,685.500977,170.723999,107.695,407.082001,0.0,177.481003,,,,1708.22998,1486.52002,3038.3479,-1551.828003,0.0,1335.949951,685.504028,514.228027,171.276001,,650.445923,2822.469971,,734.913025,734.913025,,,,729.721008,,,,,,0.0,,,0.0,1464.634033,819.927002,,,,,371.734009,,,,371.734009,1191.661011,2656.295044,45.066002,394.869995,,,-988.364014,,2422.833008,1874.404991,0.0,1874.404991,4530.700035,
06/30/2000,4560.807129,83.165002,76.940002,6.225,753.22699,,,706.565002,170.063995,112.441002,424.059998,0.0,165.069,,,,1708.026001,1538.884033,3124.479004,-1585.594971,0.0,1313.896973,979.518005,491.881012,487.636993,,334.378967,2852.781006,,739.176025,739.176025,,,,701.242004,,,,,,-6.1e-05,,,-6.1e-05,1440.417969,787.780029,,,,,377.243988,,,,377.243988,1165.024017,2605.441986,44.394001,332.661987,,,-982.700012,,2561.008972,1955.364948,0.0,1955.364948,4560.806934,
09/30/2000,4505.096191,54.756999,49.195999,5.561,751.719971,,,678.676025,156.917999,110.843002,410.915009,0.0,175.524002,,,,1660.677002,1576.057983,3163.100098,-1587.041992,0.0,1268.360962,948.124023,466.342987,481.781036,,320.236938,2844.418945,,183.966995,183.966995,,,,637.734985,637.734985,0.0,0.0,,,531.835983,,,531.835983,1353.537964,779.56897,779.56897,0.0,0.0,,415.990997,,,,415.990997,1195.559967,2549.097931,43.57,407.737,,,-980.163025,,2484.854065,1955.998039,0.0,1955.998039,4505.09597,
12/31/2000,4595.268,81.351,79.012,2.339,738.309998,738.309998,,697.458,156.82,108.990997,431.647,,199.19,,,,1716.30896,1603.176,3223.894,-1620.718,,1275.782959,938.026,460.444,477.582,,337.756959,2878.958959,,703.307,703.307,,,,659.177,,,,,,0.0,,,0.0,1362.484,781.007,,,,,421.640991,,,,421.640991,1202.647991,2565.131991,42.865,428.841,,,-969.21698,2871.466,-343.81902,2030.136,,2030.136,4595.267991,
03/31/2001,4643.210938,83.518003,79.926003,3.592,722.640015,722.640015,,710.526978,159.335007,119.620003,431.571991,,201.337006,,,,1718.021973,1623.031982,3272.010986,-1648.979004,,1302.156982,937.122009,450.75,486.372009,,365.034973,2925.188964,,687.935974,687.935974,,,,617.312988,,,,,,6.1e-05,,,6.1e-05,1305.249023,778.138977,,,,,426.200012,,,,426.200012,1204.338989,2509.588012,41.84,463.09201,,,-952.406982,2964.832031,-383.734009,2133.62305,,2133.62305,4643.211062,
06/30/2001,4687.577,76.788,71.291,5.497,735.537,735.537,,723.837,162.536,120.723,440.578,,200.814,,,,1736.976,1658.408,3329.905,-1671.497,,1292.193,910.584,434.231,476.353,,381.609,2950.601,,716.539,716.539,,,,539.355,,,,,,0.0,,,0.0,1255.894,772.698,,,,,439.002,,,,439.002,1211.7,2467.594,41.225,470.135,,,-946.005,3063.927,-409.299,2219.983,,2219.983,4687.577,
09/30/2001,4802.287109,86.699998,82.128998,4.571,768.046997,768.047,,707.744019,160.207993,115.257004,432.278992,0.0,200.451004,,,,1762.942017,1716.022949,3420.293945,-1704.270996,0.0,1323.322021,596.094971,431.451996,164.642975,,727.22705,3039.34497,,205.046005,205.046005,,,,454.011993,454.011993,0.0,0.0,,,605.618027,,,605.618027,1264.676025,782.995972,782.995972,0.0,0.0,,425.847992,,,,425.847992,1208.843964,2473.519989,40.528,481.35199,,,-937.789978,3137.304,-392.627059,2328.766953,0.0,2328.766953,4802.286942,
12/31/2001,4763.257,155.525,153.544,1.981,657.328,657.328,,704.4,169.938,120.646,413.816,,202.234,,,,1719.487,1725.843,3477.235,-1751.392,,1317.927,891.258,460.095,431.163,,426.669,3043.77,,819.823,819.823,,,,489.484,,,,,,0.0,,,0.0,1309.307,766.193,,,,,332.993,,,,332.993,1099.186,2408.493,40.031,487.713,,,-991.6,3210.793,-392.173,2354.764,,2354.764,4763.257,
03/31/2002,4845.470215,182.085999,180.126999,1.959,737.388977,,,696.872009,166.688995,130.589996,399.592987,0.0,194.787994,,,,1811.13501,1724.503052,3485.839111,-1761.33606,0.0,1309.832031,589.122009,462.825989,126.29602,,720.710022,3034.335083,,777.307007,777.307007,,,,559.862,,,,,,-6.2e-05,,,-6.2e-05,1337.168945,762.666016,,,,,334.226013,,,,334.226013,1096.892029,2434.060974,39.664001,504.109009,,,-1026.42395,,2894.059936,2411.408996,0.0,2411.408996,4845.46997,
06/30/2002,4923.382,175.981,175.981,,735.464,735.464,,724.335,154.05,136.468,433.817,,199.965,,,,1835.745,1743.528,3569.734,-1826.206,,1344.109,1180.662,493.351,687.311,,163.447,3087.637,,809.262,809.262,,,,471.05,,,,,,0.0,,,0.0,1280.312,782.383,,,,,345.942,,,,345.942,1128.325,2408.637,38.625,514.015,,,-1089.989,3408.388,-356.294,2514.745,,2514.745,4923.382,
09/30/2002,5040.459961,244.965005,243.115005,1.85,745.997986,,,697.695984,137.688004,132.050995,427.957001,0.0,240.048004,,,,1928.707031,1765.72998,3621.361084,-1855.630981,0.0,1346.022949,1186.359985,492.326996,694.032989,,159.662964,3111.752929,,224.645004,224.645004,,,,434.641998,434.641998,0.0,0.0,,,593.166001,,,593.166001,1252.453003,802.96698,802.96698,0.0,0.0,,497.06601,,,,497.06601,1300.03299,2552.485993,37.945,517.783997,,,-1137.583008,,3069.828003,2487.973992,0.0,2487.973992,5040.459985,
12/31/2002,5061.761,229.295,226.427,2.868,743.139,743.139,,714.028,135.651,146.513,431.864,0.0,238.206,,,,1924.668,1769.885,3684.753,-1914.868,,1367.208,1197.12,504.458,692.662,,170.088,3137.093,,844.323,844.323,,,,430.734,,,,,,0.0,,,0.0,1275.057,804.315,,,,,410.052,,,,410.052,1214.367,2489.424,37.093,521.25,,,-1189.925,3601.415,-397.496,2572.337,,2572.337,5061.761,
03/31/2003,5247.023926,289.014008,285.471008,3.543,792.130005,,,761.177002,132.039001,149.651001,479.487,0.0,245.789001,,,,2088.110107,1780.786987,3677.444092,-1896.656982,0.0,1378.126953,628.692017,508.684998,120.007019,,749.434936,3158.91394,,829.017029,829.017029,,,,485.227997,485.227997,0.0,0.0,,,-3.1e-05,,,-3.1e-05,1314.244995,806.28302,806.28302,0.0,0.0,,421.575012,,,,421.575012,1227.858032,2542.103027,36.306,538.926025,,,-1224.946045,,3354.63501,2704.92099,0.0,2704.92099,5247.024017,
