Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,44.737,31.556,-16.26,-17.752001,42.280998,,,,,,,,,,,,,,,,,
06/30/1990,,5.664,31.496,-34.757,-83.359001,-80.956001,,,,,,,,,,,,,,,,,
09/30/1990,,-3.289,31.785999,-21.497999,58.674,65.672997,,,,,,,,,,,,,,,,,
12/31/1990,,46.317001,34.334,-5.714,-60.234001,14.703,,,,,,,,,,,,,,,14.703,,
03/31/1991,,41.097,33.001999,23.061001,20.752001,117.912003,,,,,,,,,,,,,,,,,
06/30/1991,,-12.66,33.868999,-3.815,-21.902,-4.508,,,,,,,,,,,,,,,,,
09/30/1991,,-13.286,30.205,-2.076,-1.896,12.947,,,,,,,,,,,,,,,,,
12/31/1991,,3.914,37.429001,-10.144,66.863998,98.063004,,,,,,,,,,,,,,,98.063004,,
03/31/1992,,34.356998,34.036999,33.294998,-48.036999,53.652,,,,,,,,,,,,,,,,,
06/30/1992,,-13.337,32.032001,-16.945999,-48.404999,-46.655998,,,,,,,,,,,,,,,,,
09/30/1992,,-14.646,32.162998,-11.705,43.466,49.278,,,,,,,,,,,,,,,,,
12/31/1992,,-29.4519,44.48,51.1339,88.709,154.871002,,,,,,,,,,,,,,,154.871002,,
03/31/1993,,38.276001,29.948,43.610001,-6.597,105.237,,,,,,,,,,,,,,,,,
06/30/1993,,5.353,35.02,-10.627,-30.712,-0.966,,,,,,,,,,,,,,,,,
09/30/1993,,-22.813999,36.689999,5.434,-4.056,15.254,,,,,,,,,,,,,,,,,
12/31/1993,,38.785999,42.584,-69.711998,66.116997,77.775002,,,,,,,,,,,,,,,77.775002,,
03/31/1994,,35.363998,34.009998,-40.949001,-30.836,-2.411,,,,,,,,,,,,,,,,,
06/30/1994,,-11.38,33.305,49.035,-2.871,68.088997,,,,,,,,,,,,,,,,,
09/30/1994,,-14.526,32.441002,19.271,-56.443001,-19.257,,,,,,,,,,,,,,,,,
12/31/1994,,92.226997,27.223,-123.122993,46.991001,43.318001,,,,,,,,,,,,,,,43.318001,,
03/31/1995,,30.816,31.215,44.823002,28.938,135.792007,,,-65.782997,,,,,,,,,,,,,,
06/30/1995,,-14.512,38.599998,-1.982,14.319,36.424999,,,-69.733002,,,,,,,,,,,,,,
09/30/1995,,-13.771,50.939999,-3.72,-24.197001,9.252,,,-62.518002,,,,,,,,,,,,,,
12/31/1995,,10.64,47.563999,-13.978,0.113,44.339001,-98.991997,,-98.991997,,,,,,,,,,,,-54.652996,,
03/31/1996,,29.777,46.401001,23.153,-9.268,90.063004,,,-51.238998,,,,,,,,,,,,,,
06/30/1996,,-6.701,48.805,-11.898,16.716,46.922001,,,-120.705002,,,,,,,,,,,,,,
09/30/1996,,-17.377001,51.868,-8.342,21.737,47.886002,,,-88.722,,,,,,,,,,,,,,
12/31/1996,,13.343,57.771,12.095,-8.974,74.235001,,,-75.973,,,,,,,,,,,,,,
03/31/1997,,-200.925003,42.139,261.283997,-25.084999,77.413002,-84.156998,2.721,-56.421001,0.0,0.0,-30.457001,9.591,-6.388,49.5,120.0,-157.136002,3.613,0.0,0.002,2.847,,
