Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/01/2000,4719.85498,2435.315063,928.880005,1506.435059,430.583008,,,217.505005,87.057999,35.806,94.640999,0.0,580.932007,,,3664.334961,693.713013,,,0.0,361.807007,361.807007,361.807007,0.0,0.0,1055.52002,,408.471008,408.471008,,,,2.254,,,,,559.110014,,,559.110014,969.835022,2.595,,,,80.896004,,,,,,80.896004,83.491004,1053.326026,0.0,2348.1521,,,-329.765015,,1648.141968,3666.529053,0.0,3666.529053,4719.855078,
03/02/2001,4179.637207,2240.764038,785.75,1455.014038,390.279999,,,275.675995,131.979996,56.405998,87.290001,0.0,170.048004,,,3076.768066,680.294983,,,0.0,422.574005,422.574005,422.574005,0.0,0.0,1102.868988,,330.28299,330.28299,,,,2.254,,,,,521.078001,,,521.078001,853.61499,2.595,,,,72.916,,,,,,72.916,75.511,929.125991,0.0,2365.646973,,,-417.100006,,1301.96402,3250.510986,0.0,3250.510986,4179.636977,
06/01/2001,3452.802002,1640.210999,897.796997,742.414001,286.812988,,,200.145996,46.091,64.319,89.736,0.0,207.651993,,,2334.822021,609.679016,1481.115967,-871.437012,0.0,508.300995,344.951996,344.951996,0.0,163.348999,1117.980011,,279.181,279.181,,,,0.328,,,,,657.335971,,,657.335971,936.844971,2.385,,,,8.151,,,,,,8.151,10.536,947.380971,0.0,2127.802979,,,-373.661011,,751.279022,2505.42099,0.0,2505.42099,3452.801961,
08/31/2001,3017.415039,1445.625977,815.145996,630.47998,194.294006,,,150.477997,56.316002,54.560001,39.602001,0.0,184.455002,,,1974.853027,542.468994,,,0.0,500.092987,322.819,322.819,0.0,177.273987,1042.561981,,177.561005,177.561005,,,,0.328,,,,,552.519992,,,552.519992,730.408997,2.36,,,,8.237,,,,,,8.237,10.597,741.005997,0.0,2127.839111,,,-354.299988,,502.869995,2276.409119,0.0,2276.409119,3017.415116,
11/30/2001,3020.388916,1388.380981,798.156982,590.223999,182.692001,,,92.574997,34.603001,30.190001,27.782,0.0,91.790001,,,1755.437988,804.570007,,,0.0,460.381012,310.572998,310.572998,0.0,149.808014,1264.951019,,196.710999,196.710999,,,,125.028,,,,,425.713028,,,425.713028,747.452026,84.755997,,,,5.775,,,,,,5.775,90.530997,837.983023,0.0,2127.48291,,,-317.362,,372.285,2182.40591,0.0,2182.40591,3020.388934,
03/01/2002,2648.379883,1371.624023,586.619995,785.004028,180.347,,,72.348,17.094,24.094,31.16,0.0,85.026001,,,1709.344971,709.924988,,,0.0,229.110001,224.722,224.722,0.0,4.388,939.034988,,174.807999,174.807999,,,,117.853996,,,,,307.86602,,,307.86602,600.528015,76.669998,,,,5.134,,,,,,5.134,81.803998,682.332013,0.0,2127.106934,,,-241.824005,,80.764999,1966.047928,0.0,1966.047928,2648.379941,
05/31/2002,2526.791992,1382.047974,679.054993,702.992981,147.113007,,,61.777,16.589001,15.458,29.73,0.0,72.106003,,,1663.043945,604.598999,1231.947021,-627.348022,0.0,259.148987,94.189003,66.5,27.689003,164.959984,863.747986,,125.903,125.903,,,,101.353996,,,,,275.964989,,,275.964989,503.221985,68.403999,,,,4.961,,,,,,4.961,73.364999,576.586984,0.0,2126.583008,,,-182.341003,35.813999,-29.851002,1950.205002,0.0,1950.205002,2526.791986,
08/30/2002,2424.725,1387.294,418.47,968.824,138.205,138.205,,48.176,15.428,12.311,20.437,0.0,55.883,,,1629.558,628.489,,,0.0,166.678,91.737,66.5,25.237,74.941,795.167,,101.876,101.876,,,,81.248,,,,,260.55,,,260.55,443.674,53.492,,,,5.199,,,,,,5.199,58.691,502.365,0.0,2126.019,,,-161.994,-12.277,-29.388,1922.36,0.0,1922.36,2424.725,
11/29/2002,2243.135986,1433.601959,467.691986,965.909973,137.848007,,,44.009998,15.467,10.258,18.285,0.0,58.348999,,,1673.80896,487.152008,,,0.0,82.175003,16.121,0.899,15.222,66.054003,569.327011,,109.050003,109.050003,,,,31.952,,,,,249.129986,,,249.129986,390.131989,45.139,,,,4.638,,,,,,4.638,49.777,439.908988,0.0,2131.409912,,,-113.462997,,-214.720016,1803.226898,0.0,1803.226898,2243.135887,
02/28/2003,2145.111084,1441.050995,503.459015,937.59198,120.152,,,41.327999,14.404,7.413,19.511,0.0,49.661999,,,1652.192993,426.161987,,,0.0,66.755997,14.417,0.899,13.518,52.338997,492.917984,,118.766998,118.766998,,,,31.101999,,,,,222.818991,,,222.818991,372.687988,37.549999,,,,4.66,,,,,,4.66,42.209999,414.897987,0.0,2129.697021,,,-96.092003,,-303.392006,1730.213013,0.0,1730.213013,2145.111,
05/30/2003,2062.360107,1484.588013,515.848022,968.73999,90.290001,90.290001,,27.068001,7.949,3.228,15.891,0.0,51.234001,,,1653.180054,248.789993,850.330017,-601.539978,0.0,160.389999,12.934,0.899,12.035,147.455999,409.179993,,105.583,105.583,,,,0.346,,,,,233.238999,,,233.238999,339.167999,0.0,,,,4.595,,,,,,4.595,4.595,343.762999,0.0,2138.016113,,,0.0,-405.980988,-13.438019,1718.597107,0.0,1718.597107,2062.360106,
08/29/2003,1973.103,1484.418,552.397,932.021,83.609,,,26.232,5.713,3.085,17.434,0.0,49.576,,,1643.835,192.202,,,,137.066,9.547,0.899,8.648,127.519,329.268,,96.18,96.18,,,,0.173,,,,,246.364,,,246.364,342.717,,,,,4.902,,,,,,4.902,4.902,347.619,,2149.636,,,,-511.975,-12.177,1625.484,,1625.484,1973.103,
11/28/2003,1909.626953,1392.355988,443.946014,948.409973,70.904999,70.904999,,30.341999,8.092,4.33,17.92,0.0,46.469002,,,1540.072021,131.662994,,,0.0,237.891998,8.453,0.899,7.554,229.438998,369.554993,,102.522003,102.522003,,,,0.0,,,,,260.240997,,,260.240997,362.763,0.0,,,,5.002,,,,,,5.002,5.002,367.765,0.0,2200.352051,,,0.0,-650.955994,-7.533997,1541.862061,0.0,1541.862061,1909.627061,
02/27/2004,1868.656982,1366.006958,524.492981,841.513977,86.971001,86.971001,,21.171,0.191,0.669,20.311001,0.0,58.035,,,1532.18396,71.769997,,,0.0,264.703003,7.38,0.899,6.481,257.323003,336.473,,96.836998,96.836998,,,,0.0,,,,,250.441994,,,250.441994,347.278992,0.0,,,,15.936,,,,,,15.936,15.936,363.214992,0.0,2248.116943,,,0.0,-736.528015,-6.146973,1505.441956,0.0,1505.441956,1868.656947,
05/28/2004,1820.817993,1383.355957,575.823975,807.531982,66.372002,66.372002,,27.679001,1.325,0.485,25.868999,0.0,42.27,,,1519.677002,72.452003,396.550995,-324.098999,0.0,228.688995,5.908,0.899,5.009,222.780995,301.140999,,80.407997,80.407997,,,,0.0,,,,,226.161003,,,226.161003,306.569,0.0,,,,15.135,,,,,,15.135,15.135,321.704,0.0,2262.2229,,,0.0,-755.244019,-7.86499,1499.113892,0.0,1499.113892,1820.817892,
08/27/2004,1693.119019,1263.632996,439.776001,823.856995,63.423,63.423,,23.403,0.959,0.609,21.834999,0.0,44.676998,,,1395.135986,71.591003,,,0.0,226.391998,4.894,0.899,3.995,221.497998,297.983002,,67.961998,67.961998,,,,0.0,,,,,215.627998,,,215.627998,283.589996,0.0,,,,13.522,,,,,,13.522,13.522,297.111997,0.0,2266.897949,,,-69.505997,-790.789001,-10.595993,1396.006958,0.0,1396.006958,1693.118955,
