Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1989,248.514008,51.379002,16.229,35.150002,66.800003,,,59.754002,,,,,11.78,,,189.712997,39.966999,,,0.0,18.834,,,,18.834,58.800999,,11.8,11.8,,,,1.367,,,,,22.281002,,,22.281002,35.448002,3.329,,,,1.729,,,,,,1.729,5.058,40.506002,0.0,117.088997,,,0.0,,90.918999,208.007996,0.0,208.007996,248.513997,
11/30/1989,260.002991,66.226,30.051001,36.174999,72.807999,,,50.209,,,,,11.903,,,201.145996,42.393002,,,0.0,16.464001,,,,16.464001,58.857002,,14.545,14.545,,,,1.343,,,,,24.581002,,,24.581002,40.469002,3.107,,,,1.246,,,,,,1.246,4.353,44.822002,0.0,118.658997,,,0.0,,96.522003,215.181,0.0,215.181,260.003002,
02/28/1990,280.154999,80.666002,20.266001,60.400002,73.831001,,,50.216999,,,,,16.216,,,220.929993,43.758999,,,0.0,15.466,,,,15.466,59.224998,,16.997,16.997,,,,1.318,,,,,34.773002,,,34.773002,53.088001,2.812,,,,0.802,,,,,,0.802,3.614,56.702001,0.0,119.764999,,,0.0,,103.688004,223.453003,0.0,223.453003,280.155004,
05/31/1990,294.313995,86.673998,17.740999,68.932999,76.969002,,,45.834,,,,,20.018,,,229.494995,48.387001,91.667999,-43.280998,0.0,16.431999,,,,16.431999,64.819,,18.66,18.66,,,,0.793,,,,,39.554,,,39.554,59.007,0.829,,,,2.131,,,,,,2.131,2.96,61.967,0.0,121.980003,,,0.0,,110.366997,232.347,0.0,232.347,294.314,
08/31/1990,300.290009,92.266998,21.598,70.668999,71.707001,,,47.0,,,,,19.054001,,,230.028,53.139,,,0.0,17.122999,,,,17.122999,70.261999,,20.409,20.409,,,,0.749,,,,,40.815999,,,40.815999,61.973999,0.61,,,,2.111,,,,,,2.111,2.721,64.694999,0.0,121.742996,,,0.0,,113.851997,235.594994,0.0,235.594994,300.289993,
11/30/1990,299.747986,96.155003,30.547001,65.608002,68.786003,,,41.747002,,,,,19.146,,,225.834,57.466999,,,0.0,16.447001,,,,16.447001,73.914,,23.268999,23.268999,,,,0.58,,,,,34.153,,,34.153,58.001999,0.412,,,,1.987,,,,,,1.987,2.399,60.400999,0.0,121.010002,,,0.0,,118.336998,239.347,0.0,239.347,299.747999,
02/28/1991,277.125,92.445,36.117001,56.327999,59.988998,,,35.400002,,,,,35.074001,,,222.908005,50.75,,,0.0,3.467,,,,3.467,54.217,,17.931,17.931,,,,0.516,,,,,59.286002,,,59.286002,77.733002,0.244,,,,9.023,,,,,,9.023,9.267,87.000001,0.0,115.486,,,0.0,,74.639,190.125,0.0,190.125,277.125001,
05/31/1991,270.79599,97.465002,18.370001,79.095001,55.313999,,,32.422001,,,,,33.007,,,218.207993,50.301998,98.087997,-47.785999,0.0,2.286,,,,2.286,52.587998,,20.0,20.0,,,,0.56,,,,,50.869001,,,50.869001,71.429001,0.305,,,,8.774,,,,,,8.774,9.079,80.508001,0.0,119.620003,,,0.0,,70.667999,190.288002,0.0,190.288002,270.796003,
08/31/1991,264.369995,102.131998,31.114,71.017998,52.016998,,,32.652,,,,,29.724001,,,216.524994,44.938,,,0.0,2.907,,,,2.907,47.845,,20.989,20.989,,,,0.628,,,,,43.025997,,,43.025997,64.642998,0.124,,,,6.81,,,,,,6.81,6.934,71.576998,0.0,119.538002,,,0.0,,72.032997,191.570999,1.222,192.792999,264.369997,
11/30/1991,272.432007,104.538998,32.868,71.670998,50.950001,,,33.52,,,,,32.09,,,221.098999,46.554001,,,0.0,4.779,,,,4.779,51.333001,,25.372999,25.372999,,,,1.743,,,,,41.410002,,,41.410002,68.526001,0.511,,,,6.054,,,,,,6.054,6.565,75.091001,0.0,122.540001,,,0.0,,74.176003,196.716003,0.625,197.341003,272.432004,
02/29/1992,283.588989,86.841,35.841999,50.999001,56.333,,,48.182999,,,,,33.504002,,,224.860992,49.853001,,,0.0,8.875,,,,8.875,58.728001,,30.736,30.736,,,,2.929,,,,,48.388001,,,48.388001,82.053001,0.502,,,,4.463,,,,,,4.463,4.965,87.018001,0.0,128.024002,,,0.0,,68.391998,196.416,0.155,196.571,283.589002,
05/31/1992,298.306,79.411999,34.694,44.717999,68.271004,,,53.568001,,,,,31.386999,,,232.638,53.75,120.367996,-66.617996,0.0,11.918,,,,11.918,65.668,,32.894001,32.894001,,,,5.879,,,,,49.300996,,,49.300996,88.073997,1.455,,,,6.352,,,,,,6.352,7.807,95.880997,0.0,128.942993,,,0.0,,73.482002,202.424995,0.0,202.424995,298.305992,
08/31/1992,298.330994,75.943001,36.472,39.471001,70.310997,,,52.837002,,,,,31.652,,,230.742996,56.354,,,0.0,11.234,,,,11.234,67.588,,34.709999,34.709999,,,,8.653,,,,,52.230003,,,52.230003,95.593002,1.401,,,,2.518,,,,,,2.518,3.919,99.512002,0.0,126.556,,,0.0,,72.263,198.819,0.0,198.819,298.331002,
11/30/1992,314.493988,86.684999,29.622999,57.062,76.925003,,,57.0,,,,,26.799999,,,247.410004,55.103001,,,0.0,11.981,,,,11.981,67.084001,,41.646,41.646,,,,8.451,,,,,51.381996,,,51.381996,101.478996,1.413,,,,1.516,,,,,,1.516,2.929,104.407996,0.0,134.100998,,,0.0,,75.985001,210.085999,0.0,210.085999,314.493995,
02/28/1993,333.532013,97.005001,48.341,48.664001,90.426003,,,57.98,,,,,26.784,,,272.195007,52.222,,,0.0,9.115,,,,9.115,61.337,,37.457001,37.457001,,,,0.0,,,,,59.850998,,,59.850998,97.307999,1.509,,,,1.13,,,,,,1.13,2.639,99.946999,0.0,143.371994,,,0.0,,90.212997,233.584991,0.0,233.584991,333.53199,
05/31/1993,367.578003,117.229999,40.046001,77.183998,83.481003,,,68.060997,,,,,35.639999,,,304.411987,55.248001,126.341003,-71.093002,0.0,7.918,,,,7.918,63.166001,,40.212002,40.212002,,,,1.021,,,,,66.947998,,,66.947998,108.181,0.61,,,,0.524,,,,,,0.524,1.134,109.315,0.0,154.957993,,,0.0,,103.305,258.262993,0.0,258.262993,367.577993,
08/31/1993,383.778015,145.298004,71.994003,73.304001,84.911003,,,63.331001,,,,,27.283001,,,320.822998,55.516998,,,0.0,7.438,,,,7.438,62.954998,,33.433998,33.433998,,,,0.191,,,,,79.319002,,,79.319002,112.944,0.456,,,,0.524,,,,,,0.524,0.98,113.924,0.0,153.921005,,,0.0,,115.932999,269.854004,0.0,269.854004,383.778004,
11/30/1993,422.862,160.759003,62.862,97.897003,100.112999,,,57.761002,,,,,41.048,,,359.681,54.604,,,0.0,8.577,,,,8.577,63.181,,45.806,45.806,,,,0.194,,,,,76.441002,,,76.441002,122.441002,0.597,,,,0.289,,,,,,0.289,0.886,123.327002,0.0,162.365005,,,0.0,,137.169998,299.535004,0.0,299.535004,422.862006,
02/28/1994,387.433014,81.870998,57.412998,24.458,121.500999,,,72.024002,,,,,33.272999,,,308.669006,58.823002,,,0.0,19.941,,,,19.941,78.764002,,42.164001,42.164001,,,,0.378,,,,,105.526999,,,105.526999,148.069,1.128,,,,0.289,,,,,,0.289,1.417,149.486,0.0,204.182999,,,0.0,,33.764,237.946999,0.0,237.946999,387.432999,
05/31/1994,444.342987,129.696995,66.283997,63.412998,118.653,,,71.351997,,,,,41.369999,,,361.071991,67.000999,161.604004,-94.602997,0.0,16.27,,,,16.27,83.270999,,51.827,51.827,,,,0.482,,,,,110.220007,,,110.220007,162.529007,0.0,,,,1.058,,,,,,1.058,1.058,163.587007,0.0,219.936996,,,0.0,,60.819,280.755996,0.0,280.755996,444.343003,
08/31/1994,447.213989,138.190998,75.237,62.953999,121.774002,,,57.334999,,,,,42.307999,,,359.608002,72.657997,,,0.0,14.948,,,,14.948,87.605997,,40.313,40.313,,,,0.472,,,,,108.448994,,,108.448994,149.233994,0.913,,,,0.0,,,,,,0.0,0.913,150.146994,0.0,222.147995,,,0.0,,74.918999,297.066994,0.0,297.066994,447.213987,
11/30/1994,630.781006,238.757996,98.856003,139.901993,157.274994,,,73.603996,,,,,48.816002,,,518.453003,80.036003,,,0.0,32.292,,,,32.292,112.328003,,76.859001,76.859001,,,,0.454,,,,,114.767001,,,114.767001,192.080002,110.0,,,,0.926,,,,,,0.926,110.926,303.006002,0.0,250.203003,,,0.0,,77.571999,327.775002,0.0,327.775002,630.781003,
02/28/1995,714.250977,263.478996,116.859001,146.619995,187.628006,,,89.561996,,,,,49.164001,,,589.833008,91.126999,,,0.0,33.291,,,,33.291,124.417999,,81.068001,81.068001,,,,0.219,,,,,140.020998,,,140.020998,221.307999,110.0,,,,0.87,,,,,,0.87,110.87,332.177999,0.0,263.727997,,,0.0,,118.345001,382.072998,0.0,382.072998,714.250997,
05/31/1995,1074.810059,385.568009,159.908005,225.660004,245.257996,,,182.759003,,,,,81.971001,,,895.55603,144.944,291.044006,-146.100006,0.0,34.310001,,,,34.310001,179.254001,,118.376999,118.376999,,,,0.0,,,,,206.487991,,,206.487991,324.86499,110.0,,,,6.221,,,,,,6.221,116.221,441.08599,0.0,435.921997,,,0.0,,197.802002,633.723999,0.0,633.723999,1074.809989,
08/31/1995,928.463989,337.812988,186.427994,151.384995,237.401001,,,141.843002,,,,,64.129997,,,781.187012,131.988998,,,0.0,15.288,,,,15.288,147.276999,,90.651001,90.651001,,,,0.404,,,,,180.645988,,,180.645988,271.700989,110.0,,,,0.28,,,,,,0.28,110.28,381.980989,0.0,324.237,,,0.0,,222.246002,546.483002,0.0,546.483002,928.46399,
11/30/1995,1254.180054,380.584991,199.408997,181.175995,331.423004,,,194.373001,,,,,91.885002,,,998.265991,195.501007,,,0.0,60.412998,,,,60.412998,255.914005,,119.955002,119.955002,,,,0.586,,,,,209.870009,,,209.870009,330.411011,110.0,,,,24.903999,,,,,,24.903999,134.903999,465.31501,0.0,488.78299,,,0.0,,300.082001,788.86499,0.0,788.86499,1254.18,
02/29/1996,1415.094971,479.194,193.886993,285.307007,373.311005,,,216.307999,,,,,94.735001,,,1163.547974,207.496994,,,0.0,44.049999,,,,44.049999,251.546993,,126.399002,126.399002,,,,0.0,,,,,251.788986,,,251.788986,378.187988,110.0,,,,22.681999,,,,,,22.681999,132.681999,510.869987,0.0,543.934021,,,0.0,,360.290985,904.225006,0.0,904.225006,1415.094994,
05/31/1996,1525.116943,499.337006,216.759003,282.578003,359.182007,,,241.018005,,,,,140.173996,,,1239.71106,246.651993,470.951996,-224.300003,0.0,38.754002,,,,38.754002,285.405995,,120.210999,120.210999,,,,0.0,,,,,294.309997,,,294.309997,414.520996,110.0,,,,21.791,,,,,,21.791,131.791,546.311996,0.0,597.452026,,,0.0,,381.352997,978.805023,0.0,978.805023,1525.117019,
08/31/1996,1689.530029,577.145996,218.035004,359.110992,418.839996,,,227.375,,,,,158.722,,,1382.083008,267.531006,,,0.0,39.916,,,,39.916,307.447006,,111.417999,111.417999,,,,0.0,,,,,347.272003,,,347.272003,458.690002,110.0,,,,28.009001,,,,,,28.009001,138.009001,596.699003,0.0,619.770996,,,0.0,,473.059998,1092.830994,0.0,1092.830994,1689.529997,
11/30/1996,1981.125977,742.377991,350.140991,392.237,463.028992,,,235.352997,,,,,182.445007,,,1623.204956,309.032013,,,0.0,48.889,,,,48.889,357.921013,,177.274994,177.274994,,,,0.0,,,,,384.427032,,,384.427032,561.702026,110.224998,,,,33.462002,,,,,,33.462002,143.687,705.389027,0.0,712.320007,,,0.0,,563.416992,1275.737,0.0,1275.737,1981.126026,
02/28/1997,2134.212891,794.013031,279.32901,514.684021,504.717987,,,255.531006,,,,,189.410995,,,1743.672974,342.76001,,,0.0,47.779999,,,,47.779999,390.540009,,169.360001,169.360001,,,,0.0,,,,,414.415024,,,414.415024,583.775024,110.0,,,,34.056999,,,,,,34.056999,144.056999,727.832024,0.0,761.338013,,,0.0,,645.04303,1406.381042,0.0,1406.381042,2134.213066,
05/31/1997,3565.841064,889.942994,351.237,538.705994,959.142029,,,554.718018,,,,,311.933014,,,2715.736084,731.301025,1140.953979,-409.653015,0.0,118.804001,,,,118.804001,850.105026,,308.580994,308.580994,,,,147.014008,,,,,685.917937,,,685.917937,1141.512939,163.945007,,,,32.039001,,,,,,32.039001,195.984008,1337.496947,0.0,1183.926025,,,0.0,,1044.417969,2228.343994,0.0,2228.343994,3565.840941,
08/31/1997,3703.738037,1008.486969,517.656982,490.829987,1139.797974,,,410.714996,,,,,467.941986,,,3026.941895,621.112976,,,0.0,55.682999,,,,55.682999,676.795975,,295.407013,295.407013,,,,0.0,,,,,875.597015,,,875.597015,1171.004028,151.794998,,,,73.232002,,,,,,73.232002,225.027,1396.031029,0.0,1447.639038,,,0.0,,860.067993,2307.707031,0.0,2307.707031,3703.73806,
11/30/1997,3923.201904,1135.809998,539.747986,596.062012,927.504028,,,628.973999,,,,,407.626007,,,3099.914062,743.195007,1221.125977,-477.931,0.0,80.093002,,,,80.093002,823.28801,,327.862,327.862,,,,110.0,,,,,901.47699,,,901.47699,1339.338989,46.716999,,,,60.685001,,,,,,60.685001,107.402,1446.74099,0.0,1564.58606,,,0.0,,911.875,2476.46106,0.0,2476.46106,3923.202049,
03/01/1998,3871.280029,900.920044,386.028015,514.892029,888.955017,,,769.815002,,,,,383.612,,,2943.302002,831.353027,1348.860962,-517.507996,0.0,96.625,,,,96.625,927.978027,,406.557007,406.557007,,,,0.0,,,,,767.215942,,,767.215942,1173.772949,46.811001,,,,43.744999,,,,,,43.744999,90.556,1264.328949,0.0,1593.890015,,,0.0,,1013.060974,2606.950989,0.0,2606.950989,3871.279938,
05/31/1998,4080.52002,1076.078003,528.981018,547.096985,849.640015,,,644.770996,135.535004,51.509998,457.726013,,564.182983,,,3134.672119,858.778992,1501.009033,-642.22998,0.0,87.069,0.0,,,87.069,945.847992,,332.992004,332.992004,,,,12.008,,,,,838.915034,,,838.915034,1183.915039,35.877998,,,,53.231998,,,,,,53.231998,89.109997,1273.025036,0.0,1730.676025,,,0.0,,1076.81897,2807.494995,0.0,2807.494995,4080.520031,
08/28/1998,4120.833,1237.09,629.509,607.581,980.254,980.254,,501.278,108.527,54.371,338.38,,508.436,,,3227.058,831.556,,,,62.219,,,,62.219,893.775,,332.07,332.07,,,,,,,,,840.508,,,840.508,1172.578,24.0,,,,49.989,,,,,,49.989,73.989,1246.567,,1741.758,,,-29.481,1173.466,-11.477,2874.266,,2874.266,4120.833,
11/27/1998,4316.381,1350.855,607.106,743.749,1117.449,1117.449,,443.488,97.795,53.961,291.732,,461.832,,,3373.624,839.945,,,,102.812,,,,102.812,942.757,,383.611,383.611,,,,,,,,,873.311,,,873.311,1256.922,24.0,,,,58.365,,,,,,58.365,82.365,1339.287,,1754.399,,,-31.65,1260.722,-6.377,2977.094,,2977.094,4316.381,
02/26/1999,4564.365234,1724.246033,981.52002,742.726013,981.017029,,,409.216003,84.903999,52.104,272.208008,,468.15799,,,3582.636963,837.315979,1605.942993,-768.627014,0.0,144.412003,0.0,,,144.412003,981.727982,,366.009003,366.009003,,,,0.0,,,,,842.106964,,,842.106964,1208.115967,30.441999,,,,59.514999,,,,,,59.514999,89.956999,1298.072966,0.0,1934.004028,,,0.0,,1327.194946,3261.198975,5.093,3266.291975,4564.36494,
05/28/1999,4412.274902,1661.135986,951.770996,709.36499,825.218018,,,335.5,65.0,45.441002,225.059006,0.0,536.848022,,,3358.701904,823.421021,1547.176025,-723.755005,0.0,230.151993,230.151993,230.151993,0.0,0.0,1053.573013,,300.904999,300.904999,,,,13.9,,,,,801.272028,,,801.272028,1116.077026,29.723,,,,64.544998,,,,,,64.544998,94.267998,1210.345024,0.0,1954.203979,,,-197.063995,,1439.314972,3196.454956,5.475,3201.929956,4412.27498,
08/27/1999,4532.063,1705.525,1003.263,702.262,757.092,757.092,,350.526,73.938,58.975,217.613,,689.376,,,3502.519,796.255,,,,233.289,233.289,233.289,0.0,0.0,1029.544,,401.434,401.434,,,,14.337,,,,,803.864,,,803.864,1219.635,19.413,,,,60.452,,,,,,60.452,79.865,1299.5,0.0,1968.131,,,-527.656,1504.287,287.801,3232.563,0.0,3232.563,4532.063,
11/26/1999,4980.367,2011.503,1095.611,915.892,730.395,730.395,,321.461,70.254,48.103,203.104,,935.088,,,3998.447,776.111,,,0.0,205.809,205.809,205.809,0.0,0.0,981.92,,476.305,476.305,,,,13.822,,,,,903.074,,,903.074,1393.201,16.51,,,,52.324,,,,,,52.324,68.834,1462.035,0.0,1979.254,,,-611.15,1660.847,489.381,3518.332,0.0,3518.332,4980.367,
02/25/2000,5813.335938,2978.529053,1812.503052,1166.026001,707.916992,,,314.454987,91.008003,37.535999,185.910995,,811.059021,,,4811.959961,731.228027,1548.527954,-817.299988,0.0,270.14801,270.14801,270.14801,0.0,0.0,1001.376038,,545.294006,545.294006,,,,14.254,,,,,1135.30197,,,1135.30197,1694.849976,17.252001,,,,49.417999,,,,,,49.417999,66.67,1761.519976,0.0,2047.093994,,,-430.506989,,2435.229034,4051.81604,0.0,4051.81604,5813.336016,
06/02/2000,6603.077148,3069.940063,1700.420044,1369.52002,355.540009,,,234.811996,79.658997,31.863001,123.290001,0.0,1824.131958,,,5484.423828,756.953979,1623.118042,-866.164001,0.0,361.699005,361.699005,361.699005,0.0,0.0,1118.652985,,319.739014,319.739014,,,,14.459,,,,,910.568954,,,910.568954,1244.766968,14.74,,,,126.544998,,,,,,126.544998,141.284998,1386.051966,0.0,2101.241943,,,-312.421997,,2254.244019,4043.063965,1173.96106,5217.025024,6603.07699,
09/01/2000,5353.946777,2701.708008,965.088989,1736.619019,467.213989,,,273.246002,99.413002,43.846001,129.987,0.0,857.984009,,,4300.151855,697.687988,1519.329956,-821.642029,0.0,356.106995,356.106995,356.106995,0.0,0.0,1053.794983,,396.334991,396.334991,,,,2.255,,,,,745.775975,,,745.775975,1144.365967,2.74,,,,75.613998,,,,,,75.613998,78.353998,1222.719965,0.0,2294.941895,,,-331.537994,,2167.823029,4131.226929,0.0,4131.226929,5353.946894,
