Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2001,59.811001,81.622002,64.129997,75.319,,,75.319,-161.259995,,,,-161.259995,,-272.126007,-269.167999,0.0,,,-269.167999,,,0.0,0.0,0.0,,,,,-2.958008,144.247996,0.0,567.372996,,,,0.0,0.0,0.0,-423.125,,-68.067001,56.805,39.25,
06/30/2001,267.79599,228.688004,43.346001,-84.834999,,,-84.834999,80.597,,,,80.597,,-216.854004,-230.410004,0.0,,,-230.410004,,,0.0,0.0,0.0,,,,,13.556,12.519016,0.0,-420.490994,,,,1697.848022,1697.848022,0.0,-1264.838013,,63.460999,55.995998,61.925999,
09/30/2001,261.745,213.861,179.344,235.439,,-8.071,243.51,-366.899,443.653,-52.779,-979.614,221.841,,-708.902,-719.577,,,,-719.577,,,,,,,,,,10.675,629.05,,182.493,,,,1677.428,1697.848,-20.42,-1230.871,,181.893,116.716,63.692,
12/31/2001,-388.766,33.28,67.42,-90.742,,,-90.742,-398.724,,,,-398.724,,-129.167,-120.331,0.0,,,-120.331,,,0.0,0.0,0.0,,,,,-8.836,364.738,0.0,2961.264,,,,-1866.888,0.0,-1866.888,-729.638,,-153.195,127.024,20.958,
03/31/2002,395.786011,-137.423996,57.536999,284.264008,,,284.264008,191.408997,,,,191.408997,,-3126.797119,-176.779999,0.0,,,-176.779999,,,0.0,0.0,0.0,,,,,-2950.01712,2859.862903,0.0,2934.7289,,,,0.0,0.0,0.0,-74.865997,,128.852005,0.701,22.190001,
06/30/2002,-273.520996,175.753006,92.276001,-181.854996,,,-181.854996,-359.695007,,,,-359.695007,,-154.268997,-147.947998,0.0,,,-147.947998,,,0.0,0.0,0.0,,,,,-6.320999,648.765991,0.0,244.132996,,,,0.0,0.0,0.0,404.632996,,220.975998,0.0,78.158997,
09/30/2002,149.965,50.436,118.608,222.177,,187.113,35.064,-241.256,-510.414,-94.38,102.548,260.99,,-20.903,-130.741,0.0,,,-130.741,,,0.0,0.0,0.0,,,,,109.838,788.826,0.0,926.035,,,,0.0,0.0,0.0,-137.209,,917.888,24.064,69.374,
12/31/2002,291.384003,-648.0,117.098,235.565002,,,235.565002,586.721008,,,,586.721008,,-184.904999,-185.552002,0.0,,,-185.552002,,,0.0,0.0,0.0,,,,,0.647003,-323.346015,0.0,-277.113013,,,,0.0,0.0,0.0,-46.233002,,-216.867004,3.284,103.182999,
03/31/2003,-227.106995,-452.402008,89.086998,323.56601,,,323.56601,-187.358002,,,,-187.358002,,-189.906006,-188.932999,0.0,,,-188.932999,,,0.0,0.0,0.0,,,,,-0.973007,-309.393988,0.0,-184.34799,,,,0.0,0.0,0.0,-125.045998,,-726.406982,0.944,113.662003,
06/30/2003,438.609985,-5.909,98.082001,50.644001,,,50.644001,295.792999,,,,295.792999,,-387.015991,-162.931,0.0,,,-162.931,,,0.0,0.0,0.0,,,,,-224.084991,-274.350006,0.0,-271.548006,,,,0.0,0.0,0.0,-2.802,,-222.755997,0.0,117.067001,
09/30/2003,316.248,-916.339,125.401,1234.485,,28.865,1205.62,-127.299,59.188,10.243,-142.91,-53.82,,-179.711,-120.152,0.0,,,-120.152,,,0.0,0.0,0.0,,,,,-59.559,-171.281,0.0,-139.591,,,,0.0,0.0,0.0,-31.69,,-34.744,21.435,88.419,
