Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2006,20964.3,464.2,464.2,0,2172.5,2172.5,,548.7,0.0,720.1,2906.7,1678.5,580.9,,,,,3766.3,1150.6,,,0.0,,16047.4,11200.4,10576.1,624.3,4847.0,17198.0,,392.1,392.1,,,,56.2,56.2,0.0,0.0,,3506.9,,,,3506.9,3955.2,7728.1,7728.1,0.0,0.0,2250.9,,,2250.9,9979.0,13934.2,0,6689.0,,,0.0,317.2,23.9,7030.1,0.0,7030.1,20964.3,
06/30/2006,20048.1,312.1,312.1,0,1896.1,1896.1,,574.6,0.0,774.7,2453.0,781.7,686.6,,,,,3469.4,1149.6,,,0.0,,15429.1,11397.4,10663.9,733.5,4031.7,16578.7,,288.5,288.5,,,,59.4,,,,,3011.5,,,,3011.5,3359.4,7601.6,,,,2193.2,,,2193.2,9794.8,13154.2,0,7693.8,,,-1602.3,754.5,47.9,6893.9,0.0,6893.9,20048.1,
12/31/2006,21796.699219,705.799988,705.799988,0,2238.399902,2238.399902,,622.900024,,909.099976,3497.600098,-622.900024,644.0,,,,,4211.100098,1206.199951,2526.699951,-1320.5,0.0,,16379.400391,12030.5,11137.0,893.5,4348.900391,17585.600342,,449.700012,449.700012,,,,63.900002,,,,,4103.199791,,,,4103.199791,4616.799805,7584.0,,,,2402.699951,,,2402.699951,9986.699951,14603.499756,0,7873.100098,,,-2345.100098,1592.099976,46.100098,7166.200073,27.0,7193.200073,21796.699829,
03/31/2007,20964.400391,398.299988,398.299988,0,1767.900024,1767.900024,,661.0,,,,,652.799988,,,,,3480.0,1198.0,,,0.0,,16286.400391,11974.700195,11117.299805,857.400391,4311.700195,17484.400391,,180.399994,180.399994,,,,67.599998,,,,,3691.500008,,,,3691.500008,3939.5,7309.899902,,,,2433.199951,,,2433.199951,9743.099854,13682.599854,0,7939.799805,,,-2518.600098,1771.900024,56.100098,7249.199829,32.599998,7281.799828,20964.399681,
06/30/2007,21024.8,420.0,420.0,0,2029.0,2029.0,,642.3,0.0,773.7,3685.3,-642.3,584.2,,,,,3675.5,1183.1,,,0.0,,16166.2,11817.2,11083.3,733.9,4349.0,17349.3,,321.1,321.1,,,,64.2,,,,,3886.5,,,,3886.5,4271.8,7211.6,,,,2322.3,,,2322.3,9533.9,13805.7,0,7995.6,,,-3079.6,2205.9,64.5,7186.4,32.7,7219.1,21024.8,
09/30/2007,21369.8,373.4,373.4,0,1938.7,1938.7,,680.8,0.0,837.9,1609.8,2968.4,596.6,,,,,3589.5,1183.5,,,0.0,,16596.8,11898.6,11196.0,702.6,4698.2,17780.3,,360.8,360.8,,,,125.3,,,,,3718.2,,,,3718.2,4204.3,7605.2,,,,2473.0,,,2473.0,10078.2,14282.5,0,8033.0,,,-3911.5,2847.7,82.2,7051.4,35.9,7087.3,21369.8,
12/31/2007,22904.099609,920.200012,920.200012,0,2617.100098,2617.100098,,727.0,,860.200012,3974.5,-727.0,568.299988,,,,,4832.600098,1195.599976,2653.199951,-1457.599976,0.0,,16875.900391,12059.400391,11375.400391,684.0,4816.5,18071.500366,,496.600006,496.600006,,,,186.600006,,,,,4590.19989,,,,4590.19989,5273.399902,8059.5,,,,2423.300049,,,2423.300049,10482.800049,15756.199951,0,8080.0,,,-4502.399902,3407.100098,126.499817,7111.200012,36.700001,7147.900013,22904.099964,
03/31/2008,22376.0,812.0,812.0,0,1838.0,1838.0,,807.0,0.0,1143.0,1611.0,2311.0,640.0,,,,,4097.0,1228.0,,,0.0,,17051.0,12093.0,11415.0,678.0,4958.0,18279.0,,269.0,269.0,,,,191.0,,,,,4044.0,,,,4044.0,4504.0,8419.0,,,,2395.0,,,2395.0,10814.0,15318.0,0,8102.0,,,-4916.0,3677.0,156.0,7019.0,39.0,7058.0,22376.0,
06/30/2008,22888.0,737.0,737.0,0,2135.0,2135.0,,891.0,0.0,1053.0,1762.0,2518.0,602.0,,,,,4365.0,1253.0,,,0.0,,17270.0,12144.0,11399.0,745.0,5126.0,18523.0,,256.0,256.0,,,,171.0,,,,,3995.0,,,,3995.0,4422.0,9072.0,,,,2356.0,,,2356.0,11428.0,15850.0,0,8124.0,,,-5362.0,4084.0,148.0,6994.0,44.0,7038.0,22888.0,
09/30/2008,22815.0,525.0,525.0,0,2036.0,2036.0,,1002.0,0.0,1035.0,1896.0,2720.0,606.0,,,,,4169.0,1217.0,,,0.0,,17429.0,12149.0,11402.0,747.0,5280.0,18646.0,,376.0,376.0,,,,133.0,,,,,3674.0,,,,3674.0,4183.0,8819.0,,,,2620.0,,,2620.0,11439.0,15622.0,0,8156.0,,,-5577.0,4485.0,86.0,7150.0,43.0,7193.0,22815.0,
12/31/2008,22487.0,792.0,792.0,0,2271.0,2271.0,,881.0,0.0,,,,558.0,,,,,4502.0,1145.0,2555.0,-1410.0,0.0,,16840.0,12144.0,11470.0,674.0,4696.0,17985.0,,574.0,574.0,,,,105.0,,,,,4163.0,,,,4163.0,4842.0,7897.0,,,,2677.0,,,2677.0,10574.0,15416.0,0,8187.0,,,-5725.0,4496.0,-49.0,6909.0,162.0,7071.0,22487.0,
03/31/2009,21280.0,309.0,259.0,50,1573.0,1573.0,0.0,923.0,,,,,535.0,,,,330.0,3340.0,1080.0,,,0.0,,16860.0,12095.0,11457.0,638.0,4765.0,17940.0,,1303.0,262.0,,,1041.0,103.0,0.0,,,103.0,2664.0,,,54.0,2150.0,4070.0,7267.0,7267.0,,,2741.0,,,2687.0,10008.0,14078.0,0,8208.0,1.0,8207.0,-5725.0,4673.0,-114.0,7042.0,160.0,7202.0,21280.0,
06/30/2009,21395.0,311.0,250.0,61,1809.0,1809.0,0.0,869.0,,,,,546.0,,,,332.0,3535.0,1065.0,,,0.0,,16795.0,12082.0,11470.0,612.0,4713.0,17860.0,,1407.0,292.0,,,1115.0,99.0,0.0,,,99.0,2456.0,,,100.0,2043.0,3962.0,7275.0,7275.0,,,2482.0,,,2382.0,9757.0,13719.0,0,8226.0,1.0,8225.0,-5725.0,4947.0,47.0,7495.0,181.0,7676.0,21395.0,
09/30/2009,21307.0,322.0,249.0,73,1866.0,1866.0,0.0,854.0,,,,,563.0,,,,305.0,3605.0,1042.0,,,0.0,,16660.0,12091.0,11498.0,593.0,4569.0,17702.0,,1253.0,238.0,,,1015.0,101.0,0.0,,,101.0,2353.0,,,282.0,1902.0,3707.0,6751.0,6751.0,,,2635.0,,,2353.0,9386.0,13093.0,0,8257.0,1.0,8256.0,-5725.0,5408.0,89.0,8029.0,185.0,8214.0,21307.0,
12/31/2009,21900.0,377.0,298.0,79,2876.0,2876.0,0.0,767.0,,,,,410.0,0.0,137.0,0.0,165.0,4430.0,1175.0,2623.0,-1448.0,0.0,,16295.0,11661.0,11107.0,554.0,4634.0,17470.0,,1395.0,247.0,0.0,0.0,1148.0,123.0,0.0,,,123.0,2233.0,0.0,0.0,89.0,1890.0,3751.0,6650.0,6650.0,,,2654.0,0.0,257.0,2308.0,9304.0,13055.0,0,8288.0,1.0,8287.0,-5725.0,6106.0,35.0,8704.0,141.0,8845.0,21900.0,
03/31/2010,21606.0,439.0,358.0,81,2329.0,2329.0,0.0,848.0,,,,,413.0,,,,289.0,4029.0,1124.0,,,0.0,,16453.0,11863.0,11339.0,524.0,4590.0,17577.0,,1149.0,209.0,,,940.0,40.0,0.0,,,40.0,2256.0,,,7.0,1916.0,3445.0,6745.0,6745.0,,,2412.0,,,2405.0,9157.0,12602.0,0,8306.0,1.0,8305.0,-5725.0,6323.0,-28.0,8876.0,128.0,9004.0,21606.0,
06/30/2010,21801.0,746.0,677.0,69,2334.0,2334.0,0.0,802.0,,,,,394.0,,,,279.0,4276.0,1091.0,,,0.0,,16434.0,11798.0,11303.0,495.0,4636.0,17525.0,,1181.0,181.0,,,1000.0,230.0,0.0,,,230.0,2369.0,,,0.0,2036.0,3780.0,6528.0,6528.0,,,2229.0,,,2229.0,8757.0,12537.0,0,8316.0,1.0,8315.0,-5725.0,6650.0,-102.0,9139.0,125.0,9264.0,21801.0,
09/30/2010,22096.0,915.0,837.0,78,2417.0,2417.0,0.0,861.0,,,,,356.0,0.0,76.0,156.0,202.0,4549.0,1102.0,2561.0,-1459.0,0.0,,16445.0,11502.0,11035.0,467.0,4787.0,17547.0,,1210.0,210.0,0.0,0.0,1000.0,31.0,0.0,,,31.0,2257.0,0.0,0.0,,2001.0,3498.0,6721.0,6721.0,,,2487.0,0.0,356.0,2131.0,9208.0,12706.0,0,8347.0,1.0,8346.0,-5725.0,6775.0,-114.0,9283.0,107.0,9390.0,22096.0,
12/31/2010,22429.0,994.0,911.0,83,2652.0,2652.0,0.0,844.0,,,,,262.0,,,223.0,189.0,4752.0,1073.0,,,0.0,,16604.0,11497.0,11047.0,450.0,4884.0,17677.0,,1333.0,321.0,,,1012.0,31.0,0.0,,,31.0,2385.0,,,,2109.0,3749.0,6722.0,6722.0,,,2375.0,,,2375.0,9097.0,12846.0,0,8389.0,1.0,8388.0,-6125.0,7294.0,-86.0,9472.0,111.0,9583.0,22429.0,
03/31/2011,22615.0,1640.0,1555.0,85,2399.0,2399.0,0.0,827.0,,,,,324.0,,,,250.0,5190.0,1055.0,,,0.0,,16370.0,11510.0,11072.0,438.0,4860.0,17425.0,,1343.0,299.0,,,1044.0,222.0,0.0,,,222.0,2272.0,,,17.0,2004.0,3837.0,6935.0,6935.0,,,2378.0,,,2361.0,9313.0,13150.0,0,8435.0,1.0,8434.0,-6625.0,7579.0,-36.0,9353.0,112.0,9465.0,22615.0,
06/30/2011,22310.0,1035.0,955.0,80,2726.0,2726.0,0.0,803.0,,,,,317.0,,,,249.0,4881.0,1040.0,,,0.0,,16389.0,11495.0,11075.0,420.0,4894.0,17429.0,,1468.0,315.0,,,1153.0,26.0,0.0,,,26.0,2086.0,,,99.0,1862.0,3580.0,6928.0,6928.0,,,2496.0,,,2397.0,9424.0,13004.0,0,8532.0,1.0,8531.0,-7325.0,7985.0,-29.0,9163.0,143.0,9306.0,22310.0,
09/30/2011,22801.0,1089.0,1021.0,68,2732.0,2732.0,0.0,828.0,,,,,612.0,0.0,,,571.0,5261.0,1057.0,2573.0,-1516.0,0.0,,16483.0,11456.0,11064.0,392.0,5027.0,17540.0,,1579.0,386.0,0.0,0.0,1193.0,23.0,0.0,,,23.0,2340.0,0.0,0.0,123.0,2149.0,3942.0,7342.0,7342.0,,,2732.0,0.0,441.0,2168.0,10074.0,14016.0,0,8615.0,1.0,8614.0,-8225.0,8418.0,-164.0,8644.0,141.0,8785.0,22801.0,
12/31/2011,22903.0,1220.0,1147.0,73,3100.0,3100.0,0.0,858.0,,,,,221.0,,,,184.0,5399.0,1049.0,,,0.0,,16455.0,11422.0,11049.0,373.0,5033.0,17504.0,,1433.0,316.0,,,1117.0,773.0,0.0,,,773.0,2876.0,,,59.0,2671.0,5082.0,7017.0,7017.0,,,2653.0,,,2594.0,9670.0,14752.0,0,8651.0,1.0,8650.0,-8925.0,8492.0,-204.0,8014.0,137.0,8151.0,22903.0,
03/31/2012,22427.0,1222.0,1135.0,87,2638.0,2638.0,0.0,841.0,,,,,266.0,,,12.0,231.0,4967.0,1048.0,,,0.0,,16412.0,11397.0,11041.0,356.0,5003.0,17460.0,,1249.0,313.0,,,936.0,21.0,0.0,,,21.0,2893.0,,,0.0,2676.0,4163.0,7757.0,7757.0,,,2564.0,,,2564.0,10321.0,14484.0,0,8674.0,1.0,8673.0,-9625.0,8947.0,-193.0,7803.0,140.0,7943.0,22427.0,
06/30/2012,21958.0,858.0,774.0,84,2582.0,2582.0,0.0,817.0,,,,,254.0,,,73.0,207.0,4511.0,1045.0,,,0.0,,16402.0,11370.0,11031.0,339.0,4959.0,17447.0,,1189.0,295.0,,,894.0,17.0,0.0,,,17.0,2510.0,,,0.0,2273.0,3716.0,8147.0,8147.0,,,2477.0,,,2477.0,10624.0,14340.0,0,8699.0,1.0,8698.0,-10325.0,9336.0,-232.0,7478.0,140.0,7618.0,21958.0,
09/30/2012,22250.0,932.0,848.0,84,2533.0,2533.0,0.0,832.0,,,,,556.0,0.0,,,488.0,4853.0,1068.0,2649.0,-1581.0,0.0,,16329.0,11373.0,11045.0,328.0,4956.0,17397.0,,1198.0,255.0,,,943.0,18.0,0.0,,,18.0,2614.0,0.0,0.0,5.0,2383.0,3830.0,8131.0,8131.0,,,2671.0,0.0,563.0,2103.0,10802.0,14632.0,0,8917.0,1.0,8916.0,-11025.0,9820.0,-264.0,7448.0,170.0,7618.0,22250.0,
12/31/2012,21897.0,746.0,671.0,75,2602.0,2602.0,0.0,797.0,,,,,478.0,,,,410.0,4623.0,1046.0,,,0.0,,16228.0,11389.0,11067.0,322.0,4839.0,17274.0,,1106.0,193.0,,,913.0,18.0,0.0,,,18.0,2598.0,,,70.0,2386.0,3722.0,8371.0,8371.0,,,2473.0,,,2403.0,10844.0,14566.0,0,8997.0,0.7767,8996.2233,-11725.0,10149.0,-256.0,7165.0,166.0,7331.0,21897.0,
03/31/2013,22438.0,1346.0,1260.0,86,2545.0,2545.0,0.0,755.0,,,,,648.0,,,,601.0,5294.0,1023.0,,,0.0,,16121.0,11353.0,11048.0,305.0,4768.0,17144.0,,1075.0,220.0,,,855.0,18.0,0.0,,,18.0,2437.0,,,465.0,2188.0,3530.0,8915.0,8915.0,,,2951.0,,,2486.0,11866.0,15396.0,0,9127.0,0.7788,9126.2212,-12425.0,10488.0,-301.0,6889.0,153.0,7042.0,22438.0,
06/30/2013,22464.0,1231.0,1144.0,87,2904.0,2904.0,0.0,794.0,,,,,479.0,,,,433.0,5408.0,1013.0,,,0.0,,16043.0,11354.0,11061.0,293.0,4689.0,17056.0,,1180.0,229.0,,,951.0,20.0,0.0,,,20.0,2569.0,,,502.0,2328.0,3769.0,8893.0,8893.0,,,2817.0,,,2315.0,11710.0,15479.0,0,9229.0,0.7808,9228.2192,-13125.0,10986.0,-276.0,6814.0,171.0,6985.0,22464.0,
09/30/2013,23829.0,2492.0,2403.0,89,2987.0,2987.0,0.0,770.0,,,,,477.0,0.0,,45.0,419.0,6726.0,1040.0,2729.0,-1689.0,0.0,,16063.0,11358.0,11079.0,279.0,4660.0,17103.0,,1390.0,316.0,0.0,0.0,1074.0,18.0,0.0,,,18.0,2382.0,0.0,0.0,649.0,2150.0,3790.0,11867.0,11867.0,,,2782.0,0.0,255.0,1878.0,14649.0,18439.0,0,9490.0,0.7856,9489.2144,-15825.0,11629.0,-101.0,5193.0,197.0,5390.0,23829.0,
12/31/2013,22778.0,1514.0,1417.0,97,2916.0,2916.0,0.0,728.0,,,,,289.0,,,,229.0,5447.0,1025.0,,,0.0,,16306.0,11358.0,11092.0,266.0,4948.0,17331.0,,1031.0,242.0,,,789.0,18.0,0.0,,,18.0,2174.0,,,621.0,1956.0,3223.0,11868.0,11868.0,,,2682.0,,,2061.0,14550.0,17773.0,0,9513.0,0.7861,9512.2139,-16675.0,12040.0,-76.0,4802.0,203.0,5005.0,22778.0,
03/31/2014,23862.0,2684.0,2580.0,104,2674.0,2674.0,0.0,717.0,,,,,521.0,,,,461.0,6596.0,1011.0,,,0.0,,16255.0,11354.0,11096.0,258.0,4901.0,17266.0,,1133.0,341.0,,,792.0,618.0,0.0,,,618.0,2163.0,,,562.0,1947.0,3914.0,12761.0,12761.0,,,2556.0,,,1994.0,15317.0,19231.0,0,9607.0,0.7881,9606.2119,-17525.0,12410.0,-68.0,4424.0,207.0,4631.0,23862.0,
06/30/2014,22948.0,1693.0,1585.0,108,2958.0,2958.0,0.0,690.0,,,,,363.0,,,,299.0,5704.0,998.0,,,0.0,,16246.0,11323.0,11081.0,242.0,4923.0,17244.0,,1186.0,337.0,,,849.0,20.0,0.0,,,20.0,2177.0,,,472.0,1934.0,3383.0,12758.0,12758.0,,,2407.0,,,1935.0,15165.0,18548.0,0,9724.0,0.7909,9723.2091,-18375.0,12878.0,-76.0,4151.0,249.0,4400.0,22948.0,
09/30/2014,23047.0,1107.0,1000.0,107,3066.0,3066.0,0.0,846.0,,,,,233.0,0.0,,105.0,225.0,5252.0,1016.0,2801.0,-1785.0,0.0,,16779.0,11934.0,11535.0,399.0,4740.0,17795.0,,1444.0,475.0,0.0,0.0,969.0,18.0,0.0,,,18.0,2473.0,0.0,0.0,266.0,2082.0,3935.0,12681.0,12681.0,,,2468.0,0.0,404.0,1798.0,15149.0,19084.0,0,9772.0,0.7912,9771.2088,-19225.0,13465.0,-293.0,3719.0,244.0,3963.0,23047.0,
12/31/2014,23416.0,1291.0,1185.0,106,3024.0,3024.0,0.0,870.0,,,,,285.0,,,,285.0,5470.0,976.0,,,0.0,,16970.0,11867.0,11495.0,372.0,5103.0,17946.0,,1080.0,370.0,,,710.0,617.0,0.0,,,617.0,2342.0,,,527.0,2089.0,4039.0,13146.0,13146.0,,,2647.0,,,2120.0,15793.0,19832.0,0,9914.0,0.7944,9913.2056,-19975.0,13828.0,-415.0,3352.0,232.0,3584.0,23416.0,
03/31/2015,21757.0,421.0,306.0,115,2758.0,2758.0,0.0,787.0,,,,,417.0,,,,417.0,4383.0,949.0,,,0.0,,16425.0,11780.0,11429.0,351.0,4645.0,17374.0,,1086.0,359.0,,,727.0,17.0,0.0,,,17.0,2464.0,,,369.0,2182.0,3567.0,13213.0,13213.0,,,2461.0,,,2092.0,15674.0,19241.0,0,9961.0,0.7951,9960.2049,-20725.0,13638.0,-571.0,2303.0,213.0,2516.0,21757.0,
06/30/2015,22095.0,537.0,421.0,116,2720.0,2720.0,0.0,841.0,,,,,317.0,,,,317.0,4415.0,937.0,,,0.0,,16743.0,11828.0,11472.0,356.0,4915.0,17680.0,,1042.0,331.0,,,711.0,267.0,0.0,,,267.0,2521.0,,,365.0,2255.0,3830.0,12816.0,12816.0,,,2303.0,,,1938.0,15119.0,18949.0,0,9981.0,0.7959,9980.2041,-20725.0,14071.0,-455.0,2872.0,274.0,3146.0,22095.0,
09/30/2015,22143.0,606.0,506.0,100,2807.0,2807.0,0.0,786.0,,,,,379.0,0.0,,51.0,379.0,4578.0,947.0,2815.0,-1868.0,0.0,,16618.0,11796.0,11456.0,340.0,4771.0,17565.0,,1254.0,506.0,0.0,0.0,748.0,18.0,0.0,,,18.0,2581.0,0.0,0.0,150.0,2090.0,3853.0,12267.0,12267.0,,,2205.0,0.0,444.0,1611.0,14472.0,18325.0,0,10017.0,0.7474,10016.2526,-20725.0,14780.0,-534.0,3538.0,280.0,3818.0,22143.0,
12/31/2015,22362.0,433.0,327.0,106,3012.0,3012.0,0.0,808.0,,,,,446.0,,,,446.0,4699.0,903.0,,,0.0,,16760.0,11762.0,11434.0,328.0,4998.0,17663.0,,907.0,289.0,,,618.0,1073.0,0.0,,,1073.0,2488.0,,,448.0,2020.0,4468.0,11494.0,11494.0,,,2413.0,,,1965.0,13907.0,18375.0,0,10051.0,0.7962,10050.2038,-20825.0,15049.0,-577.0,3698.0,289.0,3987.0,22362.0,
03/31/2016,22565.0,588.0,480.0,108,2784.0,2784.0,0.0,806.0,,,,,556.0,,,,556.0,4734.0,879.0,,,0.0,,16952.0,11769.0,11436.0,333.0,5183.0,17831.0,,1022.0,343.0,,,679.0,1033.0,0.0,,,1033.0,2415.0,,,531.0,1995.0,4470.0,11496.0,11496.0,,,2431.0,,,1900.0,13927.0,18397.0,0,10073.0,0.7963,10072.2037,-20825.0,15192.0,-551.0,3889.0,279.0,4168.0,22565.0,
06/30/2016,22605.0,303.0,192.0,111,2973.0,2973.0,0.0,829.0,,,,,504.0,,,,504.0,4609.0,852.0,,,0.0,,17144.0,11737.0,11411.0,326.0,5407.0,17996.0,,979.0,277.0,,,702.0,1369.0,0.0,,,1369.0,2287.0,,,632.0,1855.0,4635.0,10996.0,10996.0,,,2619.0,,,1987.0,13615.0,18250.0,0,10059.0,0.7963,10058.2037,-20804.0,15467.0,-630.0,4092.0,263.0,4355.0,22605.0,
09/30/2016,22508.0,493.0,379.0,114,2712.0,2712.0,0.0,844.0,,,,,473.0,0.0,,43.0,473.0,4522.0,932.0,2833.0,-1901.0,0.0,,17054.0,11715.0,11400.0,315.0,5296.0,17986.0,,1226.0,453.0,,,773.0,17.0,0.0,,,17.0,2429.0,0.0,0.0,381.0,1997.0,3672.0,11896.0,11896.0,,,2399.0,0.0,504.0,1514.0,14295.0,17967.0,0,10139.0,0.7964,10138.2036,-20798.0,15628.0,-692.0,4277.0,264.0,4541.0,22508.0,
12/31/2016,23312.0,561.0,443.0,118,3125.0,3125.0,0.0,908.0,,,,,395.0,,,,395.0,4989.0,976.0,,,0.0,,17347.0,11930.0,11586.0,344.0,5417.0,18323.0,,1129.0,375.0,,,754.0,517.0,0.0,,,517.0,2559.0,,,377.0,2192.0,4205.0,11783.0,11783.0,,,2615.0,,,2238.0,14398.0,18603.0,0,10136.0,0.7961,10135.2039,-20796.0,15945.0,-827.0,4458.0,251.0,4709.0,23312.0,
03/31/2017,23342.0,671.0,671.0,0,3031.0,3031.0,0.0,918.0,,,,,508.0,,,,508.0,5128.0,964.0,,,0.0,,17250.0,11934.0,11609.0,325.0,5316.0,18214.0,,1138.0,347.0,,,791.0,18.0,0.0,,,18.0,2404.0,,,292.0,2015.0,3560.0,12171.0,12171.0,,,2628.0,,,2336.0,14799.0,18359.0,0,10143.0,0.7962,10142.2038,-20635.0,15987.0,-761.0,4734.0,249.0,4983.0,23342.0,
