Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,29.634998,,,,,,,,,,,,,5.155,,5.155,,,,,0.08,0.08,66.074997,0.08,0.08,0.08,66.074997,
03/31/1990,30.67,-15.358,15.312,-12.183,3.129,,,4.267,7.396,-1.6,5.796,-33.754002,0.4,-27.558001,0.0,-27.558001,,,6.196,,0.09,-0.38,72.334,0.09,0.09,-0.38,72.334,
06/30/1990,36.077999,-18.862,17.216,-14.04,3.175997,,,2.197,5.372998,-1.667,3.705997,0.0,0.972,4.677998,0.0,4.677998,,,4.677997,,0.06,0.06,76.190994,0.06,0.06,0.06,76.190994,
09/30/1990,36.970997,-21.444,15.526997,-15.545,-0.018003,,,1.239,1.220997,0.973,2.193997,0.0,1.409,3.602998,0.0,3.602998,,,3.602997,,0.05,0.05,76.223999,0.05,0.05,0.05,76.223999,
12/31/1990,39.039997,-21.236,17.803997,-18.715,-0.911005,-6.789,2.368,5.398,0.065995,-0.24,-0.174005,0.0,1.74,1.565995,0.0,1.565995,,,1.565995,0.02,0.02,0.02,76.221992,0.02,0.02,0.02,76.221992,
03/31/1991,31.617001,-17.417999,14.199001,-9.827,4.372,,,0.211,4.583,-1.602,2.981,,1.774,4.755,,4.755,,,4.755,,0.06,0.06,76.266998,0.06,0.06,0.06,76.266998,
06/30/1991,45.157001,-29.931999,15.225002,-13.267,1.958,,,0.859,2.817,-1.567,1.25,,0.819,2.069,,2.069,,,2.069,,0.03,0.03,80.514999,0.03,0.03,0.03,80.514999,
09/30/1991,39.93,-29.26,10.67,-14.644,-3.974,,,-4.31,-8.284,-0.503,-8.787,,0.792,-7.995,,-7.995,,,-7.995,,-0.09,-0.09,84.750999,-0.09,-0.09,-0.09,84.750999,
12/31/1991,53.537998,-40.914001,12.623997,-15.805,-3.181,-2.29,-0.724,1.554,-4.641,2.654,-1.987,0.0,1.984,-0.003,0.0,-0.003,,,-0.003,0.0,0.0,0.0,79.801003,0.0,0.0,0.0,79.801003,
03/31/1992,44.205002,-35.345001,8.860001,-10.672,-1.812,,,0.255,-1.557,1.158,-0.399,,0.152,-0.247,,-0.247,,,-0.247,,0.0,0.0,79.825996,0.0,0.0,0.0,79.825996,
06/30/1992,43.320999,-36.932999,6.388,-9.926,-3.538,,,0.934,-2.604,-3.164,-5.768,,-0.097,-5.865,,-5.865,,,-5.865,,-0.07,-0.07,79.875999,-0.07,-0.07,-0.07,79.875999,
09/30/1992,42.959999,-41.124001,1.835999,-9.227,-7.391,,,-34.57,-41.960999,9.28,-32.681,,-0.185,-32.866001,,-32.866001,,,-32.866,,-0.41,-0.41,79.957001,-0.41,-0.41,-0.41,79.957001,
12/31/1992,51.317001,-42.591999,8.725002,-8.679,0.046,-1.375,0.76,0.691,0.122,4.967,5.089,-1.462,-1.052,2.575,0.0,2.575,,,4.037,0.04,0.04,0.02,80.011559,0.04,0.04,0.02,80.011559,
03/31/1993,53.944996,-48.762001,5.182995,-7.171,-1.988,-0.989,0.0,-1.429,-4.406,3.253,-1.153,0.0,-2.012,-3.165,0.0,-3.165,,,-3.165,,-0.04,-0.04,80.015991,-0.04,-0.04,-0.04,80.015991,
06/30/1993,40.518002,-36.511002,4.007,-8.974,-4.967,-2.553,0.0,1.734,-5.786,2.869,-2.917,0.0,0.328,-2.589,0.0,-2.589,,,-2.589,,-0.03,-0.03,80.061996,-0.03,-0.03,-0.03,80.061996,
09/30/1993,50.023998,-41.488998,8.535,-7.05,1.485,-2.388,0.0,6.814,5.911,-2.495,3.416,0.0,-1.62,1.796,0.0,1.796,,,1.796,,0.0,1e-06,80.189003,0.0,0.0,1e-06,80.189003,
12/31/1993,48.928005,-43.113998,5.814007,-6.078,-0.264,-2.476,0.0,3.236,0.496,0.462,0.958,0.0,-2.761,-1.803,-3.738,-5.541,,,-5.541,-0.07,-0.07,-0.07,80.247002,-0.07,-0.07,-0.07,80.247002,
03/31/1994,50.917,-36.198002,14.718998,-7.537,7.182,-2.298,0.0,1.485,6.369,-2.029,4.34,0.0,-1.492,2.848,-1.869,0.979,,,0.979,,0.01,0.01,85.693001,0.01,0.01,0.01,85.693001,
06/30/1994,57.035999,-42.943001,14.092999,-8.065,6.028,-2.44,0.0,0.848,4.436,-0.224,4.212,0.0,-1.128,3.084,-1.869,1.215,,,1.215,,0.01,0.01,86.008003,0.01,0.01,0.01,86.008003,
09/30/1994,55.827,-44.606998,11.220001,-9.364,1.856,-2.565,0.0,1.621,0.912,1.155,2.067,0.0,-0.616,1.451,-1.868,-0.417,,,-0.417,,-0.01,-0.01,85.788002,-0.01,-0.01,-0.01,85.788002,
12/31/1994,65.889999,-51.798,14.091999,-9.216,4.876,-0.066,0.0,-0.049,4.761,-1.421,3.34,0.0,-1.151,2.189,-1.869,0.32,,,0.32,0.03,0.03,0.03,86.329002,0.03,0.03,0.03,86.329002,
03/31/1995,97.250999,-67.336998,29.914001,-8.971,20.943001,-1.804,0.0,4.353,23.492001,-10.758,12.734,0.0,-0.563,12.171,-1.869,10.302,,,10.302001,,0.05,0.05,233.059006,0.05,0.05,0.05,233.059006,
06/30/1995,122.342003,-89.029999,33.312004,-11.25,22.062,-1.58,0.0,5.325,25.807,-8.611,17.195999,0.0,-2.463,14.733,-1.869,12.864,,,12.864,,0.05,0.05,234.235992,0.05,0.05,0.05,234.235992,
09/30/1995,75.170998,-63.978001,11.192997,-13.831,-2.638,-2.076,0.0,2.857,-1.857,3.635,1.778,0.0,-0.742,1.036,-1.869,-0.833,,,-0.833,,0.0,0.0,229.031006,0.0,0.0,0.0,229.031006,
12/31/1995,106.435997,-94.555,11.880997,-6.248,5.633,-2.14,-0.4,-2.535,0.558,3.534,4.092,0.0,-2.332,1.76,-1.893,-0.133,,,-0.133,0.0,0.0,0.0,229.100006,0.0,0.0,0.0,229.100006,
03/31/1996,105.0,-79.800003,25.199997,-13.1,12.1,-1.7,0.0,0.9,11.3,-7.7,3.6,0.0,1.4,5.0,-1.9,3.1,,,3.100001,-0.02,0.01,0.01,234.699997,-0.02,0.01,0.01,234.699997,
06/30/1996,120.400002,-95.099998,25.300003,-10.7,14.6,-1.6,0.0,2.1,15.1,-10.3,4.8,0.0,0.3,5.1,-1.9,3.2,,,3.2,-0.07,0.01,0.01,234.800003,-0.07,0.01,0.01,234.800003,
09/30/1996,90.957001,-75.783997,15.173004,-13.645,1.528,-2.888,0.0,-51.896,-53.256,-4.119,-57.375,0.0,10.235,-47.139999,-1.869,-49.008999,,,-49.009,-0.06,-0.21,-0.21,229.871994,-0.06,-0.21,-0.21,229.871994,
12/31/1996,107.684998,-102.194,5.490998,-11.682,-6.191,-0.767,-2.2,-5.583,-14.741,-26.93,-41.671001,0.0,4.101,-37.57,-1.894,-39.464,6.89079,,-32.57321,-0.14,-0.17,-0.17,229.692993,-0.14,-0.17,-0.17,229.692993,
03/31/1997,76.5,-68.099998,8.400002,-9.8,-1.4,-1.9,,-1.1,-4.4,-3.7,-8.1,-3.7,0.0,-11.8,-1.9,-13.7,2.7,0.0,-7.3,-0.03,-0.04,-0.06,229.651993,-0.03,-0.04,-0.06,229.651993,
06/30/1997,91.199997,-74.900002,16.299995,-9.8,6.5,-2.6,,3.3,7.2,-7.6,-0.4,0.0,-1.8,-2.2,-1.9,-4.1,,,-4.1,-0.02,-0.02,-0.02,229.703995,-0.02,-0.02,-0.02,229.703995,
09/30/1997,90.199997,-81.099998,9.099998,-8.6,0.5,-3.0,,2.6,0.1,24.299999,24.4,0.0,-0.3,24.1,-1.9,22.2,-23.6,0.0,-1.400001,-0.01,0.1,0.1,229.699997,-0.02,0.09,0.09,234.600006,
12/31/1997,87.0,-83.0,4.0,-10.2,-6.2,-6.4,,-3.8,-16.4,-2.3,-18.700001,0.0,-0.2,-18.9,-1.8,-20.7,,,-20.7,-0.09,-0.09,-0.09,229.800003,-0.09,-0.09,-0.09,229.800003,
03/31/1998,78.900002,-66.599998,12.300003,-9.0,3.3,-4.8,0.5,1.3,0.3,-1.6,-1.3,0.0,-0.3,-1.6,-1.9,-3.5,,,-3.5,-0.02,-0.02,-0.02,229.800003,-0.02,-0.02,-0.02,229.796997,
06/30/1998,68.300003,-59.299999,9.000004,-11.2,-2.2,-4.6,-5.9,2.399963,-10.300037,2.0,-8.3,0.0,-1.0,-9.3,-1.8,-11.1,,,-11.100037,-0.05,-0.05,-0.05,229.800003,-0.05,-0.05,-0.05,229.800003,
09/30/1998,70.0,-59.099998,10.900002,-7.2,3.7,-4.5,-7.2,0.7,-7.3,-0.4,-7.7,0.0,0.0,-7.7,-1.9,-9.6,,,-9.6,-0.04,-0.04,-0.04,229.800003,-0.04,-0.04,-0.04,229.800003,
12/31/1998,59.400002,-57.900002,1.5,-11.5,-10.0,-3.9,,-195.800003,-209.700003,-13.8,-223.5,0.0,0.8,-222.699997,-1.9,-224.599997,216.800003,0.0,-7.8,-0.04,-0.98,-0.98,229.800003,-0.04,-0.98,-0.98,229.800003,
03/31/1999,53.799999,-50.299999,3.5,-7.3,-3.8,-3.7,3.1,-10.1,-14.5,1.9,-12.6,0.0,0.0,-12.6,-1.9,-14.5,10.4,,-4.100001,-0.01,-0.06,-0.06,229.800003,-0.01,-0.06,-0.06,229.800003,
06/30/1999,53.400002,-51.5,1.900002,-9.3,-7.4,-3.8,3.7,-7.6,-15.1,0.1,-15.0,0.0,-0.4,-15.4,-1.8,-17.2,9.5,,-7.7,-0.03,-0.07,-0.07,229.800003,-0.03,-0.07,-0.07,229.800003,
09/30/1999,54.599998,-52.400002,2.199997,-8.4,-6.2,-3.7,0.1,-7.2,-17.0,-1.1,-18.1,0.0,0.0,-18.1,-1.9,-20.0,9.5,,-10.5,-0.05,-0.09,-0.09,229.899994,-0.05,-0.09,-0.09,229.899994,
12/31/1999,66.400002,-59.900002,6.5,-6.3,0.2,-3.9,1.3,-70.5,-72.9,-8.3,-81.199997,0.0,1.2,-80.0,-1.9,-81.9,69.199997,,-12.700003,-0.06,-0.36,-0.36,229.899994,-0.06,-0.36,-0.36,229.899994,
03/31/2000,62.5,-56.900002,5.599998,-6.9,-1.3,-3.8,0.5,1.4,-3.2,1.6,-1.6,0.0,0.0,-1.6,-1.9,-3.5,,,-3.5,-0.02,-0.02,-0.02,229.899994,-0.02,-0.02,-0.02,229.899994,
06/30/2000,59.200001,-51.400002,7.799999,-6.4,1.4,-3.7,-4.4,0.2,-6.5,-1.5,-8.0,0.0,0.6,-7.4,-1.8,-9.2,,,-9.2,-0.04,-0.04,-0.04,229.899994,-0.04,-0.04,-0.04,229.899994,
09/30/2000,57.400002,-52.0,5.400002,-6.0,-0.6,-3.7,-2.7,-6.1,-13.1,-1.4,-14.5,0.0,0.2,-14.3,-1.9,-16.2,7.3,,-8.9,-0.03,-0.07,-0.07,229.899994,-0.03,-0.07,-0.07,229.899994,
