Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2007,5032.9,111.2,111.2,0.0,1303.9,1303.9,,198.4,,,,,131.3,,,,,,1744.8,198.5,,,0.0,3089.6,3048.5,2688.0,360.5,41.1,3288.1,,570.2,570.2,,,,220.1,,,,,1544.7,,,1544.7,2335.0,1700.3,,,,310.2,,,,,,310.2,2010.5,4345.5,0.0,541.3,,,-2172.4,2303.5,15.0,687.4,0.0,687.4,5032.9,
09/30/2007,4984.0,96.0,96.0,0.0,1308.4,1308.4,,158.8,,,,,132.9,,,,,,1696.1,203.9,,,0.0,3084.0,3040.4,2689.5,350.9,43.6,3287.9,,547.2,547.2,,,,240.1,,,,,1605.0,,,1605.0,2392.3,1740.3,,,,314.0,,,,,,314.0,2054.3,4446.6,0.0,553.6,,,-2482.0,2446.4,19.4,537.4,0.0,537.4,4984.0,
12/31/2007,5256.4,434.7,434.7,0.0,1184.6,1184.6,,166.1,,,,,182.4,,,,,,1967.8,215.5,483.9,-268.4,0.0,3073.1,3037.3,2695.3,342.0,35.8,3288.6,,517.3,517.3,,,,260.1,,,,,1697.6,,,1697.6,2475.0,1760.3,,,,324.7,,,,,,324.7,2085.0,4560.0,0.0,567.7,,,-2477.1,2584.9,20.9,696.4,0.0,696.4,5256.4,
03/31/2008,5347.5,511.9,511.9,0.0,1222.1,1222.1,,166.5,,,,,174.2,,,,,,2074.7,210.1,,,0.0,3062.7,3026.7,2694.2,332.5,36.0,3272.8,,532.0,532.0,,,,280.1,,,,,1752.7,,,1752.7,2564.8,1680.3,,,,325.2,,,,,,325.2,2005.5,4570.3,0.0,584.6,,,-2587.3,2762.1,17.8,777.2,0.0,777.2,5347.5,
06/30/2008,5080.5,315.8,315.8,0.0,1185.9,1185.9,,168.3,,,,,142.8,,,,,,1812.8,211.8,,,0.0,3055.9,3017.5,2694.0,323.5,38.4,3267.7,,508.5,508.5,,,,300.1,,,,,1710.9,,,1710.9,2519.5,1600.3,,,,332.9,,,,,,332.9,1933.2,4452.7,0.0,606.2,,,-2949.1,2952.2,18.5,627.8,0.0,627.8,5080.5,
09/30/2008,5299.3,227.1,227.1,0.0,1228.3,1228.3,,158.6,,,,,183.0,,,,,,1797.0,216.9,,,0.0,3285.4,3248.6,2905.8,342.8,36.8,3502.3,,541.4,541.4,,,,320.1,,,,,1690.8,,,1690.8,2552.3,1520.3,,,,361.2,,,,,,361.2,1881.5,4433.8,0.0,630.4,,,-2936.0,3154.2,16.9,865.5,0.0,865.5,5299.3,
12/31/2008,5509.2,530.7,530.7,0.0,1155.9,1155.9,,203.0,,,,,154.2,,,,,,2043.8,222.2,544.7,-322.5,0.0,3243.2,3213.7,2881.1,332.6,29.5,3465.4,,496.4,496.4,,,,420.0,,,,,1805.3,,,1805.3,2721.7,1340.3,,,,369.0,,,,,,369.0,1709.3,4431.0,0.0,644.0,,,-2933.0,3361.0,6.2,1078.2,0.0,1078.2,5509.2,
03/31/2009,5708.7,725.0,725.0,0.0,1200.8,1200.8,0.0,180.1,,,,,150.9,,,120.3,,30.6,2256.8,219.6,,,0.0,3232.3,3203.9,2880.9,323.0,28.4,3451.9,,2346.2,490.9,,,1855.3,520.1,0.0,,,520.1,4.9,,,0.0,2871.2,1160.3,1160.3,,,377.2,,,,,,377.2,1537.5,4408.7,0.0,648.9,3.2,645.7,-2929.2,3575.4,4.9,1300.0,0.0,1300.0,5708.7,
06/30/2009,9804.1,4863.0,3661.0,1202.0,1148.1,1148.1,0.0,180.2,,,,,150.4,,,119.7,,30.7,6341.7,222.0,,,0.0,3240.4,3209.4,2882.4,327.0,31.0,3462.4,,2238.8,480.4,,,1758.4,620.0,0.0,,,620.0,6.9,,,0.0,2865.7,3471.9,3471.9,,,382.3,,,,,,382.3,3854.2,6719.9,0.0,2232.0,3.5,2228.5,-2925.4,3767.7,9.9,3084.2,0.0,3084.2,9804.1,
09/30/2009,10229.1,5145.1,3942.4,1202.7,1249.8,1249.8,0.0,184.2,,,,,163.9,,,126.2,,37.7,6743.0,265.7,,,0.0,3220.4,3187.5,2870.3,317.2,32.9,3486.1,,2510.2,585.1,,,1925.1,540.1,0.0,,,540.1,5.6,,,0.0,3055.9,3472.2,3472.2,,,393.5,,,,,,393.5,3865.7,6921.6,0.0,2247.5,3.5,2244.0,-2919.5,3965.3,14.2,3307.5,0.0,3307.5,10229.1,
12/31/2009,11931.2,1070.4,1070.4,0.0,2516.4,2516.4,0.0,313.0,,,,,243.7,,0.0,135.0,,103.3,4143.5,347.1,704.7,-357.6,0.0,7440.6,7377.9,5497.1,1880.8,31.7,7787.7,,4106.3,706.4,0.0,0.0,3399.9,1340.1,0.0,0.0,0.0,1340.1,10.4,0.0,0.0,0.0,5456.8,2492.5,2492.5,0.0,0.0,430.1,0.0,0.0,0.0,0.0,361.6,68.5,2922.6,8379.4,0.0,2263.5,3.5,2260.0,-2914.4,4188.6,14.1,3551.8,0.0,3551.8,11931.2,
03/31/2010,11798.9,1443.1,1443.1,0.0,2121.3,2121.3,0.0,297.0,,,,,178.2,,,141.0,,37.2,4039.6,362.9,,,0.0,7396.4,7363.9,5521.4,1842.5,32.5,7759.3,,4029.4,736.8,,,3292.6,1160.1,0.0,,,1160.1,0.0,,,0.0,5189.5,2492.8,2492.8,,,469.6,,,,,,469.6,2962.4,8151.9,0.0,2286.5,3.5,2283.0,-3106.3,4448.8,18.0,3647.0,0.0,3647.0,11798.9,
06/30/2010,11483.6,1631.2,1631.2,0.0,1685.3,1685.3,0.0,302.4,,,,,188.5,,,125.1,,59.5,3807.4,351.9,,,0.0,7324.3,7291.0,5490.3,1800.7,31.7,7676.2,,3886.5,723.7,,,3162.8,980.1,0.0,,,980.1,2.5,,,0.0,4869.1,2493.1,2493.1,,,474.6,,,,,,474.6,2967.7,7836.8,0.0,2305.0,6.9,2298.1,-3412.8,4738.7,15.9,3646.8,0.0,3646.8,11483.6,
09/30/2010,10194.7,267.5,267.5,0.0,1795.5,1795.5,,315.8,,,,,175.2,,,119.2,,56.0,2554.0,353.7,,,,7287.0,7255.2,5490.7,1764.5,31.8,7640.7,,3966.5,686.1,,,3280.4,0.1,0.0,,,0.1,0.0,,,0.0,3966.6,2493.4,2493.4,,,514.7,,,,,,514.7,3008.1,6974.7,,2321.2,6.9,2314.3,-4158.8,5040.2,17.4,3220.0,,3220.0,10194.7,
12/31/2010,10557.8,523.7,523.7,0.0,1720.9,1720.9,0.0,382.4,,,,,314.3,,0.0,86.0,,228.3,2941.3,372.7,797.7,-425.0,0.0,7243.8,7211.2,5486.2,1725.0,32.6,7616.5,,3917.1,656.7,0.0,0.0,3260.4,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,3917.2,2493.7,2493.7,0.0,0.0,540.3,0.0,,,,448.9,91.4,3034.0,6951.2,,2361.3,6.9,2354.4,-4144.3,5369.8,19.8,3606.6,,3606.6,10557.8,
03/31/2011,10708.1,766.1,766.1,0.0,1907.0,1907.0,0.0,325.5,,,,,149.6,,,49.5,,100.1,3148.2,359.1,,,0.0,7200.8,7172.2,5486.9,1685.3,28.6,7559.9,,3710.8,673.8,,,3037.0,0.1,0.0,,,0.1,0.0,,,0.0,3710.9,2494.0,2494.0,,,540.0,,,,,,540.0,3034.0,6744.9,0.0,2377.9,6.9,2371.0,-4132.1,5696.3,21.1,3963.2,0.0,3963.2,10708.1,
06/30/2011,10237.9,291.0,291.0,0.0,1939.4,1939.4,0.0,331.6,,,,,134.5,,,43.3,,91.2,2696.5,369.8,,,0.0,7171.6,7143.0,5486.8,1656.2,28.6,7541.4,,3763.7,745.6,,,3018.1,999.8,0.0,,,999.8,0.0,,,0.0,4763.5,3088.7,3088.7,,,557.7,,,,,,557.7,3646.4,8409.9,0.0,2413.7,6.9,2406.8,-6636.9,6030.5,20.7,1828.0,0.0,1828.0,10237.9,
09/30/2011,10871.7,1062.6,1062.6,0.0,1770.7,1770.7,0.0,340.2,,,,,132.9,,,45.0,,87.9,3306.4,388.8,,,0.0,7176.5,7151.2,5485.4,1665.8,25.3,7565.3,,4143.8,744.3,,,3399.5,999.9,0.0,,,999.9,0.0,,,0.0,5143.7,2989.3,2989.3,,,574.0,,,,,,574.0,3563.3,8707.0,0.0,2429.4,6.9,2422.5,-6635.5,6355.2,15.6,2164.7,0.0,2164.7,10871.7,
12/31/2011,15607.0,5620.1,5620.1,0.0,1915.7,1915.7,0.0,374.4,,,,,147.8,84.2,0.0,45.8,0.0,17.8,8058.0,416.2,899.1,-482.9,0.0,7132.8,7106.6,5485.7,1620.9,26.2,7549.0,,4458.2,928.1,0.0,0.0,3530.1,999.9,0.0,0.0,0.0,999.9,0.0,0.0,0.0,0.0,5458.1,7076.4,7076.4,0.0,0.0,597.2,0.0,0.0,0.0,0.0,546.5,50.7,7673.6,13131.7,0.0,2445.1,6.9,2438.2,-6634.0,6645.6,17.0,2473.7,1.6,2475.3,15607.0,
03/31/2012,19608.2,9577.7,9577.7,0.0,2008.4,2008.4,0.0,385.4,,,,,132.6,50.4,,52.2,,30.0,12104.1,405.5,,,0.0,7098.6,7073.5,5486.3,1587.2,25.1,7504.1,,4667.3,1117.8,,,3549.5,1000.0,0.0,,,1000.0,0.0,,,0.0,5667.3,10537.1,10537.1,,,628.3,,,,,,628.3,11165.4,16832.7,0.0,2464.3,6.9,2457.4,-6620.8,6913.4,18.6,2775.5,,2775.5,19608.2,
06/30/2012,58058.5,1420.0,1420.0,0.0,5997.8,5997.8,0.0,1423.8,,,,,819.7,454.9,,335.9,,28.9,9661.3,1768.5,2359.7,-591.2,0.0,46628.7,46562.0,29358.6,17203.4,66.7,48397.2,,10914.5,2020.5,,,8894.0,1929.3,1039.6,,,889.7,0.0,,,0.0,12843.8,16312.3,16312.3,,,6774.1,,,,,,6774.1,23086.4,35930.2,0.0,20926.2,8.1,20918.1,0.0,1194.0,8.1,22128.3,,22128.3,58058.5,
09/30/2012,57307.7,1248.4,1248.4,0.0,5720.3,5720.3,0.0,1561.4,,,,,902.4,437.8,,417.3,,47.3,9432.5,1710.2,2383.0,-672.8,0.0,46165.0,46103.4,29367.5,16735.9,61.6,47875.2,,10814.3,2139.4,,,8674.9,978.6,40.0,,,938.6,0.0,,,0.0,11792.9,16146.3,16146.3,,,6623.6,,,,,,6623.6,22769.9,34562.8,,21164.2,8.1,21156.1,0.0,1564.1,16.6,22744.9,,22744.9,57307.7,
12/31/2012,58111.2,2793.1,2793.1,0.0,5425.8,5425.8,0.0,1652.1,,,,,885.9,194.3,0.0,400.6,48.6,19.6,10756.9,1632.1,2325.9,-693.8,0.0,45722.2,45358.3,29320.4,16037.9,56.1,47354.3,,11971.8,2898.9,0.0,0.0,9072.9,934.9,0.0,0.0,0.0,934.9,150.7,0.0,0.0,0.0,13057.4,14980.1,14980.1,0.0,0.0,6678.0,0.0,64.2,61.6,2.6,,6565.2,21658.1,34715.5,0.0,21297.9,8.2,21289.7,0.0,2068.2,18.9,23385.0,10.7,23395.7,58111.2,
03/31/2013,55585.7,1990.0,1990.0,0.0,4294.1,4294.1,0.0,1657.4,,,,,766.4,195.7,,381.9,59.6,17.7,8707.9,1679.7,,,0.0,45198.1,44877.3,29346.0,15531.3,65.1,46877.8,,10754.8,2573.7,,,8181.1,631.6,0.0,,,631.6,137.7,,,0.0,11524.1,13815.1,13815.1,,,6619.0,,,,,,6559.4,20434.1,31958.2,0.0,21459.8,8.2,21451.6,-300.0,2441.2,16.8,23617.8,9.7,23627.5,55585.7,
06/30/2013,54581.5,1342.2,1342.2,0.0,4552.8,4552.8,0.0,1672.9,,,,,734.9,197.4,,387.3,41.8,12.4,8302.8,1663.6,,,0.0,44615.1,44366.5,29345.2,15021.3,60.2,46278.7,,9865.8,2639.3,,,7226.5,631.6,0.0,,,631.6,120.9,,,0.0,10618.3,13648.5,13648.5,,,6438.0,,,,,,6396.2,20086.5,30704.8,0.0,21670.4,8.2,21662.2,-801.0,2984.2,12.9,23866.5,10.2,23876.7,54581.5,
09/30/2013,54763.0,1722.3,1722.3,0.0,5112.4,5112.4,0.0,1643.6,,,,,745.9,179.0,,422.7,0.4,19.2,9224.2,1629.2,,,0.0,43909.6,43832.2,29306.3,14525.9,56.6,45538.8,,10529.8,2573.4,,,7956.4,631.6,0.0,,,631.6,64.8,,,0.0,11226.2,13482.0,13482.0,,,6335.7,,,,,,6335.3,19817.7,31043.9,0.0,21828.5,8.3,21820.2,-1552.5,3410.9,15.4,23702.3,16.8,23719.1,54763.0,
12/31/2013,53548.2,1991.4,1991.4,0.0,4022.9,4022.9,0.0,1871.1,,,,,606.0,96.8,0.0,455.4,0.1,22.8,8491.4,1658.9,2750.6,-1091.7,0.0,43397.9,43321.0,29305.4,14015.6,76.9,45056.8,,11650.0,2900.0,0.0,0.0,8750.0,1584.0,0.0,,,1584.0,1.3,0.0,0.0,0.0,13235.3,12363.0,12363.0,,,6105.1,0.0,48.2,46.4,1.8,0.0,6056.8,18468.1,31703.4,0.0,21818.2,8.3,21809.9,-3905.3,3912.8,11.7,21837.4,7.4,21844.8,53548.2,
03/31/2014,52747.1,1850.4,1850.4,0.0,3907.3,3907.3,,1727.3,,,,,649.4,100.1,,528.8,0.0,20.5,8134.4,1659.4,,,,42953.3,42875.3,29304.6,13570.7,78.0,44612.7,,10939.7,2830.4,,,8109.3,2635.2,0.0,,,2635.2,0.0,,,0.0,13574.9,11145.1,11145.1,,,6141.8,,,,,,6141.8,17286.9,30861.8,0.0,22147.3,8.4,22138.9,-4523.5,4241.1,9.4,21874.3,11.0,21885.3,52747.1,
06/30/2014,54633.8,2835.2,2835.2,0.0,5178.2,5178.2,,1767.0,,,,,672.0,132.9,,518.5,0.0,20.6,10452.4,1644.1,,,,42537.3,42447.7,29305.5,13142.2,89.6,44181.4,,12046.1,2959.3,,,9086.8,3938.3,0.0,,,3938.3,0.0,,,0.0,15984.4,12165.5,12165.5,,,6025.3,,,,,,6025.3,18190.8,34175.2,0.0,22397.8,8.4,22389.4,-6715.1,4756.3,12.9,20451.9,6.7,20458.6,54633.8,
09/30/2014,53439.2,834.8,834.8,0.0,6384.5,6384.5,0.0,1789.8,,,,,695.6,232.6,,439.5,0.0,23.5,9704.7,1639.9,,,0.0,42094.6,41999.9,29304.3,12695.6,94.7,43734.5,,12677.1,2971.5,,,9705.6,3245.4,0.0,,,3245.4,0.0,,,0.0,15922.5,11442.0,11442.0,,,5906.4,,,,,,5906.4,17348.4,33270.9,0.0,22540.8,8.5,22532.3,-7728.7,5338.6,7.0,20157.7,10.6,20168.3,53439.2,
12/31/2014,53748.3,1832.6,1832.6,0.0,5979.8,5979.8,0.0,2113.2,,,,,642.5,251.7,0.0,390.8,,0.0,10568.1,1584.0,2914.6,-1330.6,0.0,41596.2,41481.8,29280.9,12200.9,114.4,43180.2,,14461.6,3137.3,0.0,0.0,11324.3,2551.0,0.0,,,2551.0,0.0,0.0,0.0,0.0,17012.6,10966.4,10966.4,,,5705.3,0.0,40.6,,,4923.2,741.5,16671.7,33684.3,0.0,22679.9,8.5,22671.4,-8548.2,5920.4,2.1,20054.2,9.8,20064.0,53748.3,
03/31/2015,51905.1,905.8,905.8,0.0,5819.4,5819.4,,1885.9,,,,,560.4,104.5,0.0,427.9,0.0,28.0,9171.5,1510.2,,,,41223.4,41097.3,29279.1,11818.2,126.1,42733.6,,13293.1,3038.5,,,10254.6,1607.1,0.0,,,1607.1,0.0,,,0.0,14900.2,10741.2,10741.2,,,5649.0,,,,,4846.1,802.9,16390.2,31290.4,0.0,22797.4,8.5,22788.9,-8548.2,6361.5,-5.9,20604.8,9.9,20614.7,51905.1,
06/30/2015,51867.8,721.0,721.0,0.0,6494.5,6494.5,0.0,1650.0,,,,,772.2,348.4,,423.8,0.0,0.0,9637.7,1411.9,,,0.0,40818.2,40680.2,29279.6,11400.6,138.0,42230.1,,13719.1,3322.7,,,10396.4,2149.7,0.0,,,2149.7,0.0,,,0.0,15868.8,14583.9,14583.9,,,5584.1,,,,,4761.7,822.4,20168.0,36036.8,0.0,22087.2,8.5,22078.7,-13223.2,6961.6,-3.4,15822.2,8.8,15831.0,51867.8,
09/30/2015,51996.5,438.2,438.2,0.0,7391.1,7391.1,0.0,1730.4,,,,,714.7,354.8,,359.9,0.0,0.0,10274.4,1343.1,,,0.0,40379.0,40239.4,29277.9,10961.5,139.6,41722.1,,14364.6,3273.0,,,11091.6,1649.2,0.0,,,1649.2,0.0,,,0.0,16013.8,14037.7,14037.7,,,5398.8,,,,,4621.8,777.0,19436.5,35450.3,0.0,22148.9,8.5,22140.4,-13223.2,7623.3,-10.7,16538.3,7.9,16546.2,51996.5,
12/31/2015,53243.3,3186.3,3186.3,0.0,6721.3,6721.3,0.0,2023.1,,,,,128.8,,0.0,,0.0,128.8,12059.5,1291.3,3007.7,-1716.4,0.0,39892.5,39747.0,29277.3,10469.7,145.5,41183.8,,15508.9,3451.8,0.0,0.0,12057.1,1646.4,0.0,,,1646.4,0.0,0.0,0.0,0.0,17155.3,13946.3,13946.3,,,4761.2,0.0,42.4,,,4069.8,649.0,18707.5,35862.8,0.0,22213.2,8.5,22204.7,-13223.2,8396.8,-14.0,17372.8,7.7,17380.5,53243.3,
03/31/2016,51107.6,1771.1,1771.1,0.0,6758.4,6758.4,,1733.4,,,,,136.9,136.9,,0.0,0.0,0.0,10399.8,1259.7,,,,39448.1,39305.1,29278.6,10026.5,143.0,40707.8,,15028.3,3681.8,,,11346.5,2208.6,0.0,,,2208.6,0.0,,,0.0,17236.9,14382.7,14382.7,,,4638.8,,,,,3957.0,681.8,19021.5,36258.4,0.0,22523.3,8.6,22514.7,-16597.4,8922.9,-7.7,14841.1,8.1,14849.2,51107.6,
06/30/2016,50858.6,1324.4,1324.4,0.0,7373.6,7373.6,0.0,1715.7,,,,,200.8,200.8,,0.0,0.0,0.0,10614.5,1249.1,,,0.0,38995.0,38841.4,29278.6,9562.8,153.6,40244.1,,14995.6,4197.3,,,10798.3,4140.9,0.0,,,4140.9,0.0,,,0.0,19136.5,11842.6,11842.6,,,4468.7,,,,,3857.1,611.6,16311.3,35447.8,0.0,22575.8,8.6,22567.2,-16808.4,9643.6,-7.9,15403.1,7.7,15410.8,50858.6,
09/30/2016,50909.3,2304.7,2304.7,0.0,6967.0,6967.0,0.0,1677.4,,,,,173.9,173.9,,0.0,0.0,0.0,11123.0,1255.5,,,0.0,38530.8,38377.4,29278.3,9099.1,153.4,39786.3,,14794.5,3791.1,,,11003.4,1184.0,0.0,,,1184.0,0.0,,,0.0,15978.5,14924.5,14924.5,,,4397.3,,,,,3734.8,662.5,19321.8,35300.3,0.0,23184.3,8.6,23175.7,-17940.9,10366.5,-9.6,15600.3,8.7,15609.0,50909.3,
12/31/2016,51744.9,3077.2,3077.2,0.0,7062.1,7062.1,0.0,1959.0,,,,,265.1,,0.0,,0.0,265.1,12363.4,1273.6,3223.0,-1949.4,0.0,38107.9,37914.7,29277.8,8636.9,193.2,39381.5,,15705.8,3875.7,0.0,0.0,11830.1,722.3,0.0,,,722.3,0.0,0.0,0.0,0.0,16428.1,14846.0,14846.0,,,4227.0,0.0,,,,3603.3,623.7,19073.0,35501.1,0.0,23242.2,8.6,23233.6,-18795.1,11801.2,-12.3,16236.0,7.8,16243.8,51744.9,
03/31/2017,51056.0,3163.8,3163.8,0.0,6936.1,6936.1,0.0,1755.4,,,,,233.9,,,,,233.9,12089.2,1277.8,,,0.0,37689.0,37552.5,29278.0,8274.5,136.5,38966.8,,15420.4,3658.0,,,11762.4,1621.3,0.0,,,1621.3,0.0,,,0.0,17041.7,13906.2,13906.2,,,4178.5,,,,,3537.3,641.2,18084.7,35126.4,0.0,23283.9,8.6,23275.3,-19697.7,12347.5,-11.1,15922.6,7.0,15929.6,51056.0,
06/30/2017,50513.4,2352.5,2352.5,0.0,7067.5,7067.5,0.0,1918.7,,,,,298.1,298.1,,,,0.0,11636.8,1255.2,,,0.0,37621.4,37489.4,29425.5,8063.9,132.0,38876.6,,15628.0,4383.6,,,11244.4,1151.3,0.0,,,1151.3,0.0,,,0.0,16779.3,13835.2,13835.2,,,4148.8,,,,,3471.2,677.6,17984.0,34763.3,0.0,23455.4,8.6,23446.8,-20852.5,13149.3,-7.6,15744.6,5.5,15750.1,50513.4,
09/30/2017,51206.2,3395.9,3395.9,0.0,6871.5,6871.5,0.0,2052.9,,,,,358.7,358.7,,0.0,0.0,0.0,12679.0,1266.6,,,0.0,37260.6,37122.6,29424.8,7697.8,138.0,38527.2,,16175.7,4377.9,,,11797.8,1181.1,0.0,,,1181.1,0.0,,,0.0,17356.8,13726.7,13726.7,,,4200.4,,,,,3401.9,798.5,17927.1,35283.9,0.0,23494.7,8.6,23486.1,-21565.3,13991.0,-3.9,15916.5,5.8,15922.3,51206.2,
12/31/2017,54255.8,2309.6,2309.6,0.0,7056.3,7056.3,0.0,2124.9,,,,,466.3,,0.0,,0.0,466.3,11957.1,551.3,1104.1,-552.8,0.0,41747.4,41540.5,31099.7,10440.8,206.9,42298.7,,16813.5,3755.7,0.0,0.0,13057.8,1032.9,0.0,,,1032.9,0.0,0.0,0.0,0.0,17846.4,14981.5,14981.5,,,3302.6,0.0,,,,2562.4,740.2,18284.1,36130.5,0.0,23546.4,8.6,23537.8,-21742.5,16318.6,-2.9,18119.6,5.7,18125.3,54255.8,
03/31/2018,53405.6,2317.6,2317.6,0.0,6793.6,6793.6,0.0,2027.8,,,,,335.8,,,,,335.8,11474.8,552.9,,,0.0,41377.9,41156.5,31105.1,10051.4,221.4,41930.8,,16637.5,3957.4,,,12680.1,85.6,0.0,,,85.6,0.0,,,0.0,16723.1,14900.5,14900.5,,,3333.9,,,,,2496.5,837.4,18234.4,34957.5,0.0,23660.2,8.7,23651.5,-22153.8,16941.8,-5.7,18442.5,5.6,18448.1,53405.6,
06/30/2018,54677.8,2942.3,2942.3,0.0,7338.1,7338.1,0.0,2293.1,,,,,596.6,596.6,,,,0.0,13170.1,504.7,,,0.0,41003.0,40772.2,31110.2,9662.0,230.8,41507.7,,17053.6,4793.5,,,12260.1,1533.1,0.0,,,1533.1,0.0,,,0.0,18586.7,13457.6,13457.6,,,3258.2,,,,,2426.6,831.6,16715.8,35302.5,0.0,23712.7,8.7,23704.0,-22153.8,17819.1,-8.0,19370.0,5.3,19375.3,54677.8,
09/30/2018,55441.6,3705.7,3705.7,0.0,7824.1,7824.1,0.0,2168.9,,,,,653.5,,,,,653.5,14352.2,490.9,,,0.0,40598.5,40363.5,31110.5,9253.0,235.0,41089.4,,16670.1,4412.9,,,12257.2,2021.3,0.0,,,2021.3,0.0,,,0.0,18691.4,12974.2,12974.2,,,3203.2,,,,,2347.8,855.4,16177.4,34868.8,0.0,23835.5,8.7,23826.8,-22153.8,18890.7,-6.5,20565.9,6.9,20572.8,55441.6,
