Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,D&A from Disc Ops,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Deficit/Distributions to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Stock-Based Compensation,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2008,418.494,380.77,,0.0,0.0,37.724,-173.361,140.188,33.173,94.829,,,0.0,150.304,-5.063,9.601,-4.632,0.094,145.241,0.0,,,133.813,1.286,,,143.955,-0.21,133.813,-60.333,-5.502,67.978,67.978,0.0,168.028,0.4,0.41,0.41,168.479,0.4,0.41,0.41,,95.391,22.821,-0.064,-0.005,0.092,,,-5.356,,186.149,,186.149,,,186.149,1.10488,1.10488,0.55,49.779182,49.779182,49.645929,
09/30/2008,431.169,392.738,,0.0,0.0,38.431,-134.214,125.335,8.879,91.084,,,0.0,205.871,-55.454,9.099,-6.318,52.673,150.417,0.0,,,137.331,2.475,,,147.942,-0.469,137.331,-60.333,-5.539,71.459,71.459,0.0,168.133,0.43,0.44,0.44,168.56,0.42,0.43,0.43,,92.034,21.198,-0.066,,-1.024,,,-5.356,,183.315,,183.315,,,183.315,1.087536,1.087536,0.55,50.573057,50.573057,50.444944,
12/31/2008,416.443,380.903,,0.0,0.0,35.54,-231.444,121.976,5.841,103.627,,,0.0,184.999,-21.456,8.757,-6.712,19.411,163.543,0.0,,,151.69,1.509,,,162.034,-0.173,151.69,-58.722,28.57,121.538,121.538,0.0,168.253,0.72,0.73,0.73,168.679,0.72,0.73,0.73,,104.29,18.727,-0.062,0.0,6.252,,,-5.131,33.851,250.722,,250.722,,,250.722,1.486385,1.486385,1.15,77.368899,77.368899,77.809067,
03/31/2009,404.24,370.772,0.0,0.0,0.0,33.468,-237.089,142.918,9.679,84.492,,0.0,0.0,167.151,-13.214,8.128,-22.811,27.897,153.937,0.0,0.0,0.0,153.429,0.508,0.508,0.0,153.429,-8.896,217.002,-58.108,0.601,159.495,153.167,-6.836,168.312,0.95,0.950633,0.910018,168.473,0.95,0.950633,0.910018,,84.492,17.632,-0.06,0.708,-2.722,,-4.181,,-5.967,254.545,-59.769,194.776,2.613,-8.499,188.89,1.156126,1.121189,0.55,47.572673,49.055085,36.367479,
06/30/2009,406.475,370.853,0.0,0.0,0.0,35.622,-226.376,134.538,8.199,83.639,,0.0,0.0,180.099,33.315,7.288,-7.398,-33.205,213.414,0.0,0.0,0.0,205.387,8.027,8.027,0.0,205.387,-6.675,199.172,-58.108,-5.577,135.487,143.514,0.0,168.348,0.8,0.85,0.85,168.528,0.8,0.85,0.85,,83.639,16.939,-0.054,0.645,,-0.675,,,-5.965,235.133,-25.0,210.133,3.48,-24.076,189.537,1.246873,1.124662,0.55,44.110349,48.903591,39.378309,
09/30/2009,412.087,377.43,0.0,0.0,0.0,34.657,-222.792,128.468,8.654,85.67,,0.0,0.0,189.295,53.537,7.289,-8.824,-52.002,242.832,0.0,0.0,0.0,243.951,-1.119,-1.119,0.0,243.951,-7.089,237.309,-58.108,-5.708,173.493,141.801,-30.573,168.373,1.03,1.02,0.842184,169.043,1.03,1.02,0.839141,,85.67,16.458,-0.036,0.954,-30.573,,-1.837,,-5.978,243.412,-21.429,221.983,3.36,-19.874,205.469,1.313175,1.215484,0.55,41.88323,45.249478,38.044612,
12/31/2009,402.208,368.545,0.0,0.0,0.0,33.663,-210.592,115.927,9.203,85.462,,0.0,0.0,191.616,-3.108,7.211,-14.211,10.108,188.508,0.0,0.0,0.0,187.689,0.819,0.819,0.0,187.689,-7.026,181.138,-58.107,-5.54,117.491,118.179,-0.131,168.398,0.7,0.702562,0.701784,169.027,0.7,0.702562,0.701784,,85.462,11.442,-0.01,0.557,-0.131,,,,-5.899,213.977,10.239,224.216,3.338,-9.903,217.651,1.326494,1.287655,0.55,41.462674,42.713312,43.284512,
03/31/2010,397.447,364.073,0.0,0.0,0.0,33.374,-236.175,140.77,10.077,84.717,,0.0,0.611,161.272,-31.888,7.339,-9.961,34.51,129.384,0.0,0.0,0.0,129.917,-0.533,-0.533,0.0,129.917,-6.409,123.961,-58.108,-31.115,34.738,34.483,0.278,168.477,0.21,0.21,0.204675,169.31,0.21,0.21,0.204675,,84.717,15.32,,0.169,-0.333,-2.112,-0.437,,-31.483,131.241,61.597,192.838,2.632,-4.812,190.658,1.138964,1.126088,0.65,57.069405,57.721942,83.464009,
06/30/2010,407.645,373.536,0.0,0.0,0.0,34.109,-233.531,137.233,10.081,84.879,,0.0,1.338,174.114,-47.348,7.278,-8.788,48.858,126.766,0.0,0.0,0.0,131.176,-4.41,-4.41,0.0,131.176,-6.481,125.038,-58.879,-0.259,60.837,57.419,0.992,168.804,0.36,0.33,0.340152,169.629,0.36,0.33,0.335848,,84.879,14.987,,0.326,-0.063,,-4.65,,-0.551,155.681,56.852,212.533,3.171,-32.19,183.514,1.252928,1.081855,0.8,63.850414,73.947056,86.743533,
09/30/2010,422.295,388.932,0.0,0.0,0.0,33.363,-236.007,134.514,8.91,92.583,,0.0,0.0,186.288,56.66,7.838,-9.043,-55.455,242.948,0.0,0.0,0.0,245.811,-2.863,-2.863,0.0,245.811,-7.012,239.354,-57.522,-0.426,182.206,179.343,0.0,169.014,1.08,1.06,1.06,169.977,1.07,1.05,1.05,,92.583,16.142,,0.065,,,-2.707,,-0.744,287.416,-56.255,231.161,3.099,-31.626,202.634,1.359955,1.192126,0.8,58.825494,67.107001,47.043728,
12/31/2010,417.78,385.228,0.0,0.0,0.0,32.552,-218.192,116.807,9.419,91.583,,0.0,0.383,199.588,-10.734,7.77,-10.56,13.524,188.854,0.0,0.0,0.0,189.21,-0.356,-0.356,0.0,189.21,-5.613,183.685,-58.236,-0.426,121.397,121.276,0.235,169.207,0.72,0.715343,0.716732,170.166,0.71,0.707908,0.709289,,91.583,14.661,,0.064,,,,,-0.744,226.899,18.749,245.648,2.542,-8.872,239.318,1.443562,1.406363,0.8,55.418485,56.884313,59.658967,
03/31/2011,419.691,385.008,0.0,0.0,0.0,34.683,-246.987,144.241,14.235,88.511,,0.0,0.0,172.704,38.182,6.984,-13.716,-31.45,210.886,0.0,0.0,0.0,210.568,0.318,0.318,0.0,210.568,-4.929,206.108,-57.617,-0.432,148.059,148.179,-0.198,169.315,0.87,0.87,0.875168,170.382,0.87,0.87,0.868838,,88.511,16.788,,0.042,-0.198,,0.253,,-0.728,252.69,-34.269,218.421,5.07,-11.874,211.617,1.281949,1.242015,0.8,62.404989,64.41146,53.781313,
06/30/2011,434.419,394.953,0.0,0.0,0.0,39.466,-240.92,139.229,12.593,89.098,,0.0,0.0,193.499,17.263,5.933,-12.77,-10.426,210.762,0.0,0.0,0.0,210.941,-0.179,-0.179,0.0,210.941,-4.983,206.444,-58.639,-0.391,131.515,131.406,0.07,169.492,0.78,0.78,0.775293,170.401,0.77,0.77,0.770411,,89.186,17.638,,,0.07,,,,-0.691,237.623,5.403,243.026,6.751,-32.418,217.359,1.426201,1.275574,0.95,66.610548,74.476304,67.964801,
09/30/2011,445.563,415.552,0.0,0.0,0.0,30.011,-245.703,138.58,14.116,90.821,,0.0,2.186,199.86,-6.988,5.862,-15.269,16.395,192.872,0.0,0.0,0.0,194.513,-1.641,-1.641,0.0,194.513,-3.784,191.139,-56.67,-0.341,117.95,113.512,-2.797,169.728,0.69,0.68,0.668788,170.83,0.69,0.68,0.663627,,90.935,17.925,,0.021,-3.135,-1.107,-1.701,,-0.641,220.178,46.617,266.795,6.147,-12.734,260.208,1.561757,1.523199,0.95,60.828914,62.368759,73.576833,
12/31/2011,437.043,408.771,0.0,0.0,0.0,28.272,-221.665,120.484,11.466,89.715,,0.0,0.0,215.378,3.529,5.443,-16.949,7.977,218.907,0.0,0.0,0.0,220.437,-1.53,-1.53,0.0,220.437,-1.843,220.151,-51.951,-0.469,164.223,157.003,-5.69,170.09,0.97,0.956511,0.923058,171.383,0.96,0.951073,0.917872,,89.83,12.326,,,-6.979,,,,-0.757,257.555,24.29,281.845,5.741,-12.751,274.835,1.644504,1.603602,0.95,57.76817,59.241618,62.751645,
03/31/2012,439.835,410.559,0.0,0.0,0.0,29.276,-254.94,151.711,16.405,86.824,,0.0,0.0,184.895,21.593,5.334,-9.115,-17.812,206.488,0.0,0.0,0.0,206.722,-0.234,-0.234,0.0,206.722,-1.718,205.852,-55.095,-0.514,125.343,125.109,0.0,170.309,0.74,0.74,0.74,171.415,0.73,0.73,0.73,,86.938,19.741,,,,,,,-0.923,230.765,14.928,245.693,5.305,-14.278,236.72,1.433323,1.380976,1.1,76.744759,79.65381,81.511494,
06/30/2012,455.793,424.06,0.0,0.0,0.0,31.733,-243.771,142.883,12.414,88.474,,0.0,0.0,212.022,-13.325,5.067,-8.596,16.854,198.697,0.0,0.0,0.0,198.931,-0.234,-0.234,0.0,198.931,-1.502,198.143,-51.91,-0.463,132.343,130.846,-1.263,170.496,0.78,0.78,0.767443,171.56,0.77,0.77,0.762638,,88.588,18.823,,,-1.263,,,,-0.869,237.371,40.487,277.858,5.978,-26.02,257.816,1.619597,1.502775,1.1,67.918145,73.19794,79.327298,
09/30/2012,477.182,445.169,0.0,0.0,0.0,32.013,-246.67,141.475,15.298,89.897,,0.0,0.0,230.512,22.372,4.926,-12.642,-14.656,252.884,0.0,0.0,0.0,264.819,-11.935,-11.935,0.0,264.819,-1.73,263.892,-49.267,-0.81,202.465,190.337,-0.193,170.576,1.19,1.12,1.115849,171.7,1.18,1.11,1.108876,,89.991,18.391,,,-13.01,,,,-1.198,296.646,3.922,300.568,7.111,-18.344,289.335,1.750542,1.685119,1.1,62.837694,65.277274,63.476332,
12/31/2012,469.694,439.077,0.0,0.0,0.0,30.617,-225.141,119.835,12.72,92.586,,0.0,0.0,244.553,27.539,4.486,-15.233,-16.792,272.092,0.0,0.0,0.0,272.563,-0.471,-0.471,0.0,272.563,-1.878,271.371,-48.969,-0.84,209.543,209.072,0.0,170.868,1.23,1.223588,1.223588,171.982,1.22,1.217261,1.217261,,92.586,18.693,,,-0.505,,,,-1.257,319.214,0.662,319.876,5.918,-9.095,316.699,1.859939,1.841466,1.1,59.14173,59.735017,59.064452,
03/31/2013,470.9,439.665,0.0,0.0,0.0,31.235,-259.643,150.389,18.253,91.001,,0.0,0.0,211.257,0.99,3.497,-11.643,7.156,212.247,0.0,0.0,0.0,212.247,0.0,0.0,0.0,212.247,-1.631,211.223,-48.59,-0.697,161.936,161.936,0.0,171.446,0.94,0.94,0.94,172.514,0.94,0.94,0.94,,91.001,18.903,,,,,,,-1.105,270.825,12.737,283.562,5.894,-7.818,281.638,1.643704,1.632552,1.25,76.047743,76.56726,79.43986,
06/30/2013,485.378,451.576,0.0,0.0,0.0,33.802,-247.593,142.571,14.085,90.937,,0.0,0.0,237.785,23.894,0.647,-13.101,-11.44,261.679,0.0,0.0,0.0,207.685,0.0,0.0,0.0,261.679,-0.979,260.463,,-0.871,207.685,207.685,0.0,171.625,1.21,1.21,1.21,172.647,1.2,1.2,1.2,,90.937,18.158,,,,,,,,315.801,-5.924,309.877,7.005,-24.946,291.936,1.794859,1.690942,1.25,69.643358,73.923309,67.932416,
09/30/2013,511.957,477.978,0.0,0.0,0.0,33.979,-261.99,147.803,17.65,96.537,,0.0,0.0,249.967,35.661,0.478,-14.269,-21.87,285.628,0.0,0.0,0.0,231.361,0.0,0.0,0.0,285.628,-0.98,284.198,,-0.93,231.361,231.193,-0.168,171.721,1.35,1.35,1.346329,172.793,1.34,1.34,1.339028,,96.537,18.708,,,-0.167,,,,,345.459,-16.094,329.365,8.592,-23.119,314.838,1.906125,1.822053,1.25,65.578082,68.603933,62.135087,
12/31/2013,513.511,480.664,0.0,0.0,0.0,32.847,-250.016,124.398,16.691,108.927,,0.0,0.0,263.495,34.482,1.822,-18.566,-17.738,297.977,0.0,0.0,0.0,243.749,0.0,0.0,0.0,297.977,-1.002,296.569,,-0.912,243.749,239.684,-4.065,171.768,1.42,1.42,1.395394,172.798,1.41,1.41,1.386475,,108.927,19.689,,,-3.937,,,,,367.426,-7.801,359.625,6.922,-15.387,351.16,2.081175,2.032188,1.4,67.269684,68.891275,65.451002,
03/31/2014,519.624,485.587,0.0,0.0,0.0,34.037,-302.529,174.519,18.989,109.021,,0.0,0.0,217.095,11.178,3.48,-14.604,-0.054,228.273,0.0,0.0,0.0,174.052,0.0,0.0,0.0,228.273,-1.128,227.196,,-0.637,174.052,174.052,0.0,171.91,1.01,1.01,1.01,172.809,1.01,1.01,1.01,,109.021,19.671,,,-0.087,,,,,301.529,10.98845,312.51745,6.287,-13.136,305.66845,1.808456,1.768823,1.4,77.414109,79.148699,80.164429,
06/30/2014,538.037,500.803,0.0,0.0,0.0,37.234,-272.374,150.554,15.377,106.443,,0.0,0.0,265.663,12.616,2.063,-14.135,-0.544,278.279,0.0,0.0,0.0,218.352,0.0,0.0,0.0,278.279,-0.811,276.834,,-0.81,218.352,217.133,-1.219,172.282,1.27,1.27,1.260335,173.181,1.26,1.26,1.252961,,106.443,21.062,,,-1.205,,,,,343.841,1.675,345.516,7.077,-19.761,332.832,1.995115,1.921874,1.4,70.171396,72.84558,70.14719,
09/30/2014,567.09,534.271,0.0,0.0,0.0,32.819,-287.519,158.568,17.874,111.077,,0.0,0.0,279.571,15.406,1.238,-14.566,-2.078,294.977,0.0,0.0,0.0,231.815,0.0,0.0,0.0,294.977,-0.891,293.459,,-0.881,231.815,230.555,-1.26,172.378,1.34,1.34,1.337497,173.304,1.34,1.34,1.33273,,111.077,19.688,,,-1.44,,,,,360.249,4.74504,364.99404,8.794,-30.702,343.08604,2.106091,1.979678,1.4,66.473853,70.718587,67.175759,
12/31/2014,561.681,529.221,0.0,0.0,0.0,32.46,-262.169,132.377,19.219,110.573,,0.0,0.0,299.512,48.914,0.0,-44.962,-3.952,348.426,0.0,0.0,0.0,283.957,0.0,0.0,0.0,348.426,-0.808,346.715,,-1.064,283.957,283.957,0.0,172.434,1.65,1.65,1.65,173.258,1.64,1.64,1.64,,110.573,18.992,,,-36.351,,,,,376.363,0.012,376.375,7.383,-16.185,367.573,2.172338,2.121536,1.4,64.446682,65.989939,64.101147,
03/31/2015,564.879,530.637,0.0,0.0,0.0,34.242,-303.318,172.012,24.16,107.146,,0.0,0.0,261.561,21.693,0.0,-16.184,-5.509,283.254,0.0,0.0,0.0,212.613,0.0,0.0,0.0,283.254,-0.927,281.781,,-0.829,212.613,211.141,-1.472,172.52,1.23,1.23,1.223864,173.366,1.23,1.23,1.221509,,107.146,18.781,,,-6.478,,,,,331.135,4.784,335.919,7.158,-7.899,335.178,1.937629,1.933355,1.4,72.253252,72.412987,72.915578,
06/30/2015,588.615,551.028,0.0,0.0,0.0,37.587,-288.558,161.097,20.988,106.473,,0.0,0.0,300.057,27.983,0.0,-7.48,-20.503,328.04,0.0,0.0,0.0,263.926,0.0,0.0,0.0,328.04,-0.828,326.405,,-1.03,263.926,247.238,-16.688,172.629,1.53,1.53,1.432193,173.387,1.52,1.52,1.423753,,106.473,19.035,,,-16.625,,,,,371.981,3.46774,375.44874,7.334,-24.562,358.22074,2.16538,2.066018,1.7,78.508161,82.283873,79.116944,
09/30/2015,618.872,580.976,0.0,0.0,0.0,37.896,-294.341,164.686,23.573,106.082,,0.0,0.0,324.531,16.605,0.0,-12.603,-4.002,341.136,0.0,0.0,0.0,273.508,0.0,0.0,0.0,341.136,-0.877,339.568,,-0.885,273.508,273.165,-0.343,172.771,1.58,1.58,1.581081,173.529,1.58,1.58,1.578023,,106.082,21.276,,,-5.73,,,,,394.259,10.36587,404.62487,9.911,-20.414,394.12187,2.331742,2.271216,1.7,72.906863,74.849767,74.722454,
12/31/2015,609.33,572.884,0.0,0.0,0.0,36.446,-263.472,137.709,19.456,106.307,,0.0,0.0,345.858,19.401,0.61,-14.67,-5.341,365.259,0.0,0.0,0.0,303.003,0.0,0.0,0.0,365.259,-0.887,363.49,,-1.456,303.003,303.003,0.0,172.877,1.75,1.75,1.75,173.759,1.74,1.74,1.74,,106.307,19.893,,,-0.888,,,,,427.428,-3.51059,423.91741,6.147,-10.194,419.87041,2.439686,2.416395,1.7,69.681097,70.352731,68.941202,
03/31/2016,611.786,574.586,0.0,0.0,0.0,37.2,-301.461,173.286,23.047,105.128,,0.0,0.0,310.325,7.024,0.711,-14.164,6.429,317.349,0.0,0.0,0.0,241.335,0.0,0.0,0.0,317.349,-0.882,315.873,,-0.93,241.335,240.646,-0.689,172.977,1.4,1.4,1.391202,173.85,1.39,1.39,1.386037,,105.128,19.537,,,-0.689,,,,,364.429,17.5155,381.9445,8.052,-14.393,375.6035,2.196977,2.160503,1.7,77.379043,78.685369,80.665095,
06/30/2016,634.188,594.387,0.0,0.0,0.0,39.801,-297.338,172.004,18.321,107.013,,0.0,0.0,336.85,21.509,1.378,-10.227,-12.66,358.359,0.0,0.0,0.0,280.775,0.0,0.0,0.0,358.359,-0.876,356.659,,-1.131,280.775,280.775,0.0,173.087,1.62,1.62,1.62,174.0,1.61,1.61,1.61,,107.013,19.454,,,0.0,,,,,406.366,10.74,417.106,8.431,-30.552,394.985,2.397161,2.270029,1.8,75.088826,79.29415,76.901119,
09/30/2016,663.148,623.157,0.0,0.0,0.0,39.991,-310.199,178.627,22.14,109.432,,0.0,0.0,352.949,16.101,1.221,-17.237,-0.085,369.05,0.0,0.0,0.0,308.957,0.0,0.0,0.0,369.05,-0.884,367.305,,-1.17,308.957,308.957,0.0,173.108,1.78,1.78,1.78,173.848,1.78,1.78,1.78,,109.432,18.328,,,-0.078,,,,,435.755,3.665,439.42,11.416,-22.834,428.002,2.527625,2.461946,1.8,71.213099,73.112883,71.71461,
12/31/2016,651.427,613.698,0.0,0.0,0.0,37.729,-277.055,145.166,20.148,111.741,,0.0,0.0,374.372,41.309,0.9,-15.128,-27.081,415.681,0.0,0.0,0.0,352.812,0.0,0.0,0.0,415.681,-0.907,413.739,,-1.379,352.812,352.812,0.0,173.19,2.04,2.04,2.04,173.812,2.03,2.03,2.03,,111.741,17.088,,,-0.001,,,,,480.733,-16.033,464.7,3.067,-18.268,449.499,2.673578,2.586122,2.0,74.806111,77.335878,72.274423,
03/31/2017,645.547,607.778,0.0,0.0,0.0,37.769,-318.859,182.902,25.028,110.929,,,0.0,326.688,17.333,1.048,-19.949,1.568,344.021,0.0,0.0,0.0,281.131,0.0,0.0,0.0,344.021,-0.962,342.442,,-1.19,281.131,281.131,0.0,173.364,1.62,1.62,1.62,174.069,1.62,1.62,1.62,,110.929,17.213,,,-1.611,,,,,406.7,5.566,412.266,-3.286,-27.05,381.93,2.368406,2.19413,2.0,84.444994,91.152305,85.61913,
06/30/2017,664.312,624.199,0.0,0.0,0.0,40.113,-307.747,182.578,14.992,110.177,,0.0,0.0,356.565,-1.358,1.116,-20.068,20.31,355.207,0.0,0.0,0.0,276.681,0.0,0.0,0.0,355.207,-0.837,353.702,,-1.102,276.681,275.706,-0.975,173.602,1.59,1.59,1.58815,174.075,1.59,1.59,1.584399,,110.177,17.368,,,-1.466,,,,,401.923,40.078,442.001,4.085,-26.49,419.596,2.539141,2.410432,2.0,78.76679,82.972669,86.676304,
09/30/2017,686.361,646.238,0.0,0.0,0.0,40.123,-326.25,190.619,22.311,113.32,,0.0,0.0,360.111,-1.837,2.389,-17.218,16.666,358.274,0.0,0.0,0.0,279.717,0.0,0.0,0.0,358.274,-0.858,356.674,,-1.21,279.717,287.506,7.789,173.715,1.61,1.61,1.655044,174.24,1.61,1.61,1.654703,,113.32,18.054,,,0.0,,,,,410.233,30.998,441.231,12.297,-28.985,424.543,2.532317,2.436542,2.0,78.979038,82.083558,84.96513,
12/31/2017,672.308,634.218,0.0,0.0,0.0,38.09,-292.53,151.879,20.551,120.1,,0.0,0.0,379.778,11.185,8.137,-18.42,-0.902,390.963,0.0,0.0,0.0,334.08,0.0,0.0,0.0,390.963,-0.91,389.399,,1.241,336.562,336.116,-0.446,173.771,1.92,1.92,1.934247,174.218,1.92,1.92,1.91744,,120.1,19.296,,,-1.831,,,,,470.735,9.02418,479.75918,9.615,-42.255,447.11918,2.753787,2.566435,2.0,72.627271,77.929111,74.0697,
03/31/2018,669.924,631.537,0.0,0.0,0.0,38.387,-342.326,192.827,31.52,117.979,,,0.0,327.598,16.838,8.107,-30.795,5.85,344.436,0.0,0.0,0.0,287.819,0.0,0.0,0.0,344.436,-0.918,342.997,,-1.097,287.819,287.395,-0.424,173.892,1.66,1.66,1.652721,174.148,1.65,1.65,1.647565,,117.979,19.315,,,-11.891,,,,,412.304,19.618,431.922,-1.891,-24.344,405.687,2.480201,2.329553,2.0,80.638634,85.85338,84.64628,
06/30/2018,685.528,645.206,0.0,0.0,0.0,40.322,-342.083,190.977,31.329,119.777,,,0.0,343.445,61.847,8.388,-41.963,-28.272,405.292,0.0,0.0,0.0,348.3,0.0,0.0,0.0,405.292,-1.014,403.802,,-1.425,348.3,348.3,0.0,173.932,2.0,2.0,2.0,174.224,2.0,2.0,2.0,,119.777,19.308,,,-23.873,,,,,462.498,-13.2328,449.2652,17.08,-28.883,437.4622,2.578664,2.510918,2.0,77.559535,79.652139,75.456326,
09/30/2018,706.368,666.616,0.0,0.0,0.0,39.752,-347.489,195.544,27.429,124.516,,0.0,0.0,358.879,20.71,8.094,-17.771,-11.033,379.589,0.0,0.0,0.0,322.679,0.0,0.0,0.0,379.589,-0.892,378.027,,-1.268,322.679,321.278,-1.401,173.975,1.85,1.85,1.846691,174.348,1.85,1.85,1.841964,,124.516,19.615,,,-1.766,,,,,464.152,6.1054,470.2574,17.998,-40.18,448.0754,2.697234,2.570006,2.0,74.150029,77.820831,75.22665,
12/31/2018,692.46,654.248,0.0,0.0,0.0,38.212,-310.19,160.374,28.442,121.374,,0.0,0.0,382.27,205.636,7.953,-12.966,-200.623,587.906,0.0,0.0,0.0,530.102,0.0,0.0,0.0,587.906,-0.822,586.205,,-2.025,530.102,342.408,-187.694,174.075,3.05,3.05,1.967014,174.466,3.04,3.04,1.96418,,121.374,21.63,,,-189.802,,,,,482.482,-5.379,477.103,16.602,-45.99,447.715,2.734647,2.566202,2.0,73.13557,77.936187,72.376379,
03/31/2019,689.038,650.408,0.0,0.0,0.0,38.63,-345.645,204.201,19.503,121.941,,0.0,0.0,343.393,24.285,8.143,-17.672,-14.756,367.678,0.0,0.0,0.0,301.743,0.0,0.0,0.0,367.678,-1.198,366.521,,-1.233,301.743,301.743,0.0,174.177,1.73,1.73,1.73,174.376,1.73,1.73,1.73,,121.941,17.514,,,0.0,,,,,440.0,0.742,440.742,-3.093,-30.205,407.444,2.527538,2.336583,2.0,79.128379,85.595076,79.431818,
06/30/2019,710.95,669.339,0.0,0.0,0.0,41.611,-349.859,207.736,15.264,126.859,,,0.0,361.091,10.365,12.254,-18.914,-3.705,371.456,0.0,0.0,0.0,306.411,0.0,0.0,0.0,371.456,-1.088,370.056,,-1.259,306.411,306.07,-0.341,174.253,1.76,1.76,1.756469,174.542,1.76,1.76,1.756469,,126.859,17.247,,,-0.992,,,,,448.437,14.079,462.516,5.456,-42.354,425.618,2.649884,2.438485,2.0,75.475011,82.018148,77.959669,
09/30/2019,729.336,687.778,,0.0,0.0,41.558,-358.403,212.262,16.908,129.233,,,0.0,370.933,28.487,12.597,-19.045,-22.039,399.42,0.0,0.0,0.0,337.362,0.0,0.0,0.0,399.42,-1.019,397.942,,-1.406,337.362,337.362,0.0,174.334,1.94,1.94,1.94,174.611,1.93,1.93,1.93,,128.716,17.803,,,-0.388,,,,,482.474,-6.428,476.046,6.442,-62.84,419.648,2.726323,2.403331,2.0,73.358877,83.21784,72.489917,
12/31/2019,717.499,677.027,0.0,0.0,0.0,40.472,-327.777,172.584,20.308,134.885,,0.0,0.0,389.722,-2.625,12.647,-13.916,3.894,387.097,0.0,0.0,0.0,327.251,0.0,0.0,0.0,387.097,-0.903,386.015,,-0.997,327.251,327.251,0.0,174.383,1.88,1.88,1.88,174.59,1.87,1.87,1.87,,133.897,19.161,,,-4.516,,,,,474.89,21.024,495.914,4.866,-57.14,443.64,2.841426,2.541913,2.0,70.387204,78.680912,73.649477,
03/31/2020,716.082,674.201,0.0,0.0,0.0,41.881,-375.834,218.87,21.064,135.9,,0.0,0.0,340.248,26.888,13.621,-23.968,-16.541,367.136,0.0,0.0,0.0,313.134,0.0,0.0,0.0,367.136,-0.961,366.156,,-1.017,313.134,312.017,-1.117,174.446,1.8,1.8,1.788617,174.616,1.79,1.79,1.783603,,135.137,18.243,,,-9.241,,,,,456.312,-8.945,447.367,-2.83,-56.857,387.68,2.562005,2.220186,2.0,78.063871,90.082542,76.658076,
06/30/2020,709.285,664.542,0.0,0.0,0.0,44.743,-383.519,225.607,20.294,137.618,,,0.0,325.766,-9.954,14.145,-17.655,13.464,315.812,0.0,0.0,0.0,246.119,0.0,0.0,0.0,315.812,-0.938,314.923,,-0.783,246.119,246.119,,174.493,1.41,1.41,1.41,174.575,1.41,1.41,1.41,,136.821,16.872,,,0.0,,,,,398.874,34.364,433.238,6.546,-38.772,401.012,2.481673,2.297076,2.0,80.590807,87.06722,87.696867,
09/30/2020,721.0,,,,,,,,,,,,,358.0,,,,,335.0,,,,,,,,,,339.0,,,339.0,302.333,,,1.68,1.68,1.693,,1.68,1.68,1.693,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,715.5,,,,,,,,,,,,,389.0,,,,,388.0,,,,,,,,,,377.0,,,377.0,338.333,,,1.89,1.89,1.907,,1.89,1.89,1.907,,,,,,,,,,,,,,,,,,,,,,,
