Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
06/30/1997,9.395,11.747,4.593,0.715,,0.0,0.715,-7.66,7.982,-4.114,,-11.528,,-5.042,-6.999,,,,-6.999,,,,,,,,,,1.957,-0.5,,-0.037,,,,-1.401,0.985,-2.386,0.938,,3.853,
09/30/1997,5.145,27.056,10.129,-1.512,,0.525,-2.037,-30.528,-5.355,-7.209,,-17.964,,-102.606,-13.722,,,,-13.722,,,,,,,,,,-88.884,112.7,,109.938,,,,2.246,4.632,-2.386,0.516,,15.239,
12/31/1997,5.449,45.226,16.531,-5.969,,1.066,-7.035,-50.339,-23.128,-12.675,,-14.536,,-110.704,-29.377,,,,-29.377,,,,,,,,,,-81.327,101.28,,105.713,,,,-4.263,5.788,-10.051,-0.17,,-3.975,
03/31/1998,6.544,20.27,7.671,1.647,,6.38,-4.733,-23.044,-8.817,1.364,,-15.591,,-8.921,-9.804,,,,-9.804,,,0.0,0.0,,,,,,0.883,2.948,0.0,-0.225,,,,3.462,3.462,0.0,-0.289,,0.571,
06/30/1998,13.152,14.345,7.145,-0.149,,0.055,-0.204,-8.189,16.481,-18.801,,-5.869,,-11.731,-11.731,,,,-11.731,,,,,,,,,,0.0,3.232,,-0.025,,,,3.919,3.919,0.0,-0.662,,4.653,
09/30/1998,26.844,33.116,15.225,-11.672,,-7.761,-3.911,-9.825,12.037,-20.329,,-1.533,,-71.45,-31.458,,,,-31.458,,,,,,,,,,-39.992,52.511,,49.411,,,,3.099,5.594,-2.495,0.001,,7.905,
12/31/1998,38.645,56.091,22.882,-11.121,,-7.358,-3.763,-29.207,-1.033,-22.809,,-5.365,,-100.466,-52.014,,,,-52.014,,,,,,,,,,-48.452,59.662,,58.886,,,,0.257,7.003,-6.746,0.519,,-2.159,
03/31/1999,25.814,28.763,10.397,18.64,,21.358,-2.718,-31.986,-21.621,9.811,,-20.176,,-18.277,-25.272,0.0,,,-25.272,,,0.0,0.0,,,,,,6.995,1.13,0.0,9.775,,,,-7.788,3.163,-10.951,-0.857,,8.667,
06/30/1999,-4.95,9.335,9.878,1.74,,0.0,1.74,-25.903,19.509,-22.674,,-22.738,,-14.29,-14.29,,,,-14.29,,,,,,,,,,0.0,13.2,,34.975,,,,-21.353,7.359,-28.712,-0.422,,-6.04,
09/30/1999,24.581,23.743,20.027,5.469,,0.0,5.469,-24.658,11.521,-25.318,,-10.861,,-39.783,-33.524,,,,-33.524,,,,,,,,,,-6.259,23.832,,43.866,,,,-20.471,8.241,-28.712,0.437,,8.63,
12/31/1999,37.966,34.678,30.107,3.767,,0.0,3.767,-30.586,6.51,-30.946,,-6.15,,-56.087,-49.828,,,,-49.828,,,,,,,,,,-6.259,23.021,,43.341,,,,-20.519,8.193,-28.712,0.199,,4.9,
06/30/2000,19.503,0.828,11.012,1.801,,1.973,-0.172,5.862,13.764,10.946,,-18.848,,-15.759,-15.803,,,,-15.803,,,,,,,,,,0.044,-13.367,,-13.0,,,,-0.424,-0.424,,0.057,,-9.623,
09/30/2000,36.345,7.552,22.199,-1.618,,,-1.618,8.212,5.8,18.963,,-16.551,,-26.205,-26.295,,,,-26.295,,,,,,,,,,0.09,-16.569,,-14.116,,,,-0.739,-0.739,0.0,-1.714,,-6.429,
12/31/2000,68.561,17.943,33.968,0.426,,,0.426,16.224,5.52,24.426,,-13.722,,-37.239,-37.329,,,,-37.329,,,,,,,,,,0.09,-45.298,,-49.616,,,,6.47,6.47,,-2.152,,-13.976,
03/31/2001,33.778,-16.626,12.603,16.933,,1.652,15.281,20.868,2.623,8.057,,10.188,,-13.688,-13.688,,,,-13.688,,,0.0,0.0,0.0,,,,,0.0,-16.88,0.0,-18.433,,,,0.0,0.0,0.0,1.553,,3.21,
06/30/2001,27.818,4.383,11.884,1.227,,,1.227,10.324,22.69,-8.237,,-4.129,,-10.748,-10.748,,,,-10.748,,,,,,,,,,0.0,-34.571,,-35.613,,,,1.318,1.318,,-0.276,,-17.501,
09/30/2001,46.242,13.602,23.732,6.317,,,6.317,2.591,18.905,-5.692,,-10.622,,-24.583,-24.583,,,,-24.583,,,,,,,,,,0.0,-35.427,,-39.528,,,,4.348,4.348,,-0.247,,-13.768,
12/31/2001,91.455,27.605,35.357,6.607,,,6.607,21.886,22.286,-2.807,,2.407,,-43.309,-40.467,,,,-40.467,,,,,,,,,,-2.842,-55.663,,-61.55,,,,6.35,6.35,,-0.463,,-7.517,
03/31/2002,50.568,18.597,11.527,12.357,,12.866,-0.509,8.087,-17.612,7.124,,18.575,,-25.302,-25.211,,,,-25.211,,,0.0,0.0,,,,,,-0.091,-30.161,0.0,-30.363,,,,0.0,0.0,0.0,0.202,,-4.769,
06/30/2002,16.64,12.834,11.251,3.18,,-0.076,3.256,-10.625,15.826,-7.432,,-19.019,,-10.562,-10.422,,,,-10.422,,,,,,,,,,-0.14,-8.23,,-13.143,,,,2.563,2.563,,2.35,,-2.152,
09/30/2002,61.021,31.245,23.568,5.046,,-0.114,5.16,1.162,20.406,-4.761,,-14.483,,-30.528,-30.388,,,,-30.388,,,,,,,,,,-0.14,-26.958,,-17.781,,,,-10.802,5.268,-16.07,1.625,,3.535,
12/31/2002,81.591,52.726,34.554,10.359,,-0.082,10.441,-16.048,16.352,-8.574,,-23.826,,-45.358,-45.218,,,,-45.218,,,,,,,,,,-0.14,-37.882,,-32.081,,,,-8.219,7.851,-16.07,2.418,,-1.649,
03/31/2003,51.7,26.71,11.961,6.555,,4.064,2.491,6.474,-30.467,-3.639,,40.58,,-13.374,-13.374,0.0,,,-13.374,,,0.0,0.0,,,,,,0.0,-23.16,0.0,-26.019,,,,3.493,3.493,0.0,-0.634,,15.166,
06/30/2003,9.448,16.472,11.683,-0.876,,0.395,-1.271,-17.831,5.408,-19.939,-19.777,16.477,,-50.969,-11.255,0.0,,,-11.255,,,0.0,0.0,0.0,,,,,-39.714,34.476,0.0,47.039,,,,-11.925,2.214,-14.139,-0.638,,-7.045,
09/30/2003,20.04,20.369,12.222,3.324,,-0.422,3.746,-15.875,6.08,-3.582,-23.985,5.612,,-16.581,-16.581,0.0,,,-16.581,,,0.0,0.0,0.0,,,,,0.0,-24.156,0.0,-13.506,,,,-10.546,3.593,-14.139,-0.104,,-20.697,
