Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,Payables Broker Dealers,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2001,302029.0,4631.0,,,,252889.0,,,0.0,,0.0,,,,,,,,,32736.0,0.0,32736.0,,,,,,,,0.0,44509.0,,,,,,89932.0,124993.0,,,,,,,,,30275.0,,,,,,,,,,38871.0,284071.0,0.0,16428.0,,,-1800.0,4933.0,-1603.0,17958.0,0.0,17958.0,302029.0,
11/30/2001,312218.0,6909.0,128815.0,,,92498.0,,,,,,,,,,,,,,33463.0,,33463.0,,,,,,,,0.0,212811.0,,,,,,93283.0,125899.0,39369.0,,,,,,,,31016.0,,,,,,,0.0,,,43789.0,293987.0,,16332.0,,,-2086.0,5373.0,-1388.0,18231.0,0.0,18231.0,312218.0,
02/22/2002,310483.0,6977.0,,,,263225.0,,,0.0,,0.0,,,,,,,,,28191.0,0.0,28191.0,,,2850.0,2850.0,,,,,37431.0,,,,,,87399.0,131726.0,,,,,,,,,34574.0,,,,,,,,,,38289.0,291988.0,0.0,16290.0,,,-2369.0,5840.0,-1266.0,18495.0,0.0,18495.0,310483.0,
05/31/2002,327238.0,6302.0,,,,280928.0,,,0.0,,0.0,,,,,,,,,27988.0,0.0,27988.0,,,2860.0,2860.0,,,,,37148.0,,,,,,85406.0,148666.0,,,,,,,,,34497.0,,,,,,,,,,39811.0,308380.0,0.0,16194.0,,,-2718.0,6347.0,-965.0,18858.0,0.0,18858.0,327238.0,
08/30/2002,349526.0,3689.0,,,,304723.0,,,0.0,,0.0,,,,,,,,,28753.0,0.0,28753.0,,,2860.0,2860.0,,,,,38254.0,,,,,,88787.0,153948.0,,,,,,,,,37762.0,,,,,,,,,,50185.0,330682.0,0.0,15939.0,,,-3118.0,6811.0,-788.0,18844.0,0.0,18844.0,349526.0,
11/29/2002,355574.0,4822.0,159351.0,,,0.0,,,0.0,,0.0,,,,,,,,,28938.0,0.0,28938.0,,,4840.0,2860.0,,,,0.0,345912.0,,,,,,93697.0,159240.0,,,,,,,,,38711.0,,,,,,,,,,44923.0,336571.0,0.0,16272.0,,,-3561.0,7259.0,-967.0,19003.0,0.0,19003.0,355574.0,
02/28/2003,371968.0,4588.0,,,,322620.0,,,0.0,,0.0,,,,,,,,,31459.0,0.0,31459.0,,,4809.0,,,,,,39951.0,,,,,,95346.0,161476.0,,,,,,,,,43399.0,,,,,,,,,,52233.0,352454.0,0.0,16208.0,,,-3831.0,7864.0,-727.0,19514.0,0.0,19514.0,371968.0,
05/30/2003,404698.0,7208.0,,,,340977.0,,,0.0,,0.0,,,,,,,,,43124.0,0.0,43124.0,,,4763.0,,,,,,51750.0,,,,,,105219.0,172406.0,,,,,,,,,51268.0,,,,,,,,,,55763.0,384656.0,0.0,17197.0,,,-4105.0,8503.0,-1553.0,20042.0,0.0,20042.0,404698.0,
08/29/2003,394142.0,6641.0,,,,333155.0,,,0.0,,0.0,,,,,,,,,40412.0,0.0,40412.0,,,5191.0,,,,,,49155.0,,,,,,104183.0,168503.0,,,,,,,,,52448.0,,,,,,,,,,48570.0,373704.0,0.0,16261.0,,,-4382.0,9062.0,-503.0,20438.0,0.0,20438.0,394142.0,
11/28/2003,403799.0,7087.0,,,,346408.0,,,0.0,,0.0,,,,,,,,,36377.0,0.0,36377.0,3527.0,,4982.0,3162.0,,,,0.0,41795.0,,,,,,105513.0,169142.0,,,,,,,,,57482.0,,,,,,,,,,48749.0,380886.0,0.0,16551.0,,,-4500.0,9914.0,-333.0,21632.0,1281.0,22913.0,403799.0,
02/27/2004,443285.0,6950.0,,,,375688.0,,,0.0,,0.0,,,,,,,,,45218.0,0.0,45218.0,4038.0,,4947.0,3160.0,,,,,51662.0,,,,,,120280.0,182224.0,,,,,,,,,69135.0,,,,,,,,,,47935.0,419574.0,0.0,16362.0,,,-4965.0,11082.0,-244.0,22235.0,1476.0,23711.0,443285.0,
05/28/2004,467921.0,8041.0,,,,398797.0,,,0.0,,0.0,,,,,,,,,43791.0,0.0,43791.0,3807.0,,4916.0,3160.0,,,,,52360.0,,,,,,139828.0,186267.0,,,,,,,,,69012.0,,,,,,,,,,47967.0,443074.0,0.0,16533.0,,,-5335.0,12146.0,-192.0,23152.0,1695.0,24847.0,467921.0,
08/27/2004,486686.0,7750.0,,,,417608.0,,,0.0,,0.0,,,,,,,,,46748.0,0.0,46748.0,3598.0,,4885.0,3160.0,,,,,52845.0,,,,,,144373.0,197357.0,,,,,,,,,71684.0,,,,,,,,,,48087.0,461501.0,0.0,16531.0,,,-5765.0,12901.0,-153.0,23514.0,1671.0,25185.0,486686.0,
11/26/2004,531379.0,4365.0,,,,459326.0,,,0.0,,0.0,,,,,,,,,52545.0,0.0,52545.0,4083.0,,4871.0,3180.0,,,,,58734.0,,,,,,153221.0,198022.0,,,,,,,,,80696.0,,,,,,,,,,72552.0,504491.0,0.0,17520.0,,,-6305.0,13970.0,-106.0,25079.0,1809.0,26888.0,531379.0,
02/25/2005,596149.0,5531.0,,,,514359.0,,,0.0,,0.0,,,,,,,,,59562.0,0.0,59562.0,4472.0,,5680.0,3070.0,,,,,66107.0,,,,,,154137.0,260477.0,,,,,,,,,95577.0,,,,,,,,,,57911.0,568102.0,0.0,18320.0,,,-7530.0,15354.0,-69.0,26075.0,1972.0,28047.0,596149.0,
05/27/2005,624472.0,8042.0,,,,539341.0,,,0.0,,0.0,,,,,,,,,58369.0,0.0,58369.0,4934.0,,5756.0,3090.0,,,,,66399.0,,,,,,173233.0,264956.0,,,,,,,,,95129.0,,,,,,,,,,62165.0,595483.0,750.0,18816.0,,,-9211.0,16093.0,-53.0,26395.0,2594.0,28989.0,624472.0,
08/26/2005,669518.0,6895.0,,,,578439.0,,,0.0,,0.0,,,,,,,,,67413.0,0.0,67413.0,4809.0,,5472.0,3104.0,,,,,73903.0,,,,,,166503.0,300707.0,,,,,,,,,101605.0,,,,,,,,,,71018.0,639833.0,750.0,19234.0,,,-10951.0,17579.0,-5.0,26607.0,3078.0,29685.0,669518.0,
11/25/2005,706804.0,10261.0,,,,603850.0,,,0.0,,0.0,,,,,,,,,75381.0,0.0,75381.0,5097.0,,5203.0,3148.0,,,,,82393.0,,,,,,178304.0,328832.0,,,,,,,,,100007.0,,,,,,,,,,68495.0,675638.0,1750.0,20580.0,,,-13413.0,19085.0,0.0,28002.0,3164.0,31166.0,706804.0,
02/24/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/26/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/25/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2006,838201.0,6293.0,301468.0,,,348008.0,,,,,,,,,,,,,,93013.0,,93013.0,6990.0,,5686.0,3184.0,,,,,471224.0,,,,,,217581.0,403992.0,147492.0,,,,,,,,148976.0,,,,,,,,,,31866.0,802415.0,3100.0,26027.0,,,-21230.0,27868.0,21.0,35786.0,4759.0,40545.0,842960.0,
02/23/2007,919806.0,6887.0,323156.0,,,381769.0,,,,,,,,,,,,,,109269.0,,109269.0,7311.0,,5593.0,3181.0,,,,,518246.0,,,,,215299.0,215299.0,469569.0,192665.0,,,,,,,,157002.0,,,,,,,,,,33725.0,875595.0,3100.0,26838.0,,,-23915.0,30859.0,18.0,36900.0,10526.0,47426.0,923021.0,
05/25/2007,943196.0,8009.0,313048.0,,,388568.0,,,,,,,,,,,,,,135241.0,,135241.0,7193.0,,5498.0,3145.0,,,,,533928.0,,,,,218027.0,230957.0,466218.0,144440.0,,,,,,,,167253.0,,,,,,,,,,40309.0,904737.0,3100.0,27401.0,,,-25050.0,32985.0,23.0,38459.0,8717.0,47176.0,951913.0,
08/31/2007,1045778.0,12655.0,347694.0,,,438808.0,,,,,,,,,,,,,,135580.0,,135580.0,8419.0,,5476.0,3161.0,,,,,580420.0,,,,,266327.0,280413.0,493364.0,160253.0,,,,,,,,188980.0,,,,,,,,,,43903.0,1006660.0,3100.0,27853.0,,,-27499.0,35634.0,30.0,39118.0,8907.0,48025.0,1054685.0,
11/30/2007,1119796.0,10282.0,364730.0,,,466920.0,,,0.0,,0.0,,,,,,,,,148183.0,0.0,148183.0,8975.0,,5092.0,3321.0,,,,,628527.0,,,,,,325488.0,630772.0,159178.0,,,,,,,,197474.0,,,,,,,,,,131599.0,1285333.0,3100.0,31335.0,,,-30159.0,38642.0,-118.0,42800.0,7265.0,50065.0,1335398.0,
02/29/2008,1189006.0,12715.0,401847.0,,,462663.0,,,0.0,,0.0,,,,,,,,,144323.0,0.0,144323.0,10057.0,,5220.0,3507.0,,,,,698351.0,,,,,336763.0,363724.0,421686.0,161498.0,,,,,,,,212052.0,,,,,,,,,,141228.0,1138690.0,3100.0,31634.0,,,-31712.0,39751.0,-144.0,42629.0,7687.0,50316.0,1189006.0,
05/30/2008,1088145.0,13781.0,429321.0,,,375624.0,,,0.0,,0.0,,,,,,,,,123057.0,0.0,123057.0,10515.0,,5295.0,3530.0,,,,,682930.0,,,,,335481.0,364999.0,344257.0,115733.0,,,,,,,,207973.0,,,,,,,,,,122411.0,1039640.0,3100.0,32122.0,,,-31914.0,41646.0,-136.0,44818.0,3687.0,48505.0,1088145.0,
08/29/2008,1081773.0,12160.0,438091.0,,,377987.0,,,0.0,,0.0,,,,,,,,,104225.0,0.0,104225.0,10717.0,,5233.0,3553.0,,,,,675676.0,,,,,346073.0,375124.0,326145.0,110204.0,,,,,,,,201976.0,,,,,,,,,,129308.0,1032553.0,3100.0,32539.0,,,-32176.0,42301.0,-165.0,45599.0,3621.0,49220.0,1081773.0,
11/28/2008,884547.0,15740.0,302816.0,,,314652.0,,,0.0,,0.0,,,,,,,,,90564.0,0.0,90564.0,10793.0,,5200.0,3523.0,,,,,538162.0,,,,,,272901.0,220688.0,62883.0,,,,,,,,185678.0,,,,,,,,,,139817.0,819084.0,16471.0,40362.0,,,-32175.0,39913.0,-202.0,64369.0,1643.0,66012.0,885096.0,
03/27/2009,925290.0,35417.0,371400.0,143155.0,228245.0,314852.0,245266.0,,,69586.0,,,,,,,,,,70486.0,,70486.0,10895.0,10895.0,5138.0,3528.0,1610.0,,104325.0,0.0,12777.0,,,,,,249581.0,293405.0,133395.0,56601.0,,,,,88469.0,14940.0,203382.0,,,,203382.0,,,,,90620.0,23675.0,860663.0,16507.0,39197.0,4768.0,34429.0,-32160.0,40366.0,-357.0,63553.0,1074.0,64627.0,925290.0,
06/26/2009,889544.0,22177.0,356883.0,138339.0,218544.0,319038.0,265225.0,,,53813.0,,,,,,,,,,72315.0,,72315.0,10925.0,10925.0,4973.0,3536.0,1437.0,,90026.0,,13207.0,,,,,,226810.0,292857.0,132982.0,79146.0,,,,,69701.0,11028.0,207300.0,,,,207300.0,,,,,68151.0,30675.0,825793.0,6957.0,45536.0,5194.0,40342.0,-32157.0,42827.0,-350.0,62813.0,938.0,63751.0,889544.0,
09/25/2009,882185.0,23015.0,364406.0,142589.0,221817.0,306882.0,263923.0,,,42959.0,,,,,,,,,,69936.0,,69936.0,11321.0,11321.0,4934.0,3546.0,1388.0,,88267.0,,13424.0,,,,,,224201.0,288337.0,127035.0,86343.0,,,,,69525.0,5434.0,204305.0,,,,204305.0,,,,,64040.0,34991.0,815874.0,6957.0,45134.0,5617.0,39517.0,-32157.0,45660.0,-240.0,65354.0,957.0,66311.0,882185.0,
12/31/2009,848942.0,38291.0,334218.0,144279.0,189939.0,303812.0,267149.0,3864.0,,32799.0,,,,,,,,,,67900.0,,67900.0,11380.0,11380.0,4920.0,3543.0,1377.0,7876.0,75253.0,0.0,5292.0,,,,,,219810.0,272266.0,128360.0,73010.0,0.0,0.0,,,65654.0,5242.0,196288.0,0.0,0.0,,196288.0,769.0,285.0,484.0,1611.0,56009.0,30515.0,777268.0,6957.0,46023.0,6253.0,39770.0,-32156.0,50252.0,-362.0,70714.0,960.0,71674.0,848942.0,
03/31/2010,880528.0,27064.0,369209.0,166368.0,202841.0,311915.0,268862.0,,,43053.0,,,,,,,,,,71443.0,,71443.0,12322.0,12322.0,5983.0,3575.0,2408.0,,70573.0,0.0,12019.0,,,,,,219564.0,310817.0,153517.0,86220.0,,,,,66467.0,4613.0,193609.0,,,,193609.0,,,,,53861.0,28749.0,806600.0,6957.0,47386.0,5942.0,41444.0,-34388.0,53345.0,-356.0,72944.0,984.0,73928.0,880528.0,
06/30/2010,883188.0,32601.0,359359.0,169280.0,190079.0,311481.0,255067.0,,,56414.0,,,,,,,,,,70746.0,,70746.0,11958.0,11958.0,5894.0,3548.0,2346.0,,79801.0,,11348.0,,,,,,222555.0,307856.0,149908.0,89596.0,,,,,63607.0,4745.0,190984.0,,,,190984.0,,,,,57574.0,29431.0,808400.0,6957.0,47967.0,6370.0,41597.0,-34386.0,53599.0,-318.0,73819.0,969.0,74788.0,883188.0,
09/30/2010,908679.0,36129.0,362177.0,178109.0,184068.0,322513.0,270321.0,,,52192.0,,,,,,,,,,77315.0,,77315.0,11410.0,11410.0,5866.0,3507.0,2359.0,,81474.0,,11795.0,,,,,,224837.0,315974.0,150429.0,91450.0,,,,,70636.0,3459.0,197067.0,,,,197067.0,,,,,63767.0,30531.0,832176.0,6957.0,49050.0,7265.0,41785.0,-35202.0,55136.0,-284.0,75657.0,846.0,76503.0,908679.0,
12/31/2010,911332.0,39788.0,354661.0,188355.0,166306.0,337391.0,283660.0,3673.0,,50058.0,,,,,,,,,,78140.0,,78140.0,11106.0,11106.0,5522.0,3495.0,2027.0,6553.0,73293.0,,4878.0,,,,,,225839.0,335149.0,162345.0,85987.0,0.0,0.0,,,83583.0,3234.0,188247.0,0.0,0.0,,188247.0,805.0,805.0,,1647.0,54730.0,26687.0,833104.0,6957.0,49817.0,7714.0,42103.0,-36295.0,57163.0,-286.0,77356.0,872.0,78228.0,911332.0,
03/31/2011,933289.0,42683.0,346311.0,162094.0,184217.0,359175.0,305663.0,,,53512.0,,,,,,,,,,87619.0,,87619.0,10184.0,10184.0,5238.0,3322.0,1916.0,,69143.0,0.0,12936.0,,,,,,226551.0,364276.0,165475.0,99607.0,,,,,93622.0,5572.0,183053.0,,,,183053.0,,,,,51391.0,34667.0,859938.0,3100.0,49619.0,4767.0,44852.0,-37723.0,57803.0,-330.0,72469.0,882.0,73351.0,933289.0,
06/30/2011,936910.0,45433.0,337757.0,162285.0,175472.0,358572.0,297081.0,,,61491.0,,,,,,,,,,94152.0,,94152.0,9743.0,9743.0,5187.0,3323.0,1864.0,,73524.0,,12542.0,,,,,,242386.0,361546.0,155450.0,102147.0,,,,,97537.0,6412.0,183221.0,,,,183221.0,,,,,47492.0,28717.0,863362.0,3100.0,50163.0,5208.0,44955.0,-39219.0,58659.0,-347.0,72356.0,1192.0,73548.0,936910.0,
09/30/2011,948909.0,44203.0,342783.0,185854.0,156929.0,356856.0,279433.0,,,77423.0,,,,,,,,,,88351.0,,88351.0,9484.0,9484.0,5459.0,3643.0,1816.0,,92026.0,,9747.0,,,,,,255644.0,341065.0,143498.0,96123.0,,,,,95970.0,5474.0,185020.0,,,,185020.0,,,,,66004.0,29613.0,877346.0,3100.0,50631.0,5294.0,45337.0,-41372.0,58043.0,-314.0,70088.0,1475.0,71563.0,948909.0,
12/31/2011,923225.0,56008.0,341130.0,187789.0,153341.0,348442.0,284178.0,4858.0,,59406.0,,,,,,,,,,74465.0,,74465.0,8697.0,8697.0,5468.0,3802.0,1666.0,6290.0,80028.0,,2697.0,,,,,,240734.0,340134.0,164502.0,86560.0,0.0,0.0,,,85405.0,3667.0,181724.0,0.0,0.0,,181724.0,993.0,993.0,,1995.0,58453.0,27363.0,851396.0,3100.0,51242.0,5689.0,45553.0,-42281.0,58834.0,-516.0,70379.0,1450.0,71829.0,923225.0,
03/31/2012,950932.0,57138.0,350142.0,181050.0,169092.0,367347.0,314248.0,,,53099.0,,,,,,,,,,82097.0,,82097.0,8597.0,8597.0,5370.0,3782.0,1588.0,,71258.0,0.0,8983.0,,,,,,257501.0,358841.0,173092.0,99901.0,,,,,82170.0,3678.0,179403.0,,,,179403.0,,,,,51350.0,30804.0,877899.0,3100.0,50932.0,3897.0,47035.0,-42592.0,60723.0,-507.0,71656.0,1377.0,73033.0,950932.0,
06/30/2012,948638.0,58913.0,334860.0,167344.0,167516.0,372573.0,315888.0,,,56685.0,,,,,,,,,,86820.0,,86820.0,8616.0,8616.0,5400.0,3779.0,1621.0,,71308.0,,10148.0,,,,,,266837.0,344901.0,160442.0,97706.0,,,,,74586.0,12167.0,176338.0,,,,176338.0,,,,,52242.0,34242.0,874560.0,4850.0,51191.0,4136.0,47055.0,-44092.0,61412.0,-506.0,72855.0,1223.0,74078.0,948638.0,
09/30/2012,949207.0,63639.0,312611.0,147361.0,165250.0,396061.0,342464.0,,,53597.0,,,,,,,,,,80343.0,,80343.0,8470.0,8470.0,5296.0,3763.0,1533.0,,72829.0,,9958.0,,,,,,260342.0,347190.0,166186.0,92408.0,,,,,81961.0,6635.0,176221.0,,,,176221.0,,,,,51771.0,38657.0,874181.0,5350.0,51415.0,4117.0,47298.0,-45334.0,62638.0,-382.0,73687.0,1339.0,75026.0,949207.0,
12/31/2012,938555.0,72669.0,278227.0,141334.0,136893.0,385506.0,335835.0,9074.0,,40597.0,,,,,,,,,,91354.0,,91354.0,8217.0,8217.0,5099.0,3702.0,1397.0,6464.0,71176.0,0.0,19843.0,,,,,,259326.0,334421.0,171807.0,76217.0,0.0,0.0,,,81114.0,5283.0,176270.0,0.0,0.0,,176270.0,870.0,870.0,0.0,1315.0,50427.0,39702.0,862331.0,6200.0,51336.0,3306.0,48030.0,-46850.0,65223.0,-193.0,75716.0,508.0,76224.0,938555.0,
03/31/2013,959223.0,63333.0,330547.0,158506.0,172041.0,360397.0,319353.0,,,41044.0,,,,,,,,,,98418.0,,98418.0,7960.0,7960.0,4683.0,3702.0,981.0,,68040.0,,25845.0,,,,,,269263.0,345853.0,155356.0,101402.0,,,,,82146.0,6949.0,175979.0,,,,175979.0,,,,,52347.0,38121.0,881563.0,6200.0,52419.0,3687.0,48732.0,-48347.0,67164.0,-208.0,77228.0,432.0,77660.0,959223.0,
06/30/2013,938456.0,72398.0,328353.0,153555.0,174798.0,340238.0,288308.0,,,51930.0,,,,,,,,,,97357.0,,97357.0,8051.0,8051.0,4494.0,3699.0,795.0,,67853.0,,19712.0,,,,,,268830.0,343955.0,158957.0,93382.0,,,,,81779.0,9837.0,169717.0,,,,169717.0,,,,,51604.0,25966.0,860072.0,7200.0,52592.0,3830.0,48762.0,-49949.0,68783.0,-583.0,78043.0,341.0,78384.0,938456.0,
09/30/2013,923223.0,65478.0,344963.0,169868.0,175095.0,316673.0,262798.0,,,53875.0,,,,,,,,,,97720.0,,97720.0,8721.0,8721.0,4458.0,3702.0,756.0,,61459.0,,23751.0,,,,,,264996.0,326432.0,157781.0,82671.0,,,,,77533.0,8447.0,175875.0,,,,175875.0,,,,,48487.0,29409.0,845199.0,7200.0,52639.0,3709.0,48930.0,-51598.0,69975.0,-600.0,77616.0,408.0,78024.0,923223.0,
12/31/2013,911507.0,61133.0,326298.0,161732.0,164566.0,330913.0,281242.0,,,49671.0,,,,,,,,,,112775.0,,112775.0,9196.0,9196.0,4376.0,3705.0,671.0,5980.0,57879.0,0.0,2957.0,,,,,,270223.0,328562.0,164782.0,77704.0,0.0,0.0,,,80727.0,5349.0,168489.0,0.0,0.0,,168489.0,707.0,707.0,0.0,1337.0,49722.0,13674.0,832714.0,7200.0,52845.0,3847.0,48998.0,-53015.0,71961.0,-524.0,78467.0,326.0,78793.0,911507.0,
03/31/2014,915665.0,58858.0,325768.0,135033.0,190735.0,334867.0,274687.0,,,60180.0,,,,,,,,,,114874.0,,114874.0,8944.0,8944.0,4486.0,3706.0,780.0,,57846.0,0.0,10022.0,,,,,,285312.0,318499.0,138744.0,82350.0,,,,,82846.0,14559.0,172499.0,,,,172499.0,,,,,48137.0,11845.0,836292.0,7200.0,53539.0,3580.0,49959.0,-54726.0,73646.0,-560.0,79099.0,274.0,79373.0,915665.0,
06/30/2014,859914.0,56983.0,273822.0,109103.0,164719.0,332631.0,291963.0,,,40668.0,,,,,,,,,,119244.0,,119244.0,8884.0,8884.0,4469.0,3707.0,762.0,,53843.0,0.0,10038.0,,12218.0,,12218.0,260785.0,273003.0,271130.0,106966.0,77967.0,,,,,73934.0,12263.0,173458.0,,,,173458.0,,,,,46195.0,14286.0,778072.0,9200.0,53659.0,3717.0,49942.0,-55975.0,75340.0,-595.0,81629.0,213.0,81842.0,859914.0,
09/30/2014,868933.0,54150.0,298041.0,125669.0,172372.0,312887.0,268697.0,,,44190.0,,,,,,,,,,125006.0,,125006.0,8682.0,8682.0,4386.0,3706.0,680.0,,56629.0,,9152.0,,13141.0,,13141.0,271042.0,284183.0,260946.0,96660.0,77695.0,,,,,73476.0,13115.0,172357.0,,,,172357.0,,,,,54326.0,14453.0,786265.0,9200.0,53712.0,3696.0,50016.0,-57221.0,77227.0,-643.0,82275.0,393.0,82668.0,868933.0,
12/31/2014,856240.0,57600.0,288660.0,127938.0,160722.0,300694.0,248978.0,,,51716.0,,16749.0,1705.0,15044.0,11289.0,,,11289.0,95607.0,123645.0,-228.0,123417.0,9344.0,9344.0,4160.0,3645.0,515.0,5794.0,63270.0,0.0,3301.0,,13738.0,,13738.0,276206.0,289944.0,229588.0,88215.0,69067.0,0.0,0.0,,,65670.0,6636.0,174820.0,0.0,0.0,,174820.0,1012.0,1012.0,0.0,1582.0,63016.0,13077.0,773039.0,9200.0,53824.0,3775.0,50049.0,-58468.0,78984.0,-743.0,82797.0,404.0,83201.0,856240.0,
