Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1994,,1.35,0.982,0.029,0.392,2.753,,,,,,,,,,,,,,,,,
06/30/1994,,1.52,1.064,1.272,-0.35,3.506,,,,,,,,,,,,,,,,,
09/30/1994,,1.79,1.198,-1.138,-2.449,-0.599,,,,,,,,,,,,,,,,,
12/31/1994,,2.012,1.294,0.105,1.676,5.087,,,,,,,,,,,,,,,5.087,,
03/31/1995,,2.167,1.394,0.284,0.535,4.38,,,-3.828,,,,,,,,,,,,,,
06/30/1995,,2.47,1.894,-0.197,-4.804,-0.637,,,-4.503,,,,,,,,,,,,,,
09/30/1995,,2.836,1.972,-0.235,-9.519,-4.946,,,-5.47,,,,,,,,,,,,,,
12/31/1995,,5.665,11.643,2.672,15.704,35.683998,,,-11.915,,,,,,,,,,,,,,
03/31/1996,,4.8,,,,,,,,,,,,,,,,,,,,,
06/30/1996,,7.55,,,,,,,,,,,,,,,,,,,,,
09/30/1996,,8.56,,,,,,,,,,,,,,,,,,,,,
12/31/1996,,-12.03,,,,,,,,,,,,,,,,,,,,,
03/31/1997,,11.6,8.058,-0.844,-11.138,7.676,-15.329,0.066,-18.108999,0.0,3.226,-0.512,78.242996,0.0,0.0,3.491,-11.162,87.371002,0.0,-1.457,70.589996,,
06/30/1997,,12.974,8.793,-3.391,-4.753,13.623,-37.719002,0.56,-20.820999,-5.575,0.0,-11.883,-9.159,0.0,0.0,0.0,-5.64,1.385,0.0,-4.904,-33.255001,,
09/30/1997,,14.288,9.719,3.411,-14.653,12.765,-43.924,2.061,-20.912001,-25.424999,0.0,0.352,0.678,0.0,0.0,0.083,-5.753,7.654,0.0,-1.306,-30.481001,,
