Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,2315.0,,,-2013.0,,302.0,,-293.0,,,,9.0,-50.0,,163.0,,,,-113.0,-41.0,5.0,14.0,602.0,,,-638.0,0.0,-588.0,0.0,,-588.0,-588.0,,606.400024,-0.97,0.025,0.025,606.400024,-0.97,0.025,0.025,
03/31/1993,2169.0,,,-1782.0,,387.0,,-223.0,,,,164.0,81.0,,157.0,,0.0,,-238.0,245.0,-162.0,83.0,3.0,,,80.0,0.0,80.0,-5.0,,75.0,75.0,,608.799988,0.125,0.13,,608.799988,0.125,0.13,0.13,
06/30/1993,2011.0,,,-1681.0,,330.0,,-208.0,,,,122.0,-15.0,,135.0,,0.0,,-120.0,107.0,-31.0,76.0,0.0,,,76.0,-1.0,75.0,-11.0,,64.0,64.0,,609.599976,0.105,0.105,,609.599976,0.105,0.105,0.105,
09/30/1993,1916.0,,,-1632.0,,284.0,,-235.0,,,,49.0,-89.0,,138.0,,0.0,,-49.0,-40.0,-61.0,-101.0,-172.0,,,71.0,0.0,71.0,-12.0,,59.0,59.0,,610.200012,0.1,-0.18,,610.200012,0.1,-0.18,-0.18,
12/31/1993,2020.0,,,-1768.0,,252.0,,-217.0,,,,35.0,-129.0,,150.0,,-30.0,,9.0,-94.0,111.0,17.0,61.0,,,-44.0,0.0,57.0,-10.0,,47.0,47.0,,610.799988,0.075,0.175,0.175,610.799988,0.075,0.175,0.175,
03/31/1994,2106.0,,,-1813.0,,293.0,,-230.0,,,,63.0,-106.0,,145.0,,,,-39.0,-43.0,4.0,-39.0,0.0,,,-39.0,-1.0,-40.0,-17.0,,-57.0,-57.0,,612.400024,-0.095,-0.095,,612.400024,-0.095,-0.095,-0.095,
06/30/1994,2162.0,,,-1811.0,,351.0,,-244.0,,,,107.0,-115.0,,148.0,,,,-33.0,-8.0,-11.0,-19.0,0.0,,,-19.0,0.0,-19.0,-19.0,,-38.0,-38.0,,623.799988,-0.06,-0.06,,623.799988,-0.06,-0.06,-0.06,
09/30/1994,2404.0,,,-1939.0,,465.0,,-272.0,,,,193.0,-87.0,,141.0,,,,-54.0,106.0,-82.0,24.0,0.0,,,24.0,-1.0,23.0,-20.0,,3.0,3.0,,624.799988,0.005,0.005,,624.799988,0.005,0.005,0.005,
12/31/1994,2564.0,,,-2045.0,,519.0,,-369.0,,,,150.0,-110.0,,150.0,,,,-40.0,40.0,-54.0,0.0,0.0,,,-14.0,0.0,0.0,-20.0,,-20.0,-20.0,,625.599976,-0.03,-0.03,-0.03,625.599976,-0.03,-0.03,-0.03,
03/31/1995,2714.0,,,-2027.0,,687.0,,-263.0,,,,424.0,-92.0,,149.0,,,,-57.0,332.0,-154.0,178.0,0.0,,,178.0,0.0,178.0,-23.0,,155.0,155.0,,634.599976,0.245,0.245,,634.599976,0.235,0.245,0.245,
06/30/1995,2679.0,,,-1955.0,,724.0,,-385.0,,,,339.0,-46.0,,140.0,,,,-94.0,293.0,-106.0,187.0,0.0,,,187.0,0.0,187.0,-23.0,,164.0,164.0,,636.400024,0.255,0.255,,636.400024,0.245,0.255,0.255,
09/30/1995,2557.0,,,-1963.0,,594.0,,-254.0,,,,340.0,-89.0,,147.0,,,,-58.0,251.0,-112.0,139.0,0.0,,,139.0,0.0,139.0,-24.0,,115.0,115.0,,637.200012,0.18,0.18,,637.200012,0.18,0.18,0.18,
12/31/1995,2473.0,,,-1957.0,,516.0,,-266.0,,,,250.0,-214.0,,143.0,,,,71.0,36.0,-30.0,7.0,0.0,,,6.0,0.0,7.0,-23.0,,-16.0,-16.0,,637.599976,-0.025,-0.025,-0.025,637.599976,-0.025,-0.025,-0.025,
03/31/1996,1821.0,,,-1340.0,,481.0,,-202.0,,,,279.0,-149.0,,132.0,,,,17.0,130.0,-44.0,86.0,-48.0,,,134.0,0.0,134.0,-23.0,,111.0,111.0,,638.799988,0.175,0.1,0.1,765.713989,0.175,0.1,0.1,
06/30/1996,1937.0,,,-1393.0,,544.0,,-188.0,,,,356.0,-124.0,,113.0,,,,11.0,232.0,-83.0,149.0,-32.0,,,181.0,0.0,181.0,-23.0,,158.0,158.0,,644.799988,0.245,0.195,0.14,765.221985,0.24,0.195,0.14,
09/30/1996,2233.0,,,-1683.0,,550.0,,-302.0,,,,248.0,-120.0,,107.0,,,,13.0,128.0,36.0,164.0,-30.0,,,194.0,0.0,194.0,-23.0,,171.0,171.0,,650.599976,0.265,0.22,0.21,772.986022,0.255,0.21,0.2,
12/31/1996,1996.0,,,-1405.0,,591.0,,-461.0,,,,130.0,239.0,,130.0,,,,-369.0,369.0,-251.0,115.0,-44.0,,,162.0,0.0,159.0,-24.0,,135.0,135.0,,659.0,0.205,0.14,0.14,775.609985,0.205,0.14,0.14,
03/31/1997,1917.0,,,-1327.0,,590.0,,-221.0,,,,369.0,-81.0,,108.0,,,,-27.0,288.0,-161.0,127.0,-52.0,,,179.0,0.0,179.0,-23.0,,156.0,156.0,,659.400024,0.24,0.16,0.16,659.400024,0.23,0.155,0.155,
06/30/1997,2158.0,,,-1604.0,,554.0,,-198.0,,,,356.0,-90.0,,108.0,,,,-18.0,266.0,-128.0,138.0,-20.0,,,158.0,0.0,158.0,-23.0,,135.0,135.0,,660.469971,0.205,0.175,0.175,730.349976,0.195,0.17,0.17,
09/30/1997,2007.0,,,-1448.0,,559.0,,-272.0,,,,287.0,-82.0,,107.0,,,,-25.0,205.0,-75.0,130.0,-27.0,,,157.0,0.0,157.0,-21.0,,136.0,136.0,,671.187988,0.2,0.16,0.205,740.01001,0.19,0.155,0.2,
12/31/1997,1934.0,,,-1503.0,,431.0,,-566.0,,,,-135.0,-96.0,,111.0,,,,-15.0,-231.0,53.0,-178.0,706.0,,,-884.0,0.0,-884.0,-21.0,,-905.0,-905.0,,683.799988,-1.325,-0.29,0.18,683.799988,-1.325,-0.29,0.18,
03/31/1998,1700.0,,,-1265.0,,435.0,,-201.0,,,,234.0,61.0,,131.0,,,,-192.0,295.0,-156.0,139.0,-38.0,,,177.0,0.0,177.0,-4.0,,173.0,173.0,,689.01001,0.25,0.195,0.13,719.960022,0.245,0.19,0.125,
06/30/1998,1543.0,,,-1200.0,,343.0,,-242.0,,,,101.0,232.0,,145.0,,,,-377.0,333.0,-147.0,186.0,0.0,,,186.0,0.0,186.0,-5.0,,181.0,181.0,,718.140015,0.255,0.255,0.07,752.710022,0.245,0.245,0.06,
09/30/1998,1661.0,,,-1373.0,,288.0,,-208.0,,,,80.0,38.0,,136.0,,,,-174.0,118.0,-80.0,38.0,0.0,,,38.0,0.0,38.0,-4.0,,34.0,34.0,,700.057983,0.05,0.05,0.0,700.057983,0.05,0.05,0.0,
12/31/1998,1692.0,,,-1459.0,,233.0,,-186.0,,,,47.0,-105.0,,147.0,,,,-42.0,-58.0,20.0,-38.0,0.0,,,-38.0,0.0,-38.0,-4.0,,-42.0,-42.0,,694.200012,-0.06,-0.06,-0.06,694.200012,-0.06,-0.06,-0.06,
03/31/1999,1344.0,,,-1075.0,,269.0,,-188.0,,,,81.0,-88.0,83.0,126.0,-43.0,,,5.0,-7.0,-41.0,-48.0,13.0,,,-61.0,-9.0,-70.0,-4.0,,-74.0,-74.0,,695.678,-0.105,-0.085,-0.1,695.678,-0.105,-0.085,-0.1,
06/30/1999,1647.0,,,-1280.0,,367.0,,-196.0,,,,171.0,-92.0,86.0,129.0,-43.0,,,6.0,79.0,-56.0,23.0,3.0,,,20.0,-11.0,9.0,-3.0,,6.0,6.0,,696.8,0.01,0.015,0.015,697.0,0.01,0.015,0.015,
09/30/1999,2113.0,,,-1600.0,,513.0,,-179.0,,,,334.0,-59.0,93.0,125.0,-32.0,,,-34.0,275.0,-133.0,142.0,0.0,,,142.0,-16.0,126.0,0.0,,126.0,126.0,,715.2,0.175,0.175,0.175,715.4,0.175,0.175,0.175,
12/31/1999,2506.0,,,-1909.0,,597.0,,-369.0,,,,228.0,682.0,118.0,118.0,,,,-800.0,910.0,-401.0,509.0,104.0,,,405.0,-22.0,383.0,0.0,,383.0,383.0,-229.0,735.4,0.54,0.685,0.375,735.4,0.54,0.685,0.375,
03/31/2000,2508.0,,,-1721.0,,787.0,,-160.0,,,,627.0,-30.0,67.0,104.0,-37.0,,,-37.0,597.0,-296.0,301.0,0.0,,,301.0,-30.0,271.0,0.0,1.0,272.0,272.0,,736.25,0.37,0.37,0.37,736.472,0.37,0.37,0.37,
06/30/2000,3128.0,,,-2175.0,,953.0,,-307.0,,,,646.0,464.0,79.0,142.0,-63.0,,,-543.0,1110.0,-489.0,621.0,0.0,,,621.0,-57.0,564.0,0.0,,564.0,564.0,,737.6,0.765,0.765,0.465,738.2,0.765,0.765,0.465,
09/30/2000,3805.0,,,-2769.0,,1036.0,,-306.0,,,,730.0,77.0,72.0,140.0,-68.0,,,-149.0,807.0,-351.0,456.0,-1.0,,,457.0,-55.0,402.0,0.0,,402.0,402.0,,738.4,0.545,0.545,0.5,739.0,0.545,0.545,0.5,
12/31/2000,3942.0,,,-3008.0,,934.0,,-192.0,,,,742.0,-60.0,37.0,132.0,-95.0,,,23.0,682.0,-306.0,376.0,0.0,,,376.0,-43.0,333.0,0.0,,333.0,333.0,,739.6,0.45,0.45,0.47,739.6,0.45,0.45,0.47,
03/31/2001,4475.0,,,-3338.0,,1137.0,0.0,-219.0,198.0,,21.0,918.0,-67.0,116.0,197.0,-81.0,,,-84.0,851.0,-308.0,543.0,27.0,,,516.0,-32.0,484.0,0.0,0.0,484.0,484.0,,740.468,0.655,0.69,0.687367,741.902,0.65,0.685,0.682372,
06/30/2001,3845.0,,,-2750.0,,1095.0,0.0,-196.0,178.0,,18.0,899.0,-43.0,106.0,159.0,-53.0,,,-63.0,856.0,-339.0,517.0,0.0,,,517.0,-44.0,473.0,0.0,0.0,473.0,473.0,,744.0,0.635,0.635,0.626263,749.4,0.63,0.63,0.621327,
09/30/2001,3285.0,,,-2417.0,,868.0,0.0,-250.0,159.0,,91.0,618.0,-63.0,91.0,152.0,-61.0,,,-56.0,555.0,-70.0,485.0,0.0,,,485.0,-41.0,444.0,0.0,0.0,444.0,444.0,,747.0,0.595,0.595,0.599351,747.0,0.59,0.59,0.594351,
12/31/2001,2380.0,,,-2003.0,,377.0,,-194.0,,,,183.0,-553.0,51.0,79.0,-28.0,,,502.0,-370.0,154.0,-216.0,5.0,,,-221.0,-26.0,-247.0,0.0,0.0,-247.0,-247.0,,747.6,-0.33,-0.325,0.045,747.6,-0.33,-0.325,0.045,
03/31/2002,1523.0,,,-987.0,,536.0,0.0,-178.0,151.0,,27.0,358.0,-49.0,74.0,99.0,-25.0,,-35.0,-25.0,309.0,-126.0,148.0,98.0,,,50.0,-25.0,25.0,0.0,0.0,25.0,25.0,,749.0,0.035,0.165,0.172811,753.2,0.035,0.165,0.172767,
06/30/2002,1867.0,,,-1125.0,,742.0,0.0,-220.0,161.0,,59.0,522.0,-53.0,78.0,104.0,-26.0,,8.0,-25.0,469.0,-221.0,256.0,0.0,,,256.0,-16.0,240.0,0.0,0.0,240.0,240.0,,751.6,0.32,0.32,0.320864,763.0,0.315,0.315,0.315852,
09/30/2002,1963.0,,,-1125.0,,838.0,0.0,-236.0,207.0,,29.0,602.0,-272.0,58.0,79.0,-21.0,,,239.0,330.0,168.0,498.0,74.0,,,424.0,-22.0,402.0,0.0,0.0,402.0,402.0,,754.2,0.535,0.63,0.435,760.8,0.53,0.625,0.43,
12/31/2002,1985.0,,,-1242.0,,743.0,0.0,-195.0,,,,548.0,-97.0,-42.0,58.0,-100.0,,,139.0,451.0,-114.0,337.0,1.0,,,336.0,-14.0,322.0,0.0,0.0,322.0,322.0,,755.2,0.425,0.425,0.425,762.6,0.42,0.42,0.42,
03/31/2003,2371.0,,,-1298.0,,1073.0,0.0,-215.0,187.0,,28.0,858.0,-97.0,97.0,131.0,-34.0,0.0,-16.0,0.0,761.0,-333.0,412.0,68.0,,,344.0,-19.0,325.0,0.0,0.0,325.0,325.0,,758.2,0.43,0.52,0.575,766.4,0.425,0.515,0.57,
06/30/2003,2266.0,,,-1277.0,,989.0,0.0,-279.0,250.0,,29.0,710.0,-20.0,59.0,76.0,-17.0,0.0,-7.0,-39.0,690.0,-290.0,393.0,0.0,,,393.0,-19.0,374.0,0.0,0.0,374.0,374.0,,765.2,0.49,0.49,0.471313,773.4,0.485,0.485,0.466515,
09/30/2003,2319.0,,,-1282.0,,1037.0,0.0,-253.0,216.0,,37.0,784.0,-27.0,51.0,72.0,-21.0,,,-9.0,757.0,-300.0,457.0,0.0,,,457.0,-11.0,446.0,0.0,0.0,446.0,446.0,,771.0,0.58,0.58,0.572412,782.2,0.57,0.57,0.562522,
12/31/2003,2370.0,,,-1321.0,,1049.0,,-297.0,,,,752.0,-53.0,53.0,70.0,-17.0,,,0.0,699.0,-304.0,395.0,0.0,,,395.0,-13.0,382.0,0.0,0.0,382.0,382.0,,775.4,0.495,0.495,0.495,787.6,0.485,0.485,0.485,
03/31/2004,2580.0,,,-1406.0,,1174.0,0.0,-280.0,226.0,,54.0,894.0,-48.0,49.0,71.0,-22.0,0.0,15.0,-1.0,846.0,-361.0,500.0,0.0,,,500.0,-13.0,487.0,0.0,0.0,487.0,487.0,,783.0,0.62,0.62,0.62,794.4,0.615,0.615,0.615,
09/30/2004,3005.0,,,-1461.0,,1544.0,,-279.0,,,,1265.0,12.0,65.0,65.0,,0.0,,-77.0,1277.0,-495.0,782.0,1.0,,,781.0,-23.0,758.0,0.0,0.0,758.0,758.0,,792.6,0.955,0.955,0.955,806.6,0.94,0.94,0.94,
12/31/2004,3005.0,,,-1449.0,,1556.0,,-388.0,,,,1168.0,98.0,-7.0,62.0,-69.0,13.0,,-104.0,1266.0,-470.0,796.0,38.0,,,758.0,-16.0,742.0,0.0,0.0,742.0,742.0,,797.8,0.93,0.98,0.835,811.0,0.915,0.965,0.82,
03/31/2005,3303.0,,,-1541.0,,1762.0,0.0,-323.0,276.0,,47.0,1439.0,33.0,38.0,75.0,-37.0,,,0.0,1472.0,-601.0,871.0,4.0,,,867.0,-21.0,846.0,0.0,0.0,846.0,846.0,,800.8,1.055,1.06,1.06,812.6,1.04,1.045,1.045,
06/30/2005,3385.0,,,-1598.0,,1787.0,0.0,-412.0,305.0,,107.0,1375.0,160.0,61.0,94.0,-33.0,0.0,,-176.0,1535.0,-26.0,1509.0,-56.0,,,1565.0,-29.0,1536.0,0.0,0.0,1536.0,1536.0,,803.8,1.91,1.84,1.17367,814.6,1.885,1.815,1.157499,
09/30/2005,3857.0,,,-1791.0,,2066.0,,-562.0,,,,1504.0,721.0,42.0,96.0,-54.0,0.0,,-763.0,2225.0,-574.0,1651.0,-90.0,,,1741.0,6.0,1747.0,0.0,0.0,1747.0,1747.0,,808.5,2.16,2.05,1.24,822.4,2.12,2.01,1.215,
12/31/2005,4052.0,,,-1936.0,,2116.0,,-341.0,,,,1775.0,33.0,,61.0,-94.0,0.0,,0.0,1808.0,-726.0,1082.0,-99.0,,,1181.0,-29.0,1152.0,0.0,0.0,1152.0,1152.0,,810.9,1.42,1.365,1.365,823.3,1.4,1.345,1.345,
03/31/2006,4396.0,,,-1935.0,,2461.0,,-415.0,,,,2046.0,51.0,14.0,68.0,-54.0,,,-65.0,2097.0,-907.0,1190.0,-78.0,,,1268.0,-37.0,1231.0,,,1231.0,1231.0,,848.5,1.45,1.36,1.36,860.9,1.43,1.34,1.34,
06/30/2006,4470.0,,,-2111.0,,2359.0,,-393.0,,,,1966.0,61.0,72.0,146.0,-74.0,,,-133.0,2027.0,-851.0,1176.0,282.0,,,894.0,-34.0,860.0,0.0,0.0,860.0,860.0,-20.8,860.2,1.0,1.33,1.306,867.7,0.99,1.32,1.296,
09/30/2006,4402.0,,,-2066.0,,2336.0,,-418.0,,,,1918.0,67.0,-13.0,62.0,-75.0,0.0,,-54.0,1985.0,-858.0,1127.0,-67.0,,,1194.0,-24.0,1170.0,0.0,0.0,1170.0,1170.0,-3.36,852.8,1.37,1.29,1.29,860.3,1.36,1.28,1.27,
12/31/2006,3907.0,,,-2097.0,,1810.0,,-402.0,,,,1408.0,174.0,-89.0,89.0,-178.0,0.0,,-85.0,1582.0,-738.0,870.0,-60.0,,,904.0,-16.0,930.0,0.0,0.0,930.0,930.0,,846.4,1.1,1.03,1.03,852.6,1.09,1.02,0.92,
03/31/2007,4015.0,,,-2051.0,,1964.0,,-438.0,,,,1526.0,334.0,33.0,217.0,-184.0,0.0,,-367.0,1860.0,-684.0,1176.0,-43.0,,,1219.0,-7.0,1212.0,0.0,0.0,1212.0,1212.0,,841.0,1.44,1.39,0.94,846.5,1.43,1.38,0.93,
06/30/2007,4411.0,,,-2205.0,,2206.0,,-481.0,,,,1725.0,345.0,-25.0,32.0,-57.0,0.0,,-320.0,2070.0,-904.0,1166.0,-267.0,,,1433.0,-21.0,1412.0,0.0,0.0,1412.0,1412.0,-419.0,837.7,1.68,1.36,0.86,841.8,1.68,1.36,0.86,
09/30/2007,4841.0,,,-2297.0,,2544.0,,-531.0,,,,2013.0,181.0,-9.0,48.0,-57.0,0.0,,-172.0,2194.0,-862.0,1332.0,-8.0,,,1340.0,-16.0,1324.0,0.0,0.0,1324.0,1324.0,-106.0,833.1,1.59,1.58,1.45,837.0,1.58,1.57,1.44,
12/31/2007,5424.0,,,-2667.0,,2757.0,,-230.0,,,,2527.0,-53.0,,42.0,-57.0,0.0,,68.0,2474.0,-1038.0,1436.0,-47.0,,,1483.0,-31.0,1452.0,0.0,0.0,1452.0,1452.0,,828.4,1.75,1.7,1.72,833.1,1.74,1.69,1.71,
03/31/2008,6020.0,,,-2410.0,,3610.0,0.0,-530.0,319.0,,211.0,3080.0,16.0,-22.0,38.0,-60.0,0.0,46.0,6.0,3096.0,-1294.0,1848.0,-27.0,,,1875.0,-29.0,1846.0,0.0,0.0,1846.0,1846.0,7.8,825.5,2.24,2.21,2.22,829.8,2.22,2.19,2.2,
06/30/2008,7116.0,,,-2610.0,,4506.0,0.0,-635.0,380.0,,255.0,3871.0,72.0,32.0,32.0,,,65.0,-104.0,3943.0,-1671.0,2337.0,3.0,,,2334.0,-37.0,2297.0,0.0,0.0,2297.0,2297.0,-18.166,821.3,2.79,2.79,2.768108,825.2,2.78,2.78,2.75822,
09/30/2008,7060.0,,,-2780.0,,4280.0,0.0,-516.0,295.0,,221.0,3764.0,35.0,-35.0,24.0,-59.0,0.0,57.0,0.0,3799.0,-1546.0,2310.0,1.0,,,2309.0,-38.0,2271.0,0.0,0.0,2271.0,2271.0,0.0,815.3,2.78,2.78,2.78,817.6,2.77,2.77,2.77,
12/31/2008,4021.0,,,-2455.0,,1566.0,,-397.0,,,,1169.0,-591.0,35.0,35.0,,0.0,,556.0,578.0,-118.0,460.0,5.0,,,455.0,-12.0,443.0,0.0,0.0,443.0,443.0,,810.3,0.55,0.55,1.18,811.6,0.55,0.55,1.18,
03/31/2009,3073.0,2929.0,144.0,-2064.0,2064.0,1009.0,0.0,-433.0,270.0,,163.0,576.0,3.0,27.0,,,,42.0,-30.0,579.0,-241.0,380.0,3.0,3.0,0.0,377.0,-9.0,368.0,0.0,0.0,368.0,407.0,36.0,811.8,0.45,0.45,0.501355,814.4,0.45,0.45,0.494204,
06/30/2009,3687.0,3537.0,150.0,-2059.0,2059.0,1628.0,0.0,-519.0,362.0,,157.0,1109.0,-4.0,23.0,,,,46.0,-19.0,1105.0,-455.0,696.0,2.0,2.0,0.0,694.0,-12.0,682.0,0.0,0.0,682.0,684.45,0.45,811.0,0.84,0.84,0.843958,814.0,0.84,0.84,0.840553,
09/30/2009,4104.0,3931.0,173.0,-2130.0,2130.0,1974.0,0.0,-530.0,359.0,,171.0,1444.0,-18.0,,,,,66.0,18.0,1426.0,-549.0,943.0,2.0,2.0,0.0,941.0,-14.0,927.0,0.0,0.0,927.0,929.0,0.0,811.8,1.14,1.14,1.14,814.4,1.14,1.14,1.14,
12/31/2009,4382.0,4269.0,113.0,-2399.0,2399.0,1983.0,0.0,0.0,,,0.0,1983.0,-138.0,31.0,,,,,107.0,1845.0,-743.0,1102.0,164.0,164.0,0.0,938.0,,938.0,0.0,0.0,938.0,1213.0,111.0,811.8,1.15,1.35,1.49421,813.5,1.15,1.35,1.486447,
03/31/2010,4616.0,4447.0,169.0,-2273.0,2273.0,2343.0,0.0,-525.0,349.0,,176.0,1818.0,-16.0,35.0,,,,65.0,-19.0,1802.0,-746.0,1121.0,33.0,33.0,0.0,1088.0,-24.0,1064.0,0.0,0.0,1064.0,1096.35,-0.65,812.1,1.31,1.35,1.350018,813.5,1.31,1.35,1.349201,
06/30/2010,4603.0,4531.0,72.0,-2292.0,2292.0,2311.0,0.0,-482.0,282.0,,200.0,1829.0,10.0,20.0,,,,59.0,-30.0,1839.0,-809.0,1089.0,14.0,14.0,0.0,1075.0,-12.0,1063.0,0.0,0.0,1063.0,1080.9,3.9,812.6,1.31,1.32,1.330175,813.8,1.31,1.32,1.324792,
09/30/2010,4763.0,4559.0,204.0,-2323.0,2323.0,2440.0,0.0,-464.0,277.0,,187.0,1976.0,2.0,18.0,,,,69.0,-20.0,1978.0,-822.0,1225.0,12.0,12.0,0.0,1213.0,-22.0,1191.0,0.0,-2.0,1189.0,1197.1,-3.9,812.7,1.46,1.48,1.472991,813.9,1.46,1.48,1.472991,
12/31/2010,5063.0,4755.0,308.0,-3084.0,3084.0,1979.0,0.0,0.0,,,0.0,1979.0,-169.0,20.0,,,,,149.0,1810.0,-618.0,1192.0,-20.0,-20.0,0.0,1212.0,,1212.0,0.0,0.0,1212.0,1367.0,175.0,812.6,1.49,1.47,1.682254,813.7,1.49,1.47,1.682254,
03/31/2011,5726.0,5532.0,194.0,-2526.0,2526.0,3200.0,0.0,-654.0,441.0,,213.0,2546.0,-184.0,214.0,,,,97.0,-30.0,2362.0,-1054.0,1405.0,-144.0,-144.0,0.0,1549.0,0.0,1549.0,0.0,0.0,1549.0,1520.05,115.05,812.6,1.9,1.72,1.870601,813.4,1.9,1.72,1.861443,
06/30/2011,6173.0,5916.0,257.0,-2720.0,2720.0,3453.0,0.0,-612.0,388.0,,224.0,2841.0,8.0,22.0,,,,81.0,-30.0,2849.0,-1111.0,1819.0,2.0,2.0,0.0,1817.0,0.0,1817.0,0.0,0.0,1817.0,1819.0,0.0,812.5,2.23,2.23,2.23,813.3,2.23,2.23,2.23,
09/30/2011,6006.0,5908.0,98.0,-2879.0,2879.0,3127.0,0.0,-433.0,242.0,,191.0,2694.0,45.0,23.0,,,,123.0,-68.0,2739.0,-1087.0,1775.0,4.0,4.0,0.0,1771.0,0.0,1771.0,0.0,-4.0,1767.0,1771.0,0.0,812.5,2.17,2.18,2.18,813.2,2.17,2.18,2.18,
