Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,42.194002,1.371,1.371,0.0,1.371,0.0,40.823002,0.0,,,,40.823002,0.0,0.0,42.194002,-30.625,0.0,30.625,11.569,0.0,0.0,11.569,-4.222,7.347,0.0,,,7.347,-0.427,6.92,0.0,,6.92,6.92,,237.455994,0.029375,0.029375,,237.455994,0.029375,0.029375,0.029375,
06/30/1990,43.176,0.899,0.899,0.0,0.899,0.0,42.277,0.0,,,,42.277,0.0,0.0,43.176,-36.966,0.0,36.966,6.21,0.0,0.0,6.21,-2.358,3.852,0.0,,,3.852,-0.477,3.375,0.0,,3.375,3.375,,236.751999,0.014375,0.014375,,236.751999,0.014375,0.014375,0.014375,
09/30/1990,44.608001,2.63,2.63,0.0,2.63,0.0,41.978001,0.0,,,,41.978001,0.0,0.0,44.608001,-31.802,0.0,31.802,12.806,0.0,0.0,12.806,-4.955,7.851,0.0,,,7.851,-1.189,6.662,0.0,,6.662,6.662,,235.391998,0.028125,0.028125,,235.391998,0.028125,0.028125,0.028125,
12/31/1990,40.053001,-0.793,-0.793,0.0,-0.793,0.0,40.846001,0.0,,,,40.846001,0.0,0.0,40.053001,-32.969002,0.0,32.969002,7.084,0.0,0.0,7.084,-2.744,4.34,0.0,,,4.34,-0.376,3.964,0.0,,3.964,3.964,,234.352,0.016875,0.016875,,234.352,0.016875,0.016875,0.016875,
03/31/1991,45.550002,1.324,1.324,0.0,1.324,0.0,44.226002,0.0,,,,44.226002,0.0,0.0,45.550002,-35.527,0.0,35.527,10.023,0.0,0.0,10.023,-3.808,6.215,0.0,,,6.215,-0.597,5.618,0.0,,5.618,5.618,,235.951996,0.02375,0.02375,,235.951996,0.02375,0.02375,0.02375,
06/30/1991,51.112998,2.999,2.999,0.0,2.999,0.0,48.113998,0.0,,,,48.113998,0.0,0.0,51.112998,-37.483002,0.0,37.483002,13.63,0.0,0.0,13.63,-5.123,8.507,0.0,,,8.507,-0.791,7.716,0.0,,7.716,7.716,,238.432007,0.0325,0.0325,,238.432007,0.0325,0.0325,0.0325,
09/30/1991,52.609,1.907,1.907,0.0,1.907,0.0,50.702,0.0,,,,50.702,0.0,0.0,52.609,-36.957001,0.0,36.957001,15.652,0.0,0.0,15.652,-6.074,9.578,0.0,,,9.578001,-0.9,8.678,0.0,,8.678,8.678,,239.119995,0.03625,0.03625,,239.119995,0.03625,0.03625,0.03625,
12/31/1991,55.934001,2.762,2.762,0.0,2.762,0.0,53.172001,0.0,,,,53.172001,0.0,0.0,55.934001,-41.77,0.0,41.77,14.164,0.0,0.0,14.164,-5.072,9.092,0.0,,,9.092,-0.667,8.425,0.0,,8.425,8.425,,240.783997,0.035,0.035,,240.783997,0.035,0.035,0.035,
03/31/1992,58.548001,1.931,1.931,0.0,1.931,0.0,56.617001,0.0,,,,56.617001,0.0,0.0,58.548001,-45.451,0.0,45.451,13.097,0.0,0.0,13.097,-4.991,8.106,0.0,,,8.106,-0.665,7.441,0.0,,7.441,7.441,,243.296005,0.030625,0.030625,,243.296005,0.030625,0.030625,0.030625,
06/30/1992,59.01,0.997,0.997,0.0,0.997,0.0,58.013,0.0,,,,58.013,0.0,0.0,59.01,-43.602001,0.0,43.602001,15.408,0.0,0.0,15.408,-5.873,9.535,0.0,,,9.535,-1.147,8.388,0.0,,8.388,8.388,,239.856003,0.035,0.035,,239.856003,0.035,0.035,0.035,
