Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,948.299011,-753.510986,194.788025,-126.204002,68.584,-36.537998,,10.308,42.354001,-14.789,27.565001,,,27.565001,-6.433,21.132,21.132001,,0.73,0.73,29.035999,,,,,
06/30/1990,684.427002,-495.653015,188.773987,-130.434006,58.34,-36.551998,,8.834,30.622002,-11.564,19.058001,,,19.058001,-6.432,12.626,12.626001,,0.44,0.44,29.016001,,,,,
09/30/1990,651.424011,-475.846985,175.577026,-124.111,51.466,-43.123001,,-9.421,-1.078001,0.79,-0.288,,,-0.288,-6.433,-6.721,-6.721001,,-0.23,-0.23,28.895,,,,,
12/31/1990,796.908997,-596.41803,200.490967,-126.112999,74.377998,-50.785,,-26.371,-2.778002,-2.389,-5.167,0.0,0.0,-5.167,-6.432,-11.599,-11.599002,-0.38,-0.38,-0.38,30.570499,-0.38,-0.38,-0.38,30.570499,
03/31/1991,769.497986,-557.304016,212.19397,-138.516006,73.678001,-47.976002,,14.809,40.511,-14.687,25.823999,,,25.823999,-6.433,19.390999,19.390999,,0.66,0.66,29.365,,,,,
06/30/1991,572.104004,-404.509003,167.595001,-132.057007,35.537998,-49.859001,,3.004,-11.317003,4.635,-6.682,,,-6.682,-6.432,-13.114,-13.114003,,-0.45,-0.45,29.325001,,,,,
09/30/1991,604.161011,-420.424011,183.737,-147.766998,35.970001,-74.329002,,-40.237,-78.596001,31.514999,-47.081001,,,-47.081001,-6.433,-53.514001,-53.514001,,-1.82,-1.82,29.327,,,,,
12/31/1991,793.085999,-566.622009,226.46399,-139.953003,86.511002,-62.223,,-238.231003,-213.943001,74.469002,-139.473999,,,-139.473999,-6.432,-145.905999,-145.905999,-4.76,-4.76,-4.76,30.675501,-4.76,-4.76,-4.76,30.675501,
03/31/1992,660.468018,-457.153992,203.314026,-128.906006,74.407997,-52.93,,-79.261002,-57.783005,18.941,-38.841999,,,-38.841999,-6.433,-45.274999,-45.275005,,-1.52,-1.52,29.777,,,,,
06/30/1992,610.77002,-428.462006,182.308014,-126.135002,56.173,-51.032001,0.0,-63.316002,-58.175003,18.982,-39.193001,-0.178,0.0,-39.370998,-6.432,-45.802999,-45.625003,,-1.51,-1.52,30.087,,,,,
09/30/1992,642.695984,-465.48999,177.205994,-130.289993,46.916,-53.333,0.0,17.535999,11.118999,-3.698,7.421,-0.67,0.0,6.751,-6.433,0.318,0.987999,,0.03,0.01,30.788,,,,,
12/31/1992,778.405029,-592.213989,186.19104,-113.829002,72.362,-48.219002,0.0,0.768,24.910998,-6.29,18.621,3.497,0.0,22.118,-6.432,15.686,12.188998,0.33,0.33,0.42,37.729996,0.33,0.33,0.42,37.729996,
03/31/1993,779.674011,-565.208984,214.465027,-127.262001,87.203003,-48.661999,0.0,-1.423,37.118004,-14.111,23.007,0.113,0.0,23.120001,-6.433,16.687001,16.574004,,0.42,0.42,39.299999,,,,,
06/30/1993,679.919983,-479.213989,200.705994,-139.194,61.5121,-47.542999,0.0,-1.611,12.358101,-4.274,8.084,-0.206,0.0,7.878,-6.432,1.446,1.652101,,0.05,0.04,39.306,,,,,
09/30/1993,674.960022,-480.695007,194.265015,-136.466995,57.798,-47.113998,0.0,-72.448997,-61.764996,18.6,-43.165001,31.572001,0.0,-11.593,-6.433,-18.026,-49.597995,,-1.27,-0.46,38.990002,,,,,
12/31/1993,787.372009,-570.950012,216.421997,-136.259003,80.162903,-46.962002,0.0,-74.407997,-41.207096,17.865999,-23.341,0.0,0.0,-23.341,-5.749,-29.09,-29.090097,-0.73,-0.73,-0.73,39.849998,-0.73,-0.73,-0.73,39.849998,
03/31/1994,834.090027,-604.257996,229.832031,-133.082993,96.749001,-46.674,0.0,-3.157,46.918001,-17.409,29.509001,0.0,0.0,29.509001,-5.726,23.783001,23.783,,0.58,0.58,40.689999,,,,,
06/30/1994,694.986023,-500.406006,194.580017,-133.014008,61.566002,-47.582001,0.0,-0.734,13.250001,-5.073,8.177,0.0,0.0,8.177,-5.726,2.451,2.451001,,0.06,0.06,40.716,,,,,
09/30/1994,605.656006,-422.158997,183.497009,-135.688995,47.807999,-47.882,0.0,0.722,0.647999,0.493,1.141,0.0,0.0,1.141,-5.726,-4.585,-4.585001,,-0.11,-0.11,40.632,,,,,
12/31/1994,681.486023,-445.914001,235.572021,-145.822998,89.749001,-48.928001,0.0,-94.176003,-53.355003,20.410999,-32.944,0.0,0.0,-32.944,-5.726,-38.67,-38.670004,,-0.95,-0.95,40.721001,,,,,
03/31/1995,631.682983,-462.790985,168.891998,-72.254997,96.637001,-48.703999,0.0,-24.247999,23.685003,-18.739,4.946,-0.346,0.0,4.6,-4.035,0.565,0.911003,,0.01,0.01,41.113998,,,,,
