Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,3.589892,,3.755117,3.965404,3.394626,,,
12/31/1980,3.664994,2.09205,3.589892,3.800179,3.109237,,,
03/31/1981,4.145649,13.114754,3.664994,4.235772,3.604913,,,
06/30/1981,4.100588,-1.086957,4.16067,4.536182,3.890301,,,
09/30/1981,4.010465,-2.197802,4.085567,4.235772,3.755117,,,
12/31/1981,4.295854,7.116105,4.010465,4.4761,3.950383,,,
03/31/1982,4.641325,8.041958,4.295854,4.851611,3.84524,,,
06/30/1982,4.671366,0.647249,4.656345,5.227123,4.611284,,,
09/30/1982,4.896673,4.823151,4.641325,5.242144,4.235772,,,
12/31/1982,5.152021,5.214724,4.896673,5.842962,4.866632,,,
03/31/1983,5.422389,5.247813,5.12198,5.857983,4.896673,,,
06/30/1983,6.113331,12.742382,5.362307,6.218474,5.227123,,,
09/30/1983,6.173413,0.982801,6.143372,6.173413,5.137,,,
12/31/1983,7.089661,14.841849,6.143372,7.67546,6.128351,,,
03/31/1984,7.089661,0.0,7.05962,7.765582,6.563945,,,
06/30/1984,7.660439,8.050847,7.104682,7.765582,6.849334,,,
09/30/1984,8.351381,9.019608,7.630398,8.501585,7.104682,,,
12/31/1984,9.162486,9.71223,8.381422,9.162486,8.156115,,,
03/31/1985,10.874819,18.688525,9.042322,10.90486,7.930808,,,
06/30/1985,12.527071,15.19337,10.874819,12.587153,10.033673,,,
09/30/1985,13.097849,4.556355,12.557112,13.248053,11.295393,,,
12/31/1985,13.758749,5.045872,13.037767,15.140633,12.977685,,,
03/31/1986,16.732802,21.615721,13.758749,16.913048,13.157931,,,
06/30/1986,18.775586,12.208259,16.792884,19.136077,15.411001,,,
09/30/1986,17.123334,-8.8,18.89575,20.367756,15.681369,,,
12/31/1986,19.2262,12.280702,17.183416,21.569393,17.123334,,,
03/31/1987,22.470621,16.875,19.586691,24.453323,19.586691,,,
06/30/1987,24.99406,11.229947,22.530703,27.697744,19.827019,,,
09/30/1987,25.114224,0.480769,24.933978,27.577581,23.431931,,158.968002,
12/31/1987,20.007264,-20.334928,25.354551,25.775124,15.260796,,158.968002,
03/31/1988,22.290376,11.411411,20.307674,23.371849,18.505218,,158.968002,
06/30/1988,21.389147,-4.043127,22.230294,23.431931,20.908493,,158.968002,
09/30/1988,26.015452,21.629213,21.389147,27.87799,20.487919,,158.968002,
12/31/1988,25.534797,-1.847575,25.95537,29.560282,23.792423,,158.792007,
03/31/1989,25.234388,-1.176471,25.534797,27.337253,23.852504,,158.792007,
06/30/1989,29.920774,18.571429,25.354551,31.843394,25.234388,,158.792007,
09/30/1989,30.101019,0.60241,29.860692,33.105113,29.199791,4849.617563,158.792007,
12/31/1989,27.757826,-7.784431,30.101019,30.461511,26.91668,4381.492673,154.878006,
03/31/1990,22.470621,-19.047619,27.637663,28.598972,21.689557,3529.110656,151.740005,
06/30/1990,22.951276,2.139037,22.410539,25.715042,22.410539,3609.231452,150.977997,
09/30/1990,21.509311,-6.282723,23.07144,24.212996,20.067346,3385.785179,151.171997,
12/31/1990,25.414633,18.156425,21.629475,25.474715,20.608083,4009.881269,151.320007,
03/31/1991,28.118317,10.638298,25.414633,29.199791,22.951276,4426.110234,151.673996,
06/30/1991,29.80061,5.982906,28.178399,31.182493,26.496107,4732.336186,151.320007,
09/30/1991,29.4375,-1.218465,29.860692,31.963558,27.6875,4496.342743,152.656006,
12/31/1991,37.4375,27.176221,29.3125,37.875,27.9375,5595.1091,152.742004,
03/31/1992,27.625,-26.210351,37.125,37.1875,27.25,4064.68725,149.451996,
06/30/1992,28.375,2.714932,27.5,28.9375,25.125,4165.62025,147.138,
10/01/1992,31.375,10.572687,28.5,32.5,28.0625,4524.588938,146.806,
01/01/1993,32.625,3.984064,31.375,35.5,30.0625,4705.61859,146.806,
03/31/1993,33.5,2.681992,32.5,35.0,31.125,4828.086799,144.233597,
06/30/1993,37.875,13.059701,33.625,38.5,30.1875,5261.292076,144.121994,
09/30/1993,33.5,-11.551155,37.9375,37.9375,31.25,4549.329212,138.912003,
12/31/1993,35.5,5.970149,33.375,38.125,33.0625,4750.325858,135.800797,
03/31/1994,31.3125,-11.795775,35.375,35.5625,30.9375,4193.182188,133.811996,
06/30/1994,34.875,11.377246,31.1875,41.0,30.875,4659.57907,133.914001,
03/31/1995,33.125,-5.017921,35.3125,42.5,29.6875,4436.828783,133.608002,
06/30/1995,32.625,-1.509434,33.25,37.5,32.125,4377.687978,133.942001,
09/30/1995,33.125,1.532567,32.75,36.0,30.75,4448.555166,134.182007,
12/31/1995,34.5,4.150943,33.125,37.375,31.125,4650.807,134.296005,
03/31/1996,33.375,-3.26087,34.375,35.875,32.75,4513.401442,134.806,
06/30/1996,33.875,1.498127,33.375,37.625,32.375,4588.673625,135.233002,
09/30/1996,36.375,7.380074,34.125,36.875,30.375,4936.160105,135.459,
12/31/1996,38.125,4.810997,36.5,39.5,34.125,5188.545701,135.701996,
03/31/1997,36.5,-4.262295,38.125,40.375,34.375,4978.526818,136.093002,
06/30/1997,44.875,22.945205,36.375,45.125,35.875,6164.478526,136.397995,
09/30/1997,50.375,12.256267,44.875,53.0,44.375,6976.030498,137.369995,
12/31/1997,52.75,4.71464,49.875,55.125,42.0625,7322.385937,138.481995,
03/31/1998,57.25,8.530806,52.625,60.375,48.5,7932.330986,138.813004,
06/30/1998,54.9375,-4.039301,57.3125,58.4375,50.625,7488.75012,138.556,
09/30/1998,59.0,7.394767,55.0,63.0,51.75,8039.045288,136.313995,
12/31/1998,59.5,0.847458,58.75,65.5625,55.125,8051.718384,136.255005,
03/31/1999,62.25,4.621849,59.5,63.375,50.875,8394.661743,135.322998,
06/30/1999,66.375,6.626506,62.5,70.75,59.5,8880.377649,134.854004,
09/30/1999,61.875,-6.779661,66.625,71.0,60.5,8221.702938,133.791,
12/31/1999,65.625,6.060606,61.125,71.0,59.3125,8658.234215,132.876007,
03/31/2000,60.625,-7.619048,65.375,68.0,45.8125,7936.479101,131.934998,
06/30/2000,75.125,23.917526,60.0,76.75,59.875,9960.448629,130.910995,
09/30/2000,79.125,5.324459,75.375,80.6875,66.0,10372.021471,132.585007,
12/31/2000,97.375,23.064771,79.375,98.9375,75.6875,12831.200745,131.082993,
03/31/2001,97.05,-0.333761,97.125,99.33,91.4,12821.469553,131.933197,
06/30/2001,91.25,-5.976301,96.94,98.75,88.0,,132.112,
