Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,0.953,0.313,1.487,0.0,-0.048,-0.799,,,,,,,,,,,,,,,,,,,,,
06/30/1994,4.176,0.162,1.59,0.0,0.057,2.367,,,,,,,,,,,,,,,,,,,,,
09/30/1994,1.24,1.639,1.97,0.0,0.447,-2.816,,,,,,,,,,,,,,,,,,,,,
12/31/1994,10.72,1.304,1.581,0.0,1.218,6.617,,,,,,,,,,,,,,,,,,,,,
03/31/1995,4.429,1.487,2.343,0.0,0.525,0.074,,,,,,,,,,,,,,,,,,,,,
06/30/1995,4.234,2.006,2.34,0.0,0.0,-0.112,,,,,,,,,,,,,,,,,,,,,
09/30/1995,5.287,1.588,2.348,0.0,0.0,1.351,,,,,,,,,,,,,,,,,,,,,
12/31/1995,2.645,5.523,0.976,0.0,-2.056,-1.798,,,,,,,,,,,,,,,,,,,,,
03/31/1996,5.695,-0.057,,,,,,0.0,-12.748,0.0,0.0,0.0,0.0,,0.154,-12.594,5.567,-3.455,0.0,9.247,,,0.0,0.0,-0.225,-1.332,
06/30/1996,3.159,3.159,,,,,,13.506,-0.669,0.0,0.0,0.0,0.0,0.0,0.236,13.073,-12.392,-3.453,0.0,-8.574,,,0.0,0.0,-0.365,3.84,
09/30/1996,2.232,2.232,,,,,,-0.179,-59.223,0.0,0.0,0.0,0.0,0.0,0.035,-59.367001,51.124001,-3.457,0.0,-17.06,,,72.029999,0.0,-0.389,-6.011,
12/31/1996,3.547,3.547,,,,,,0.023,-28.789,0.0,0.0,2.418,0.0,0.0,0.24,-26.108,63.478001,-1.644,0.0,-2.665,,,73.147003,0.0,-5.36,40.917,
03/31/1997,12.674,4.868,,,,,,0.0,-51.032001,0.0,0.0,-0.785,0.0,-0.064,0.0,-51.881001,5.224,-5.482,-0.807,12.311,,,0.099,0.0,-0.897,-33.983002,
06/30/1997,10.179,6.254,,,,,,3.339,-42.235001,0.0,0.0,0.0,0.0,0.034,0.0,-38.862,35.594002,-6.411,-0.807,-35.108002,,,78.278,0.0,-0.358,6.911,
09/30/1997,7.986,10.967,,,,,,12.131,-52.063,0.0,0.0,0.0,0.0,0.401,0.0,-39.530998,34.693001,-5.481,-1.171,-3.32,,,46.080002,0.0,-1.415,3.148,
12/31/1997,16.059,7.227,,,,,,0.0,-129.977997,0.0,0.0,-1.147,0.0,0.249,-1.899,-132.774994,102.217003,-7.672,-1.125,59.566002,,,50.241001,0.0,1.207,-14.499,
03/31/1998,13.683,7.925,,,,,,15.842,-101.690002,0.0,0.0,-0.14,0.0,0.161,-8.181,-94.008003,81.616997,-8.346,-0.843,32.722,,,58.483002,0.0,-0.399,1.292,
06/30/1998,14.54,7.548,,,,,,0.0,-35.929001,0.0,0.0,-0.453,0.0,0.3,-0.705,-36.786999,21.646,-8.25,-1.37,13.228,,,19.631001,0.0,-1.593,-0.601,
09/30/1998,20.502001,6.678,,,,,,10.512,-39.058998,0.0,0.0,0.155,0.0,0.07,-0.226,-28.548,6.144,-9.304,-3.411,18.917999,,,0.054,0.0,-0.113,-1.902,
12/31/1998,10.309,4.177,,,,,,0.0,-19.597,0.0,0.0,-1.358,0.0,0.724,-0.327,-20.558001,9.726,-9.174,-2.514,1.607,,,24.455999,0.0,-4.649,-0.523,
03/31/1999,18.799999,8.454,,,,,,0.0,-29.708,0.0,0.0,-0.49,0.0,0.327,0.283,-29.587999,10.485,-9.316,-3.026,23.263,,,0.039,0.0,-0.475,-0.303,
06/30/1999,19.025,8.876,,,,,,0.0,-41.219002,0.0,0.0,4.622,0.0,0.435,-1.352,-37.514,18.039,-9.239,-3.75,39.907001,,,0.323,0.0,-9.202,-0.45,
09/30/1999,23.503,13.07,,,,,,18.4,-116.591003,0.0,0.0,-4.882,0.0,-3.568,-0.221,-106.862,85.902,-10.176,-3.696,-3.822,,,103.775002,-9.075,8.896,2.543,
12/31/1999,22.238001,13.16,,,,,,45.021,0.0,0.0,0.0,-5.334,0.0,-27.219,40.715,53.182999,-67.411003,-9.903,-7.963,-47.969002,,,0.0,-0.144,-0.565,8.01,
03/31/2000,22.032,12.75,,,,,,31.302,-15.074,0.0,0.0,0.0,0.0,-0.569,-0.866,14.793,-26.087,-10.044,-5.768,-11.191,,,1.08,-0.164,0.0,10.738,
06/30/2000,14.363,10.273,,,,,,0.0,-31.490999,0.0,0.0,0.0,0.0,-34.280998,0.99,-64.781998,32.57,-9.944,-5.681,48.264999,,,0.777,0.0,-0.847,-17.849001,
09/30/2000,31.106001,10.249,,,,,,0.0,-55.953999,0.0,0.0,0.0,0.0,-26.476,-0.761,-83.191002,53.571999,-11.209,-5.883,70.030998,,,1.072,-0.054,-0.385,1.487,
12/31/2000,24.663,11.081,,,,,,0.0,-15.022,0.0,0.0,-84.002998,0.0,51.716999,-1.112,-48.419998,23.632999,-11.227,-5.855,41.084999,,,0.415,-0.337,-0.448,-0.124,
03/31/2001,22.877001,11.049,,,,,,0.0,-14.686,0.0,0.0,5.854,0.0,14.662,0.635,6.465,-24.115,-11.234,-5.879,-11.631,,,0.99,-2.207,-0.033,5.227,
06/30/2001,27.427999,11.527,,,,,,0.0,-16.490999,0.0,0.0,-53.882,0.0,-10.437,1.8,-79.010002,52.421001,-12.867,0.0,71.134003,,,0.537,-0.348,-6.035,0.839,
09/30/2001,31.066,14.899,,,,,,0.0,-20.763,0.0,0.0,12.022,0.0,-15.534,-0.928,-25.202999,-6.188,-31.014999,0.0,11.723,,,1.176,0.0,11.928,-0.325,
12/31/2001,17.5,11.07,,,,,,0.0,-23.197001,0.0,0.0,49.880001,0.0,6.962,0.295,33.939999,-57.341,0.0,-24.268,-34.244999,,,0.203,-4.917,0.757,-5.901,
03/31/2002,26.750999,11.3,,,,,,0.0,0.0,-20.402,0.0,-0.747,0.0,6.223,-1.322,-16.247999,-10.075,-14.172,-4.907,8.69,,8.69,0.878,-0.499,-0.065,0.428,
06/30/2002,18.608,21.358,,,,,,0.0,0.0,-19.565001,0.0,-3.964,0.0,5.688,1.322,-16.518999,-0.293,-13.034,-7.621,20.329,,,1.318,-0.309,-0.976,1.796,
09/30/2002,22.533001,10.614,,,,,,0.0,-8.864,-14.042,0.0,5.226,0.0,4.558,8.674,-4.448,-24.601999,-14.34,-6.337,14.18,,,1.111,-19.216,0.0,-6.517,
12/31/2002,17.837999,9.602,,,,,,0.0,-97.096001,-14.254,0.0,38.870998,0.0,24.752001,-0.776,-48.502998,37.080002,-14.057,-6.319,57.563999,,,0.069,0.0,-0.177,6.415,
03/31/2003,30.055,10.231,13.302,,,,,0.0,-10.197,0.0,0.0,-0.481,0.0,-0.821,-0.923,-12.422,-14.633,-15.336,-6.523,7.833,,7.833,0.409,-0.542,-0.166,3.0,
06/30/2003,22.816,9.797,13.225,,,,,0.0,-11.942,0.0,0.0,-2.366,0.0,-3.579,2.078,-15.809,-7.017,-17.665001,-6.129,15.516,,,1.595,-0.342,0.008,-0.01,
09/30/2003,20.877001,9.26,14.506,,,,,0.0,-11.07,0.0,0.0,2.603,0.0,-19.893,-1.962,-30.322001,8.292,-17.183001,-2.737,23.233,,23.233,28.021999,0.0,-0.002,-1.153,
12/31/2003,34.208,6.916,16.554001,,,,,0.0,-64.605003,-22.115,0.0,-2.801,0.0,-2.521,4.531,-87.511002,54.158001,-12.982,-15.098,11.776,,,98.574997,-26.514999,-1.598,0.855,
03/31/2004,35.956001,6.45,18.431999,,,,,0.0,-83.070999,-14.144,0.0,0.233,0.0,-2.746,-6.138,-105.865997,72.850998,-18.326,-6.673,98.414001,,,1.662,-0.494,-1.732,2.941,
06/30/2004,23.492001,5.713,17.739,,,,,0.0,-35.542999,-6.958,0.0,1.092,0.0,8.248,1.129,-32.032001,2.457,-18.068001,-7.414,32.639,,,1.995,-4.961,-1.734,-6.083,
09/30/2004,28.419,35.03,18.061,,,,,101.28,-22.546,,0.0,-5.186,0.0,11.854,-3.679,81.723,-105.544,-18.56,-67.836,-24.402,,,5.82,,-0.566,4.598,
12/31/2004,33.870998,32.513,18.479,,,,,0.0,-84.012001,0.0,0.0,2.747,0.0,13.773,-1.392,-68.884003,29.433001,-17.764999,-1.025,53.860001,,,1.461,-7.08,-0.018,-5.58,
03/31/2005,50.087,26.877,,,,,,0.25,-15.478,-4.366,,1.4,,2.294,5.248,-10.652,-25.957,-18.47,-5.645,1.232,,1.232,0.654,-3.284,-0.444,13.478,
06/30/2005,28.147,38.878,,,,,,6.335,-21.081,-4.138,0.0,-0.038,0.0,-2.294,43.734,22.518,-30.106,-19.367,-5.9,-4.443,,,1.227,-1.182,-0.441,20.559,
09/30/2005,40.023,8.747,20.323,,,,,0.0,-16.949,-15.006,0.0,0.285,0.0,43.341,-42.754,-31.083,-22.651,-19.195,-11.271,1.369,,,6.728,,-0.282,-13.711,
12/31/2005,17.957,5.213,59.752,0.0,-47.623,0.615,,62.0,-71.806,,0.0,0.013,0.0,1.349,1.09,-11.626,-11.359,-19.231,-0.349,42.575,,,,-33.302,-5.172,-5.028,
03/31/2006,43.871,10.322,19.32,0.0,0.0,0.0,,8.349,-65.701,-10.471,0.0,-10.295,0.0,-0.618,5.003,-73.733,24.934,-19.005,-5.731,52.837,,52.837,1.209,-3.469,-0.907,-4.928,
06/30/2006,26.642,22.512,,0.0,0.0,0.0,,0.0,-16.02,-9.561,0.0,2.467,0.0,-7.643,1.268,-29.489,2.46,-19.718,-5.948,13.562,,,15.717,-1.604,0.451,-0.387,
09/30/2006,68.027,12.477,,0.0,0.0,0.0,,7.534,-134.273,-10.115,0.0,-5.156,0.0,-17.677,-1.109,-160.796,113.889,-19.836,-5.803,-18.516,,,159.347,-1.287,-0.016,21.12,
12/31/2006,21.395,17.437,83.036,0.0,5.688,8.463,,22.209,-75.381,-0.7,0.0,8.093,0.0,-2.288,-0.791,-48.858,6.983,-21.887,-4.175,9.38,,,23.78,0.0,-0.115,-20.48,
03/31/2007,59.931,37.546,21.677,0.0,0.0,0.0,,121.369,-127.631,-9.547,-5.784,-8.741,0.0,-0.651,5.347,-25.638,-28.917,-21.721,-65.486,64.586,,64.586,1.185,-7.192,-0.289,5.376,
06/30/2007,39.721,12.19,,0.0,2.901,0.0,,1.66,-167.108,-18.698,1.969,0.114,0.0,-5.433,-3.077,-190.573,148.401,-24.458,-5.405,-35.029,,,214.252,-1.096,0.137,-2.451,
09/30/2007,58.496,12.308,,0.0,22.019,0.0,,1.074,-134.607,-23.879,-2.028,-9.093,0.0,-0.75,-0.291,-169.574,108.73,-25.701,-6.254,141.821,,,2.021,-3.104,-0.053,-2.348,
12/31/2007,32.729,53.597,78.712,0.0,-38.849,13.696,,93.966,-72.553,-2.683,3.826,-14.701,0.0,1.572,-1.512,7.915,-40.927,-25.759,-14.803,16.636,,,0.535,-21.252,3.716,-0.283,
03/31/2008,47.235,17.09,26.766,,3.379,,,0.0,-11.965,-19.333,-2.028,-0.15,0.0,7.215,0.245,-26.016,-20.818,-25.471,-5.882,27.781,,27.781,0.651,-13.723,-4.174,0.401,
06/30/2008,42.498,11.056,27.564,0.0,3.878,0.0,,3.309,-75.861,,1.542,3.368,0.0,-2.415,0.208,-69.849,37.989,-27.589,-13.707,79.727,,,2.211,0.0,-2.653,10.638,
09/30/2008,53.315,13.731,,0.0,11.872,0.0,,44.98,-33.323,-14.117,-56.111,0.804,0.0,-8.983,-3.244,-69.994,107.198,-27.577,-7.115,7.103,,,135.633,0.0,-0.846,90.519,
12/31/2008,38.175,20.264,31.252,0.0,-4.961,-8.38,,13.098,-115.715,-32.385,34.251,-0.828,0.0,0.139,-17.724,-119.164,11.366,-28.853,-6.987,99.791,,,9.14,-10.065,-51.66,-69.623,
03/31/2009,55.063,18.396,28.965,,7.702,,,12.395,-24.251,-12.991,-4.926,1.495,0.0,-0.27,24.951,-3.597,-28.163,-29.169,-5.42,125.629,,125.629,0.443,-52.843,-66.803,23.303,
06/30/2009,34.171,12.999,28.903,,,,,14.297,-25.706,-10.728,-68.372,-0.039,0.0,0.0,-0.496,-91.044,57.096,-28.44,-5.404,-49.343,,-49.343,75.931,0.0,64.352,0.223,
09/30/2009,58.428,-1.241,29.843,,,,,5.306,-18.806,-14.365,-14.184,-0.062,0.0,0.0,-6.753,-48.864,6.943,-29.656,-17.019,93.334,,93.334,84.317,-58.042,-65.991,16.507,
12/31/2009,25.925,6.953,35.631,,-12.16,-4.499,,14.387,-93.803,0.0,-5.956,10.91,0.0,0.954,-1.945,-75.453,-11.754,-29.837,-6.985,83.971,,83.971,38.763,-1.089,-96.577,-61.282,
03/31/2010,52.975,13.669,30.487,,8.819,,,0.0,-27.503,-6.851,23.985,0.132,0.0,-66.498,-0.76,-77.495,26.172,-30.025,-5.976,40.175,,40.175,18.403,0.0,3.595,1.652,
06/30/2010,36.439,10.025,31.358,,-4.944,,,0.0,-43.63,-1.183,23.658,-19.533,0.0,0.0,-4.973,-45.661,-4.723,-30.811,-27.426,6.93,,6.93,46.812,0.0,-0.228,-13.945,
09/30/2010,58.87,6.92,31.54,,1.57,18.84,,0.0,-155.604,-3.986,-0.048,0.207,0.0,28.382,2.687,-128.362,75.793,-31.114,-10.037,82.128,,82.128,54.534,0.0,-19.718,6.301,
12/31/2010,27.246,5.32,41.154,,-0.989,-18.239,,0.0,-237.415,-10.048,4.47,-16.578,,0.366,-0.145,-259.35,231.189,-31.679,-5.542,202.337,,202.337,136.471,-5.396,-65.002,-0.915,
03/31/2011,57.307,8.961,39.915,,-0.587,9.018,,0.0,-63.504,-15.228,19.993,0.184,0.0,-26.767,1.136,-84.186,110.809,-32.995,-5.769,112.645,,112.645,39.797,0.0,-2.869,83.93,
06/30/2011,47.044,13.748,40.216,,-3.704,-3.216,,15.972,-48.86,-14.092,1.199,0.184,0.0,-15.99,-4.346,-65.933,-69.985,-34.496,-7.917,-128.419,,-128.419,206.205,-103.8,-1.558,-88.874,
09/30/2011,66.343,9.057,32.547,,12.89,11.849,,0.0,-33.698,-17.083,-1.243,0.275,0.0,-74.661,18.017,-108.393,42.261,-35.299,-4.253,-3.919,,-3.919,88.929,0.0,-3.197,0.211,
12/31/2011,45.877,15.304,51.338,,-7.122,-13.643,,23.003,-32.672,-22.789,5.001,-12.084,0.0,-111.547,-16.183,-167.271,125.263,-35.832,-4.411,99.242,,99.242,67.195,0.0,-0.931,3.869,
03/31/2012,72.16,24.09,43.699,,-7.593,11.964,,16.816,-46.889,-10.915,-4.09,7.164,0.0,-6.654,0.517,-44.051,-27.254,-36.459,-4.285,-18.59,,-18.59,32.523,0.0,-0.443,0.855,
06/30/2012,57.232,38.446,44.684,,-14.842,-11.056,,10.984,-57.819,-11.515,-25.203,-0.59,0.0,-100.662,-87.322,-272.127,205.283,-38.972,-5.53,110.017,,110.017,139.821,0.0,-0.053,-9.612,
09/30/2012,89.943,17.587,37.286,,13.106,21.964,,0.0,-90.584,-19.914,-38.12,1.403,0.0,-43.108,-11.565,-201.888,109.756,-40.013,-4.655,59.569,,59.569,98.683,0.0,-3.828,-2.189,
12/31/2012,48.164,45.161,56.661,,-35.296,-18.362,,0.0,-258.166,-19.18,55.381,-19.452,0.0,-59.956,7.301,-294.072,262.571,-40.806,-9.207,223.54,,223.54,89.336,0.0,-0.292,16.663,
03/31/2013,85.692,26.571,50.074,,-1.618,10.665,,9.051,-183.301,-10.246,13.794,52.473,0.0,-7.488,19.98,-105.737,32.283,-41.152,-5.324,-44.572,,-44.572,124.272,0.0,-0.941,12.238,
06/30/2013,64.894,26.314,51.033,,-0.423,-12.03,,0.0,-14.288,-17.957,-7.461,-98.199,0.0,-36.349,-1.69,-175.944,100.423,-46.446,-6.504,153.972,,153.972,2.823,0.0,-3.422,-10.627,
09/30/2013,225.082,70.156,143.662,,11.663,-0.399,,33.666,-241.387,-53.347,6.388,-3.312,0.0,-33.749,-17.246,-308.987,74.808,-134.146,-19.221,104.966,,104.966,127.661,0.0,-4.452,-9.097,
12/31/2013,79.9,33.242,62.072,,-14.319,-1.095,,31.83,-152.182,-23.823,1.342,0.0,0.0,-9.973,8.097,-144.709,73.791,-46.522,-4.978,113.195,,113.195,15.663,0.0,-3.567,8.982,
03/31/2014,91.894,23.28,53.298,,-2.694,18.01,,14.123,-45.744,-20.978,-6.324,35.5,0.0,-39.679,2.512,-60.59,-29.877,-96.388,-4.07,-78.805,,-78.805,158.772,0.0,-9.386,1.427,
06/30/2014,96.179,6.303,93.678,,1.819,-5.621,,0.0,-117.559,-28.618,-2.825,21.25,0.0,5.066,-551.944,-674.63,436.126,0.0,-5.99,322.639,,322.639,126.158,0.0,-6.681,-142.325,
09/30/2014,161.866,54.964,107.235,,-42.248,41.915,,47.208,-379.028,-31.815,-0.092,19.835,0.0,-48.285,-16.716,-408.893,246.958,-82.439,-7.864,165.648,,165.648,172.408,0.0,-0.795,-0.069,
12/31/2014,152.324,41.489,106.381,,17.967,-13.513,,86.292,0.0,-83.298,-2.522,0.0,0.0,-158.159,145.693,-11.994,7.756,-83.174,-5.294,-130.096,,-130.096,85.08,0.0,141.24,148.086,
03/31/2015,162.549,60.677,100.377,,-24.14,25.635,,74.485,-290.115,-35.336,4.539,0.0,0.0,-48.65,8.221,-286.856,317.897,-83.663,-5.728,219.732,,219.732,190.205,0.0,-2.649,193.59,
06/30/2015,124.499,46.868,109.136,,-5.535,-25.97,,0.0,-147.152,-31.133,1.251,0.0,0.0,-48.862,-62.402,-288.298,-29.164,-93.356,-7.793,-27.013,,-27.013,100.805,0.0,-1.807,-192.963,
09/30/2015,200.86,43.637,127.433,,-6.649,36.439,,0.0,-28.633,-43.123,-12.524,0.0,0.0,10.33,-11.217,-85.167,-106.262,-94.981,-4.889,-49.531,,-49.531,38.998,0.0,4.141,9.431,
12/31/2015,129.502,80.938,116.477,,-24.33,-43.583,,244.523,-207.726,-47.031,1.341,0.0,0.0,-9.141,-47.201,-65.235,-70.252,-95.257,-5.266,5.316,,5.316,28.669,0.0,-3.714,-5.985,
03/31/2016,200.61,81.836,111.909,,-29.505,36.37,,48.008,-132.965,-29.839,24.847,0.0,0.0,-50.591,59.781,-80.759,-101.37,-95.476,-5.947,-4.008,,-4.008,5.098,0.0,-1.037,18.481,
06/30/2016,149.743,72.013,99.873,,7.648,-29.791,,0.0,-21.534,-35.638,4.544,0.0,0.0,-46.107,-1.638,-100.373,84.981,-106.012,-9.166,271.451,,271.451,6.383,0.0,-77.675,134.351,
09/30/2016,230.144,65.561,118.065,,2.06,44.458,,0.0,-28.13,-38.009,-33.462,0.0,0.0,9.29,6.628,-83.683,-133.809,-104.796,-7.166,-27.302,,-27.302,6.015,-73.75,73.19,12.652,
12/31/2016,136.295,195.569,111.835,,-124.306,-46.803,,191.281,-208.37,-45.21,15.75,0.0,0.0,-20.35,-81.357,-148.256,-106.276,-123.224,,7.121,,,1.069,-1.045,9.803,-118.237,
03/31/2017,223.306,178.964,112.194,,-107.182,39.33,,131.23,-218.374,-23.125,58.989,0.0,0.0,-120.816,-7.803,-179.899,-113.457,-104.857,-6.495,-6.787,-6.787,,5.729,0.0,-1.047,-70.05,
06/30/2017,149.218,70.759,116.931,,5.132,-43.604,,0.0,-26.716,-33.032,3.836,0.0,0.0,-23.783,-4.045,-83.74,34.146,-114.761,-11.404,134.23,67.115,67.115,96.877,0.0,-3.681,99.624,
09/30/2017,251.043,79.723,116.636,,4.805,49.879,,0.809,-47.874,-43.22,17.456,0.0,0.0,-86.953,-61.871,-221.653,-165.993,-115.492,-7.355,-60.328,-60.328,,1.85,0.0,15.332,-136.603,
12/31/2017,146.04,103.613,123.12,,-14.41,-66.283,,0.0,-50.963,-43.363,-112.693,0.0,0.0,-10.108,134.479,-82.648,-65.539,-134.315,-11.078,23.706,90.821,-67.115,11.234,0.0,-6.651,-2.147,
03/31/2018,268.358,90.918,118.441,,10.219,48.78,,0.0,-41.076,-30.84,-1.528,0.0,0.0,-56.02,30.475,-98.989,-91.417,-115.603,-5.926,36.025,36.025,,1.155,-3.774,-3.294,77.952,
06/30/2018,155.163,100.44,118.642,,-12.479,-51.44,,130.73,-39.703,-36.601,31.204,0.0,,-41.806,-3.843,39.981,-156.646,-122.851,-9.197,-24.411,2.67,-27.081,0.356,0.0,-0.543,38.498,
09/30/2018,257.616,80.975,120.246,,5.628,50.767,,0.0,-58.895,-42.105,26.259,0.0,,-2.376,0.301,-76.816,-183.75,-122.856,-7.171,-54.158,-217.695,163.537,0.757,0.0,-0.322,-2.95,
12/31/2018,145.417,117.82,122.555,,-41.242,-53.716,,216.857,-58.409,-45.138,-62.366,0.0,,21.426,3.561,75.931,-244.579,-143.404,0.0,-325.65,-325.65,,3.026,-47.459,11.339,-23.231,
03/31/2019,255.759,118.858,121.097,,-33.815,49.619,,0.0,-84.29,-31.232,18.434,0.0,0.0,-126.248,4.088,-219.248,-63.78,-122.525,-19.191,137.259,137.259,0.0,6.679,-56.989,-9.013,-27.269,
06/30/2019,174.074,92.275,120.662,,5.113,-43.976,,0.0,-49.403,-41.499,18.351,0.0,0.0,-41.03,1.362,-112.219,-131.01,-123.142,-13.776,-20.259,-20.259,,1.982,0.0,24.185,-69.155,
09/30/2019,277.094,99.335,122.537,,3.573,51.649,,0.0,-90.289,-51.644,47.791,,,-138.955,-139.689,-372.786,132.447,-128.172,-6.428,170.31,103.0,67.31,100.31,0.0,-3.573,36.755,
12/31/2019,212.152,128.818,119.454,,-10.324,-25.796,,23.214,-68.077,-47.609,16.497,0.0,0.0,177.239,75.298,176.562,-399.346,-149.601,-9.407,-213.636,-146.326,-67.31,1.035,0.0,-27.737,-10.632,
03/31/2020,266.926,315.006,133.856,,-215.85,33.914,,0.0,-483.983,-35.447,-3.566,0.0,0.0,-21.905,99.264,-445.637,379.964,-128.879,-8.846,690.577,690.577,0.0,14.259,-176.311,-10.836,201.253,
06/30/2020,159.184,84.458,135.285,,-20.816,-39.743,,230.935,-29.868,-36.777,22.014,0.0,0.0,-21.912,-6.558,157.834,-342.89,-135.958,-8.47,-176.717,-747.273,570.556,0.473,-20.093,-2.125,-25.872,
