Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1995,1173.532959,119.619003,238.128006,,140.466006,,,,586.625977,,,72.671997,,,,0.0,659.297974,-22.5,636.797974,4.351,,,,,,,0.0,34.17097,,391.138,679.480995,619.007996,60.473,0.0,1070.619019,0.0,,,,,0.0,,,,,,,,,,10.668,1081.287019,0.0,58.282001,,,0.0,,33.964001,92.246002,0.0,92.246002,1173.533021,
09/30/1995,1256.345947,104.309998,270.127991,,178.128998,,,,611.150024,,,89.611,,,,0.0,700.760986,-27.0,673.760986,4.656,,,,,,,0.0,25.361974,,393.89801,754.451988,685.502991,68.948997,0.0,1148.349976,0.0,,,,,0.0,,,,,,,,,,9.833,1158.182976,0.0,58.130001,,,0.0,,40.033001,98.163002,0.0,98.163002,1256.345978,
12/31/1995,1407.587036,85.186996,257.138,,321.30899,,,,639.682007,,,98.723,,,,0.0,738.405029,-29.700001,708.705017,4.697,,,,,,,0.0,30.551032,,451.317993,838.741989,773.291992,65.449997,0.0,1290.060059,0.0,,,,,0.0,,,,,,,,,,12.553,1302.613059,0.0,59.356998,,,0.0,,45.617001,104.973999,0.0,104.973999,1407.587058,
03/31/1996,1424.546997,99.209999,240.429993,,334.182007,,,,660.390015,,,87.960999,,,,0.0,748.351013,-30.200001,718.151001,4.453,,,,,,,0.0,28.120997,,453.960999,847.920021,782.184021,65.736,0.0,1301.880981,0.0,,,,,0.0,,,,,,,,,,10.442,1312.322982,0.0,62.094002,,,0.0,,50.130001,112.224003,0.0,112.224003,1424.546985,
06/30/1996,1736.465942,90.322998,372.410004,,445.263,,,,781.01001,,,42.640999,,,,0.0,823.651001,-29.0,794.651001,4.311,,,,,,,0.0,29.507939,,513.263,1095.284004,1023.604004,71.68,0.0,1608.546997,0.0,,,,,0.0,,,,,,,,,,8.947,1617.493997,0.0,64.047997,,,0.0,,54.924,118.971996,0.0,118.971996,1736.465993,
09/30/1996,1703.77002,85.477997,280.394012,,493.131989,,,,747.219971,,,93.557999,,,,0.0,840.778015,-30.0,810.778015,4.127,,,,,,,0.0,29.861007,,489.368988,1079.46299,1005.903992,73.558998,0.0,1568.832031,0.0,,,,,0.0,,,,,,,,,,9.813,1578.645031,0.0,64.598,,,0.0,,60.527,125.125,0.0,125.125,1703.770031,
12/31/1996,1924.543945,122.835999,310.341003,,625.021973,,,,783.239014,,,80.252998,,,,0.0,863.492004,-32.700001,830.791992,4.155,,,,,,,0.0,31.397978,,599.257019,1175.046982,1089.833984,85.212997,0.0,1774.303955,0.0,,,,,0.0,,,,,,,,,,14.84,1789.143955,0.0,65.968002,,,0.0,,69.431999,135.400002,0.0,135.400002,1924.543957,
03/31/1997,1951.521973,107.863998,275.324005,,635.419983,,,,890.911987,,,40.544998,,,,0.0,931.45697,-36.400002,895.057007,3.917,,,,,,,0.0,33.939979,,605.312988,1194.369949,1090.220947,104.149002,0.0,1799.682983,0.0,,,,,0.0,,,,,,,,,,11.594,1811.276983,0.0,68.748001,,,0.0,,71.497002,140.245003,0.0,140.245003,1951.521986,
06/30/1997,2215.783936,116.892998,365.307007,,693.833008,,,,1001.895996,,,36.316002,,,,0.0,1038.212036,-37.299999,1000.911987,3.716,,,,,,,0.0,35.122936,,630.002014,1425.014008,1322.682007,102.332001,0.0,2055.016113,0.0,,,,,0.0,,,,,,,,,,10.081,2065.097114,0.0,70.830002,,,0.0,,79.857002,150.687004,0.0,150.687004,2215.784118,
09/30/1997,2405.839111,142.031006,386.290009,,837.372009,,,,1002.070007,,,35.198002,,,,0.0,1037.267944,-38.599998,998.66803,3.601,,,,,,,0.0,37.877058,,691.486023,1536.723991,1419.61499,117.109001,0.0,2228.209961,0.0,,,,,0.0,,,,,,,,,,15.348,2243.557961,0.0,79.282997,,,0.0,,82.998001,162.280998,0.0,162.280998,2405.838959,
12/31/1997,2625.123047,105.058998,321.77301,,1013.903992,,,,1104.801025,,,69.844002,,,,0.0,1174.64502,-37.700001,1136.944946,4.46,,,,,,,0.0,42.9821,,788.442017,1643.964996,1519.343994,124.621002,0.0,2432.406982,0.0,,,,,0.0,,,,,,,,,,18.235001,2450.641983,0.0,83.009003,,,0.0,,91.472,174.481003,0.0,174.481003,2625.122986,
03/31/1998,2800.899902,130.162994,360.255005,,1058.249023,,,,1199.115967,,,42.897999,,,,0.0,1242.014038,-40.400002,1201.614014,5.216,,,,,,,0.0,45.402866,,766.924988,1830.274948,1694.04895,136.225998,0.0,2597.199951,0.0,,,,,0.0,,,,,,,,,,16.143999,2613.34395,0.0,87.919998,,,0.0,,99.636002,187.556,0.0,187.556,2800.89995,
06/30/1998,3123.085938,143.022003,548.237976,,1066.463989,,,,1305.776001,,,44.929001,,,,0.0,1350.704956,-42.299999,1308.405029,7.01,,,,,,,0.0,49.946939,,774.648987,2092.629982,1968.578979,124.051003,0.0,2867.279053,0.0,,,,,0.0,,,,,,,,,,19.084999,2886.364052,0.0,90.805,,,0.0,,107.458,198.263,38.459,236.722,3123.086052,
09/30/1998,3216.181885,107.953003,711.219971,,940.893005,,,,1384.850952,,,53.380001,,,,0.0,1438.230957,-35.900002,1402.331055,9.348,,,,,,,0.0,44.436852,,839.713013,2104.156982,1973.901978,130.255005,0.0,2943.870117,0.0,,,,,0.0,,,,,,,,,,23.601999,2967.472116,0.0,91.727997,,,0.0,,118.510002,210.237999,38.472,248.709999,3216.182116,
12/31/1998,3545.451904,123.000999,399.201996,,1397.501953,,,,1504.003052,,,107.917999,,,,0.0,1611.921021,-46.0,1565.921021,11.354,,,,,,,0.0,48.471935,,921.789978,2347.962921,2205.336914,142.626007,0.0,3269.75293,0.0,,,,,0.0,,,,,,,,,,21.349001,3291.101931,0.0,94.128998,,,0.0,,121.736,215.864998,38.485001,254.349998,3545.451929,
03/31/1999,3938.569092,134.050995,664.682983,,1504.739014,,,,1548.883057,,,65.452003,,,,0.0,1614.334961,-47.599998,1566.734985,11.633,,,,,,,0.0,56.728114,,999.508972,2654.77803,2488.561035,166.216995,0.0,3654.287109,0.0,,,,,0.0,,,,,,,,,,22.511,3676.798109,0.0,94.476997,,,0.0,131.690994,-2.894989,223.273003,38.498001,261.771004,3938.569113,
06/30/1999,4081.426025,131.25,752.664001,,1593.83606,,,,1516.20105,,,60.014,,,,0.0,1576.214966,-56.299999,1519.915039,11.699,,,,,,,0.0,72.061925,,1163.927979,2627.045929,2411.304932,215.740997,0.0,3790.974121,0.0,,,,,0.0,,,,,,,,,,24.974001,3815.948122,0.0,95.896004,,,0.0,140.645004,-9.574005,226.967003,38.511002,265.478004,4081.426126,
09/30/1999,3721.754883,185.576996,103.441002,,1745.261963,,,,1524.199951,,,136.815994,,,,0.0,1661.015991,-70.800003,1590.215942,11.059,,,,,,,0.0,86.19998,,1359.016968,2045.783966,1807.766968,238.016998,0.0,3404.801025,0.0,,,,,0.0,,,,,,,,,,34.933998,3439.735023,0.0,96.044998,,,0.0,151.154007,-3.703003,243.496002,38.523998,282.02,3721.755024,
12/31/1999,4596.397949,278.061005,898.041016,,1747.407959,,,,1490.937012,,,132.067993,,,,0.0,1623.005005,-71.800003,1551.204956,10.742,,0.0,,,,,0.0,110.941014,,1928.099976,2181.305023,1889.02002,292.285004,0.0,4109.404785,0.0,,,,,0.0,,,,,,,,,,79.606003,4189.010788,0.0,153.462006,,,0.0,,215.388,368.850006,38.536999,407.387005,4596.397793,
03/31/2000,5064.524902,393.295013,1070.541992,,1910.499023,,,,1562.358032,,,69.084,,,,0.0,1631.442017,-72.900002,1558.541992,10.27,,,,,,,0.0,121.376881,,2405.48999,2110.360962,1679.600952,430.76001,0.0,4515.851074,0.0,,,,,0.0,,,,,,,,,,109.440002,4625.291077,0.0,171.057007,,,0.0,230.707993,-1.080994,400.684006,38.549999,439.234005,5064.525082,
06/30/2000,5393.225098,346.108002,1203.779053,,2184.3479,,,,1519.517944,,,79.015999,,,,0.0,1598.534058,-73.800003,1524.734009,10.008,,,,,,,0.0,124.248134,,2536.821045,2308.401062,1677.311035,631.090027,0.0,4845.222168,0.0,,,,,0.0,,,,,,,,,,73.257004,4918.479172,0.0,178.503006,,,0.0,264.420013,-6.740021,436.182999,38.563,474.745998,5393.22517,
09/30/2000,5504.130859,364.670013,1440.567017,,2020.91394,,,,1517.349976,,,79.504997,,,,0.0,1596.85498,-73.800003,1523.055054,11.745,,,,,,,0.0,143.179835,,2390.86499,2409.028992,1712.244019,696.784973,0.0,4799.894043,0.0,,,,,0.0,,,,,,,,,,76.695999,4876.590042,0.0,273.993011,,,0.0,299.359009,-1.742004,571.610016,55.931,627.541016,5504.131058,
12/31/2000,5626.774902,332.631989,1389.734009,,2107.590088,,,,1593.720947,,,122.828003,,,,0.0,1716.54895,-73.800003,1642.749023,18.493,,0.0,0.0,0.0,,,0.0,135.576794,,2448.758057,2413.501038,1577.420044,836.080994,0.0,4862.258789,0.0,,,,,0.0,,,,,,,,,,81.138,4943.39679,0.0,280.057007,,,0.0,,334.063995,614.121002,69.257004,683.378006,5626.774796,
03/31/2001,4842.754883,243.078003,1076.102051,,1724.119019,,,,1628.812012,,,103.163002,,,,0.0,1731.974976,-73.800003,1658.175049,21.375,,0.0,0.0,0.0,,,0.0,119.905762,,2042.531982,1999.672974,1173.338989,826.333984,0.0,4042.205078,0.0,,,,,0.0,,,,,,,,,,71.363998,4113.569077,0.0,286.671997,,,0.0,368.43399,4.864014,659.970001,69.216003,729.186005,4842.755081,
06/30/2001,4422.761,404.121,387.945,,1856.266,,,,1610.2,,,119.43,,,,0.0,1729.63,-74.0,1655.63,22.829,,0.0,0.0,0.0,,,0.0,95.97,,1882.35,1767.928,976.545,791.383,0.0,3650.278,0.0,,,,,0.0,,,,,,,,,,48.524,3698.802,0.0,259.377,,,0.0,392.566,3.074,655.017,68.942,723.959,4422.761,
09/30/2001,4147.884766,398.19101,61.383999,,1843.362061,,,,1567.712036,,,158.007004,,,,0.0,1725.718994,-73.5,1652.218994,22.431,,95.434998,95.434998,0.0,,,0.0,74.862705,,1635.786987,1673.295044,916.788025,756.507019,0.0,3309.082031,40.937,,,,,25.475,,,,,,,,,,39.493,3414.987032,0.0,241.117996,,,0.0,411.167999,11.826996,664.112991,68.785004,732.897995,4147.885027,
12/31/2001,4172.077148,228.317993,212.214005,,1833.161987,,,,1588.932983,,,178.104996,,,,0.0,1767.037964,-72.375,1694.662964,21.719,,96.379997,96.379997,0.0,,,0.0,85.621202,,1737.662964,1643.313965,920.349976,722.963989,0.0,3380.977051,41.202999,,,,,25.684999,,,,,,,,,,29.781,3477.646049,0.0,196.188004,,,0.0,,431.326996,627.514999,66.916,694.431,4172.077049,
03/31/2002,3987.475,335.424,4.102,,,,,,1546.049,,,199.938,,,,,1745.987,-71.375,1674.612,21.384,,97.223,97.223,0.0,,,,1854.73,,1578.538,1602.974,966.496,636.478,,3181.512,41.469,,,,,64.55,,,,,,,,,,32.754,3320.285,,198.686,,,0.0,436.612,5.457,640.755,26.435,667.19,3987.475,
06/30/2002,3831.77,231.247,154.869,,1460.659,,,,1660.462,,,208.415,,,,0.0,1868.877,-76.0,1792.877,20.495,,98.638,98.638,0.0,,,0.0,72.985,,1533.009,1460.17,842.772,617.398,0.0,2993.179,41.734,,,,,26.105,,,,,,,,,,42.573,3103.591,0.0,196.433,,,0.0,451.597,10.813,658.843,69.336,728.179,3831.77,
09/30/2002,3863.599,178.459,355.573,,1322.999,,,,1666.801,,,218.906,,,,0.0,1885.707,-73.8,1811.907,19.38,,98.638,98.638,0.0,,,0.0,76.643,,1639.096,1456.294,877.985,578.309,0.0,3095.39,9.058,,,,,17.256,,,,,,,,,,47.632,3169.336,0.0,143.94,,,0.0,464.693,13.671,622.304,71.959,694.263,3863.599,
03/31/2003,3988.088,145.805,353.182,,,,,,1819.061,,,251.002,,,,,2070.063,-70.0,2000.063,16.223,,100.567,100.567,0.0,,,,1372.248,,1769.916,1481.178,930.992,550.186,,3251.094,9.196,,,,,56.785,,,,,,,,,,61.02,3378.095,,69.688,,,0.0,487.028,9.42,566.136,43.857,609.993,3988.088,
06/30/2003,4294.59,238.202,305.609,,,,,,1727.642,,,237.158,,,,,1964.8,-69.5,1895.3,15.585,,83.548,83.548,0.0,,,,1756.346,,1893.707,1594.677,1085.151,509.526,,3488.384,9.264,,,,,201.775,,,,,,,,,,115.551,3814.974,,1.792,,,0.0,419.999,10.344,432.135,47.481,479.616,4294.59,
09/30/2003,4259.816,229.001,476.949,,1522.084,,,,1688.738,,,223.194,,,,0.0,1911.932,-67.5,1844.432,15.036,,83.548,83.548,0.0,,,0.0,88.766,,1875.684,1596.642,1135.569,461.073,0.0,3472.326,9.054,,,,,193.108,,,,,,,,,,82.251,3756.739,0.0,5.488,,,0.0,437.428,12.19,455.106,47.971,503.077,4259.816,
12/31/2003,4465.37,252.521,542.475,,1575.434,,,,1766.308,,,222.921,,,,0.0,1989.229,-64.5,1924.729,14.999,,37.549,37.549,0.0,,,,117.663,,2186.352,2561.083,2182.015,379.068,0.0,4747.435,9.124,,,,,204.286,,,,,,,,,,87.335,5048.18,0.0,14.275,,,0.0,422.131,10.599,447.005,50.744,497.749,5545.929,
03/31/2004,4492.255,200.966,489.453,,1709.18,,,,1772.069,,,220.638,,,,0.0,1992.707,-63.3,1929.407,14.316,,37.549,37.549,0.0,,,0.0,111.384,,2161.633,1514.66,1178.312,336.348,0.0,3676.293,9.761,,,,,202.763,,,,,,,,,,71.07,3959.887,0.0,23.621,,,0.0,436.144,16.668,476.433,55.935,532.368,4492.255,
06/30/2004,4857.521,213.53,331.104,,,,,,1846.44,,,267.995,,,,,2114.435,-61.9,2052.535,14.083,,37.549,37.549,0.0,,,,2208.72,,2394.651,1610.735,1294.466,316.269,,4005.386,34.263,,,,,205.805,,,,,,,,,,69.898,4315.352,,34.527,,,0.0,451.851,-12.901,473.477,68.692,542.169,4857.521,
09/30/2004,4930.633,231.656,217.774,,,,,,1970.672,,,259.742,,,,,2230.414,-58.6,2171.814,14.705,,35.639,35.639,0.0,,,,2259.045,,2463.765,1573.85,1263.695,310.155,,4037.615,10.05,,,,,196.096,,,,,,,,,,100.072,4343.833,,41.238,,,0.0,467.954,2.869,512.061,74.739,586.8,4930.633,
12/31/2004,5145.679,284.208,343.01,,,,,,2043.513,,,265.075,,,,,2308.588,-37.613,2270.975,14.641,,35.6,35.639,-0.039,,,,2197.245,,2649.853,1569.661,1238.087,331.574,,4219.514,9.82,,,,,196.21,,,,,,,,,,107.502,4533.046,,45.262,,,0.0,499.911,-3.225,541.948,70.685,612.633,5145.679,
03/31/2005,5541.715,286.446,175.652,,,,,,,,,,,,,,2843.353,-36.785,2806.568,25.099,,35.638,35.638,0.0,,,,2212.312,,2934.278,1318.452,1000.625,317.827,,4252.73,279.475,,,,,195.832,,,,,,,,,,124.921,4852.958,,8.474,,,0.0,587.713,-26.886,569.301,119.456,688.757,5541.715,
06/30/2005,5307.826,259.824,278.421,,2201.016,,,,2161.913,,,262.052,,,,0.0,2423.965,-36.372,2387.593,18.782,,35.639,35.639,0.0,,,0.0,126.551,,2728.646,1644.473,1354.296,290.177,0.0,4373.119,11.418,,,,,197.499,,,,,,,,,,94.78,4676.816,0.0,5.298,,,0.0,539.035,-11.403,532.93,98.08,631.01,5307.826,
09/30/2005,5369.066,241.263,177.428,,2155.694,,,,2349.13,,,289.601,,,,0.0,2638.731,-34.863,2603.868,23.148,,35.638,35.638,0.0,,,0.0,132.027,,2696.661,1595.478,1299.752,295.726,0.0,4292.139,121.56,,,,,196.231,,,,,,,,,,103.973,4713.903,0.0,6.063,,,0.0,562.067,-22.283,545.847,109.316,655.163,5369.066,
12/31/2005,5541.715,286.446,175.652,,2037.27,,,,2547.125,,,296.228,,,,0.0,2843.353,-36.785,2806.568,25.099,,35.6,35.638,-0.038,,,0.0,175.08,,2934.278,1318.452,1000.625,317.827,0.0,4252.73,279.475,,,,,195.832,,,,,,,,,,124.921,4852.958,0.0,8.474,,,0.0,587.713,-26.886,569.301,119.456,688.757,5541.715,
03/31/2006,5446.268,293.022,256.973,,,,,,2474.56,,,283.42,,,,,2757.98,-35.982,2721.998,26.922,,35.638,35.638,0.0,,,,2111.715,,2998.22,1150.286,833.287,316.999,,4148.506,292.178,,,,,197.37,,,,,,,,,,83.731,4721.785,,7.847,,,0.0,609.764,-31.493,586.118,138.365,724.483,5446.268,
06/30/2006,5471.651,321.334,222.937,,,,,,2627.876,,,322.75,,,,,2950.626,-37.907,2912.719,31.328,,17.204,17.204,0.0,,,,1966.129,,2758.391,1154.913,823.816,331.097,,3913.304,533.811,,,,,197.847,,,,,,,,,,105.535,4750.497,,8.911,,,0.0,596.128,-36.918,568.121,153.033,721.154,5471.651,
09/30/2006,5873.109,305.134,295.367,,,,,,2968.147,,,351.368,,,,,3319.515,-39.549,3279.966,36.236,,21.243,21.243,0.0,,,,1935.163,,2956.635,1017.825,702.344,315.481,,3974.46,812.436,,,,,199.416,,,,,,,,,,134.329,5120.641,,0.034,,,,614.964,-19.22,595.778,156.69,752.468,5873.109,
12/31/2006,6081.452,393.284,239.301,,,,,,3141.154,,,341.248,,,,,3482.402,-42.747,3439.655,37.306,,21.3,21.296,0.004,,,,1950.606,,3039.528,1018.097,704.777,313.32,,4057.625,683.537,,,,,352.465,,,,,,,,,,193.296,5286.923,,4.907,,,0.0,641.528,-17.921,628.514,166.015,794.529,6081.452,
03/31/2007,5847.856,309.933,254.941,,,,,,3013.593,,,344.797,,,,,3358.39,-40.256,3318.134,37.868,,21.296,21.296,0.0,,,,1905.684,,2863.399,1011.8,685.066,326.734,,3875.199,583.901,,,,,353.151,,,,,,,,,,187.147,4999.398,,0.034,,,,668.486,-15.055,653.465,194.993,848.458,5847.856,
